"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1979 - Stemmeberettigede";"EV1979 - Afgivne stemmer";"EV1979 - Blanke stemmer";"EV1979 - Andre ugyldige stemmer";"EV1979 - Gyldige stemmer";"EV1979 - A. Socialdemokratiet";"EV1979 - B. Det Radikale Venstre";"EV1979 - C. Det Konservative Folkeparti";"EV1979 - E. Danmarks Retsforbund";"EV1979 - F. Socialistisk Folkeparti";"EV1979 - M. Centrum-Demokraterne";"EV1979 - N. Folkebevægelsen mod EF";"EV1979 - Q. Kristeligt Folkeparti";"EV1979 - V. Venstre, Danmarks Liberale Parti";"EV1979 - Y. Venstresocialisterne";"EV1979 - Z. Fremskridtspartiet"
"727007";"727007";"88";"15";"3";"932";"441";"7";"1";"433";"87";"17";"44";"32";"12";"18";"68";"4";"109";"15";"27"
"727008";"727008";"88";"15";"3";"957";"495";"9";"1";"485";"71";"25";"59";"14";"8";"17";"80";"9";"154";"12";"36"
"727009";"727009";"88";"15";"3";"138";"87";"0";"0";"87";"11";"2";"11";"3";"3";"8";"10";"0";"28";"0";"11"
"727010";"727010";"88";"15";"3";"90";"36";"0";"0";"36";"6";"2";"5";"0";"2";"2";"5";"0";"9";"0";"5"
"729001";"729001";"84";"15";"3";"1522";"660";"14";"1";"645";"167";"28";"99";"24";"24";"40";"82";"15";"120";"13";"33"
"729002";"729002";"84";"15";"3";"716";"342";"3";"0";"339";"63";"13";"35";"14";"7";"12";"39";"1";"114";"3";"38"
"729003";"729003";"84";"15";"3";"680";"291";"10";"0";"281";"62";"30";"26";"4";"8";"18";"21";"3";"86";"6";"17"
"729004";"729004";"84";"15";"3";"774";"342";"4";"1";"337";"85";"26";"49";"15";"10";"25";"36";"1";"62";"8";"20"
"729005";"729005";"84";"15";"3";"216";"107";"0";"0";"107";"18";"4";"9";"5";"3";"4";"8";"5";"45";"2";"4"
"729006";"729006";"84";"15";"3";"254";"134";"3";"1";"130";"23";"18";"7";"0";"3";"5";"5";"0";"55";"4";"10"
"729007";"729007";"84";"15";"3";"170";"107";"0";"1";"106";"16";"6";"6";"6";"5";"3";"12";"2";"40";"0";"10"
"729008";"729008";"84";"15";"3";"763";"342";"7";"0";"335";"84";"16";"42";"8";"7";"24";"22";"2";"109";"5";"16"
"729009";"729009";"84";"15";"3";"495";"255";"5";"0";"250";"38";"11";"28";"11";"7";"11";"29";"1";"80";"4";"30"
"729010";"729010";"84";"15";"3";"192";"97";"1";"0";"96";"15";"5";"5";"6";"0";"7";"8";"0";"37";"1";"12"
"731001";"731001";"85";"15";"3";"4508";"1834";"33";"14";"1787";"595";"35";"229";"116";"95";"109";"363";"21";"85";"58";"81"
"731002";"731002";"85";"15";"3";"3628";"1679";"25";"7";"1647";"511";"18";"306";"100";"72";"114";"248";"35";"118";"35";"90"
"731003";"731003";"85";"15";"3";"4553";"1875";"35";"12";"1828";"680";"32";"202";"115";"80";"107";"366";"27";"87";"55";"77"
"731004";"731004";"85";"15";"3";"4727";"1829";"30";"6";"1793";"726";"22";"144";"95";"81";"64";"427";"22";"97";"51";"64"
"731005";"731005";"85";"15";"3";"3672";"1408";"18";"9";"1381";"351";"19";"276";"84";"59";"79";"253";"29";"86";"52";"93"
"731006";"731006";"85";"15";"3";"5434";"2337";"25";"9";"2303";"663";"37";"446";"169";"79";"135";"406";"28";"177";"56";"107"
"731007";"731007";"85";"15";"3";"3466";"1440";"22";"7";"1411";"471";"28";"184";"82";"82";"87";"269";"28";"81";"27";"72"
"731008";"731008";"85";"15";"3";"5882";"2304";"25";"9";"2270";"737";"47";"286";"102";"100";"150";"398";"52";"191";"58";"149"
"731009";"731009";"85";"15";"3";"4445";"1910";"19";"9";"1882";"535";"33";"308";"83";"56";"127";"294";"45";"180";"73";"148"
"731010";"731010";"85";"15";"3";"600";"341";"1";"0";"340";"53";"4";"37";"3";"11";"17";"30";"3";"135";"4";"43"
"731011";"731011";"85";"15";"3";"2843";"1373";"18";"2";"1353";"431";"35";"208";"59";"57";"88";"235";"15";"137";"31";"57"
"731012";"731012";"85";"15";"3";"1197";"588";"10";"3";"575";"111";"18";"98";"24";"12";"29";"54";"0";"199";"7";"23"
"731013";"731013";"85";"15";"3";"1725";"924";"11";"2";"911";"128";"40";"259";"37";"18";"67";"94";"13";"167";"10";"78"
"733001";"733001";"86";"15";"3";"2766";"1263";"22";"7";"1234";"260";"37";"170";"52";"52";"77";"225";"9";"217";"39";"96"
"733002";"733002";"86";"15";"3";"1313";"579";"6";"3";"570";"151";"18";"58";"20";"30";"31";"85";"15";"104";"16";"42"
"733003";"733003";"86";"15";"3";"2116";"1039";"14";"1";"1024";"142";"35";"77";"36";"34";"56";"108";"16";"382";"22";"116"
"735001";"735001";"87";"15";"3";"1017";"508";"4";"2";"502";"92";"15";"41";"18";"5";"22";"44";"9";"202";"4";"50"
"735002";"735002";"87";"15";"3";"1462";"683";"16";"1";"666";"120";"15";"98";"14";"13";"46";"61";"14";"234";"7";"44"
"735003";"735003";"87";"15";"3";"1735";"730";"13";"1";"716";"163";"14";"61";"19";"13";"38";"73";"7";"258";"2";"68"
"735004";"735004";"87";"15";"3";"1408";"662";"15";"1";"646";"65";"15";"48";"16";"11";"40";"102";"25";"262";"14";"48"
"737001";"737001";"89";"15";"3";"450";"252";"4";"0";"248";"38";"5";"15";"12";"10";"11";"45";"1";"81";"10";"20"
"737002";"737002";"89";"15";"3";"2768";"1319";"29";"1";"1289";"288";"68";"189";"29";"64";"64";"206";"11";"240";"45";"85"
"737003";"737003";"89";"15";"3";"671";"323";"7";"0";"316";"35";"16";"27";"7";"19";"9";"51";"7";"119";"4";"22"
"737004";"737004";"89";"15";"3";"931";"457";"3";"0";"454";"107";"16";"49";"20";"15";"36";"96";"1";"77";"11";"26"
"737005";"737005";"89";"15";"3";"1280";"574";"14";"0";"560";"111";"24";"46";"29";"24";"48";"76";"8";"142";"9";"43"
"739001";"739001";"86";"15";"3";"1757";"834";"6";"2";"826";"153";"30";"141";"38";"22";"46";"119";"21";"195";"14";"47"
"739002";"739002";"86";"15";"3";"1156";"547";"12";"2";"533";"114";"18";"41";"19";"16";"20";"85";"9";"140";"16";"55"
"739003";"739003";"86";"15";"3";"620";"322";"6";"0";"316";"66";"17";"21";"11";"12";"11";"51";"8";"91";"6";"22"
"739004";"739004";"86";"15";"3";"536";"308";"9";"0";"299";"52";"11";"39";"10";"9";"19";"49";"2";"79";"7";"22"
"741001";"741001";"88";"15";"3";"853";"383";"8";"1";"374";"55";"32";"113";"14";"8";"21";"32";"2";"69";"3";"25"
"741002";"741002";"88";"15";"3";"751";"313";"3";"0";"310";"54";"24";"48";"8";"8";"24";"50";"1";"66";"12";"15"
"741003";"741003";"88";"15";"3";"544";"238";"1";"1";"236";"40";"11";"25";"4";"7";"10";"37";"2";"85";"2";"13"
"741004";"741004";"88";"15";"3";"518";"264";"1";"0";"263";"26";"16";"33";"5";"6";"21";"33";"0";"112";"3";"8"
"741005";"741005";"88";"15";"3";"598";"266";"5";"2";"259";"49";"37";"26";"6";"4";"7";"36";"1";"82";"2";"9"
"741006";"741006";"88";"15";"3";"498";"229";"0";"0";"229";"31";"19";"41";"6";"4";"10";"34";"1";"75";"1";"7"
"743001";"743001";"89";"15";"3";"6796";"3077";"59";"9";"3009";"763";"92";"398";"141";"197";"179";"662";"68";"255";"125";"129"
"743002";"743002";"89";"15";"3";"1943";"966";"21";"5";"940";"306";"22";"85";"47";"85";"53";"202";"14";"67";"23";"36"
"743003";"743003";"89";"15";"3";"4056";"1815";"39";"5";"1771";"482";"45";"195";"73";"107";"138";"374";"40";"171";"45";"101"
"743004";"743004";"89";"15";"3";"5021";"2071";"35";"3";"2033";"482";"64";"234";"106";"181";"118";"482";"20";"173";"56";"117"
"743005";"743005";"89";"15";"3";"1230";"575";"4";"0";"571";"112";"25";"94";"18";"36";"43";"118";"3";"79";"16";"27"
"743006";"743006";"89";"15";"3";"2509";"1113";"13";"2";"1098";"241";"43";"185";"46";"51";"108";"145";"14";"182";"23";"60"
"743007";"743007";"89";"15";"3";"303";"132";"5";"0";"127";"6";"13";"10";"4";"5";"8";"11";"2";"52";"5";"11"
"743008";"743008";"89";"15";"3";"1262";"544";"6";"0";"538";"104";"20";"59";"19";"19";"27";"82";"13";"117";"13";"65"
"743009";"743009";"89";"15";"3";"2102";"864";"27";"4";"833";"168";"35";"111";"45";"46";"70";"140";"6";"125";"18";"69"
"743010";"743010";"89";"15";"3";"557";"267";"10";"1";"256";"43";"22";"18";"6";"13";"9";"27";"6";"63";"8";"41"
"743011";"743011";"89";"15";"3";"202";"100";"2";"1";"97";"19";"3";"5";"1";"3";"2";"4";"2";"50";"0";"8"
"743012";"743012";"89";"15";"3";"521";"194";"0";"1";"193";"18";"11";"15";"3";"5";"5";"27";"1";"88";"7";"13"
"743013";"743013";"89";"15";"3";"709";"312";"3";"3";"306";"63";"11";"26";"11";"6";"20";"31";"9";"90";"11";"28"
"743014";"743014";"89";"15";"3";"326";"192";"0";"0";"192";"34";"11";"18";"5";"8";"6";"42";"9";"41";"8";"10"
"743015";"743015";"89";"15";"3";"1022";"437";"4";"2";"431";"96";"12";"54";"28";"27";"32";"69";"6";"64";"9";"34"
"743016";"743016";"89";"15";"3";"1965";"927";"16";"2";"909";"195";"29";"180";"30";"60";"70";"160";"6";"98";"21";"60"
"743017";"743017";"89";"15";"3";"310";"165";"0";"0";"165";"21";"8";"14";"2";"4";"5";"12";"0";"83";"1";"15"
"743018";"743018";"89";"15";"3";"279";"164";"0";"0";"164";"14";"16";"11";"8";"8";"1";"18";"0";"61";"3";"24"
"743019";"743019";"89";"15";"3";"505";"205";"2";"1";"202";"20";"9";"15";"7";"1";"15";"29";"5";"75";"3";"23"
"743020";"743020";"89";"15";"3";"1608";"824";"18";"4";"802";"181";"29";"149";"46";"34";"38";"120";"14";"111";"17";"63"
"745001";"745001";"88";"15";"3";"5486";"2285";"39";"9";"2237";"632";"52";"263";"98";"130";"132";"457";"22";"272";"79";"100"
"745002";"745002";"88";"15";"3";"2210";"994";"21";"1";"972";"239";"36";"148";"42";"50";"59";"181";"5";"133";"17";"62"
"745003";"745003";"88";"15";"3";"1277";"602";"20";"1";"581";"109";"27";"52";"25";"20";"37";"91";"3";"169";"11";"37"
"745004";"745004";"88";"15";"3";"571";"291";"2";"1";"288";"44";"9";"34";"8";"9";"15";"44";"1";"89";"8";"27"
"745005";"745005";"88";"15";"3";"951";"488";"8";"1";"479";"81";"17";"47";"11";"9";"28";"62";"3";"157";"15";"49"
"745006";"745006";"88";"15";"3";"2663";"1255";"22";"9";"1224";"270";"40";"209";"53";"67";"73";"238";"21";"161";"31";"61"
"747001";"747001";"84";"15";"3";"196";"87";"0";"0";"87";"21";"2";"5";"2";"3";"5";"6";"1";"27";"1";"14"
"747002";"747002";"84";"15";"3";"374";"204";"5";"1";"198";"30";"12";"16";"3";"10";"10";"12";"3";"88";"4";"10"
"747003";"747003";"84";"15";"3";"1545";"741";"11";"5";"725";"139";"16";"114";"35";"12";"53";"66";"6";"192";"9";"83"
"747004";"747004";"84";"15";"3";"404";"177";"2";"0";"175";"29";"11";"15";"3";"1";"3";"22";"1";"69";"4";"17"
"747005";"747005";"84";"15";"3";"1835";"676";"19";"1";"656";"216";"15";"72";"15";"22";"44";"74";"11";"129";"12";"46"
"747006";"747006";"84";"15";"3";"571";"313";"3";"0";"310";"56";"4";"21";"2";"5";"25";"20";"1";"145";"3";"28"
"747007";"747007";"84";"15";"3";"853";"314";"6";"1";"307";"41";"11";"18";"19";"8";"10";"64";"1";"100";"3";"32"
"749001";"749001";"89";"15";"3";"1815";"806";"8";"0";"798";"140";"20";"101";"31";"16";"39";"109";"12";"214";"26";"90"
"749002";"749002";"89";"15";"3";"516";"284";"4";"0";"280";"33";"13";"28";"4";"13";"16";"28";"3";"100";"10";"32"
"749003";"749003";"89";"15";"3";"1496";"666";"17";"0";"649";"94";"25";"83";"29";"24";"47";"113";"13";"153";"13";"55"
"749004";"749004";"89";"15";"3";"257";"117";"1";"0";"116";"23";"2";"11";"5";"1";"9";"11";"3";"31";"2";"18"
"751001";"751001";"82";"15";"3";"10691";"5772";"84";"25";"5663";"1193";"124";"980";"159";"415";"288";"1476";"80";"347";"405";"196"
"751002";"751002";"82";"15";"3";"8889";"4243";"47";"17";"4179";"1185";"87";"578";"151";"281";"165";"1133";"51";"207";"247";"94"
"751003";"751003";"82";"15";"3";"4412";"2287";"33";"5";"2249";"538";"70";"348";"65";"190";"141";"594";"18";"133";"82";"70"
"751004";"751004";"82";"15";"3";"6506";"3525";"62";"4";"3459";"599";"111";"814";"141";"210";"237";"759";"52";"290";"120";"126"
"751006";"751006";"82";"15";"3";"4113";"1800";"29";"5";"1766";"452";"41";"253";"61";"131";"75";"437";"24";"176";"45";"71"
"751007";"751007";"83";"15";"3";"5717";"2949";"33";"9";"2907";"577";"84";"610";"145";"187";"169";"664";"17";"214";"124";"116"
"751009";"751009";"82";"15";"3";"1970";"1023";"12";"1";"1010";"185";"46";"196";"33";"48";"72";"248";"7";"108";"28";"39"
"751011";"751011";"82";"15";"3";"1886";"932";"12";"7";"913";"207";"27";"137";"41";"58";"54";"168";"6";"140";"34";"41"
"751012";"751012";"82";"15";"3";"1807";"905";"20";"7";"878";"159";"34";"118";"46";"45";"52";"183";"3";"158";"36";"44"
"751013";"751013";"82";"15";"3";"2167";"1030";"11";"1";"1018";"209";"37";"149";"35";"28";"60";"174";"5";"243";"21";"57"
"751016";"751016";"83";"15";"3";"367";"217";"4";"0";"213";"35";"2";"23";"6";"12";"15";"48";"0";"39";"16";"17"
"751018";"751018";"83";"15";"3";"1617";"704";"7";"1";"696";"142";"41";"112";"29";"36";"36";"126";"5";"106";"19";"44"
"751019";"751019";"83";"15";"3";"1131";"604";"8";"1";"595";"100";"26";"128";"29";"32";"37";"127";"8";"57";"24";"27"
"751021";"751021";"80";"15";"3";"8568";"4120";"62";"16";"4042";"640";"60";"440";"120";"410";"150";"1314";"25";"147";"598";"138"
"751022";"751022";"83";"15";"3";"2900";"1604";"19";"3";"1582";"354";"57";"255";"60";"94";"87";"353";"17";"115";"116";"74"
"751023";"751023";"83";"15";"3";"4406";"2242";"27";"6";"2209";"481";"83";"373";"76";"158";"140";"520";"13";"154";"118";"93"
"751025";"751025";"83";"15";"3";"6721";"3140";"43";"10";"3087";"673";"61";"265";"127";"342";"115";"959";"19";"132";"299";"95"
"751026";"751026";"83";"15";"3";"3398";"1705";"30";"4";"1671";"275";"40";"163";"52";"209";"86";"503";"7";"109";"183";"44"
"751030";"751030";"83";"15";"3";"2188";"1169";"25";"1";"1143";"278";"43";"180";"26";"44";"81";"160";"11";"216";"35";"69"
"751031";"751031";"83";"15";"3";"465";"268";"2";"0";"266";"77";"2";"22";"3";"9";"10";"37";"2";"72";"10";"22"
"751033";"751033";"83";"15";"3";"849";"442";"13";"0";"429";"85";"14";"52";"11";"15";"38";"95";"6";"63";"16";"34"
"751034";"751034";"83";"15";"3";"511";"260";"5";"3";"252";"60";"7";"13";"13";"13";"20";"51";"1";"54";"6";"14"
"751041";"751041";"80";"15";"3";"10911";"5722";"78";"16";"5628";"965";"93";"389";"180";"690";"157";"1963";"34";"154";"888";"115"
"751042";"751042";"81";"15";"3";"16985";"8644";"107";"31";"8506";"2121";"166";"700";"292";"841";"301";"2795";"91";"321";"693";"185"
"751043";"751043";"81";"15";"3";"8134";"3796";"53";"14";"3729";"1014";"79";"324";"153";"370";"97";"1189";"39";"141";"252";"71"
"751044";"751044";"81";"15";"3";"808";"443";"10";"2";"431";"77";"14";"43";"20";"44";"17";"82";"2";"65";"44";"23"
"751045";"751045";"80";"15";"3";"7168";"4016";"45";"7";"3964";"540";"134";"956";"125";"243";"309";"806";"53";"379";"215";"204"
"751047";"751047";"81";"15";"3";"4183";"1923";"41";"3";"1879";"403";"61";"267";"76";"119";"139";"448";"20";"183";"82";"81"
"751048";"751048";"80";"15";"3";"1103";"470";"8";"1";"461";"104";"9";"45";"10";"26";"20";"101";"3";"106";"24";"13"
"751049";"751049";"80";"15";"3";"3095";"1540";"17";"3";"1520";"241";"58";"331";"57";"81";"108";"341";"15";"154";"53";"81"
"751050";"751050";"80";"15";"3";"1920";"845";"11";"3";"831";"112";"25";"180";"32";"40";"61";"186";"9";"90";"39";"57"
"751051";"751051";"80";"15";"3";"3246";"1449";"23";"2";"1424";"283";"47";"262";"51";"67";"111";"249";"3";"213";"61";"77"
"751053";"751053";"81";"15";"3";"1552";"750";"20";"3";"727";"169";"22";"63";"19";"48";"33";"170";"4";"131";"26";"42"
"751055";"751055";"81";"15";"3";"526";"296";"5";"2";"289";"64";"16";"38";"7";"9";"23";"35";"7";"64";"0";"26"
"751056";"751056";"81";"15";"3";"1189";"638";"11";"2";"625";"124";"20";"48";"11";"26";"37";"76";"3";"208";"26";"46"
"751061";"751061";"80";"15";"3";"6918";"3626";"61";"10";"3555";"650";"96";"451";"121";"325";"201";"1007";"25";"272";"300";"107"
"751062";"751062";"83";"15";"3";"3078";"1301";"21";"6";"1274";"341";"32";"139";"64";"118";"55";"379";"16";"40";"53";"37"
"751063";"751063";"81";"15";"3";"8309";"3950";"59";"13";"3878";"898";"85";"295";"135";"413";"149";"1404";"47";"149";"227";"76"
"751064";"751064";"83";"15";"3";"5185";"2523";"38";"10";"2475";"602";"52";"307";"127";"206";"105";"672";"20";"94";"189";"101"
"751101";"751101";"83";"15";"3";"7433";"3484";"41";"10";"3433";"859";"81";"401";"158";"285";"205";"905";"35";"186";"180";"138"
"751102";"751102";"82";"15";"3";"388";"176";"2";"0";"174";"30";"4";"18";"9";"3";"10";"35";"0";"53";"4";"8"
"751103";"751103";"83";"15";"3";"4437";"2421";"43";"5";"2373";"439";"78";"450";"86";"162";"146";"539";"20";"245";"118";"90"
"751104";"751104";"82";"15";"3";"476";"216";"4";"0";"212";"37";"10";"16";"5";"6";"12";"27";"1";"72";"5";"21"
"751105";"751105";"83";"15";"3";"3180";"1437";"25";"3";"1409";"373";"37";"158";"60";"83";"67";"364";"15";"143";"57";"52"
"761001";"761001";"94";"16";"3";"3285";"1374";"12";"1";"1361";"260";"37";"218";"41";"16";"114";"143";"69";"355";"24";"84"
"761002";"761002";"94";"16";"3";"1358";"440";"13";"0";"427";"143";"12";"43";"9";"14";"23";"57";"9";"77";"8";"32"
"761003";"761003";"94";"16";"3";"272";"120";"1";"0";"119";"32";"10";"7";"3";"0";"5";"5";"2";"40";"6";"9"
"761004";"761004";"94";"16";"3";"251";"121";"3";"0";"118";"17";"6";"7";"3";"1";"5";"7";"5";"48";"1";"18"
"761005";"761005";"94";"16";"3";"425";"210";"1";"0";"209";"18";"12";"13";"6";"1";"23";"7";"17";"82";"4";"26"
"761006";"761006";"94";"16";"3";"731";"358";"1";"2";"355";"46";"18";"32";"10";"13";"28";"33";"22";"107";"7";"39"
"761007";"761007";"94";"16";"3";"560";"224";"3";"1";"220";"29";"9";"15";"9";"2";"6";"20";"7";"92";"4";"27"
"761008";"761008";"94";"16";"3";"409";"173";"1";"0";"172";"28";"14";"19";"7";"2";"9";"18";"1";"59";"5";"10"
"761009";"761009";"94";"16";"3";"1246";"584";"10";"2";"572";"140";"24";"63";"11";"17";"51";"68";"18";"130";"2";"48"
"761010";"761010";"94";"16";"3";"423";"219";"2";"0";"217";"22";"7";"11";"9";"2";"14";"10";"40";"75";"3";"24"
"763001";"763001";"92";"16";"3";"2055";"871";"23";"3";"845";"169";"80";"92";"19";"28";"46";"77";"16";"243";"17";"58"
"763002";"763002";"92";"16";"3";"1776";"749";"22";"4";"723";"86";"92";"64";"11";"12";"41";"84";"15";"265";"5";"48"
"763003";"763003";"92";"16";"3";"1780";"763";"13";"5";"745";"133";"51";"64";"16";"15";"42";"80";"15";"254";"19";"56"
"765001";"765001";"90";"16";"3";"1493";"556";"10";"2";"544";"76";"9";"34";"17";"11";"17";"76";"11";"232";"6";"55"
"765002";"765002";"90";"16";"3";"684";"245";"1";"0";"244";"28";"5";"23";"4";"4";"14";"25";"11";"101";"1";"28"
"765003";"765003";"90";"16";"3";"115";"61";"2";"0";"59";"2";"2";"7";"0";"1";"0";"4";"4";"31";"1";"7"
"765004";"765004";"90";"16";"3";"482";"215";"7";"2";"206";"24";"8";"24";"10";"4";"5";"60";"19";"36";"2";"14"
"765006";"765006";"90";"16";"3";"230";"112";"1";"1";"110";"12";"4";"17";"1";"0";"3";"23";"6";"39";"2";"3"
"765105";"765105";"90";"16";"3";"796";"341";"3";"0";"338";"52";"14";"35";"10";"1";"15";"43";"9";"140";"4";"15"
"767101";"767101";"94";"16";"3";"427";"194";"4";"0";"190";"34";"14";"11";"4";"4";"20";"18";"9";"57";"5";"14"
"767102";"767102";"94";"16";"3";"310";"169";"4";"0";"165";"22";"18";"13";"4";"0";"14";"17";"2";"64";"1";"10"
"767103";"767103";"94";"16";"3";"323";"119";"1";"2";"116";"22";"8";"14";"3";"0";"4";"7";"1";"38";"4";"15"
"767104";"767104";"94";"16";"3";"303";"145";"3";"0";"142";"21";"12";"18";"5";"1";"19";"22";"1";"27";"3";"13"
"767105";"767105";"94";"16";"3";"159";"81";"0";"0";"81";"12";"1";"9";"0";"4";"5";"1";"2";"38";"0";"9"
"767106";"767106";"94";"16";"3";"950";"355";"7";"2";"346";"68";"13";"41";"18";"2";"17";"47";"17";"73";"12";"38"
"767107";"767107";"94";"16";"3";"1220";"536";"7";"4";"525";"194";"16";"80";"14";"10";"42";"51";"8";"67";"6";"37"
"767108";"767108";"94";"16";"3";"348";"165";"1";"0";"164";"16";"8";"11";"2";"3";"10";"15";"8";"76";"1";"14"
"767109";"767109";"94";"16";"3";"461";"235";"6";"1";"228";"34";"8";"15";"1";"4";"17";"18";"10";"93";"6";"22"
"767110";"767110";"94";"16";"3";"166";"97";"2";"0";"95";"11";"4";"11";"1";"1";"7";"10";"2";"33";"2";"13"
"769001";"769001";"94";"16";"3";"483";"253";"3";"1";"249";"64";"5";"23";"9";"6";"11";"30";"18";"60";"7";"16"
"769002";"769002";"94";"16";"3";"1755";"764";"15";"3";"746";"118";"33";"91";"19";"18";"43";"90";"40";"206";"3";"85"
"769003";"769003";"94";"16";"3";"1700";"741";"11";"2";"728";"174";"31";"105";"24";"15";"58";"97";"25";"142";"8";"49"
"769004";"769004";"94";"16";"3";"896";"405";"11";"2";"392";"108";"7";"95";"12";"9";"27";"58";"10";"28";"4";"34"
"771001";"771001";"94";"16";"3";"1589";"719";"6";"0";"713";"124";"24";"82";"9";"11";"49";"88";"58";"203";"5";"60"
"771002";"771002";"94";"16";"3";"504";"243";"0";"2";"241";"27";"10";"10";"5";"5";"22";"26";"23";"84";"1";"28"
"771003";"771003";"94";"16";"3";"2868";"1282";"16";"6";"1260";"234";"72";"201";"62";"29";"100";"149";"49";"272";"10";"82"
"771004";"771004";"94";"16";"3";"460";"238";"1";"0";"237";"29";"10";"21";"4";"5";"10";"9";"7";"121";"4";"17"
"771005";"771005";"94";"16";"3";"863";"379";"8";"0";"371";"64";"10";"25";"20";"7";"30";"38";"11";"122";"6";"38"
"771006";"771006";"94";"16";"3";"1674";"745";"15";"3";"727";"93";"46";"67";"15";"16";"39";"59";"46";"271";"4";"71"
"771007";"771007";"94";"16";"3";"1030";"504";"3";"0";"501";"45";"26";"47";"12";"5";"28";"33";"54";"204";"6";"41"
"771008";"771008";"94";"16";"3";"561";"272";"5";"0";"267";"33";"8";"18";"6";"7";"12";"16";"21";"108";"5";"33"
"773001";"773001";"91";"16";"3";"975";"474";"7";"2";"465";"91";"20";"26";"10";"10";"24";"53";"45";"140";"4";"42"
"773002";"773002";"91";"16";"3";"724";"286";"3";"1";"282";"22";"15";"29";"8";"10";"22";"46";"4";"96";"1";"29"
"773003";"773003";"91";"16";"3";"345";"178";"2";"0";"176";"17";"11";"7";"7";"2";"4";"16";"0";"92";"5";"15"
"773004";"773004";"91";"16";"3";"479";"169";"0";"0";"169";"24";"6";"16";"5";"8";"6";"24";"6";"64";"5";"5"
"773005";"773005";"91";"16";"3";"453";"177";"2";"0";"175";"19";"10";"4";"8";"4";"12";"25";"2";"76";"5";"10"
"773006";"773006";"91";"16";"3";"400";"189";"3";"1";"185";"19";"10";"19";"4";"0";"8";"27";"4";"82";"4";"8"
"773007";"773007";"91";"16";"3";"691";"337";"4";"0";"333";"35";"12";"31";"8";"4";"9";"27";"1";"182";"10";"14"
"773008";"773008";"91";"16";"3";"531";"212";"1";"1";"210";"29";"12";"11";"6";"2";"8";"27";"3";"92";"5";"15"
"773009";"773009";"91";"16";"3";"742";"399";"4";"1";"394";"31";"22";"35";"12";"7";"24";"28";"4";"196";"7";"28"
"773010";"773010";"91";"16";"3";"571";"277";"3";"2";"272";"33";"6";"28";"2";"3";"13";"26";"12";"116";"3";"30"
"773011";"773011";"91";"16";"3";"663";"317";"7";"0";"310";"34";"18";"15";"6";"8";"11";"12";"3";"178";"2";"23"
"773012";"773012";"91";"16";"3";"741";"325";"6";"0";"319";"42";"12";"23";"4";"5";"13";"29";"12";"144";"5";"30"
"773013";"773013";"91";"16";"3";"728";"327";"5";"0";"322";"33";"13";"22";"9";"7";"17";"22";"23";"149";"9";"18"
"773014";"773014";"91";"16";"3";"926";"465";"1";"1";"463";"56";"20";"49";"8";"13";"31";"42";"8";"185";"10";"41"
"773015";"773015";"91";"16";"3";"647";"309";"4";"1";"304";"55";"11";"24";"8";"6";"15";"32";"12";"107";"4";"30"
"773016";"773016";"91";"16";"3";"609";"271";"3";"2";"266";"23";"10";"26";"5";"8";"15";"26";"20";"100";"7";"26"
"773017";"773017";"91";"16";"3";"825";"340";"5";"3";"332";"44";"21";"30";"10";"2";"28";"24";"24";"122";"5";"22"
"773018";"773018";"91";"16";"3";"7045";"2933";"65";"17";"2851";"789";"80";"384";"84";"106";"172";"498";"67";"457";"43";"171"
"775001";"775001";"93";"16";"3";"612";"243";"0";"0";"243";"38";"7";"19";"4";"2";"19";"20";"3";"112";"5";"14"
"775002";"775002";"93";"16";"3";"708";"333";"6";"0";"327";"43";"11";"32";"6";"6";"17";"25";"16";"125";"5";"41"
"775003";"775003";"93";"16";"3";"526";"300";"2";"0";"298";"40";"10";"20";"13";"8";"11";"15";"1";"162";"2";"16"
"775004";"775004";"93";"16";"3";"1431";"642";"9";"3";"630";"94";"26";"77";"12";"12";"37";"56";"46";"206";"4";"60"
"775005";"775005";"93";"16";"3";"1268";"613";"21";"0";"592";"117";"15";"94";"14";"12";"41";"66";"11";"183";"22";"17"
"775006";"775006";"93";"16";"3";"722";"311";"2";"0";"309";"40";"14";"42";"1";"2";"16";"24";"18";"116";"4";"32"
"777001";"777001";"92";"16";"3";"1229";"509";"7";"1";"501";"103";"36";"47";"25";"14";"22";"89";"16";"110";"7";"32"
"777002";"777002";"92";"16";"3";"1379";"574";"8";"2";"564";"71";"45";"68";"12";"8";"42";"56";"34";"177";"4";"47"
"777003";"777003";"92";"16";"3";"1222";"523";"6";"3";"514";"103";"38";"57";"13";"8";"20";"73";"6";"146";"1";"49"
"777004";"777004";"92";"16";"3";"622";"318";"7";"1";"310";"33";"37";"22";"4";"1";"16";"34";"5";"122";"4";"32"
"779005";"779005";"92";"16";"3";"1068";"505";"3";"1";"501";"64";"65";"40";"4";"11";"25";"38";"5";"210";"4";"35"
"779006";"779006";"92";"16";"3";"696";"355";"7";"2";"346";"59";"29";"33";"8";"5";"23";"47";"30";"79";"3";"30"
"779007";"779007";"92";"16";"3";"776";"372";"7";"0";"365";"70";"44";"53";"6";"7";"15";"33";"1";"108";"7";"21"
"779110";"779110";"92";"16";"3";"14403";"6351";"163";"17";"6171";"1702";"424";"834";"180";"333";"396";"1137";"162";"575";"151";"277"
