"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1979 - Stemmeberettigede";"EV1979 - Afgivne stemmer";"EV1979 - Blanke stemmer";"EV1979 - Andre ugyldige stemmer";"EV1979 - Gyldige stemmer";"EV1979 - A. Socialdemokratiet";"EV1979 - B. Det Radikale Venstre";"EV1979 - C. Det Konservative Folkeparti";"EV1979 - E. Danmarks Retsforbund";"EV1979 - F. Socialistisk Folkeparti";"EV1979 - M. Centrum-Demokraterne";"EV1979 - N. Folkebevægelsen mod EF";"EV1979 - Q. Kristeligt Folkeparti";"EV1979 - V. Venstre, Danmarks Liberale Parti";"EV1979 - Y. Venstresocialisterne";"EV1979 - Z. Fremskridtspartiet"
"181001";"181001";"21";"4";"2";"3915";"2592";"38";"3";"2551";"258";"156";"842";"57";"125";"205";"359";"19";"262";"133";"135"
"181003";"181003";"21";"4";"2";"4680";"2882";"39";"7";"2836";"280";"172";"1005";"62";"138";"263";"399";"18";"201";"117";"181"
"181004";"181004";"21";"4";"2";"2023";"1350";"22";"3";"1325";"155";"81";"405";"31";"53";"124";"241";"3";"99";"40";"93"
"181005";"181005";"21";"4";"2";"3947";"2261";"36";"10";"2215";"452";"98";"523";"81";"99";"143";"476";"19";"129";"105";"90"
"181006";"181006";"21";"4";"2";"3687";"2284";"29";"7";"2248";"364";"119";"745";"42";"83";"165";"363";"9";"143";"91";"124"
"181008";"181008";"21";"4";"2";"1295";"856";"5";"2";"849";"74";"36";"391";"13";"18";"68";"96";"7";"51";"19";"76"
"181009";"181009";"21";"4";"2";"3613";"2160";"24";"7";"2129";"226";"88";"776";"35";"91";"152";"334";"10";"149";"115";"153"
"183002";"183002";"23";"4";"2";"2509";"1150";"17";"2";"1131";"228";"21";"127";"54";"94";"57";"411";"5";"33";"59";"42"
"183003";"183003";"23";"4";"2";"3112";"1274";"20";"6";"1248";"252";"31";"164";"55";"99";"66";"480";"3";"23";"31";"44"
"183004";"183004";"23";"4";"2";"2626";"956";"9";"7";"940";"226";"12";"31";"32";"73";"35";"433";"3";"8";"43";"44"
"183101";"183101";"23";"4";"2";"900";"517";"12";"0";"505";"115";"16";"65";"12";"21";"31";"111";"3";"62";"27";"42"
"183106";"183106";"23";"4";"2";"2948";"1264";"17";"9";"1238";"262";"31";"187";"48";"58";"76";"408";"5";"39";"37";"87"
"185001";"185001";"27";"4";"2";"3442";"1542";"25";"10";"1507";"278";"29";"99";"99";"163";"69";"610";"5";"22";"59";"74"
"185002";"185002";"27";"4";"2";"5040";"2608";"37";"12";"2559";"594";"84";"238";"126";"188";"150";"858";"19";"69";"97";"136"
"185003";"185003";"27";"4";"2";"5451";"2678";"49";"9";"2620";"707";"60";"237";"132";"160";"109";"932";"21";"52";"104";"106"
"185004";"185004";"27";"4";"2";"4022";"2154";"29";"14";"2111";"564";"50";"341";"108";"106";"124";"588";"23";"52";"68";"87"
"185005";"185005";"27";"4";"2";"3673";"1987";"29";"5";"1953";"419";"50";"310";"89";"106";"128";"567";"19";"70";"80";"115"
"185006";"185006";"27";"4";"2";"9444";"5068";"95";"19";"4954";"1380";"116";"546";"202";"354";"216";"1693";"8";"112";"167";"160"
"187001";"187001";"23";"4";"2";"2194";"991";"17";"5";"969";"191";"28";"156";"49";"89";"53";"249";"7";"47";"43";"57"
"187002";"187002";"23";"4";"2";"2710";"1397";"27";"9";"1361";"242";"30";"312";"67";"84";"82";"397";"4";"24";"44";"75"
"187003";"187003";"23";"4";"2";"3101";"1630";"36";"1";"1593";"286";"71";"411";"92";"104";"88";"371";"5";"68";"40";"57"
"189001";"189001";"22";"4";"2";"8854";"5439";"106";"17";"5316";"868";"242";"1220";"158";"286";"473";"1248";"30";"325";"231";"235"
"189002";"189002";"22";"4";"2";"2445";"1640";"29";"9";"1602";"197";"60";"379";"43";"70";"179";"388";"17";"100";"90";"79"
"189003";"189003";"22";"4";"2";"710";"420";"6";"3";"411";"55";"22";"76";"17";"32";"28";"103";"3";"33";"27";"15"
"201001";"201001";"31";"5";"2";"2043";"1284";"20";"7";"1257";"176";"47";"384";"32";"43";"109";"217";"10";"134";"41";"64"
"201002";"201002";"31";"5";"2";"2553";"1420";"31";"3";"1386";"314";"41";"218";"32";"62";"80";"404";"11";"113";"53";"58"
"201003";"201003";"31";"5";"2";"2587";"1558";"16";"3";"1539";"332";"68";"319";"59";"59";"111";"294";"17";"170";"44";"66"
"201004";"201004";"31";"5";"2";"2858";"1386";"26";"4";"1356";"176";"33";"285";"58";"49";"119";"286";"10";"216";"38";"86"
"201005";"201005";"31";"5";"2";"2041";"1146";"21";"6";"1119";"167";"42";"268";"39";"39";"89";"241";"6";"135";"42";"51"
"201006";"201006";"31";"5";"2";"1848";"1057";"15";"3";"1039";"185";"71";"253";"39";"66";"83";"197";"8";"79";"29";"29"
"205005";"205005";"30";"5";"2";"1065";"658";"8";"0";"650";"60";"21";"172";"21";"14";"51";"119";"17";"92";"28";"55"
"205101";"205101";"30";"5";"2";"5722";"3245";"43";"9";"3193";"450";"131";"857";"110";"148";"257";"589";"20";"285";"172";"174"
"205102";"205102";"30";"5";"2";"3018";"1830";"37";"5";"1788";"333";"63";"377";"51";"90";"106";"372";"23";"180";"97";"96"
"205103";"205103";"30";"5";"2";"5812";"2950";"45";"9";"2896";"479";"150";"651";"72";"141";"223";"598";"34";"238";"152";"158"
"207001";"207001";"31";"5";"2";"3702";"2259";"25";"3";"2231";"301";"94";"524";"54";"109";"191";"400";"27";"308";"81";"142"
"207101";"207101";"31";"5";"2";"6885";"3853";"63";"10";"3780";"695";"102";"563";"81";"261";"205";"1055";"13";"305";"364";"136"
"208002";"208002";"30";"5";"2";"6045";"3164";"38";"13";"3113";"450";"124";"585";"83";"115";"201";"660";"63";"513";"101";"218"
"208003";"208003";"30";"5";"2";"5982";"3277";"43";"8";"3226";"509";"119";"580";"119";"188";"226";"861";"25";"271";"144";"184"
"209001";"209001";"32";"5";"2";"3765";"1882";"36";"13";"1833";"486";"37";"330";"44";"86";"129";"410";"20";"176";"44";"71"
"209002";"209002";"32";"5";"2";"2608";"1309";"20";"2";"1287";"264";"21";"211";"51";"54";"128";"336";"11";"121";"31";"59"
"209003";"209003";"32";"5";"2";"3027";"1547";"30";"5";"1512";"373";"39";"212";"53";"88";"116";"319";"9";"182";"51";"70"
"209004";"209004";"32";"5";"2";"715";"411";"10";"4";"397";"66";"11";"53";"18";"25";"41";"94";"0";"62";"5";"22"
"209005";"209005";"32";"5";"2";"540";"311";"5";"0";"306";"35";"8";"34";"4";"11";"19";"44";"5";"103";"13";"30"
"211001";"211001";"32";"5";"2";"2776";"1365";"25";"10";"1330";"502";"17";"155";"34";"63";"93";"251";"24";"104";"26";"61"
"211002";"211002";"32";"5";"2";"3676";"1623";"27";"5";"1591";"498";"29";"152";"42";"88";"105";"356";"26";"150";"50";"95"
"211003";"211003";"32";"5";"2";"2252";"983";"27";"5";"951";"261";"25";"69";"30";"41";"73";"250";"22";"99";"22";"59"
"211004";"211004";"32";"5";"2";"1753";"855";"17";"3";"835";"185";"13";"105";"44";"44";"61";"159";"23";"91";"26";"84"
"211005";"211005";"32";"5";"2";"1197";"520";"9";"2";"509";"103";"9";"40";"22";"17";"25";"120";"7";"98";"24";"44"
"213001";"213001";"30";"5";"2";"2068";"982";"16";"5";"961";"128";"17";"183";"32";"36";"64";"248";"19";"123";"22";"89"
"213002";"213002";"30";"5";"2";"1801";"790";"12";"3";"775";"149";"18";"100";"22";"42";"52";"199";"13";"101";"31";"48"
"213004";"213004";"30";"5";"2";"2694";"1238";"17";"9";"1212";"236";"28";"158";"19";"59";"84";"225";"87";"209";"26";"81"
"213006";"213006";"30";"5";"2";"2960";"1355";"32";"9";"1314";"252";"31";"197";"38";"68";"133";"270";"39";"165";"18";"103"
"213007";"213007";"30";"5";"2";"894";"435";"3";"1";"431";"49";"5";"48";"17";"22";"26";"76";"4";"127";"12";"45"
"215001";"215001";"32";"5";"2";"4279";"1870";"24";"5";"1841";"360";"70";"313";"53";"91";"170";"298";"35";"283";"39";"129"
"215002";"215002";"32";"5";"2";"738";"411";"3";"0";"408";"84";"14";"56";"11";"25";"28";"76";"17";"56";"14";"27"
"215003";"215003";"32";"5";"2";"383";"203";"3";"0";"200";"22";"6";"24";"8";"5";"16";"31";"2";"59";"2";"25"
"215004";"215004";"32";"5";"2";"1724";"878";"12";"1";"865";"128";"28";"126";"19";"46";"77";"171";"9";"149";"30";"82"
"215005";"215005";"32";"5";"2";"1514";"778";"10";"3";"765";"115";"32";"151";"26";"38";"58";"141";"1";"109";"21";"73"
"215006";"215006";"32";"5";"2";"1419";"677";"15";"5";"657";"74";"30";"87";"22";"27";"58";"146";"13";"111";"33";"56"
"215007";"215007";"32";"5";"2";"1013";"544";"14";"1";"529";"97";"21";"79";"27";"32";"28";"141";"6";"50";"22";"26"
"217001";"217001";"29";"5";"2";"7181";"3490";"67";"34";"3389";"808";"86";"484";"93";"154";"191";"1066";"23";"182";"155";"147"
"217002";"217002";"29";"5";"2";"10063";"5087";"81";"20";"4986";"1506";"98";"430";"195";"240";"191";"1763";"41";"204";"152";"166"
"217003";"217003";"29";"5";"2";"5132";"2451";"48";"21";"2382";"593";"61";"341";"82";"103";"127";"759";"8";"115";"69";"124"
"217004";"217004";"29";"5";"2";"2821";"1408";"26";"8";"1374";"296";"34";"261";"61";"55";"98";"336";"9";"106";"35";"83"
"217005";"217005";"29";"5";"2";"2734";"1394";"24";"9";"1361";"268";"47";"258";"57";"60";"99";"287";"8";"150";"49";"78"
"217006";"217006";"29";"5";"2";"954";"526";"6";"4";"516";"102";"17";"63";"14";"18";"35";"125";"15";"82";"14";"31"
"217007";"217007";"29";"5";"2";"986";"532";"8";"2";"522";"81";"10";"91";"14";"18";"41";"116";"4";"98";"18";"31"
"217008";"217008";"29";"5";"2";"623";"290";"5";"2";"283";"60";"8";"32";"16";"17";"18";"80";"6";"23";"8";"15"
"217009";"217009";"29";"5";"2";"2675";"1425";"18";"12";"1395";"241";"52";"303";"44";"62";"90";"341";"13";"116";"52";"81"
"217010";"217010";"29";"5";"2";"3093";"1646";"20";"6";"1620";"260";"49";"406";"52";"74";"103";"392";"11";"127";"50";"96"
"217011";"217011";"29";"5";"2";"4187";"2346";"35";"10";"2301";"422";"104";"546";"66";"104";"158";"515";"17";"184";"87";"98"
"219001";"219001";"31";"5";"2";"3859";"1965";"45";"5";"1915";"411";"46";"308";"64";"100";"127";"439";"45";"245";"62";"68"
"219002";"219002";"31";"5";"2";"4727";"2489";"36";"9";"2444";"556";"89";"411";"62";"106";"198";"466";"48";"338";"68";"102"
"219003";"219003";"31";"5";"2";"2178";"1197";"29";"2";"1166";"212";"35";"197";"36";"50";"103";"217";"42";"183";"37";"54"
"219004";"219004";"31";"5";"2";"524";"325";"6";"0";"319";"52";"12";"52";"7";"12";"23";"63";"0";"64";"23";"11"
"219005";"219005";"31";"5";"2";"887";"506";"9";"3";"494";"98";"15";"89";"16";"30";"28";"95";"3";"61";"30";"29"
"219006";"219006";"31";"5";"2";"1441";"711";"12";"0";"699";"82";"26";"106";"24";"18";"56";"157";"17";"142";"25";"46"
"219007";"219007";"31";"5";"2";"420";"255";"3";"0";"252";"28";"10";"31";"5";"12";"28";"41";"3";"61";"7";"26"
"219008";"219008";"31";"5";"2";"1542";"879";"8";"1";"870";"164";"26";"164";"25";"46";"76";"126";"40";"134";"33";"36"
"219009";"219009";"31";"5";"2";"1042";"654";"11";"0";"643";"86";"21";"146";"16";"41";"53";"143";"2";"75";"26";"34"
"219010";"219010";"31";"5";"2";"750";"501";"13";"2";"486";"75";"15";"105";"15";"15";"27";"132";"0";"52";"14";"36"
"219011";"219011";"31";"5";"2";"2671";"1488";"31";"3";"1454";"355";"43";"244";"38";"70";"100";"273";"50";"165";"48";"68"
"219012";"219012";"31";"5";"2";"3533";"1626";"29";"7";"1590";"355";"50";"237";"63";"89";"116";"379";"38";"152";"52";"59"
"221001";"221001";"32";"5";"2";"5488";"2238";"35";"13";"2190";"503";"34";"270";"65";"130";"165";"533";"40";"254";"38";"158"
"223001";"223001";"30";"5";"2";"3844";"2232";"38";"11";"2183";"344";"88";"777";"54";"65";"189";"324";"5";"172";"50";"115"
"223002";"223002";"30";"5";"2";"4346";"2470";"36";"10";"2424";"481";"93";"744";"63";"71";"150";"400";"9";"234";"89";"90"
"223003";"223003";"30";"5";"2";"2892";"1931";"26";"4";"1901";"143";"70";"793";"46";"63";"153";"243";"7";"191";"54";"138"
"223004";"223004";"30";"5";"2";"376";"236";"2";"0";"234";"35";"5";"72";"7";"0";"21";"38";"0";"31";"8";"17"
"223107";"223107";"30";"5";"2";"3456";"2030";"19";"5";"2006";"234";"50";"839";"33";"49";"176";"274";"10";"185";"40";"116"
"225001";"225001";"32";"5";"2";"957";"500";"4";"2";"494";"99";"12";"32";"16";"25";"40";"130";"4";"98";"14";"24"
"225002";"225002";"32";"5";"2";"2174";"1240";"32";"1";"1207";"357";"25";"158";"54";"50";"63";"261";"9";"136";"40";"54"
"225003";"225003";"32";"5";"2";"454";"223";"6";"2";"215";"48";"5";"19";"9";"5";"9";"72";"1";"26";"3";"18"
"225104";"225104";"32";"5";"2";"340";"207";"7";"0";"200";"64";"5";"15";"14";"14";"4";"50";"0";"22";"9";"3"
"225105";"225105";"32";"5";"2";"885";"489";"11";"3";"475";"105";"15";"30";"23";"21";"18";"103";"7";"102";"38";"13"
"227003";"227003";"30";"5";"2";"827";"509";"6";"3";"500";"47";"9";"113";"13";"24";"43";"70";"6";"107";"22";"46"
"227004";"227004";"30";"5";"2";"3690";"1901";"31";"7";"1863";"310";"62";"351";"64";"144";"111";"492";"6";"124";"127";"72"
"227005";"227005";"30";"5";"2";"3049";"1615";"16";"3";"1596";"262";"87";"359";"29";"100";"88";"374";"25";"130";"85";"57"
"227006";"227006";"30";"5";"2";"3229";"1508";"27";"4";"1477";"219";"57";"392";"39";"69";"103";"358";"7";"100";"46";"87"
"229001";"229001";"32";"5";"2";"1666";"826";"17";"2";"807";"195";"27";"131";"25";"18";"55";"97";"8";"165";"26";"60"
"229002";"229002";"32";"5";"2";"773";"387";"6";"0";"381";"52";"13";"46";"9";"11";"19";"46";"4";"122";"19";"40"
"229003";"229003";"32";"5";"2";"1222";"664";"7";"3";"654";"128";"27";"68";"16";"23";"27";"105";"11";"153";"40";"56"
"231001";"231001";"32";"5";"2";"1193";"567";"11";"2";"554";"97";"27";"72";"19";"14";"33";"112";"7";"118";"18";"37"
"231002";"231002";"32";"5";"2";"1155";"572";"11";"2";"559";"119";"12";"92";"17";"19";"46";"77";"2";"127";"12";"36"
"231003";"231003";"32";"5";"2";"732";"410";"8";"2";"400";"81";"13";"50";"26";"10";"37";"74";"2";"79";"7";"21"
"231004";"231004";"32";"5";"2";"361";"216";"2";"0";"214";"19";"9";"44";"5";"4";"5";"27";"2";"89";"0";"10"
"233001";"233001";"31";"5";"2";"496";"296";"7";"2";"287";"52";"9";"36";"8";"5";"31";"46";"0";"63";"14";"23"
"233002";"233002";"31";"5";"2";"3769";"1669";"41";"6";"1622";"346";"35";"243";"44";"64";"104";"315";"15";"277";"48";"131"
"233003";"233003";"31";"5";"2";"678";"372";"3";"1";"368";"53";"9";"57";"10";"12";"25";"76";"2";"82";"17";"25"
"235001";"235001";"31";"5";"2";"2161";"1257";"19";"3";"1235";"253";"37";"211";"35";"85";"89";"249";"7";"170";"37";"62"
"235002";"235002";"31";"5";"2";"851";"473";"9";"0";"464";"51";"20";"78";"22";"27";"28";"125";"1";"43";"31";"38"
"235003";"235003";"31";"5";"2";"3979";"1951";"40";"10";"1901";"401";"48";"324";"72";"96";"141";"448";"19";"208";"36";"108"
"235004";"235004";"31";"5";"2";"416";"224";"2";"1";"221";"54";"5";"26";"6";"7";"17";"37";"1";"44";"3";"21"
"235005";"235005";"31";"5";"2";"398";"221";"10";"1";"210";"31";"4";"25";"1";"8";"17";"66";"0";"38";"7";"13"
"237001";"237001";"31";"5";"2";"4657";"2355";"46";"8";"2301";"432";"44";"393";"97";"131";"240";"568";"8";"218";"65";"105"
"237002";"237002";"31";"5";"2";"2885";"1395";"25";"3";"1367";"247";"33";"182";"58";"111";"110";"429";"6";"86";"42";"63"
"251001";"251001";"35";"6";"2";"1589";"754";"10";"3";"741";"125";"48";"82";"35";"17";"50";"99";"10";"211";"23";"41"
"251002";"251002";"35";"6";"2";"1447";"637";"11";"3";"623";"129";"36";"59";"24";"31";"44";"126";"4";"100";"26";"44"
"251003";"251003";"35";"6";"2";"880";"505";"9";"2";"494";"72";"24";"52";"17";"21";"35";"94";"4";"115";"18";"42"
"251004";"251004";"35";"6";"2";"911";"460";"13";"2";"445";"85";"13";"55";"17";"17";"33";"104";"5";"82";"15";"19"
"253001";"253001";"34";"6";"2";"993";"501";"6";"1";"494";"81";"21";"44";"14";"25";"18";"133";"10";"73";"29";"46"
"253002";"253002";"34";"6";"2";"2572";"1233";"18";"2";"1213";"212";"55";"254";"51";"55";"101";"269";"4";"87";"34";"91"
"253003";"253003";"34";"6";"2";"3530";"1583";"18";"4";"1561";"286";"49";"259";"71";"115";"111";"418";"2";"106";"51";"93"
"253004";"253004";"34";"6";"2";"4379";"2110";"38";"6";"2066";"368";"74";"406";"78";"100";"209";"497";"4";"153";"55";"122"
"253005";"253005";"34";"6";"2";"2920";"1468";"19";"3";"1446";"284";"48";"276";"50";"82";"98";"357";"9";"96";"37";"109"
"253006";"253006";"34";"6";"2";"1769";"917";"17";"2";"898";"181";"38";"134";"50";"56";"61";"203";"9";"81";"21";"64"
"253007";"253007";"34";"6";"2";"2889";"1430";"26";"7";"1397";"317";"46";"175";"51";"105";"99";"323";"12";"146";"36";"87"
"253008";"253008";"34";"6";"2";"2113";"997";"16";"2";"979";"216";"31";"166";"30";"58";"63";"246";"1";"74";"26";"68"
"253009";"253009";"34";"6";"2";"2996";"1230";"12";"6";"1212";"294";"21";"147";"71";"95";"48";"367";"5";"33";"43";"88"
"253010";"253010";"34";"6";"2";"1451";"631";"17";"1";"613";"99";"6";"70";"19";"51";"28";"235";"3";"8";"59";"35"
"255001";"255001";"33";"6";"2";"1309";"789";"10";"5";"774";"151";"32";"95";"16";"34";"36";"173";"6";"151";"25";"55"
"255002";"255002";"33";"6";"2";"373";"208";"2";"1";"205";"31";"11";"47";"9";"8";"9";"28";"2";"41";"6";"13"
"255003";"255003";"33";"6";"2";"3383";"1670";"20";"4";"1646";"259";"54";"341";"47";"107";"136";"369";"4";"151";"57";"121"
"255004";"255004";"33";"6";"2";"1412";"740";"20";"1";"719";"162";"29";"110";"35";"31";"53";"173";"1";"77";"21";"27"
"257001";"257001";"35";"6";"2";"2411";"1315";"46";"5";"1264";"267";"70";"142";"54";"77";"73";"307";"9";"158";"72";"35"
"257002";"257002";"35";"6";"2";"310";"176";"8";"0";"168";"33";"11";"11";"12";"3";"10";"39";"12";"18";"6";"13"
"257003";"257003";"35";"6";"2";"1750";"817";"15";"1";"801";"168";"32";"106";"27";"35";"37";"179";"6";"130";"44";"37"
"259001";"259001";"34";"6";"2";"7269";"3483";"87";"21";"3375";"926";"119";"559";"144";"220";"191";"662";"27";"275";"65";"187"
"259002";"259002";"34";"6";"2";"4419";"2094";"85";"10";"1999";"620";"51";"251";"60";"176";"80";"516";"11";"92";"56";"86"
"259003";"259003";"34";"6";"2";"512";"278";"4";"0";"274";"69";"8";"36";"18";"9";"15";"46";"1";"40";"12";"20"
"259004";"259004";"34";"6";"2";"1244";"594";"15";"2";"577";"119";"16";"82";"9";"32";"45";"99";"6";"118";"14";"37"
"259005";"259005";"34";"6";"2";"2176";"923";"33";"5";"885";"221";"17";"71";"35";"89";"35";"270";"4";"64";"26";"53"
"259006";"259006";"34";"6";"2";"2762";"1255";"24";"4";"1227";"301";"45";"119";"48";"97";"91";"299";"3";"132";"22";"70"
"259007";"259007";"34";"6";"2";"2464";"1186";"43";"7";"1136";"309";"34";"120";"35";"65";"48";"212";"6";"193";"39";"75"
"259008";"259008";"34";"6";"2";"930";"461";"8";"2";"451";"97";"21";"57";"12";"19";"45";"72";"4";"75";"9";"40"
"259009";"259009";"34";"6";"2";"2373";"1140";"41";"5";"1094";"315";"35";"125";"38";"71";"56";"274";"2";"89";"31";"58"
"261001";"261001";"35";"6";"2";"1376";"754";"12";"4";"738";"141";"49";"110";"19";"52";"28";"153";"9";"107";"33";"37"
"261002";"261002";"35";"6";"2";"383";"251";"6";"1";"244";"53";"12";"25";"5";"7";"15";"40";"3";"68";"5";"11"
"261003";"261003";"35";"6";"2";"1143";"691";"20";"2";"669";"123";"42";"66";"16";"52";"33";"144";"1";"117";"52";"23"
"261004";"261004";"35";"6";"2";"1813";"902";"20";"4";"878";"175";"72";"102";"40";"24";"46";"168";"22";"169";"28";"32"
"261005";"261005";"35";"6";"2";"844";"493";"5";"1";"487";"92";"35";"49";"17";"26";"30";"85";"11";"104";"20";"18"
"263001";"263001";"35";"6";"2";"1308";"707";"10";"1";"696";"144";"32";"110";"20";"31";"46";"128";"7";"114";"29";"35"
"263002";"263002";"35";"6";"2";"1969";"1023";"26";"5";"992";"227";"67";"127";"39";"73";"52";"187";"4";"131";"45";"40"
"263003";"263003";"35";"6";"2";"766";"428";"8";"3";"417";"68";"22";"64";"8";"9";"25";"70";"9";"96";"20";"26"
"263004";"263004";"35";"6";"2";"295";"180";"2";"2";"176";"21";"12";"16";"5";"15";"10";"17";"1";"60";"5";"14"
"263005";"263005";"35";"6";"2";"1133";"592";"8";"1";"583";"121";"30";"59";"18";"32";"42";"118";"9";"104";"14";"36"
"265001";"265001";"33";"6";"2";"4233";"2206";"41";"11";"2154";"441";"84";"358";"73";"102";"138";"538";"37";"136";"172";"75"
"265002";"265002";"33";"6";"2";"4633";"2681";"50";"7";"2624";"485";"141";"636";"83";"93";"205";"484";"48";"252";"62";"135"
"265003";"265003";"33";"6";"2";"9431";"4216";"91";"26";"4099";"1230";"170";"405";"144";"275";"178";"1128";"54";"203";"200";"112"
"265004";"265004";"33";"6";"2";"3974";"1836";"30";"17";"1789";"477";"83";"192";"54";"92";"79";"488";"37";"108";"107";"72"
"265005";"265005";"33";"6";"2";"5469";"2514";"48";"18";"2448";"670";"104";"272";"97";"158";"102";"704";"28";"142";"88";"83"
"265006";"265006";"33";"6";"2";"3587";"2140";"39";"10";"2091";"342";"95";"556";"62";"97";"125";"367";"18";"253";"89";"87"
"265007";"265007";"33";"6";"2";"2450";"1332";"41";"3";"1288";"318";"94";"207";"46";"51";"93";"216";"17";"156";"37";"53"
"265008";"265008";"33";"6";"2";"1291";"670";"16";"4";"650";"137";"34";"112";"20";"33";"36";"136";"5";"82";"25";"30"
"265009";"265009";"33";"6";"2";"903";"446";"15";"3";"428";"78";"21";"53";"16";"18";"28";"84";"8";"84";"16";"22"
"267001";"267001";"35";"6";"2";"2090";"1092";"36";"6";"1050";"273";"39";"165";"28";"40";"66";"190";"19";"150";"30";"50"
"267002";"267002";"35";"6";"2";"2070";"954";"27";"3";"924";"180";"31";"110";"43";"60";"48";"208";"9";"166";"24";"45"
"267003";"267003";"35";"6";"2";"995";"532";"6";"2";"524";"103";"24";"52";"9";"27";"31";"103";"2";"124";"15";"34"
"267004";"267004";"35";"6";"2";"2462";"1123";"10";"2";"1111";"240";"52";"155";"46";"69";"57";"214";"8";"160";"46";"64"
"267105";"267105";"35";"6";"2";"227";"118";"2";"0";"116";"18";"5";"14";"9";"8";"3";"16";"0";"29";"3";"11"
"269002";"269002";"34";"6";"2";"356";"183";"4";"0";"179";"27";"15";"18";"9";"8";"1";"26";"0";"68";"3";"4"
"269003";"269003";"34";"6";"2";"354";"220";"4";"0";"216";"37";"12";"17";"12";"12";"12";"45";"3";"39";"11";"16"
"269004";"269004";"34";"6";"2";"3316";"1531";"26";"4";"1501";"286";"36";"289";"65";"85";"92";"374";"2";"94";"57";"121"
"269005";"269005";"34";"6";"2";"3949";"1770";"24";"1";"1745";"300";"52";"299";"89";"100";"115";"502";"7";"85";"65";"131"
"269101";"269101";"34";"6";"2";"175";"94";"1";"1";"92";"29";"5";"12";"0";"4";"2";"12";"0";"20";"0";"8"
"269102";"269102";"34";"6";"2";"1883";"868";"18";"1";"849";"164";"46";"130";"28";"43";"69";"182";"10";"96";"27";"54"
"269107";"269107";"34";"6";"2";"195";"97";"0";"0";"97";"19";"0";"14";"2";"3";"3";"13";"1";"27";"3";"12"
"269108";"269108";"34";"6";"2";"171";"101";"1";"0";"100";"20";"10";"14";"2";"4";"4";"8";"0";"27";"7";"4"
"271001";"271001";"34";"6";"2";"929";"519";"6";"1";"512";"96";"20";"68";"16";"28";"30";"70";"4";"117";"11";"52"
"271002";"271002";"34";"6";"2";"1698";"917";"22";"7";"888";"146";"16";"194";"43";"36";"71";"146";"2";"114";"30";"90"
"271003";"271003";"34";"6";"2";"1454";"744";"21";"5";"718";"144";"24";"88";"19";"41";"34";"126";"6";"160";"18";"58"
"271004";"271004";"34";"6";"2";"247";"148";"8";"0";"140";"46";"8";"8";"2";"8";"5";"16";"0";"36";"3";"8"
"271005";"271005";"34";"6";"2";"684";"353";"9";"1";"343";"52";"15";"39";"14";"11";"15";"63";"3";"88";"17";"26"
"271006";"271006";"34";"6";"2";"842";"427";"4";"2";"421";"83";"14";"65";"5";"24";"28";"79";"0";"76";"7";"40"
"271007";"271007";"34";"6";"2";"162";"110";"0";"0";"110";"17";"3";"11";"1";"4";"7";"14";"2";"47";"0";"4"
"301001";"301001";"37";"7";"2";"507";"273";"2";"2";"269";"48";"14";"22";"6";"3";"17";"30";"4";"97";"8";"20"
"301003";"301003";"37";"7";"2";"387";"216";"0";"0";"216";"18";"14";"14";"10";"3";"32";"15";"26";"58";"7";"19"
"301004";"301004";"37";"7";"2";"680";"316";"14";"1";"301";"93";"13";"26";"10";"9";"18";"54";"1";"51";"6";"20"
"301005";"301005";"37";"7";"2";"1141";"478";"20";"3";"455";"156";"19";"33";"12";"14";"21";"80";"5";"71";"9";"35"
"301006";"301006";"37";"7";"2";"771";"356";"3";"1";"352";"73";"7";"23";"18";"14";"25";"65";"4";"80";"6";"37"
"301103";"301103";"37";"7";"2";"809";"326";"1";"2";"323";"46";"10";"46";"20";"16";"25";"54";"10";"56";"9";"31"
"301107";"301107";"37";"7";"2";"775";"336";"7";"4";"325";"60";"15";"36";"7";"10";"20";"65";"1";"78";"4";"29"
"303002";"303002";"39";"7";"2";"1274";"531";"7";"8";"516";"118";"23";"69";"22";"15";"49";"71";"11";"86";"11";"41"
"303003";"303003";"39";"7";"2";"597";"287";"6";"2";"279";"52";"6";"35";"8";"10";"19";"53";"13";"61";"3";"19"
"303101";"303101";"39";"7";"2";"317";"177";"0";"0";"177";"19";"10";"18";"5";"3";"20";"24";"16";"46";"2";"14"
"303102";"303102";"39";"7";"2";"2497";"1247";"31";"4";"1212";"254";"45";"176";"32";"29";"74";"177";"117";"223";"16";"69"
"303108";"303108";"39";"7";"2";"396";"174";"4";"1";"169";"23";"2";"11";"2";"9";"15";"30";"5";"53";"8";"11"
"305001";"305001";"37";"7";"2";"2252";"977";"37";"4";"936";"192";"75";"127";"28";"27";"65";"134";"13";"186";"25";"64"
"305002";"305002";"37";"7";"2";"2413";"1009";"10";"7";"992";"197";"57";"111";"42";"34";"42";"183";"23";"194";"18";"91"
"305003";"305003";"37";"7";"2";"1549";"606";"4";"6";"596";"91";"40";"51";"16";"20";"24";"88";"6";"183";"30";"47"
"305004";"305004";"37";"7";"2";"2217";"1067";"18";"6";"1043";"180";"79";"94";"57";"36";"73";"140";"32";"265";"21";"66"
"307001";"307001";"40";"7";"2";"1351";"677";"20";"2";"655";"135";"23";"95";"25";"19";"40";"67";"19";"170";"12";"50"
