"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2004 - Stemmeberettigede";"EV2004 - Afgivne stemmer";"EV2004 - Blanke stemmer";"EV2004 - Andre ugyldige stemmer";"EV2004 - Gyldige stemmer";"EV2004 - A. Socialdemokratiet";"EV2004 - B. Det Radikale Venstre";"EV2004 - C. Det Konservative Folkeparti";"EV2004 - F. Socialistisk Folkeparti";"EV2004 - J. JuniBevægelsen - Mod Union";"EV2004 - K. Kristendemokraterne";"EV2004 - N. Folkebevægelsen mod EU";"EV2004 - O. Dansk Folkeparti";"EV2004 - V. Venstre, Danmarks Liberale Parti"
"531011";"531011";"63";"11";"3";"562";"238";"8";"0";"230";"73";"10";"25";"10";"15";"4";"7";"15";"71"
"531021";"531021";"63";"11";"3";"568";"218";"2";"0";"216";"79";"3";"5";"4";"16";"2";"10";"16";"81"
"531031";"531031";"63";"11";"3";"186";"85";"1";"0";"84";"23";"1";"7";"1";"12";"1";"0";"10";"29"
"531041";"531041";"63";"11";"3";"310";"152";"0";"0";"152";"46";"12";"1";"7";"14";"1";"9";"15";"47"
"531051";"531051";"63";"11";"3";"552";"265";"5";"1";"259";"57";"5";"30";"12";"41";"0";"9";"25";"80"
"531061";"531061";"63";"11";"3";"2720";"1148";"16";"4";"1128";"413";"29";"110";"29";"83";"13";"42";"83";"326"
"531071";"531071";"63";"11";"3";"549";"254";"2";"0";"252";"52";"7";"23";"6";"15";"12";"9";"16";"112"
"533001";"533001";"62";"11";"3";"908";"423";"8";"0";"415";"127";"22";"35";"14";"48";"3";"18";"40";"108"
"533002";"533002";"62";"11";"3";"547";"274";"0";"0";"274";"85";"14";"29";"12";"18";"2";"6";"19";"89"
"533003";"533003";"62";"11";"3";"1416";"715";"3";"1";"711";"256";"31";"75";"25";"47";"4";"22";"53";"198"
"533004";"533004";"62";"11";"3";"938";"467";"6";"1";"460";"175";"13";"42";"16";"43";"7";"14";"41";"109"
"535001";"535001";"62";"11";"3";"2397";"1238";"11";"3";"1224";"379";"45";"197";"64";"81";"6";"21";"98";"333"
"535002";"535002";"62";"11";"3";"1162";"498";"10";"2";"486";"162";"19";"71";"12";"51";"2";"15";"42";"112"
"535003";"535003";"62";"11";"3";"831";"380";"6";"0";"374";"123";"12";"47";"19";"35";"0";"14";"14";"110"
"535004";"535004";"62";"11";"3";"430";"237";"4";"0";"233";"75";"6";"23";"13";"18";"9";"5";"19";"65"
"537001";"537001";"61";"11";"3";"5555";"2344";"27";"13";"2304";"777";"136";"304";"126";"193";"22";"112";"186";"448"
"537002";"537002";"61";"11";"3";"3259";"1597";"16";"4";"1577";"620";"71";"178";"77";"117";"11";"71";"135";"297"
"537003";"537003";"61";"11";"3";"2883";"1277";"14";"3";"1260";"562";"40";"100";"81";"113";"13";"58";"101";"192"
"537004";"537004";"61";"11";"3";"2518";"1392";"10";"3";"1379";"477";"68";"179";"57";"118";"16";"46";"120";"298"
"537005";"537005";"61";"11";"3";"3717";"1804";"17";"10";"1777";"680";"72";"151";"85";"159";"17";"74";"158";"381"
"537006";"537006";"61";"11";"3";"1771";"787";"13";"2";"772";"274";"28";"72";"37";"62";"5";"21";"63";"210"
"537007";"537007";"61";"11";"3";"2682";"1077";"11";"2";"1064";"429";"38";"130";"61";"77";"10";"55";"100";"164"
"539001";"539001";"64";"11";"3";"2296";"998";"11";"1";"986";"371";"25";"89";"22";"84";"12";"20";"63";"300"
"539002";"539002";"64";"11";"3";"341";"140";"2";"1";"137";"29";"3";"12";"2";"14";"1";"5";"11";"60"
"539003";"539003";"64";"11";"3";"1192";"512";"6";"3";"503";"180";"12";"37";"13";"54";"11";"8";"16";"172"
"539004";"539004";"64";"11";"3";"190";"79";"1";"0";"78";"15";"3";"5";"3";"4";"0";"2";"6";"40"
"539006";"539006";"64";"11";"3";"502";"156";"1";"0";"155";"40";"4";"18";"6";"16";"3";"5";"11";"52"
"539008";"539008";"64";"11";"3";"1655";"702";"3";"1";"698";"183";"18";"59";"15";"58";"46";"32";"50";"237"
"539009";"539009";"64";"11";"3";"684";"310";"4";"0";"306";"76";"10";"15";"9";"32";"2";"9";"21";"132"
"539010";"539010";"64";"11";"3";"377";"180";"1";"0";"179";"41";"1";"14";"9";"14";"6";"5";"5";"84"
"541001";"541001";"63";"11";"3";"2761";"1284";"11";"6";"1267";"541";"58";"122";"71";"113";"10";"48";"67";"237"
"541002";"541002";"63";"11";"3";"3393";"1708";"29";"3";"1676";"570";"75";"227";"124";"180";"17";"67";"75";"341"
"541005";"541005";"63";"11";"3";"705";"304";"5";"1";"298";"86";"5";"22";"12";"25";"7";"16";"26";"99"
"541006";"541006";"63";"11";"3";"182";"73";"1";"0";"72";"22";"1";"7";"2";"12";"2";"1";"3";"22"
"541007";"541007";"63";"11";"3";"750";"354";"5";"0";"349";"105";"11";"35";"15";"24";"5";"7";"21";"126"
"541008";"541008";"63";"11";"3";"930";"466";"23";"0";"443";"134";"21";"47";"30";"41";"5";"20";"29";"116"
"541009";"541009";"63";"11";"3";"137";"84";"4";"0";"80";"17";"2";"6";"4";"10";"0";"2";"5";"34"
"541010";"541010";"63";"11";"3";"225";"90";"2";"0";"88";"26";"2";"10";"7";"5";"0";"4";"2";"32"
"541011";"541011";"63";"11";"3";"82";"38";"2";"0";"36";"4";"3";"2";"3";"5";"2";"0";"4";"13"
"543001";"543001";"65";"11";"3";"2798";"1423";"14";"2";"1407";"571";"30";"158";"49";"100";"9";"38";"144";"308"
"543002";"543002";"65";"11";"3";"2654";"1006";"6";"2";"998";"462";"31";"87";"47";"69";"11";"21";"90";"180"
"543003";"543003";"65";"11";"3";"860";"408";"9";"0";"399";"163";"8";"22";"15";"27";"5";"13";"43";"103"
"543004";"543004";"65";"11";"3";"1062";"588";"10";"2";"576";"199";"16";"51";"35";"35";"2";"18";"34";"186"
"543005";"543005";"65";"11";"3";"467";"278";"3";"0";"275";"119";"4";"11";"8";"13";"10";"5";"21";"84"
"543006";"543006";"65";"11";"3";"378";"208";"1";"0";"207";"59";"3";"17";"7";"6";"6";"3";"24";"82"
"543007";"543007";"65";"11";"3";"929";"437";"10";"0";"427";"127";"13";"38";"10";"27";"2";"19";"32";"159"
"543008";"543008";"65";"11";"3";"468";"225";"2";"1";"222";"60";"1";"24";"8";"21";"2";"8";"19";"79"
"543009";"543009";"65";"11";"3";"1159";"531";"5";"2";"524";"170";"9";"28";"14";"22";"26";"20";"51";"184"
"543010";"543010";"65";"11";"3";"692";"361";"3";"1";"357";"120";"11";"30";"7";"40";"6";"9";"27";"107"
"543011";"543011";"65";"11";"3";"1088";"490";"12";"1";"477";"216";"8";"36";"23";"32";"3";"14";"46";"99"
"545001";"545001";"60";"11";"3";"7279";"3247";"35";"6";"3206";"1134";"168";"364";"196";"344";"42";"107";"203";"648"
"545002";"545002";"60";"11";"3";"3268";"1501";"17";"1";"1483";"576";"51";"131";"80";"190";"20";"69";"97";"269"
"545003";"545003";"60";"11";"3";"2345";"1180";"12";"3";"1165";"363";"46";"123";"86";"142";"2";"27";"56";"320"
"545005";"545005";"60";"11";"3";"1711";"828";"14";"2";"812";"250";"22";"113";"31";"104";"7";"36";"44";"205"
"545006";"545006";"60";"11";"3";"2086";"806";"4";"4";"798";"340";"40";"59";"44";"96";"5";"25";"57";"132"
"551001";"551001";"69";"12";"3";"4704";"2222";"31";"0";"2191";"802";"94";"234";"58";"111";"67";"45";"127";"653"
"551003";"551003";"69";"12";"3";"1612";"820";"7";"2";"811";"405";"11";"44";"15";"68";"40";"15";"32";"181"
"553001";"553001";"66";"12";"3";"298";"144";"2";"0";"142";"36";"9";"13";"8";"7";"12";"11";"8";"38"
"553002";"553002";"66";"12";"3";"314";"159";"4";"0";"155";"38";"3";"16";"9";"10";"1";"9";"7";"62"
"553003";"553003";"66";"12";"3";"391";"202";"1";"0";"201";"67";"8";"18";"6";"11";"4";"8";"13";"66"
"553004";"553004";"66";"12";"3";"396";"207";"0";"0";"207";"54";"13";"10";"12";"15";"0";"3";"7";"93"
"553006";"553006";"66";"12";"3";"683";"327";"5";"1";"321";"72";"18";"6";"10";"23";"10";"15";"33";"134"
"553007";"553007";"66";"12";"3";"1175";"551";"11";"1";"539";"161";"36";"29";"21";"43";"4";"20";"42";"183"
"553008";"553008";"66";"12";"3";"226";"117";"2";"2";"113";"35";"5";"6";"10";"15";"2";"1";"5";"34"
"553009";"553009";"66";"12";"3";"1209";"604";"12";"0";"592";"158";"20";"43";"12";"45";"9";"14";"41";"250"
"555001";"555001";"66";"12";"3";"2239";"1072";"15";"0";"1057";"410";"32";"110";"33";"82";"6";"32";"75";"277"
"555002";"555002";"66";"12";"3";"421";"186";"2";"0";"184";"56";"11";"23";"6";"26";"1";"8";"11";"42"
"555003";"555003";"66";"12";"3";"83";"49";"0";"0";"49";"15";"3";"3";"2";"3";"0";"0";"5";"18"
"555004";"555004";"66";"12";"3";"289";"151";"2";"0";"149";"45";"5";"21";"7";"9";"0";"3";"17";"42"
"555005";"555005";"66";"12";"3";"141";"73";"0";"0";"73";"27";"4";"5";"1";"13";"0";"2";"6";"15"
"557010";"557010";"68";"12";"3";"5190";"2260";"47";"11";"2202";"921";"79";"188";"75";"169";"42";"80";"125";"523"
"557020";"557020";"68";"12";"3";"864";"428";"8";"0";"420";"149";"28";"36";"23";"35";"3";"15";"22";"109"
"557030";"557030";"68";"12";"3";"425";"198";"4";"0";"194";"59";"7";"20";"5";"15";"9";"2";"9";"68"
"557040";"557040";"68";"12";"3";"1846";"734";"11";"2";"721";"266";"35";"52";"25";"46";"24";"25";"41";"207"
"557050";"557050";"68";"12";"3";"536";"297";"5";"0";"292";"115";"10";"14";"25";"25";"2";"9";"15";"77"
"557060";"557060";"68";"12";"3";"864";"383";"6";"1";"376";"139";"12";"24";"7";"23";"9";"9";"31";"122"
"559001";"559001";"69";"12";"3";"4117";"1831";"29";"2";"1800";"780";"48";"148";"52";"130";"10";"40";"89";"503"
"559002";"559002";"69";"12";"3";"664";"274";"6";"1";"267";"88";"6";"24";"3";"20";"4";"14";"16";"92"
"561001";"561001";"67";"12";"3";"5860";"2379";"34";"3";"2342";"990";"102";"224";"101";"217";"20";"131";"136";"421"
"561002";"561002";"67";"12";"3";"4226";"1834";"29";"2";"1803";"759";"84";"144";"135";"150";"17";"100";"124";"290"
"561003";"561003";"67";"12";"3";"2267";"927";"4";"7";"916";"504";"21";"39";"39";"88";"9";"66";"73";"77"
"561004";"561004";"67";"12";"3";"3432";"1452";"19";"1";"1432";"741";"40";"73";"86";"146";"11";"93";"94";"148"
"561005";"561005";"67";"12";"3";"4936";"2012";"15";"4";"1993";"1029";"34";"106";"97";"232";"22";"153";"108";"212"
"561006";"561006";"67";"12";"3";"4962";"2315";"25";"5";"2285";"1076";"94";"172";"137";"203";"18";"140";"126";"319"
"561007";"561007";"67";"12";"3";"3847";"1598";"24";"6";"1568";"788";"37";"63";"92";"175";"16";"81";"134";"182"
"561008";"561008";"67";"12";"3";"1325";"607";"3";"3";"601";"214";"10";"50";"15";"50";"6";"16";"50";"190"
"561010";"561010";"67";"12";"3";"203";"118";"0";"1";"117";"29";"4";"6";"4";"10";"2";"7";"5";"50"
"561011";"561011";"67";"12";"3";"3150";"1636";"17";"2";"1617";"605";"61";"188";"79";"132";"20";"77";"84";"371"
"561012";"561012";"67";"12";"3";"1446";"725";"8";"1";"716";"315";"20";"46";"33";"53";"0";"16";"36";"197"
"561013";"561013";"67";"12";"3";"382";"214";"2";"0";"212";"80";"3";"11";"11";"7";"6";"2";"20";"72"
"561014";"561014";"67";"12";"3";"180";"67";"1";"0";"66";"19";"1";"5";"3";"1";"3";"2";"8";"24"
"561015";"561015";"67";"12";"3";"5523";"2616";"24";"6";"2586";"1163";"70";"207";"145";"204";"39";"114";"196";"448"
"561016";"561016";"67";"12";"3";"5267";"2684";"13";"7";"2664";"994";"112";"392";"97";"181";"19";"57";"166";"646"
"561017";"561017";"67";"12";"3";"897";"433";"7";"1";"425";"180";"10";"18";"11";"45";"12";"11";"22";"116"
"561018";"561018";"67";"12";"3";"395";"185";"1";"0";"184";"71";"1";"16";"11";"17";"0";"4";"12";"52"
"561019";"561019";"67";"12";"3";"239";"120";"0";"0";"120";"42";"10";"4";"4";"16";"1";"2";"5";"36"
"561020";"561020";"67";"12";"3";"1964";"992";"10";"2";"980";"443";"23";"75";"34";"72";"4";"26";"63";"240"
"561021";"561021";"67";"12";"3";"2964";"1248";"14";"2";"1232";"643";"33";"73";"58";"103";"18";"48";"102";"154"
"561022";"561022";"67";"12";"3";"2613";"1144";"8";"2";"1134";"525";"26";"105";"35";"75";"7";"58";"74";"229"
"561023";"561023";"67";"12";"3";"3026";"1413";"18";"3";"1392";"790";"23";"72";"70";"95";"9";"71";"59";"203"
"561024";"561024";"67";"12";"3";"2145";"827";"13";"2";"812";"434";"13";"65";"28";"73";"17";"24";"37";"121"
"563001";"563001";"67";"12";"3";"2173";"1256";"20";"4";"1232";"395";"42";"141";"106";"156";"4";"88";"86";"214"
"563002";"563002";"67";"12";"3";"271";"193";"2";"0";"191";"63";"15";"25";"20";"18";"2";"9";"8";"31"
"565001";"565001";"69";"12";"3";"8013";"3351";"23";"4";"3324";"1431";"86";"204";"85";"258";"123";"66";"218";"853"
"565002";"565002";"69";"12";"3";"1820";"793";"11";"0";"782";"332";"20";"48";"15";"49";"7";"14";"65";"232"
"565003";"565003";"69";"12";"3";"1587";"691";"7";"0";"684";"224";"17";"34";"11";"38";"29";"13";"53";"265"
"565004";"565004";"69";"12";"3";"719";"320";"1";"0";"319";"97";"8";"14";"6";"22";"11";"11";"23";"127"
"565005";"565005";"69";"12";"3";"738";"319";"2";"0";"317";"102";"9";"9";"3";"24";"13";"5";"32";"120"
"567001";"567001";"68";"12";"3";"643";"330";"2";"1";"327";"90";"10";"24";"7";"19";"6";"5";"20";"146"
"567002";"567002";"68";"12";"3";"1224";"563";"8";"1";"554";"161";"20";"37";"20";"48";"17";"8";"34";"209"
"567003";"567003";"68";"12";"3";"514";"281";"9";"1";"271";"51";"7";"24";"5";"18";"3";"7";"18";"138"
"567004";"567004";"68";"12";"3";"950";"450";"6";"1";"443";"113";"10";"49";"15";"28";"6";"10";"34";"178"
"567005";"567005";"68";"12";"3";"786";"428";"6";"2";"420";"126";"14";"25";"8";"33";"5";"1";"24";"184"
"567006";"567006";"68";"12";"3";"830";"366";"6";"0";"360";"102";"12";"27";"8";"22";"19";"8";"22";"140"
"567007";"567007";"68";"12";"3";"1036";"526";"7";"0";"519";"157";"16";"36";"18";"32";"5";"12";"30";"213"
"569001";"569001";"69";"12";"3";"2774";"1266";"17";"2";"1247";"479";"38";"119";"34";"90";"17";"38";"88";"344"
"569002";"569002";"69";"12";"3";"394";"203";"4";"0";"199";"39";"11";"21";"11";"14";"3";"2";"10";"88"
"569003";"569003";"69";"12";"3";"253";"106";"2";"0";"104";"23";"3";"19";"2";"11";"0";"3";"12";"31"
"569004";"569004";"69";"12";"3";"215";"100";"1";"0";"99";"23";"8";"18";"1";"4";"0";"0";"2";"43"
"569005";"569005";"69";"12";"3";"949";"464";"8";"0";"456";"115";"13";"48";"12";"40";"5";"8";"32";"183"
"569006";"569006";"69";"12";"3";"436";"223";"1";"0";"222";"85";"6";"21";"6";"12";"3";"8";"15";"66"
"571001";"571001";"68";"12";"3";"6849";"3357";"40";"9";"3308";"1200";"157";"244";"358";"343";"23";"181";"161";"641"
"571002";"571002";"68";"12";"3";"571";"274";"5";"1";"268";"71";"13";"18";"14";"23";"2";"9";"14";"104"
"571003";"571003";"68";"12";"3";"217";"94";"2";"0";"92";"21";"3";"9";"4";"10";"1";"2";"8";"34"
"571004";"571004";"68";"12";"3";"1511";"663";"9";"2";"652";"237";"23";"31";"40";"71";"17";"21";"36";"176"
"571005";"571005";"68";"12";"3";"1373";"598";"17";"0";"581";"190";"15";"38";"28";"43";"7";"17";"44";"199"
"571006";"571006";"68";"12";"3";"197";"114";"1";"0";"113";"14";"0";"13";"4";"4";"0";"4";"5";"69"
"571007";"571007";"68";"12";"3";"50";"28";"0";"0";"28";"7";"1";"1";"2";"2";"0";"4";"2";"9"
"571008";"571008";"68";"12";"3";"171";"111";"2";"0";"109";"24";"2";"4";"2";"14";"1";"4";"4";"54"
"571009";"571009";"68";"12";"3";"479";"199";"5";"0";"194";"52";"7";"7";"10";"21";"4";"5";"13";"75"
"571010";"571010";"68";"12";"3";"496";"251";"8";"1";"242";"58";"10";"8";"7";"24";"0";"9";"26";"100"
"571011";"571011";"68";"12";"3";"360";"148";"3";"1";"144";"38";"1";"7";"9";"10";"4";"8";"14";"53"
"571013";"571013";"68";"12";"3";"477";"239";"9";"0";"230";"72";"10";"24";"9";"16";"0";"11";"11";"77"
"571014";"571014";"68";"12";"3";"709";"400";"8";"0";"392";"154";"18";"31";"23";"31";"3";"11";"39";"82"
"573001";"573001";"66";"12";"3";"9928";"4259";"47";"14";"4198";"1567";"128";"413";"159";"362";"48";"104";"220";"1197"
"573006";"573006";"66";"12";"3";"658";"296";"4";"0";"292";"62";"7";"25";"10";"18";"7";"10";"23";"130"
"573007";"573007";"66";"12";"3";"1048";"566";"10";"3";"553";"208";"21";"42";"12";"36";"5";"7";"30";"192"
"573008";"573008";"66";"12";"3";"922";"463";"6";"0";"457";"147";"7";"34";"8";"33";"1";"6";"23";"198"
"573009";"573009";"66";"12";"3";"974";"459";"9";"0";"450";"139";"18";"19";"21";"30";"4";"14";"28";"177"
"573011";"573011";"66";"12";"3";"599";"304";"2";"1";"301";"93";"8";"22";"18";"16";"5";"7";"19";"113"
"573012";"573012";"66";"12";"3";"827";"453";"7";"0";"446";"160";"16";"29";"13";"46";"7";"6";"12";"157"
"575001";"575001";"69";"12";"3";"6645";"3036";"27";"1";"3008";"1335";"117";"250";"113";"236";"21";"69";"228";"639"
"575002";"575002";"69";"12";"3";"499";"274";"6";"0";"268";"81";"4";"16";"9";"31";"5";"4";"11";"107"
"575003";"575003";"69";"12";"3";"1526";"865";"15";"1";"849";"281";"59";"77";"56";"90";"2";"13";"34";"237"
"575004";"575004";"69";"12";"3";"1057";"492";"4";"0";"488";"158";"18";"26";"26";"40";"15";"12";"31";"162"
"575005";"575005";"69";"12";"3";"1083";"530";"8";"0";"522";"206";"13";"35";"8";"42";"10";"13";"25";"170"
"575006";"575006";"69";"12";"3";"1137";"541";"6";"0";"535";"202";"11";"45";"8";"49";"7";"16";"47";"150"
"575007";"575007";"69";"12";"3";"247";"120";"1";"0";"119";"32";"5";"9";"6";"10";"0";"5";"7";"45"
"575008";"575008";"69";"12";"3";"157";"77";"3";"0";"74";"23";"3";"6";"3";"9";"0";"0";"7";"23"
"577001";"577001";"66";"12";"3";"4052";"1988";"32";"4";"1952";"491";"60";"182";"38";"103";"117";"49";"138";"774"
"577002";"577002";"66";"12";"3";"246";"128";"6";"1";"121";"32";"1";"6";"5";"9";"2";"3";"2";"61"
"577003";"577003";"66";"12";"3";"1241";"581";"8";"0";"573";"185";"16";"39";"13";"28";"8";"21";"36";"227"
"577004";"577004";"66";"12";"3";"348";"142";"1";"0";"141";"47";"2";"11";"5";"10";"13";"1";"6";"46"
"577005";"577005";"66";"12";"3";"250";"125";"2";"0";"123";"31";"2";"7";"4";"14";"0";"3";"9";"53"
"577006";"577006";"66";"12";"3";"1425";"618";"7";"1";"610";"277";"10";"47";"17";"43";"18";"18";"30";"150"
"577007";"577007";"66";"12";"3";"628";"364";"2";"0";"362";"107";"14";"24";"10";"19";"17";"9";"10";"152"
"601001";"601001";"73";"13";"3";"2748";"1333";"13";"6";"1314";"418";"77";"107";"44";"116";"25";"39";"114";"374"
"601002";"601002";"73";"13";"3";"522";"284";"8";"1";"275";"53";"14";"34";"14";"35";"2";"9";"35";"79"
"601003";"601003";"73";"13";"3";"722";"409";"5";"1";"403";"115";"22";"23";"16";"50";"7";"13";"35";"122"
"601004";"601004";"73";"13";"3";"624";"300";"4";"2";"294";"77";"13";"20";"11";"31";"3";"13";"28";"98"
"601005";"601005";"73";"13";"3";"675";"373";"4";"0";"369";"107";"9";"30";"23";"40";"2";"16";"32";"110"
"601006";"601006";"73";"13";"3";"612";"315";"5";"1";"309";"91";"20";"22";"21";"36";"3";"7";"26";"83"
"601007";"601007";"73";"13";"3";"537";"305";"7";"0";"298";"84";"25";"12";"29";"42";"2";"10";"19";"75"
"603001";"603001";"70";"13";"3";"1988";"927";"12";"0";"915";"366";"39";"84";"49";"107";"28";"33";"57";"152"
"603002";"603002";"70";"13";"3";"3249";"1566";"13";"1";"1552";"541";"61";"164";"64";"144";"75";"45";"117";"341"
"603003";"603003";"70";"13";"3";"1420";"714";"4";"1";"709";"285";"17";"57";"24";"59";"48";"14";"42";"163"
"603004";"603004";"70";"13";"3";"1673";"809";"6";"1";"802";"273";"24";"54";"36";"70";"16";"28";"60";"241"
"605001";"605001";"73";"13";"3";"1535";"749";"14";"1";"734";"242";"31";"67";"35";"61";"10";"17";"45";"226"
"605002";"605002";"73";"13";"3";"2568";"1264";"19";"1";"1244";"402";"44";"105";"58";"84";"18";"29";"85";"419"
"605003";"605003";"73";"13";"3";"685";"365";"4";"0";"361";"115";"9";"28";"10";"35";"6";"6";"33";"119"
"605004";"605004";"73";"13";"3";"1199";"616";"4";"2";"610";"144";"27";"65";"21";"41";"11";"19";"35";"247"
"605005";"605005";"73";"13";"3";"1179";"605";"10";"0";"595";"199";"28";"42";"30";"43";"9";"17";"39";"188"
"605006";"605006";"73";"13";"3";"1117";"613";"10";"1";"602";"175";"15";"91";"23";"64";"7";"18";"61";"148"
"605007";"605007";"73";"13";"3";"1285";"665";"7";"0";"658";"227";"23";"49";"36";"43";"7";"24";"53";"196"
"605008";"605008";"73";"13";"3";"1438";"721";"8";"0";"713";"201";"35";"60";"28";"80";"10";"15";"62";"222"
"607001";"607001";"70";"13";"3";"10202";"4221";"53";"4";"4164";"1907";"120";"362";"254";"376";"76";"193";"304";"572"
"607002";"607002";"70";"13";"3";"1114";"572";"5";"0";"567";"205";"12";"45";"24";"51";"7";"12";"54";"157"
"607003";"607003";"70";"13";"3";"7177";"3467";"46";"4";"3417";"1271";"154";"377";"177";"241";"44";"96";"261";"796"
"607004";"607004";"70";"13";"3";"569";"261";"3";"0";"258";"81";"8";"36";"13";"28";"4";"11";"18";"59"
"607005";"607005";"70";"13";"3";"3558";"1698";"16";"1";"1681";"560";"78";"234";"79";"129";"28";"48";"113";"412"
"607006";"607006";"70";"13";"3";"7209";"2641";"27";"3";"2611";"1188";"71";"201";"134";"225";"30";"95";"252";"415"
"607007";"607007";"70";"13";"3";"1328";"739";"11";"0";"728";"261";"45";"83";"25";"48";"4";"19";"47";"196"
"607008";"607008";"70";"13";"3";"5553";"2106";"29";"13";"2064";"788";"78";"181";"162";"221";"19";"139";"193";"283"
"609001";"609001";"75";"13";"3";"2226";"1094";"20";"1";"1073";"286";"54";"98";"50";"109";"7";"30";"86";"353"
"609002";"609002";"75";"13";"3";"1607";"862";"17";"1";"844";"247";"48";"78";"55";"115";"6";"24";"49";"222"
"609003";"609003";"75";"13";"3";"2171";"1119";"13";"2";"1104";"334";"53";"99";"50";"141";"8";"54";"77";"288"
"609004";"609004";"75";"13";"3";"1337";"747";"13";"0";"734";"238";"59";"51";"39";"92";"2";"17";"38";"198"
"611001";"611001";"73";"13";"3";"4277";"1863";"26";"6";"1831";"539";"72";"159";"41";"126";"70";"24";"156";"644"
"611002";"611002";"73";"13";"3";"1704";"855";"13";"2";"840";"216";"40";"50";"36";"75";"15";"17";"90";"301"
"611003";"611003";"73";"13";"3";"958";"419";"3";"1";"415";"114";"20";"35";"9";"40";"9";"7";"27";"154"
"611004";"611004";"73";"13";"3";"902";"480";"6";"2";"472";"127";"10";"27";"14";"30";"5";"17";"36";"206"
"611005";"611005";"73";"13";"3";"829";"388";"7";"2";"379";"79";"17";"21";"12";"28";"12";"10";"37";"163"
"611006";"611006";"73";"13";"3";"381";"219";"2";"0";"217";"46";"10";"21";"4";"19";"4";"5";"11";"97"
"611007";"611007";"73";"13";"3";"1221";"544";"6";"5";"533";"142";"21";"29";"22";"49";"9";"7";"57";"197"
"613001";"613001";"74";"13";"3";"4985";"2265";"37";"1";"2227";"744";"98";"212";"53";"185";"76";"53";"174";"632"
"613002";"613002";"74";"13";"3";"2933";"1239";"23";"2";"1214";"467";"44";"75";"30";"120";"75";"31";"97";"275"
"613003";"613003";"74";"13";"3";"1469";"767";"12";"1";"754";"182";"13";"31";"21";"47";"121";"13";"41";"285"
"613004";"613004";"74";"13";"3";"1126";"586";"7";"0";"579";"171";"26";"42";"23";"59";"18";"20";"44";"176"
"613005";"613005";"74";"13";"3";"471";"229";"3";"0";"226";"47";"9";"15";"9";"23";"28";"5";"27";"63"
"613006";"613006";"74";"13";"3";"984";"454";"8";"1";"445";"150";"18";"32";"13";"58";"2";"13";"31";"128"
"615001";"615001";"75";"13";"3";"4556";"1742";"21";"7";"1714";"745";"72";"110";"79";"265";"10";"70";"157";"206"
"615002";"615002";"75";"13";"3";"4283";"1468";"27";"7";"1434";"583";"67";"115";"84";"237";"10";"63";"103";"172"
"615003";"615003";"75";"13";"3";"6936";"2739";"40";"5";"2694";"912";"189";"344";"142";"374";"22";"77";"181";"453"
"615004";"615004";"75";"13";"3";"142";"108";"1";"0";"107";"9";"4";"11";"2";"59";"1";"1";"3";"17"
"615005";"615005";"75";"13";"3";"4182";"1714";"17";"4";"1693";"634";"119";"128";"102";"297";"16";"58";"117";"222"
"615006";"615006";"75";"13";"3";"9142";"3957";"41";"2";"3914";"1469";"211";"378";"146";"498";"32";"113";"267";"800"
"615007";"615007";"75";"13";"3";"3705";"1629";"13";"4";"1612";"596";"89";"166";"57";"221";"13";"30";"135";"305"
"615008";"615008";"75";"13";"3";"1296";"685";"7";"2";"676";"211";"40";"71";"16";"61";"3";"19";"41";"214"
"615009";"615009";"75";"13";"3";"1581";"675";"7";"3";"665";"189";"31";"49";"31";"73";"5";"10";"60";"217"
"615010";"615010";"75";"13";"3";"1708";"870";"9";"0";"861";"267";"37";"81";"24";"115";"6";"26";"84";"221"
"615011";"615011";"75";"13";"3";"4116";"2350";"23";"2";"2325";"496";"305";"342";"78";"233";"15";"49";"138";"669"
"615012";"615012";"75";"13";"3";"1172";"365";"5";"1";"359";"182";"18";"15";"14";"47";"2";"12";"35";"34"
"615013";"615013";"75";"13";"3";"366";"185";"2";"1";"182";"62";"9";"19";"5";"24";"0";"3";"16";"44"
"617001";"617001";"72";"13";"3";"2672";"1474";"14";"2";"1458";"504";"89";"121";"179";"97";"22";"46";"70";"330"
"617002";"617002";"72";"13";"3";"818";"376";"4";"2";"370";"100";"8";"27";"16";"39";"10";"19";"18";"133"
"617005";"617005";"72";"13";"3";"551";"284";"0";"2";"282";"71";"6";"18";"19";"27";"5";"8";"13";"115"
"619001";"619001";"74";"13";"3";"2279";"1222";"22";"4";"1196";"361";"52";"214";"34";"92";"11";"24";"89";"319"
"619002";"619002";"74";"13";"3";"554";"301";"2";"0";"299";"81";"22";"12";"7";"28";"2";"6";"35";"106"
"619003";"619003";"74";"13";"3";"827";"424";"4";"1";"419";"128";"21";"42";"19";"53";"0";"10";"25";"121"
"619004";"619004";"74";"13";"3";"1311";"713";"10";"0";"703";"213";"32";"66";"38";"72";"4";"18";"58";"202"
"619005";"619005";"74";"13";"3";"1083";"557";"5";"1";"551";"154";"20";"43";"35";"86";"4";"10";"48";"151"
"619006";"619006";"74";"13";"3";"1352";"693";"13";"1";"679";"230";"22";"38";"22";"47";"5";"10";"47";"258"
"619007";"619007";"74";"13";"3";"1249";"638";"9";"0";"629";"158";"38";"58";"32";"70";"10";"20";"29";"214"
