"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2004 - Stemmeberettigede";"EV2004 - Afgivne stemmer";"EV2004 - Blanke stemmer";"EV2004 - Andre ugyldige stemmer";"EV2004 - Gyldige stemmer";"EV2004 - A. Socialdemokratiet";"EV2004 - B. Det Radikale Venstre";"EV2004 - C. Det Konservative Folkeparti";"EV2004 - F. Socialistisk Folkeparti";"EV2004 - J. JuniBevægelsen - Mod Union";"EV2004 - K. Kristendemokraterne";"EV2004 - N. Folkebevægelsen mod EU";"EV2004 - O. Dansk Folkeparti";"EV2004 - V. Venstre, Danmarks Liberale Parti"
"619008";"619008";"74";"13";"3";"1184";"540";"3";"0";"537";"148";"14";"55";"34";"73";"3";"18";"45";"147"
"619009";"619009";"74";"13";"3";"1703";"874";"11";"1";"862";"207";"34";"68";"30";"105";"6";"33";"76";"303"
"619010";"619010";"74";"13";"3";"89";"73";"2";"0";"71";"12";"3";"6";"9";"8";"0";"1";"3";"29"
"621001";"621001";"71";"13";"3";"5543";"2295";"30";"3";"2262";"648";"169";"271";"248";"197";"19";"75";"153";"482"
"621002";"621002";"71";"13";"3";"6398";"2522";"43";"2";"2477";"870";"141";"224";"293";"237";"50";"92";"139";"431"
"621003";"621003";"71";"13";"3";"4558";"1628";"27";"4";"1597";"635";"90";"125";"150";"154";"27";"59";"120";"237"
"621004";"621004";"71";"13";"3";"3715";"1375";"6";"4";"1365";"579";"58";"96";"158";"118";"17";"55";"119";"165"
"621005";"621005";"71";"13";"3";"4538";"2474";"35";"4";"2435";"619";"164";"456";"105";"145";"25";"39";"162";"720"
"621006";"621006";"71";"13";"3";"548";"290";"3";"0";"287";"82";"16";"39";"15";"12";"1";"15";"26";"81"
"621007";"621007";"71";"13";"3";"1835";"921";"19";"2";"900";"290";"29";"80";"57";"59";"9";"29";"63";"284"
"621008";"621008";"71";"13";"3";"4032";"1922";"14";"0";"1908";"697";"74";"215";"121";"123";"12";"40";"144";"482"
"621009";"621009";"71";"13";"3";"2530";"1280";"18";"3";"1259";"368";"71";"124";"186";"116";"14";"28";"96";"256"
"621010";"621010";"71";"13";"3";"1880";"829";"2";"0";"827";"336";"36";"72";"46";"56";"5";"11";"69";"196"
"621011";"621011";"71";"13";"3";"4307";"1987";"11";"1";"1975";"764";"52";"152";"166";"171";"80";"52";"176";"362"
"621012";"621012";"71";"13";"3";"4232";"1908";"16";"3";"1889";"843";"58";"159";"164";"158";"19";"79";"115";"294"
"621013";"621013";"71";"13";"3";"2876";"1458";"16";"1";"1441";"425";"55";"212";"79";"75";"4";"31";"109";"451"
"623001";"623001";"71";"13";"3";"2633";"1228";"10";"3";"1215";"442";"44";"162";"64";"82";"38";"30";"76";"277"
"623002";"623002";"71";"13";"3";"1259";"658";"9";"2";"647";"187";"23";"49";"28";"69";"8";"15";"32";"236"
"625001";"625001";"73";"13";"3";"1824";"818";"14";"1";"803";"241";"24";"60";"32";"57";"16";"17";"77";"279"
"625002";"625002";"73";"13";"3";"391";"170";"3";"0";"167";"59";"5";"11";"4";"8";"8";"6";"14";"52"
"625003";"625003";"73";"13";"3";"1895";"882";"12";"1";"869";"262";"26";"70";"42";"98";"8";"16";"108";"239"
"625004";"625004";"73";"13";"3";"407";"187";"4";"1";"182";"75";"11";"11";"6";"13";"1";"8";"17";"40"
"625005";"625005";"73";"13";"3";"809";"352";"6";"2";"344";"87";"14";"21";"12";"32";"21";"7";"35";"115"
"627001";"627001";"74";"13";"3";"1022";"648";"12";"3";"633";"199";"28";"38";"44";"49";"2";"12";"67";"194"
"627002";"627002";"74";"13";"3";"412";"229";"9";"1";"219";"56";"11";"17";"3";"27";"1";"5";"27";"72"
"627003";"627003";"74";"13";"3";"582";"321";"10";"0";"311";"73";"16";"20";"14";"38";"8";"9";"21";"112"
"627004";"627004";"74";"13";"3";"1000";"768";"19";"1";"748";"269";"23";"59";"31";"73";"16";"12";"51";"214"
"627005";"627005";"74";"13";"3";"1230";"762";"12";"0";"750";"265";"20";"43";"23";"53";"33";"14";"58";"241"
"627006";"627006";"74";"13";"3";"2027";"1130";"26";"2";"1102";"345";"39";"79";"51";"94";"20";"19";"130";"325"
"627007";"627007";"74";"13";"3";"1128";"638";"20";"3";"615";"181";"21";"33";"34";"53";"8";"13";"71";"201"
"627008";"627008";"74";"13";"3";"562";"340";"9";"1";"330";"89";"12";"15";"11";"29";"2";"9";"61";"102"
"627009";"627009";"74";"13";"3";"759";"455";"16";"1";"438";"159";"13";"28";"17";"43";"8";"5";"56";"109"
"627010";"627010";"74";"13";"3";"377";"243";"6";"0";"237";"36";"8";"10";"10";"36";"1";"8";"35";"93"
"629001";"629001";"71";"13";"3";"3995";"1659";"29";"2";"1628";"677";"42";"225";"42";"104";"42";"46";"106";"344"
"629002";"629002";"71";"13";"3";"394";"228";"0";"0";"228";"70";"13";"18";"9";"19";"9";"3";"13";"74"
"629003";"629003";"71";"13";"3";"992";"435";"4";"0";"431";"128";"9";"38";"19";"31";"5";"9";"33";"159"
"631001";"631001";"72";"13";"3";"10632";"3959";"66";"9";"3884";"1502";"199";"341";"261";"390";"59";"145";"256";"731"
"631002";"631002";"72";"13";"3";"2728";"1158";"24";"2";"1132";"481";"57";"80";"75";"107";"22";"44";"94";"172"
"631003";"631003";"72";"13";"3";"2471";"1185";"27";"3";"1155";"516";"61";"92";"80";"99";"10";"34";"89";"174"
"631004";"631004";"72";"13";"3";"4094";"1997";"34";"4";"1959";"810";"80";"163";"130";"204";"37";"63";"155";"317"
"631005";"631005";"72";"13";"3";"729";"394";"1";"1";"392";"120";"17";"40";"27";"25";"0";"8";"30";"125"
"631006";"631006";"72";"13";"3";"5959";"3321";"44";"7";"3270";"994";"178";"517";"160";"217";"42";"80";"215";"867"
"631007";"631007";"72";"13";"3";"1781";"787";"7";"4";"776";"303";"33";"72";"64";"92";"22";"16";"50";"124"
"631008";"631008";"72";"13";"3";"2796";"1360";"17";"3";"1340";"515";"68";"110";"88";"143";"23";"37";"89";"267"
"631009";"631009";"72";"13";"3";"1271";"700";"14";"2";"684";"214";"39";"62";"37";"64";"12";"23";"51";"182"
"631010";"631010";"72";"13";"3";"898";"477";"13";"0";"464";"130";"22";"39";"22";"56";"5";"15";"33";"142"
"631011";"631011";"72";"13";"3";"3622";"1965";"23";"3";"1939";"630";"105";"254";"78";"155";"33";"35";"116";"533"
"631012";"631012";"72";"13";"3";"2494";"1431";"24";"3";"1404";"419";"103";"205";"83";"94";"13";"32";"93";"362"
"631013";"631013";"72";"13";"3";"2326";"1111";"14";"4";"1093";"474";"51";"81";"98";"83";"16";"43";"86";"161"
"651001";"651001";"77";"14";"3";"2837";"1476";"17";"1";"1458";"336";"46";"152";"35";"86";"159";"29";"99";"516"
"651002";"651002";"77";"14";"3";"545";"284";"5";"1";"278";"53";"3";"19";"11";"6";"34";"8";"15";"129"
"651003";"651003";"77";"14";"3";"603";"218";"4";"0";"214";"59";"2";"11";"4";"17";"11";"6";"24";"80"
"651004";"651004";"77";"14";"3";"919";"469";"6";"3";"460";"91";"15";"30";"19";"30";"17";"14";"34";"210"
"653001";"653001";"79";"14";"3";"5144";"2855";"76";"6";"2773";"982";"82";"203";"78";"231";"193";"77";"236";"691"
"653002";"653002";"79";"14";"3";"704";"409";"19";"1";"389";"66";"12";"24";"8";"34";"32";"14";"50";"149"
"653003";"653003";"79";"14";"3";"346";"213";"10";"0";"203";"53";"5";"18";"3";"17";"15";"2";"15";"75"
"653004";"653004";"79";"14";"3";"239";"169";"12";"0";"157";"35";"4";"15";"2";"22";"10";"1";"12";"56"
"655001";"655001";"79";"14";"3";"3325";"1627";"20";"8";"1599";"561";"75";"156";"56";"86";"133";"29";"89";"414"
"655003";"655003";"79";"14";"3";"520";"292";"5";"0";"287";"63";"13";"26";"11";"19";"8";"9";"14";"124"
"655004";"655004";"79";"14";"3";"586";"298";"6";"0";"292";"53";"10";"20";"2";"20";"22";"9";"21";"135"
"655005";"655005";"79";"14";"3";"421";"208";"5";"1";"202";"46";"7";"19";"3";"12";"0";"5";"9";"101"
"655006";"655006";"79";"14";"3";"334";"159";"5";"0";"154";"23";"5";"13";"5";"9";"15";"4";"5";"75"
"655007";"655007";"79";"14";"3";"449";"198";"5";"0";"193";"49";"3";"28";"6";"22";"14";"7";"12";"52"
"655008";"655008";"79";"14";"3";"702";"302";"5";"0";"297";"75";"7";"18";"14";"24";"13";"5";"14";"127"
"655009";"655009";"79";"14";"3";"591";"291";"3";"1";"287";"69";"6";"21";"15";"29";"34";"6";"16";"91"
"657001";"657001";"78";"14";"3";"19350";"8333";"107";"31";"8195";"3048";"367";"865";"347";"532";"355";"263";"495";"1923"
"657002";"657002";"78";"14";"3";"674";"324";"1";"1";"322";"112";"6";"28";"11";"23";"16";"8";"19";"99"
"657003";"657003";"78";"14";"3";"375";"171";"2";"1";"168";"73";"6";"11";"5";"14";"2";"5";"8";"44"
"657004";"657004";"78";"14";"3";"1091";"467";"2";"0";"465";"203";"14";"18";"34";"48";"25";"22";"27";"74"
"657005";"657005";"78";"14";"3";"5888";"2892";"32";"3";"2857";"818";"149";"348";"90";"158";"182";"55";"139";"918"
"657006";"657006";"78";"14";"3";"709";"300";"3";"0";"297";"104";"5";"23";"4";"17";"5";"13";"16";"110"
"657007";"657007";"78";"14";"3";"749";"390";"6";"0";"384";"129";"13";"27";"18";"30";"24";"17";"36";"90"
"657008";"657008";"78";"14";"3";"3613";"1846";"16";"2";"1828";"606";"76";"213";"65";"98";"55";"45";"84";"586"
"657009";"657009";"78";"14";"3";"363";"123";"1";"0";"122";"18";"6";"7";"1";"12";"6";"2";"11";"59"
"657010";"657010";"78";"14";"3";"432";"245";"2";"2";"241";"51";"12";"16";"6";"16";"18";"2";"21";"99"
"657011";"657011";"78";"14";"3";"3231";"1591";"16";"4";"1571";"487";"59";"120";"49";"90";"112";"35";"100";"519"
"657012";"657012";"78";"14";"3";"579";"284";"0";"0";"284";"84";"7";"19";"15";"20";"10";"12";"31";"86"
"657013";"657013";"78";"14";"3";"3153";"1403";"7";"5";"1391";"428";"44";"136";"35";"77";"62";"42";"85";"482"
"657014";"657014";"78";"14";"3";"3624";"1818";"18";"2";"1798";"659";"49";"150";"69";"97";"112";"37";"115";"510"
"657015";"657015";"78";"14";"3";"222";"153";"1";"0";"152";"38";"5";"10";"9";"8";"4";"2";"20";"56"
"659001";"659001";"76";"14";"3";"1117";"523";"9";"0";"514";"121";"19";"43";"23";"43";"23";"8";"27";"207"
"659002";"659002";"76";"14";"3";"2755";"992";"16";"3";"973";"267";"20";"124";"32";"75";"86";"25";"89";"255"
"661001";"661001";"77";"14";"3";"13976";"6590";"114";"11";"6465";"2193";"416";"563";"411";"423";"218";"238";"342";"1661"
"661002";"661002";"77";"14";"3";"1083";"576";"6";"0";"570";"180";"27";"42";"21";"40";"13";"19";"43";"185"
"661003";"661003";"77";"14";"3";"1647";"744";"10";"0";"734";"174";"35";"48";"25";"31";"15";"17";"39";"350"
"661004";"661004";"77";"14";"3";"2207";"1129";"8";"1";"1120";"327";"66";"96";"52";"76";"17";"28";"42";"416"
"661005";"661005";"77";"14";"3";"10105";"4722";"43";"6";"4673";"1941";"221";"391";"231";"285";"196";"164";"272";"972"
"661006";"661006";"77";"14";"3";"1594";"950";"12";"4";"934";"324";"76";"84";"53";"44";"20";"22";"67";"244"
"663001";"663001";"78";"14";"3";"11291";"4887";"73";"9";"4805";"1674";"168";"571";"139";"269";"261";"109";"345";"1269"
"663002";"663002";"78";"14";"3";"736";"406";"8";"1";"397";"96";"11";"30";"7";"25";"21";"7";"32";"168"
"663003";"663003";"78";"14";"3";"2266";"1045";"9";"4";"1032";"295";"30";"90";"29";"52";"66";"20";"77";"373"
"663004";"663004";"78";"14";"3";"302";"145";"4";"0";"141";"25";"2";"13";"0";"4";"9";"4";"14";"70"
"663005";"663005";"78";"14";"3";"1718";"848";"7";"2";"839";"366";"25";"39";"48";"50";"20";"30";"67";"194"
"663006";"663006";"78";"14";"3";"400";"175";"0";"0";"175";"58";"5";"25";"7";"3";"8";"5";"21";"43"
"665001";"665001";"76";"14";"3";"5544";"2525";"25";"2";"2498";"812";"116";"242";"126";"129";"71";"74";"134";"794"
"665002";"665002";"76";"14";"3";"2119";"1116";"10";"5";"1101";"252";"73";"65";"77";"60";"68";"41";"40";"425"
"665003";"665003";"76";"14";"3";"1762";"820";"3";"0";"817";"241";"43";"51";"52";"41";"18";"31";"46";"294"
"665004";"665004";"76";"14";"3";"1756";"826";"7";"0";"819";"188";"38";"64";"56";"60";"21";"39";"57";"296"
"665005";"665005";"76";"14";"3";"1197";"551";"7";"1";"543";"90";"14";"49";"36";"28";"20";"16";"23";"267"
"665006";"665006";"76";"14";"3";"1150";"504";"5";"1";"498";"87";"12";"29";"20";"17";"33";"22";"33";"245"
"667001";"667001";"76";"14";"3";"3928";"2002";"21";"5";"1976";"663";"101";"151";"116";"203";"59";"82";"102";"499"
"667002";"667002";"76";"14";"3";"2609";"1373";"22";"2";"1349";"384";"84";"103";"68";"132";"117";"40";"50";"371"
"667003";"667003";"76";"14";"3";"683";"313";"6";"0";"307";"74";"9";"17";"13";"31";"8";"11";"27";"117"
"667004";"667004";"76";"14";"3";"322";"184";"4";"0";"180";"25";"8";"15";"9";"7";"1";"3";"2";"110"
"667005";"667005";"76";"14";"3";"465";"260";"7";"0";"253";"53";"7";"8";"12";"20";"3";"11";"12";"127"
"667006";"667006";"76";"14";"3";"366";"195";"2";"0";"193";"23";"6";"8";"8";"12";"2";"6";"11";"117"
"667007";"667007";"76";"14";"3";"600";"313";"3";"0";"310";"76";"14";"24";"12";"16";"6";"5";"17";"140"
"667008";"667008";"76";"14";"3";"1123";"534";"7";"2";"525";"181";"16";"61";"14";"36";"17";"17";"27";"156"
"667009";"667009";"76";"14";"3";"928";"434";"7";"0";"427";"124";"21";"40";"15";"23";"5";"9";"20";"170"
"667010";"667010";"76";"14";"3";"269";"145";"3";"0";"142";"27";"8";"10";"4";"5";"3";"7";"7";"71"
"667011";"667011";"76";"14";"3";"308";"185";"2";"0";"183";"36";"5";"11";"7";"14";"4";"6";"10";"90"
"667012";"667012";"76";"14";"3";"957";"558";"10";"0";"548";"134";"30";"45";"29";"70";"13";"27";"26";"174"
"667013";"667013";"76";"14";"3";"343";"185";"6";"0";"179";"33";"11";"5";"5";"19";"4";"6";"8";"88"
"669001";"669001";"79";"14";"3";"5791";"2727";"26";"8";"2693";"858";"98";"332";"78";"137";"297";"68";"139";"686"
"669002";"669002";"79";"14";"3";"968";"520";"8";"2";"510";"131";"17";"31";"8";"14";"39";"12";"32";"226"
"669003";"669003";"79";"14";"3";"281";"168";"3";"1";"164";"44";"7";"16";"6";"8";"20";"4";"9";"50"
"669004";"669004";"79";"14";"3";"390";"242";"1";"0";"241";"30";"8";"15";"7";"9";"45";"3";"4";"120"
"669005";"669005";"79";"14";"3";"368";"181";"3";"0";"178";"34";"13";"15";"6";"7";"19";"9";"13";"62"
"669006";"669006";"79";"14";"3";"622";"349";"4";"0";"345";"41";"7";"16";"11";"12";"67";"8";"9";"174"
"669007";"669007";"79";"14";"3";"378";"206";"3";"1";"202";"28";"6";"12";"0";"18";"27";"3";"9";"99"
"669008";"669008";"79";"14";"3";"255";"147";"3";"0";"144";"19";"6";"7";"1";"6";"45";"8";"8";"44"
"669009";"669009";"79";"14";"3";"541";"239";"4";"0";"235";"58";"10";"22";"5";"22";"6";"9";"18";"85"
"671001";"671001";"77";"14";"3";"6756";"2975";"31";"4";"2940";"1202";"136";"317";"167";"226";"35";"120";"157";"580"
"671002";"671002";"77";"14";"3";"1758";"882";"9";"3";"870";"308";"36";"125";"50";"87";"8";"31";"47";"178"
"671003";"671003";"77";"14";"3";"1268";"663";"8";"0";"655";"166";"35";"64";"28";"46";"41";"8";"32";"235"
"671004";"671004";"77";"14";"3";"868";"486";"9";"0";"477";"185";"18";"31";"25";"37";"9";"14";"18";"140"
"671005";"671005";"77";"14";"3";"521";"290";"1";"0";"289";"77";"10";"15";"16";"29";"10";"9";"5";"118"
"671006";"671006";"77";"14";"3";"424";"245";"3";"0";"242";"54";"12";"17";"14";"15";"12";"5";"16";"97"
"671007";"671007";"77";"14";"3";"1223";"671";"6";"2";"663";"244";"21";"84";"30";"38";"4";"29";"40";"173"
"671008";"671008";"77";"14";"3";"1339";"726";"8";"0";"718";"155";"24";"38";"25";"40";"37";"17";"62";"320"
"671009";"671009";"77";"14";"3";"159";"120";"3";"0";"117";"29";"7";"13";"18";"10";"5";"4";"4";"27"
"673001";"673001";"76";"14";"3";"1878";"573";"7";"2";"564";"182";"13";"49";"18";"47";"28";"20";"54";"153"
"673002";"673002";"76";"14";"3";"1610";"588";"6";"0";"582";"194";"18";"50";"21";"33";"61";"10";"18";"177"
"675001";"675001";"77";"14";"3";"1432";"637";"5";"0";"632";"198";"37";"76";"23";"30";"29";"17";"23";"199"
"675003";"675003";"77";"14";"3";"258";"131";"0";"0";"131";"41";"0";"14";"9";"8";"4";"2";"12";"41"
"675004";"675004";"77";"14";"3";"650";"322";"3";"1";"318";"91";"17";"50";"18";"23";"12";"16";"22";"69"
"675005";"675005";"77";"14";"3";"413";"228";"2";"0";"226";"74";"9";"30";"12";"23";"7";"11";"16";"44"
"677001";"677001";"76";"14";"3";"145";"76";"0";"0";"76";"6";"4";"1";"1";"3";"7";"3";"9";"42"
"677002";"677002";"76";"14";"3";"702";"427";"4";"0";"423";"131";"18";"24";"15";"24";"43";"15";"26";"127"
"677003";"677003";"76";"14";"3";"943";"484";"3";"0";"481";"99";"15";"28";"12";"24";"76";"8";"22";"197"
"677004";"677004";"76";"14";"3";"2917";"1486";"18";"2";"1466";"426";"46";"108";"33";"64";"132";"24";"74";"559"
"677005";"677005";"76";"14";"3";"385";"221";"2";"0";"219";"58";"7";"16";"11";"15";"10";"6";"10";"86"
"677006";"677006";"76";"14";"3";"1173";"636";"5";"1";"630";"128";"32";"24";"21";"40";"65";"14";"32";"274"
"677007";"677007";"76";"14";"3";"753";"376";"10";"0";"366";"93";"7";"29";"14";"26";"11";"9";"23";"154"
"679001";"679001";"76";"14";"3";"2498";"1093";"11";"4";"1078";"284";"38";"95";"70";"61";"16";"59";"56";"399"
"679002";"679002";"76";"14";"3";"1576";"722";"6";"2";"714";"199";"23";"43";"24";"37";"8";"24";"58";"298"
"679003";"679003";"76";"14";"3";"1079";"416";"6";"0";"410";"132";"17";"26";"19";"24";"6";"26";"29";"131"
"681001";"681001";"79";"14";"3";"460";"291";"3";"0";"288";"47";"13";"18";"9";"7";"40";"9";"22";"123"
"681003";"681003";"79";"14";"3";"3093";"1476";"19";"3";"1454";"397";"43";"125";"42";"71";"156";"30";"85";"505"
"681004";"681004";"79";"14";"3";"516";"235";"4";"0";"231";"30";"6";"18";"9";"15";"37";"10";"13";"93"
"681005";"681005";"79";"14";"3";"601";"296";"4";"0";"292";"102";"7";"17";"6";"17";"16";"5";"19";"103"
"681006";"681006";"79";"14";"3";"1373";"648";"3";"0";"645";"160";"20";"45";"12";"34";"106";"10";"44";"214"
"681007";"681007";"79";"14";"3";"490";"263";"0";"0";"263";"59";"7";"9";"9";"23";"20";"6";"23";"107"
"681008";"681008";"79";"14";"3";"1754";"868";"12";"0";"856";"180";"21";"63";"30";"45";"78";"19";"36";"384"
"681010";"681010";"79";"14";"3";"507";"278";"2";"0";"276";"55";"14";"20";"14";"16";"7";"6";"14";"130"
"683001";"683001";"77";"14";"3";"677";"291";"4";"0";"287";"73";"11";"18";"11";"18";"12";"10";"28";"106"
"683002";"683002";"77";"14";"3";"352";"167";"4";"0";"163";"44";"8";"9";"6";"14";"8";"5";"19";"50"
"683003";"683003";"77";"14";"3";"466";"211";"5";"0";"206";"45";"7";"21";"7";"10";"21";"6";"17";"72"
"683004";"683004";"77";"14";"3";"387";"189";"5";"0";"184";"31";"9";"15";"9";"13";"13";"4";"12";"78"
"683005";"683005";"77";"14";"3";"429";"222";"2";"3";"217";"53";"15";"11";"15";"7";"17";"9";"12";"78"
"683007";"683007";"77";"14";"3";"752";"441";"7";"2";"432";"78";"23";"55";"22";"24";"35";"8";"11";"176"
"683008";"683008";"77";"14";"3";"2836";"1348";"12";"6";"1330";"402";"59";"106";"53";"87";"71";"55";"94";"403"
"685001";"685001";"79";"14";"3";"2389";"1133";"9";"1";"1123";"321";"41";"106";"25";"47";"84";"26";"53";"420"
"685002";"685002";"79";"14";"3";"456";"255";"3";"3";"249";"59";"7";"16";"8";"18";"11";"11";"27";"92"
"685003";"685003";"79";"14";"3";"300";"159";"4";"0";"155";"23";"2";"10";"7";"6";"27";"6";"16";"58"
"685004";"685004";"79";"14";"3";"1557";"708";"7";"0";"701";"240";"22";"35";"21";"45";"56";"17";"38";"227"
"685005";"685005";"79";"14";"3";"282";"118";"3";"0";"115";"57";"4";"1";"1";"11";"1";"3";"7";"30"
"701001";"701001";"87";"15";"3";"6681";"2815";"33";"3";"2779";"808";"177";"396";"185";"287";"19";"98";"223";"586"
"701002";"701002";"87";"15";"3";"3016";"1418";"15";"0";"1403";"295";"79";"133";"146";"204";"8";"80";"103";"355"
"701003";"701003";"87";"15";"3";"1806";"793";"9";"2";"782";"235";"32";"64";"71";"103";"7";"40";"69";"161"
"703001";"703001";"86";"15";"3";"898";"537";"9";"1";"527";"149";"25";"51";"34";"69";"11";"16";"36";"136"
"703002";"703002";"86";"15";"3";"3646";"1663";"29";"5";"1629";"598";"76";"184";"80";"147";"27";"41";"89";"387"
"703003";"703003";"86";"15";"3";"614";"303";"2";"2";"299";"73";"16";"33";"14";"41";"1";"12";"19";"90"
"703004";"703004";"86";"15";"3";"706";"345";"2";"0";"343";"116";"21";"24";"29";"47";"4";"21";"33";"48"
"703005";"703005";"86";"15";"3";"1922";"886";"6";"0";"880";"323";"34";"85";"43";"100";"10";"34";"92";"159"
"705001";"705001";"89";"15";"3";"1464";"620";"7";"3";"610";"197";"17";"50";"32";"55";"6";"23";"56";"174"
"705002";"705002";"89";"15";"3";"1388";"697";"8";"0";"689";"175";"52";"58";"37";"47";"43";"22";"49";"206"
"705003";"705003";"89";"15";"3";"871";"391";"5";"0";"386";"97";"17";"35";"25";"28";"16";"12";"26";"130"
"705004";"705004";"89";"15";"3";"1004";"522";"13";"0";"509";"141";"34";"43";"51";"42";"10";"23";"28";"137"
"705005";"705005";"89";"15";"3";"1046";"567";"5";"1";"561";"163";"35";"52";"27";"50";"21";"19";"26";"168"
"707001";"707001";"87";"15";"3";"6629";"2506";"36";"5";"2465";"930";"88";"270";"133";"207";"31";"73";"228";"505"
"707002";"707002";"87";"15";"3";"128";"83";"1";"0";"82";"21";"11";"6";"6";"12";"0";"9";"5";"12"
"707003";"707003";"87";"15";"3";"1445";"568";"6";"1";"561";"193";"11";"34";"31";"68";"4";"26";"51";"143"
"707004";"707004";"87";"15";"3";"5027";"1815";"17";"9";"1789";"770";"50";"170";"85";"177";"9";"75";"194";"259"
"707005";"707005";"87";"15";"3";"983";"431";"10";"0";"421";"129";"17";"41";"29";"27";"0";"21";"43";"114"
"709001";"709001";"86";"15";"3";"3686";"1789";"22";"2";"1765";"620";"95";"175";"144";"128";"12";"60";"115";"416"
"709002";"709002";"86";"15";"3";"2633";"1139";"17";"1";"1121";"391";"55";"110";"84";"88";"13";"32";"78";"270"
"709003";"709003";"86";"15";"3";"1344";"569";"3";"2";"564";"177";"27";"70";"32";"53";"2";"20";"43";"140"
"709004";"709004";"86";"15";"3";"888";"412";"13";"0";"399";"136";"19";"29";"26";"36";"2";"11";"31";"109"
"711001";"711001";"86";"15";"3";"4782";"2288";"31";"3";"2254";"795";"144";"249";"125";"170";"20";"89";"145";"517"
"711002";"711002";"86";"15";"3";"493";"235";"7";"0";"228";"67";"15";"22";"8";"26";"0";"12";"16";"62"
"711003";"711003";"86";"15";"3";"347";"156";"3";"1";"152";"48";"8";"19";"9";"13";"0";"6";"11";"38"
"711004";"711004";"86";"15";"3";"656";"348";"1";"0";"347";"82";"25";"26";"41";"47";"4";"12";"24";"86"
"711007";"711007";"86";"15";"3";"605";"284";"6";"0";"278";"78";"15";"31";"17";"20";"0";"8";"41";"68"
"711008";"711008";"86";"15";"3";"366";"192";"4";"0";"188";"45";"9";"17";"12";"19";"0";"13";"17";"56"
"711009";"711009";"86";"15";"3";"737";"356";"2";"0";"354";"104";"18";"40";"32";"44";"4";"21";"20";"71"
"713001";"713001";"86";"15";"3";"1065";"572";"10";"2";"560";"192";"30";"53";"51";"66";"9";"18";"41";"100"
"713002";"713002";"86";"15";"3";"423";"192";"0";"0";"192";"65";"11";"8";"23";"26";"1";"9";"2";"47"
"713003";"713003";"86";"15";"3";"2671";"1320";"6";"2";"1312";"407";"110";"121";"131";"123";"16";"57";"74";"273"
"713004";"713004";"86";"15";"3";"2361";"1240";"13";"1";"1226";"391";"60";"152";"113";"125";"15";"44";"69";"257"
"713005";"713005";"86";"15";"3";"1581";"923";"11";"0";"912";"311";"41";"113";"51";"93";"13";"29";"62";"199"
"713006";"713006";"86";"15";"3";"247";"131";"2";"0";"129";"31";"11";"8";"11";"16";"1";"4";"14";"33"
"715001";"715001";"88";"15";"3";"5143";"2308";"30";"5";"2273";"802";"104";"258";"140";"224";"9";"78";"176";"482"
"715002";"715002";"88";"15";"3";"1076";"532";"6";"1";"525";"146";"25";"44";"31";"77";"5";"14";"27";"156"
"717001";"717001";"84";"15";"3";"2302";"1085";"11";"3";"1071";"456";"60";"72";"78";"108";"10";"32";"58";"197"
"717002";"717002";"84";"15";"3";"1222";"567";"7";"0";"560";"188";"33";"78";"24";"45";"7";"11";"41";"133"
