"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2014 - Personlige stemmer i alt";"EV2014 - A - personlige stemmer i alt";"EV2014 - B - personlige stemmer i alt";"EV2014 - C - personlige stemmer i alt";"EV2014 - F - personlige stemmer i alt";"EV2014 - I - personlige stemmer i alt";"EV2014 - N - personlige stemmer i alt";"EV2014 - O - personlige stemmer i alt";"EV2014 - V - personlige stemmer i alt";"EV2014 - A-01";"EV2014 - A-02";"EV2014 - A-03";"EV2014 - A-04";"EV2014 - A-05";"EV2014 - A-06";"EV2014 - A-07";"EV2014 - A-08";"EV2014 - B-01";"EV2014 - B-02";"EV2014 - B-03";"EV2014 - B-04";"EV2014 - B-05";"EV2014 - B-06";"EV2014 - B-07";"EV2014 - C-01";"EV2014 - C-02";"EV2014 - C-03";"EV2014 - C-04";"EV2014 - C-05";"EV2014 - C-06";"EV2014 - C-07";"EV2014 - C-08";"EV2014 - C-09";"EV2014 - C-10";"EV2014 - F-01";"EV2014 - F-02";"EV2014 - F-03";"EV2014 - F-04";"EV2014 - F-05";"EV2014 - F-06";"EV2014 - F-07";"EV2014 - F-08";"EV2014 - F-09";"EV2014 - F-10";"EV2014 - F-11";"EV2014 - F-12";"EV2014 - F-13";"EV2014 - F-14";"EV2014 - F-15";"EV2014 - F-16";"EV2014 - F-17";"EV2014 - F-18";"EV2014 - F-19";"EV2014 - F-20";"EV2014 - I-01";"EV2014 - I-02";"EV2014 - I-03";"EV2014 - I-04";"EV2014 - I-05";"EV2014 - I-06";"EV2014 - I-07";"EV2014 - I-08";"EV2014 - I-09";"EV2014 - N-01";"EV2014 - N-02";"EV2014 - N-03";"EV2014 - N-04";"EV2014 - N-05";"EV2014 - N-06";"EV2014 - N-07";"EV2014 - N-08";"EV2014 - N-09";"EV2014 - N-10";"EV2014 - N-11";"EV2014 - N-12";"EV2014 - N-13";"EV2014 - N-14";"EV2014 - N-15";"EV2014 - N-16";"EV2014 - N-17";"EV2014 - N-18";"EV2014 - N-19";"EV2014 - N-20";"EV2014 - O-01";"EV2014 - O-02";"EV2014 - O-03";"EV2014 - O-04";"EV2014 - O-05";"EV2014 - O-06";"EV2014 - O-07";"EV2014 - O-08";"EV2014 - O-09";"EV2014 - O-10";"EV2014 - V-01";"EV2014 - V-02";"EV2014 - V-03";"EV2014 - V-04";"EV2014 - V-05";"EV2014 - V-06";"EV2014 - V-07";"EV2014 - V-08";"EV2014 - V-09";"EV2014 - V-10";"EV2014 - V-11";"EV2014 - V-12";"EV2014 - V-13";"EV2014 - V-14";"EV2014 - V-15";"EV2014 - V-16"
"230010";"230010";"26";"3";"1";"2688";"242";"254";"544";"180";"153";"56";"559";"700";"161";"6";"51";"1";"14";"4";"4";"1";"206";"5";"5";"5";"26";"5";"2";"460";"60";"4";"4";"4";"1";"0";"0";"5";"6";"172";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"142";"6";"2";"1";"1";"0";"0";"1";"0";"45";"6";"2";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"543";"1";"7";"1";"1";"2";"0";"0";"0";"4";"294";"4";"3";"11";"1";"100";"2";"12";"149";"19";"3";"0";"84";"1";"1";"16"
"240001";"240001";"25";"3";"1";"395";"63";"24";"62";"49";"18";"14";"111";"54";"48";"0";"14";"0";"1";"0";"0";"0";"17";"0";"1";"1";"3";"1";"1";"53";"6";"0";"3";"0";"0";"0";"0";"0";"0";"43";"0";"1";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"17";"1";"0";"0";"0";"0";"0";"0";"0";"8";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"109";"0";"0";"1";"0";"0";"0";"1";"0";"0";"24";"1";"0";"0";"0";"10";"1";"0";"8";"0";"0";"0";"9";"0";"0";"1"
"240002";"240002";"25";"3";"1";"3421";"566";"270";"382";"379";"115";"156";"1014";"539";"359";"10";"98";"8";"29";"42";"17";"3";"196";"5";"8";"20";"29";"2";"10";"321";"31";"7";"9";"2";"3";"0";"2";"2";"5";"314";"9";"8";"9";"4";"6";"4";"0";"3";"1";"1";"6";"2";"2";"0";"0";"2";"6";"1";"1";"92";"4";"2";"2";"1";"9";"2";"1";"2";"107";"23";"2";"4";"4";"0";"2";"3";"2";"1";"0";"3";"0";"0";"0";"0";"0";"1";"3";"1";"966";"9";"17";"5";"2";"2";"4";"7";"1";"1";"236";"1";"5";"8";"2";"110";"4";"2";"98";"6";"0";"3";"58";"3";"0";"3"
"240003";"240003";"25";"3";"1";"2144";"361";"113";"209";"174";"64";"81";"701";"441";"238";"6";"72";"2";"13";"8";"22";"0";"79";"3";"3";"8";"11";"7";"2";"179";"17";"4";"4";"0";"1";"0";"2";"1";"1";"144";"0";"6";"0";"10";"3";"1";"0";"2";"2";"0";"1";"0";"0";"1";"0";"0";"1";"1";"2";"57";"2";"0";"2";"1";"2";"0";"0";"0";"67";"2";"1";"1";"2";"2";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"668";"5";"13";"2";"1";"1";"1";"2";"2";"6";"209";"1";"6";"5";"1";"119";"0";"0";"53";"7";"1";"2";"33";"1";"0";"3"
"240004";"240004";"25";"3";"1";"709";"109";"56";"71";"76";"11";"34";"252";"100";"82";"0";"12";"2";"3";"7";"3";"0";"41";"3";"0";"5";"5";"2";"0";"60";"9";"2";"0";"0";"0";"0";"0";"0";"0";"63";"3";"4";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"1";"0";"0";"0";"26";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"241";"1";"8";"0";"0";"0";"0";"0";"0";"2";"47";"1";"0";"2";"0";"18";"0";"1";"11";"4";"0";"0";"15";"0";"0";"1"
"240005";"240005";"25";"3";"1";"1334";"182";"134";"162";"196";"35";"51";"328";"246";"113";"4";"37";"0";"12";"7";"9";"0";"104";"7";"2";"7";"6";"4";"4";"134";"16";"4";"2";"0";"2";"0";"2";"2";"0";"174";"7";"3";"2";"2";"0";"1";"0";"2";"1";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"30";"1";"0";"1";"0";"1";"0";"0";"2";"45";"1";"1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"313";"0";"2";"2";"0";"2";"1";"2";"0";"6";"110";"1";"1";"2";"1";"61";"0";"2";"45";"3";"0";"0";"18";"2";"0";"0"
"240006";"240006";"25";"3";"1";"628";"102";"41";"67";"90";"13";"43";"195";"77";"63";"3";"15";"0";"10";"0";"8";"3";"30";"2";"2";"1";"5";"1";"0";"60";"5";"0";"1";"0";"0";"0";"0";"0";"1";"69";"2";"3";"0";"2";"2";"1";"1";"2";"2";"0";"3";"0";"0";"0";"1";"0";"0";"0";"2";"10";"0";"1";"1";"0";"1";"0";"0";"0";"32";"1";"1";"0";"2";"0";"0";"0";"0";"0";"3";"2";"0";"0";"0";"1";"0";"0";"1";"0";"189";"2";"1";"0";"0";"0";"0";"1";"0";"2";"41";"0";"0";"3";"0";"12";"0";"0";"9";"1";"0";"0";"10";"0";"1";"0"
"240007";"240007";"25";"3";"1";"2276";"370";"138";"246";"176";"58";"81";"845";"362";"244";"6";"52";"5";"24";"4";"32";"3";"94";"4";"7";"11";"10";"6";"6";"211";"16";"9";"2";"3";"0";"0";"1";"2";"2";"139";"2";"2";"3";"4";"4";"3";"2";"2";"1";"1";"6";"1";"3";"0";"0";"1";"0";"0";"2";"51";"3";"0";"0";"0";"1";"0";"0";"3";"61";"6";"3";"4";"0";"0";"1";"0";"0";"0";"3";"2";"0";"0";"0";"0";"1";"0";"0";"0";"800";"8";"11";"0";"3";"7";"3";"8";"2";"3";"161";"2";"1";"4";"1";"77";"0";"3";"46";"4";"0";"2";"55";"3";"0";"3"
"240008";"240008";"25";"3";"1";"1930";"309";"112";"178";"171";"41";"69";"709";"341";"191";"8";"55";"7";"15";"10";"21";"2";"81";"3";"7";"8";"11";"0";"2";"156";"10";"3";"4";"1";"2";"1";"0";"0";"1";"142";"2";"2";"4";"3";"2";"0";"1";"2";"0";"0";"2";"0";"2";"2";"1";"1";"2";"3";"0";"40";"0";"0";"0";"0";"0";"0";"1";"0";"47";"1";"1";"3";"2";"1";"2";"0";"0";"2";"3";"3";"0";"2";"0";"0";"2";"0";"0";"0";"665";"7";"17";"1";"4";"3";"4";"0";"3";"5";"136";"3";"1";"4";"0";"79";"0";"0";"64";"7";"0";"1";"41";"4";"1";"0"
"240009";"240009";"25";"3";"1";"1224";"193";"71";"128";"107";"36";"35";"443";"211";"128";"3";"29";"2";"10";"9";"9";"3";"54";"3";"2";"4";"7";"0";"1";"111";"9";"4";"4";"0";"0";"0";"0";"0";"0";"93";"2";"0";"3";"1";"0";"0";"2";"4";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"34";"2";"0";"0";"0";"0";"0";"0";"0";"26";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"1";"423";"5";"7";"2";"2";"0";"1";"3";"0";"0";"83";"2";"1";"4";"3";"54";"0";"1";"30";"4";"0";"1";"27";"1";"0";"0"
"250001";"250001";"24";"3";"1";"3698";"624";"236";"339";"376";"87";"132";"1229";"675";"392";"21";"95";"20";"32";"12";"46";"6";"191";"9";"3";"14";"11";"3";"5";"289";"27";"7";"3";"4";"2";"0";"0";"3";"4";"331";"7";"6";"4";"3";"1";"2";"3";"2";"0";"1";"4";"0";"2";"0";"0";"0";"4";"4";"2";"73";"4";"2";"3";"3";"0";"1";"0";"1";"91";"13";"1";"8";"1";"2";"4";"0";"0";"1";"1";"0";"1";"2";"0";"1";"4";"1";"1";"0";"1175";"13";"10";"2";"4";"1";"4";"7";"7";"6";"303";"5";"2";"5";"1";"131";"1";"1";"100";"12";"7";"0";"101";"3";"1";"2"
"250002";"250002";"24";"3";"1";"2766";"452";"157";"225";"266";"57";"111";"1049";"449";"320";"12";"49";"5";"23";"17";"21";"5";"133";"2";"2";"8";"8";"3";"1";"185";"18";"15";"1";"1";"1";"0";"0";"4";"0";"214";"4";"3";"1";"2";"2";"8";"4";"3";"0";"0";"6";"1";"5";"0";"0";"2";"4";"5";"2";"48";"2";"1";"1";"0";"2";"1";"0";"2";"67";"7";"2";"7";"2";"1";"1";"0";"2";"3";"3";"1";"1";"2";"1";"6";"1";"1";"1";"2";"1019";"12";"6";"0";"4";"3";"1";"1";"0";"3";"194";"2";"3";"4";"2";"81";"0";"4";"77";"9";"3";"1";"65";"2";"1";"1"
"250003";"250003";"24";"3";"1";"2515";"371";"166";"219";"235";"60";"97";"846";"521";"251";"5";"49";"5";"23";"6";"27";"5";"134";"6";"5";"8";"13";"0";"0";"187";"14";"5";"2";"2";"4";"0";"1";"2";"2";"186";"3";"8";"3";"2";"2";"6";"1";"2";"2";"0";"3";"1";"2";"1";"1";"3";"4";"3";"2";"51";"0";"1";"3";"0";"2";"0";"1";"2";"70";"3";"2";"3";"2";"2";"0";"2";"1";"3";"3";"3";"1";"0";"0";"1";"0";"0";"1";"0";"806";"10";"12";"2";"0";"3";"4";"3";"4";"2";"264";"4";"1";"4";"2";"97";"1";"7";"67";"5";"0";"0";"62";"1";"3";"3"
"250004";"250004";"24";"3";"1";"2686";"413";"91";"149";"312";"54";"174";"1066";"427";"281";"7";"57";"8";"22";"12";"24";"2";"74";"2";"2";"8";"4";"0";"1";"130";"8";"5";"0";"2";"2";"0";"0";"2";"0";"266";"9";"4";"2";"6";"1";"2";"4";"4";"0";"1";"4";"0";"1";"1";"0";"4";"3";"0";"0";"46";"1";"1";"0";"1";"1";"2";"0";"2";"129";"12";"1";"8";"3";"2";"2";"3";"0";"0";"1";"3";"0";"1";"0";"0";"4";"1";"1";"3";"1025";"9";"9";"4";"3";"1";"2";"2";"7";"4";"184";"2";"11";"6";"2";"88";"0";"2";"55";"5";"1";"0";"66";"1";"0";"4"
"250005";"250005";"24";"3";"1";"2706";"507";"128";"174";"325";"36";"177";"1010";"349";"365";"8";"64";"5";"23";"13";"24";"5";"102";"2";"0";"13";"5";"3";"3";"150";"16";"3";"1";"1";"0";"2";"0";"1";"0";"296";"3";"1";"1";"1";"3";"1";"1";"3";"0";"2";"4";"0";"4";"0";"0";"0";"1";"2";"2";"28";"2";"0";"0";"1";"2";"0";"0";"3";"138";"9";"1";"8";"2";"0";"2";"0";"2";"3";"1";"1";"1";"1";"0";"1";"2";"0";"3";"2";"982";"7";"7";"1";"1";"2";"1";"6";"1";"2";"171";"1";"3";"1";"1";"75";"2";"2";"41";"6";"0";"1";"40";"1";"0";"4"
"253001";"253001";"35";"5";"2";"1085";"191";"0";"69";"57";"18";"53";"553";"144";"133";"5";"15";"4";"13";"13";"8";"0";"0";"0";"0";"0";"0";"0";"0";"57";"3";"0";"2";"5";"1";"0";"0";"0";"1";"48";"2";"2";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"14";"1";"0";"0";"1";"2";"0";"0";"0";"44";"0";"1";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"528";"6";"5";"4";"0";"2";"0";"2";"0";"6";"80";"3";"0";"1";"1";"9";"0";"0";"34";"5";"0";"0";"11";"0";"0";"0"
"253002";"253002";"35";"5";"2";"2506";"383";"126";"256";"143";"66";"52";"965";"515";"246";"14";"47";"4";"31";"28";"8";"5";"108";"3";"0";"11";"3";"0";"1";"206";"20";"6";"2";"11";"1";"0";"0";"6";"4";"115";"1";"3";"1";"3";"1";"7";"0";"1";"2";"0";"0";"0";"0";"0";"0";"3";"2";"2";"2";"59";"2";"0";"2";"1";"1";"0";"0";"1";"37";"2";"0";"3";"2";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"2";"934";"4";"11";"1";"2";"2";"0";"2";"2";"7";"241";"3";"2";"6";"4";"32";"0";"4";"141";"12";"1";"1";"62";"2";"1";"3"
"253003";"253003";"35";"5";"2";"3440";"565";"173";"303";"210";"73";"134";"1341";"641";"360";"17";"77";"5";"51";"42";"7";"6";"141";"2";"7";"10";"10";"0";"3";"252";"15";"6";"2";"10";"2";"2";"2";"8";"4";"176";"3";"3";"2";"7";"3";"1";"0";"1";"1";"1";"2";"2";"1";"0";"0";"3";"0";"2";"2";"60";"2";"1";"0";"3";"2";"2";"2";"1";"96";"8";"1";"8";"5";"1";"2";"1";"1";"1";"1";"0";"2";"0";"1";"0";"2";"0";"3";"1";"1290";"15";"8";"10";"0";"3";"2";"4";"4";"5";"291";"2";"2";"7";"1";"33";"0";"7";"180";"19";"4";"2";"81";"7";"2";"3"
"253004";"253004";"35";"5";"2";"1871";"330";"95";"207";"113";"47";"45";"639";"395";"214";"9";"46";"3";"34";"16";"8";"0";"82";"0";"1";"2";"9";"1";"0";"177";"13";"2";"2";"5";"1";"1";"1";"2";"3";"89";"0";"7";"4";"1";"2";"2";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"40";"1";"1";"0";"0";"2";"2";"0";"1";"35";"2";"0";"1";"2";"0";"2";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"611";"3";"10";"6";"2";"2";"1";"3";"0";"1";"155";"2";"0";"2";"3";"28";"0";"4";"116";"15";"0";"0";"63";"3";"0";"4"
"253005";"253005";"35";"5";"2";"2831";"438";"123";"292";"185";"94";"96";"958";"645";"290";"6";"57";"8";"32";"36";"7";"2";"102";"4";"4";"6";"5";"0";"2";"239";"15";"27";"1";"6";"1";"1";"0";"1";"1";"151";"6";"8";"4";"1";"3";"1";"1";"0";"1";"1";"3";"1";"0";"1";"0";"1";"0";"2";"0";"79";"2";"1";"1";"2";"6";"0";"1";"2";"70";"10";"3";"1";"3";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"2";"1";"1";"1";"927";"13";"8";"2";"0";"0";"0";"4";"4";"0";"278";"5";"3";"4";"6";"40";"2";"3";"202";"15";"2";"0";"77";"2";"0";"6"
"253006";"253006";"35";"5";"2";"2173";"354";"94";"202";"139";"48";"71";"866";"399";"242";"4";"42";"4";"33";"18";"9";"2";"75";"2";"2";"5";"7";"1";"2";"181";"5";"5";"0";"6";"1";"1";"0";"2";"1";"116";"5";"3";"2";"4";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"2";"2";"2";"0";"44";"0";"0";"1";"2";"1";"0";"0";"0";"56";"4";"1";"1";"0";"1";"2";"1";"0";"1";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"824";"8";"13";"3";"0";"4";"3";"6";"2";"3";"196";"4";"3";"9";"5";"19";"0";"1";"87";"7";"2";"1";"62";"1";"1";"1"
"253007";"253007";"35";"5";"2";"1346";"233";"51";"75";"115";"25";"84";"601";"162";"152";"1";"25";"4";"22";"22";"3";"4";"41";"0";"1";"1";"7";"0";"1";"64";"4";"2";"2";"0";"2";"0";"0";"1";"0";"84";"4";"6";"3";"0";"4";"2";"3";"1";"0";"0";"1";"0";"2";"1";"0";"1";"0";"1";"2";"20";"0";"0";"0";"3";"1";"1";"0";"0";"60";"6";"3";"3";"2";"0";"2";"0";"2";"0";"2";"0";"1";"0";"1";"1";"0";"1";"0";"0";"560";"6";"14";"2";"0";"1";"4";"1";"3";"10";"72";"4";"0";"1";"0";"6";"0";"1";"53";"4";"3";"2";"14";"1";"0";"1"
"259001";"259001";"34";"5";"2";"1524";"248";"88";"194";"173";"34";"57";"482";"248";"137";"1";"42";"3";"46";"15";"4";"0";"70";"1";"2";"2";"9";"0";"4";"155";"5";"4";"1";"27";"0";"0";"1";"1";"0";"136";"2";"3";"4";"9";"3";"0";"2";"2";"0";"0";"1";"0";"1";"1";"0";"0";"1";"6";"2";"26";"0";"4";"0";"0";"2";"1";"0";"1";"43";"2";"0";"5";"0";"0";"0";"0";"0";"3";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"457";"5";"4";"3";"2";"2";"2";"4";"1";"2";"130";"2";"0";"2";"3";"14";"0";"1";"56";"5";"1";"0";"29";"0";"2";"3"
"259002";"259002";"34";"5";"2";"1599";"359";"76";"121";"162";"16";"98";"582";"185";"224";"3";"43";"6";"35";"26";"19";"3";"65";"1";"0";"6";"4";"0";"0";"95";"4";"3";"1";"15";"1";"1";"0";"0";"1";"131";"2";"4";"3";"4";"1";"0";"2";"2";"0";"0";"4";"0";"2";"0";"0";"0";"3";"4";"0";"14";"0";"0";"0";"0";"1";"1";"0";"0";"70";"5";"2";"6";"4";"0";"2";"1";"0";"3";"0";"1";"0";"0";"1";"2";"0";"0";"0";"1";"567";"1";"7";"1";"0";"2";"2";"0";"0";"2";"94";"2";"1";"2";"0";"9";"0";"3";"55";"4";"2";"0";"12";"0";"0";"1"
"259003";"259003";"34";"5";"2";"324";"44";"18";"53";"33";"10";"10";"97";"59";"25";"2";"9";"0";"7";"1";"0";"0";"14";"0";"0";"1";"2";"0";"1";"41";"4";"0";"2";"4";"0";"0";"0";"2";"0";"25";"1";"0";"0";"4";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"1";"0";"0";"0";"0";"0";"0";"1";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96";"0";"0";"1";"0";"0";"0";"0";"0";"0";"33";"0";"0";"1";"0";"5";"0";"0";"16";"0";"0";"0";"3";"0";"0";"1"
"259004";"259004";"34";"5";"2";"731";"111";"33";"48";"69";"28";"23";"295";"124";"72";"3";"12";"1";"15";"5";"3";"0";"25";"1";"0";"2";"4";"1";"0";"38";"2";"1";"1";"6";"0";"0";"0";"0";"0";"56";"5";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"3";"0";"0";"23";"1";"1";"2";"1";"0";"0";"0";"0";"13";"2";"1";"2";"1";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"287";"4";"1";"0";"0";"0";"0";"3";"0";"0";"65";"0";"2";"0";"0";"3";"0";"0";"29";"3";"2";"0";"20";"0";"0";"0"
"259005";"259005";"34";"5";"2";"1466";"264";"73";"114";"127";"26";"98";"577";"187";"177";"6";"21";"2";"34";"14";"7";"3";"57";"2";"0";"9";"4";"0";"1";"96";"6";"1";"0";"8";"1";"1";"0";"1";"0";"95";"1";"3";"1";"7";"1";"0";"8";"1";"0";"1";"3";"0";"0";"0";"0";"1";"2";"3";"0";"20";"0";"1";"1";"2";"1";"1";"0";"0";"70";"8";"1";"7";"1";"0";"2";"1";"0";"1";"0";"1";"0";"0";"1";"1";"2";"2";"0";"0";"550";"10";"5";"1";"0";"1";"2";"2";"4";"2";"95";"0";"1";"1";"1";"8";"0";"1";"60";"4";"0";"0";"13";"2";"0";"1"
"259006";"259006";"34";"5";"2";"1295";"222";"56";"93";"87";"23";"50";"557";"207";"134";"3";"30";"3";"23";"15";"14";"0";"38";"2";"2";"8";"4";"0";"2";"76";"2";"0";"2";"10";"0";"2";"1";"0";"0";"69";"3";"0";"0";"4";"1";"1";"0";"0";"2";"0";"1";"0";"2";"0";"0";"0";"1";"1";"2";"21";"0";"0";"1";"0";"0";"0";"1";"0";"34";"1";"0";"4";"1";"1";"0";"0";"0";"0";"2";"2";"1";"0";"0";"0";"2";"0";"2";"0";"533";"5";"5";"1";"1";"2";"2";"3";"4";"1";"97";"1";"1";"4";"1";"13";"0";"0";"64";"3";"2";"0";"19";"0";"0";"2"
"259007";"259007";"34";"5";"2";"937";"178";"33";"95";"85";"15";"49";"316";"166";"125";"2";"15";"2";"23";"4";"6";"1";"26";"1";"3";"0";"3";"0";"0";"81";"2";"3";"1";"5";"0";"0";"3";"0";"0";"68";"0";"1";"0";"4";"0";"1";"4";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"3";"1";"10";"0";"1";"0";"0";"1";"2";"0";"1";"33";"8";"1";"3";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"306";"2";"3";"0";"1";"2";"1";"1";"0";"0";"85";"0";"1";"1";"3";"10";"0";"1";"40";"4";"2";"0";"18";"0";"1";"0"
"259008";"259008";"34";"5";"2";"446";"57";"11";"45";"39";"14";"20";"176";"84";"35";"0";"7";"1";"11";"1";"1";"1";"6";"0";"0";"3";"1";"1";"0";"32";"1";"0";"2";"8";"1";"0";"0";"1";"0";"32";"1";"1";"0";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1";"10";"2";"0";"4";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"165";"4";"3";"1";"0";"1";"1";"1";"0";"0";"45";"0";"0";"0";"2";"2";"0";"0";"22";"0";"0";"0";"10";"2";"0";"1"
"259009";"259009";"34";"5";"2";"1680";"336";"81";"142";"175";"25";"89";"574";"258";"228";"7";"33";"1";"43";"15";"7";"2";"62";"3";"1";"5";"7";"1";"2";"112";"3";"8";"5";"8";"0";"1";"0";"4";"1";"155";"0";"1";"2";"4";"3";"1";"1";"2";"0";"0";"1";"0";"0";"2";"0";"2";"0";"0";"1";"23";"2";"0";"0";"0";"0";"0";"0";"0";"58";"9";"2";"2";"2";"1";"3";"1";"0";"3";"0";"2";"1";"0";"1";"0";"1";"2";"1";"0";"551";"2";"7";"3";"4";"2";"2";"0";"0";"3";"131";"2";"2";"2";"1";"11";"0";"0";"84";"8";"1";"0";"14";"1";"1";"0"
"259010";"259010";"34";"5";"2";"1715";"285";"106";"169";"174";"38";"100";"546";"297";"183";"7";"29";"3";"36";"21";"5";"1";"91";"1";"4";"1";"6";"1";"2";"130";"9";"2";"8";"17";"1";"1";"0";"1";"0";"144";"3";"3";"3";"6";"4";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"4";"2";"2";"0";"34";"0";"1";"1";"1";"0";"0";"1";"0";"67";"10";"0";"8";"2";"0";"2";"0";"0";"3";"3";"0";"1";"2";"0";"0";"1";"0";"0";"1";"521";"8";"4";"1";"2";"3";"0";"4";"1";"2";"138";"1";"0";"0";"1";"20";"0";"3";"80";"12";"0";"0";"42";"0";"0";"0"
"259011";"259011";"34";"5";"2";"1090";"178";"45";"101";"129";"11";"74";"400";"152";"103";"1";"21";"2";"30";"11";"8";"2";"36";"2";"1";"4";"0";"0";"2";"81";"2";"1";"1";"10";"0";"1";"1";"4";"0";"112";"2";"0";"0";"2";"2";"4";"0";"0";"0";"1";"3";"0";"0";"1";"0";"0";"1";"1";"0";"10";"0";"0";"0";"0";"1";"0";"0";"0";"47";"3";"2";"9";"2";"1";"3";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"3";"0";"381";"5";"5";"1";"0";"0";"0";"6";"0";"2";"60";"0";"0";"1";"2";"12";"0";"2";"48";"3";"0";"0";"23";"0";"0";"1"
"259012";"259012";"34";"5";"2";"1924";"297";"102";"209";"221";"33";"114";"637";"311";"166";"8";"44";"3";"53";"17";"3";"3";"83";"2";"0";"9";"6";"0";"2";"101";"4";"4";"1";"94";"0";"1";"2";"2";"0";"180";"4";"6";"7";"3";"0";"0";"4";"5";"0";"2";"1";"0";"1";"3";"1";"1";"0";"1";"2";"24";"2";"0";"1";"2";"1";"1";"2";"0";"88";"7";"3";"4";"2";"0";"0";"0";"1";"1";"0";"1";"3";"0";"1";"0";"0";"1";"1";"1";"615";"7";"5";"0";"2";"3";"0";"1";"1";"3";"145";"0";"7";"2";"0";"12";"0";"9";"76";"8";"0";"1";"48";"1";"0";"2"
"259013";"259013";"34";"5";"2";"1210";"159";"75";"120";"78";"20";"53";"494";"211";"96";"4";"21";"2";"20";"11";"4";"1";"59";"4";"1";"7";"3";"0";"1";"89";"4";"0";"1";"26";"0";"0";"0";"0";"0";"71";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"12";"0";"1";"0";"0";"2";"2";"1";"2";"34";"2";"3";"1";"1";"1";"4";"1";"0";"0";"0";"2";"1";"0";"0";"0";"1";"1";"0";"1";"463";"8";"11";"3";"1";"0";"4";"3";"0";"1";"102";"1";"6";"0";"1";"14";"1";"2";"60";"1";"0";"0";"20";"2";"0";"1"
"259014";"259014";"34";"5";"2";"444";"60";"19";"46";"34";"8";"23";"162";"92";"28";"2";"19";"1";"10";"0";"0";"0";"14";"0";"1";"1";"1";"0";"2";"19";"2";"3";"0";"22";"0";"0";"0";"0";"0";"32";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"1";"0";"0";"0";"13";"3";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"153";"1";"3";"0";"1";"2";"0";"1";"1";"0";"50";"0";"2";"1";"0";"2";"0";"2";"24";"1";"0";"0";"9";"0";"0";"1"
