"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1984 - Stemmeberettigede";"EV1984 - Afgivne stemmer";"EV1984 - Blanke stemmer";"EV1984 - Andre ugyldige stemmer";"EV1984 - Gyldige stemmer";"EV1984 - A. Socialdemokratiet";"EV1984 - B. Det Radikale Venstre";"EV1984 - C. Det Konservative Folkeparti";"EV1984 - F. Socialistisk Folkeparti";"EV1984 - M. Centrum-Demokraterne";"EV1984 - N. Folkebevægelsen mod EF";"EV1984 - Q. Kristeligt Folkeparti";"EV1984 - V. Venstre, Danmarks Liberale Parti";"EV1984 - Y. Venstresocialisterne";"EV1984 - Z. Fremskridtspartiet"
"427001";"427001";"56";"10";"2";"489";"266";"3";"0";"263";"35";"18";"35";"17";"21";"30";"8";"83";"3";"13"
"427002";"427002";"56";"10";"2";"1054";"597";"9";"4";"584";"123";"20";"86";"58";"31";"101";"7";"129";"6";"23"
"427003";"427003";"56";"10";"2";"400";"236";"3";"0";"233";"27";"14";"46";"8";"9";"37";"6";"79";"2";"5"
"427004";"427004";"56";"10";"2";"904";"544";"6";"0";"538";"65";"22";"90";"47";"13";"154";"12";"108";"21";"6"
"427005";"427005";"56";"10";"2";"1565";"777";"23";"0";"754";"174";"31";"122";"36";"50";"161";"9";"146";"5";"20"
"427006";"427006";"56";"10";"2";"755";"441";"7";"0";"434";"78";"15";"73";"26";"27";"87";"8";"98";"3";"19"
"427007";"427007";"56";"10";"2";"866";"455";"3";"2";"450";"56";"25";"75";"26";"30";"90";"4";"123";"3";"18"
"427008";"427008";"56";"10";"2";"545";"289";"1";"2";"286";"51";"15";"49";"20";"17";"47";"4";"76";"1";"6"
"429001";"429001";"54";"10";"2";"229";"154";"4";"0";"150";"22";"9";"30";"7";"16";"23";"2";"33";"0";"8"
"429002";"429002";"54";"10";"2";"1321";"737";"13";"3";"721";"162";"44";"182";"35";"40";"99";"17";"116";"3";"23"
"429003";"429003";"54";"10";"2";"347";"226";"6";"0";"220";"27";"12";"47";"14";"20";"29";"5";"60";"2";"4"
"429004";"429004";"54";"10";"2";"381";"200";"4";"0";"196";"28";"15";"46";"11";"21";"21";"0";"51";"0";"3"
"429005";"429005";"54";"10";"2";"179";"97";"1";"0";"96";"22";"6";"8";"2";"6";"16";"0";"32";"1";"3"
"429006";"429006";"54";"10";"2";"1805";"856";"14";"0";"842";"203";"58";"162";"49";"45";"132";"12";"139";"3";"39"
"429007";"429007";"54";"10";"2";"1571";"789";"14";"1";"774";"133";"58";"150";"30";"56";"103";"11";"185";"0";"48"
"429008";"429008";"54";"10";"2";"679";"365";"4";"0";"361";"54";"23";"74";"18";"16";"57";"9";"85";"0";"25"
"429009";"429009";"54";"10";"2";"705";"331";"0";"0";"331";"72";"31";"64";"17";"16";"46";"5";"70";"1";"9"
"429010";"429010";"54";"10";"2";"366";"219";"3";"0";"216";"26";"11";"36";"10";"12";"23";"4";"88";"0";"6"
"431001";"431001";"58";"10";"2";"78";"42";"1";"0";"41";"4";"1";"9";"0";"2";"5";"0";"20";"0";"0"
"431002";"431002";"58";"10";"2";"1478";"758";"8";"1";"749";"149";"31";"157";"38";"55";"117";"7";"169";"4";"22"
"431003";"431003";"58";"10";"2";"355";"198";"1";"0";"197";"30";"12";"33";"16";"9";"39";"2";"48";"2";"6"
"431004";"431004";"58";"10";"2";"528";"309";"4";"0";"305";"59";"16";"62";"20";"22";"61";"5";"52";"1";"7"
"431005";"431005";"58";"10";"2";"521";"270";"8";"0";"262";"44";"6";"71";"21";"20";"37";"3";"49";"0";"11"
"431006";"431006";"58";"10";"2";"3575";"1853";"20";"4";"1829";"473";"64";"506";"132";"111";"294";"20";"178";"9";"42"
"431007";"431007";"58";"10";"2";"1170";"607";"2";"4";"601";"130";"32";"103";"29";"41";"95";"13";"147";"3";"8"
"431008";"431008";"58";"10";"2";"500";"285";"2";"0";"283";"34";"21";"55";"17";"25";"28";"1";"84";"1";"17"
"431009";"431009";"58";"10";"2";"140";"97";"1";"0";"96";"3";"1";"21";"1";"10";"11";"6";"38";"0";"5"
"431010";"431010";"58";"10";"2";"816";"448";"14";"0";"434";"69";"17";"79";"35";"33";"85";"5";"98";"3";"10"
"431011";"431011";"58";"10";"2";"1713";"880";"13";"3";"864";"175";"46";"233";"52";"78";"101";"14";"129";"2";"34"
"431012";"431012";"58";"10";"2";"932";"489";"6";"1";"482";"77";"39";"95";"33";"19";"83";"7";"96";"6";"27"
"431013";"431013";"58";"10";"2";"296";"202";"4";"0";"198";"21";"9";"46";"9";"6";"35";"4";"60";"3";"5"
"431014";"431014";"58";"10";"2";"445";"240";"4";"0";"236";"48";"12";"35";"12";"17";"36";"1";"68";"4";"3"
"431102";"431102";"58";"10";"2";"331";"202";"2";"0";"200";"24";"8";"62";"3";"16";"34";"3";"44";"4";"2"
"431110";"431110";"58";"10";"2";"353";"189";"1";"0";"188";"24";"11";"52";"5";"13";"33";"2";"43";"1";"4"
"431111";"431111";"58";"10";"2";"35";"26";"1";"0";"25";"0";"0";"7";"0";"4";"2";"0";"11";"0";"1"
"431113";"431113";"58";"10";"2";"165";"86";"0";"0";"86";"6";"6";"10";"6";"2";"19";"3";"29";"1";"4"
"433001";"433001";"54";"10";"2";"796";"460";"2";"0";"458";"73";"24";"83";"25";"25";"74";"17";"123";"5";"9"
"433002";"433002";"54";"10";"2";"1686";"931";"10";"3";"918";"206";"56";"229";"65";"33";"160";"22";"117";"13";"17"
"433003";"433003";"54";"10";"2";"925";"496";"6";"4";"486";"51";"16";"119";"31";"32";"77";"12";"113";"7";"28"
"433004";"433004";"54";"10";"2";"281";"150";"0";"0";"150";"30";"8";"21";"17";"6";"22";"2";"36";"2";"6"
"433005";"433005";"54";"10";"2";"440";"261";"4";"0";"257";"36";"18";"46";"12";"21";"44";"5";"56";"4";"15"
"433105";"433105";"54";"10";"2";"177";"105";"1";"0";"104";"10";"6";"18";"3";"10";"16";"4";"34";"0";"3"
"435001";"435001";"56";"10";"2";"880";"458";"5";"5";"448";"75";"18";"65";"27";"33";"57";"7";"139";"4";"23"
"435002";"435002";"56";"10";"2";"197";"113";"3";"0";"110";"21";"3";"18";"6";"4";"12";"0";"38";"2";"6"
"435003";"435003";"56";"10";"2";"796";"396";"4";"1";"391";"76";"17";"51";"21";"21";"74";"8";"98";"4";"21"
"435004";"435004";"56";"10";"2";"280";"162";"1";"0";"161";"23";"8";"14";"9";"10";"28";"1";"54";"2";"12"
"435005";"435005";"56";"10";"2";"780";"429";"5";"0";"424";"63";"14";"90";"38";"26";"72";"5";"97";"8";"11"
"435006";"435006";"56";"10";"2";"358";"207";"3";"0";"204";"33";"9";"42";"5";"14";"29";"0";"69";"1";"2"
"435007";"435007";"56";"10";"2";"485";"280";"1";"0";"279";"25";"4";"46";"16";"15";"58";"7";"97";"2";"9"
"435008";"435008";"56";"10";"2";"428";"243";"3";"0";"240";"35";"3";"51";"17";"10";"53";"9";"43";"3";"16"
"435009";"435009";"56";"10";"2";"485";"257";"2";"1";"254";"44";"9";"40";"19";"10";"66";"1";"59";"0";"6"
"437001";"437001";"58";"10";"2";"691";"402";"2";"0";"400";"43";"18";"83";"20";"23";"45";"38";"124";"4";"2"
"437002";"437002";"58";"10";"2";"2380";"1112";"8";"1";"1103";"218";"50";"272";"42";"63";"120";"24";"276";"3";"35"
"437003";"437003";"58";"10";"2";"618";"377";"6";"0";"371";"69";"20";"59";"15";"27";"53";"7";"104";"6";"11"
"439002";"439002";"53";"10";"2";"336";"220";"0";"0";"220";"33";"11";"33";"40";"8";"37";"1";"54";"0";"3"
"439003";"439003";"53";"10";"2";"689";"470";"3";"0";"467";"103";"23";"93";"35";"20";"62";"4";"115";"4";"8"
"439004";"439004";"53";"10";"2";"265";"158";"2";"0";"156";"22";"4";"25";"24";"6";"37";"0";"31";"1";"6"
"439005";"439005";"53";"10";"2";"408";"272";"6";"0";"266";"46";"13";"48";"19";"16";"53";"2";"60";"3";"6"
"439006";"439006";"53";"10";"2";"413";"247";"2";"0";"245";"39";"12";"29";"18";"21";"43";"2";"74";"1";"6"
"439007";"439007";"53";"10";"2";"341";"210";"1";"0";"209";"34";"10";"29";"28";"21";"22";"0";"62";"1";"2"
"439008";"439008";"53";"10";"2";"640";"380";"3";"0";"377";"53";"19";"69";"28";"27";"72";"1";"97";"6";"5"
"439009";"439009";"53";"10";"2";"868";"466";"6";"0";"460";"90";"16";"94";"39";"42";"66";"10";"87";"3";"13"
"439101";"439101";"53";"10";"2";"3809";"2054";"19";"8";"2027";"385";"68";"509";"264";"138";"408";"27";"156";"3";"69"
"441001";"441001";"53";"10";"2";"787";"440";"5";"1";"434";"71";"25";"109";"33";"32";"64";"10";"76";"2";"12"
"441002";"441002";"53";"10";"2";"1038";"543";"16";"2";"525";"110";"18";"131";"28";"44";"90";"15";"58";"3";"28"
"441003";"441003";"53";"10";"2";"352";"203";"7";"0";"196";"39";"1";"43";"10";"15";"38";"6";"40";"0";"4"
"441004";"441004";"53";"10";"2";"1952";"910";"10";"1";"899";"220";"36";"194";"70";"66";"158";"13";"102";"7";"33"
"443001";"443001";"58";"10";"2";"2588";"1132";"15";"2";"1115";"148";"20";"414";"48";"104";"189";"38";"107";"14";"33"
"443002";"443002";"58";"10";"2";"374";"170";"1";"0";"169";"12";"8";"63";"7";"12";"32";"5";"23";"1";"6"
"445001";"445001";"54";"10";"2";"5128";"2799";"24";"9";"2766";"817";"114";"550";"203";"172";"615";"53";"143";"22";"77"
"445002";"445002";"54";"10";"2";"3672";"1948";"11";"5";"1932";"503";"85";"376";"144";"157";"415";"39";"156";"4";"53"
"445003";"445003";"54";"10";"2";"1263";"680";"4";"0";"676";"108";"60";"141";"24";"62";"104";"5";"154";"1";"17"
"445005";"445005";"54";"10";"2";"999";"552";"0";"0";"552";"86";"47";"96";"38";"41";"52";"33";"141";"2";"16"
"445006";"445006";"54";"10";"2";"2470";"1423";"12";"1";"1410";"254";"61";"455";"105";"94";"258";"24";"120";"6";"33"
"447001";"447001";"53";"10";"2";"4074";"1983";"26";"5";"1952";"533";"51";"256";"332";"78";"497";"12";"132";"16";"45"
"449001";"449001";"56";"10";"2";"740";"435";"3";"0";"432";"93";"19";"77";"23";"31";"61";"6";"104";"6";"12"
"449002";"449002";"56";"10";"2";"4642";"2369";"37";"6";"2326";"600";"77";"494";"301";"147";"498";"34";"119";"14";"42"
"449003";"449003";"56";"10";"2";"5309";"2926";"26";"6";"2894";"703";"71";"610";"356";"150";"692";"47";"166";"18";"81"
"449004";"449004";"56";"10";"2";"1304";"627";"13";"1";"613";"125";"12";"133";"53";"52";"128";"5";"83";"2";"20"
"449101";"449101";"56";"10";"2";"456";"283";"3";"0";"280";"53";"10";"38";"18";"17";"41";"7";"86";"4";"6"
"449103";"449103";"56";"10";"2";"202";"107";"1";"0";"106";"26";"4";"19";"14";"7";"12";"0";"14";"0";"10"
"449107";"449107";"56";"10";"2";"335";"207";"5";"1";"201";"35";"5";"27";"15";"12";"39";"1";"60";"2";"5"
"449108";"449108";"56";"10";"2";"1008";"510";"0";"2";"508";"175";"12";"81";"76";"28";"81";"7";"28";"4";"16"
"451001";"451001";"54";"10";"2";"2069";"1086";"11";"1";"1074";"261";"64";"244";"58";"79";"162";"18";"159";"7";"22"
"451002";"451002";"54";"10";"2";"957";"514";"14";"0";"500";"64";"54";"73";"29";"44";"100";"8";"103";"2";"23"
"451003";"451003";"54";"10";"2";"319";"196";"2";"0";"194";"43";"22";"23";"3";"11";"31";"5";"48";"1";"7"
"451004";"451004";"54";"10";"2";"328";"183";"3";"0";"180";"31";"21";"25";"4";"16";"21";"4";"52";"3";"3"
"451005";"451005";"54";"10";"2";"244";"140";"2";"0";"138";"19";"14";"34";"2";"7";"27";"2";"30";"0";"3"
"461001";"461001";"50";"10";"2";"7573";"3521";"41";"7";"3473";"920";"68";"510";"471";"145";"995";"55";"120";"89";"100"
"461002";"461002";"50";"10";"2";"6763";"3535";"22";"7";"3506";"1238";"63";"399";"536";"126";"877";"51";"102";"42";"72"
"461003";"461003";"50";"10";"2";"3291";"1717";"19";"3";"1695";"628";"29";"228";"255";"89";"365";"10";"42";"15";"34"
"461004";"461004";"50";"10";"2";"8077";"4158";"36";"4";"4118";"1026";"113";"1126";"347";"255";"785";"91";"229";"42";"104"
"461005";"461005";"50";"10";"2";"5998";"2705";"23";"4";"2678";"876";"72";"410";"369";"110";"626";"40";"103";"23";"49"
"461006";"461006";"50";"10";"2";"2013";"1045";"10";"1";"1034";"263";"31";"230";"112";"59";"218";"9";"74";"4";"34"
"461007";"461007";"50";"10";"2";"1946";"1002";"12";"0";"990";"232";"23";"164";"124";"75";"231";"20";"80";"6";"35"
"461008";"461008";"50";"10";"2";"357";"231";"1";"0";"230";"33";"6";"62";"13";"18";"31";"4";"59";"1";"3"
"461009";"461009";"50";"10";"2";"1814";"823";"6";"0";"817";"169";"36";"182";"89";"52";"176";"12";"75";"14";"12"
"461010";"461010";"50";"10";"2";"292";"175";"3";"0";"172";"28";"9";"34";"14";"15";"28";"1";"30";"0";"13"
"461011";"461011";"51";"10";"2";"5599";"2686";"21";"5";"2660";"526";"39";"534";"371";"116";"760";"43";"103";"99";"69"
"461012";"461012";"51";"10";"2";"9193";"4285";"28";"6";"4251";"1444";"84";"502";"740";"185";"990";"49";"128";"69";"60"
"461013";"461013";"51";"10";"2";"786";"443";"4";"0";"439";"93";"12";"72";"29";"30";"69";"7";"103";"6";"18"
"461014";"461014";"51";"10";"2";"4399";"1900";"37";"1";"1862";"565";"46";"352";"205";"86";"375";"29";"135";"16";"53"
"461015";"461015";"51";"10";"2";"341";"219";"1";"1";"217";"38";"14";"47";"7";"29";"30";"11";"31";"2";"8"
"461016";"461016";"51";"10";"2";"1506";"726";"9";"1";"716";"159";"19";"125";"99";"47";"170";"11";"63";"8";"15"
"461017";"461017";"51";"10";"2";"4918";"2581";"24";"5";"2552";"644";"82";"590";"266";"165";"556";"33";"137";"21";"58"
"461018";"461018";"51";"10";"2";"4855";"2746";"25";"2";"2719";"545";"104";"755";"246";"218";"517";"45";"193";"14";"82"
"461019";"461019";"51";"10";"2";"2620";"1299";"13";"2";"1284";"271";"61";"335";"88";"87";"229";"23";"134";"9";"47"
"461020";"461020";"51";"10";"2";"3297";"1573";"13";"2";"1558";"309";"59";"349";"150";"117";"348";"19";"164";"8";"35"
"461021";"461021";"51";"10";"2";"1614";"825";"5";"2";"818";"160";"34";"165";"87";"61";"141";"20";"121";"6";"23"
"461022";"461022";"51";"10";"2";"495";"250";"2";"0";"248";"48";"7";"51";"13";"17";"40";"1";"53";"2";"16"
"461023";"461023";"52";"10";"2";"7517";"3951";"36";"13";"3902";"648";"92";"890";"462";"219";"1072";"82";"193";"143";"101"
"461024";"461024";"52";"10";"2";"5052";"3354";"24";"4";"3326";"275";"127";"1395";"230";"267";"599";"64";"230";"73";"66"
"461025";"461025";"52";"10";"2";"5723";"2873";"22";"3";"2848";"597";"100";"651";"368";"163";"653";"44";"157";"51";"64"
"461026";"461026";"52";"10";"2";"8171";"3972";"35";"10";"3927";"826";"139";"1078";"412";"283";"710";"76";"264";"27";"112"
"461027";"461027";"52";"10";"2";"381";"231";"4";"0";"227";"39";"8";"49";"21";"11";"44";"5";"40";"1";"9"
"461028";"461028";"52";"10";"2";"2795";"1625";"18";"0";"1607";"189";"63";"547";"134";"120";"250";"35";"185";"38";"46"
"461029";"461029";"52";"10";"2";"5108";"2860";"16";"1";"2843";"643";"110";"713";"269";"196";"534";"62";"195";"31";"90"
"461030";"461030";"52";"10";"2";"5503";"2757";"13";"8";"2736";"657";"87";"693";"277";"178";"554";"46";"155";"20";"69"
"461031";"461031";"52";"10";"2";"2560";"1418";"10";"4";"1404";"163";"51";"496";"128";"132";"231";"21";"138";"16";"28"
"461032";"461032";"52";"10";"2";"689";"454";"6";"0";"448";"44";"32";"126";"19";"52";"46";"6";"107";"3";"13"
"461033";"461033";"52";"10";"2";"1935";"973";"9";"1";"963";"205";"60";"212";"102";"72";"166";"15";"97";"11";"23"
"461034";"461034";"52";"10";"2";"531";"299";"7";"1";"291";"62";"14";"65";"24";"16";"32";"3";"60";"6";"9"
"461035";"461035";"50";"10";"2";"6650";"2780";"27";"7";"2746";"979";"53";"247";"501";"92";"671";"48";"62";"39";"54"
"471001";"471001";"55";"10";"2";"600";"353";"3";"0";"350";"56";"17";"64";"18";"21";"52";"5";"106";"0";"11"
"471002";"471002";"55";"10";"2";"913";"484";"5";"0";"479";"98";"39";"68";"23";"30";"53";"14";"134";"4";"16"
"471003";"471003";"55";"10";"2";"554";"312";"3";"0";"309";"48";"11";"73";"20";"21";"49";"4";"73";"0";"10"
"471004";"471004";"55";"10";"2";"656";"316";"2";"2";"312";"45";"24";"47";"22";"21";"50";"2";"88";"3";"10"
"471007";"471007";"55";"10";"2";"550";"326";"4";"0";"322";"39";"14";"41";"34";"22";"19";"2";"147";"0";"4"
"471008";"471008";"55";"10";"2";"681";"356";"7";"0";"349";"60";"21";"41";"27";"23";"68";"0";"99";"4";"6"
"471009";"471009";"55";"10";"2";"641";"351";"2";"0";"349";"74";"14";"82";"10";"21";"25";"2";"107";"0";"14"
"471010";"471010";"55";"10";"2";"386";"205";"0";"1";"204";"34";"7";"35";"12";"9";"29";"5";"67";"0";"6"
"471106";"471106";"55";"10";"2";"3062";"1459";"6";"0";"1453";"328";"81";"302";"131";"87";"212";"30";"215";"10";"57"
"473001";"473001";"58";"10";"2";"4956";"2874";"38";"6";"2830";"538";"147";"650";"185";"216";"471";"46";"499";"19";"59"
"473002";"473002";"58";"10";"2";"540";"334";"4";"1";"329";"51";"14";"59";"15";"16";"57";"4";"99";"3";"11"
"473003";"473003";"58";"10";"2";"700";"395";"5";"1";"389";"64";"9";"106";"13";"29";"32";"6";"99";"4";"27"
"473004";"473004";"58";"10";"2";"260";"139";"1";"0";"138";"15";"4";"33";"3";"12";"23";"8";"37";"2";"1"
"473005";"473005";"58";"10";"2";"752";"372";"1";"3";"368";"48";"20";"68";"21";"25";"58";"6";"110";"3";"9"
"473006";"473006";"58";"10";"2";"468";"262";"5";"0";"257";"33";"8";"44";"9";"22";"34";"4";"90";"1";"12"
"473007";"473007";"58";"10";"2";"389";"219";"0";"3";"216";"39";"11";"28";"12";"16";"36";"2";"64";"0";"8"
"473008";"473008";"58";"10";"2";"254";"168";"5";"1";"162";"8";"10";"36";"7";"17";"19";"3";"56";"0";"6"
"475001";"475001";"57";"10";"2";"3143";"1567";"14";"6";"1547";"415";"56";"284";"163";"78";"288";"34";"175";"8";"46"
"475002";"475002";"57";"10";"2";"608";"348";"7";"1";"340";"56";"26";"49";"23";"15";"54";"9";"96";"0";"12"
"475003";"475003";"57";"10";"2";"529";"253";"3";"0";"250";"50";"11";"18";"29";"13";"32";"2";"91";"0";"4"
"475004";"475004";"57";"10";"2";"849";"352";"4";"0";"348";"71";"18";"40";"21";"22";"57";"6";"99";"3";"11"
"475005";"475005";"57";"10";"2";"178";"121";"1";"1";"119";"18";"5";"6";"7";"6";"17";"4";"48";"0";"8"
"477001";"477001";"56";"10";"2";"1651";"850";"10";"4";"836";"153";"54";"152";"54";"49";"127";"15";"197";"10";"25"
"477002";"477002";"56";"10";"2";"1787";"933";"9";"3";"921";"142";"66";"181";"75";"60";"158";"24";"162";"11";"42"
"477003";"477003";"56";"10";"2";"1710";"890";"9";"1";"880";"144";"42";"179";"56";"64";"126";"14";"225";"9";"21"
"479001";"479001";"57";"10";"2";"10512";"5434";"64";"16";"5354";"1207";"142";"1167";"546";"290";"1241";"90";"418";"106";"147"
"479002";"479002";"57";"10";"2";"2823";"1346";"8";"3";"1335";"461";"28";"184";"129";"70";"310";"22";"85";"16";"30"
"479003";"479003";"57";"10";"2";"5121";"2338";"23";"7";"2308";"634";"55";"511";"228";"101";"491";"42";"168";"22";"56"
"479004";"479004";"57";"10";"2";"896";"468";"3";"0";"465";"64";"17";"83";"30";"32";"65";"4";"148";"1";"21"
"479005";"479005";"57";"10";"2";"2797";"1475";"11";"3";"1461";"238";"51";"446";"88";"101";"253";"22";"197";"19";"46"
"479006";"479006";"57";"10";"2";"97";"66";"1";"0";"65";"5";"3";"11";"6";"4";"14";"1";"20";"0";"1"
"479007";"479007";"57";"10";"2";"1303";"743";"7";"0";"736";"71";"31";"196";"55";"48";"129";"11";"147";"25";"23"
"479008";"479008";"57";"10";"2";"840";"442";"0";"0";"442";"80";"25";"71";"36";"30";"66";"3";"102";"5";"24"
"479009";"479009";"57";"10";"2";"1789";"957";"5";"2";"950";"129";"32";"170";"89";"84";"205";"16";"174";"22";"29"
"479010";"479010";"57";"10";"2";"2330";"1222";"11";"3";"1208";"199";"35";"382";"98";"113";"189";"20";"126";"12";"34"
"479011";"479011";"57";"10";"2";"1869";"794";"14";"0";"780";"223";"27";"134";"75";"33";"142";"11";"103";"8";"24"
"481001";"481001";"57";"10";"2";"817";"410";"3";"2";"405";"96";"23";"35";"12";"39";"45";"6";"138";"1";"10"
"481002";"481002";"57";"10";"2";"1373";"666";"6";"3";"657";"99";"55";"103";"27";"43";"69";"10";"226";"3";"22"
"481003";"481003";"57";"10";"2";"528";"226";"3";"0";"223";"36";"29";"40";"12";"14";"23";"5";"58";"1";"5"
"481004";"481004";"57";"10";"2";"714";"240";"3";"1";"236";"31";"34";"55";"6";"16";"29";"2";"56";"0";"7"
"481104";"481104";"57";"10";"2";"547";"278";"2";"1";"275";"32";"25";"51";"16";"24";"35";"2";"71";"0";"19"
"483001";"483001";"55";"10";"2";"1115";"559";"5";"1";"553";"108";"27";"124";"38";"40";"69";"4";"123";"2";"18"
"483002";"483002";"55";"10";"2";"1167";"615";"5";"1";"609";"88";"30";"122";"16";"49";"78";"10";"174";"6";"36"
"483003";"483003";"55";"10";"2";"1577";"914";"17";"1";"896";"167";"46";"237";"58";"64";"127";"10";"156";"10";"21"
"483004";"483004";"55";"10";"2";"667";"389";"4";"0";"385";"61";"18";"104";"22";"19";"39";"6";"107";"1";"8"
"483005";"483005";"55";"10";"2";"1309";"803";"17";"1";"785";"164";"55";"158";"45";"48";"86";"10";"198";"3";"18"
"483006";"483006";"55";"10";"2";"2273";"1143";"17";"1";"1125";"249";"45";"270";"77";"89";"143";"8";"199";"7";"38"
"485001";"485001";"55";"10";"2";"1187";"690";"6";"0";"684";"124";"38";"135";"42";"42";"121";"28";"125";"5";"24"
"485002";"485002";"55";"10";"2";"1492";"769";"7";"1";"761";"173";"38";"191";"62";"42";"148";"13";"65";"8";"21"
"485003";"485003";"55";"10";"2";"1179";"609";"9";"4";"596";"110";"31";"125";"32";"30";"78";"23";"139";"2";"26"
"485004";"485004";"55";"10";"2";"897";"485";"3";"1";"481";"70";"25";"120";"22";"39";"64";"13";"97";"2";"29"
"485005";"485005";"55";"10";"2";"413";"226";"3";"0";"223";"52";"11";"38";"12";"5";"24";"5";"60";"5";"11"
"487001";"487001";"57";"10";"2";"306";"177";"1";"1";"175";"32";"19";"35";"8";"13";"35";"1";"31";"0";"1"
"487002";"487002";"57";"10";"2";"704";"354";"7";"2";"345";"68";"11";"71";"18";"25";"46";"9";"72";"2";"23"
"487003";"487003";"57";"10";"2";"1028";"506";"2";"0";"504";"99";"26";"96";"18";"41";"47";"13";"136";"6";"22"
"487004";"487004";"57";"10";"2";"549";"312";"2";"1";"309";"64";"14";"61";"17";"14";"42";"3";"85";"0";"9"
"487005";"487005";"57";"10";"2";"646";"368";"2";"0";"366";"61";"33";"49";"16";"20";"35";"8";"129";"2";"13"
"489001";"489001";"53";"10";"2";"1981";"1040";"16";"2";"1022";"232";"35";"217";"69";"94";"172";"17";"144";"5";"37"
"489002";"489002";"53";"10";"2";"387";"218";"2";"0";"216";"30";"5";"40";"15";"11";"32";"6";"60";"1";"16"
"489003";"489003";"53";"10";"2";"483";"262";"2";"1";"259";"43";"9";"54";"19";"12";"34";"4";"77";"1";"6"
"489004";"489004";"53";"10";"2";"733";"441";"7";"0";"434";"80";"38";"56";"30";"25";"63";"11";"116";"2";"13"
"491001";"491001";"55";"10";"2";"4213";"2077";"21";"2";"2054";"455";"48";"433";"168";"183";"396";"34";"244";"14";"79"
"493001";"493001";"58";"10";"2";"943";"513";"2";"2";"509";"91";"20";"167";"19";"47";"67";"10";"71";"5";"12"
"493002";"493002";"58";"10";"2";"808";"383";"1";"0";"382";"59";"11";"88";"8";"38";"27";"4";"121";"1";"25"
"493003";"493003";"58";"10";"2";"598";"251";"1";"1";"249";"23";"5";"39";"12";"17";"24";"5";"117";"1";"6"
"493004";"493004";"58";"10";"2";"930";"487";"2";"2";"483";"28";"8";"123";"8";"58";"34";"20";"189";"2";"13"
"493005";"493005";"58";"10";"2";"407";"178";"3";"0";"175";"14";"3";"35";"1";"18";"30";"8";"51";"1";"14"
"495001";"495001";"56";"10";"2";"179";"118";"2";"0";"116";"13";"6";"17";"8";"0";"18";"0";"51";"1";"2"
"495002";"495002";"56";"10";"2";"656";"374";"5";"0";"369";"75";"23";"73";"13";"27";"42";"10";"96";"0";"10"
"495003";"495003";"56";"10";"2";"768";"411";"7";"1";"403";"79";"28";"80";"27";"17";"58";"4";"91";"1";"18"
"495004";"495004";"56";"10";"2";"243";"157";"4";"0";"153";"28";"6";"25";"5";"7";"22";"1";"51";"4";"4"
"495005";"495005";"56";"10";"2";"246";"125";"1";"0";"124";"17";"0";"21";"7";"8";"18";"0";"47";"1";"5"
"495006";"495006";"56";"10";"2";"641";"356";"6";"0";"350";"52";"13";"86";"25";"15";"59";"7";"78";"3";"12"
"495007";"495007";"56";"10";"2";"491";"246";"1";"0";"245";"37";"7";"50";"19";"13";"37";"6";"68";"1";"7"
"495008";"495008";"56";"10";"2";"435";"258";"3";"0";"255";"29";"16";"44";"16";"19";"41";"5";"69";"3";"13"
"495009";"495009";"56";"10";"2";"233";"137";"2";"1";"134";"21";"3";"18";"8";"8";"13";"0";"60";"1";"2"
"495010";"495010";"56";"10";"2";"1095";"559";"5";"2";"552";"85";"27";"149";"24";"42";"62";"7";"139";"3";"14"
"497001";"497001";"53";"10";"2";"1257";"622";"9";"1";"612";"118";"43";"125";"32";"56";"86";"3";"132";"1";"16"
"497002";"497002";"53";"10";"2";"838";"455";"6";"0";"449";"88";"21";"91";"44";"35";"75";"7";"72";"3";"13"
