"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2009 - Stemmeberettigede";"EV2009 - Afgivne stemmer";"EV2009 - Blanke stemmer";"EV2009 - Andre ugyldige stemmer";"EV2009 - Gyldige stemmer";"EV2009 - A. Socialdemokratiet";"EV2009 - B. Det Radikale Venstre";"EV2009 - C. Det Konservative Folkeparti";"EV2009 - F. SF - Socialistisk Folkeparti";"EV2009 - I. Liberal Alliance";"EV2009 - J. JuniBevægelsen";"EV2009 - N. Folkebevægelsen mod EU";"EV2009 - O. Dansk Folkeparti";"EV2009 - V. Venstre, Danmarks Liberale Parti"
"779010";"779010";"74";"9";"3";"1166";"685";"25";"3";"657";"124";"32";"59";"61";"1";"5";"76";"94";"205"
"779011";"779011";"74";"9";"3";"1596";"869";"32";"0";"837";"160";"36";"101";"106";"3";"12";"53";"133";"233"
"779012";"779012";"74";"9";"3";"1183";"624";"28";"1";"595";"95";"20";"93";"68";"2";"4";"30";"95";"188"
"779013";"779013";"74";"9";"3";"1275";"600";"28";"1";"571";"129";"23";"54";"57";"1";"6";"28";"96";"177"
"779014";"779014";"74";"9";"3";"539";"298";"15";"0";"283";"24";"8";"38";"31";"1";"5";"23";"38";"115"
"779015";"779015";"74";"9";"3";"1097";"648";"33";"1";"614";"134";"34";"78";"59";"1";"8";"53";"74";"173"
"779016";"779016";"74";"9";"3";"480";"273";"10";"1";"262";"50";"7";"24";"27";"2";"5";"27";"39";"81"
"779017";"779017";"74";"9";"3";"643";"368";"17";"0";"351";"72";"6";"24";"27";"6";"4";"53";"38";"121"
"779018";"779018";"74";"9";"3";"271";"176";"5";"0";"171";"18";"13";"21";"15";"1";"3";"12";"24";"64"
"779019";"779019";"74";"9";"3";"775";"364";"17";"1";"346";"63";"22";"28";"40";"0";"1";"35";"48";"109"
"779020";"779020";"74";"9";"3";"687";"412";"16";"0";"396";"43";"14";"53";"54";"2";"13";"48";"69";"100"
"779021";"779021";"74";"9";"3";"702";"365";"16";"1";"348";"63";"17";"33";"49";"0";"6";"24";"56";"100"
"779022";"779022";"74";"9";"3";"501";"261";"6";"0";"255";"37";"8";"12";"24";"2";"10";"18";"39";"105"
"779023";"779023";"74";"9";"3";"297";"207";"3";"0";"204";"26";"8";"20";"19";"1";"5";"16";"21";"88"
"779024";"779024";"74";"9";"3";"1171";"708";"31";"1";"676";"108";"42";"53";"75";"3";"8";"56";"97";"234"
"779025";"779025";"74";"9";"3";"1307";"763";"36";"1";"726";"166";"40";"82";"80";"0";"7";"58";"83";"210"
"787001";"787001";"87";"10";"3";"7026";"3631";"95";"16";"3520";"914";"94";"504";"534";"10";"86";"221";"394";"763"
"787002";"787002";"87";"10";"3";"1005";"620";"24";"2";"594";"147";"13";"92";"66";"3";"7";"26";"100";"140"
"787003";"787003";"87";"10";"3";"765";"420";"10";"0";"410";"74";"9";"61";"38";"1";"12";"12";"62";"141"
"787004";"787004";"87";"10";"3";"799";"412";"6";"1";"405";"82";"13";"64";"64";"1";"16";"28";"55";"82"
"787005";"787005";"87";"10";"3";"535";"278";"10";"1";"267";"66";"4";"28";"25";"1";"7";"12";"69";"55"
"787006";"787006";"87";"10";"3";"1235";"735";"20";"3";"712";"116";"16";"140";"79";"6";"8";"28";"102";"217"
"787007";"787007";"87";"10";"3";"952";"630";"15";"0";"615";"132";"16";"88";"73";"2";"13";"19";"76";"196"
"787008";"787008";"87";"10";"3";"1112";"635";"18";"0";"617";"137";"15";"68";"95";"1";"19";"32";"78";"172"
"787009";"787009";"87";"10";"3";"498";"297";"17";"0";"280";"36";"4";"55";"30";"2";"8";"25";"51";"69"
"787010";"787010";"87";"10";"3";"1643";"875";"31";"1";"843";"198";"22";"109";"106";"0";"22";"54";"167";"165"
"787011";"787011";"87";"10";"3";"313";"202";"3";"1";"198";"23";"11";"39";"24";"0";"8";"7";"36";"50"
"787012";"787012";"87";"10";"3";"3118";"1865";"49";"4";"1812";"417";"53";"294";"256";"3";"39";"89";"260";"401"
"787013";"787013";"87";"10";"3";"337";"182";"8";"1";"173";"21";"1";"35";"30";"0";"9";"11";"33";"33"
"787014";"787014";"87";"10";"3";"462";"308";"5";"0";"303";"42";"4";"54";"41";"0";"10";"13";"44";"95"
"787015";"787015";"87";"10";"3";"928";"551";"19";"3";"529";"75";"9";"69";"88";"1";"18";"37";"69";"163"
"787016";"787016";"87";"10";"3";"880";"473";"18";"1";"454";"91";"8";"54";"44";"0";"7";"18";"71";"161"
"787017";"787017";"87";"10";"3";"1575";"680";"22";"2";"656";"151";"14";"106";"58";"2";"9";"17";"164";"135"
"787018";"787018";"87";"10";"3";"741";"407";"13";"0";"394";"70";"9";"69";"35";"1";"9";"19";"83";"99"
"787019";"787019";"87";"10";"3";"641";"358";"18";"3";"337";"77";"12";"50";"60";"1";"8";"26";"46";"57"
"787020";"787020";"87";"10";"3";"823";"448";"8";"0";"440";"84";"14";"53";"67";"1";"12";"40";"38";"131"
"787021";"787021";"87";"10";"3";"226";"141";"7";"0";"134";"27";"4";"12";"29";"1";"10";"8";"5";"38"
"787023";"787023";"87";"10";"3";"1710";"933";"27";"1";"905";"137";"26";"156";"125";"1";"24";"58";"130";"248"
"787024";"787024";"87";"10";"3";"2656";"1433";"52";"3";"1378";"255";"18";"341";"139";"2";"21";"45";"177";"380"
"787025";"787025";"87";"10";"3";"1419";"802";"27";"3";"772";"146";"31";"124";"89";"2";"26";"39";"114";"201"
"787026";"787026";"87";"10";"3";"1407";"838";"19";"0";"819";"147";"11";"192";"75";"3";"15";"40";"103";"233"
"787027";"787027";"87";"10";"3";"1006";"597";"13";"1";"583";"79";"19";"109";"86";"2";"19";"46";"74";"149"
"791001";"791001";"75";"9";"3";"2530";"1383";"33";"2";"1348";"292";"33";"172";"146";"6";"22";"80";"204";"393"
"791005";"791005";"75";"9";"3";"2418";"1690";"38";"3";"1649";"281";"75";"162";"293";"8";"45";"118";"162";"505"
"791010";"791010";"75";"9";"3";"2624";"1526";"66";"6";"1454";"292";"30";"195";"150";"4";"18";"85";"252";"428"
"791015";"791015";"75";"9";"3";"2478";"1600";"44";"2";"1554";"269";"33";"178";"179";"4";"14";"81";"191";"605"
"791020";"791020";"75";"9";"3";"1767";"994";"31";"1";"962";"191";"32";"102";"102";"4";"15";"70";"144";"302"
"791025";"791025";"75";"9";"3";"2494";"1421";"47";"4";"1370";"235";"69";"156";"140";"2";"23";"97";"194";"454"
"791030";"791030";"75";"9";"3";"1779";"1055";"41";"0";"1014";"183";"36";"101";"110";"4";"9";"68";"158";"345"
"791035";"791035";"75";"9";"3";"20376";"11541";"360";"33";"11148";"2669";"362";"1112";"1689";"59";"187";"695";"1268";"3107"
"791050";"791050";"76";"9";"3";"5390";"3278";"92";"8";"3178";"600";"116";"465";"368";"15";"55";"108";"495";"956"
"791055";"791055";"76";"9";"3";"2214";"1238";"45";"3";"1190";"288";"24";"140";"110";"4";"23";"57";"223";"321"
"791060";"791060";"76";"9";"3";"1796";"1011";"34";"1";"976";"165";"28";"98";"97";"7";"24";"57";"133";"367"
"791065";"791065";"76";"9";"3";"3495";"2053";"61";"6";"1986";"311";"39";"224";"161";"7";"35";"83";"330";"796"
"791070";"791070";"76";"9";"3";"9065";"5937";"162";"9";"5766";"1259";"272";"668";"786";"25";"101";"273";"588";"1794"
"791080";"791080";"76";"9";"3";"2560";"1567";"37";"4";"1526";"286";"43";"147";"202";"4";"28";"83";"170";"563"
"791085";"791085";"76";"9";"3";"2497";"1516";"47";"2";"1467";"328";"26";"193";"137";"6";"21";"71";"229";"456"
"791090";"791090";"76";"9";"3";"2763";"1678";"41";"5";"1632";"296";"44";"181";"145";"10";"23";"91";"175";"667"
"791095";"791095";"76";"9";"3";"2381";"1445";"42";"3";"1400";"232";"53";"158";"155";"4";"20";"56";"197";"525"
"810001";"810001";"86";"10";"3";"687";"388";"13";"1";"374";"83";"11";"49";"48";"5";"3";"23";"59";"93"
"810002";"810002";"86";"10";"3";"1526";"702";"18";"0";"684";"157";"18";"73";"99";"5";"21";"36";"137";"138"
"810003";"810003";"86";"10";"3";"3591";"1892";"65";"2";"1825";"368";"63";"269";"238";"11";"68";"108";"250";"450"
"810004";"810004";"86";"10";"3";"1038";"484";"12";"0";"472";"89";"11";"60";"45";"1";"10";"40";"74";"142"
"810005";"810005";"86";"10";"3";"2930";"1539";"44";"3";"1492";"371";"30";"198";"186";"6";"27";"76";"173";"425"
"810006";"810006";"86";"10";"3";"1113";"628";"17";"1";"610";"154";"16";"60";"76";"5";"20";"39";"69";"171"
"810007";"810007";"86";"10";"3";"292";"166";"3";"0";"163";"27";"3";"12";"18";"3";"8";"15";"15";"62"
"810008";"810008";"86";"10";"3";"393";"201";"5";"0";"196";"38";"10";"13";"23";"0";"5";"8";"31";"68"
"810010";"810010";"86";"10";"3";"9317";"4946";"157";"7";"4782";"1308";"127";"671";"609";"12";"124";"299";"598";"1034"
"810034";"810034";"86";"10";"3";"526";"278";"7";"0";"271";"49";"8";"43";"31";"0";"7";"27";"31";"75"
"810036";"810036";"86";"10";"3";"323";"181";"10";"0";"171";"26";"7";"21";"11";"1";"7";"9";"30";"59"
"810040";"810040";"86";"10";"3";"704";"420";"17";"1";"402";"90";"13";"43";"66";"0";"10";"26";"43";"111"
"810050";"810050";"86";"10";"3";"1200";"634";"25";"2";"607";"140";"26";"74";"88";"4";"21";"38";"63";"153"
"810056";"810056";"86";"10";"3";"518";"272";"8";"1";"263";"52";"8";"43";"31";"1";"6";"19";"30";"73"
"810060";"810060";"86";"10";"3";"288";"166";"5";"0";"161";"16";"7";"21";"18";"0";"3";"13";"22";"61"
"810070";"810070";"86";"10";"3";"1307";"647";"29";"0";"618";"112";"11";"87";"65";"0";"22";"43";"99";"179"
"810074";"810074";"86";"10";"3";"314";"174";"8";"0";"166";"28";"4";"30";"11";"2";"6";"15";"32";"38"
"810080";"810080";"86";"10";"3";"673";"374";"13";"1";"360";"64";"3";"42";"51";"2";"9";"36";"36";"117"
"813001";"813001";"84";"10";"3";"7026";"3039";"89";"12";"2938";"712";"68";"381";"375";"16";"108";"207";"502";"569"
"813002";"813002";"84";"10";"3";"128";"79";"1";"0";"78";"12";"0";"12";"4";"0";"4";"7";"17";"22"
"813003";"813003";"84";"10";"3";"1525";"784";"28";"0";"756";"159";"15";"100";"83";"4";"25";"29";"155";"186"
"813004";"813004";"84";"10";"3";"770";"460";"11";"1";"448";"95";"6";"49";"58";"2";"36";"39";"76";"87"
"813005";"813005";"84";"10";"3";"1312";"663";"19";"4";"640";"156";"12";"78";"70";"3";"31";"40";"131";"119"
"813006";"813006";"84";"10";"3";"1978";"1028";"24";"2";"1002";"160";"25";"186";"117";"1";"47";"43";"206";"217"
"813007";"813007";"84";"10";"3";"4755";"2177";"55";"4";"2118";"620";"51";"199";"303";"6";"74";"161";"396";"308"
"813008";"813008";"84";"10";"3";"8231";"3639";"101";"8";"3530";"1023";"68";"396";"506";"12";"117";"218";"634";"556"
"813009";"813009";"84";"10";"3";"5634";"2867";"108";"9";"2750";"764";"63";"315";"353";"11";"79";"152";"455";"558"
"813010";"813010";"84";"10";"3";"1548";"844";"20";"3";"821";"160";"13";"107";"102";"5";"37";"43";"129";"225"
"813011";"813011";"84";"10";"3";"1487";"848";"14";"4";"830";"156";"19";"119";"87";"1";"30";"32";"136";"250"
"813012";"813012";"84";"10";"3";"7127";"3647";"114";"6";"3527";"753";"111";"562";"433";"17";"86";"176";"522";"867"
"813013";"813013";"84";"10";"3";"364";"204";"6";"1";"197";"32";"5";"18";"30";"1";"5";"16";"27";"63"
"813014";"813014";"84";"10";"3";"923";"453";"19";"3";"431";"84";"8";"53";"39";"3";"11";"22";"77";"134"
"813015";"813015";"84";"10";"3";"711";"373";"11";"0";"362";"71";"15";"36";"49";"2";"12";"28";"56";"93"
"813016";"813016";"84";"10";"3";"421";"224";"9";"0";"215";"39";"3";"34";"32";"1";"8";"18";"32";"48"
"813017";"813017";"84";"10";"3";"653";"312";"11";"1";"300";"55";"5";"30";"28";"1";"8";"25";"63";"85"
"813018";"813018";"84";"10";"3";"461";"282";"9";"1";"272";"51";"9";"27";"34";"0";"9";"16";"55";"71"
"813019";"813019";"84";"10";"3";"657";"300";"7";"0";"293";"59";"4";"24";"35";"0";"16";"15";"55";"85"
"813020";"813020";"84";"10";"3";"593";"294";"7";"0";"287";"59";"5";"39";"27";"0";"9";"20";"39";"89"
"813021";"813021";"84";"10";"3";"1472";"732";"25";"1";"706";"147";"18";"100";"60";"4";"16";"53";"103";"205"
"813022";"813022";"84";"10";"3";"455";"249";"3";"4";"242";"48";"8";"27";"28";"2";"8";"20";"39";"62"
"820001";"820001";"88";"10";"3";"2524";"1191";"25";"7";"1159";"196";"21";"157";"102";"1";"20";"34";"142";"486"
"820002";"820002";"88";"10";"3";"3220";"1694";"44";"3";"1647";"244";"38";"311";"133";"4";"65";"67";"276";"509"
"820003";"820003";"88";"10";"3";"613";"334";"9";"0";"325";"43";"19";"45";"32";"1";"16";"28";"49";"92"
"820004";"820004";"88";"10";"3";"601";"340";"4";"0";"336";"47";"13";"41";"23";"0";"3";"14";"51";"144"
"820005";"820005";"88";"10";"3";"821";"472";"7";"0";"465";"89";"15";"72";"60";"0";"29";"16";"72";"112"
"820006";"820006";"88";"10";"3";"495";"278";"10";"0";"268";"60";"4";"38";"34";"1";"7";"20";"37";"67"
"820007";"820007";"88";"10";"3";"1151";"666";"17";"1";"648";"124";"8";"37";"64";"1";"10";"28";"78";"298"
"820008";"820008";"88";"10";"3";"385";"252";"6";"1";"245";"27";"3";"22";"25";"0";"2";"9";"41";"116"
"820009";"820009";"88";"10";"3";"832";"436";"13";"0";"423";"59";"7";"81";"42";"3";"16";"19";"65";"131"
"820010";"820010";"88";"10";"3";"3738";"1906";"55";"13";"1838";"421";"48";"246";"257";"6";"55";"76";"244";"485"
"820011";"820011";"88";"10";"3";"381";"180";"6";"1";"173";"42";"3";"26";"25";"0";"4";"8";"24";"41"
"820012";"820012";"88";"10";"3";"751";"370";"7";"3";"360";"45";"10";"35";"48";"0";"17";"23";"55";"127"
"820013";"820013";"88";"10";"3";"332";"172";"6";"1";"165";"17";"5";"13";"20";"0";"5";"9";"31";"65"
"820014";"820014";"88";"10";"3";"314";"183";"7";"0";"176";"22";"1";"18";"22";"0";"13";"8";"36";"56"
"820015";"820015";"88";"10";"3";"1225";"639";"28";"0";"611";"107";"23";"60";"144";"1";"31";"46";"76";"123"
"820016";"820016";"88";"10";"3";"781";"427";"19";"0";"408";"54";"10";"38";"51";"1";"12";"12";"80";"150"
"820017";"820017";"88";"10";"3";"6411";"3611";"106";"4";"3501";"672";"85";"709";"309";"15";"199";"132";"510";"870"
"820018";"820018";"88";"10";"3";"889";"472";"16";"3";"453";"75";"11";"83";"33";"5";"10";"23";"69";"144"
"820019";"820019";"88";"10";"3";"455";"272";"12";"0";"260";"35";"8";"46";"16";"0";"32";"13";"41";"69"
"820020";"820020";"88";"10";"3";"1157";"567";"16";"2";"549";"74";"10";"113";"42";"3";"54";"27";"87";"139"
"820021";"820021";"88";"10";"3";"247";"149";"3";"1";"145";"19";"3";"17";"8";"1";"14";"4";"20";"59"
"820022";"820022";"88";"10";"3";"324";"187";"6";"2";"179";"21";"8";"33";"11";"0";"15";"3";"20";"68"
"820023";"820023";"88";"10";"3";"656";"396";"14";"2";"380";"50";"10";"67";"49";"2";"33";"18";"53";"98"
"825005";"825005";"84";"10";"3";"565";"289";"8";"0";"281";"33";"5";"27";"36";"3";"7";"27";"56";"87"
"825015";"825015";"84";"10";"3";"684";"354";"6";"1";"347";"91";"11";"22";"31";"1";"10";"32";"69";"80"
"825020";"825020";"84";"10";"3";"366";"181";"8";"1";"172";"30";"1";"27";"26";"0";"7";"13";"31";"37"
"840001";"840001";"88";"10";"3";"5804";"3489";"122";"8";"3359";"642";"115";"488";"445";"25";"78";"142";"522";"902"
"840002";"840002";"88";"10";"3";"3050";"2126";"39";"2";"2085";"417";"114";"243";"447";"6";"78";"137";"206";"437"
"840003";"840003";"88";"10";"3";"1751";"1109";"31";"2";"1076";"297";"12";"130";"162";"5";"24";"53";"149";"244"
"840004";"840004";"88";"10";"3";"2063";"1165";"36";"3";"1126";"215";"32";"144";"153";"8";"41";"57";"148";"328"
"840005";"840005";"88";"10";"3";"2198";"1258";"36";"2";"1220";"211";"38";"187";"141";"1";"34";"60";"168";"380"
"840006";"840006";"88";"10";"3";"989";"520";"21";"2";"497";"88";"13";"79";"54";"1";"15";"22";"59";"166"
"840007";"840007";"88";"10";"3";"1386";"868";"24";"2";"842";"146";"40";"123";"144";"9";"26";"34";"94";"226"
"840008";"840008";"88";"10";"3";"1276";"715";"18";"1";"696";"179";"21";"79";"101";"2";"30";"42";"88";"154"
"840009";"840009";"88";"10";"3";"729";"435";"11";"1";"423";"77";"13";"54";"44";"2";"12";"19";"80";"122"
"840010";"840010";"88";"10";"3";"1166";"627";"18";"0";"609";"142";"17";"75";"76";"6";"33";"36";"88";"136"
"840011";"840011";"88";"10";"3";"536";"337";"15";"1";"321";"41";"9";"40";"59";"0";"21";"12";"35";"104"
"846001";"846001";"89";"10";"3";"403";"249";"8";"1";"240";"27";"7";"25";"34";"1";"4";"11";"31";"100"
"846002";"846002";"89";"10";"3";"1848";"983";"31";"2";"950";"252";"19";"115";"139";"1";"24";"72";"185";"143"
"846003";"846003";"89";"10";"3";"3124";"1807";"46";"8";"1753";"282";"49";"317";"243";"9";"39";"85";"289";"440"
"846004";"846004";"89";"10";"3";"1957";"1076";"25";"1";"1050";"326";"38";"148";"136";"5";"28";"51";"99";"219"
"846005";"846005";"89";"10";"3";"834";"417";"19";"0";"398";"92";"13";"42";"74";"1";"9";"24";"53";"90"
"846006";"846006";"89";"10";"3";"566";"336";"11";"0";"325";"58";"9";"29";"55";"3";"8";"15";"47";"101"
"846007";"846007";"89";"10";"3";"621";"381";"7";"2";"372";"80";"4";"42";"58";"0";"15";"26";"44";"103"
"846008";"846008";"89";"10";"3";"1017";"618";"15";"0";"603";"114";"20";"98";"69";"4";"9";"23";"85";"181"
"846009";"846009";"89";"10";"3";"938";"497";"17";"0";"480";"86";"11";"85";"44";"3";"8";"32";"76";"135"
"846010";"846010";"89";"10";"3";"322";"176";"8";"0";"168";"44";"7";"17";"15";"1";"7";"9";"27";"41"
"846011";"846011";"89";"10";"3";"4439";"2505";"80";"6";"2419";"538";"56";"381";"271";"12";"68";"133";"416";"544"
"846012";"846012";"89";"10";"3";"577";"352";"18";"0";"334";"90";"6";"53";"47";"2";"5";"17";"56";"58"
"846013";"846013";"89";"10";"3";"476";"271";"10";"1";"260";"74";"2";"37";"36";"1";"4";"11";"33";"62"
"846014";"846014";"89";"10";"3";"509";"262";"7";"2";"253";"70";"6";"24";"25";"2";"7";"15";"31";"73"
"846015";"846015";"89";"10";"3";"330";"197";"7";"0";"190";"34";"7";"29";"31";"2";"4";"6";"40";"37"
"846016";"846016";"89";"10";"3";"193";"116";"5";"0";"111";"24";"2";"17";"14";"1";"3";"8";"17";"25"
"846018";"846018";"89";"10";"3";"1085";"557";"17";"2";"538";"112";"16";"72";"62";"1";"15";"32";"81";"147"
"846019";"846019";"89";"10";"3";"807";"456";"11";"0";"445";"103";"12";"59";"51";"0";"4";"19";"67";"130"
"846020";"846020";"89";"10";"3";"1456";"954";"44";"3";"907";"209";"22";"137";"125";"1";"22";"44";"134";"213"
"846021";"846021";"89";"10";"3";"405";"241";"15";"0";"226";"46";"6";"26";"31";"0";"5";"17";"25";"70"
"846022";"846022";"89";"10";"3";"724";"380";"19";"2";"359";"72";"9";"61";"39";"0";"11";"20";"52";"95"
"846023";"846023";"89";"10";"3";"490";"310";"16";"0";"294";"39";"4";"39";"34";"2";"13";"14";"63";"86"
"846024";"846024";"89";"10";"3";"390";"275";"8";"0";"267";"43";"9";"34";"37";"0";"11";"25";"44";"64"
"846025";"846025";"89";"10";"3";"350";"236";"11";"0";"225";"26";"3";"24";"38";"1";"7";"5";"33";"88"
"846026";"846026";"89";"10";"3";"289";"201";"4";"0";"197";"30";"1";"26";"26";"3";"5";"10";"29";"67"
"846027";"846027";"89";"10";"3";"7574";"4003";"110";"4";"3889";"932";"136";"570";"546";"23";"124";"212";"514";"832"
"849001";"849001";"86";"10";"3";"4109";"2344";"51";"4";"2289";"583";"52";"329";"265";"15";"56";"137";"275";"577"
"849002";"849002";"86";"10";"3";"1482";"812";"21";"1";"790";"233";"14";"89";"87";"1";"20";"43";"132";"171"
"849003";"849003";"86";"10";"3";"1102";"664";"15";"0";"649";"223";"18";"70";"70";"2";"13";"35";"84";"134"
"849004";"849004";"86";"10";"3";"1020";"596";"18";"0";"578";"187";"11";"56";"58";"2";"12";"29";"77";"146"
"849005";"849005";"86";"10";"3";"897";"586";"16";"1";"569";"138";"17";"82";"71";"6";"16";"31";"68";"140"
"849006";"849006";"86";"10";"3";"575";"327";"13";"0";"314";"58";"16";"44";"40";"0";"9";"30";"50";"67"
"849007";"849007";"86";"10";"3";"509";"306";"8";"2";"296";"72";"4";"29";"33";"0";"11";"19";"45";"83"
"849008";"849008";"86";"10";"3";"2408";"1336";"27";"3";"1306";"576";"25";"140";"82";"2";"22";"60";"121";"278"
"849009";"849009";"86";"10";"3";"1155";"645";"13";"2";"630";"240";"13";"79";"42";"0";"13";"35";"77";"131"
"849010";"849010";"86";"10";"3";"534";"299";"4";"0";"295";"98";"3";"32";"33";"2";"8";"19";"43";"57"
"849011";"849011";"86";"10";"3";"878";"520";"7";"1";"512";"158";"12";"51";"78";"2";"11";"34";"66";"100"
"849012";"849012";"86";"10";"3";"1273";"749";"15";"1";"733";"246";"12";"67";"69";"1";"22";"41";"98";"177"
"849013";"849013";"86";"10";"3";"3333";"1796";"52";"8";"1736";"477";"43";"224";"172";"6";"35";"89";"254";"436"
"849014";"849014";"86";"10";"3";"1063";"547";"16";"2";"529";"103";"11";"72";"62";"1";"10";"29";"69";"172"
"849015";"849015";"86";"10";"3";"817";"418";"20";"3";"395";"92";"15";"45";"34";"5";"19";"11";"74";"100"
"849016";"849016";"86";"10";"3";"970";"497";"17";"1";"479";"110";"6";"57";"59";"1";"17";"30";"74";"125"
"849018";"849018";"86";"10";"3";"2467";"1249";"33";"1";"1215";"361";"31";"146";"119";"5";"30";"114";"150";"259"
"849019";"849019";"86";"10";"3";"2294";"1025";"32";"2";"991";"330";"23";"80";"103";"4";"21";"142";"146";"142"
"849020";"849020";"86";"10";"3";"1197";"708";"20";"2";"686";"122";"16";"112";"84";"2";"19";"49";"124";"158"
"849021";"849021";"86";"10";"3";"1051";"596";"9";"1";"586";"106";"18";"81";"66";"2";"16";"52";"94";"151"
"851001";"851001";"92";"10";"3";"4017";"1998";"69";"5";"1924";"499";"67";"197";"358";"17";"71";"164";"258";"293"
"851002";"851002";"92";"10";"3";"1950";"964";"40";"1";"923";"240";"42";"91";"182";"5";"34";"101";"117";"111"
"851003";"851003";"92";"10";"3";"4598";"2370";"93";"7";"2270";"653";"70";"218";"391";"9";"87";"192";"344";"306"
"851004";"851004";"92";"10";"3";"3748";"1943";"54";"6";"1883";"590";"42";"195";"236";"8";"58";"141";"338";"275"
"851005";"851005";"92";"10";"3";"2251";"885";"33";"3";"849";"315";"24";"63";"122";"4";"18";"68";"136";"99"
"851006";"851006";"92";"10";"3";"868";"540";"8";"5";"527";"137";"15";"59";"88";"3";"10";"32";"78";"105"
"851007";"851007";"92";"10";"3";"2152";"1228";"55";"1";"1172";"306";"28";"165";"128";"3";"27";"83";"197";"235"
"851008";"851008";"92";"10";"3";"2037";"1260";"38";"6";"1216";"256";"40";"168";"156";"6";"30";"64";"176";"320"
"851009";"851009";"92";"10";"3";"1620";"871";"34";"4";"833";"221";"21";"92";"103";"6";"18";"71";"107";"194"
"851010";"851010";"92";"10";"3";"1345";"707";"26";"1";"680";"176";"14";"74";"66";"4";"27";"40";"94";"185"
"851011";"851011";"92";"10";"3";"3477";"2088";"46";"8";"2034";"448";"62";"235";"331";"6";"60";"126";"219";"547"
"851012";"851012";"92";"10";"3";"958";"522";"15";"2";"505";"118";"20";"62";"73";"1";"16";"37";"65";"113"
"851013";"851013";"91";"10";"3";"934";"541";"16";"2";"523";"122";"20";"51";"82";"2";"14";"27";"77";"128"
"851014";"851014";"91";"10";"3";"3823";"1960";"73";"6";"1881";"549";"54";"175";"414";"16";"63";"196";"223";"191"
"851015";"851015";"91";"10";"3";"6011";"3083";"140";"3";"2940";"715";"164";"354";"648";"27";"93";"272";"264";"403"
"851016";"851016";"92";"10";"3";"4693";"2447";"86";"5";"2356";"462";"161";"326";"485";"26";"96";"173";"205";"422"
"851017";"851017";"91";"10";"3";"4815";"2636";"85";"6";"2545";"639";"115";"311";"508";"17";"89";"209";"303";"354"
"851018";"851018";"91";"10";"3";"3855";"2076";"60";"5";"2011";"474";"45";"303";"272";"12";"65";"120";"318";"402"
"851019";"851019";"91";"10";"3";"4884";"2970";"85";"9";"2876";"640";"120";"437";"527";"16";"102";"173";"297";"564"
"851020";"851020";"91";"10";"3";"4118";"2726";"73";"7";"2646";"376";"157";"498";"384";"14";"75";"133";"289";"720"
"851021";"851021";"91";"10";"3";"766";"440";"18";"0";"422";"76";"12";"37";"95";"1";"27";"34";"57";"83"
"851022";"851022";"91";"10";"3";"1981";"1201";"36";"3";"1162";"233";"44";"197";"121";"12";"22";"40";"151";"342"
"851023";"851023";"91";"10";"3";"1218";"749";"26";"3";"720";"162";"21";"89";"111";"6";"20";"46";"116";"149"
"851024";"851024";"91";"10";"3";"3762";"2082";"68";"2";"2012";"502";"62";"309";"249";"8";"58";"103";"294";"427"
"851025";"851025";"91";"10";"3";"429";"252";"8";"0";"244";"57";"6";"40";"35";"3";"10";"11";"37";"45"
"851026";"851026";"92";"10";"3";"4520";"2545";"107";"9";"2429";"532";"182";"306";"578";"32";"80";"185";"212";"322"
"851027";"851027";"90";"10";"3";"7870";"3947";"184";"9";"3754";"981";"196";"456";"781";"37";"108";"258";"453";"484"
"851028";"851028";"91";"10";"3";"1354";"895";"22";"6";"867";"185";"51";"90";"196";"4";"43";"65";"93";"140"
"851029";"851029";"90";"10";"3";"6462";"3317";"126";"12";"3179";"877";"133";"271";"609";"19";"137";"294";"461";"378"
"851030";"851030";"90";"10";"3";"3807";"1949";"60";"9";"1880";"527";"71";"158";"397";"8";"90";"162";"277";"190"
"851031";"851031";"90";"10";"3";"5844";"3081";"99";"9";"2973";"814";"103";"282";"593";"16";"133";"275";"400";"357"
"851032";"851032";"90";"10";"3";"3001";"1568";"42";"6";"1520";"400";"46";"180";"270";"6";"49";"146";"224";"199"
"851033";"851033";"90";"10";"3";"3136";"1928";"55";"3";"1870";"476";"63";"238";"250";"9";"64";"103";"247";"420"
"851034";"851034";"90";"10";"3";"6200";"3820";"107";"14";"3699";"828";"145";"512";"596";"24";"112";"228";"516";"738"
"851035";"851035";"90";"10";"3";"5642";"3397";"118";"9";"3270";"719";"215";"390";"671";"30";"125";"182";"316";"622"
"851036";"851036";"90";"10";"3";"1074";"623";"18";"1";"604";"121";"20";"55";"119";"5";"28";"45";"74";"137"
"851037";"851037";"91";"10";"3";"960";"563";"13";"1";"549";"154";"9";"76";"53";"1";"20";"38";"98";"100"
"851038";"851038";"91";"10";"3";"735";"436";"21";"0";"415";"76";"16";"56";"61";"3";"10";"23";"61";"109"
"851039";"851039";"91";"10";"3";"390";"235";"9";"0";"226";"36";"7";"33";"38";"1";"13";"7";"40";"51"
"851040";"851040";"90";"10";"3";"5522";"2410";"70";"6";"2334";"709";"92";"187";"483";"12";"107";"210";"320";"214"
"851041";"851041";"92";"10";"3";"1598";"874";"36";"1";"837";"215";"14";"74";"100";"4";"40";"56";"128";"206"
