"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1990 - Stemmeberettigede";"FV1990 - Afgivne stemmer";"FV1990 - Blanke stemmer";"FV1990 - Andre ugyldige stemmer";"FV1990 - Gyldige stemmer";"FV1990 - A. Socialdemokratiet";"FV1990 - B. Det Radikale Venstre";"FV1990 - C. Det Konservative Folkeparti";"FV1990 - D. Centrum-Demokraterne";"FV1990 - E. Danmarks Retsforbund";"FV1990 - F. Socialistisk Folkeparti";"FV1990 - G. De Grønne";"FV1990 - H. Det Humanistiske Parti";"FV1990 - P. Fælles Kurs";"FV1990 - Q. Kristeligt Folkeparti";"FV1990 - V. Venstre, Danmarks Liberale Parti";"FV1990 - Z. Fremskridtspartiet";"FV1990 - Ø. Enhedslisten";"FV1990 - 1. Uden for partierne";"FV1990 - 2. Uden for partierne"
"565004";"565004";"69";"12";"3";"699";"572";"2";"0";"570";"83";"9";"83";"27";"0";"9";"1";"-";"4";"48";"212";"94";"0";"-";"-"
"565005";"565005";"69";"12";"3";"793";"656";"1";"0";"655";"107";"16";"66";"28";"6";"19";"2";"-";"5";"35";"264";"100";"7";"-";"-"
"567001";"567001";"68";"12";"3";"654";"552";"2";"1";"549";"91";"19";"78";"32";"2";"21";"1";"-";"0";"28";"225";"51";"1";"-";"-"
"567002";"567002";"68";"12";"3";"1192";"1010";"6";"1";"1003";"229";"33";"92";"29";"1";"34";"1";"-";"4";"84";"367";"127";"2";"-";"-"
"567003";"567003";"68";"12";"3";"551";"474";"5";"1";"468";"55";"12";"60";"7";"0";"15";"2";"-";"11";"16";"215";"74";"1";"-";"-"
"567004";"567004";"68";"12";"3";"973";"829";"6";"0";"823";"145";"29";"129";"42";"3";"21";"1";"-";"7";"31";"314";"100";"1";"-";"-"
"567005";"567005";"68";"12";"3";"720";"632";"5";"0";"627";"124";"24";"80";"37";"0";"12";"2";"-";"5";"16";"276";"51";"0";"-";"-"
"567006";"567006";"68";"12";"3";"810";"652";"3";"3";"646";"105";"31";"86";"26";"2";"25";"0";"-";"4";"42";"230";"92";"3";"-";"-"
"567007";"567007";"68";"12";"3";"1101";"980";"6";"0";"974";"184";"34";"127";"35";"8";"32";"4";"-";"4";"25";"426";"89";"6";"-";"-"
"569002";"569002";"69";"12";"3";"431";"373";"2";"1";"370";"74";"9";"53";"13";"1";"10";"2";"-";"4";"5";"158";"40";"1";"-";"-"
"569003";"569003";"69";"12";"3";"281";"223";"1";"0";"222";"58";"6";"23";"9";"2";"1";"4";"-";"11";"3";"64";"39";"2";"-";"-"
"569004";"569004";"69";"12";"3";"222";"184";"0";"0";"184";"42";"5";"14";"2";"2";"4";"0";"-";"0";"3";"88";"24";"0";"-";"-"
"569005";"569005";"69";"12";"3";"960";"842";"2";"2";"838";"149";"18";"71";"30";"11";"21";"4";"-";"14";"43";"386";"88";"3";"-";"-"
"569006";"569006";"69";"12";"3";"434";"365";"0";"0";"365";"63";"15";"51";"18";"2";"13";"1";"-";"4";"17";"128";"50";"3";"-";"-"
"569101";"569101";"69";"12";"3";"1598";"1305";"6";"3";"1296";"343";"49";"172";"56";"3";"49";"3";"-";"16";"39";"416";"137";"13";"-";"-"
"569102";"569102";"69";"12";"3";"1199";"973";"8";"2";"963";"301";"34";"103";"49";"2";"41";"3";"-";"18";"36";"252";"122";"2";"-";"-"
"571001";"571001";"68";"12";"3";"6460";"5157";"57";"10";"5090";"1779";"178";"776";"243";"34";"564";"51";"-";"75";"95";"817";"372";"106";"-";"-"
"571002";"571002";"68";"12";"3";"574";"486";"5";"0";"481";"130";"13";"51";"31";"3";"23";"3";"-";"5";"15";"171";"33";"3";"-";"-"
"571003";"571003";"68";"12";"3";"229";"202";"1";"0";"201";"44";"6";"32";"7";"2";"3";"2";"-";"6";"3";"74";"22";"0";"-";"-"
"571004";"571004";"68";"12";"3";"1624";"1332";"9";"1";"1322";"385";"55";"170";"74";"19";"73";"10";"-";"21";"27";"357";"120";"11";"-";"-"
"571005";"571005";"68";"12";"3";"1387";"1167";"10";"2";"1155";"306";"37";"174";"55";"9";"45";"3";"-";"16";"38";"330";"139";"3";"-";"-"
"571006";"571006";"68";"12";"3";"227";"203";"0";"0";"203";"21";"7";"23";"8";"0";"7";"0";"-";"1";"3";"103";"28";"2";"-";"-"
"571007";"571007";"68";"12";"3";"68";"48";"0";"0";"48";"14";"5";"4";"2";"0";"1";"0";"-";"2";"1";"17";"1";"1";"-";"-"
"571008";"571008";"68";"12";"3";"177";"160";"1";"0";"159";"26";"7";"11";"4";"0";"7";"2";"-";"3";"0";"77";"20";"2";"-";"-"
"571009";"571009";"68";"12";"3";"481";"394";"3";"1";"390";"85";"23";"44";"11";"2";"8";"5";"-";"4";"18";"140";"48";"2";"-";"-"
"571010";"571010";"68";"12";"3";"547";"437";"1";"0";"436";"88";"12";"55";"17";"4";"22";"2";"-";"10";"3";"163";"58";"2";"-";"-"
"571011";"571011";"68";"12";"3";"404";"339";"3";"0";"336";"69";"11";"37";"6";"0";"5";"1";"-";"8";"16";"121";"59";"3";"-";"-"
"571013";"571013";"68";"12";"3";"502";"416";"2";"0";"414";"107";"11";"58";"15";"2";"26";"3";"-";"10";"7";"128";"43";"4";"-";"-"
"571014";"571014";"68";"12";"3";"707";"629";"9";"1";"619";"193";"36";"91";"53";"8";"42";"2";"-";"11";"12";"113";"51";"7";"-";"-"
"573001";"573001";"66";"12";"3";"9525";"7776";"58";"16";"7702";"2808";"189";"1368";"391";"31";"339";"50";"-";"106";"165";"1747";"470";"38";"-";"-"
"573006";"573006";"66";"12";"3";"691";"595";"5";"0";"590";"72";"26";"74";"23";"3";"21";"2";"-";"4";"22";"274";"67";"2";"-";"-"
"573007";"573007";"66";"12";"3";"994";"853";"7";"1";"845";"262";"17";"105";"47";"10";"22";"3";"-";"11";"18";"274";"67";"9";"-";"-"
"573008";"573008";"66";"12";"3";"908";"778";"4";"3";"771";"121";"21";"86";"26";"0";"17";"2";"-";"7";"16";"375";"97";"3";"-";"-"
"573009";"573009";"66";"12";"3";"985";"835";"11";"3";"821";"181";"18";"137";"36";"1";"27";"4";"-";"7";"29";"299";"81";"1";"-";"-"
"573011";"573011";"66";"12";"3";"573";"506";"3";"2";"501";"120";"10";"57";"25";"1";"22";"6";"-";"10";"16";"195";"36";"3";"-";"-"
"573012";"573012";"66";"12";"3";"800";"708";"5";"2";"701";"166";"30";"107";"24";"6";"30";"5";"-";"5";"23";"238";"65";"2";"-";"-"
"575001";"575001";"69";"12";"3";"6429";"5186";"33";"4";"5149";"1776";"167";"1013";"272";"25";"254";"24";"-";"55";"113";"1088";"347";"15";"-";"-"
"575002";"575002";"69";"12";"3";"504";"452";"4";"0";"448";"117";"16";"35";"12";"5";"21";"1";"-";"6";"12";"162";"56";"5";"-";"-"
"575003";"575003";"69";"12";"3";"1317";"1134";"8";"2";"1124";"293";"63";"147";"46";"15";"91";"6";"-";"16";"14";"350";"67";"16";"-";"-"
"575004";"575004";"69";"12";"3";"1076";"896";"5";"1";"890";"214";"35";"115";"44";"2";"48";"7";"-";"16";"50";"255";"96";"8";"-";"-"
"575005";"575005";"69";"12";"3";"1081";"915";"5";"1";"909";"285";"25";"126";"33";"2";"43";"13";"-";"24";"43";"235";"77";"3";"-";"-"
"575006";"575006";"69";"12";"3";"1164";"932";"7";"2";"923";"251";"33";"150";"42";"5";"23";"2";"-";"14";"26";"281";"91";"5";"-";"-"
"575007";"575007";"69";"12";"3";"254";"220";"1";"0";"219";"46";"6";"23";"5";"1";"11";"2";"-";"3";"4";"97";"18";"3";"-";"-"
"575008";"575008";"69";"12";"3";"177";"138";"2";"0";"136";"39";"3";"17";"6";"1";"5";"0";"-";"6";"3";"37";"18";"1";"-";"-"
"577001";"577001";"66";"12";"3";"3998";"3396";"22";"6";"3368";"614";"151";"489";"136";"11";"74";"11";"-";"28";"321";"1204";"323";"6";"-";"-"
"577002";"577002";"66";"12";"3";"274";"236";"2";"1";"233";"28";"11";"29";"4";"0";"10";"1";"-";"3";"10";"116";"20";"1";"-";"-"
"577003";"577003";"66";"12";"3";"1221";"1030";"6";"1";"1023";"233";"31";"136";"41";"2";"32";"1";"-";"20";"43";"380";"102";"2";"-";"-"
"577004";"577004";"66";"12";"3";"357";"300";"2";"0";"298";"88";"12";"26";"10";"0";"5";"2";"-";"20";"30";"82";"22";"1";"-";"-"
"577005";"577005";"66";"12";"3";"261";"226";"1";"0";"225";"33";"13";"22";"1";"1";"5";"1";"-";"2";"10";"112";"23";"2";"-";"-"
"577006";"577006";"66";"12";"3";"1425";"1141";"9";"3";"1129";"337";"35";"164";"51";"3";"33";"6";"-";"9";"94";"274";"121";"2";"-";"-"
"577007";"577007";"66";"12";"3";"670";"587";"2";"0";"585";"78";"22";"77";"19";"8";"8";"3";"-";"7";"66";"232";"62";"3";"-";"-"
"601001";"601001";"73";"13";"3";"2587";"2170";"13";"6";"2151";"631";"87";"393";"126";"3";"92";"21";"-";"12";"106";"435";"238";"7";"-";"-"
"601002";"601002";"73";"13";"3";"560";"465";"8";"3";"454";"94";"11";"52";"22";"3";"26";"3";"-";"9";"23";"127";"75";"9";"-";"-"
"601003";"601003";"73";"13";"3";"713";"629";"5";"1";"623";"180";"17";"76";"33";"3";"33";"2";"-";"8";"22";"182";"61";"6";"-";"-"
"601004";"601004";"73";"13";"3";"637";"546";"3";"0";"543";"151";"23";"74";"15";"3";"21";"4";"-";"6";"22";"142";"80";"2";"-";"-"
"601005";"601005";"73";"13";"3";"670";"571";"8";"1";"562";"153";"21";"78";"33";"4";"41";"5";"-";"5";"5";"131";"75";"11";"-";"-"
"601006";"601006";"73";"13";"3";"561";"482";"3";"0";"479";"135";"19";"71";"33";"3";"30";"5";"-";"9";"14";"94";"63";"3";"-";"-"
"601007";"601007";"73";"13";"3";"546";"466";"2";"2";"462";"85";"23";"57";"23";"5";"52";"13";"-";"4";"14";"115";"61";"10";"-";"-"
"603001";"603001";"70";"13";"3";"1996";"1445";"11";"3";"1431";"640";"38";"178";"66";"18";"140";"5";"-";"15";"48";"179";"95";"9";"-";"-"
"603002";"603002";"70";"13";"3";"3177";"2635";"17";"3";"2615";"902";"69";"432";"148";"13";"149";"16";"-";"23";"156";"487";"206";"14";"-";"-"
"603003";"603003";"70";"13";"3";"1278";"1130";"4";"3";"1123";"349";"29";"166";"86";"9";"59";"13";"-";"14";"88";"211";"97";"2";"-";"-"
"603004";"603004";"70";"13";"3";"1146";"990";"5";"4";"981";"275";"29";"113";"53";"7";"45";"9";"-";"14";"78";"278";"80";"0";"-";"-"
"605001";"605001";"73";"13";"3";"1383";"1191";"7";"2";"1182";"322";"51";"173";"98";"1";"45";"7";"-";"11";"35";"327";"110";"2";"-";"-"
"605003";"605003";"73";"13";"3";"674";"601";"0";"0";"601";"199";"26";"79";"28";"2";"23";"1";"-";"7";"21";"151";"64";"0";"-";"-"
"605004";"605004";"73";"13";"3";"1251";"1078";"5";"1";"1072";"216";"39";"172";"63";"5";"42";"10";"-";"12";"29";"375";"104";"5";"-";"-"
"605005";"605005";"73";"13";"3";"1199";"1004";"2";"4";"998";"301";"39";"122";"52";"5";"49";"6";"-";"10";"44";"237";"123";"10";"-";"-"
"605006";"605006";"73";"13";"3";"904";"785";"8";"2";"775";"192";"41";"157";"62";"4";"56";"2";"-";"8";"21";"159";"69";"4";"-";"-"
"605007";"605007";"73";"13";"3";"1254";"1091";"4";"2";"1085";"374";"45";"146";"64";"11";"58";"11";"-";"12";"30";"262";"68";"4";"-";"-"
"605008";"605008";"73";"13";"3";"1381";"1165";"7";"0";"1158";"338";"54";"155";"70";"16";"70";"17";"-";"13";"38";"278";"100";"9";"-";"-"
"605103";"605103";"73";"13";"3";"1117";"949";"9";"0";"940";"175";"55";"164";"64";"5";"43";"9";"-";"12";"51";"265";"91";"6";"-";"-"
"605104";"605104";"73";"13";"3";"1351";"1105";"10";"3";"1092";"232";"55";"159";"66";"5";"65";"10";"-";"16";"37";"355";"87";"5";"-";"-"
"607001";"607001";"70";"13";"3";"10773";"8674";"43";"12";"8619";"4357";"164";"1200";"374";"35";"647";"48";"-";"215";"207";"801";"496";"75";"-";"-"
"607002";"607002";"70";"13";"3";"1131";"994";"4";"2";"988";"357";"35";"128";"54";"7";"62";"6";"-";"22";"27";"205";"84";"1";"-";"-"
"607003";"607003";"70";"13";"3";"6782";"5869";"35";"3";"5831";"2073";"158";"1134";"437";"24";"358";"43";"-";"83";"134";"976";"383";"28";"-";"-"
"607004";"607004";"70";"13";"3";"579";"508";"3";"0";"505";"171";"14";"79";"27";"4";"41";"2";"-";"8";"15";"107";"33";"4";"-";"-"
"607005";"607005";"70";"13";"3";"3277";"2759";"12";"5";"2742";"869";"88";"569";"174";"23";"161";"20";"-";"45";"81";"520";"186";"6";"-";"-"
"607006";"607006";"70";"13";"3";"6496";"5207";"20";"7";"5180";"2780";"109";"667";"207";"21";"363";"30";"-";"115";"112";"449";"289";"38";"-";"-"
"607007";"607007";"70";"13";"3";"1173";"1062";"5";"1";"1056";"386";"37";"149";"77";"1";"67";"13";"-";"12";"15";"215";"79";"5";"-";"-"
"607008";"607008";"70";"13";"3";"5316";"4080";"31";"7";"4042";"1902";"91";"590";"112";"15";"346";"57";"-";"108";"108";"389";"259";"65";"-";"-"
"609001";"609001";"75";"13";"3";"211";"181";"3";"0";"178";"47";"6";"17";"3";"3";"15";"3";"-";"1";"2";"54";"23";"4";"-";"-"
"609002";"609002";"75";"13";"3";"221";"186";"0";"0";"186";"45";"12";"22";"10";"2";"9";"2";"-";"4";"1";"57";"20";"2";"-";"-"
"609003";"609003";"75";"13";"3";"876";"730";"3";"2";"725";"245";"33";"95";"46";"5";"53";"6";"-";"4";"12";"172";"50";"4";"-";"-"
"609004";"609004";"75";"13";"3";"1225";"1055";"13";"3";"1039";"401";"29";"153";"41";"6";"62";"3";"-";"10";"15";"210";"91";"18";"-";"-"
"609005";"609005";"75";"13";"3";"498";"447";"4";"1";"442";"141";"14";"48";"22";"4";"33";"4";"-";"7";"2";"96";"61";"10";"-";"-"
"609006";"609006";"75";"13";"3";"359";"309";"3";"1";"305";"79";"11";"30";"11";"0";"30";"5";"-";"3";"5";"86";"40";"5";"-";"-"
"609007";"609007";"75";"13";"3";"267";"234";"3";"0";"231";"64";"7";"28";"15";"0";"11";"2";"-";"0";"1";"76";"23";"4";"-";"-"
"609008";"609008";"75";"13";"3";"1282";"1103";"8";"2";"1093";"337";"24";"183";"53";"7";"111";"20";"-";"10";"17";"243";"68";"20";"-";"-"
"609009";"609009";"75";"13";"3";"293";"243";"1";"0";"242";"52";"7";"27";"18";"1";"20";"0";"-";"3";"8";"77";"27";"2";"-";"-"
"609010";"609010";"75";"13";"3";"1347";"1142";"10";"0";"1132";"333";"36";"198";"64";"10";"59";"15";"-";"8";"24";"284";"95";"6";"-";"-"
"609011";"609011";"75";"13";"3";"241";"210";"3";"0";"207";"45";"8";"29";"10";"1";"23";"5";"-";"1";"4";"58";"19";"4";"-";"-"
"609012";"609012";"75";"13";"3";"271";"233";"0";"2";"231";"58";"11";"21";"6";"0";"15";"2";"-";"4";"1";"93";"19";"1";"-";"-"
"611001";"611001";"73";"13";"3";"4127";"3365";"27";"2";"3336";"778";"141";"598";"177";"12";"117";"13";"-";"27";"186";"936";"344";"7";"-";"-"
"611002";"611002";"73";"13";"3";"1763";"1481";"8";"2";"1471";"355";"55";"198";"51";"12";"53";"3";"-";"11";"96";"444";"189";"4";"-";"-"
"611003";"611003";"73";"13";"3";"921";"797";"5";"3";"789";"184";"31";"130";"37";"0";"37";"4";"-";"12";"26";"232";"94";"2";"-";"-"
"611004";"611004";"73";"13";"3";"855";"732";"8";"1";"723";"185";"32";"104";"43";"0";"13";"2";"-";"7";"34";"222";"78";"3";"-";"-"
"611005";"611005";"73";"13";"3";"867";"726";"4";"1";"721";"117";"22";"93";"25";"0";"11";"4";"-";"9";"41";"259";"137";"3";"-";"-"
"611006";"611006";"73";"13";"3";"387";"335";"2";"1";"332";"54";"23";"43";"12";"1";"14";"4";"-";"3";"16";"120";"40";"2";"-";"-"
"611107";"611107";"73";"13";"3";"1173";"984";"10";"1";"973";"221";"20";"132";"63";"3";"31";"9";"-";"9";"49";"322";"109";"5";"-";"-"
"613001";"613001";"74";"13";"3";"4064";"3430";"19";"5";"3406";"1077";"89";"516";"270";"8";"124";"11";"-";"34";"284";"735";"254";"4";"-";"-"
"613002";"613002";"74";"13";"3";"2868";"2409";"18";"3";"2388";"921";"57";"292";"156";"14";"107";"14";"-";"37";"248";"381";"155";"6";"-";"-"
"613003";"613003";"74";"13";"3";"1477";"1292";"10";"1";"1281";"300";"31";"111";"65";"7";"46";"3";"-";"19";"260";"347";"89";"3";"-";"-"
"613004";"613004";"74";"13";"3";"1027";"883";"1";"3";"879";"259";"40";"138";"48";"2";"42";"2";"-";"6";"36";"231";"74";"1";"-";"-"
"613005";"613005";"74";"13";"3";"471";"414";"5";"2";"407";"91";"13";"41";"30";"2";"11";"6";"-";"8";"75";"105";"24";"1";"-";"-"
"613006";"613006";"74";"13";"3";"941";"830";"2";"0";"828";"298";"31";"114";"53";"2";"40";"4";"-";"9";"11";"190";"72";"4";"-";"-"
"615001";"615001";"75";"13";"3";"4650";"3806";"22";"13";"3771";"2108";"55";"435";"108";"11";"309";"23";"-";"64";"54";"320";"229";"55";"-";"-"
"615002";"615002";"75";"13";"3";"4293";"3348";"17";"11";"3320";"1910";"53";"286";"119";"12";"320";"37";"-";"95";"41";"226";"172";"49";"-";"-"
"615003";"615003";"75";"13";"3";"6502";"5143";"35";"22";"5086";"1988";"147";"945";"174";"28";"451";"84";"-";"92";"136";"668";"302";"71";"-";"-"
"615004";"615004";"75";"13";"3";"126";"103";"2";"0";"101";"19";"4";"11";"9";"2";"4";"1";"-";"0";"9";"33";"9";"0";"-";"-"
"615005";"615005";"75";"13";"3";"5640";"4488";"24";"15";"4449";"2236";"114";"574";"166";"10";"376";"51";"-";"95";"64";"462";"233";"68";"-";"-"
"615006";"615006";"75";"13";"3";"9301";"7928";"46";"11";"7871";"3307";"174";"1412";"476";"27";"527";"65";"-";"71";"110";"1114";"536";"52";"-";"-"
"615007";"615007";"75";"13";"3";"3645";"3180";"23";"3";"3154";"1257";"70";"529";"211";"8";"217";"27";"-";"37";"50";"462";"254";"32";"-";"-"
"615008";"615008";"75";"13";"3";"1306";"1145";"10";"3";"1132";"384";"44";"199";"68";"3";"37";"8";"-";"24";"17";"254";"86";"8";"-";"-"
"615009";"615009";"75";"13";"3";"1477";"1227";"10";"4";"1213";"421";"38";"148";"54";"5";"75";"11";"-";"10";"17";"335";"91";"8";"-";"-"
"615010";"615010";"75";"13";"3";"1657";"1424";"7";"2";"1415";"484";"47";"174";"82";"12";"106";"18";"-";"19";"28";"293";"132";"20";"-";"-"
"615011";"615011";"75";"13";"3";"3660";"3257";"11";"2";"3244";"716";"140";"857";"215";"15";"173";"34";"-";"19";"67";"764";"205";"39";"-";"-"
"617001";"617001";"72";"13";"3";"2365";"2112";"16";"3";"2093";"598";"100";"317";"88";"12";"213";"16";"-";"22";"91";"446";"152";"38";"-";"-"
"617002";"617002";"72";"13";"3";"910";"757";"1";"1";"755";"187";"21";"77";"26";"4";"39";"6";"-";"11";"42";"258";"82";"2";"-";"-"
"617005";"617005";"72";"13";"3";"572";"510";"5";"1";"504";"132";"17";"43";"26";"2";"24";"2";"-";"5";"25";"177";"47";"4";"-";"-"
"619001";"619001";"74";"13";"3";"2086";"1761";"4";"4";"1753";"539";"55";"383";"95";"9";"79";"12";"-";"27";"53";"358";"133";"10";"-";"-"
"619002";"619002";"74";"13";"3";"523";"452";"6";"1";"445";"163";"11";"61";"14";"4";"24";"4";"-";"3";"5";"125";"29";"2";"-";"-"
"619003";"619003";"74";"13";"3";"722";"605";"5";"0";"600";"234";"8";"100";"38";"4";"25";"8";"-";"14";"12";"130";"25";"2";"-";"-"
"619004";"619004";"74";"13";"3";"1371";"1178";"10";"3";"1165";"359";"41";"138";"53";"2";"56";"4";"-";"24";"33";"354";"96";"5";"-";"-"
"619005";"619005";"74";"13";"3";"1076";"914";"8";"2";"904";"287";"23";"114";"42";"6";"71";"10";"-";"16";"17";"223";"87";"8";"-";"-"
"619006";"619006";"74";"13";"3";"1299";"1093";"6";"4";"1083";"339";"40";"188";"59";"3";"63";"5";"-";"14";"27";"256";"86";"3";"-";"-"
"619007";"619007";"74";"13";"3";"1201";"1030";"8";"2";"1020";"268";"26";"137";"61";"4";"72";"7";"-";"16";"39";"274";"107";"9";"-";"-"
"619008";"619008";"74";"13";"3";"1283";"1064";"5";"0";"1059";"348";"24";"167";"39";"4";"61";"6";"-";"12";"24";"256";"106";"12";"-";"-"
"619009";"619009";"74";"13";"3";"1604";"1404";"11";"1";"1392";"394";"39";"244";"66";"9";"70";"9";"-";"22";"30";"369";"131";"9";"-";"-"
"619010";"619010";"74";"13";"3";"96";"78";"3";"0";"75";"15";"3";"9";"1";"0";"12";"2";"-";"2";"0";"26";"4";"1";"-";"-"
"621001";"621001";"71";"13";"3";"5024";"3870";"27";"8";"3835";"974";"153";"810";"178";"17";"551";"42";"-";"40";"93";"711";"213";"53";"-";"-"
"621002";"621002";"71";"13";"3";"4628";"3628";"20";"6";"3602";"1413";"69";"503";"121";"23";"641";"25";"-";"66";"125";"376";"205";"35";"-";"-"
"621004";"621004";"71";"13";"3";"3848";"2966";"12";"6";"2948";"1337";"77";"326";"114";"14";"457";"11";"-";"37";"78";"313";"151";"33";"-";"-"
"621005";"621005";"71";"13";"3";"3568";"3110";"16";"1";"3093";"576";"143";"900";"161";"19";"233";"4";"-";"12";"61";"801";"175";"8";"-";"-"
"621006";"621006";"71";"13";"3";"582";"515";"1";"0";"514";"160";"19";"71";"19";"1";"48";"1";"-";"4";"34";"130";"25";"2";"-";"-"
"621007";"621007";"71";"13";"3";"1575";"1353";"8";"3";"1342";"335";"57";"194";"44";"9";"99";"12";"-";"21";"28";"396";"140";"7";"-";"-"
"621008";"621008";"71";"13";"3";"3676";"3165";"13";"2";"3150";"880";"96";"641";"190";"13";"393";"15";"-";"26";"54";"614";"211";"17";"-";"-"
"621009";"621009";"71";"13";"3";"2389";"2023";"6";"1";"2016";"560";"75";"324";"110";"14";"285";"10";"-";"19";"52";"409";"142";"16";"-";"-"
"621010";"621010";"71";"13";"3";"1652";"1393";"6";"0";"1387";"473";"44";"197";"77";"14";"165";"5";"-";"13";"27";"271";"92";"9";"-";"-"
"621011";"621011";"71";"13";"3";"4214";"3458";"18";"2";"3438";"1531";"88";"461";"142";"17";"448";"12";"-";"42";"82";"433";"151";"31";"-";"-"
"621101";"621101";"71";"13";"3";"4100";"3415";"13";"3";"3399";"1244";"101";"576";"168";"17";"412";"16";"-";"44";"77";"519";"205";"20";"-";"-"
"621103";"621103";"71";"13";"3";"4272";"3572";"16";"4";"3552";"1303";"72";"478";"214";"9";"449";"16";"-";"56";"186";"547";"206";"16";"-";"-"
"621105";"621105";"71";"13";"3";"5034";"4075";"22";"7";"4046";"1411";"107";"764";"155";"29";"485";"31";"-";"65";"88";"597";"281";"33";"-";"-"
"623001";"623001";"71";"13";"3";"2332";"1948";"16";"0";"1932";"598";"45";"328";"95";"16";"143";"9";"-";"27";"140";"382";"141";"8";"-";"-"
"623002";"623002";"71";"13";"3";"1272";"1061";"12";"2";"1047";"274";"26";"144";"27";"6";"64";"5";"-";"12";"31";"352";"103";"3";"-";"-"
"625001";"625001";"73";"13";"3";"1836";"1531";"9";"2";"1520";"397";"34";"169";"52";"2";"53";"4";"-";"6";"125";"394";"279";"5";"-";"-"
"625002";"625002";"73";"13";"3";"400";"343";"3";"0";"340";"89";"13";"39";"19";"1";"12";"0";"-";"3";"35";"88";"40";"1";"-";"-"
"625003";"625003";"73";"13";"3";"1958";"1606";"12";"3";"1591";"459";"57";"280";"58";"10";"62";"13";"-";"11";"70";"349";"217";"5";"-";"-"
"625004";"625004";"73";"13";"3";"445";"385";"2";"0";"383";"134";"12";"49";"18";"1";"13";"0";"-";"6";"25";"71";"53";"1";"-";"-"
"625005";"625005";"73";"13";"3";"887";"735";"1";"3";"731";"156";"31";"76";"35";"8";"22";"6";"-";"8";"58";"207";"118";"6";"-";"-"
"627001";"627001";"74";"13";"3";"922";"789";"7";"1";"781";"231";"36";"114";"27";"3";"42";"7";"-";"5";"15";"200";"99";"2";"-";"-"
"627002";"627002";"74";"13";"3";"415";"366";"2";"0";"364";"91";"15";"33";"21";"3";"21";"5";"-";"10";"8";"105";"50";"2";"-";"-"
"627003";"627003";"74";"13";"3";"630";"538";"4";"0";"534";"143";"17";"53";"26";"2";"38";"0";"-";"6";"18";"177";"49";"5";"-";"-"
"627004";"627004";"74";"13";"3";"817";"711";"6";"1";"704";"216";"15";"94";"40";"5";"36";"1";"-";"9";"34";"198";"49";"7";"-";"-"
"627005";"627005";"74";"13";"3";"1175";"1015";"2";"1";"1012";"299";"28";"131";"58";"0";"35";"3";"-";"4";"89";"270";"89";"6";"-";"-"
"627006";"627006";"74";"13";"3";"1882";"1607";"14";"1";"1592";"466";"44";"242";"90";"9";"61";"15";"-";"19";"62";"437";"145";"2";"-";"-"
"627007";"627007";"74";"13";"3";"1073";"901";"6";"1";"894";"279";"26";"138";"47";"7";"37";"4";"-";"6";"31";"231";"83";"5";"-";"-"
"627008";"627008";"74";"13";"3";"560";"476";"5";"1";"470";"125";"31";"60";"27";"3";"26";"4";"-";"4";"4";"126";"56";"4";"-";"-"
"627009";"627009";"74";"13";"3";"715";"614";"5";"3";"606";"223";"11";"62";"30";"10";"21";"1";"-";"10";"21";"154";"61";"2";"-";"-"
"627010";"627010";"74";"13";"3";"358";"302";"0";"1";"301";"57";"11";"25";"13";"2";"19";"8";"-";"0";"8";"106";"51";"1";"-";"-"
"629001";"629001";"71";"13";"3";"3664";"2985";"22";"3";"2960";"1099";"84";"492";"136";"12";"187";"15";"-";"42";"166";"529";"186";"12";"-";"-"
"629002";"629002";"71";"13";"3";"349";"322";"2";"0";"320";"105";"14";"24";"6";"0";"18";"1";"-";"4";"23";"104";"20";"1";"-";"-"
"629003";"629003";"71";"13";"3";"999";"860";"3";"1";"856";"287";"33";"94";"39";"1";"45";"4";"-";"14";"27";"240";"71";"1";"-";"-"
"631001";"631001";"72";"13";"3";"10655";"8339";"55";"26";"8258";"4018";"209";"1165";"250";"33";"560";"70";"-";"116";"211";"1006";"534";"86";"-";"-"
"631002";"631002";"72";"13";"3";"2684";"2163";"14";"3";"2146";"1170";"36";"262";"73";"9";"160";"18";"-";"23";"71";"187";"111";"26";"-";"-"
"631003";"631003";"72";"13";"3";"4741";"3775";"11";"4";"3760";"1975";"92";"452";"179";"17";"244";"23";"-";"55";"68";"387";"209";"59";"-";"-"
"631004";"631004";"72";"13";"3";"3813";"3244";"14";"8";"3222";"1527";"72";"436";"159";"11";"222";"15";"-";"46";"100";"406";"200";"28";"-";"-"
"631005";"631005";"72";"13";"3";"713";"618";"2";"1";"615";"211";"29";"79";"24";"5";"20";"4";"-";"11";"22";"158";"49";"3";"-";"-"
"631006";"631006";"72";"13";"3";"5461";"4732";"25";"5";"4702";"1537";"183";"1024";"264";"18";"240";"17";"-";"33";"116";"955";"293";"22";"-";"-"
"631007";"631007";"72";"13";"3";"1251";"1067";"4";"2";"1061";"497";"22";"153";"49";"6";"57";"13";"-";"13";"30";"132";"80";"9";"-";"-"
"631008";"631008";"72";"13";"3";"2764";"2345";"17";"4";"2324";"1006";"69";"309";"129";"11";"155";"18";"-";"22";"58";"381";"141";"25";"-";"-"
"631009";"631009";"72";"13";"3";"1127";"984";"8";"5";"971";"333";"37";"176";"60";"7";"42";"4";"-";"6";"27";"191";"80";"8";"-";"-"
