"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Stemmeberettigede";"FV2015 - Afgivne stemmer";"FV2015 - Blanke stemmer";"FV2015 - Andre ugyldige stemmer";"FV2015 - Gyldige stemmer";"FV2015 - A. Socialdemokratiet";"FV2015 - B. Radikale Venstre";"FV2015 - C. Det Konservative Folkeparti";"FV2015 - F. SF - Socialistisk Folkeparti";"FV2015 - I. Liberal Alliance";"FV2015 - K. Kristendemokraterne";"FV2015 - O. Dansk Folkeparti";"FV2015 - V. Venstre, Danmarks Liberale Parti";"FV2015 - Ø. Enhedslisten - De Rød-Grønne";"FV2015 - Å. Alternativet";"FV2015 - 1. Uden for partierne";"FV2015 - 2. Uden for partierne";"FV2015 - 3. Uden for partierne";"FV2015 - 4. Uden for partierne"
"740029";"740029";"78";"9";"3";"5024";"4119";"26";"13";"4080";"1349";"135";"154";"188";"235";"55";"828";"644";"339";"152";"1";"-";"-";"-"
"740030";"740030";"78";"9";"3";"2648";"2359";"17";"5";"2337";"556";"70";"92";"87";"181";"17";"568";"553";"104";"109";"0";"-";"-";"-"
"740031";"740031";"78";"9";"3";"7533";"6355";"65";"28";"6262";"1622";"294";"267";"372";"517";"59";"1008";"1161";"570";"391";"1";"-";"-";"-"
"740032";"740032";"78";"9";"3";"2484";"2266";"13";"4";"2249";"527";"129";"115";"72";"215";"16";"346";"599";"93";"135";"2";"-";"-";"-"
"741001";"741001";"70";"8";"3";"2594";"2188";"11";"6";"2171";"607";"47";"89";"105";"112";"4";"405";"468";"174";"160";"0";"0";"0";"-"
"741002";"741002";"70";"8";"3";"334";"303";"3";"1";"299";"85";"10";"19";"10";"13";"3";"41";"64";"29";"25";"0";"0";"0";"-"
"746001";"746001";"70";"8";"3";"1744";"1571";"15";"2";"1554";"388";"58";"48";"57";"106";"4";"313";"366";"126";"85";"0";"3";"0";"-"
"746002";"746002";"70";"8";"3";"4041";"3711";"36";"2";"3673";"1110";"132";"108";"116";"242";"48";"854";"778";"153";"129";"0";"0";"3";"-"
"746003";"746003";"70";"8";"3";"1284";"1186";"9";"4";"1173";"292";"100";"32";"49";"116";"4";"131";"179";"97";"172";"0";"1";"0";"-"
"746004";"746004";"70";"8";"3";"5785";"5239";"49";"13";"5177";"1460";"196";"158";"232";"424";"28";"1208";"1101";"197";"167";"0";"5";"1";"-"
"746005";"746005";"70";"8";"3";"2592";"2322";"16";"4";"2302";"568";"74";"73";"103";"177";"9";"537";"516";"118";"125";"1";"0";"1";"-"
"746006";"746006";"70";"8";"3";"7245";"6197";"52";"19";"6126";"1811";"307";"177";"260";"501";"25";"1059";"1119";"463";"388";"0";"12";"4";"-"
"746007";"746007";"70";"8";"3";"4847";"4368";"29";"4";"4335";"1071";"293";"131";"156";"524";"17";"594";"1159";"200";"183";"2";"5";"0";"-"
"746008";"746008";"70";"8";"3";"4982";"4590";"33";"9";"4548";"1183";"339";"137";"235";"398";"17";"611";"815";"318";"489";"0";"6";"0";"-"
"746009";"746009";"70";"8";"3";"3318";"3012";"28";"2";"2982";"836";"122";"102";"117";"230";"44";"692";"542";"123";"172";"0";"1";"1";"-"
"746010";"746010";"70";"8";"3";"3134";"2876";"15";"4";"2857";"860";"123";"92";"96";"218";"9";"512";"690";"129";"123";"1";"3";"1";"-"
"746011";"746011";"70";"8";"3";"1533";"1416";"6";"4";"1406";"352";"59";"55";"57";"116";"18";"266";"315";"85";"82";"0";"0";"1";"-"
"746012";"746012";"70";"8";"3";"1567";"1410";"13";"1";"1396";"331";"46";"31";"39";"136";"8";"349";"309";"80";"64";"1";"2";"0";"-"
"751001";"751001";"62";"8";"3";"13588";"12113";"112";"29";"11972";"2756";"1138";"371";"609";"1574";"95";"919";"1967";"1137";"1358";"4";"42";"2";"-"
"751002";"751002";"62";"8";"3";"6320";"5420";"63";"14";"5343";"1440";"420";"125";"307";"596";"89";"491";"761";"557";"546";"0";"9";"2";"-"
"751003";"751003";"62";"8";"3";"6541";"5641";"40";"18";"5583";"1687";"274";"197";"284";"435";"21";"901";"921";"461";"383";"0";"10";"9";"-"
"751004";"751004";"62";"8";"3";"4180";"3690";"27";"18";"3645";"1013";"278";"157";"185";"317";"35";"426";"580";"318";"326";"0";"10";"0";"-"
"751006";"751006";"62";"8";"3";"6608";"5926";"47";"16";"5863";"2062";"177";"151";"253";"367";"29";"1264";"985";"367";"196";"0";"6";"6";"-"
"751007";"751007";"63";"8";"3";"5430";"4796";"44";"11";"4741";"1301";"389";"170";"252";"426";"35";"553";"785";"399";"414";"0";"16";"1";"-"
"751008";"751008";"63";"8";"3";"8807";"7253";"77";"22";"7154";"2133";"331";"192";"384";"620";"57";"1211";"971";"693";"533";"1";"25";"3";"-"
"751009";"751009";"62";"8";"3";"3432";"3140";"16";"5";"3119";"879";"187";"107";"193";"209";"16";"403";"626";"244";"249";"0";"6";"0";"-"
"751011";"751011";"62";"8";"3";"3796";"3452";"32";"6";"3414";"1012";"183";"95";"204";"229";"10";"543";"599";"267";"267";"1";"4";"0";"-"
"751012";"751012";"62";"8";"3";"3875";"3592";"21";"9";"3562";"978";"274";"125";"190";"302";"16";"417";"690";"269";"292";"0";"8";"1";"-"
"751013";"751013";"62";"8";"3";"3786";"3388";"31";"2";"3355";"940";"133";"82";"147";"279";"9";"643";"772";"167";"179";"0";"4";"0";"-"
"751016";"751016";"63";"8";"3";"452";"406";"4";"4";"398";"98";"30";"9";"19";"30";"2";"57";"81";"37";"35";"0";"0";"0";"-"
"751018";"751018";"63";"8";"3";"5001";"4378";"44";"19";"4315";"1376";"145";"118";"173";"302";"17";"972";"750";"275";"177";"1";"3";"6";"-"
"751019";"751019";"63";"8";"3";"3585";"3280";"19";"6";"3255";"929";"191";"105";"198";"241";"14";"490";"488";"297";"292";"0";"9";"1";"-"
"751021";"751021";"65";"8";"3";"14094";"11812";"123";"44";"11645";"2158";"1173";"362";"543";"1917";"86";"644";"1893";"1203";"1613";"2";"48";"3";"-"
"751022";"751022";"64";"8";"3";"3130";"2827";"18";"7";"2802";"821";"244";"85";"170";"227";"44";"284";"416";"265";"240";"1";"5";"0";"-"
"751023";"751023";"64";"8";"3";"6079";"5074";"49";"14";"5011";"1427";"346";"135";"325";"431";"168";"532";"611";"607";"405";"2";"21";"1";"-"
"751024";"751024";"63";"8";"3";"5786";"5153";"40";"8";"5105";"1417";"379";"205";"274";"411";"67";"687";"859";"363";"430";"0";"13";"0";"-"
"751025";"751025";"63";"8";"3";"4901";"3137";"33";"21";"3083";"941";"156";"42";"123";"112";"157";"303";"191";"790";"224";"0";"44";"0";"-"
"751026";"751026";"63";"8";"3";"4551";"3770";"50";"13";"3707";"1094";"156";"90";"182";"211";"68";"677";"525";"429";"252";"1";"21";"1";"-"
"751028";"751028";"63";"8";"3";"5877";"4669";"37";"17";"4615";"1604";"194";"112";"185";"283";"64";"924";"674";"332";"225";"1";"14";"3";"-"
"751030";"751030";"63";"8";"3";"3324";"2947";"32";"9";"2906";"902";"106";"92";"97";"205";"12";"607";"602";"141";"137";"0";"5";"0";"-"
"751031";"751031";"63";"8";"3";"536";"483";"1";"1";"481";"123";"20";"7";"21";"20";"2";"99";"89";"44";"56";"0";"0";"0";"-"
"751033";"751033";"63";"8";"3";"2590";"2235";"22";"12";"2201";"647";"96";"57";"89";"141";"8";"481";"430";"151";"94";"0";"7";"0";"-"
"751041";"751041";"65";"8";"3";"14136";"12519";"126";"40";"12353";"2288";"1424";"305";"690";"1692";"94";"678";"1571";"1609";"1945";"6";"51";"0";"-"
"751042";"751042";"64";"8";"3";"9751";"8679";"91";"18";"8570";"2020";"889";"184";"518";"897";"95";"655";"1071";"1060";"1144";"0";"37";"0";"-"
"751043";"751043";"64";"8";"3";"10821";"9349";"124";"11";"9214";"2195";"882";"256";"454";"1156";"129";"779";"1386";"973";"964";"2";"36";"2";"-"
"751044";"751044";"64";"8";"3";"1232";"1040";"5";"5";"1030";"270";"92";"26";"66";"96";"17";"126";"120";"100";"114";"0";"3";"0";"-"
"751045";"751045";"65";"8";"3";"7586";"7071";"40";"17";"7014";"1685";"612";"392";"329";"867";"50";"610";"1586";"377";"500";"0";"6";"0";"-"
"751047";"751047";"64";"8";"3";"8128";"7334";"58";"17";"7259";"2219";"357";"282";"357";"484";"62";"1258";"1350";"492";"383";"2";"11";"2";"-"
"751048";"751048";"65";"8";"3";"2606";"2410";"23";"5";"2382";"725";"164";"62";"176";"111";"9";"271";"253";"296";"309";"0";"6";"0";"-"
"751049";"751049";"65";"8";"3";"3684";"3340";"17";"14";"3309";"869";"183";"174";"121";"338";"9";"565";"722";"163";"163";"0";"2";"0";"-"
"751050";"751050";"65";"8";"3";"3715";"3358";"14";"9";"3335";"793";"161";"151";"113";"349";"14";"590";"839";"150";"167";"1";"7";"0";"-"
"751051";"751051";"65";"8";"3";"6023";"5405";"46";"17";"5342";"1392";"285";"164";"226";"498";"26";"903";"1157";"341";"344";"0";"6";"0";"-"
"751053";"751053";"64";"8";"3";"2221";"1855";"16";"5";"1834";"609";"69";"37";"93";"97";"15";"403";"254";"160";"85";"0";"12";"0";"-"
"751055";"751055";"64";"8";"3";"733";"634";"4";"0";"630";"172";"27";"23";"30";"42";"4";"132";"132";"32";"30";"0";"5";"1";"-"
"751056";"751056";"64";"8";"3";"1420";"1271";"12";"0";"1259";"323";"40";"22";"59";"59";"6";"256";"351";"91";"52";"0";"0";"0";"-"
"751061";"751061";"65";"8";"3";"7893";"6630";"95";"19";"6516";"1856";"501";"149";"424";"481";"149";"736";"699";"829";"661";"1";"27";"3";"-"
"751062";"751062";"63";"8";"3";"2499";"1858";"14";"8";"1836";"683";"91";"28";"80";"104";"5";"321";"169";"253";"86";"1";"14";"1";"-"
"751063";"751063";"64";"8";"3";"8839";"7088";"89";"29";"6970";"2180";"488";"157";"462";"423";"165";"777";"643";"989";"639";"0";"45";"2";"-"
"751064";"751064";"63";"8";"3";"5033";"4300";"29";"13";"4258";"1322";"271";"98";"278";"256";"61";"502";"477";"526";"455";"2";"7";"3";"-"
"751065";"751065";"65";"8";"3";"5929";"5406";"37";"18";"5351";"1596";"378";"177";"310";"397";"49";"709";"879";"464";"380";"0";"12";"0";"-"
"751066";"751066";"62";"8";"3";"4677";"4228";"31";"8";"4189";"856";"311";"245";"137";"594";"29";"476";"1008";"257";"268";"0";"7";"1";"-"
"751067";"751067";"64";"8";"3";"4788";"4225";"57";"17";"4151";"960";"434";"98";"274";"489";"78";"340";"534";"466";"465";"0";"13";"0";"-"
"751068";"751068";"64";"8";"3";"3165";"2647";"27";"11";"2609";"871";"150";"45";"174";"106";"43";"458";"160";"380";"211";"0";"11";"0";"-"
"756001";"756001";"79";"9";"3";"1787";"1583";"11";"1";"1571";"289";"24";"59";"34";"92";"34";"544";"410";"65";"19";"1";"-";"-";"-"
"756002";"756002";"79";"9";"3";"425";"384";"8";"1";"375";"60";"6";"13";"13";"23";"16";"119";"112";"8";"5";"0";"-";"-";"-"
"756003";"756003";"79";"9";"3";"1840";"1601";"15";"6";"1580";"314";"17";"35";"52";"47";"17";"640";"324";"61";"73";"0";"-";"-";"-"
"756004";"756004";"79";"9";"3";"401";"344";"3";"3";"338";"73";"3";"6";"13";"16";"3";"137";"60";"16";"11";"0";"-";"-";"-"
"756005";"756005";"79";"9";"3";"783";"662";"10";"5";"647";"122";"24";"19";"17";"18";"25";"231";"141";"38";"12";"0";"-";"-";"-"
"756006";"756006";"79";"9";"3";"369";"319";"3";"0";"316";"64";"6";"6";"4";"9";"7";"109";"85";"14";"11";"1";"-";"-";"-"
"756007";"756007";"79";"9";"3";"5354";"4538";"37";"15";"4486";"935";"88";"178";"113";"259";"87";"1296";"1300";"144";"85";"1";"-";"-";"-"
"756008";"756008";"79";"9";"3";"690";"576";"7";"1";"568";"69";"13";"37";"13";"37";"25";"189";"157";"17";"8";"3";"-";"-";"-"
"756009";"756009";"79";"9";"3";"336";"286";"2";"1";"283";"38";"14";"9";"4";"18";"0";"93";"101";"4";"2";"0";"-";"-";"-"
"756010";"756010";"79";"9";"3";"236";"217";"1";"1";"215";"25";"8";"8";"4";"12";"8";"54";"78";"9";"9";"0";"-";"-";"-"
"756011";"756011";"79";"9";"3";"11762";"10143";"85";"28";"10030";"2330";"218";"352";"238";"615";"182";"2286";"3268";"380";"158";"3";"-";"-";"-"
"756012";"756012";"79";"9";"3";"752";"677";"3";"1";"673";"76";"11";"17";"12";"36";"22";"179";"279";"22";"19";"0";"-";"-";"-"
"756013";"756013";"79";"9";"3";"2346";"2085";"15";"4";"2066";"450";"39";"60";"34";"78";"67";"520";"723";"61";"32";"2";"-";"-";"-"
"756014";"756014";"79";"9";"3";"300";"269";"2";"1";"266";"29";"2";"12";"4";"16";"6";"77";"106";"11";"3";"0";"-";"-";"-"
"756015";"756015";"79";"9";"3";"1797";"1597";"7";"2";"1588";"529";"42";"41";"45";"83";"19";"397";"294";"80";"58";"0";"-";"-";"-"
"760001";"760001";"83";"9";"3";"3759";"3164";"21";"6";"3137";"693";"65";"108";"101";"122";"246";"724";"923";"109";"46";"0";"-";"-";"-"
"760002";"760002";"83";"9";"3";"1037";"942";"8";"2";"932";"167";"11";"28";"26";"40";"34";"179";"416";"16";"15";"0";"-";"-";"-"
"760003";"760003";"83";"9";"3";"432";"363";"0";"1";"362";"47";"9";"7";"10";"26";"14";"96";"119";"28";"6";"0";"-";"-";"-"
"760005";"760005";"83";"9";"3";"747";"639";"6";"3";"630";"114";"9";"15";"7";"39";"51";"171";"187";"25";"12";"0";"-";"-";"-"
"760008";"760008";"83";"9";"3";"644";"546";"2";"1";"543";"85";"5";"19";"13";"22";"6";"156";"202";"20";"15";"0";"-";"-";"-"
"760009";"760009";"83";"9";"3";"1036";"850";"9";"1";"840";"166";"18";"23";"19";"49";"89";"217";"211";"29";"19";"0";"-";"-";"-"
"760010";"760010";"83";"9";"3";"2511";"2125";"23";"6";"2096";"269";"35";"57";"36";"82";"127";"502";"907";"60";"21";"0";"-";"-";"-"
"760012";"760012";"83";"9";"3";"928";"855";"3";"1";"851";"189";"34";"19";"33";"39";"22";"142";"290";"38";"45";"0";"-";"-";"-"
"760013";"760013";"83";"9";"3";"615";"554";"7";"0";"547";"81";"18";"23";"10";"26";"10";"110";"244";"17";"8";"0";"-";"-";"-"
"760014";"760014";"83";"9";"3";"6958";"5968";"35";"13";"5920";"1472";"150";"180";"283";"296";"204";"1174";"1845";"184";"132";"0";"-";"-";"-"
"760016";"760016";"83";"9";"3";"1097";"947";"4";"1";"942";"158";"13";"22";"26";"46";"10";"288";"320";"43";"16";"0";"-";"-";"-"
"760019";"760019";"83";"9";"3";"591";"518";"3";"0";"515";"56";"7";"25";"14";"39";"4";"113";"226";"16";"15";"0";"-";"-";"-"
"760020";"760020";"83";"9";"3";"564";"496";"1";"0";"495";"82";"14";"19";"5";"26";"10";"91";"228";"15";"5";"0";"-";"-";"-"
"760021";"760021";"83";"9";"3";"1082";"916";"10";"7";"899";"202";"13";"33";"23";"35";"21";"223";"306";"34";"9";"0";"-";"-";"-"
"760022";"760022";"83";"9";"3";"1139";"1007";"8";"2";"997";"184";"20";"29";"30";"52";"9";"224";"394";"40";"15";"0";"-";"-";"-"
"760024";"760024";"83";"9";"3";"5916";"5114";"56";"30";"5028";"1082";"91";"135";"136";"208";"444";"985";"1720";"153";"74";"0";"-";"-";"-"
"760025";"760025";"83";"9";"3";"951";"866";"12";"3";"851";"149";"12";"23";"15";"36";"36";"198";"350";"23";"9";"0";"-";"-";"-"
"760026";"760026";"83";"9";"3";"595";"525";"6";"0";"519";"71";"4";"13";"17";"17";"66";"84";"228";"18";"1";"0";"-";"-";"-"
"760027";"760027";"83";"9";"3";"1149";"1021";"5";"0";"1016";"128";"23";"31";"21";"39";"146";"159";"428";"30";"11";"0";"-";"-";"-"
"760028";"760028";"83";"9";"3";"861";"764";"3";"0";"761";"167";"15";"22";"16";"41";"41";"141";"283";"26";"9";"0";"-";"-";"-"
"760030";"760030";"83";"9";"3";"3730";"3287";"13";"6";"3268";"591";"33";"97";"64";"121";"393";"843";"1022";"67";"37";"0";"-";"-";"-"
"760031";"760031";"83";"9";"3";"485";"424";"2";"0";"422";"49";"8";"13";"14";"28";"38";"116";"137";"9";"10";"0";"-";"-";"-"
"760032";"760032";"83";"9";"3";"581";"473";"3";"2";"468";"70";"10";"10";"14";"20";"19";"148";"143";"26";"8";"0";"-";"-";"-"
"760033";"760033";"83";"9";"3";"1844";"1649";"7";"3";"1639";"267";"18";"56";"25";"69";"188";"430";"520";"48";"18";"0";"-";"-";"-"
"760035";"760035";"83";"9";"3";"2181";"1906";"12";"4";"1890";"291";"46";"78";"48";"110";"81";"471";"681";"44";"40";"0";"-";"-";"-"
"766001";"766001";"72";"8";"3";"6081";"5382";"42";"15";"5325";"1219";"145";"138";"97";"556";"100";"1445";"1387";"139";"98";"0";"1";"0";"-"
"766002";"766002";"72";"8";"3";"3034";"2626";"17";"9";"2600";"744";"45";"47";"60";"158";"131";"806";"468";"96";"39";"1";"4";"1";"-"
"766003";"766003";"72";"8";"3";"1542";"1373";"10";"3";"1360";"246";"17";"24";"15";"121";"185";"372";"324";"34";"22";"0";"0";"0";"-"
"766004";"766004";"72";"8";"3";"1187";"1083";"11";"3";"1069";"202";"46";"29";"36";"128";"26";"260";"275";"21";"45";"0";"1";"0";"-"
"766005";"766005";"72";"8";"3";"455";"416";"3";"3";"410";"64";"11";"8";"8";"26";"35";"140";"102";"8";"7";"0";"1";"0";"-"
"766006";"766006";"72";"8";"3";"993";"900";"4";"2";"894";"209";"21";"22";"22";"68";"7";"277";"201";"53";"12";"0";"2";"0";"-"
"766007";"766007";"72";"8";"3";"3333";"2949";"25";"16";"2908";"638";"60";"75";"64";"228";"20";"888";"789";"97";"48";"0";"1";"0";"-"
"766008";"766008";"72";"8";"3";"595";"542";"6";"0";"536";"111";"14";"9";"9";"50";"2";"153";"154";"23";"11";"0";"0";"0";"-"
"766010";"766010";"72";"8";"3";"1260";"1090";"17";"2";"1071";"227";"23";"16";"30";"63";"18";"342";"255";"57";"39";"0";"1";"0";"-"
"766011";"766011";"72";"8";"3";"1072";"941";"9";"2";"930";"210";"19";"13";"28";"77";"9";"302";"203";"40";"28";"0";"1";"0";"-"
"766012";"766012";"72";"8";"3";"1492";"1298";"20";"8";"1270";"290";"38";"35";"26";"92";"14";"380";"321";"48";"24";"0";"2";"0";"-"
"766013";"766013";"72";"8";"3";"1248";"1109";"8";"4";"1097";"206";"42";"23";"34";"114";"16";"285";"279";"63";"33";"0";"2";"0";"-"
"766014";"766014";"72";"8";"3";"1147";"992";"7";"1";"984";"227";"16";"23";"32";"85";"6";"305";"209";"66";"15";"0";"0";"0";"-"
"766015";"766015";"72";"8";"3";"1707";"1541";"12";"5";"1524";"332";"46";"45";"48";"139";"6";"443";"338";"75";"49";"0";"3";"0";"-"
"766016";"766016";"72";"8";"3";"94";"87";"0";"0";"87";"20";"5";"3";"5";"8";"0";"7";"14";"11";"14";"0";"0";"0";"-"
"766017";"766017";"72";"8";"3";"1063";"954";"8";"3";"943";"213";"30";"10";"40";"62";"4";"293";"230";"33";"27";"0";"1";"0";"-"
"766018";"766018";"72";"8";"3";"405";"354";"2";"0";"352";"53";"3";"2";"14";"25";"1";"126";"95";"18";"15";"0";"0";"0";"-"
"766019";"766019";"72";"8";"3";"586";"527";"5";"3";"519";"88";"13";"19";"17";"57";"12";"169";"103";"23";"18";"0";"0";"0";"-"
"766020";"766020";"72";"8";"3";"1363";"1226";"11";"1";"1214";"236";"32";"27";"31";"73";"58";"375";"317";"38";"27";"0";"0";"0";"-"
"766021";"766021";"72";"8";"3";"2237";"1929";"13";"6";"1910";"368";"47";"46";"41";"111";"24";"710";"440";"76";"42";"0";"4";"1";"-"
"766022";"766022";"72";"8";"3";"1184";"1013";"6";"3";"1004";"198";"31";"22";"24";"66";"10";"331";"266";"34";"20";"0";"2";"0";"-"
"766023";"766023";"72";"8";"3";"607";"533";"2";"3";"528";"109";"16";"8";"14";"34";"3";"191";"130";"15";"8";"0";"0";"0";"-"
"766024";"766024";"72";"8";"3";"733";"665";"8";"2";"655";"144";"9";"10";"18";"53";"7";"210";"163";"26";"15";"0";"0";"0";"-"
"766025";"766025";"72";"8";"3";"348";"299";"6";"0";"293";"45";"12";"1";"8";"19";"0";"112";"75";"12";"8";"1";"0";"0";"-"
"773001";"773001";"87";"10";"3";"630";"548";"4";"2";"542";"194";"12";"12";"10";"11";"9";"112";"143";"25";"14";"0";"-";"-";"-"
"773002";"773002";"87";"10";"3";"494";"433";"3";"1";"429";"159";"6";"7";"7";"20";"2";"85";"107";"20";"16";"0";"-";"-";"-"
"773003";"773003";"87";"10";"3";"306";"277";"1";"0";"276";"85";"7";"4";"9";"14";"0";"48";"95";"11";"3";"0";"-";"-";"-"
"773004";"773004";"87";"10";"3";"467";"418";"4";"0";"414";"133";"10";"4";"11";"15";"0";"89";"120";"22";"10";"0";"-";"-";"-"
"773005";"773005";"87";"10";"3";"324";"285";"1";"0";"284";"76";"3";"6";"6";"22";"0";"70";"89";"8";"4";"0";"-";"-";"-"
"773006";"773006";"87";"10";"3";"303";"277";"2";"1";"274";"61";"12";"7";"9";"19";"0";"53";"88";"15";"10";"0";"-";"-";"-"
"773007";"773007";"87";"10";"3";"715";"623";"8";"1";"614";"200";"6";"3";"8";"15";"3";"147";"206";"15";"11";"0";"-";"-";"-"
"773008";"773008";"87";"10";"3";"513";"458";"2";"0";"456";"151";"5";"4";"4";"20";"0";"136";"106";"20";"10";"0";"-";"-";"-"
"773009";"773009";"87";"10";"3";"660";"586";"2";"0";"584";"188";"4";"9";"9";"26";"0";"142";"173";"27";"5";"1";"-";"-";"-"
"773010";"773010";"87";"10";"3";"460";"387";"2";"0";"385";"151";"3";"7";"5";"25";"5";"83";"89";"13";"4";"0";"-";"-";"-"
"773011";"773011";"87";"10";"3";"470";"419";"3";"1";"415";"125";"7";"7";"9";"8";"7";"92";"135";"18";"7";"0";"-";"-";"-"
"773012";"773012";"87";"10";"3";"659";"602";"6";"1";"595";"174";"12";"7";"12";"22";"2";"139";"195";"26";"6";"0";"-";"-";"-"
"773013";"773013";"87";"10";"3";"665";"556";"2";"2";"552";"182";"7";"3";"3";"28";"3";"127";"178";"13";"8";"0";"-";"-";"-"
"773014";"773014";"87";"10";"3";"691";"579";"2";"1";"576";"143";"9";"6";"11";"23";"2";"146";"200";"19";"17";"0";"-";"-";"-"
"773015";"773015";"87";"10";"3";"486";"425";"1";"1";"423";"117";"3";"4";"9";"23";"7";"111";"124";"17";"8";"0";"-";"-";"-"
"773016";"773016";"87";"10";"3";"497";"425";"6";"1";"418";"112";"5";"8";"5";"15";"6";"106";"133";"17";"11";"0";"-";"-";"-"
"773017";"773017";"87";"10";"3";"512";"445";"6";"1";"438";"126";"5";"7";"6";"11";"3";"145";"106";"19";"10";"0";"-";"-";"-"
"773018";"773018";"87";"10";"3";"7192";"5959";"27";"29";"5903";"2304";"117";"109";"132";"268";"48";"1161";"1337";"332";"95";"0";"-";"-";"-"
"779001";"779001";"74";"9";"3";"6183";"4984";"63";"14";"4907";"1533";"169";"137";"186";"292";"25";"1046";"1038";"367";"112";"2";"-";"-";"-"
"779002";"779002";"74";"9";"3";"4922";"4332";"33";"6";"4293";"1297";"171";"155";"122";"243";"43";"759";"1234";"176";"93";"0";"-";"-";"-"
"779003";"779003";"74";"9";"3";"5281";"4450";"56";"14";"4380";"1618";"127";"128";"149";"193";"38";"874";"853";"284";"114";"2";"-";"-";"-"
"779004";"779004";"74";"9";"3";"3009";"2694";"17";"4";"2673";"725";"53";"98";"81";"122";"15";"641";"784";"118";"34";"2";"-";"-";"-"
"779005";"779005";"74";"9";"3";"1036";"920";"14";"2";"904";"200";"27";"16";"22";"26";"8";"194";"335";"37";"39";"0";"-";"-";"-"
"779006";"779006";"74";"9";"3";"639";"556";"3";"1";"552";"143";"13";"26";"16";"38";"9";"122";"139";"28";"18";"0";"-";"-";"-"
"779007";"779007";"74";"9";"3";"730";"652";"6";"0";"646";"223";"10";"23";"17";"34";"3";"133";"181";"16";"6";"0";"-";"-";"-"
"779008";"779008";"74";"9";"3";"564";"479";"4";"2";"473";"177";"15";"18";"16";"15";"3";"89";"113";"19";"8";"0";"-";"-";"-"
"779009";"779009";"74";"9";"3";"702";"592";"3";"0";"589";"196";"13";"13";"15";"37";"2";"110";"182";"15";"6";"0";"-";"-";"-"
"779010";"779010";"74";"9";"3";"1115";"962";"5";"1";"956";"296";"31";"22";"15";"37";"7";"190";"296";"46";"16";"0";"-";"-";"-"
"779011";"779011";"74";"9";"3";"1547";"1316";"14";"4";"1298";"395";"30";"36";"32";"60";"10";"280";"372";"50";"33";"0";"-";"-";"-"
"779012";"779012";"74";"9";"3";"1105";"916";"7";"1";"908";"238";"17";"27";"23";"21";"11";"224";"297";"30";"19";"1";"-";"-";"-"
"779013";"779013";"74";"9";"3";"1764";"1496";"14";"5";"1477";"440";"42";"38";"23";"66";"10";"312";"469";"47";"29";"1";"-";"-";"-"
"779014";"779014";"74";"9";"3";"1266";"1080";"8";"0";"1072";"331";"30";"32";"19";"39";"7";"207";"337";"56";"14";"0";"-";"-";"-"
"779015";"779015";"74";"9";"3";"1304";"1118";"8";"4";"1106";"327";"42";"27";"26";"67";"4";"225";"328";"43";"17";"0";"-";"-";"-"
"779016";"779016";"74";"9";"3";"1391";"1232";"11";"3";"1218";"324";"45";"33";"33";"62";"4";"225";"410";"60";"22";"0";"-";"-";"-"
"779017";"779017";"74";"9";"3";"589";"531";"2";"0";"529";"145";"16";"12";"10";"18";"4";"141";"146";"24";"13";"0";"-";"-";"-"
"779018";"779018";"74";"9";"3";"1078";"922";"3";"0";"919";"240";"20";"22";"22";"61";"15";"212";"248";"59";"20";"0";"-";"-";"-"
"779019";"779019";"74";"9";"3";"739";"620";"6";"2";"612";"191";"24";"14";"16";"19";"4";"137";"166";"29";"12";"0";"-";"-";"-"
"779020";"779020";"74";"9";"3";"655";"585";"4";"1";"580";"125";"27";"16";"21";"22";"20";"124";"178";"27";"19";"1";"-";"-";"-"
"787001";"787001";"87";"10";"3";"7108";"5878";"44";"36";"5798";"2070";"121";"131";"157";"280";"86";"1073";"1422";"337";"121";"0";"-";"-";"-"
"787002";"787002";"87";"10";"3";"917";"802";"3";"1";"798";"266";"8";"17";"13";"24";"18";"176";"232";"27";"17";"0";"-";"-";"-"
"787003";"787003";"87";"10";"3";"738";"641";"3";"0";"638";"160";"8";"15";"11";"33";"10";"136";"226";"19";"20";"0";"-";"-";"-"
"787004";"787004";"87";"10";"3";"745";"624";"6";"2";"616";"180";"13";"15";"21";"23";"20";"135";"141";"43";"25";"0";"-";"-";"-"
"787005";"787005";"87";"10";"3";"488";"443";"4";"0";"439";"151";"3";"9";"7";"13";"1";"148";"93";"11";"3";"0";"-";"-";"-"
"787006";"787006";"87";"10";"3";"1201";"1070";"4";"5";"1061";"272";"18";"30";"12";"43";"13";"240";"384";"30";"19";"0";"-";"-";"-"
"787007";"787007";"87";"10";"3";"964";"858";"10";"1";"847";"258";"20";"21";"7";"29";"2";"134";"327";"26";"22";"1";"-";"-";"-"
"787008";"787008";"87";"10";"3";"1076";"961";"9";"1";"951";"299";"26";"17";"18";"59";"12";"178";"269";"46";"26";"1";"-";"-";"-"
"787009";"787009";"87";"10";"3";"473";"422";"3";"1";"418";"99";"7";"9";"8";"18";"11";"96";"143";"20";"7";"0";"-";"-";"-"
"787010";"787010";"87";"10";"3";"1548";"1350";"4";"5";"1341";"415";"25";"75";"26";"50";"15";"367";"262";"76";"29";"1";"-";"-";"-"
