"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Stemmeberettigede";"FV2015 - Afgivne stemmer";"FV2015 - Blanke stemmer";"FV2015 - Andre ugyldige stemmer";"FV2015 - Gyldige stemmer";"FV2015 - A. Socialdemokratiet";"FV2015 - B. Radikale Venstre";"FV2015 - C. Det Konservative Folkeparti";"FV2015 - F. SF - Socialistisk Folkeparti";"FV2015 - I. Liberal Alliance";"FV2015 - K. Kristendemokraterne";"FV2015 - O. Dansk Folkeparti";"FV2015 - V. Venstre, Danmarks Liberale Parti";"FV2015 - Ø. Enhedslisten - De Rød-Grønne";"FV2015 - Å. Alternativet";"FV2015 - 1. Uden for partierne";"FV2015 - 2. Uden for partierne";"FV2015 - 3. Uden for partierne";"FV2015 - 4. Uden for partierne"
"540007";"540007";"49";"7";"2";"1876";"1588";"11";"7";"1570";"354";"45";"30";"34";"142";"5";"449";"403";"81";"27";"-";"-";"-";"-"
"540008";"540008";"49";"7";"2";"392";"348";"1";"6";"341";"71";"12";"8";"10";"41";"7";"87";"68";"20";"17";"-";"-";"-";"-"
"540009";"540009";"49";"7";"2";"6443";"5362";"45";"16";"5301";"1430";"229";"82";"148";"335";"23";"1624";"1041";"284";"105";"-";"-";"-";"-"
"540010";"540010";"49";"7";"2";"5637";"4592";"38";"24";"4530";"1250";"218";"76";"150";"324";"23";"1303";"779";"285";"122";"-";"-";"-";"-"
"540011";"540011";"49";"7";"2";"5692";"4675";"56";"25";"4594";"1022";"301";"96";"137";"443";"26";"1157";"1024";"246";"142";"-";"-";"-";"-"
"540012";"540012";"49";"7";"2";"4392";"3913";"34";"20";"3859";"873";"228";"76";"105";"317";"28";"977";"1037";"128";"90";"-";"-";"-";"-"
"540013";"540013";"49";"7";"2";"2367";"2163";"22";"2";"2139";"503";"56";"43";"37";"198";"17";"662";"521";"54";"48";"-";"-";"-";"-"
"540014";"540014";"49";"7";"2";"1372";"1212";"9";"1";"1202";"231";"33";"15";"32";"119";"12";"411";"265";"65";"19";"-";"-";"-";"-"
"540015";"540015";"49";"7";"2";"3414";"3042";"33";"14";"2995";"808";"110";"56";"52";"201";"12";"933";"661";"107";"55";"-";"-";"-";"-"
"540016";"540016";"49";"7";"2";"5938";"5062";"25";"19";"5018";"1293";"249";"103";"75";"266";"39";"1631";"1056";"193";"113";"-";"-";"-";"-"
"540017";"540017";"49";"7";"2";"681";"593";"3";"3";"587";"117";"21";"7";"10";"53";"2";"232";"114";"22";"9";"-";"-";"-";"-"
"550001";"550001";"51";"7";"2";"1469";"1243";"15";"3";"1225";"291";"19";"32";"22";"95";"4";"376";"332";"37";"17";"-";"-";"-";"-"
"550002";"550002";"51";"7";"2";"538";"451";"1";"1";"449";"84";"7";"8";"8";"47";"8";"123";"122";"30";"12";"-";"-";"-";"-"
"550003";"550003";"51";"7";"2";"429";"376";"6";"2";"368";"75";"4";"3";"10";"26";"1";"123";"106";"18";"2";"-";"-";"-";"-"
"550004";"550004";"51";"7";"2";"1354";"1128";"12";"10";"1106";"281";"25";"14";"18";"72";"4";"327";"276";"45";"44";"-";"-";"-";"-"
"550007";"550007";"51";"7";"2";"456";"399";"3";"0";"396";"65";"10";"9";"9";"48";"5";"109";"120";"16";"5";"-";"-";"-";"-"
"550008";"550008";"51";"7";"2";"870";"782";"3";"6";"773";"177";"26";"16";"17";"62";"2";"210";"200";"46";"17";"-";"-";"-";"-"
"550012";"550012";"51";"7";"2";"2535";"2178";"15";"2";"2161";"376";"73";"46";"38";"146";"61";"668";"618";"96";"39";"-";"-";"-";"-"
"550014";"550014";"51";"7";"2";"986";"830";"15";"1";"814";"124";"20";"13";"11";"61";"20";"284";"235";"26";"20";"-";"-";"-";"-"
"550015";"550015";"51";"7";"2";"593";"499";"4";"1";"494";"73";"14";"10";"12";"44";"41";"149";"123";"19";"9";"-";"-";"-";"-"
"550016";"550016";"51";"7";"2";"676";"583";"1";"3";"579";"56";"23";"7";"10";"53";"7";"224";"159";"24";"16";"-";"-";"-";"-"
"550017";"550017";"51";"7";"2";"1585";"1355";"12";"3";"1340";"226";"16";"27";"31";"110";"91";"396";"373";"44";"26";"-";"-";"-";"-"
"550018";"550018";"51";"7";"2";"544";"477";"4";"1";"472";"87";"9";"10";"9";"30";"1";"161";"139";"22";"4";"-";"-";"-";"-"
"550019";"550019";"51";"7";"2";"410";"355";"3";"1";"351";"73";"7";"7";"5";"41";"9";"100";"97";"8";"4";"-";"-";"-";"-"
"550021";"550021";"51";"7";"2";"507";"421";"2";"1";"418";"85";"7";"13";"12";"30";"3";"135";"119";"11";"3";"-";"-";"-";"-"
"550023";"550023";"51";"7";"2";"3082";"2651";"32";"8";"2611";"581";"44";"60";"52";"152";"57";"795";"746";"76";"48";"-";"-";"-";"-"
"550024";"550024";"51";"7";"2";"773";"662";"6";"3";"653";"113";"19";"9";"14";"60";"6";"213";"163";"41";"15";"-";"-";"-";"-"
"550025";"550025";"51";"7";"2";"6098";"5003";"31";"34";"4938";"1343";"187";"110";"186";"294";"26";"1171";"1141";"353";"127";"-";"-";"-";"-"
"550027";"550027";"51";"7";"2";"829";"722";"8";"2";"712";"142";"17";"8";"16";"50";"6";"252";"187";"21";"13";"-";"-";"-";"-"
"550029";"550029";"51";"7";"2";"766";"649";"7";"1";"641";"137";"28";"8";"18";"51";"14";"174";"154";"34";"23";"-";"-";"-";"-"
"550051";"550051";"51";"7";"2";"454";"403";"1";"1";"401";"70";"16";"10";"17";"29";"0";"121";"114";"15";"9";"-";"-";"-";"-"
"550061";"550061";"51";"7";"2";"2851";"2361";"13";"18";"2330";"525";"37";"47";"40";"174";"18";"736";"637";"90";"26";"-";"-";"-";"-"
"550071";"550071";"51";"7";"2";"505";"435";"6";"1";"428";"54";"6";"11";"5";"52";"13";"111";"152";"15";"9";"-";"-";"-";"-"
"561002";"561002";"52";"7";"2";"10038";"8032";"98";"41";"7893";"1806";"300";"165";"277";"862";"43";"1838";"1582";"750";"270";"-";"-";"-";"-"
"561003";"561003";"52";"7";"2";"2260";"1715";"18";"12";"1685";"547";"40";"19";"66";"90";"8";"474";"249";"161";"31";"-";"-";"-";"-"
"561004";"561004";"52";"7";"2";"3432";"2852";"37";"13";"2802";"857";"76";"34";"126";"150";"5";"774";"376";"313";"91";"-";"-";"-";"-"
"561005";"561005";"52";"7";"2";"4699";"3626";"38";"13";"3575";"1159";"90";"51";"134";"138";"31";"1039";"479";"386";"68";"-";"-";"-";"-"
"561006";"561006";"52";"7";"2";"4824";"4039";"47";"12";"3980";"1183";"139";"93";"153";"265";"24";"902";"698";"390";"133";"-";"-";"-";"-"
"561007";"561007";"52";"7";"2";"3659";"2923";"31";"17";"2875";"920";"70";"23";"131";"111";"18";"846";"353";"330";"73";"-";"-";"-";"-"
"561008";"561008";"53";"7";"2";"1546";"1389";"14";"4";"1371";"306";"29";"21";"36";"90";"19";"437";"363";"55";"15";"-";"-";"-";"-"
"561011";"561011";"52";"7";"2";"3106";"2644";"15";"14";"2615";"606";"73";"61";"99";"195";"26";"622";"691";"187";"55";"-";"-";"-";"-"
"561012";"561012";"53";"7";"2";"2471";"2150";"10";"1";"2139";"508";"52";"38";"58";"167";"11";"629";"545";"96";"35";"-";"-";"-";"-"
"561015";"561015";"52";"7";"2";"5475";"4787";"38";"15";"4734";"1268";"116";"89";"120";"354";"55";"1282";"1046";"300";"104";"-";"-";"-";"-"
"561016";"561016";"53";"7";"2";"5699";"5113";"41";"12";"5060";"1202";"154";"134";"134";"480";"20";"1140";"1524";"182";"90";"-";"-";"-";"-"
"561017";"561017";"53";"7";"2";"1059";"940";"4";"2";"934";"216";"11";"13";"27";"63";"12";"256";"271";"49";"16";"-";"-";"-";"-"
"561020";"561020";"53";"7";"2";"2516";"2241";"20";"2";"2219";"572";"60";"37";"69";"167";"12";"555";"564";"133";"50";"-";"-";"-";"-"
"561021";"561021";"52";"7";"2";"2793";"2121";"24";"9";"2088";"667";"53";"20";"81";"60";"27";"565";"373";"208";"34";"-";"-";"-";"-"
"561022";"561022";"52";"7";"2";"2611";"2179";"17";"6";"2156";"563";"30";"42";"46";"122";"25";"717";"460";"119";"32";"-";"-";"-";"-"
"561023";"561023";"52";"7";"2";"2968";"2570";"26";"8";"2536";"814";"49";"27";"108";"117";"18";"744";"426";"186";"47";"-";"-";"-";"-"
"561024";"561024";"53";"7";"2";"2813";"2443";"18";"10";"2415";"593";"61";"41";"67";"178";"44";"682";"578";"117";"54";"-";"-";"-";"-"
"561025";"561025";"53";"7";"2";"7876";"6773";"54";"21";"6698";"1549";"152";"141";"189";"447";"80";"1951";"1711";"328";"150";"-";"-";"-";"-"
"561028";"561028";"53";"7";"2";"8515";"7231";"47";"37";"7147";"1803";"220";"231";"375";"468";"30";"1518";"1606";"597";"299";"-";"-";"-";"-"
"561032";"561032";"53";"7";"2";"1488";"1297";"12";"4";"1281";"288";"27";"21";"52";"106";"19";"318";"322";"81";"47";"-";"-";"-";"-"
"561033";"561033";"53";"7";"2";"2069";"1816";"20";"3";"1793";"366";"50";"60";"46";"126";"9";"508";"517";"75";"36";"-";"-";"-";"-"
"561035";"561035";"53";"7";"2";"33";"33";"1";"0";"32";"5";"3";"1";"0";"2";"0";"5";"11";"0";"5";"-";"-";"-";"-"
"561038";"561038";"53";"7";"2";"1228";"1016";"11";"2";"1003";"175";"28";"16";"26";"66";"11";"290";"318";"49";"24";"-";"-";"-";"-"
"561040";"561040";"53";"7";"2";"2680";"2245";"16";"7";"2222";"426";"46";"33";"55";"151";"28";"738";"630";"83";"32";"-";"-";"-";"-"
"563001";"563001";"52";"7";"2";"2277";"2036";"20";"3";"2013";"528";"68";"68";"107";"127";"5";"405";"390";"202";"113";"-";"-";"-";"-"
"563002";"563002";"52";"7";"2";"258";"237";"5";"1";"231";"80";"3";"9";"9";"12";"2";"43";"35";"28";"10";"-";"-";"-";"-"
"573001";"573001";"54";"7";"2";"10598";"8908";"66";"44";"8798";"2041";"212";"157";"250";"565";"49";"2571";"2381";"383";"189";"-";"-";"-";"-"
"573004";"573004";"54";"7";"2";"840";"767";"9";"4";"754";"151";"23";"5";"13";"48";"6";"184";"264";"45";"15";"-";"-";"-";"-"
"573005";"573005";"54";"7";"2";"569";"512";"8";"1";"503";"84";"17";"16";"9";"42";"0";"140";"161";"22";"12";"-";"-";"-";"-"
"573006";"573006";"54";"7";"2";"649";"588";"5";"2";"581";"94";"14";"8";"9";"50";"6";"163";"211";"11";"15";"-";"-";"-";"-"
"573007";"573007";"54";"7";"2";"1130";"1041";"14";"1";"1026";"215";"28";"16";"30";"63";"5";"305";"307";"36";"21";"-";"-";"-";"-"
"573008";"573008";"54";"7";"2";"842";"737";"10";"1";"726";"124";"14";"4";"12";"49";"7";"220";"270";"18";"8";"-";"-";"-";"-"
"573009";"573009";"54";"7";"2";"996";"890";"3";"7";"880";"153";"30";"9";"28";"54";"13";"250";"291";"33";"19";"-";"-";"-";"-"
"573010";"573010";"54";"7";"2";"951";"807";"9";"3";"795";"116";"23";"9";"23";"69";"13";"255";"250";"27";"10";"-";"-";"-";"-"
"573013";"573013";"54";"7";"2";"1764";"1537";"3";"8";"1526";"280";"30";"25";"44";"105";"13";"440";"492";"54";"43";"-";"-";"-";"-"
"573014";"573014";"54";"7";"2";"587";"510";"6";"1";"503";"58";"11";"17";"15";"42";"18";"141";"178";"11";"12";"-";"-";"-";"-"
"573015";"573015";"54";"7";"2";"1171";"1037";"10";"0";"1027";"159";"25";"23";"18";"78";"10";"295";"361";"38";"20";"-";"-";"-";"-"
"573018";"573018";"54";"7";"2";"2780";"2417";"25";"7";"2385";"464";"41";"39";"59";"156";"15";"617";"861";"94";"39";"-";"-";"-";"-"
"573019";"573019";"54";"7";"2";"437";"392";"0";"0";"392";"76";"4";"10";"9";"28";"1";"113";"133";"13";"5";"-";"-";"-";"-"
"573022";"573022";"54";"7";"2";"896";"811";"7";"2";"802";"139";"21";"12";"15";"60";"14";"237";"274";"26";"4";"-";"-";"-";"-"
"573023";"573023";"54";"7";"2";"1236";"1106";"6";"3";"1097";"170";"27";"13";"23";"59";"15";"338";"405";"28";"19";"-";"-";"-";"-"
"573024";"573024";"54";"7";"2";"508";"446";"5";"0";"441";"43";"8";"8";"12";"35";"3";"128";"187";"8";"9";"-";"-";"-";"-"
"573026";"573026";"54";"7";"2";"1061";"951";"11";"2";"938";"141";"16";"11";"12";"69";"7";"250";"385";"33";"14";"-";"-";"-";"-"
"573027";"573027";"54";"7";"2";"810";"692";"6";"5";"681";"83";"12";"9";"10";"63";"18";"205";"259";"9";"13";"-";"-";"-";"-"
"573028";"573028";"54";"7";"2";"1009";"904";"6";"2";"896";"143";"21";"19";"10";"59";"4";"220";"361";"37";"22";"-";"-";"-";"-"
"573030";"573030";"54";"7";"2";"4425";"3844";"32";"9";"3803";"645";"115";"65";"61";"216";"194";"1080";"1242";"126";"59";"-";"-";"-";"-"
"573031";"573031";"54";"7";"2";"1493";"1295";"22";"3";"1270";"211";"31";"19";"16";"79";"10";"348";"486";"46";"24";"-";"-";"-";"-"
"573032";"573032";"54";"7";"2";"1387";"1184";"8";"3";"1173";"245";"19";"14";"33";"49";"34";"349";"372";"37";"21";"-";"-";"-";"-"
"573033";"573033";"54";"7";"2";"611";"553";"4";"1";"548";"72";"11";"2";"10";"65";"12";"147";"196";"18";"15";"-";"-";"-";"-"
"575001";"575001";"55";"7";"2";"4148";"3583";"40";"12";"3531";"911";"65";"77";"96";"232";"17";"1021";"946";"120";"46";"-";"-";"-";"-"
"575002";"575002";"55";"7";"2";"649";"561";"4";"1";"556";"103";"7";"8";"12";"42";"2";"184";"170";"11";"17";"-";"-";"-";"-"
"575003";"575003";"55";"7";"2";"2658";"2248";"21";"5";"2222";"478";"44";"45";"53";"148";"23";"658";"625";"107";"41";"-";"-";"-";"-"
"575004";"575004";"55";"7";"2";"853";"763";"8";"0";"755";"119";"10";"11";"17";"54";"10";"247";"257";"22";"8";"-";"-";"-";"-"
"575005";"575005";"55";"7";"2";"934";"808";"5";"4";"799";"126";"13";"19";"13";"50";"5";"250";"289";"24";"10";"-";"-";"-";"-"
"575006";"575006";"55";"7";"2";"422";"369";"3";"1";"365";"68";"8";"10";"9";"30";"5";"95";"116";"12";"12";"-";"-";"-";"-"
"575007";"575007";"55";"7";"2";"2656";"2287";"15";"6";"2266";"415";"42";"71";"50";"129";"49";"634";"763";"71";"42";"-";"-";"-";"-"
"575008";"575008";"55";"7";"2";"683";"584";"0";"1";"583";"94";"7";"10";"9";"45";"6";"153";"202";"40";"17";"-";"-";"-";"-"
"575009";"575009";"55";"7";"2";"1904";"1657";"23";"5";"1629";"356";"31";"29";"33";"140";"12";"461";"468";"58";"41";"-";"-";"-";"-"
"575010";"575010";"55";"7";"2";"544";"476";"5";"2";"469";"63";"7";"11";"7";"46";"1";"126";"191";"10";"7";"-";"-";"-";"-"
"575011";"575011";"55";"7";"2";"1318";"1153";"7";"3";"1143";"272";"16";"37";"26";"78";"11";"305";"340";"33";"25";"-";"-";"-";"-"
"575012";"575012";"55";"7";"2";"340";"305";"1";"1";"303";"45";"5";"12";"6";"43";"4";"72";"103";"6";"7";"-";"-";"-";"-"
"575013";"575013";"55";"7";"2";"610";"525";"5";"0";"520";"90";"8";"17";"24";"43";"8";"144";"158";"20";"8";"-";"-";"-";"-"
"575014";"575014";"55";"7";"2";"6677";"5673";"44";"22";"5607";"1624";"120";"141";"149";"341";"28";"1561";"1297";"258";"88";"-";"-";"-";"-"
"575015";"575015";"55";"7";"2";"518";"478";"2";"1";"475";"76";"9";"13";"11";"43";"2";"153";"141";"19";"8";"-";"-";"-";"-"
"575016";"575016";"55";"7";"2";"2182";"2012";"12";"5";"1995";"415";"85";"45";"59";"215";"5";"452";"572";"86";"61";"-";"-";"-";"-"
"575017";"575017";"55";"7";"2";"1064";"953";"8";"3";"942";"212";"27";"23";"33";"82";"16";"268";"221";"40";"20";"-";"-";"-";"-"
"575018";"575018";"55";"7";"2";"1098";"995";"11";"1";"983";"237";"25";"12";"17";"81";"4";"297";"234";"50";"26";"-";"-";"-";"-"
"575019";"575019";"55";"7";"2";"1577";"1349";"12";"2";"1335";"219";"19";"28";"49";"119";"11";"475";"346";"41";"28";"-";"-";"-";"-"
"580001";"580001";"50";"7";"2";"646";"556";"7";"0";"549";"111";"6";"6";"12";"42";"4";"203";"143";"19";"3";"-";"-";"-";"-"
"580002";"580002";"50";"7";"2";"651";"562";"8";"2";"552";"102";"8";"6";"9";"29";"10";"168";"185";"26";"9";"-";"-";"-";"-"
"580003";"580003";"50";"7";"2";"5154";"4434";"37";"21";"4376";"1035";"112";"71";"97";"282";"48";"1400";"1111";"156";"64";"-";"-";"-";"-"
"580004";"580004";"50";"7";"2";"3319";"2960";"26";"7";"2927";"667";"100";"48";"77";"205";"17";"804";"776";"131";"102";"-";"-";"-";"-"
"580005";"580005";"50";"7";"2";"1436";"1296";"4";"7";"1285";"268";"27";"21";"16";"70";"35";"508";"289";"43";"8";"-";"-";"-";"-"
"580006";"580006";"50";"7";"2";"658";"568";"1";"5";"562";"75";"25";"11";"10";"100";"3";"192";"125";"17";"4";"-";"-";"-";"-"
"580007";"580007";"50";"7";"2";"1672";"1406";"7";"5";"1394";"251";"32";"15";"16";"133";"18";"492";"368";"54";"15";"-";"-";"-";"-"
"580008";"580008";"50";"7";"2";"1722";"1518";"2";"0";"1516";"295";"52";"43";"34";"113";"14";"443";"414";"72";"36";"-";"-";"-";"-"
"580009";"580009";"50";"7";"2";"1607";"1402";"11";"3";"1388";"280";"42";"22";"24";"92";"8";"496";"335";"63";"26";"-";"-";"-";"-"
"580010";"580010";"50";"7";"2";"928";"789";"7";"4";"778";"154";"23";"9";"22";"56";"3";"238";"216";"34";"23";"-";"-";"-";"-"
"580011";"580011";"50";"7";"2";"1893";"1553";"14";"2";"1537";"239";"57";"25";"15";"147";"56";"527";"389";"55";"27";"-";"-";"-";"-"
"580012";"580012";"50";"7";"2";"2570";"2110";"12";"9";"2089";"456";"81";"33";"38";"137";"18";"708";"528";"63";"27";"-";"-";"-";"-"
"580013";"580013";"50";"7";"2";"1650";"1405";"13";"3";"1389";"258";"39";"20";"36";"85";"4";"524";"369";"40";"14";"-";"-";"-";"-"
"580014";"580014";"50";"7";"2";"3017";"2557";"21";"15";"2521";"447";"70";"67";"48";"203";"20";"893";"655";"76";"42";"-";"-";"-";"-"
"580015";"580015";"50";"7";"2";"3647";"3033";"22";"16";"2995";"618";"58";"59";"56";"161";"8";"1159";"723";"115";"38";"-";"-";"-";"-"
"580016";"580016";"50";"7";"2";"7056";"5901";"50";"21";"5830";"1373";"267";"113";"188";"444";"62";"1518";"1308";"378";"179";"-";"-";"-";"-"
"580017";"580017";"50";"7";"2";"3013";"2589";"22";"11";"2556";"769";"106";"43";"75";"122";"17";"680";"543";"150";"51";"-";"-";"-";"-"
"580018";"580018";"50";"7";"2";"1933";"1593";"10";"3";"1580";"459";"70";"27";"50";"82";"9";"439";"296";"116";"32";"-";"-";"-";"-"
"607001";"607001";"58";"7";"2";"10831";"8888";"104";"26";"8758";"2739";"192";"163";"349";"501";"105";"2606";"1146";"667";"290";"-";"-";"-";"-"
"607002";"607002";"58";"7";"2";"1133";"1014";"4";"2";"1008";"265";"19";"21";"30";"60";"12";"312";"227";"35";"27";"-";"-";"-";"-"
"607003";"607003";"58";"7";"2";"7217";"6520";"48";"12";"6460";"1671";"181";"178";"163";"499";"43";"1840";"1452";"267";"166";"-";"-";"-";"-"
"607004";"607004";"58";"7";"2";"585";"523";"9";"2";"512";"95";"12";"8";"20";"29";"4";"181";"118";"25";"20";"-";"-";"-";"-"
"607005";"607005";"58";"7";"2";"4013";"3619";"35";"2";"3582";"769";"132";"89";"128";"346";"20";"1020";"842";"134";"102";"-";"-";"-";"-"
"607006";"607006";"58";"7";"2";"7486";"6062";"47";"15";"6000";"1966";"119";"79";"183";"294";"49";"1872";"885";"405";"148";"-";"-";"-";"-"
"607007";"607007";"58";"7";"2";"1439";"1322";"12";"1";"1309";"343";"36";"38";"44";"80";"6";"364";"310";"43";"45";"-";"-";"-";"-"
"607008";"607008";"58";"7";"2";"4691";"3666";"40";"23";"3603";"907";"98";"63";"140";"268";"17";"1117";"491";"335";"167";"-";"-";"-";"-"
"615001";"615001";"71";"8";"3";"4598";"3625";"46";"13";"3566";"1198";"98";"57";"157";"235";"16";"925";"381";"385";"102";"1";"11";"0";"-"
"615002";"615002";"71";"8";"3";"4583";"3627";"37";"21";"3569";"1043";"104";"75";"174";"277";"21";"963";"400";"358";"148";"0";"6";"0";"-"
"615003";"615003";"71";"8";"3";"7236";"5733";"62";"32";"5639";"1436";"226";"129";"232";"723";"26";"1268";"870";"490";"230";"0";"9";"0";"-"
"615004";"615004";"71";"8";"3";"151";"134";"1";"0";"133";"38";"14";"7";"2";"4";"0";"20";"26";"17";"5";"0";"0";"0";"-"
"615005";"615005";"71";"8";"3";"4342";"3547";"37";"18";"3492";"1124";"119";"63";"155";"296";"19";"782";"404";"346";"169";"1";"14";"0";"-"
"615006";"615006";"71";"8";"3";"6948";"6178";"53";"14";"6111";"1824";"181";"130";"193";"511";"36";"1682";"1075";"329";"145";"0";"4";"1";"-"
"615007";"615007";"71";"8";"3";"4152";"3739";"36";"10";"3693";"1012";"111";"104";"140";"347";"23";"1025";"670";"189";"67";"0";"5";"0";"-"
"615008";"615008";"71";"8";"3";"2003";"1831";"18";"8";"1805";"444";"74";"37";"51";"211";"12";"469";"407";"73";"26";"0";"1";"0";"-"
"615009";"615009";"71";"8";"3";"1928";"1703";"17";"10";"1676";"425";"46";"38";"52";"166";"8";"404";"405";"83";"48";"0";"1";"0";"-"
"615010";"615010";"71";"8";"3";"2068";"1862";"14";"7";"1841";"498";"70";"51";"44";"207";"11";"426";"365";"90";"76";"0";"2";"1";"-"
"615011";"615011";"71";"8";"3";"4618";"4297";"20";"10";"4267";"852";"177";"192";"123";"761";"36";"771";"1080";"138";"134";"0";"3";"0";"-"
"615012";"615012";"71";"8";"3";"2683";"2468";"25";"5";"2438";"681";"82";"60";"78";"239";"13";"595";"511";"113";"61";"0";"5";"0";"-"
"615013";"615013";"71";"8";"3";"3524";"3069";"25";"14";"3030";"691";"91";"86";"78";"197";"25";"937";"721";"107";"94";"0";"3";"0";"-"
"615014";"615014";"71";"8";"3";"1347";"1178";"11";"2";"1165";"242";"41";"35";"37";"105";"17";"307";"289";"59";"29";"0";"4";"0";"-"
"615015";"615015";"71";"8";"3";"844";"748";"3";"5";"740";"142";"28";"15";"24";"73";"7";"183";"152";"49";"67";"0";"0";"0";"-"
"615016";"615016";"71";"8";"3";"2509";"2196";"14";"8";"2174";"505";"69";"53";"77";"189";"10";"541";"529";"116";"83";"0";"2";"0";"-"
"615017";"615017";"71";"8";"3";"1945";"1748";"17";"7";"1724";"385";"76";"49";"70";"141";"7";"412";"364";"107";"111";"0";"2";"0";"-"
"615018";"615018";"71";"8";"3";"2497";"2212";"20";"16";"2176";"533";"80";"51";"94";"176";"6";"538";"468";"147";"81";"0";"2";"0";"-"
"615019";"615019";"71";"8";"3";"1374";"1227";"12";"4";"1211";"314";"39";"34";"53";"94";"4";"237";"293";"96";"47";"0";"0";"0";"-"
"615020";"615020";"71";"8";"3";"537";"484";"1";"0";"483";"108";"25";"6";"24";"47";"3";"103";"80";"26";"61";"0";"0";"0";"-"
"615021";"615021";"71";"8";"3";"1276";"923";"8";"7";"908";"325";"49";"11";"47";"70";"4";"185";"66";"120";"27";"0";"4";"0";"-"
"615022";"615022";"71";"8";"3";"400";"355";"6";"1";"348";"80";"8";"10";"9";"29";"5";"105";"78";"16";"8";"0";"0";"0";"-"
"621001";"621001";"59";"7";"2";"5607";"4566";"48";"24";"4494";"960";"225";"130";"249";"518";"16";"888";"918";"326";"264";"-";"-";"-";"-"
"621002";"621002";"59";"7";"2";"3637";"2667";"22";"13";"2632";"819";"98";"50";"183";"182";"14";"613";"331";"241";"101";"-";"-";"-";"-"
"621003";"621003";"59";"7";"2";"4214";"3479";"23";"6";"3450";"1023";"120";"68";"198";"224";"30";"863";"573";"259";"92";"-";"-";"-";"-"
"621004";"621004";"59";"7";"2";"5898";"5381";"30";"12";"5339";"963";"284";"230";"165";"741";"28";"1085";"1546";"152";"145";"-";"-";"-";"-"
"621005";"621005";"59";"7";"2";"4065";"3603";"26";"9";"3568";"785";"106";"127";"151";"289";"12";"947";"934";"148";"69";"-";"-";"-";"-"
"621006";"621006";"59";"7";"2";"3489";"3105";"27";"5";"3073";"625";"108";"80";"87";"309";"15";"800";"887";"91";"71";"-";"-";"-";"-"
"621007";"621007";"59";"7";"2";"4170";"3650";"41";"17";"3592";"751";"100";"129";"116";"308";"59";"988";"917";"155";"69";"-";"-";"-";"-"
"621008";"621008";"60";"7";"2";"4558";"3635";"33";"16";"3586";"932";"112";"63";"190";"266";"30";"1079";"512";"266";"136";"-";"-";"-";"-"
"621009";"621009";"60";"7";"2";"6508";"5446";"66";"22";"5358";"1167";"251";"122";"258";"544";"82";"1348";"979";"355";"252";"-";"-";"-";"-"
"621010";"621010";"60";"7";"2";"4387";"3942";"42";"20";"3880";"1003";"111";"96";"215";"267";"120";"1025";"821";"143";"79";"-";"-";"-";"-"
"621011";"621011";"60";"7";"2";"3202";"2932";"20";"16";"2896";"565";"135";"110";"79";"344";"17";"638";"854";"69";"85";"-";"-";"-";"-"
"621012";"621012";"60";"7";"2";"3328";"2948";"14";"4";"2930";"638";"120";"70";"154";"229";"9";"783";"640";"151";"136";"-";"-";"-";"-"
"621013";"621013";"60";"7";"2";"2137";"1871";"16";"5";"1850";"461";"44";"39";"70";"155";"8";"565";"410";"60";"38";"-";"-";"-";"-"
"621014";"621014";"60";"7";"2";"5458";"4686";"27";"20";"4639";"1055";"95";"385";"112";"295";"52";"1408";"1001";"164";"72";"-";"-";"-";"-"
"621015";"621015";"60";"7";"2";"5047";"4303";"23";"13";"4267";"913";"108";"118";"138";"342";"77";"1331";"994";"146";"100";"-";"-";"-";"-"
"630001";"630001";"57";"7";"2";"2313";"1921";"21";"9";"1891";"524";"100";"44";"76";"138";"30";"475";"331";"90";"83";"-";"-";"-";"-"
"630002";"630002";"57";"7";"2";"4267";"3760";"27";"12";"3721";"882";"141";"78";"130";"318";"79";"1000";"774";"195";"124";"-";"-";"-";"-"
"630003";"630003";"57";"7";"2";"1594";"1457";"3";"2";"1452";"405";"36";"32";"25";"106";"56";"398";"287";"63";"44";"-";"-";"-";"-"
"630004";"630004";"57";"7";"2";"1709";"1528";"13";"2";"1513";"297";"40";"32";"41";"107";"20";"518";"366";"47";"45";"-";"-";"-";"-"
"630005";"630005";"57";"7";"2";"1428";"1299";"12";"3";"1284";"285";"40";"29";"42";"95";"20";"404";"304";"32";"33";"-";"-";"-";"-"
"630006";"630006";"57";"7";"2";"2702";"2305";"25";"9";"2271";"431";"111";"41";"57";"179";"11";"631";"685";"72";"53";"-";"-";"-";"-"
"630007";"630007";"57";"7";"2";"744";"676";"6";"1";"669";"142";"25";"15";"17";"53";"2";"244";"134";"23";"14";"-";"-";"-";"-"
"630008";"630008";"57";"7";"2";"1485";"1325";"12";"4";"1309";"274";"53";"24";"54";"93";"16";"379";"309";"61";"46";"-";"-";"-";"-"
"630009";"630009";"57";"7";"2";"10935";"8404";"89";"37";"8278";"2093";"354";"169";"375";"875";"94";"2041";"1356";"577";"344";"-";"-";"-";"-"
"630010";"630010";"57";"7";"2";"934";"856";"13";"4";"839";"182";"29";"11";"29";"71";"15";"233";"208";"32";"29";"-";"-";"-";"-"
"630011";"630011";"57";"7";"2";"3584";"3251";"20";"11";"3220";"743";"117";"87";"95";"313";"24";"822";"838";"99";"82";"-";"-";"-";"-"
