"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2011 - Stemmeberettigede";"FV2011 - Afgivne stemmer";"FV2011 - Blanke stemmer";"FV2011 - Andre ugyldige stemmer";"FV2011 - Gyldige stemmer";"FV2011 - A. Socialdemokratiet";"FV2011 - B. Radikale Venstre";"FV2011 - C. Det Konservative Folkeparti";"FV2011 - F. SF - Socialistisk Folkeparti";"FV2011 - I. Liberal Alliance";"FV2011 - K. Kristendemokraterne";"FV2011 - O. Dansk Folkeparti";"FV2011 - V. Venstre, Danmarks Liberale Parti";"FV2011 - Ø. Enhedslisten - De Rød-Grønne";"FV2011 - 1. Uden for partierne";"FV2011 - 2. Uden for partierne";"FV2011 - 3. Uden for partierne";"FV2011 - 4. Uden for partierne";"FV2011 - 5. Uden for partierne";"FV2011 - 6. Uden for partierne"
"400006";"400006";"28";"4";"1";"4323";"3626";"24";"9";"3593";"1283";"181";"75";"219";"55";"152";"392";"1045";"191";"-";"-";"-";"-";"-";"-"
"400007";"400007";"27";"4";"1";"2079";"1791";"20";"10";"1761";"558";"77";"62";"108";"38";"59";"212";"539";"108";"-";"-";"-";"-";"-";"-"
"400008";"400008";"27";"4";"1";"11335";"9645";"60";"39";"9546";"3952";"561";"218";"731";"172";"176";"922";"2183";"631";"-";"-";"-";"-";"-";"-"
"400009";"400009";"27";"4";"1";"2377";"2065";"18";"5";"2042";"741";"104";"32";"134";"35";"46";"227";"569";"154";"-";"-";"-";"-";"-";"-"
"410001";"410001";"45";"6";"2";"5078";"4490";"24";"21";"4445";"1337";"384";"195";"435";"191";"23";"533";"1092";"252";"3";"0";"-";"-";"-";"-"
"410002";"410002";"45";"6";"2";"5040";"4587";"23";"15";"4549";"1384";"379";"204";"384";"217";"23";"601";"1173";"184";"0";"0";"-";"-";"-";"-"
"410003";"410003";"45";"6";"2";"3201";"3006";"14";"11";"2981";"595";"308";"199";"211";"203";"17";"295";"1037";"114";"1";"1";"-";"-";"-";"-"
"410004";"410004";"45";"6";"2";"1855";"1664";"13";"1";"1650";"457";"131";"70";"116";"75";"4";"239";"507";"51";"0";"0";"-";"-";"-";"-"
"410005";"410005";"45";"6";"2";"1054";"934";"5";"3";"926";"188";"75";"27";"82";"39";"7";"145";"322";"41";"0";"0";"-";"-";"-";"-"
"410006";"410006";"45";"6";"2";"2800";"2468";"10";"7";"2451";"717";"217";"118";"207";"95";"7";"311";"678";"100";"1";"0";"-";"-";"-";"-"
"410007";"410007";"45";"6";"2";"1404";"1284";"6";"1";"1277";"274";"115";"51";"117";"55";"7";"173";"414";"71";"0";"0";"-";"-";"-";"-"
"410008";"410008";"45";"6";"2";"2219";"1965";"16";"8";"1941";"490";"126";"92";"190";"89";"6";"282";"595";"69";"2";"0";"-";"-";"-";"-"
"410009";"410009";"45";"6";"2";"2069";"1791";"13";"3";"1775";"495";"121";"84";"170";"61";"4";"281";"483";"76";"0";"0";"-";"-";"-";"-"
"410010";"410010";"45";"6";"2";"1994";"1765";"13";"2";"1750";"419";"153";"55";"147";"103";"7";"244";"545";"76";"1";"0";"-";"-";"-";"-"
"410011";"410011";"45";"6";"2";"1273";"1112";"14";"2";"1096";"266";"75";"45";"99";"62";"5";"181";"313";"49";"0";"1";"-";"-";"-";"-"
"411001";"411001";"28";"4";"1";"69";"64";"2";"0";"62";"13";"6";"1";"11";"1";"0";"7";"9";"14";"-";"-";"-";"-";"-";"-"
"420001";"420001";"44";"6";"2";"5415";"4611";"33";"20";"4558";"1515";"272";"195";"421";"169";"20";"561";"1147";"256";"1";"1";"-";"-";"-";"-"
"420002";"420002";"44";"6";"2";"1297";"1165";"9";"4";"1152";"409";"78";"44";"111";"47";"4";"125";"284";"49";"1";"0";"-";"-";"-";"-"
"420003";"420003";"44";"6";"2";"664";"601";"10";"0";"591";"162";"38";"26";"60";"28";"4";"89";"148";"36";"0";"0";"-";"-";"-";"-"
"420004";"420004";"44";"6";"2";"708";"617";"6";"0";"611";"170";"37";"39";"54";"22";"2";"99";"161";"27";"0";"0";"-";"-";"-";"-"
"420005";"420005";"44";"6";"2";"198";"182";"3";"0";"179";"36";"11";"12";"14";"8";"2";"31";"56";"9";"0";"0";"-";"-";"-";"-"
"420006";"420006";"44";"6";"2";"30";"24";"0";"1";"23";"6";"4";"0";"0";"1";"0";"3";"9";"0";"0";"0";"-";"-";"-";"-"
"420007";"420007";"44";"6";"2";"767";"701";"8";"3";"690";"178";"61";"38";"62";"39";"2";"82";"170";"58";"0";"0";"-";"-";"-";"-"
"420008";"420008";"44";"6";"2";"1954";"1725";"9";"9";"1707";"551";"121";"83";"188";"69";"7";"188";"398";"102";"0";"0";"-";"-";"-";"-"
"420009";"420009";"44";"6";"2";"846";"722";"8";"2";"712";"182";"48";"40";"61";"42";"4";"104";"178";"53";"0";"0";"-";"-";"-";"-"
"420010";"420010";"44";"6";"2";"385";"347";"4";"3";"340";"108";"23";"14";"36";"11";"5";"49";"73";"21";"0";"0";"-";"-";"-";"-"
"420011";"420011";"44";"6";"2";"423";"363";"1";"1";"361";"103";"24";"17";"29";"8";"0";"54";"98";"28";"0";"0";"-";"-";"-";"-"
"420012";"420012";"44";"6";"2";"678";"624";"6";"0";"618";"153";"49";"24";"52";"24";"8";"72";"199";"36";"0";"1";"-";"-";"-";"-"
"420013";"420013";"44";"6";"2";"2583";"2292";"15";"5";"2272";"680";"148";"107";"184";"85";"8";"279";"686";"94";"0";"1";"-";"-";"-";"-"
"420014";"420014";"44";"6";"2";"544";"471";"8";"2";"461";"109";"41";"20";"55";"20";"2";"61";"118";"35";"0";"0";"-";"-";"-";"-"
"420015";"420015";"44";"6";"2";"1281";"1195";"9";"3";"1183";"323";"77";"45";"123";"57";"6";"156";"347";"49";"0";"0";"-";"-";"-";"-"
"420016";"420016";"44";"6";"2";"1491";"1321";"10";"2";"1309";"350";"110";"48";"128";"52";"13";"167";"375";"66";"0";"0";"-";"-";"-";"-"
"420017";"420017";"44";"6";"2";"1766";"1610";"8";"4";"1598";"463";"163";"72";"173";"74";"6";"169";"403";"74";"0";"1";"-";"-";"-";"-"
"420018";"420018";"44";"6";"2";"880";"747";"10";"3";"734";"182";"50";"37";"56";"38";"4";"108";"229";"30";"0";"0";"-";"-";"-";"-"
"420019";"420019";"44";"6";"2";"384";"345";"2";"1";"342";"119";"24";"8";"27";"14";"2";"49";"90";"9";"0";"0";"-";"-";"-";"-"
"420020";"420020";"44";"6";"2";"4507";"4011";"31";"6";"3974";"1092";"263";"249";"393";"171";"14";"624";"934";"234";"0";"0";"-";"-";"-";"-"
"420021";"420021";"44";"6";"2";"2498";"2204";"14";"10";"2180";"591";"179";"105";"162";"92";"17";"302";"652";"80";"0";"0";"-";"-";"-";"-"
"420022";"420022";"44";"6";"2";"526";"464";"7";"1";"456";"95";"28";"22";"21";"22";"6";"100";"149";"13";"0";"0";"-";"-";"-";"-"
"420023";"420023";"44";"6";"2";"585";"531";"6";"0";"525";"127";"51";"25";"64";"24";"1";"63";"128";"42";"0";"0";"-";"-";"-";"-"
"420024";"420024";"44";"6";"2";"593";"532";"7";"1";"524";"137";"35";"21";"35";"18";"2";"99";"159";"18";"0";"0";"-";"-";"-";"-"
"430001";"430001";"48";"6";"2";"1269";"1166";"10";"1";"1155";"312";"71";"43";"97";"34";"3";"193";"357";"45";"0";"0";"-";"-";"-";"-"
"430002";"430002";"48";"6";"2";"1067";"891";"7";"3";"881";"215";"64";"39";"84";"38";"2";"112";"260";"67";"0";"0";"-";"-";"-";"-"
"430003";"430003";"48";"6";"2";"1540";"1375";"11";"6";"1358";"382";"75";"24";"114";"42";"1";"179";"486";"55";"0";"0";"-";"-";"-";"-"
"430004";"430004";"48";"6";"2";"848";"727";"7";"3";"717";"165";"50";"37";"63";"29";"1";"92";"230";"50";"0";"0";"-";"-";"-";"-"
"430005";"430005";"48";"6";"2";"87";"84";"2";"1";"81";"12";"8";"2";"6";"1";"2";"10";"27";"13";"0";"0";"-";"-";"-";"-"
"430006";"430006";"48";"6";"2";"1976";"1769";"12";"4";"1753";"539";"127";"87";"128";"67";"4";"229";"509";"62";"0";"1";"-";"-";"-";"-"
"430007";"430007";"48";"6";"2";"4472";"3854";"21";"22";"3811";"1068";"340";"195";"431";"142";"16";"417";"957";"242";"3";"0";"-";"-";"-";"-"
"430008";"430008";"48";"6";"2";"1636";"1471";"10";"5";"1456";"398";"106";"78";"145";"36";"9";"203";"416";"65";"0";"0";"-";"-";"-";"-"
"430009";"430009";"48";"6";"2";"1651";"1416";"11";"8";"1397";"395";"100";"46";"128";"45";"9";"209";"368";"95";"2";"0";"-";"-";"-";"-"
"430010";"430010";"48";"6";"2";"87";"78";"0";"0";"78";"15";"1";"6";"4";"0";"0";"9";"39";"4";"0";"0";"-";"-";"-";"-"
"430011";"430011";"48";"6";"2";"1732";"1538";"15";"1";"1522";"350";"131";"78";"152";"45";"6";"190";"486";"84";"0";"0";"-";"-";"-";"-"
"430012";"430012";"48";"6";"2";"1414";"1228";"8";"2";"1218";"340";"83";"46";"136";"39";"2";"164";"317";"91";"0";"0";"-";"-";"-";"-"
"430013";"430013";"48";"6";"2";"1111";"955";"15";"0";"940";"233";"75";"37";"79";"34";"2";"123";"313";"44";"0";"0";"-";"-";"-";"-"
"430014";"430014";"48";"6";"2";"1110";"962";"10";"4";"948";"183";"68";"30";"90";"40";"9";"142";"333";"52";"1";"0";"-";"-";"-";"-"
"430015";"430015";"48";"6";"2";"5644";"4914";"34";"12";"4868";"1272";"460";"189";"472";"209";"20";"561";"1450";"233";"0";"2";"-";"-";"-";"-"
"430016";"430016";"48";"6";"2";"863";"769";"5";"1";"763";"191";"59";"20";"92";"49";"0";"118";"186";"48";"0";"0";"-";"-";"-";"-"
"430017";"430017";"48";"6";"2";"1656";"1441";"14";"5";"1422";"379";"101";"64";"154";"43";"17";"196";"380";"85";"0";"3";"-";"-";"-";"-"
"430018";"430018";"48";"6";"2";"1743";"1471";"14";"4";"1453";"393";"136";"68";"145";"58";"6";"186";"390";"68";"0";"3";"-";"-";"-";"-"
"430019";"430019";"48";"6";"2";"1789";"1593";"10";"3";"1580";"465";"142";"47";"143";"47";"16";"216";"427";"77";"0";"0";"-";"-";"-";"-"
"430020";"430020";"48";"6";"2";"2695";"2486";"22";"4";"2460";"649";"199";"153";"226";"110";"10";"280";"745";"88";"0";"0";"-";"-";"-";"-"
"430021";"430021";"48";"6";"2";"1394";"1233";"6";"4";"1223";"361";"122";"34";"94";"56";"6";"151";"352";"45";"0";"2";"-";"-";"-";"-"
"430022";"430022";"48";"6";"2";"3138";"2843";"22";"13";"2808";"798";"291";"117";"232";"120";"10";"349";"743";"148";"0";"0";"-";"-";"-";"-"
"440001";"440001";"46";"6";"2";"1628";"1488";"14";"3";"1471";"414";"120";"58";"216";"52";"6";"171";"343";"91";"0";"0";"-";"-";"-";"-"
"440002";"440002";"46";"6";"2";"3009";"2705";"16";"8";"2681";"718";"222";"176";"294";"120";"6";"379";"640";"124";"1";"1";"-";"-";"-";"-"
"440003";"440003";"46";"6";"2";"1975";"1831";"6";"4";"1821";"477";"141";"119";"218";"69";"8";"224";"481";"83";"0";"1";"-";"-";"-";"-"
"440004";"440004";"46";"6";"2";"1727";"1557";"8";"0";"1549";"411";"117";"54";"188";"76";"11";"214";"387";"89";"0";"2";"-";"-";"-";"-"
"440005";"440005";"46";"6";"2";"1586";"1419";"9";"7";"1403";"405";"75";"66";"112";"56";"5";"254";"377";"52";"0";"1";"-";"-";"-";"-"
"440006";"440006";"46";"6";"2";"3318";"2975";"28";"12";"2935";"897";"160";"157";"258";"127";"12";"402";"826";"94";"0";"2";"-";"-";"-";"-"
"440007";"440007";"46";"6";"2";"4601";"4050";"28";"27";"3995";"1680";"222";"123";"433";"134";"13";"478";"686";"226";"0";"0";"-";"-";"-";"-"
"450001";"450001";"46";"6";"2";"1314";"1191";"12";"4";"1175";"298";"75";"40";"120";"67";"3";"180";"329";"62";"0";"1";"-";"-";"-";"-"
"450002";"450002";"46";"6";"2";"4979";"4266";"21";"32";"4213";"1502";"290";"148";"471";"131";"16";"488";"902";"260";"1";"4";"-";"-";"-";"-"
"450003";"450003";"46";"6";"2";"6232";"5398";"43";"21";"5334";"1718";"436";"238";"597";"193";"19";"669";"1110";"353";"0";"1";"-";"-";"-";"-"
"450004";"450004";"46";"6";"2";"2432";"2189";"14";"10";"2165";"615";"145";"82";"231";"106";"4";"327";"552";"100";"2";"1";"-";"-";"-";"-"
"450005";"450005";"46";"6";"2";"830";"735";"1";"2";"732";"164";"37";"26";"76";"26";"0";"113";"234";"50";"1";"5";"-";"-";"-";"-"
"450006";"450006";"46";"6";"2";"2243";"2013";"16";"5";"1992";"666";"99";"74";"163";"62";"10";"306";"532";"79";"0";"1";"-";"-";"-";"-"
"450007";"450007";"46";"6";"2";"391";"350";"10";"1";"339";"94";"23";"22";"32";"15";"0";"52";"91";"10";"0";"0";"-";"-";"-";"-"
"450008";"450008";"46";"6";"2";"465";"431";"4";"0";"427";"143";"27";"19";"33";"8";"2";"66";"116";"11";"0";"2";"-";"-";"-";"-"
"450009";"450009";"46";"6";"2";"684";"623";"5";"0";"618";"165";"52";"22";"51";"36";"5";"107";"148";"32";"0";"0";"-";"-";"-";"-"
"450010";"450010";"46";"6";"2";"1387";"1212";"9";"6";"1197";"306";"62";"43";"73";"40";"2";"173";"466";"23";"0";"9";"-";"-";"-";"-"
"450011";"450011";"46";"6";"2";"1051";"951";"4";"5";"942";"272";"68";"20";"82";"42";"1";"117";"286";"46";"1";"7";"-";"-";"-";"-"
"450012";"450012";"46";"6";"2";"992";"876";"8";"8";"860";"233";"47";"40";"80";"36";"1";"122";"259";"40";"0";"2";"-";"-";"-";"-"
"450013";"450013";"46";"6";"2";"901";"822";"8";"4";"810";"210";"40";"24";"71";"30";"1";"126";"255";"46";"0";"7";"-";"-";"-";"-"
"461001";"461001";"41";"6";"2";"8596";"7079";"67";"29";"6983";"1684";"901";"380";"964";"445";"38";"589";"1243";"737";"0";"2";"-";"-";"-";"-"
"461002";"461002";"41";"6";"2";"7349";"6311";"48";"11";"6252";"2113";"645";"298";"822";"237";"21";"604";"956";"551";"4";"1";"-";"-";"-";"-"
"461003";"461003";"41";"6";"2";"2968";"2484";"16";"10";"2458";"869";"241";"87";"361";"89";"4";"267";"331";"209";"0";"0";"-";"-";"-";"-"
"461004";"461004";"41";"6";"2";"7564";"6529";"59";"40";"6430";"1596";"812";"437";"767";"450";"29";"542";"1333";"464";"0";"0";"-";"-";"-";"-"
"461005";"461005";"41";"6";"2";"5516";"4451";"34";"39";"4378";"1695";"378";"193";"572";"125";"14";"462";"527";"411";"1";"0";"-";"-";"-";"-"
"461006";"461006";"41";"6";"2";"2123";"1940";"14";"8";"1918";"737";"88";"108";"169";"65";"7";"255";"416";"71";"1";"1";"-";"-";"-";"-"
"461007";"461007";"41";"6";"2";"3840";"3339";"27";"9";"3303";"1255";"210";"118";"370";"70";"13";"505";"577";"184";"1";"0";"-";"-";"-";"-"
"461008";"461008";"41";"6";"2";"357";"325";"2";"1";"322";"93";"28";"11";"36";"17";"1";"29";"96";"11";"0";"0";"-";"-";"-";"-"
"461009";"461009";"41";"6";"2";"2230";"1913";"7";"6";"1900";"618";"133";"90";"243";"69";"11";"241";"398";"97";"0";"0";"-";"-";"-";"-"
"461010";"461010";"41";"6";"2";"278";"248";"0";"0";"248";"62";"18";"17";"30";"12";"2";"33";"60";"14";"0";"0";"-";"-";"-";"-"
"461011";"461011";"42";"6";"2";"7224";"6282";"64";"26";"6192";"1298";"926";"410";"866";"438";"17";"418";"1101";"717";"0";"1";"-";"-";"-";"-"
"461012";"461012";"42";"6";"2";"7544";"6122";"51";"24";"6047";"2250";"405";"236";"841";"173";"16";"741";"797";"581";"6";"1";"-";"-";"-";"-"
"461013";"461013";"42";"6";"2";"912";"833";"4";"2";"827";"218";"57";"48";"76";"29";"1";"119";"229";"50";"0";"0";"-";"-";"-";"-"
"461014";"461014";"42";"6";"2";"4765";"4251";"26";"13";"4212";"1457";"239";"184";"429";"123";"8";"591";"961";"220";"0";"0";"-";"-";"-";"-"
"461015";"461015";"42";"6";"2";"307";"289";"1";"0";"288";"73";"27";"22";"17";"8";"2";"42";"89";"8";"0";"0";"-";"-";"-";"-"
"461016";"461016";"42";"6";"2";"2799";"2487";"15";"8";"2464";"773";"152";"173";"219";"99";"10";"338";"581";"116";"1";"2";"-";"-";"-";"-"
"461017";"461017";"42";"6";"2";"4928";"4448";"35";"19";"4394";"1435";"317";"253";"463";"147";"18";"558";"963";"239";"1";"0";"-";"-";"-";"-"
"461018";"461018";"42";"6";"2";"4435";"4032";"30";"13";"3989";"1234";"373";"295";"296";"140";"6";"479";"995";"171";"0";"0";"-";"-";"-";"-"
"461019";"461019";"42";"6";"2";"3445";"3039";"16";"20";"3003";"852";"236";"254";"227";"112";"11";"391";"793";"127";"0";"0";"-";"-";"-";"-"
"461020";"461020";"42";"6";"2";"3554";"3242";"23";"16";"3203";"981";"214";"214";"286";"119";"12";"475";"801";"101";"0";"0";"-";"-";"-";"-"
"461021";"461021";"42";"6";"2";"1828";"1642";"25";"5";"1612";"376";"129";"115";"133";"81";"10";"252";"426";"89";"1";"0";"-";"-";"-";"-"
"461022";"461022";"42";"6";"2";"395";"363";"4";"2";"357";"81";"32";"20";"23";"21";"2";"58";"94";"26";"0";"0";"-";"-";"-";"-"
"461023";"461023";"43";"6";"2";"9425";"8178";"67";"25";"8086";"1620";"1244";"537";"921";"552";"37";"610";"1751";"814";"0";"0";"-";"-";"-";"-"
"461024";"461024";"43";"6";"2";"4031";"3756";"19";"11";"3726";"561";"559";"344";"303";"291";"9";"251";"1237";"171";"0";"0";"-";"-";"-";"-"
"461025";"461025";"43";"6";"2";"5835";"5103";"37";"21";"5045";"1480";"582";"272";"616";"237";"26";"500";"941";"386";"2";"3";"-";"-";"-";"-"
"461026";"461026";"43";"6";"2";"8088";"7272";"44";"23";"7205";"2040";"587";"493";"672";"298";"32";"889";"1916";"275";"1";"2";"-";"-";"-";"-"
"461027";"461027";"43";"6";"2";"365";"330";"3";"1";"326";"76";"25";"17";"44";"14";"3";"43";"89";"15";"0";"0";"-";"-";"-";"-"
"461028";"461028";"43";"6";"2";"3568";"3235";"19";"7";"3209";"733";"241";"226";"224";"138";"50";"377";"1083";"136";"0";"1";"-";"-";"-";"-"
"461029";"461029";"43";"6";"2";"4774";"4223";"38";"6";"4179";"1041";"486";"293";"438";"198";"13";"418";"1050";"238";"1";"3";"-";"-";"-";"-"
"461030";"461030";"43";"6";"2";"6636";"5872";"45";"25";"5802";"1749";"554";"367";"555";"228";"19";"681";"1296";"346";"7";"0";"-";"-";"-";"-"
"461031";"461031";"43";"6";"2";"2240";"2027";"8";"5";"2014";"434";"211";"155";"168";"93";"17";"215";"617";"103";"1";"0";"-";"-";"-";"-"
"461032";"461032";"43";"6";"2";"714";"669";"6";"4";"659";"123";"45";"48";"68";"39";"5";"90";"214";"27";"0";"0";"-";"-";"-";"-"
"461033";"461033";"43";"6";"2";"3353";"3018";"20";"10";"2988";"891";"254";"155";"343";"130";"8";"390";"693";"122";"0";"2";"-";"-";"-";"-"
"461034";"461034";"43";"6";"2";"457";"410";"2";"2";"406";"79";"32";"46";"48";"15";"1";"57";"101";"27";"0";"0";"-";"-";"-";"-"
"461035";"461035";"41";"6";"2";"5271";"3990";"22";"42";"3926";"1705";"304";"75";"531";"54";"11";"409";"277";"559";"1";"0";"-";"-";"-";"-"
"461036";"461036";"41";"6";"2";"3601";"3065";"25";"8";"3032";"998";"308";"134";"414";"115";"8";"291";"490";"273";"1";"0";"-";"-";"-";"-"
"479001";"479001";"47";"6";"2";"11266";"9606";"86";"38";"9482";"2581";"894";"529";"1174";"422";"47";"931";"1857";"1042";"1";"4";"-";"-";"-";"-"
"479002";"479002";"47";"6";"2";"2685";"2322";"21";"11";"2290";"813";"150";"65";"318";"68";"11";"301";"308";"254";"1";"1";"-";"-";"-";"-"
"479003";"479003";"47";"6";"2";"5123";"4400";"32";"13";"4355";"1440";"368";"166";"595";"115";"22";"509";"726";"409";"2";"3";"-";"-";"-";"-"
"479004";"479004";"47";"6";"2";"823";"752";"2";"4";"746";"153";"65";"27";"89";"28";"2";"123";"199";"59";"0";"1";"-";"-";"-";"-"
"479005";"479005";"47";"6";"2";"3150";"2877";"18";"9";"2850";"564";"317";"213";"217";"141";"6";"363";"862";"167";"0";"0";"-";"-";"-";"-"
"479006";"479006";"47";"6";"2";"58";"57";"1";"0";"56";"15";"6";"1";"4";"3";"0";"8";"19";"0";"0";"0";"-";"-";"-";"-"
"479007";"479007";"47";"6";"2";"1982";"1851";"13";"4";"1834";"384";"199";"114";"179";"101";"4";"189";"547";"117";"0";"0";"-";"-";"-";"-"
"479008";"479008";"47";"6";"2";"828";"763";"5";"0";"758";"193";"47";"33";"71";"21";"7";"122";"198";"66";"0";"0";"-";"-";"-";"-"
"479009";"479009";"47";"6";"2";"2020";"1824";"10";"4";"1810";"487";"160";"59";"206";"77";"9";"190";"514";"107";"1";"0";"-";"-";"-";"-"
"479010";"479010";"47";"6";"2";"2797";"2601";"13";"8";"2580";"591";"290";"165";"172";"114";"10";"293";"828";"117";"0";"0";"-";"-";"-";"-"
"479011";"479011";"47";"6";"2";"2209";"1976";"14";"5";"1957";"682";"117";"61";"210";"57";"8";"285";"420";"116";"0";"1";"-";"-";"-";"-"
"479014";"479014";"47";"6";"2";"1041";"938";"6";"1";"931";"264";"57";"34";"122";"23";"8";"143";"227";"53";"0";"0";"-";"-";"-";"-"
"479016";"479016";"47";"6";"2";"1621";"1474";"7";"7";"1460";"287";"191";"49";"201";"44";"6";"136";"326";"219";"0";"1";"-";"-";"-";"-"
"479017";"479017";"47";"6";"2";"2021";"1762";"12";"3";"1747";"556";"102";"91";"175";"47";"9";"248";"392";"126";"1";"0";"-";"-";"-";"-"
"479019";"479019";"47";"6";"2";"2218";"1983";"9";"3";"1971";"453";"172";"72";"273";"77";"4";"208";"495";"216";"1";"0";"-";"-";"-";"-"
"479021";"479021";"47";"6";"2";"973";"878";"5";"3";"870";"192";"59";"40";"115";"29";"5";"102";"270";"54";"1";"3";"-";"-";"-";"-"
"479023";"479023";"47";"6";"2";"1215";"1079";"5";"2";"1072";"262";"86";"39";"136";"37";"7";"139";"306";"60";"0";"0";"-";"-";"-";"-"
"479025";"479025";"47";"6";"2";"1140";"1012";"9";"2";"1001";"252";"56";"38";"110";"34";"3";"177";"263";"68";"0";"0";"-";"-";"-";"-"
"479027";"479027";"47";"6";"2";"1411";"1249";"9";"4";"1236";"313";"132";"55";"146";"61";"15";"127";"282";"105";"0";"0";"-";"-";"-";"-"
"480001";"480001";"45";"6";"2";"3013";"2565";"18";"2";"2545";"751";"136";"113";"273";"72";"6";"392";"702";"97";"1";"2";"-";"-";"-";"-"
"480002";"480002";"45";"6";"2";"781";"673";"8";"4";"661";"142";"23";"28";"96";"33";"1";"99";"207";"32";"0";"0";"-";"-";"-";"-"
"480003";"480003";"45";"6";"2";"1286";"1099";"10";"1";"1088";"265";"61";"41";"109";"48";"3";"185";"331";"45";"0";"0";"-";"-";"-";"-"
"480004";"480004";"45";"6";"2";"985";"848";"7";"0";"841";"215";"44";"35";"60";"24";"2";"162";"260";"39";"0";"0";"-";"-";"-";"-"
"480005";"480005";"45";"6";"2";"1573";"1414";"12";"7";"1395";"402";"68";"45";"131";"58";"4";"217";"419";"51";"0";"0";"-";"-";"-";"-"
"480006";"480006";"45";"6";"2";"3858";"3393";"20";"19";"3354";"1030";"174";"118";"363";"99";"7";"481";"986";"95";"1";"0";"-";"-";"-";"-"
"480007";"480007";"45";"6";"2";"992";"884";"8";"3";"873";"195";"37";"34";"89";"32";"5";"142";"303";"34";"2";"0";"-";"-";"-";"-"
"480008";"480008";"45";"6";"2";"940";"860";"10";"1";"849";"202";"59";"25";"119";"27";"4";"125";"239";"49";"0";"0";"-";"-";"-";"-"
"480009";"480009";"45";"6";"2";"1115";"1017";"7";"3";"1007";"275";"44";"57";"117";"49";"3";"175";"250";"37";"0";"0";"-";"-";"-";"-"
"480010";"480010";"45";"6";"2";"1018";"907";"6";"9";"892";"207";"42";"40";"99";"46";"6";"143";"262";"47";"0";"0";"-";"-";"-";"-"
"480011";"480011";"45";"6";"2";"1968";"1803";"11";"5";"1787";"371";"162";"97";"147";"129";"7";"214";"587";"73";"0";"0";"-";"-";"-";"-"
"480012";"480012";"45";"6";"2";"1214";"1049";"12";"2";"1035";"300";"49";"55";"84";"55";"1";"159";"301";"31";"0";"0";"-";"-";"-";"-"
"480013";"480013";"45";"6";"2";"3268";"2807";"20";"7";"2780";"814";"129";"185";"267";"98";"7";"400";"768";"112";"0";"0";"-";"-";"-";"-"
"482001";"482001";"47";"6";"2";"849";"713";"2";"0";"711";"207";"43";"37";"48";"29";"1";"142";"163";"41";"0";"0";"-";"-";"-";"-"
"482002";"482002";"47";"6";"2";"1386";"1206";"17";"3";"1186";"295";"76";"35";"95";"36";"6";"190";"367";"84";"1";"1";"-";"-";"-";"-"
"482003";"482003";"47";"6";"2";"1007";"827";"1";"1";"825";"202";"53";"31";"71";"34";"5";"133";"244";"49";"2";"1";"-";"-";"-";"-"
"482005";"482005";"47";"6";"2";"4215";"3632";"24";"16";"3592";"1072";"231";"145";"439";"84";"20";"500";"784";"316";"1";"0";"-";"-";"-";"-"
"482006";"482006";"47";"6";"2";"154";"139";"0";"0";"139";"45";"10";"3";"22";"5";"0";"9";"19";"26";"0";"0";"-";"-";"-";"-"
"482007";"482007";"47";"6";"2";"1492";"1290";"5";"4";"1281";"384";"89";"53";"121";"35";"7";"193";"331";"67";"1";"0";"-";"-";"-";"-"
"482008";"482008";"47";"6";"2";"546";"467";"4";"1";"462";"128";"33";"24";"40";"20";"2";"64";"104";"47";"0";"0";"-";"-";"-";"-"
"482010";"482010";"47";"6";"2";"1030";"870";"5";"4";"861";"234";"61";"30";"80";"25";"4";"157";"212";"58";"0";"0";"-";"-";"-";"-"
"492001";"492001";"48";"6";"2";"1968";"1717";"16";"10";"1691";"424";"116";"209";"142";"50";"12";"276";"349";"113";"0";"0";"-";"-";"-";"-"
"492002";"492002";"48";"6";"2";"552";"499";"5";"2";"492";"123";"18";"52";"65";"8";"1";"67";"115";"43";"0";"0";"-";"-";"-";"-"
"492003";"492003";"48";"6";"2";"413";"348";"1";"1";"346";"54";"29";"19";"21";"13";"5";"54";"122";"28";"0";"1";"-";"-";"-";"-"
"492004";"492004";"48";"6";"2";"674";"587";"6";"1";"580";"124";"25";"21";"30";"18";"4";"91";"241";"26";"0";"0";"-";"-";"-";"-"
"492005";"492005";"48";"6";"2";"281";"250";"0";"0";"250";"52";"10";"8";"16";"4";"1";"34";"110";"15";"0";"0";"-";"-";"-";"-"
"492006";"492006";"48";"6";"2";"842";"741";"2";"2";"737";"213";"59";"50";"67";"13";"5";"74";"206";"50";"0";"0";"-";"-";"-";"-"
"492007";"492007";"48";"6";"2";"595";"526";"2";"5";"519";"123";"30";"45";"30";"15";"1";"80";"161";"34";"0";"0";"-";"-";"-";"-"
"510001";"510001";"61";"7";"2";"2257";"1931";"8";"10";"1913";"456";"107";"71";"130";"76";"28";"276";"714";"55";"0";"0";"-";"-";"-";"-"
"510002";"510002";"61";"7";"2";"700";"640";"2";"1";"637";"126";"27";"11";"35";"35";"22";"128";"237";"16";"0";"0";"-";"-";"-";"-"
"510003";"510003";"61";"7";"2";"215";"181";"1";"0";"180";"25";"12";"10";"12";"4";"2";"36";"73";"6";"0";"0";"-";"-";"-";"-"
"510004";"510004";"61";"7";"2";"292";"223";"5";"0";"218";"39";"10";"4";"21";"12";"2";"0";"120";"10";"0";"0";"-";"-";"-";"-"
