"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Personlige stemmer i alt";"FV2015 - A - personlige stemmer i alt";"FV2015 - B - personlige stemmer i alt";"FV2015 - C - personlige stemmer i alt";"FV2015 - F - personlige stemmer i alt";"FV2015 - I - personlige stemmer i alt";"FV2015 - K - personlige stemmer i alt";"FV2015 - O - personlige stemmer i alt";"FV2015 - V - personlige stemmer i alt";"FV2015 - Ø - personlige stemmer i alt";"FV2015 - Å - personlige stemmer i alt";"FV2015 - A-01";"FV2015 - A-02";"FV2015 - A-03";"FV2015 - A-04";"FV2015 - A-05";"FV2015 - A-06";"FV2015 - A-07";"FV2015 - A-08";"FV2015 - A-09";"FV2015 - A-10";"FV2015 - A-11";"FV2015 - A-12";"FV2015 - A-13";"FV2015 - B-01";"FV2015 - B-02";"FV2015 - B-03";"FV2015 - B-04";"FV2015 - B-05";"FV2015 - B-06";"FV2015 - B-07";"FV2015 - B-08";"FV2015 - B-09";"FV2015 - B-10";"FV2015 - B-11";"FV2015 - B-12";"FV2015 - C-01";"FV2015 - C-02";"FV2015 - C-03";"FV2015 - C-04";"FV2015 - C-05";"FV2015 - C-06";"FV2015 - C-07";"FV2015 - C-08";"FV2015 - C-09";"FV2015 - F-01";"FV2015 - F-02";"FV2015 - F-03";"FV2015 - F-04";"FV2015 - F-05";"FV2015 - F-06";"FV2015 - F-07";"FV2015 - F-08";"FV2015 - F-09";"FV2015 - F-10";"FV2015 - F-11";"FV2015 - F-12";"FV2015 - F-13";"FV2015 - I-01";"FV2015 - I-02";"FV2015 - I-03";"FV2015 - I-04";"FV2015 - I-05";"FV2015 - I-06";"FV2015 - I-07";"FV2015 - I-08";"FV2015 - I-09";"FV2015 - I-10";"FV2015 - I-11";"FV2015 - K-01";"FV2015 - K-02";"FV2015 - K-03";"FV2015 - K-04";"FV2015 - K-05";"FV2015 - K-06";"FV2015 - K-07";"FV2015 - K-08";"FV2015 - K-09";"FV2015 - K-10";"FV2015 - K-11";"FV2015 - O-01";"FV2015 - O-02";"FV2015 - O-03";"FV2015 - O-04";"FV2015 - O-05";"FV2015 - O-06";"FV2015 - O-07";"FV2015 - O-08";"FV2015 - O-09";"FV2015 - O-10";"FV2015 - O-11";"FV2015 - O-12";"FV2015 - O-13";"FV2015 - V-01";"FV2015 - V-02";"FV2015 - V-03";"FV2015 - V-04";"FV2015 - V-05";"FV2015 - V-06";"FV2015 - V-07";"FV2015 - V-08";"FV2015 - V-09";"FV2015 - V-10";"FV2015 - V-11";"FV2015 - V-12";"FV2015 - V-13";"FV2015 - Ø-01";"FV2015 - Ø-02";"FV2015 - Ø-03";"FV2015 - Ø-04";"FV2015 - Ø-05";"FV2015 - Ø-06";"FV2015 - Ø-07";"FV2015 - Ø-08";"FV2015 - Ø-09";"FV2015 - Ø-10";"FV2015 - Ø-11";"FV2015 - Ø-12";"FV2015 - Å-01";"FV2015 - Å-02";"FV2015 - Å-03";"FV2015 - Å-04";"FV2015 - Å-05";"FV2015 - Å-06";"FV2015 - Å-07";"FV2015 - Å-08";"FV2015 - Å-09";"FV2015 - Å-10";"FV2015 - Å-11";"FV2015 - Å-12";"FV2015 - Å-13"
"101029";"101029";"6";"1";"1";"1759";"544";"110";"36";"131";"55";"3";"208";"102";"432";"138";"26";"21";"2";"1";"6";"0";"7";"35";"5";"4";"435";"2";"-";"1";"17";"50";"0";"2";"4";"0";"4";"3";"28";"1";"0";"6";"12";"13";"5";"0";"-";"-";"-";"-";"4";"2";"0";"54";"2";"58";"3";"5";"1";"2";"0";"0";"-";"31";"2";"4";"1";"1";"2";"5";"9";"-";"-";"-";"3";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"30";"0";"4";"3";"0";"2";"2";"1";"13";"134";"10";"9";"-";"4";"1";"2";"4";"10";"6";"5";"67";"0";"1";"2";"0";"-";"7";"382";"8";"14";"6";"8";"0";"5";"0";"0";"1";"1";"95";"5";"3";"8";"1";"0";"4";"1";"0";"2";"6";"13";"-"
"101030";"101030";"6";"1";"1";"3750";"829";"323";"56";"307";"155";"8";"233";"134";"1181";"524";"65";"70";"13";"5";"20";"0";"41";"42";"2";"5";"559";"7";"-";"5";"38";"154";"1";"7";"12";"0";"12";"10";"71";"6";"7";"9";"12";"14";"17";"4";"-";"-";"-";"-";"19";"5";"6";"120";"7";"130";"0";"11";"1";"5";"2";"1";"-";"90";"8";"1";"7";"1";"8";"27";"13";"-";"-";"-";"1";"1";"2";"4";"-";"-";"-";"-";"-";"-";"-";"42";"1";"6";"1";"1";"5";"4";"6";"8";"135";"14";"10";"-";"20";"1";"2";"3";"25";"5";"9";"56";"5";"0";"6";"2";"-";"35";"978";"27";"59";"33";"15";"1";"24";"8";"0";"1";"0";"375";"20";"4";"49";"2";"2";"10";"4";"24";"3";"22";"9";"-"
"101031";"101031";"7";"1";"1";"1739";"479";"151";"44";"180";"63";"1";"226";"125";"309";"161";"16";"72";"4";"3";"4";"2";"16";"14";"2";"5";"341";"0";"-";"0";"7";"66";"2";"1";"18";"0";"4";"4";"46";"3";"0";"7";"26";"5";"5";"1";"-";"-";"-";"-";"3";"2";"0";"55";"1";"115";"0";"1";"1";"2";"0";"0";"-";"37";"5";"4";"3";"0";"2";"11";"1";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"12";"0";"2";"6";"1";"1";"1";"1";"2";"188";"6";"6";"-";"18";"3";"0";"8";"24";"8";"1";"58";"1";"3";"1";"0";"-";"5";"256";"4";"21";"8";"6";"1";"2";"0";"0";"1";"5";"136";"2";"2";"4";"0";"2";"2";"2";"5";"0";"5";"1";"-"
"101032";"101032";"7";"1";"1";"838";"298";"27";"7";"59";"4";"0";"121";"22";"271";"29";"5";"36";"3";"2";"28";"1";"12";"8";"0";"0";"203";"0";"-";"0";"11";"4";"2";"0";"1";"0";"0";"1";"7";"1";"0";"0";"4";"1";"0";"2";"-";"-";"-";"-";"1";"0";"1";"29";"0";"27";"0";"0";"0";"0";"1";"0";"-";"3";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"4";"2";"0";"15";"0";"0";"0";"1";"7";"87";"4";"1";"-";"2";"1";"0";"5";"2";"0";"1";"8";"0";"1";"2";"0";"-";"7";"245";"3";"1";"5";"1";"1";"1";"0";"0";"0";"7";"16";"5";"0";"3";"1";"0";"1";"1";"1";"1";"0";"0";"-"
"101033";"101033";"7";"1";"1";"3064";"846";"288";"82";"326";"122";"4";"274";"212";"575";"335";"34";"117";"8";"10";"9";"0";"22";"30";"6";"4";"603";"3";"-";"1";"32";"132";"4";"6";"19";"2";"10";"11";"64";"5";"2";"12";"39";"19";"10";"2";"-";"-";"-";"-";"11";"5";"1";"90";"3";"207";"0";"7";"0";"0";"0";"2";"-";"61";"9";"2";"4";"1";"9";"29";"7";"-";"-";"-";"3";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"28";"3";"7";"1";"1";"7";"0";"1";"14";"207";"4";"1";"-";"26";"5";"0";"9";"42";"8";"3";"108";"1";"3";"7";"0";"-";"13";"477";"19";"22";"17";"9";"0";"5";"4";"0";"2";"7";"252";"9";"3";"16";"7";"4";"9";"4";"9";"3";"13";"6";"-"
"101034";"101034";"7";"1";"1";"3709";"1028";"319";"76";"395";"106";"18";"388";"207";"842";"330";"59";"167";"6";"3";"12";"1";"27";"37";"3";"4";"705";"4";"-";"1";"23";"151";"8";"2";"25";"0";"8";"3";"88";"6";"4";"14";"37";"11";"9";"5";"-";"-";"-";"-";"9";"4";"1";"116";"0";"250";"2";"9";"1";"2";"1";"0";"-";"52";"11";"8";"2";"0";"2";"26";"5";"-";"-";"-";"1";"1";"8";"8";"-";"-";"-";"-";"-";"-";"-";"32";"1";"5";"4";"1";"5";"0";"0";"15";"310";"7";"8";"-";"32";"5";"3";"15";"38";"4";"2";"99";"0";"5";"4";"0";"-";"11";"687";"19";"40";"39";"14";"1";"7";"0";"7";"5";"12";"270";"11";"2";"14";"1";"3";"1";"1";"10";"1";"11";"5";"-"
"101035";"101035";"7";"1";"1";"2358";"695";"141";"58";"214";"58";"8";"367";"135";"546";"136";"27";"139";"3";"5";"23";"1";"15";"22";"3";"5";"451";"1";"-";"1";"16";"57";"2";"2";"7";"1";"5";"5";"43";"1";"1";"5";"30";"18";"3";"2";"-";"-";"-";"-";"5";"4";"1";"70";"0";"128";"0";"3";"3";"0";"0";"0";"-";"31";"5";"2";"1";"0";"2";"13";"4";"-";"-";"-";"2";"0";"5";"1";"-";"-";"-";"-";"-";"-";"-";"14";"3";"8";"3";"1";"1";"3";"7";"12";"302";"10";"3";"-";"19";"4";"1";"13";"14";"2";"0";"79";"0";"0";"3";"0";"-";"4";"471";"10";"23";"11";"10";"1";"2";"0";"0";"0";"14";"109";"6";"1";"4";"1";"1";"3";"0";"7";"0";"3";"1";"-"
"101036";"101036";"7";"1";"1";"3766";"1076";"263";"87";"369";"133";"4";"621";"247";"708";"258";"43";"183";"14";"4";"11";"2";"26";"49";"4";"3";"735";"2";"-";"2";"24";"118";"5";"3";"20";"1";"10";"13";"62";"4";"1";"12";"36";"19";"15";"5";"-";"-";"-";"-";"6";"9";"3";"103";"1";"239";"1";"5";"0";"1";"1";"0";"-";"90";"10";"6";"2";"0";"1";"18";"6";"-";"-";"-";"2";"0";"0";"2";"-";"-";"-";"-";"-";"-";"-";"30";"5";"15";"1";"1";"2";"1";"4";"20";"532";"4";"6";"-";"47";"7";"0";"15";"45";"3";"3";"119";"0";"1";"6";"1";"-";"6";"599";"18";"29";"21";"11";"1";"3";"1";"0";"0";"19";"196";"13";"3";"9";"0";"2";"5";"2";"16";"1";"7";"4";"-"
"101039";"101039";"7";"1";"1";"1935";"535";"166";"60";"188";"104";"4";"201";"137";"372";"168";"37";"73";"2";"5";"7";"2";"10";"24";"3";"2";"370";"0";"-";"2";"9";"73";"5";"5";"11";"0";"5";"6";"46";"1";"3";"12";"24";"13";"10";"1";"-";"-";"-";"-";"2";"1";"3";"59";"0";"113";"0";"6";"3";"0";"0";"1";"-";"52";"3";"2";"4";"3";"1";"31";"8";"-";"-";"-";"0";"1";"2";"1";"-";"-";"-";"-";"-";"-";"-";"16";"3";"3";"2";"0";"0";"1";"2";"7";"162";"3";"2";"-";"21";"7";"0";"9";"29";"6";"1";"59";"2";"1";"1";"1";"-";"8";"338";"7";"6";"3";"4";"0";"2";"0";"0";"1";"3";"130";"7";"0";"6";"4";"2";"0";"0";"11";"0";"5";"3";"-"
"101040";"101040";"7";"1";"1";"2406";"616";"206";"71";"304";"125";"16";"241";"181";"434";"212";"23";"88";"3";"4";"8";"0";"13";"27";"4";"4";"440";"2";"-";"1";"17";"89";"10";"2";"16";"2";"6";"10";"48";"5";"0";"5";"40";"16";"7";"3";"-";"-";"-";"-";"7";"8";"4";"72";"1";"201";"1";"3";"1";"2";"2";"2";"-";"77";"9";"1";"0";"1";"8";"26";"3";"-";"-";"-";"3";"0";"12";"1";"-";"-";"-";"-";"-";"-";"-";"15";"2";"8";"2";"3";"3";"3";"2";"7";"185";"8";"3";"-";"31";"4";"0";"8";"40";"5";"3";"74";"1";"4";"11";"0";"-";"7";"351";"5";"24";"22";"6";"2";"2";"3";"0";"0";"12";"182";"5";"3";"4";"2";"1";"2";"3";"5";"2";"0";"3";"-"
"101041";"101041";"7";"1";"1";"4458";"1279";"378";"105";"427";"211";"13";"497";"335";"862";"351";"47";"158";"7";"4";"12";"3";"16";"71";"3";"9";"944";"5";"-";"2";"26";"183";"21";"3";"15";"0";"14";"9";"104";"1";"0";"14";"39";"23";"23";"6";"-";"-";"-";"-";"8";"15";"7";"115";"1";"259";"5";"10";"2";"1";"1";"3";"-";"111";"10";"5";"8";"10";"4";"50";"13";"-";"-";"-";"3";"2";"8";"0";"-";"-";"-";"-";"-";"-";"-";"33";"2";"16";"4";"3";"4";"3";"4";"23";"384";"11";"10";"-";"54";"10";"3";"15";"73";"6";"4";"154";"3";"6";"4";"3";"-";"11";"740";"19";"33";"17";"14";"1";"8";"9";"0";"0";"10";"269";"8";"5";"12";"4";"3";"4";"6";"17";"4";"10";"9";"-"
"101042";"101042";"8";"1";"1";"3479";"1040";"317";"114";"312";"172";"16";"256";"228";"707";"317";"49";"66";"1";"2";"11";"0";"27";"177";"9";"5";"691";"2";"-";"0";"24";"170";"1";"6";"14";"3";"8";"7";"77";"3";"4";"14";"43";"21";"29";"7";"-";"-";"-";"-";"18";"4";"5";"105";"2";"165";"1";"8";"1";"2";"0";"1";"-";"91";"5";"1";"5";"5";"5";"51";"9";"-";"-";"-";"3";"1";"5";"7";"-";"-";"-";"-";"-";"-";"-";"33";"9";"9";"8";"3";"5";"5";"4";"6";"160";"10";"4";"-";"32";"10";"3";"14";"46";"6";"3";"99";"0";"1";"13";"1";"-";"11";"594";"13";"39";"20";"10";"9";"3";"3";"0";"1";"4";"242";"9";"4";"8";"6";"0";"4";"3";"19";"4";"9";"9";"-"
"101043";"101043";"8";"1";"1";"3687";"957";"378";"87";"357";"197";"15";"296";"275";"757";"368";"43";"54";"2";"7";"14";"0";"19";"171";"5";"3";"631";"8";"-";"4";"28";"200";"2";"3";"12";"6";"13";"9";"85";"7";"9";"14";"24";"17";"21";"11";"-";"-";"-";"-";"21";"12";"19";"116";"2";"167";"4";"8";"3";"3";"1";"1";"-";"113";"4";"3";"3";"0";"9";"53";"12";"-";"-";"-";"8";"0";"4";"3";"-";"-";"-";"-";"-";"-";"-";"51";"10";"8";"4";"2";"5";"5";"4";"7";"191";"6";"3";"-";"36";"14";"7";"15";"53";"5";"3";"131";"3";"3";"5";"0";"-";"14";"654";"18";"26";"18";"13";"3";"4";"5";"0";"1";"1";"281";"15";"8";"12";"1";"1";"4";"1";"22";"3";"16";"4";"-"
"101044";"101044";"8";"1";"1";"1762";"664";"95";"38";"96";"75";"3";"238";"97";"361";"95";"26";"26";"2";"2";"10";"0";"14";"154";"3";"2";"425";"0";"-";"2";"7";"45";"0";"3";"3";"1";"0";"6";"28";"0";"0";"7";"15";"7";"3";"6";"-";"-";"-";"-";"6";"2";"3";"37";"0";"44";"2";"1";"0";"0";"1";"0";"-";"43";"0";"3";"0";"1";"2";"21";"5";"-";"-";"-";"0";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"48";"10";"8";"4";"5";"3";"6";"4";"12";"131";"6";"1";"-";"13";"2";"1";"10";"14";"5";"1";"48";"0";"1";"1";"1";"-";"4";"312";"12";"14";"7";"3";"5";"3";"1";"0";"0";"0";"75";"4";"1";"4";"0";"1";"0";"1";"3";"2";"3";"1";"-"
"101046";"101046";"8";"1";"1";"1873";"596";"120";"31";"149";"57";"8";"225";"104";"458";"125";"23";"34";"0";"4";"17";"0";"8";"103";"4";"2";"401";"0";"-";"2";"18";"52";"1";"1";"4";"1";"3";"4";"28";"4";"2";"6";"11";"6";"3";"5";"-";"-";"-";"-";"4";"1";"1";"62";"0";"72";"1";"6";"0";"2";"0";"0";"-";"20";"3";"1";"2";"1";"2";"24";"4";"-";"-";"-";"1";"0";"5";"2";"-";"-";"-";"-";"-";"-";"-";"38";"9";"8";"8";"4";"2";"3";"3";"8";"122";"8";"12";"-";"19";"1";"2";"7";"32";"3";"2";"36";"1";"0";"1";"0";"-";"4";"403";"7";"15";"14";"3";"5";"2";"1";"0";"2";"2";"100";"4";"2";"3";"1";"0";"2";"2";"5";"1";"5";"0";"-"
"101047";"101047";"8";"1";"1";"1603";"460";"134";"21";"139";"56";"2";"159";"100";"389";"143";"29";"29";"0";"4";"10";"1";"7";"73";"1";"0";"303";"3";"-";"2";"9";"66";"0";"3";"3";"1";"7";"3";"34";"4";"2";"4";"10";"2";"3";"2";"-";"-";"-";"-";"7";"3";"4";"47";"0";"68";"2";"3";"0";"0";"2";"3";"-";"35";"1";"1";"3";"0";"1";"13";"2";"-";"-";"-";"0";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"21";"10";"6";"9";"0";"3";"5";"3";"5";"92";"2";"3";"-";"14";"6";"0";"7";"15";"3";"1";"52";"0";"0";"1";"1";"-";"4";"309";"12";"30";"9";"4";"13";"3";"1";"0";"3";"1";"121";"2";"1";"3";"2";"1";"2";"0";"7";"0";"4";"0";"-"
"101048";"101048";"8";"1";"1";"2571";"737";"249";"74";"205";"129";"9";"182";"170";"565";"251";"34";"43";"1";"1";"9";"0";"13";"127";"6";"4";"497";"2";"-";"3";"17";"122";"2";"2";"7";"0";"7";"5";"79";"2";"3";"9";"30";"14";"18";"3";"-";"-";"-";"-";"8";"2";"9";"79";"1";"98";"1";"3";"0";"2";"1";"1";"-";"56";"7";"1";"4";"4";"6";"49";"2";"-";"-";"-";"2";"2";"2";"3";"-";"-";"-";"-";"-";"-";"-";"32";"7";"7";"3";"1";"1";"1";"10";"5";"108";"5";"2";"-";"25";"10";"1";"12";"29";"3";"3";"81";"0";"0";"6";"0";"-";"7";"491";"10";"22";"15";"6";"7";"3";"2";"0";"1";"1";"198";"6";"4";"15";"2";"0";"2";"1";"14";"1";"6";"2";"-"
"101049";"101049";"9";"1";"1";"3395";"724";"412";"46";"330";"88";"2";"128";"115";"946";"604";"49";"62";"3";"4";"5";"1";"24";"26";"2";"7";"525";"16";"-";"7";"31";"207";"2";"6";"13";"3";"18";"13";"99";"5";"8";"8";"8";"16";"13";"1";"-";"-";"-";"-";"21";"8";"5";"133";"3";"148";"2";"3";"2";"1";"2";"2";"-";"42";"9";"2";"2";"3";"5";"20";"5";"-";"-";"-";"0";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"19";"10";"3";"5";"7";"0";"0";"0";"5";"79";"0";"0";"-";"18";"4";"1";"13";"10";"3";"6";"53";"1";"1";"4";"1";"-";"15";"772";"13";"73";"56";"5";"1";"7";"0";"1";"2";"1";"488";"14";"5";"16";"4";"5";"8";"3";"29";"6";"19";"7";"-"
"101050";"101050";"9";"1";"1";"3781";"783";"540";"64";"324";"186";"4";"110";"150";"980";"640";"81";"49";"2";"9";"10";"0";"24";"27";"1";"2";"557";"21";"-";"5";"42";"249";"2";"10";"13";"1";"26";"12";"150";"10";"20";"15";"13";"19";"14";"3";"-";"-";"-";"-";"10";"5";"6";"125";"4";"156";"6";"4";"4";"1";"1";"2";"-";"99";"14";"2";"7";"3";"14";"37";"10";"-";"-";"-";"1";"1";"2";"0";"-";"-";"-";"-";"-";"-";"-";"13";"1";"4";"2";"4";"3";"2";"1";"8";"64";"7";"1";"-";"11";"3";"1";"7";"10";"9";"4";"75";"1";"0";"27";"2";"-";"19";"785";"9";"72";"62";"17";"1";"5";"0";"2";"6";"2";"500";"19";"9";"15";"4";"2";"9";"3";"29";"4";"39";"7";"-"
"101051";"101051";"9";"1";"1";"3425";"895";"176";"38";"276";"105";"10";"388";"129";"1043";"365";"31";"49";"5";"5";"9";"0";"21";"65";"1";"5";"655";"49";"-";"3";"20";"86";"1";"3";"3";"1";"2";"6";"47";"1";"3";"7";"13";"5";"11";"2";"-";"-";"-";"-";"5";"2";"2";"122";"1";"118";"4";"13";"3";"3";"1";"2";"-";"60";"8";"4";"3";"2";"0";"19";"9";"-";"-";"-";"5";"1";"1";"3";"-";"-";"-";"-";"-";"-";"-";"62";"10";"15";"9";"26";"4";"5";"5";"8";"222";"13";"9";"-";"24";"3";"2";"13";"17";"1";"1";"59";"2";"0";"6";"1";"-";"15";"853";"29";"56";"46";"18";"3";"16";"2";"1";"3";"1";"282";"13";"6";"15";"2";"5";"6";"3";"13";"5";"7";"8";"-"
"101052";"101052";"9";"1";"1";"2980";"688";"429";"43";"293";"127";"2";"87";"134";"715";"462";"59";"45";"2";"2";"6";"0";"23";"29";"1";"4";"506";"11";"-";"2";"33";"203";"4";"13";"14";"5";"7";"11";"117";"14";"6";"11";"13";"9";"7";"3";"-";"-";"-";"-";"10";"4";"7";"117";"1";"138";"4";"9";"0";"2";"1";"0";"-";"82";"6";"0";"0";"3";"6";"21";"9";"-";"-";"-";"0";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"10";"0";"1";"3";"7";"3";"2";"0";"10";"46";"2";"3";"-";"20";"1";"2";"12";"19";"6";"2";"67";"1";"0";"3";"1";"-";"12";"555";"9";"66";"46";"13";"2";"4";"2";"1";"3";"2";"361";"12";"8";"14";"2";"2";"8";"3";"19";"8";"20";"5";"-"
"101053";"101053";"9";"1";"1";"2641";"567";"324";"34";"264";"87";"1";"113";"119";"712";"420";"39";"40";"3";"6";"15";"0";"17";"29";"7";"2";"397";"12";"-";"5";"13";"164";"0";"11";"14";"6";"12";"11";"79";"1";"8";"5";"17";"8";"3";"1";"-";"-";"-";"-";"8";"4";"4";"114";"2";"114";"3";"9";"2";"0";"4";"0";"-";"48";"4";"1";"2";"1";"3";"21";"7";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"19";"3";"2";"3";"3";"3";"4";"0";"8";"61";"2";"5";"-";"12";"2";"0";"11";"22";"6";"5";"57";"1";"1";"2";"0";"-";"13";"574";"14";"48";"37";"8";"0";"5";"0";"0";"11";"2";"325";"8";"6";"11";"2";"2";"5";"3";"22";"2";"27";"7";"-"
"101054";"101054";"9";"1";"1";"1189";"292";"91";"18";"102";"47";"0";"84";"58";"334";"163";"18";"19";"4";"1";"9";"2";"9";"24";"2";"1";"199";"4";"-";"1";"11";"42";"1";"3";"4";"1";"2";"0";"24";"1";"1";"2";"7";"4";"3";"2";"-";"-";"-";"-";"6";"1";"2";"36";"2";"49";"2";"1";"0";"1";"1";"1";"-";"20";"5";"0";"3";"4";"4";"7";"4";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"19";"0";"2";"2";"4";"0";"2";"0";"4";"47";"2";"2";"-";"8";"2";"2";"5";"8";"2";"2";"23";"1";"2";"3";"0";"-";"9";"288";"0";"11";"18";"2";"0";"4";"0";"0";"2";"0";"129";"9";"1";"4";"1";"5";"1";"0";"4";"2";"4";"3";"-"
"101055";"101055";"9";"1";"1";"1685";"422";"243";"72";"80";"215";"3";"82";"218";"190";"160";"13";"23";"1";"3";"4";"0";"3";"22";"2";"3";"342";"6";"-";"3";"15";"133";"0";"8";"4";"2";"10";"9";"54";"4";"1";"13";"18";"25";"13";"3";"-";"-";"-";"-";"0";"2";"2";"31";"1";"39";"0";"5";"0";"0";"0";"0";"-";"127";"14";"1";"7";"1";"9";"42";"14";"-";"-";"-";"0";"2";"1";"0";"-";"-";"-";"-";"-";"-";"-";"10";"1";"1";"1";"2";"2";"0";"1";"2";"58";"1";"3";"-";"28";"2";"1";"16";"43";"5";"1";"116";"1";"0";"5";"0";"-";"4";"161";"3";"9";"5";"2";"1";"1";"2";"0";"2";"0";"129";"7";"3";"5";"2";"0";"3";"2";"2";"0";"3";"4";"-"
"147001";"147001";"10";"1";"1";"3972";"991";"575";"205";"307";"269";"4";"247";"344";"583";"447";"69";"68";"3";"41";"11";"3";"22";"32";"3";"5";"732";"2";"-";"7";"20";"230";"3";"2";"9";"12";"80";"12";"189";"2";"9";"37";"97";"43";"23";"5";"-";"-";"-";"-";"6";"15";"1";"120";"2";"153";"1";"3";"3";"0";"1";"2";"-";"144";"7";"1";"6";"5";"11";"89";"6";"-";"-";"-";"0";"2";"0";"2";"-";"-";"-";"-";"-";"-";"-";"31";"1";"10";"14";"1";"1";"2";"2";"28";"150";"3";"4";"-";"25";"7";"4";"14";"116";"4";"2";"161";"3";"1";"6";"1";"-";"10";"483";"8";"51";"9";"10";"1";"4";"2";"2";"2";"1";"380";"15";"5";"5";"0";"1";"0";"2";"21";"3";"11";"4";"-"
"147002";"147002";"10";"1";"1";"4226";"1051";"536";"274";"321";"297";"5";"256";"447";"558";"481";"51";"49";"5";"66";"20";"3";"17";"40";"1";"2";"791";"6";"-";"5";"18";"229";"4";"5";"15";"12";"58";"19";"159";"6";"6";"34";"107";"93";"31";"9";"-";"-";"-";"-";"9";"15";"3";"128";"2";"156";"0";"3";"3";"0";"1";"1";"-";"156";"10";"6";"2";"3";"3";"106";"11";"-";"-";"-";"2";"0";"1";"2";"-";"-";"-";"-";"-";"-";"-";"26";"6";"19";"10";"0";"2";"3";"0";"12";"172";"3";"3";"-";"33";"3";"2";"16";"200";"4";"0";"173";"1";"0";"12";"3";"-";"10";"447";"11";"54";"12";"13";"0";"2";"2";"4";"1";"2";"402";"19";"3";"8";"3";"3";"7";"0";"14";"1";"14";"7";"-"
"147003";"147003";"10";"1";"1";"5243";"1248";"778";"262";"433";"342";"7";"315";"472";"842";"544";"76";"88";"10";"61";"15";"7";"24";"41";"4";"4";"911";"7";"-";"8";"54";"336";"4";"7";"27";"11";"102";"19";"197";"5";"8";"34";"150";"41";"28";"9";"-";"-";"-";"-";"10";"20";"3";"159";"3";"213";"1";"11";"3";"4";"4";"2";"-";"164";"13";"1";"3";"8";"9";"121";"23";"-";"-";"-";"4";"0";"1";"2";"-";"-";"-";"-";"-";"-";"-";"45";"3";"14";"12";"1";"1";"3";"3";"21";"205";"6";"1";"-";"33";"8";"1";"17";"194";"12";"4";"177";"0";"3";"20";"3";"-";"20";"697";"10";"79";"14";"9";"1";"3";"1";"7";"0";"1";"453";"10";"7";"16";"2";"4";"6";"4";"17";"3";"16";"6";"-"
"147004";"147004";"10";"1";"1";"4702";"1164";"569";"286";"331";"381";"8";"295";"477";"774";"417";"63";"84";"8";"59";"30";"5";"25";"40";"4";"4";"835";"7";"-";"6";"34";"266";"6";"8";"15";"4";"62";"11";"147";"4";"6";"33";"159";"57";"23";"14";"-";"-";"-";"-";"12";"24";"0";"114";"2";"163";"1";"7";"3";"4";"1";"0";"-";"191";"7";"1";"5";"4";"3";"154";"16";"-";"-";"-";"2";"1";"4";"1";"-";"-";"-";"-";"-";"-";"-";"38";"6";"18";"19";"1";"3";"5";"2";"14";"178";"6";"5";"-";"27";"14";"2";"11";"215";"6";"9";"175";"0";"2";"10";"6";"-";"14";"650";"13";"52";"20";"13";"1";"5";"0";"2";"1";"3";"331";"10";"8";"12";"3";"3";"4";"5";"20";"4";"10";"7";"-"
"147005";"147005";"11";"1";"1";"4450";"1096";"436";"261";"309";"341";"10";"417";"437";"771";"372";"60";"50";"3";"94";"23";"0";"27";"45";"10";"1";"783";"0";"-";"3";"32";"205";"3";"7";"17";"9";"38";"20";"95";"4";"3";"32";"154";"39";"29";"7";"-";"-";"-";"-";"8";"16";"7";"89";"0";"178";"3";"2";"0";"2";"0";"4";"-";"150";"7";"4";"10";"9";"12";"127";"22";"-";"-";"-";"3";"0";"3";"4";"-";"-";"-";"-";"-";"-";"-";"47";"9";"28";"10";"2";"4";"1";"5";"13";"289";"8";"1";"-";"23";"11";"0";"17";"216";"7";"4";"145";"2";"3";"8";"1";"-";"15";"665";"18";"22";"12";"9";"2";"0";"5";"22";"1";"0";"304";"7";"4";"12";"5";"1";"0";"2";"19";"5";"10";"3";"-"
"147006";"147006";"11";"1";"1";"3937";"1060";"327";"261";"278";"257";"5";"433";"463";"587";"266";"42";"43";"7";"81";"15";"0";"13";"61";"3";"1";"792";"2";"-";"1";"31";"136";"3";"5";"11";"20";"24";"9";"77";"5";"5";"25";"164";"41";"25";"6";"-";"-";"-";"-";"6";"16";"1";"84";"0";"165";"0";"2";"2";"2";"0";"0";"-";"127";"6";"1";"3";"3";"8";"100";"9";"-";"-";"-";"3";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"35";"11";"32";"7";"3";"6";"3";"3";"20";"310";"3";"0";"-";"38";"5";"0";"15";"225";"4";"0";"167";"0";"0";"9";"0";"-";"16";"491";"8";"30";"15";"8";"1";"3";"1";"12";"0";"2";"205";"8";"4";"8";"0";"4";"1";"4";"13";"2";"9";"8";"-"
