"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1998 - Stemmeberettigede";"FV1998 - Afgivne stemmer";"FV1998 - Blanke stemmer";"FV1998 - Andre ugyldige stemmer";"FV1998 - Gyldige stemmer";"FV1998 - A. Socialdemokratiet";"FV1998 - B. Det Radikale Venstre";"FV1998 - C. Det Konservative Folkeparti";"FV1998 - D. Centrum-Demokraterne";"FV1998 - F. Socialistisk Folkeparti";"FV1998 - O. Dansk Folkeparti";"FV1998 - Q. Kristeligt Folkeparti";"FV1998 - U. Demokratisk Fornyelse";"FV1998 - V. Venstre, Danmarks Liberale Parti";"FV1998 - Z. Fremskridtspartiet";"FV1998 - Ø. Enhedslisten - De Rød-Grønne";"FV1998 - 1. Uden for partierne";"FV1998 - 2. Uden for partierne";"FV1998 - 3. Uden for partierne"
"181008";"181008";"21";"4";"2";"1422";"1259";"3";"6";"1250";"107";"43";"357";"77";"34";"81";"15";"3";"511";"9";"13";"0";"0";"0"
"181009";"181009";"21";"4";"2";"3678";"3336";"10";"8";"3318";"459";"165";"613";"232";"146";"176";"64";"9";"1358";"36";"52";"0";"7";"1"
"183001";"183001";"23";"4";"2";"1025";"916";"8";"3";"905";"296";"35";"78";"55";"60";"120";"16";"1";"211";"13";"19";"0";"1";"0"
"183002";"183002";"23";"4";"2";"2873";"2458";"13";"4";"2441";"1045";"55";"170";"135";"188";"340";"16";"4";"380";"27";"65";"0";"16";"0"
"183003";"183003";"23";"4";"2";"3414";"2864";"13";"4";"2847";"1280";"60";"212";"124";"203";"374";"20";"5";"457";"30";"70";"0";"12";"0"
"183004";"183004";"23";"4";"2";"2414";"1778";"8";"4";"1766";"875";"44";"50";"71";"200";"237";"19";"1";"149";"29";"79";"2";"9";"1"
"183005";"183005";"23";"4";"2";"3835";"3315";"16";"21";"3278";"1358";"66";"256";"150";"179";"477";"36";"6";"619";"36";"79";"0";"16";"0"
"185001";"185001";"27";"4";"2";"4181";"3676";"17";"6";"3653";"1517";"57";"231";"184";"244";"578";"35";"5";"644";"53";"83";"0";"21";"1"
"185002";"185002";"27";"4";"2";"5030";"4432";"23";"12";"4397";"1838";"106";"315";"282";"264";"554";"46";"6";"803";"76";"96";"1";"10";"0"
"185003";"185003";"27";"4";"2";"4728";"4010";"10";"4";"3996";"1922";"88";"256";"156";"345";"493";"34";"9";"521";"48";"109";"2";"13";"0"
"185004";"185004";"27";"4";"2";"3737";"3253";"15";"5";"3233";"1452";"85";"241";"139";"251";"355";"54";"8";"503";"52";"82";"0";"11";"0"
"185005";"185005";"27";"4";"2";"3591";"3170";"9";"16";"3145";"1253";"65";"249";"177";"241";"391";"36";"19";"567";"57";"84";"0";"6";"0"
"185006";"185006";"27";"4";"2";"8811";"7577";"37";"16";"7524";"3739";"204";"453";"229";"680";"870";"65";"16";"900";"121";"219";"1";"26";"1"
"187001";"187001";"23";"4";"2";"2416";"2019";"10";"8";"2001";"678";"55";"324";"113";"119";"246";"24";"6";"375";"26";"30";"0";"5";"0"
"187002";"187002";"23";"4";"2";"3208";"2919";"16";"3";"2900";"931";"73";"540";"202";"149";"311";"30";"4";"560";"42";"50";"1";"7";"0"
"187003";"187003";"23";"4";"2";"3414";"3147";"14";"7";"3126";"982";"111";"621";"206";"187";"283";"37";"3";"605";"37";"49";"0";"5";"0"
"189001";"189001";"22";"4";"2";"8214";"7513";"27";"16";"7470";"1905";"452";"1183";"587";"633";"588";"99";"19";"1743";"92";"160";"0";"9";"0"
"189002";"189002";"22";"4";"2";"2546";"2358";"7";"1";"2350";"473";"182";"359";"184";"252";"129";"39";"5";"592";"17";"115";"0";"3";"0"
"189003";"189003";"22";"4";"2";"1295";"1200";"3";"1";"1196";"243";"67";"196";"83";"111";"65";"35";"1";"349";"13";"32";"0";"1";"0"
"189004";"189004";"22";"4";"2";"960";"877";"8";"0";"869";"221";"43";"112";"84";"135";"46";"9";"0";"174";"14";"29";"0";"2";"0"
"201001";"201001";"31";"5";"2";"2007";"1835";"2";"5";"1828";"327";"102";"405";"128";"126";"113";"43";"6";"534";"16";"27";"1";"-";"-"
"201002";"201002";"31";"5";"2";"2515";"2265";"10";"4";"2251";"683";"104";"320";"102";"277";"152";"26";"7";"485";"29";"65";"1";"-";"-"
"201003";"201003";"31";"5";"2";"3120";"2881";"20";"6";"2855";"749";"136";"541";"157";"256";"168";"63";"5";"683";"27";"69";"1";"-";"-"
"201004";"201004";"31";"5";"2";"3374";"3007";"13";"5";"2989";"710";"107";"430";"183";"227";"240";"42";"8";"929";"45";"66";"2";"-";"-"
"201005";"201005";"31";"5";"2";"3384";"3155";"12";"2";"3141";"584";"160";"712";"227";"203";"182";"56";"7";"942";"30";"37";"1";"-";"-"
"201006";"201006";"31";"5";"2";"2096";"1921";"6";"2";"1913";"481";"110";"372";"127";"163";"88";"38";"2";"477";"17";"36";"2";"-";"-"
"205001";"205001";"30";"5";"2";"3162";"2871";"6";"4";"2861";"665";"163";"593";"178";"215";"170";"47";"11";"724";"30";"64";"1";"-";"-"
"205002";"205002";"30";"5";"2";"4713";"4031";"15";"9";"4007";"998";"280";"809";"228";"320";"259";"74";"15";"836";"35";"148";"5";"-";"-"
"205003";"205003";"30";"5";"2";"3853";"3453";"17";"4";"3432";"966";"207";"639";"201";"288";"205";"65";"10";"736";"29";"85";"1";"-";"-"
"205004";"205004";"30";"5";"2";"2673";"2381";"3";"5";"2373";"480";"176";"484";"140";"206";"123";"48";"10";"577";"22";"106";"1";"-";"-"
"205005";"205005";"30";"5";"2";"1332";"1211";"5";"1";"1205";"179";"62";"275";"87";"81";"61";"24";"3";"379";"8";"43";"3";"-";"-"
"207001";"207001";"31";"5";"2";"4183";"3844";"17";"8";"3819";"845";"204";"564";"207";"390";"167";"54";"4";"1238";"21";"122";"3";"-";"-"
"207002";"207002";"31";"5";"2";"4239";"3871";"14";"7";"3850";"868";"213";"507";"243";"401";"217";"66";"14";"1138";"36";"147";"0";"-";"-"
"207003";"207003";"31";"5";"2";"4169";"3609";"17";"12";"3580";"1104";"167";"321";"133";"442";"255";"53";"16";"837";"47";"199";"6";"-";"-"
"208001";"208001";"30";"5";"2";"4054";"3521";"16";"4";"3501";"1022";"132";"598";"155";"265";"222";"66";"5";"929";"38";"68";"1";"-";"-"
"208002";"208002";"30";"5";"2";"3486";"3104";"11";"5";"3088";"674";"136";"701";"193";"188";"184";"64";"8";"856";"26";"58";"0";"-";"-"
"208003";"208003";"30";"5";"2";"3535";"3119";"16";"3";"3100";"867";"125";"604";"145";"266";"203";"50";"9";"695";"36";"99";"1";"-";"-"
"208004";"208004";"30";"5";"2";"3229";"2858";"8";"5";"2845";"879";"124";"470";"130";"271";"212";"38";"4";"609";"32";"75";"1";"-";"-"
"209001";"209001";"32";"5";"2";"4604";"3893";"29";"5";"3859";"1573";"127";"448";"171";"296";"299";"60";"6";"728";"63";"85";"3";"-";"-"
"209002";"209002";"32";"5";"2";"2677";"2368";"12";"9";"2347";"813";"73";"315";"116";"169";"186";"59";"7";"536";"36";"37";"0";"-";"-"
"209003";"209003";"32";"5";"2";"3648";"3242";"16";"7";"3219";"1131";"78";"380";"182";"210";"269";"44";"7";"820";"49";"49";"0";"-";"-"
"209004";"209004";"32";"5";"2";"690";"616";"2";"2";"612";"171";"11";"78";"28";"32";"77";"7";"0";"181";"13";"13";"1";"-";"-"
"209005";"209005";"32";"5";"2";"493";"452";"1";"0";"451";"115";"12";"50";"19";"27";"35";"17";"1";"153";"12";"10";"0";"-";"-"
"209006";"209006";"32";"5";"2";"993";"879";"7";"3";"869";"332";"31";"77";"42";"70";"85";"16";"2";"175";"19";"19";"1";"-";"-"
"211001";"211001";"32";"5";"2";"2787";"2275";"10";"5";"2260";"1035";"48";"230";"68";"170";"208";"65";"4";"325";"51";"56";"0";"-";"-"
"211002";"211002";"32";"5";"2";"3998";"3340";"19";"12";"3309";"1496";"74";"309";"146";"224";"289";"66";"5";"561";"69";"66";"4";"-";"-"
"211003";"211003";"32";"5";"2";"2746";"2304";"16";"5";"2283";"1027";"50";"204";"90";"161";"217";"23";"5";"435";"27";"43";"1";"-";"-"
"211004";"211004";"32";"5";"2";"3171";"2745";"6";"4";"2735";"967";"71";"288";"145";"196";"297";"57";"8";"575";"54";"77";"0";"-";"-"
"211005";"211005";"32";"5";"2";"2137";"1847";"13";"5";"1829";"683";"48";"161";"86";"114";"207";"23";"5";"412";"33";"56";"1";"-";"-"
"213001";"213001";"30";"5";"2";"3726";"3125";"11";"7";"3107";"944";"85";"309";"145";"256";"331";"52";"9";"840";"68";"67";"1";"-";"-"
"213002";"213002";"30";"5";"2";"2436";"2066";"11";"2";"2053";"634";"65";"241";"98";"165";"172";"45";"5";"500";"58";"68";"2";"-";"-"
"213004";"213004";"30";"5";"2";"3474";"2984";"12";"9";"2963";"955";"78";"279";"127";"235";"245";"201";"6";"716";"48";"70";"3";"-";"-"
"213006";"213006";"30";"5";"2";"4572";"3939";"21";"9";"3909";"1130";"124";"562";"176";"330";"281";"133";"12";"994";"74";"90";"3";"-";"-"
"213007";"213007";"30";"5";"2";"1248";"1087";"6";"2";"1079";"287";"19";"118";"55";"94";"96";"20";"4";"328";"17";"41";"0";"-";"-"
"215001";"215001";"32";"5";"2";"5157";"4497";"22";"6";"4469";"1328";"114";"498";"234";"336";"390";"117";"10";"1325";"60";"55";"2";"-";"-"
"215002";"215002";"32";"5";"2";"760";"685";"5";"2";"678";"183";"30";"61";"33";"52";"58";"19";"1";"203";"22";"16";"0";"-";"-"
"215003";"215003";"32";"5";"2";"384";"354";"3";"1";"350";"77";"6";"37";"15";"29";"34";"13";"3";"117";"9";"10";"0";"-";"-"
"215004";"215004";"32";"5";"2";"2087";"1870";"12";"4";"1854";"466";"62";"224";"112";"158";"161";"31";"5";"559";"29";"46";"1";"-";"-"
"215005";"215005";"32";"5";"2";"1771";"1608";"13";"2";"1593";"386";"41";"235";"100";"97";"120";"21";"9";"539";"20";"24";"1";"-";"-"
"215006";"215006";"32";"5";"2";"2341";"1977";"7";"5";"1965";"580";"61";"180";"104";"189";"201";"57";"14";"496";"39";"41";"3";"-";"-"
"215007";"215007";"32";"5";"2";"1509";"1335";"10";"1";"1324";"354";"67";"146";"95";"163";"76";"31";"9";"295";"18";"68";"2";"-";"-"
"217001";"217001";"29";"5";"2";"7419";"5946";"33";"12";"5901";"2195";"204";"910";"216";"607";"426";"71";"10";"967";"77";"215";"3";"-";"-"
"217002";"217002";"29";"5";"2";"9318";"7767";"42";"11";"7714";"3821";"189";"869";"231";"653";"676";"85";"19";"801";"127";"242";"1";"-";"-"
"217003";"217003";"29";"5";"2";"5210";"4231";"17";"9";"4205";"1764";"102";"610";"150";"349";"414";"49";"4";"580";"64";"116";"3";"-";"-"
"217004";"217004";"29";"5";"2";"3935";"3409";"16";"7";"3386";"1067";"132";"646";"186";"257";"277";"42";"5";"655";"44";"75";"0";"-";"-"
"217005";"217005";"29";"5";"2";"3601";"3136";"13";"8";"3115";"920";"133";"524";"169";"244";"238";"42";"3";"721";"51";"70";"0";"-";"-"
"217006";"217006";"29";"5";"2";"954";"839";"6";"0";"833";"237";"26";"120";"56";"47";"81";"15";"2";"219";"8";"21";"1";"-";"-"
"217007";"217007";"29";"5";"2";"1172";"1040";"8";"3";"1029";"257";"33";"179";"52";"63";"97";"15";"1";"290";"23";"19";"0";"-";"-"
"217008";"217008";"29";"5";"2";"621";"519";"1";"0";"518";"188";"11";"86";"21";"26";"60";"29";"2";"80";"7";"8";"0";"-";"-"
"217009";"217009";"29";"5";"2";"3349";"2833";"12";"5";"2816";"914";"99";"551";"145";"233";"210";"23";"4";"540";"30";"65";"2";"-";"-"
"217010";"217010";"29";"5";"2";"3338";"2935";"7";"5";"2923";"753";"138";"748";"141";"247";"199";"40";"7";"545";"36";"69";"0";"-";"-"
"217011";"217011";"29";"5";"2";"4751";"4188";"20";"5";"4163";"1236";"178";"1032";"203";"309";"276";"57";"15";"702";"44";"111";"0";"-";"-"
"219001";"219001";"31";"5";"2";"4372";"3766";"17";"9";"3740";"1189";"150";"594";"191";"374";"234";"110";"11";"755";"22";"108";"2";"-";"-"
"219002";"219002";"31";"5";"2";"4608";"4081";"15";"16";"4050";"1416";"154";"654";"209";"307";"235";"170";"12";"763";"35";"95";"0";"-";"-"
"219003";"219003";"31";"5";"2";"2109";"1856";"2";"2";"1852";"510";"100";"266";"101";"215";"77";"95";"6";"375";"26";"80";"1";"-";"-"
"219004";"219004";"31";"5";"2";"542";"493";"2";"0";"491";"127";"17";"74";"24";"41";"33";"14";"1";"137";"6";"16";"1";"-";"-"
"219005";"219005";"31";"5";"2";"1168";"1078";"7";"3";"1068";"262";"65";"148";"74";"133";"53";"24";"5";"237";"8";"59";"0";"-";"-"
"219006";"219006";"31";"5";"2";"1729";"1519";"5";"3";"1511";"442";"46";"224";"82";"100";"137";"47";"2";"377";"19";"34";"1";"-";"-"
"219007";"219007";"31";"5";"2";"413";"377";"1";"0";"376";"75";"15";"55";"28";"18";"30";"4";"0";"131";"8";"12";"0";"-";"-"
"219008";"219008";"31";"5";"2";"2131";"1901";"8";"2";"1891";"594";"79";"292";"100";"155";"145";"100";"5";"366";"18";"36";"1";"-";"-"
"219009";"219009";"31";"5";"2";"1403";"1256";"3";"3";"1250";"303";"77";"246";"87";"120";"77";"16";"4";"269";"12";"39";"0";"-";"-"
"219010";"219010";"31";"5";"2";"834";"764";"3";"0";"761";"159";"48";"170";"35";"70";"44";"13";"0";"180";"5";"35";"2";"-";"-"
"219011";"219011";"31";"5";"2";"3212";"2861";"10";"1";"2850";"966";"118";"412";"135";"259";"169";"126";"0";"558";"23";"79";"5";"-";"-"
"219012";"219012";"31";"5";"2";"3732";"3115";"13";"3";"3099";"1252";"87";"372";"95";"299";"239";"65";"6";"555";"29";"97";"3";"-";"-"
"221001";"221001";"32";"5";"2";"7112";"6019";"27";"14";"5978";"2354";"122";"524";"264";"569";"549";"105";"24";"1172";"100";"195";"0";"-";"-"
"223001";"223001";"30";"5";"2";"4386";"3852";"13";"6";"3833";"733";"166";"1102";"212";"146";"224";"53";"10";"1109";"39";"39";"0";"-";"-"
"223002";"223002";"30";"5";"2";"5012";"4517";"8";"6";"4503";"1024";"233";"1171";"237";"191";"284";"52";"7";"1191";"49";"62";"2";"-";"-"
"223003";"223003";"30";"5";"2";"3277";"3023";"9";"5";"3009";"246";"145";"1034";"126";"76";"139";"59";"1";"1139";"20";"23";"1";"-";"-"
"223004";"223004";"30";"5";"2";"396";"349";"2";"0";"347";"51";"15";"95";"21";"14";"29";"5";"0";"101";"4";"12";"0";"-";"-"
"223005";"223005";"30";"5";"2";"5027";"4445";"18";"10";"4417";"723";"152";"1285";"234";"172";"253";"78";"6";"1417";"46";"49";"2";"-";"-"
"225001";"225001";"32";"5";"2";"1232";"1112";"10";"2";"1100";"377";"33";"80";"58";"96";"90";"20";"6";"272";"29";"39";"0";"-";"-"
"225002";"225002";"32";"5";"2";"3247";"2831";"15";"13";"2803";"1153";"105";"287";"115";"269";"201";"36";"14";"508";"33";"80";"2";"-";"-"
"225003";"225003";"32";"5";"2";"1189";"1032";"3";"3";"1026";"401";"22";"64";"34";"77";"171";"13";"2";"178";"28";"36";"0";"-";"-"
"225004";"225004";"32";"5";"2";"1364";"1162";"4";"2";"1156";"415";"28";"66";"41";"156";"105";"27";"3";"256";"18";"41";"0";"-";"-"
"227003";"227003";"30";"5";"2";"874";"792";"1";"1";"790";"133";"29";"149";"25";"42";"59";"21";"2";"301";"15";"14";"0";"-";"-"
"227004";"227004";"30";"5";"2";"2725";"2337";"10";"12";"2315";"671";"132";"386";"92";"211";"167";"31";"9";"525";"27";"63";"1";"-";"-"
"227005";"227005";"30";"5";"2";"3164";"2764";"9";"4";"2751";"791";"111";"466";"152";"218";"184";"37";"3";"674";"31";"83";"1";"-";"-"
"227006";"227006";"30";"5";"2";"3505";"3063";"15";"13";"3035";"794";"89";"585";"157";"153";"267";"37";"10";"868";"41";"33";"1";"-";"-"
"227007";"227007";"30";"5";"2";"2857";"2553";"5";"7";"2541";"756";"100";"411";"97";"211";"206";"38";"9";"614";"35";"61";"3";"-";"-"
"229001";"229001";"32";"5";"2";"2122";"1826";"22";"10";"1794";"600";"33";"198";"94";"87";"184";"27";"5";"492";"39";"34";"1";"-";"-"
"229002";"229002";"32";"5";"2";"1240";"1096";"6";"3";"1087";"333";"40";"122";"49";"76";"117";"16";"3";"282";"19";"30";"0";"-";"-"
"229003";"229003";"32";"5";"2";"1535";"1363";"10";"2";"1351";"467";"39";"109";"67";"129";"142";"23";"5";"301";"21";"48";"0";"-";"-"
"231001";"231001";"32";"5";"2";"1371";"1224";"13";"1";"1210";"318";"34";"199";"66";"63";"109";"30";"4";"338";"22";"27";"0";"-";"-"
"231002";"231002";"32";"5";"2";"1408";"1272";"12";"2";"1258";"435";"22";"220";"47";"65";"98";"18";"4";"312";"16";"20";"1";"-";"-"
"231003";"231003";"32";"5";"2";"805";"725";"5";"2";"718";"216";"19";"154";"38";"41";"65";"6";"0";"156";"13";"9";"1";"-";"-"
"231004";"231004";"32";"5";"2";"378";"337";"3";"1";"333";"41";"4";"78";"10";"23";"31";"4";"0";"134";"3";"5";"0";"-";"-"
"233001";"233001";"31";"5";"2";"2158";"1897";"12";"5";"1880";"583";"51";"178";"117";"150";"171";"20";"7";"538";"35";"30";"0";"-";"-"
"233002";"233002";"31";"5";"2";"2994";"2645";"16";"4";"2625";"723";"77";"313";"159";"173";"244";"37";"7";"811";"44";"36";"1";"-";"-"
"233003";"233003";"31";"5";"2";"894";"830";"5";"1";"824";"199";"33";"92";"51";"57";"64";"7";"3";"293";"9";"16";"0";"-";"-"
"235001";"235001";"31";"5";"2";"2498";"2315";"10";"5";"2300";"585";"76";"360";"183";"171";"170";"42";"6";"626";"30";"49";"2";"-";"-"
"235002";"235002";"31";"5";"2";"1218";"1111";"3";"2";"1106";"293";"42";"131";"93";"99";"112";"8";"6";"239";"14";"68";"1";"-";"-"
"235003";"235003";"31";"5";"2";"4163";"3702";"21";"5";"3676";"1159";"103";"517";"232";"208";"347";"45";"6";"975";"50";"34";"0";"-";"-"
"235004";"235004";"31";"5";"2";"455";"415";"0";"2";"413";"100";"12";"44";"26";"41";"29";"4";"2";"138";"6";"11";"0";"-";"-"
"235005";"235005";"31";"5";"2";"1338";"1228";"9";"1";"1218";"329";"46";"176";"74";"115";"131";"26";"3";"273";"21";"24";"0";"-";"-"
"237001";"237001";"31";"5";"2";"5868";"5268";"38";"19";"5211";"1811";"142";"611";"339";"294";"481";"56";"12";"1281";"76";"106";"2";"-";"-"
"237002";"237002";"31";"5";"2";"4456";"3949";"23";"10";"3916";"1346";"98";"454";"225";"255";"376";"43";"7";"1001";"60";"51";"0";"-";"-"
"251001";"251001";"35";"6";"2";"2533";"2263";"13";"5";"2245";"731";"80";"160";"131";"140";"214";"51";"5";"672";"19";"42";"-";"-";"-"
"251002";"251002";"35";"6";"2";"1911";"1721";"10";"3";"1708";"575";"78";"99";"120";"106";"169";"24";"4";"475";"27";"31";"-";"-";"-"
"251003";"251003";"35";"6";"2";"1317";"1195";"11";"4";"1180";"338";"41";"74";"72";"95";"146";"17";"2";"349";"23";"23";"-";"-";"-"
"251004";"251004";"35";"6";"2";"1124";"1033";"8";"1";"1024";"320";"32";"71";"70";"55";"104";"22";"3";"325";"13";"9";"-";"-";"-"
"253001";"253001";"34";"6";"2";"966";"818";"5";"0";"813";"255";"17";"84";"45";"48";"104";"9";"4";"222";"15";"10";"-";"-";"-"
"253002";"253002";"34";"6";"2";"2670";"2438";"6";"3";"2429";"647";"73";"272";"165";"82";"264";"27";"6";"841";"35";"17";"-";"-";"-"
"253003";"253003";"34";"6";"2";"1986";"1751";"3";"1";"1747";"610";"50";"156";"101";"101";"182";"19";"3";"473";"12";"40";"-";"-";"-"
"253004";"253004";"34";"6";"2";"3984";"3664";"17";"2";"3645";"1046";"102";"454";"213";"140";"364";"35";"10";"1203";"54";"24";"-";"-";"-"
"253005";"253005";"34";"6";"2";"4231";"3850";"17";"4";"3829";"1067";"103";"451";"222";"198";"368";"78";"6";"1227";"63";"46";"-";"-";"-"
"253006";"253006";"34";"6";"2";"1398";"1208";"1";"2";"1205";"337";"41";"132";"72";"68";"118";"29";"2";"377";"16";"13";"-";"-";"-"
"253007";"253007";"34";"6";"2";"3868";"3445";"10";"3";"3432";"1209";"75";"349";"213";"169";"344";"56";"8";"923";"37";"49";"-";"-";"-"
"253008";"253008";"34";"6";"2";"2616";"2390";"11";"4";"2375";"714";"63";"234";"122";"100";"306";"22";"4";"760";"33";"17";"-";"-";"-"
"253009";"253009";"34";"6";"2";"3029";"2518";"13";"8";"2497";"979";"64";"181";"83";"174";"354";"26";"4";"540";"52";"40";"-";"-";"-"
"253010";"253010";"34";"6";"2";"3944";"3173";"19";"7";"3147";"1214";"70";"243";"121";"236";"452";"37";"10";"641";"56";"67";"-";"-";"-"
"253011";"253011";"34";"6";"2";"5745";"5034";"27";"5";"5002";"1544";"138";"509";"223";"280";"498";"57";"6";"1572";"83";"92";"-";"-";"-"
"255001";"255001";"33";"6";"2";"1997";"1795";"7";"1";"1787";"567";"69";"143";"99";"144";"157";"29";"2";"494";"29";"54";"-";"-";"-"
"255002";"255002";"33";"6";"2";"409";"371";"2";"1";"368";"82";"9";"39";"19";"23";"33";"6";"0";"136";"15";"6";"-";"-";"-"
"255003";"255003";"33";"6";"2";"6297";"5678";"39";"14";"5625";"1592";"212";"655";"384";"311";"592";"74";"15";"1614";"96";"80";"-";"-";"-"
"255004";"255004";"33";"6";"2";"1883";"1739";"11";"3";"1725";"578";"58";"174";"88";"83";"166";"25";"6";"484";"32";"31";"-";"-";"-"
"257001";"257001";"35";"6";"2";"2849";"2572";"12";"9";"2551";"886";"115";"216";"123";"276";"167";"42";"11";"556";"28";"131";"-";"-";"-"
"257002";"257002";"35";"6";"2";"443";"399";"6";"0";"393";"113";"20";"49";"22";"43";"36";"9";"1";"83";"2";"15";"-";"-";"-"
"257003";"257003";"35";"6";"2";"2135";"1936";"8";"4";"1924";"659";"54";"160";"99";"154";"179";"37";"9";"490";"23";"60";"-";"-";"-"
"259001";"259001";"34";"6";"2";"3264";"2833";"13";"9";"2811";"1013";"97";"301";"124";"225";"239";"37";"5";"675";"37";"58";"-";"-";"-"
"259002";"259002";"34";"6";"2";"4370";"3642";"14";"9";"3619";"1610";"93";"297";"157";"302";"368";"40";"8";"608";"43";"93";"-";"-";"-"
"259003";"259003";"34";"6";"2";"619";"561";"2";"0";"559";"180";"29";"69";"35";"39";"43";"7";"3";"135";"10";"9";"-";"-";"-"
"259004";"259004";"34";"6";"2";"1512";"1332";"12";"9";"1311";"429";"35";"128";"67";"78";"137";"18";"6";"361";"28";"24";"-";"-";"-"
"259005";"259005";"34";"6";"2";"3291";"2764";"13";"14";"2737";"1219";"63";"177";"108";"206";"325";"30";"10";"467";"59";"73";"-";"-";"-"
"259006";"259006";"34";"6";"2";"2924";"2605";"11";"7";"2587";"971";"59";"229";"138";"172";"337";"28";"9";"581";"30";"33";"-";"-";"-"
"259007";"259007";"34";"6";"2";"4664";"4017";"30";"9";"3978";"1454";"109";"322";"188";"451";"362";"71";"9";"839";"52";"121";"-";"-";"-"
"259008";"259008";"34";"6";"2";"985";"894";"1";"2";"891";"300";"23";"73";"64";"67";"88";"15";"2";"218";"18";"23";"-";"-";"-"
"259009";"259009";"34";"6";"2";"3504";"3069";"19";"7";"3043";"1237";"96";"242";"136";"239";"296";"37";"11";"633";"37";"79";"-";"-";"-"
"259010";"259010";"34";"6";"2";"3939";"3428";"30";"6";"3392";"1232";"122";"411";"172";"238";"284";"38";"12";"784";"30";"69";"-";"-";"-"
"261001";"261001";"35";"6";"2";"1659";"1521";"8";"4";"1509";"440";"60";"127";"90";"117";"112";"31";"0";"490";"15";"27";"-";"-";"-"
"261002";"261002";"35";"6";"2";"392";"372";"0";"0";"372";"94";"14";"23";"24";"34";"36";"4";"2";"129";"3";"9";"-";"-";"-"
"261003";"261003";"35";"6";"2";"1638";"1527";"9";"6";"1512";"371";"111";"134";"85";"121";"75";"23";"3";"504";"11";"74";"-";"-";"-"
"261004";"261004";"35";"6";"2";"1830";"1649";"6";"7";"1636";"492";"81";"111";"79";"102";"131";"53";"3";"529";"23";"32";"-";"-";"-"
"261005";"261005";"35";"6";"2";"887";"796";"2";"3";"791";"234";"29";"50";"45";"67";"57";"9";"0";"272";"9";"19";"-";"-";"-"
"263001";"263001";"35";"6";"2";"1674";"1543";"4";"5";"1534";"491";"53";"131";"107";"90";"108";"27";"4";"478";"21";"24";"-";"-";"-"
"263002";"263002";"35";"6";"2";"2661";"2416";"17";"7";"2392";"926";"90";"181";"151";"159";"188";"44";"2";"574";"33";"44";"-";"-";"-"
"263003";"263003";"35";"6";"2";"815";"749";"2";"0";"747";"248";"15";"50";"35";"51";"64";"14";"4";"243";"11";"12";"-";"-";"-"
"263004";"263004";"35";"6";"2";"271";"248";"3";"1";"244";"64";"6";"16";"13";"15";"17";"8";"0";"96";"8";"1";"-";"-";"-"
"263005";"263005";"35";"6";"2";"1186";"1091";"3";"3";"1085";"345";"57";"69";"59";"80";"81";"22";"2";"326";"19";"25";"-";"-";"-"
"265001";"265001";"33";"6";"2";"4456";"3766";"21";"5";"3740";"1116";"216";"411";"150";"535";"182";"81";"8";"770";"57";"214";"-";"-";"-"
"265002";"265002";"33";"6";"2";"4784";"4186";"19";"7";"4160";"1230";"234";"619";"223";"391";"196";"82";"9";"984";"60";"132";"-";"-";"-"
"265003";"265003";"33";"6";"2";"6164";"5300";"31";"12";"5257";"2029";"262";"399";"208";"816";"339";"92";"9";"816";"45";"242";"-";"-";"-"
"265004";"265004";"33";"6";"2";"3735";"3148";"15";"8";"3125";"1188";"149";"233";"90";"432";"256";"54";"8";"540";"41";"134";"-";"-";"-"
"265005";"265005";"33";"6";"2";"5029";"4310";"25";"12";"4273";"1706";"140";"372";"155";"482";"368";"82";"14";"805";"55";"94";"-";"-";"-"
"265006";"265006";"33";"6";"2";"5512";"5006";"18";"5";"4983";"1325";"290";"743";"261";"449";"233";"111";"8";"1332";"46";"185";"-";"-";"-"
