"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2005 - Stemmeberettigede";"FV2005 - Afgivne stemmer";"FV2005 - Blanke stemmer";"FV2005 - Andre ugyldige stemmer";"FV2005 - Gyldige stemmer";"FV2005 - A. Socialdemokratiet";"FV2005 - B. Det Radikale Venstre";"FV2005 - C. Det Konservative Folkeparti";"FV2005 - D. Centrum-Demokraterne";"FV2005 - F. Socialistisk Folkeparti";"FV2005 - K. Kristendemokraterne";"FV2005 - M. Minoritetspartiet";"FV2005 - O. Dansk Folkeparti";"FV2005 - V. Venstre, Danmarks Liberale Parti";"FV2005 - Ø. Enhedslisten - De Rød-Grønne";"FV2005 - 1. Uden for partierne";"FV2005 - 2. Uden for partierne";"FV2005 - 3. Uden for partierne"
"807003";"807003";"96";"17";"3";"3444";"2894";"13";"6";"2875";"770";"209";"366";"21";"109";"86";"2";"359";"914";"35";"0";"4";"0"
"807004";"807004";"96";"17";"3";"1061";"880";"5";"0";"875";"243";"43";"112";"4";"20";"26";"2";"136";"266";"22";"0";"1";"0"
"807005";"807005";"96";"17";"3";"2740";"2395";"12";"4";"2379";"799";"138";"287";"13";"95";"30";"1";"247";"748";"18";"0";"3";"0"
"807006";"807006";"96";"17";"3";"1090";"958";"9";"3";"946";"253";"65";"103";"3";"44";"17";"1";"109";"325";"25";"0";"1";"0"
"807007";"807007";"96";"17";"3";"293";"262";"0";"0";"262";"67";"14";"30";"2";"17";"11";"0";"20";"98";"3";"0";"0";"0"
"807008";"807008";"96";"17";"3";"425";"361";"3";"1";"357";"90";"26";"36";"3";"10";"3";"1";"51";"134";"2";"0";"1";"0"
"809001";"809001";"103";"17";"3";"3211";"2617";"18";"10";"2589";"495";"168";"250";"27";"50";"102";"6";"342";"1122";"25";"2";"0";"0"
"809002";"809002";"103";"17";"3";"608";"513";"3";"1";"509";"87";"40";"50";"8";"28";"11";"5";"71";"197";"12";"0";"0";"0"
"809003";"809003";"103";"17";"3";"823";"688";"2";"2";"684";"171";"50";"90";"4";"35";"23";"2";"77";"221";"10";"1";"0";"0"
"809004";"809004";"103";"17";"3";"488";"404";"1";"2";"401";"99";"17";"41";"2";"9";"11";"2";"42";"175";"3";"0";"0";"0"
"809005";"809005";"103";"17";"3";"848";"731";"5";"0";"726";"142";"47";"70";"6";"22";"22";"0";"81";"328";"8";"0";"0";"0"
"811001";"811001";"98";"17";"3";"3293";"2743";"20";"9";"2714";"742";"193";"274";"18";"90";"113";"3";"322";"917";"40";"0";"2";"0"
"811002";"811002";"98";"17";"3";"1098";"880";"2";"1";"877";"233";"50";"68";"6";"37";"18";"0";"115";"324";"26";"0";"0";"0"
"811003";"811003";"98";"17";"3";"865";"702";"8";"2";"692";"137";"51";"70";"9";"24";"36";"2";"97";"256";"10";"0";"0";"0"
"811004";"811004";"98";"17";"3";"998";"849";"8";"3";"838";"184";"52";"91";"11";"41";"26";"3";"98";"318";"13";"0";"1";"0"
"813001";"813001";"95";"17";"3";"5787";"4650";"20";"6";"4624";"1646";"247";"582";"46";"183";"55";"6";"704";"1076";"79";"0";"0";"0"
"813002";"813002";"95";"17";"3";"8320";"6452";"29";"18";"6405";"2366";"342";"818";"63";"270";"76";"12";"973";"1339";"140";"2";"2";"2"
"813003";"813003";"95";"17";"3";"4617";"3795";"10";"6";"3779";"1523";"194";"424";"34";"153";"34";"3";"603";"745";"63";"0";"0";"3"
"813005";"813005";"95";"17";"3";"2006";"1699";"7";"1";"1691";"360";"89";"228";"14";"35";"203";"0";"287";"448";"26";"0";"1";"0"
"813006";"813006";"95";"17";"3";"1304";"1148";"3";"3";"1142";"379";"57";"113";"16";"21";"29";"0";"198";"313";"16";"0";"0";"0"
"813007";"813007";"95";"17";"3";"800";"706";"1";"0";"705";"214";"42";"87";"7";"35";"12";"2";"103";"193";"9";"0";"1";"0"
"813008";"813008";"95";"17";"3";"1596";"1397";"7";"6";"1384";"369";"79";"152";"16";"32";"30";"4";"181";"501";"19";"0";"0";"1"
"813009";"813009";"95";"17";"3";"1435";"1261";"1";"1";"1259";"278";"67";"210";"5";"25";"38";"1";"144";"469";"20";"0";"0";"2"
"815001";"815001";"102";"17";"3";"4359";"3633";"16";"12";"3605";"1150";"218";"394";"29";"133";"31";"7";"482";"1121";"39";"1";"0";"0"
"815002";"815002";"102";"17";"3";"580";"467";"4";"0";"463";"158";"24";"57";"2";"12";"3";"1";"62";"128";"16";"0";"0";"0"
"815003";"815003";"102";"17";"3";"478";"385";"1";"0";"384";"142";"25";"33";"4";"7";"4";"0";"39";"127";"3";"0";"0";"0"
"815004";"815004";"102";"17";"3";"522";"421";"1";"0";"420";"155";"20";"37";"4";"15";"1";"1";"50";"133";"4";"0";"0";"0"
"815005";"815005";"102";"17";"3";"347";"308";"1";"0";"307";"107";"15";"28";"3";"3";"2";"0";"42";"102";"5";"0";"0";"0"
"815006";"815006";"102";"17";"3";"182";"164";"1";"0";"163";"67";"5";"12";"0";"3";"2";"2";"22";"50";"0";"0";"0";"0"
"815007";"815007";"102";"17";"3";"1061";"868";"4";"4";"860";"291";"52";"79";"8";"27";"8";"6";"94";"283";"12";"0";"0";"0"
"815008";"815008";"102";"17";"3";"769";"658";"2";"2";"654";"210";"32";"69";"4";"18";"3";"0";"81";"234";"3";"0";"0";"0"
"817001";"817001";"99";"17";"3";"1572";"1351";"11";"2";"1338";"505";"77";"132";"17";"53";"21";"2";"158";"353";"18";"0";"1";"1"
"817002";"817002";"99";"17";"3";"285";"235";"0";"0";"235";"66";"17";"26";"4";"17";"4";"1";"30";"69";"1";"0";"0";"0"
"817003";"817003";"99";"17";"3";"2278";"2008";"12";"2";"1994";"665";"164";"241";"11";"70";"32";"6";"216";"544";"45";"0";"0";"0"
"817004";"817004";"99";"17";"3";"2443";"2096";"12";"4";"2080";"662";"121";"232";"13";"115";"13";"6";"269";"603";"44";"0";"1";"1"
"817005";"817005";"99";"17";"3";"810";"725";"0";"0";"725";"233";"41";"62";"4";"41";"14";"2";"117";"182";"28";"1";"0";"0"
"817006";"817006";"99";"17";"3";"1135";"937";"8";"2";"927";"304";"45";"90";"9";"34";"15";"0";"113";"304";"13";"0";"0";"0"
"819001";"819001";"97";"17";"3";"733";"622";"2";"0";"620";"144";"52";"136";"8";"18";"33";"1";"62";"160";"6";"0";"0";"0"
"819002";"819002";"97";"17";"3";"717";"615";"4";"0";"611";"169";"43";"104";"7";"11";"17";"1";"89";"156";"14";"0";"0";"0"
"819003";"819003";"97";"17";"3";"4879";"3844";"13";"11";"3820";"1150";"235";"877";"26";"83";"116";"7";"593";"687";"43";"1";"2";"0"
"819005";"819005";"97";"17";"3";"276";"236";"3";"1";"232";"57";"12";"42";"3";"5";"4";"0";"33";"67";"8";"0";"1";"0"
"819006";"819006";"97";"17";"3";"1074";"933";"5";"2";"926";"220";"84";"214";"8";"30";"24";"3";"87";"241";"14";"0";"1";"0"
"819007";"819007";"97";"17";"3";"1381";"1142";"4";"0";"1138";"220";"86";"184";"9";"27";"25";"1";"143";"424";"19";"0";"0";"0"
"819008";"819008";"97";"17";"3";"741";"633";"0";"1";"632";"109";"47";"108";"7";"19";"6";"0";"82";"248";"6";"0";"0";"0"
"819009";"819009";"97";"17";"3";"269";"229";"1";"1";"227";"54";"19";"24";"2";"5";"5";"1";"49";"64";"2";"0";"0";"2"
"819010";"819010";"97";"17";"3";"389";"340";"0";"1";"339";"84";"21";"62";"2";"9";"8";"0";"57";"90";"6";"0";"0";"0"
"821001";"821001";"97";"17";"3";"7139";"5743";"31";"19";"5693";"1703";"569";"878";"85";"293";"112";"9";"551";"1365";"128";"0";"0";"0"
"821002";"821002";"97";"17";"3";"2709";"2245";"14";"4";"2227";"546";"138";"292";"23";"53";"82";"6";"266";"789";"32";"0";"0";"0"
"821003";"821003";"97";"17";"3";"1602";"1272";"4";"0";"1268";"346";"72";"170";"12";"45";"20";"1";"139";"447";"14";"0";"1";"1"
"821004";"821004";"97";"17";"3";"1318";"1151";"4";"2";"1145";"244";"76";"186";"16";"31";"30";"3";"126";"408";"24";"0";"1";"0"
"821005";"821005";"97";"17";"3";"1282";"1137";"1";"4";"1132";"266";"113";"140";"10";"75";"19";"0";"129";"338";"42";"0";"0";"0"
"821006";"821006";"97";"17";"3";"2419";"2213";"6";"2";"2205";"565";"161";"441";"24";"82";"32";"1";"239";"639";"21";"0";"0";"0"
"821007";"821007";"97";"17";"3";"3122";"2723";"19";"6";"2698";"797";"219";"489";"17";"75";"41";"0";"260";"757";"43";"0";"0";"0"
"821008";"821008";"97";"17";"3";"4071";"3359";"10";"6";"3343";"1273";"301";"401";"38";"151";"41";"7";"343";"710";"78";"0";"0";"0"
"821009";"821009";"97";"17";"3";"2858";"2323";"9";"9";"2305";"730";"199";"334";"35";"112";"56";"8";"251";"530";"48";"0";"0";"2"
"823001";"823001";"102";"17";"3";"1388";"1255";"4";"1";"1250";"352";"120";"132";"11";"40";"19";"0";"145";"419";"12";"0";"0";"0"
"823002";"823002";"102";"17";"3";"385";"336";"3";"2";"331";"84";"17";"23";"8";"13";"3";"0";"44";"135";"4";"0";"0";"0"
"823003";"823003";"102";"17";"3";"684";"587";"2";"0";"585";"163";"30";"73";"6";"15";"14";"3";"80";"193";"8";"0";"0";"0"
"823004";"823004";"102";"17";"3";"508";"447";"2";"1";"444";"94";"27";"45";"4";"19";"6";"1";"65";"175";"8";"0";"0";"0"
"823005";"823005";"102";"17";"3";"405";"353";"1";"0";"352";"81";"31";"40";"3";"14";"9";"2";"38";"122";"12";"0";"0";"0"
"823006";"823006";"102";"17";"3";"286";"251";"5";"0";"246";"45";"14";"13";"0";"6";"12";"2";"33";"118";"3";"0";"0";"0"
"823007";"823007";"102";"17";"3";"278";"253";"4";"0";"249";"49";"11";"26";"3";"12";"3";"1";"37";"103";"4";"0";"0";"0"
"823008";"823008";"102";"17";"3";"7347";"5945";"32";"13";"5900";"1874";"515";"689";"39";"202";"93";"9";"660";"1708";"109";"0";"1";"1"
"825005";"825005";"95";"17";"3";"591";"502";"3";"0";"499";"107";"25";"43";"2";"14";"11";"2";"93";"191";"11";"0";"0";"0"
"825015";"825015";"95";"17";"3";"725";"566";"2";"3";"561";"154";"28";"35";"5";"26";"17";"0";"105";"179";"12";"0";"0";"0"
"825020";"825020";"95";"17";"3";"383";"311";"1";"0";"310";"85";"17";"29";"4";"12";"24";"0";"44";"90";"5";"0";"0";"0"
"827001";"827001";"103";"17";"3";"3702";"2950";"14";"11";"2925";"870";"165";"189";"12";"136";"45";"9";"327";"1132";"39";"0";"1";"0"
"827002";"827002";"103";"17";"3";"384";"317";"1";"3";"313";"104";"18";"24";"1";"15";"3";"0";"40";"101";"7";"0";"0";"0"
"827003";"827003";"103";"17";"3";"820";"668";"5";"1";"662";"143";"35";"30";"10";"23";"12";"1";"77";"311";"19";"0";"1";"0"
"827004";"827004";"103";"17";"3";"339";"284";"0";"0";"284";"49";"16";"5";"2";"5";"13";"0";"32";"157";"5";"0";"0";"0"
"827005";"827005";"103";"17";"3";"322";"275";"2";"0";"273";"69";"6";"15";"4";"6";"3";"1";"32";"137";"0";"0";"0";"0"
"827006";"827006";"103";"17";"3";"1286";"1039";"13";"1";"1025";"259";"97";"52";"12";"74";"13";"4";"117";"359";"37";"0";"1";"0"
"827007";"827007";"103";"17";"3";"781";"630";"1";"3";"626";"107";"32";"38";"7";"23";"11";"0";"78";"320";"10";"0";"0";"0"
"829001";"829001";"98";"17";"3";"3325";"2793";"23";"10";"2760";"755";"201";"326";"27";"112";"64";"10";"297";"898";"67";"1";"2";"0"
"829002";"829002";"98";"17";"3";"936";"813";"5";"2";"806";"194";"57";"118";"10";"28";"13";"1";"104";"258";"23";"0";"0";"0"
"829003";"829003";"98";"17";"3";"2403";"1968";"6";"11";"1951";"484";"118";"335";"11";"56";"31";"7";"292";"587";"30";"0";"0";"0"
"831001";"831001";"103";"17";"3";"3414";"2917";"17";"7";"2893";"901";"216";"291";"23";"128";"40";"7";"282";"960";"45";"0";"0";"0"
"831002";"831002";"103";"17";"3";"433";"373";"4";"1";"368";"57";"30";"31";"2";"12";"9";"1";"46";"170";"10";"0";"0";"0"
"831003";"831003";"103";"17";"3";"487";"428";"0";"1";"427";"104";"29";"32";"4";"33";"6";"0";"48";"159";"12";"0";"0";"0"
"831004";"831004";"103";"17";"3";"612";"538";"6";"0";"532";"149";"28";"45";"8";"48";"10";"0";"62";"169";"13";"0";"0";"0"
"831005";"831005";"103";"17";"3";"310";"267";"1";"0";"266";"64";"18";"12";"3";"11";"2";"7";"27";"113";"9";"0";"0";"0"
"831006";"831006";"103";"17";"3";"760";"643";"5";"1";"637";"182";"34";"54";"6";"26";"10";"0";"82";"229";"13";"0";"1";"0"
"831007";"831007";"103";"17";"3";"192";"168";"1";"0";"167";"16";"15";"13";"2";"7";"1";"1";"13";"97";"2";"0";"0";"0"
"833001";"833001";"103";"17";"3";"349";"291";"4";"1";"286";"43";"19";"41";"1";"12";"14";"1";"30";"124";"1";"0";"0";"0"
"833002";"833002";"103";"17";"3";"966";"818";"8";"1";"809";"214";"66";"95";"3";"22";"17";"2";"85";"292";"13";"0";"0";"0"
"833003";"833003";"103";"17";"3";"621";"523";"2";"0";"521";"137";"30";"41";"5";"7";"13";"0";"87";"200";"1";"0";"0";"0"
"833004";"833004";"103";"17";"3";"336";"292";"1";"0";"291";"63";"13";"28";"4";"5";"5";"0";"33";"135";"5";"0";"0";"0"
"833005";"833005";"103";"17";"3";"348";"298";"7";"0";"291";"57";"12";"33";"4";"9";"2";"0";"34";"134";"6";"0";"0";"0"
"833006";"833006";"103";"17";"3";"651";"520";"1";"0";"519";"144";"33";"34";"3";"15";"19";"1";"50";"216";"2";"0";"2";"0"
"833007";"833007";"103";"17";"3";"733";"604";"4";"1";"599";"158";"27";"55";"6";"17";"7";"0";"98";"222";"9";"0";"0";"0"
"835001";"835001";"98";"17";"3";"2460";"2027";"10";"2";"2015";"727";"126";"174";"26";"60";"46";"0";"219";"623";"14";"0";"0";"0"
"835002";"835002";"98";"17";"3";"2373";"1935";"16";"2";"1917";"900";"74";"131";"15";"65";"26";"7";"263";"398";"36";"2";"0";"0"
"835003";"835003";"98";"17";"3";"1151";"1008";"4";"1";"1003";"209";"69";"157";"2";"42";"11";"2";"156";"335";"20";"0";"0";"0"
"835004";"835004";"98";"17";"3";"1035";"852";"6";"0";"846";"213";"42";"101";"9";"36";"15";"0";"137";"277";"16";"0";"0";"0"
"835006";"835006";"98";"17";"3";"597";"518";"7";"1";"510";"114";"48";"69";"5";"17";"17";"1";"87";"149";"3";"0";"0";"0"
"835007";"835007";"98";"17";"3";"522";"455";"3";"2";"450";"136";"29";"40";"2";"19";"7";"0";"77";"134";"6";"0";"0";"0"
"837001";"837001";"102";"17";"3";"268";"237";"4";"0";"233";"66";"13";"35";"2";"10";"0";"0";"34";"69";"4";"0";"0";"0"
"837002";"837002";"102";"17";"3";"800";"682";"3";"0";"679";"284";"43";"52";"9";"28";"7";"1";"77";"162";"15";"0";"1";"0"
"837003";"837003";"102";"17";"3";"1189";"984";"5";"2";"977";"353";"55";"90";"8";"26";"7";"2";"134";"286";"16";"0";"0";"0"
"837004";"837004";"102";"17";"3";"389";"321";"3";"0";"318";"110";"21";"27";"3";"9";"2";"0";"58";"83";"5";"0";"0";"0"
"837005";"837005";"102";"17";"3";"1595";"1368";"4";"4";"1360";"479";"105";"106";"8";"54";"14";"1";"187";"382";"23";"1";"0";"0"
"837006";"837006";"102";"17";"3";"290";"253";"1";"0";"252";"75";"13";"25";"5";"15";"1";"0";"60";"55";"3";"0";"0";"0"
"837007";"837007";"102";"17";"3";"453";"400";"1";"0";"399";"143";"33";"40";"5";"13";"10";"1";"54";"93";"7";"0";"0";"0"
"837008";"837008";"102";"17";"3";"1898";"1660";"6";"1";"1653";"653";"93";"170";"17";"50";"31";"5";"163";"451";"20";"0";"0";"0"
"839001";"839001";"97";"17";"3";"2609";"2139";"8";"5";"2126";"550";"136";"299";"57";"54";"75";"4";"223";"705";"21";"0";"0";"2"
"839002";"839002";"97";"17";"3";"857";"745";"10";"1";"734";"170";"72";"95";"11";"20";"18";"2";"72";"259";"15";"0";"0";"0"
"839004";"839004";"97";"17";"3";"569";"481";"1";"0";"480";"99";"20";"62";"13";"13";"15";"0";"76";"177";"5";"0";"0";"0"
"839005";"839005";"97";"17";"3";"669";"546";"2";"3";"541";"119";"34";"81";"27";"17";"15";"0";"60";"183";"5";"0";"0";"0"
"839006";"839006";"97";"17";"3";"413";"349";"4";"0";"345";"89";"32";"25";"15";"16";"9";"0";"55";"87";"16";"0";"0";"1"
"839007";"839007";"97";"17";"3";"849";"737";"3";"0";"734";"195";"33";"129";"12";"16";"19";"1";"94";"221";"14";"0";"0";"0"
"839008";"839008";"97";"17";"3";"903";"747";"2";"2";"743";"182";"42";"72";"7";"23";"23";"0";"110";"273";"9";"0";"2";"0"
"841001";"841001";"95";"17";"3";"7603";"5893";"26";"11";"5856";"2003";"369";"684";"46";"160";"54";"7";"844";"1581";"106";"0";"1";"1"
"841002";"841002";"95";"17";"3";"147";"125";"1";"0";"124";"31";"10";"11";"1";"5";"0";"3";"27";"32";"4";"0";"0";"0"
"841003";"841003";"95";"17";"3";"1544";"1294";"5";"2";"1287";"377";"67";"148";"16";"32";"14";"2";"207";"403";"21";"0";"0";"0"
"843001";"843001";"102";"17";"3";"871";"734";"3";"1";"730";"253";"61";"75";"4";"30";"7";"1";"80";"203";"16";"0";"0";"0"
"843002";"843002";"102";"17";"3";"476";"403";"2";"0";"401";"106";"22";"27";"3";"12";"4";"0";"70";"148";"9";"0";"0";"0"
"843003";"843003";"102";"17";"3";"310";"285";"0";"2";"283";"66";"37";"23";"2";"18";"9";"1";"21";"91";"15";"0";"0";"0"
"843004";"843004";"102";"17";"3";"654";"569";"3";"0";"566";"209";"36";"43";"4";"19";"14";"1";"63";"162";"15";"0";"0";"0"
"843005";"843005";"102";"17";"3";"267";"235";"1";"1";"233";"59";"10";"24";"3";"7";"5";"0";"44";"74";"7";"0";"0";"0"
"843006";"843006";"102";"17";"3";"1433";"1225";"5";"4";"1216";"409";"75";"89";"4";"42";"15";"0";"176";"391";"13";"0";"0";"2"
"843007";"843007";"102";"17";"3";"2652";"2392";"15";"5";"2372";"622";"286";"232";"29";"153";"39";"9";"215";"668";"118";"1";"0";"0"
"843008";"843008";"102";"17";"3";"282";"238";"0";"0";"238";"71";"10";"12";"4";"11";"4";"0";"32";"85";"9";"0";"0";"0"
"843009";"843009";"102";"17";"3";"284";"245";"2";"0";"243";"69";"23";"22";"2";"23";"5";"2";"25";"64";"8";"0";"0";"0"
"845001";"845001";"103";"17";"3";"5442";"4671";"16";"7";"4648";"1248";"282";"550";"44";"144";"60";"9";"530";"1718";"63";"0";"0";"0"
"845002";"845002";"103";"17";"3";"1410";"1251";"5";"3";"1243";"270";"116";"160";"7";"50";"29";"2";"126";"462";"21";"0";"0";"0"
"845003";"845003";"103";"17";"3";"559";"490";"1";"0";"489";"113";"45";"25";"3";"25";"13";"2";"54";"198";"10";"1";"0";"0"
"845004";"845004";"103";"17";"3";"1270";"1073";"2";"0";"1071";"282";"81";"99";"10";"37";"18";"2";"91";"437";"14";"0";"0";"0"
"845005";"845005";"103";"17";"3";"397";"345";"2";"0";"343";"87";"20";"35";"2";"16";"6";"2";"46";"119";"10";"0";"0";"0"
"845006";"845006";"103";"17";"3";"382";"323";"4";"2";"317";"64";"30";"19";"1";"4";"8";"1";"37";"145";"8";"0";"0";"0"
"847001";"847001";"96";"17";"3";"6761";"5691";"23";"11";"5657";"1681";"362";"888";"49";"163";"119";"12";"668";"1634";"80";"0";"1";"0"
"847002";"847002";"96";"17";"3";"395";"341";"1";"0";"340";"76";"24";"34";"8";"11";"8";"1";"58";"115";"4";"0";"0";"1"
"847003";"847003";"96";"17";"3";"963";"778";"10";"3";"765";"197";"43";"90";"4";"14";"10";"2";"148";"246";"11";"0";"0";"0"
"847004";"847004";"96";"17";"3";"705";"597";"1";"2";"594";"158";"46";"65";"3";"24";"19";"1";"70";"199";"9";"0";"0";"0"
"847005";"847005";"96";"17";"3";"437";"357";"1";"0";"356";"88";"20";"46";"2";"11";"10";"3";"52";"107";"17";"0";"0";"0"
"847006";"847006";"96";"17";"3";"676";"554";"2";"0";"552";"156";"41";"66";"4";"15";"9";"3";"86";"165";"7";"0";"0";"0"
"847007";"847007";"96";"17";"3";"461";"402";"0";"0";"402";"87";"19";"60";"1";"13";"12";"0";"65";"135";"8";"0";"2";"0"
"847008";"847008";"96";"17";"3";"652";"546";"2";"0";"544";"151";"38";"48";"1";"14";"13";"1";"90";"176";"12";"0";"0";"0"
"847009";"847009";"96";"17";"3";"614";"507";"4";"0";"503";"136";"15";"71";"4";"7";"19";"0";"74";"169";"7";"0";"1";"0"
"847010";"847010";"96";"17";"3";"1441";"1164";"13";"0";"1151";"283";"57";"118";"8";"15";"91";"0";"150";"415";"14";"0";"0";"0"
"847011";"847011";"96";"17";"3";"423";"363";"1";"1";"361";"98";"11";"53";"2";"11";"12";"0";"50";"121";"3";"0";"0";"0"
"849001";"849001";"99";"17";"3";"3902";"3379";"4";"1";"3374";"988";"244";"394";"25";"112";"95";"4";"370";"1110";"32";"0";"0";"0"
"849002";"849002";"99";"17";"3";"1481";"1311";"9";"0";"1302";"457";"73";"119";"13";"43";"19";"1";"183";"370";"24";"0";"0";"0"
"849003";"849003";"99";"17";"3";"1070";"967";"3";"2";"962";"366";"52";"101";"5";"20";"13";"0";"96";"298";"11";"0";"0";"0"
"849004";"849004";"99";"17";"3";"1016";"884";"4";"3";"877";"281";"49";"82";"5";"21";"70";"2";"86";"269";"12";"0";"0";"0"
"849005";"849005";"99";"17";"3";"894";"806";"7";"0";"799";"221";"66";"69";"8";"17";"18";"0";"71";"314";"14";"0";"1";"0"
"851001";"851001";"99";"17";"3";"4119";"3328";"20";"7";"3301";"1171";"305";"310";"23";"200";"46";"5";"471";"624";"146";"0";"0";"0"
"851002";"851002";"99";"17";"3";"2012";"1626";"13";"7";"1606";"611";"151";"133";"15";"118";"22";"4";"199";"302";"50";"0";"1";"0"
"851003";"851003";"99";"17";"3";"4273";"3521";"12";"7";"3502";"1473";"269";"300";"31";"182";"51";"7";"482";"579";"128";"0";"0";"0"
"851004";"851004";"99";"17";"3";"3722";"3152";"15";"5";"3132";"1285";"186";"289";"16";"152";"42";"7";"488";"595";"72";"0";"0";"0"
"851005";"851005";"99";"17";"3";"2325";"1731";"13";"6";"1712";"836";"93";"129";"16";"68";"15";"10";"264";"238";"43";"0";"0";"0"
"851006";"851006";"99";"17";"3";"864";"772";"5";"0";"767";"268";"57";"94";"7";"32";"15";"1";"93";"191";"9";"0";"0";"0"
"851007";"851007";"99";"17";"3";"2121";"1848";"11";"1";"1836";"606";"95";"194";"19";"54";"59";"4";"200";"578";"26";"0";"1";"0"
"851008";"851008";"99";"17";"3";"1928";"1752";"6";"6";"1740";"446";"138";"275";"13";"48";"28";"0";"193";"564";"35";"0";"0";"0"
"851009";"851009";"99";"17";"3";"1597";"1399";"4";"2";"1393";"466";"97";"129";"17";"54";"32";"3";"156";"404";"34";"1";"0";"0"
"851010";"851010";"99";"17";"3";"1296";"1086";"3";"2";"1081";"337";"79";"79";"11";"26";"50";"0";"137";"342";"19";"0";"0";"1"
"851011";"851011";"99";"17";"3";"3442";"2913";"16";"5";"2892";"883";"230";"325";"27";"125";"70";"12";"317";"834";"68";"1";"0";"0"
"851012";"851012";"99";"17";"3";"957";"828";"5";"0";"823";"254";"78";"83";"10";"44";"10";"1";"95";"228";"20";"0";"0";"0"
"851013";"851013";"100";"17";"3";"928";"807";"10";"0";"797";"226";"57";"68";"13";"33";"20";"0";"99";"270";"11";"0";"0";"0"
"851014";"851014";"100";"17";"3";"3893";"3152";"25";"7";"3120";"1204";"301";"263";"31";"217";"40";"9";"360";"513";"179";"2";"1";"0"
"851015";"851015";"100";"17";"3";"6169";"4980";"40";"9";"4931";"1360";"780";"640";"73";"358";"59";"18";"373";"1063";"205";"0";"0";"2"
"851016";"851016";"100";"17";"3";"4867";"3849";"27";"5";"3817";"811";"610";"599";"55";"261";"51";"11";"269";"982";"168";"0";"0";"0"
"851017";"851017";"100";"17";"3";"4838";"4067";"21";"10";"4036";"1372";"393";"512";"48";"251";"62";"4";"446";"830";"116";"0";"2";"0"
"851018";"851018";"100";"17";"3";"3948";"3288";"18";"8";"3262";"994";"267";"458";"31";"128";"61";"9";"430";"825";"57";"2";"0";"0"
"851019";"851019";"100";"17";"3";"4978";"4251";"12";"5";"4234";"1188";"417";"711";"30";"284";"47";"2";"392";"1022";"139";"2";"0";"0"
"851020";"851020";"100";"17";"3";"4001";"3573";"21";"2";"3550";"638";"425";"756";"27";"164";"53";"3";"260";"1151";"73";"0";"0";"0"
"851021";"851021";"100";"17";"3";"680";"618";"4";"1";"613";"175";"47";"54";"5";"43";"10";"2";"82";"160";"32";"2";"1";"0"
"851022";"851022";"100";"17";"3";"1889";"1683";"6";"1";"1676";"432";"117";"245";"12";"36";"44";"0";"177";"591";"22";"0";"0";"0"
"851023";"851023";"100";"17";"3";"1101";"961";"6";"2";"953";"305";"81";"99";"13";"42";"14";"1";"116";"260";"22";"0";"0";"0"
"851024";"851024";"100";"17";"3";"3593";"3025";"16";"2";"3007";"1013";"169";"361";"29";"112";"38";"4";"333";"898";"42";"6";"0";"2"
"851025";"851025";"100";"17";"3";"440";"377";"1";"5";"371";"126";"26";"39";"2";"10";"4";"1";"51";"102";"10";"0";"0";"0"
"851026";"851026";"101";"17";"3";"4527";"3739";"31";"6";"3702";"895";"623";"500";"59";"270";"65";"16";"252";"847";"175";"0";"0";"0"
"851027";"851027";"101";"17";"3";"7713";"6160";"37";"16";"6107";"2211";"687";"658";"80";"366";"85";"35";"670";"1109";"204";"1";"0";"1"
"851028";"851028";"101";"17";"3";"1386";"1226";"6";"1";"1219";"372";"160";"152";"11";"91";"17";"2";"111";"261";"42";"0";"0";"0"
"851029";"851029";"101";"17";"3";"6345";"5357";"15";"18";"5324";"2117";"526";"438";"53";"318";"79";"6";"662";"896";"218";"11";"0";"0"
"851030";"851030";"101";"17";"3";"3870";"3193";"13";"5";"3175";"1350";"256";"212";"44";"199";"59";"10";"413";"524";"105";"2";"0";"1"
"851031";"851031";"101";"17";"3";"5986";"5033";"20";"7";"5006";"1925";"483";"468";"61";"319";"118";"14";"558";"872";"188";"0";"0";"0"
"851032";"851032";"101";"17";"3";"2879";"2366";"11";"4";"2351";"911";"202";"206";"21";"117";"66";"7";"282";"460";"78";"1";"0";"0"
"851033";"851033";"101";"17";"3";"2926";"2641";"8";"3";"2630";"868";"192";"315";"18";"95";"24";"5";"303";"768";"42";"0";"0";"0"
"851034";"851034";"101";"17";"3";"6005";"5241";"20";"8";"5213";"1527";"464";"686";"43";"243";"132";"10";"573";"1419";"116";"0";"0";"0"
"851035";"851035";"101";"17";"3";"4844";"4250";"19";"6";"4225";"1186";"501";"542";"34";"318";"73";"5";"393";"1048";"123";"1";"1";"0"
