"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Personlige stemmer i alt";"FV2007 - A - personlige stemmer i alt";"FV2007 - B - personlige stemmer i alt";"FV2007 - C - personlige stemmer i alt";"FV2007 - F - personlige stemmer i alt";"FV2007 - K - personlige stemmer i alt";"FV2007 - O - personlige stemmer i alt";"FV2007 - V - personlige stemmer i alt";"FV2007 - Y - personlige stemmer i alt";"FV2007 - Ø - personlige stemmer i alt";"FV2007 - UP - personlige stemmer i alt";"FV2007 - A-01";"FV2007 - A-02";"FV2007 - A-03";"FV2007 - A-04";"FV2007 - A-05";"FV2007 - A-06";"FV2007 - A-07";"FV2007 - A-08";"FV2007 - A-09";"FV2007 - A-10";"FV2007 - A-11";"FV2007 - A-12";"FV2007 - A-13";"FV2007 - B-01";"FV2007 - B-02";"FV2007 - B-03";"FV2007 - B-04";"FV2007 - B-05";"FV2007 - B-06";"FV2007 - B-07";"FV2007 - B-08";"FV2007 - B-09";"FV2007 - B-10";"FV2007 - B-11";"FV2007 - B-12";"FV2007 - C-01";"FV2007 - C-02";"FV2007 - C-03";"FV2007 - C-04";"FV2007 - C-05";"FV2007 - C-06";"FV2007 - C-07";"FV2007 - C-08";"FV2007 - C-09";"FV2007 - C-10";"FV2007 - C-11";"FV2007 - C-12";"FV2007 - C-13";"FV2007 - F-01";"FV2007 - F-02";"FV2007 - F-03";"FV2007 - F-04";"FV2007 - F-05";"FV2007 - F-06";"FV2007 - F-07";"FV2007 - F-08";"FV2007 - F-09";"FV2007 - F-10";"FV2007 - F-11";"FV2007 - F-12";"FV2007 - F-13";"FV2007 - K-01";"FV2007 - K-02";"FV2007 - K-03";"FV2007 - K-04";"FV2007 - K-05";"FV2007 - K-06";"FV2007 - K-07";"FV2007 - K-08";"FV2007 - K-09";"FV2007 - K-10";"FV2007 - K-11";"FV2007 - K-12";"FV2007 - O-01";"FV2007 - O-02";"FV2007 - O-03";"FV2007 - O-04";"FV2007 - O-05";"FV2007 - O-06";"FV2007 - O-07";"FV2007 - O-08";"FV2007 - O-09";"FV2007 - O-10";"FV2007 - O-11";"FV2007 - O-12";"FV2007 - O-13";"FV2007 - V-01";"FV2007 - V-02";"FV2007 - V-03";"FV2007 - V-04";"FV2007 - V-05";"FV2007 - V-06";"FV2007 - V-07";"FV2007 - V-08";"FV2007 - V-09";"FV2007 - V-10";"FV2007 - V-11";"FV2007 - V-12";"FV2007 - V-13";"FV2007 - Y-01";"FV2007 - Y-02";"FV2007 - Y-03";"FV2007 - Y-04";"FV2007 - Y-05";"FV2007 - Y-06";"FV2007 - Y-07";"FV2007 - Y-08";"FV2007 - Y-09";"FV2007 - Y-10";"FV2007 - Y-11";"FV2007 - Y-12";"FV2007 - Y-13";"FV2007 - Y-14";"FV2007 - Y-15";"FV2007 - Y-16";"FV2007 - Y-17";"FV2007 - Y-18";"FV2007 - Ø-01";"FV2007 - Ø-02";"FV2007 - Ø-03";"FV2007 - Ø-04";"FV2007 - Ø-05";"FV2007 - Ø-06";"FV2007 - Ø-07";"FV2007 - Ø-08";"FV2007 - Ø-09";"FV2007 - Ø-10";"FV2007 - Ø-11";"FV2007 - Ø-12";"FV2007 - UP-01";"FV2007 - UP-02";"FV2007 - UP-03";"FV2007 - UP-04";"FV2007 - UP-05"
"751043";"751043";"64";"8";"3";"2871";"1022";"258";"279";"401";"35";"167";"447";"152";"108";"2";"122";"607";"69";"73";"3";"3";"16";"48";"47";"27";"7";"-";"-";"14";"4";"18";"6";"41";"0";"6";"0";"54";"2";"113";"-";"15";"54";"4";"2";"176";"5";"4";"12";"1";"6";"-";"-";"-";"153";"43";"90";"73";"16";"6";"5";"7";"3";"1";"4";"-";"-";"1";"12";"4";"3";"0";"5";"5";"1";"3";"1";"0";"-";"13";"8";"13";"2";"3";"1";"1";"116";"3";"0";"7";"-";"-";"24";"9";"23";"146";"33";"48";"66";"8";"49";"0";"41";"-";"-";"2";"4";"1";"1";"0";"4";"2";"2";"131";"1";"4";"-";"-";"-";"-";"-";"-";"-";"31";"30";"15";"12";"1";"3";"4";"1";"2";"2";"7";"-";"2";"-";"-";"-";"-"
"751044";"751044";"64";"8";"3";"347";"104";"13";"30";"48";"4";"32";"80";"22";"14";"0";"5";"67";"6";"6";"1";"0";"4";"8";"6";"1";"0";"-";"-";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"10";"-";"2";"4";"0";"0";"22";"0";"0";"1";"1";"0";"-";"-";"-";"30";"5";"3";"7";"1";"0";"0";"1";"0";"1";"0";"-";"-";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"-";"3";"1";"2";"1";"2";"1";"0";"19";"0";"3";"0";"-";"-";"6";"6";"5";"21";"6";"4";"11";"1";"7";"1";"12";"-";"-";"1";"0";"0";"0";"0";"0";"0";"1";"19";"0";"1";"-";"-";"-";"-";"-";"-";"-";"4";"8";"0";"0";"0";"0";"0";"1";"1";"0";"0";"-";"0";"-";"-";"-";"-"
"751045";"751045";"65";"8";"3";"3015";"747";"226";"430";"260";"19";"149";"948";"180";"56";"0";"29";"464";"61";"60";"0";"2";"2";"44";"70";"9";"6";"-";"-";"20";"4";"13";"2";"12";"1";"8";"0";"34";"2";"130";"-";"11";"108";"3";"3";"287";"5";"2";"6";"3";"2";"-";"-";"-";"158";"35";"32";"22";"6";"2";"5";"0";"0";"0";"0";"-";"-";"2";"5";"3";"0";"0";"3";"3";"0";"1";"2";"0";"-";"3";"3";"3";"3";"0";"17";"0";"110";"3";"1";"6";"-";"-";"53";"32";"45";"352";"159";"92";"57";"1";"42";"1";"114";"-";"-";"1";"11";"0";"0";"0";"0";"3";"0";"158";"0";"7";"-";"-";"-";"-";"-";"-";"-";"36";"7";"4";"4";"0";"1";"1";"2";"1";"0";"0";"-";"0";"-";"-";"-";"-"
"751047";"751047";"64";"8";"3";"2771";"969";"121";"403";"251";"19";"245";"644";"91";"28";"0";"92";"551";"80";"84";"1";"4";"12";"54";"67";"17";"7";"-";"-";"4";"4";"11";"0";"1";"1";"8";"0";"49";"0";"43";"-";"14";"115";"7";"0";"251";"2";"4";"4";"5";"1";"-";"-";"-";"135";"20";"29";"34";"15";"4";"7";"3";"1";"0";"3";"-";"-";"1";"3";"5";"1";"0";"6";"0";"0";"0";"0";"3";"-";"19";"12";"10";"4";"0";"2";"2";"179";"4";"1";"12";"-";"-";"40";"38";"48";"202";"51";"51";"54";"4";"85";"7";"64";"-";"-";"2";"3";"1";"0";"0";"1";"1";"1";"80";"1";"1";"-";"-";"-";"-";"-";"-";"-";"7";"13";"0";"2";"1";"2";"1";"0";"2";"0";"0";"-";"0";"-";"-";"-";"-"
"751048";"751048";"65";"8";"3";"922";"316";"108";"61";"129";"2";"64";"153";"30";"59";"0";"10";"216";"22";"27";"0";"1";"5";"17";"13";"4";"1";"-";"-";"0";"1";"1";"0";"2";"0";"1";"0";"81";"0";"22";"-";"1";"21";"0";"0";"31";"0";"2";"1";"5";"0";"-";"-";"-";"79";"15";"12";"8";"5";"1";"3";"2";"1";"1";"2";"-";"-";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-";"6";"4";"1";"0";"1";"9";"0";"40";"1";"0";"2";"-";"-";"12";"11";"6";"60";"15";"12";"10";"2";"3";"1";"21";"-";"-";"0";"1";"0";"0";"0";"0";"1";"0";"26";"0";"2";"-";"-";"-";"-";"-";"-";"-";"6";"44";"5";"1";"0";"1";"0";"1";"0";"1";"0";"-";"0";"-";"-";"-";"-"
"751049";"751049";"65";"8";"3";"1569";"431";"88";"266";"114";"3";"153";"428";"71";"15";"0";"29";"256";"40";"35";"1";"6";"2";"23";"31";"4";"4";"-";"-";"4";"1";"4";"1";"3";"0";"1";"1";"44";"0";"29";"-";"6";"100";"2";"3";"144";"2";"2";"4";"3";"0";"-";"-";"-";"77";"15";"8";"7";"5";"0";"0";"1";"1";"0";"0";"-";"-";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-";"13";"2";"3";"2";"4";"15";"1";"112";"0";"0";"1";"-";"-";"35";"14";"20";"126";"90";"23";"34";"2";"23";"0";"61";"-";"-";"0";"4";"1";"0";"0";"0";"5";"1";"59";"0";"1";"-";"-";"-";"-";"-";"-";"-";"7";"1";"3";"2";"0";"2";"0";"0";"0";"0";"0";"-";"0";"-";"-";"-";"-"
"751050";"751050";"65";"8";"3";"1435";"375";"47";"275";"82";"3";"121";"460";"51";"21";"0";"10";"227";"51";"25";"1";"0";"5";"22";"26";"4";"4";"-";"-";"1";"2";"1";"1";"2";"0";"0";"0";"17";"1";"22";"-";"5";"76";"2";"7";"171";"2";"0";"7";"5";"0";"-";"-";"-";"48";"14";"6";"5";"2";"3";"2";"1";"0";"0";"1";"-";"-";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-";"4";"1";"5";"5";"1";"11";"0";"92";"0";"0";"2";"-";"-";"33";"15";"23";"172";"71";"42";"24";"9";"18";"0";"53";"-";"-";"0";"3";"1";"1";"0";"0";"0";"0";"43";"1";"2";"-";"-";"-";"-";"-";"-";"-";"8";"4";"4";"2";"0";"0";"0";"2";"0";"1";"0";"-";"0";"-";"-";"-";"-"
"751051";"751051";"65";"8";"3";"1942";"590";"100";"238";"180";"10";"169";"535";"93";"26";"1";"13";"369";"46";"48";"0";"9";"19";"30";"29";"13";"14";"-";"-";"4";"0";"5";"2";"4";"0";"2";"0";"34";"1";"48";"-";"4";"52";"5";"4";"165";"1";"1";"2";"2";"2";"-";"-";"-";"107";"15";"15";"13";"20";"2";"3";"3";"1";"1";"0";"-";"-";"1";"1";"0";"0";"0";"3";"1";"0";"0";"4";"0";"-";"6";"8";"8";"2";"3";"15";"1";"120";"0";"1";"5";"-";"-";"38";"34";"36";"164";"103";"37";"31";"1";"23";"0";"68";"-";"-";"1";"5";"0";"0";"0";"2";"1";"0";"80";"0";"4";"-";"-";"-";"-";"-";"-";"-";"10";"4";"5";"2";"0";"3";"0";"0";"2";"0";"0";"-";"1";"-";"-";"-";"-"
"751053";"751053";"64";"8";"3";"755";"330";"24";"51";"67";"4";"81";"162";"20";"15";"1";"44";"183";"20";"20";"0";"2";"6";"25";"20";"4";"6";"-";"-";"2";"1";"6";"0";"3";"0";"0";"0";"7";"0";"5";"-";"4";"10";"0";"1";"35";"0";"1";"0";"0";"0";"-";"-";"-";"37";"6";"8";"14";"0";"1";"0";"0";"0";"0";"1";"-";"-";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"-";"15";"3";"3";"2";"2";"2";"0";"52";"0";"0";"2";"-";"-";"17";"6";"26";"52";"3";"19";"10";"0";"18";"0";"11";"-";"-";"0";"2";"1";"0";"0";"0";"0";"1";"15";"0";"1";"-";"-";"-";"-";"-";"-";"-";"1";"6";"4";"0";"0";"1";"0";"1";"0";"1";"1";"-";"1";"-";"-";"-";"-"
"751055";"751055";"64";"8";"3";"274";"89";"9";"29";"26";"0";"28";"76";"10";"5";"2";"4";"54";"6";"8";"1";"0";"0";"5";"8";"1";"2";"-";"-";"0";"0";"1";"0";"1";"0";"0";"0";"2";"0";"5";"-";"1";"7";"0";"0";"17";"0";"0";"2";"0";"2";"-";"-";"-";"18";"2";"1";"3";"1";"0";"0";"1";"0";"0";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"4";"1";"0";"2";"0";"0";"0";"20";"0";"0";"1";"-";"-";"13";"3";"11";"23";"1";"11";"3";"0";"0";"1";"10";"-";"-";"0";"2";"0";"0";"0";"0";"0";"0";"6";"2";"0";"-";"-";"-";"-";"-";"-";"-";"0";"2";"0";"2";"0";"0";"1";"0";"0";"0";"0";"-";"2";"-";"-";"-";"-"
"751056";"751056";"64";"8";"3";"557";"175";"16";"46";"33";"1";"48";"221";"11";"5";"1";"11";"105";"9";"9";"0";"3";"2";"16";"17";"1";"2";"-";"-";"1";"0";"2";"1";"0";"0";"0";"0";"10";"0";"2";"-";"0";"12";"0";"1";"28";"0";"1";"1";"1";"2";"-";"-";"-";"15";"2";"0";"8";"3";"0";"3";"1";"0";"0";"1";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"-";"7";"5";"1";"1";"1";"0";"0";"32";"1";"0";"0";"-";"-";"19";"13";"25";"43";"8";"13";"11";"0";"48";"1";"40";"-";"-";"0";"1";"0";"0";"0";"0";"0";"0";"10";"0";"0";"-";"-";"-";"-";"-";"-";"-";"0";"3";"1";"0";"0";"0";"0";"1";"0";"0";"0";"-";"1";"-";"-";"-";"-"
"751061";"751061";"65";"8";"3";"2512";"977";"201";"228";"322";"46";"150";"366";"116";"106";"0";"78";"627";"60";"83";"3";"5";"10";"37";"46";"22";"6";"-";"-";"8";"6";"12";"7";"27";"1";"6";"0";"18";"3";"113";"-";"10";"37";"3";"2";"152";"5";"1";"13";"2";"3";"-";"-";"-";"164";"40";"51";"33";"15";"2";"7";"6";"2";"1";"1";"-";"-";"1";"10";"6";"1";"0";"23";"3";"2";"0";"0";"0";"-";"15";"4";"10";"2";"3";"14";"1";"96";"2";"1";"2";"-";"-";"11";"17";"22";"111";"38";"49";"37";"3";"26";"0";"52";"-";"-";"0";"7";"2";"0";"0";"1";"5";"3";"92";"2";"4";"-";"-";"-";"-";"-";"-";"-";"42";"22";"14";"8";"1";"7";"2";"3";"1";"2";"4";"-";"0";"-";"-";"-";"-"
"751062";"751062";"63";"8";"3";"867";"460";"28";"43";"70";"7";"110";"103";"21";"25";"0";"113";"153";"112";"17";"2";"1";"4";"20";"36";"0";"2";"-";"-";"0";"5";"1";"0";"3";"0";"2";"0";"6";"1";"10";"-";"1";"10";"0";"0";"31";"0";"0";"0";"0";"1";"-";"-";"-";"25";"26";"7";"2";"2";"3";"2";"1";"1";"1";"0";"-";"-";"0";"4";"1";"0";"0";"1";"0";"0";"1";"0";"0";"-";"7";"4";"14";"0";"1";"3";"1";"69";"3";"0";"8";"-";"-";"10";"7";"3";"26";"5";"16";"5";"0";"10";"0";"21";"-";"-";"2";"6";"0";"0";"0";"1";"0";"0";"11";"0";"1";"-";"-";"-";"-";"-";"-";"-";"10";"2";"4";"5";"1";"1";"0";"0";"0";"0";"2";"-";"0";"-";"-";"-";"-"
"751063";"751063";"64";"8";"3";"2977";"1276";"185";"187";"437";"44";"234";"366";"128";"117";"3";"241";"659";"130";"64";"2";"8";"15";"47";"77";"20";"13";"-";"-";"5";"16";"12";"12";"35";"3";"5";"1";"32";"3";"61";"-";"8";"32";"3";"6";"116";"3";"1";"9";"1";"8";"-";"-";"-";"196";"46";"62";"92";"10";"6";"9";"11";"2";"1";"2";"-";"-";"1";"13";"9";"3";"0";"8";"5";"0";"2";"1";"2";"-";"24";"14";"17";"6";"3";"1";"1";"156";"0";"0";"12";"-";"-";"30";"15";"17";"108";"27";"43";"35";"2";"43";"2";"44";"-";"-";"0";"11";"1";"1";"0";"1";"0";"17";"94";"1";"2";"-";"-";"-";"-";"-";"-";"-";"23";"34";"19";"17";"0";"8";"5";"0";"2";"4";"5";"-";"3";"-";"-";"-";"-"
"751064";"751064";"63";"8";"3";"1738";"737";"74";"110";"277";"29";"143";"232";"76";"60";"0";"35";"372";"203";"38";"1";"2";"4";"30";"41";"6";"5";"-";"-";"8";"4";"6";"1";"9";"0";"3";"0";"15";"0";"28";"-";"6";"20";"1";"1";"69";"3";"0";"6";"0";"4";"-";"-";"-";"164";"54";"24";"17";"8";"2";"6";"0";"1";"1";"0";"-";"-";"2";"9";"1";"11";"0";"3";"0";"1";"2";"0";"0";"-";"5";"4";"24";"4";"3";"0";"0";"97";"0";"1";"5";"-";"-";"13";"7";"9";"74";"7";"68";"13";"1";"19";"2";"19";"-";"-";"2";"5";"1";"0";"0";"1";"2";"1";"59";"1";"4";"-";"-";"-";"-";"-";"-";"-";"10";"11";"24";"5";"0";"2";"1";"2";"0";"5";"0";"-";"0";"-";"-";"-";"-"
"751065";"751065";"65";"8";"3";"2242";"733";"191";"291";"269";"16";"126";"481";"96";"39";"0";"38";"479";"57";"70";"0";"8";"5";"26";"38";"7";"5";"-";"-";"9";"0";"7";"4";"6";"0";"6";"0";"17";"2";"140";"-";"9";"64";"5";"6";"198";"2";"3";"1";"0";"3";"-";"-";"-";"148";"52";"33";"15";"9";"3";"6";"0";"1";"2";"0";"-";"-";"1";"6";"1";"0";"0";"7";"1";"0";"0";"0";"0";"-";"8";"1";"7";"1";"1";"6";"0";"93";"0";"2";"7";"-";"-";"36";"20";"30";"165";"69";"38";"24";"3";"32";"2";"62";"-";"-";"0";"4";"0";"1";"1";"0";"0";"0";"87";"1";"2";"-";"-";"-";"-";"-";"-";"-";"19";"5";"10";"2";"0";"1";"0";"1";"1";"0";"0";"-";"0";"-";"-";"-";"-"
"751066";"751066";"62";"8";"3";"1806";"333";"96";"337";"124";"9";"133";"647";"101";"25";"1";"10";"172";"23";"30";"1";"2";"4";"19";"69";"2";"1";"-";"-";"1";"2";"3";"3";"8";"0";"18";"0";"13";"0";"48";"-";"7";"96";"7";"4";"211";"2";"4";"2";"2";"2";"-";"-";"-";"70";"11";"27";"8";"2";"1";"3";"2";"0";"0";"0";"-";"-";"0";"7";"0";"0";"0";"1";"1";"0";"0";"0";"0";"-";"2";"2";"10";"0";"1";"4";"0";"100";"1";"0";"13";"-";"-";"44";"13";"17";"248";"34";"52";"42";"4";"16";"0";"177";"-";"-";"0";"6";"1";"0";"0";"0";"0";"0";"91";"1";"2";"-";"-";"-";"-";"-";"-";"-";"7";"5";"3";"3";"2";"3";"0";"0";"0";"2";"0";"-";"1";"-";"-";"-";"-"
"751067";"751067";"64";"8";"3";"1200";"452";"116";"95";"134";"16";"75";"202";"63";"47";"0";"33";"263";"45";"32";"1";"3";"11";"16";"28";"14";"6";"-";"-";"5";"5";"8";"4";"15";"1";"3";"0";"18";"0";"57";"-";"6";"15";"0";"0";"65";"1";"1";"3";"1";"3";"-";"-";"-";"68";"8";"26";"22";"4";"1";"3";"1";"0";"1";"0";"-";"-";"0";"7";"2";"4";"0";"2";"0";"0";"0";"0";"1";"-";"12";"2";"6";"0";"0";"0";"0";"53";"0";"1";"1";"-";"-";"10";"7";"10";"68";"9";"19";"27";"7";"23";"2";"20";"-";"-";"1";"5";"4";"1";"0";"0";"0";"1";"49";"1";"1";"-";"-";"-";"-";"-";"-";"-";"9";"14";"10";"5";"0";"3";"3";"0";"0";"1";"2";"-";"0";"-";"-";"-";"-"
"751068";"751068";"64";"8";"3";"1133";"587";"55";"20";"187";"15";"123";"95";"14";"35";"2";"87";"339";"42";"32";"1";"1";"14";"22";"40";"8";"1";"-";"-";"1";"4";"3";"4";"7";"0";"3";"0";"13";"0";"20";"-";"0";"10";"0";"2";"8";"0";"0";"0";"0";"0";"-";"-";"-";"85";"26";"16";"38";"7";"2";"9";"3";"0";"1";"0";"-";"-";"0";"0";"4";"2";"0";"8";"1";"0";"0";"0";"0";"-";"16";"6";"9";"3";"3";"0";"1";"79";"1";"0";"5";"-";"-";"7";"7";"5";"37";"4";"13";"3";"0";"8";"0";"11";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"1";"-";"-";"-";"-";"-";"-";"-";"13";"11";"6";"3";"0";"2";"0";"0";"0";"0";"0";"-";"2";"-";"-";"-";"-"
"756001";"756001";"79";"9";"3";"718";"121";"9";"44";"39";"30";"111";"350";"12";"1";"1";"93";"1";"1";"5";"15";"4";"0";"0";"0";"2";"0";"-";"-";"0";"1";"5";"2";"1";"-";"-";"-";"-";"-";"-";"-";"2";"3";"3";"2";"0";"0";"21";"10";"1";"0";"2";"-";"-";"6";"15";"2";"1";"0";"7";"1";"0";"1";"6";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"5";"20";"7";"62";"5";"11";"0";"1";"-";"-";"-";"-";"-";"1";"0";"33";"79";"6";"2";"5";"1";"3";"216";"4";"-";"-";"2";"1";"1";"6";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"1";"0";"-";"-";"-";"1";"-";"-";"-";"-"
"756002";"756002";"79";"9";"3";"180";"29";"0";"6";"11";"15";"17";"102";"0";"0";"0";"22";"1";"0";"1";"3";"0";"1";"0";"1";"0";"0";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"3";"3";"0";"0";"0";"-";"-";"2";"3";"1";"0";"0";"1";"0";"0";"1";"3";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"4";"0";"10";"0";"3";"0";"0";"-";"-";"-";"-";"-";"1";"0";"5";"7";"8";"2";"0";"0";"0";"76";"3";"-";"-";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"-";"-";"-";"-"
"756003";"756003";"79";"9";"3";"676";"103";"11";"42";"66";"10";"128";"296";"8";"12";"0";"78";"1";"4";"5";"5";"1";"4";"2";"1";"1";"1";"-";"-";"2";"2";"1";"4";"2";"-";"-";"-";"-";"-";"-";"-";"6";"1";"3";"0";"1";"1";"23";"5";"1";"0";"1";"-";"-";"6";"25";"7";"0";"2";"14";"0";"0";"1";"10";"1";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"2";"19";"7";"65";"6";"26";"1";"2";"-";"-";"-";"-";"-";"5";"1";"40";"33";"2";"3";"10";"0";"2";"196";"4";"-";"-";"1";"1";"0";"3";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"0";"0";"0";"0";"1";"0";"7";"0";"-";"-";"-";"0";"-";"-";"-";"-"
"756004";"756004";"79";"9";"3";"150";"41";"1";"8";"8";"4";"18";"66";"2";"2";"0";"33";"1";"1";"2";"0";"0";"0";"4";"0";"0";"0";"-";"-";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"0";"0";"2";"0";"0";"0";"2";"3";"1";"0";"0";"-";"-";"0";"3";"1";"0";"0";"1";"0";"1";"0";"2";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"4";"8";"1";"3";"0";"1";"-";"-";"-";"-";"-";"3";"0";"9";"6";"0";"0";"0";"0";"1";"46";"1";"-";"-";"1";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"0";"1";"0";"-";"-";"-";"0";"-";"-";"-";"-"
"756005";"756005";"79";"9";"3";"250";"43";"6";"9";"14";"26";"34";"110";"7";"0";"1";"32";"0";"2";"5";"0";"1";"1";"1";"0";"0";"1";"-";"-";"2";"4";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"0";"1";"6";"0";"0";"0";"0";"-";"-";"2";"6";"0";"0";"1";"2";"0";"0";"0";"3";"0";"-";"-";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"25";"3";"3";"4";"16";"2";"4";"2";"0";"-";"-";"-";"-";"-";"1";"1";"11";"9";"2";"0";"4";"0";"0";"81";"1";"-";"-";"0";"0";"0";"5";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"-";"-";"-";"-"
"756006";"756006";"79";"9";"3";"177";"39";"4";"16";"8";"7";"28";"71";"4";"0";"0";"21";"1";"0";"3";"9";"1";"0";"3";"0";"1";"0";"-";"-";"0";"0";"0";"4";"0";"-";"-";"-";"-";"-";"-";"-";"0";"1";"0";"2";"0";"1";"6";"4";"1";"0";"1";"-";"-";"0";"2";"2";"0";"0";"1";"2";"0";"0";"1";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"6";"1";"18";"2";"3";"0";"2";"1";"1";"-";"-";"-";"-";"-";"1";"0";"5";"24";"0";"1";"3";"1";"1";"32";"3";"-";"-";"0";"0";"0";"4";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"-";"-";"-";"-"
"756007";"756007";"79";"9";"3";"2298";"337";"54";"98";"128";"245";"227";"1183";"15";"9";"2";"198";"15";"3";"12";"70";"7";"9";"12";"0";"10";"1";"-";"-";"7";"3";"10";"32";"2";"-";"-";"-";"-";"-";"-";"-";"5";"8";"17";"0";"0";"0";"20";"46";"2";"0";"0";"-";"-";"11";"41";"5";"6";"1";"16";"0";"0";"2";"46";"0";"-";"-";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"243";"13";"76";"10";"79";"7";"31";"5";"6";"-";"-";"-";"-";"-";"10";"2";"87";"627";"10";"6";"25";"0";"1";"399";"16";"-";"-";"3";"1";"3";"7";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"2";"0";"1";"0";"0";"0";"4";"0";"-";"-";"-";"2";"-";"-";"-";"-"
"756008";"756008";"79";"9";"3";"344";"31";"2";"11";"16";"68";"45";"168";"2";"1";"0";"10";"0";"0";"5";"6";"3";"1";"5";"0";"1";"0";"-";"-";"1";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"1";"2";"3";"2";"0";"0";"1";"1";"0";"0";"1";"-";"-";"3";"2";"1";"0";"0";"6";"0";"0";"0";"3";"1";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"68";"4";"15";"7";"14";"0";"5";"0";"0";"-";"-";"-";"-";"-";"1";"0";"13";"75";"6";"2";"0";"1";"0";"68";"2";"-";"-";"0";"0";"0";"1";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"0";"-";"-";"-";"-"
"756009";"756009";"79";"9";"3";"177";"19";"6";"12";"7";"15";"15";"100";"3";"0";"0";"10";"0";"0";"1";"4";"0";"0";"4";"0";"0";"0";"-";"-";"0";"0";"0";"6";"0";"-";"-";"-";"-";"-";"-";"-";"0";"1";"4";"0";"0";"1";"1";"5";"0";"0";"0";"-";"-";"0";"4";"0";"0";"0";"2";"0";"0";"0";"1";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"2";"7";"2";"1";"0";"1";"1";"1";"-";"-";"-";"-";"-";"0";"0";"10";"52";"1";"0";"3";"0";"0";"34";"0";"-";"-";"1";"0";"0";"1";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"-";"-";"-";"-"
"756010";"756010";"79";"9";"3";"128";"12";"2";"8";"6";"17";"9";"73";"1";"0";"0";"10";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"-";"-";"0";"0";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"1";"1";"0";"0";"0";"0";"2";"4";"0";"0";"0";"-";"-";"0";"4";"0";"0";"0";"0";"0";"0";"1";"1";"0";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"3";"3";"0";"2";"0";"1";"0";"0";"-";"-";"-";"-";"-";"0";"0";"4";"45";"0";"1";"6";"0";"0";"17";"0";"-";"-";"0";"0";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"-";"-";"-";"-"
