"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Personlige stemmer i alt";"FV2007 - A - personlige stemmer i alt";"FV2007 - B - personlige stemmer i alt";"FV2007 - C - personlige stemmer i alt";"FV2007 - F - personlige stemmer i alt";"FV2007 - K - personlige stemmer i alt";"FV2007 - O - personlige stemmer i alt";"FV2007 - V - personlige stemmer i alt";"FV2007 - Y - personlige stemmer i alt";"FV2007 - Ø - personlige stemmer i alt";"FV2007 - UP - personlige stemmer i alt";"FV2007 - A-01";"FV2007 - A-02";"FV2007 - A-03";"FV2007 - A-04";"FV2007 - A-05";"FV2007 - A-06";"FV2007 - A-07";"FV2007 - A-08";"FV2007 - A-09";"FV2007 - A-10";"FV2007 - A-11";"FV2007 - A-12";"FV2007 - A-13";"FV2007 - B-01";"FV2007 - B-02";"FV2007 - B-03";"FV2007 - B-04";"FV2007 - B-05";"FV2007 - B-06";"FV2007 - B-07";"FV2007 - B-08";"FV2007 - B-09";"FV2007 - B-10";"FV2007 - B-11";"FV2007 - B-12";"FV2007 - C-01";"FV2007 - C-02";"FV2007 - C-03";"FV2007 - C-04";"FV2007 - C-05";"FV2007 - C-06";"FV2007 - C-07";"FV2007 - C-08";"FV2007 - C-09";"FV2007 - C-10";"FV2007 - C-11";"FV2007 - C-12";"FV2007 - C-13";"FV2007 - F-01";"FV2007 - F-02";"FV2007 - F-03";"FV2007 - F-04";"FV2007 - F-05";"FV2007 - F-06";"FV2007 - F-07";"FV2007 - F-08";"FV2007 - F-09";"FV2007 - F-10";"FV2007 - F-11";"FV2007 - F-12";"FV2007 - F-13";"FV2007 - K-01";"FV2007 - K-02";"FV2007 - K-03";"FV2007 - K-04";"FV2007 - K-05";"FV2007 - K-06";"FV2007 - K-07";"FV2007 - K-08";"FV2007 - K-09";"FV2007 - K-10";"FV2007 - K-11";"FV2007 - K-12";"FV2007 - O-01";"FV2007 - O-02";"FV2007 - O-03";"FV2007 - O-04";"FV2007 - O-05";"FV2007 - O-06";"FV2007 - O-07";"FV2007 - O-08";"FV2007 - O-09";"FV2007 - O-10";"FV2007 - O-11";"FV2007 - O-12";"FV2007 - O-13";"FV2007 - V-01";"FV2007 - V-02";"FV2007 - V-03";"FV2007 - V-04";"FV2007 - V-05";"FV2007 - V-06";"FV2007 - V-07";"FV2007 - V-08";"FV2007 - V-09";"FV2007 - V-10";"FV2007 - V-11";"FV2007 - V-12";"FV2007 - V-13";"FV2007 - Y-01";"FV2007 - Y-02";"FV2007 - Y-03";"FV2007 - Y-04";"FV2007 - Y-05";"FV2007 - Y-06";"FV2007 - Y-07";"FV2007 - Y-08";"FV2007 - Y-09";"FV2007 - Y-10";"FV2007 - Y-11";"FV2007 - Y-12";"FV2007 - Y-13";"FV2007 - Y-14";"FV2007 - Y-15";"FV2007 - Y-16";"FV2007 - Y-17";"FV2007 - Y-18";"FV2007 - Ø-01";"FV2007 - Ø-02";"FV2007 - Ø-03";"FV2007 - Ø-04";"FV2007 - Ø-05";"FV2007 - Ø-06";"FV2007 - Ø-07";"FV2007 - Ø-08";"FV2007 - Ø-09";"FV2007 - Ø-10";"FV2007 - Ø-11";"FV2007 - Ø-12";"FV2007 - UP-01";"FV2007 - UP-02";"FV2007 - UP-03";"FV2007 - UP-04";"FV2007 - UP-05"
"306004";"306004";"38";"5";"2";"1218";"185";"43";"81";"156";"3";"283";"423";"25";"19";"-";"86";"0";"10";"0";"1";"11";"1";"62";"11";"1";"2";"0";"-";"5";"2";"0";"30";"2";"0";"3";"1";"0";"0";"0";"-";"0";"2";"0";"17";"0";"0";"45";"14";"0";"0";"1";"2";"-";"3";"91";"5";"1";"2";"2";"17";"1";"31";"3";"-";"-";"-";"0";"0";"0";"2";"1";"0";"0";"0";"0";"-";"-";"-";"1";"4";"1";"0";"0";"7";"0";"4";"0";"266";"0";"0";"-";"2";"2";"1";"16";"7";"183";"3";"0";"0";"2";"201";"6";"-";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"21";"0";"15";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-"
"306005";"306005";"38";"5";"2";"563";"122";"12";"23";"53";"0";"175";"162";"14";"2";"-";"61";"0";"4";"2";"2";"8";"0";"33";"11";"1";"0";"0";"-";"5";"1";"0";"5";"0";"0";"0";"0";"0";"1";"0";"-";"1";"0";"0";"2";"0";"0";"10";"9";"0";"0";"1";"0";"-";"2";"9";"8";"3";"0";"1";"5";"0";"25";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"1";"0";"1";"1";"3";"1";"1";"0";"167";"0";"0";"-";"1";"1";"0";"7";"0";"71";"1";"0";"0";"2";"79";"0";"-";"0";"0";"0";"0";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
"306006";"306006";"38";"5";"2";"1196";"209";"40";"79";"77";"2";"264";"482";"33";"10";"-";"102";"1";"11";"3";"3";"13";"0";"59";"15";"1";"1";"0";"-";"2";"9";"0";"20";"5";"2";"1";"1";"0";"0";"0";"-";"0";"0";"0";"6";"0";"1";"48";"22";"1";"0";"1";"0";"-";"1";"29";"6";"2";"1";"1";"8";"1";"27";"1";"-";"-";"-";"0";"0";"0";"1";"0";"0";"0";"0";"1";"-";"-";"-";"2";"3";"1";"0";"0";"2";"1";"1";"0";"253";"0";"1";"-";"2";"0";"3";"16";"4";"241";"4";"0";"2";"3";"204";"3";"-";"0";"1";"0";"0";"7";"1";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"18";"1";"5";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"0";"-";"-";"-";"-";"-"
"306007";"306007";"38";"5";"2";"2347";"699";"62";"163";"228";"1";"465";"635";"52";"42";"-";"416";"2";"13";"4";"3";"24";"0";"210";"23";"2";"2";"0";"-";"8";"6";"5";"30";"2";"1";"8";"1";"0";"0";"1";"-";"0";"2";"1";"6";"2";"2";"104";"40";"1";"0";"2";"3";"-";"6";"85";"25";"4";"0";"2";"20";"3";"83";"0";"-";"-";"-";"1";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"1";"1";"0";"0";"10";"1";"1";"0";"451";"0";"0";"-";"2";"3";"4";"27";"0";"330";"1";"1";"0";"6";"261";"0";"-";"1";"0";"0";"0";"14";"0";"2";"0";"1";"0";"1";"3";"0";"1";"0";"0";"29";"0";"26";"0";"3";"0";"0";"1";"0";"0";"0";"0";"11";"1";"-";"-";"-";"-";"-"
"306008";"306008";"38";"5";"2";"658";"112";"17";"55";"81";"0";"139";"221";"19";"14";"-";"56";"2";"3";"0";"0";"10";"1";"30";"9";"0";"1";"0";"-";"7";"0";"0";"6";"2";"0";"2";"0";"0";"0";"0";"-";"0";"0";"0";"6";"1";"0";"34";"13";"0";"0";"1";"0";"-";"3";"29";"8";"1";"0";"0";"1";"0";"39";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"1";"0";"0";"0";"2";"1";"0";"0";"135";"0";"0";"-";"0";"0";"0";"17";"1";"126";"1";"0";"0";"0";"75";"1";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"17";"0";"11";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"-";"-";"-";"-";"-"
"306010";"306010";"38";"5";"2";"594";"100";"16";"28";"59";"0";"139";"203";"23";"26";"-";"53";"0";"3";"1";"0";"3";"0";"30";"7";"2";"1";"0";"-";"2";"0";"0";"12";"0";"0";"2";"0";"0";"0";"0";"-";"0";"0";"1";"2";"0";"1";"13";"9";"0";"1";"0";"1";"-";"5";"18";"5";"3";"0";"0";"4";"2";"22";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"1";"2";"0";"0";"2";"0";"1";"0";"132";"0";"0";"-";"0";"0";"0";"13";"2";"87";"0";"0";"0";"0";"100";"1";"-";"0";"0";"0";"0";"8";"2";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"10";"0";"22";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";"-";"-";"-";"-";"-"
"306011";"306011";"38";"5";"2";"1370";"276";"44";"53";"141";"1";"366";"429";"36";"24";"-";"109";"4";"17";"3";"2";"17";"1";"92";"26";"1";"3";"1";"-";"3";"6";"2";"31";"2";"0";"0";"0";"0";"0";"0";"-";"1";"1";"0";"5";"1";"0";"33";"12";"0";"0";"0";"0";"-";"3";"38";"17";"4";"1";"2";"13";"1";"61";"1";"-";"-";"-";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"0";"0";"0";"1";"0";"3";"3";"1";"1";"357";"0";"0";"-";"1";"0";"3";"15";"2";"206";"3";"2";"2";"3";"191";"1";"-";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"22";"0";"16";"3";"0";"0";"0";"0";"0";"0";"0";"1";"4";"0";"-";"-";"-";"-";"-"
"306012";"306012";"38";"5";"2";"297";"52";"8";"9";"32";"0";"85";"93";"8";"10";"-";"20";"0";"3";"3";"1";"2";"1";"17";"3";"1";"1";"0";"-";"3";"0";"0";"2";"2";"0";"1";"0";"0";"0";"0";"-";"0";"0";"0";"1";"0";"0";"4";"4";"0";"0";"0";"0";"-";"0";"6";"5";"0";"0";"0";"1";"1";"18";"1";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"1";"2";"0";"0";"2";"0";"0";"0";"80";"0";"0";"-";"2";"0";"0";"4";"2";"45";"0";"0";"0";"0";"40";"0";"-";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"-";"-";"-";"-";"-"
"306013";"306013";"38";"5";"2";"380";"82";"8";"20";"49";"0";"78";"119";"16";"8";"-";"40";"0";"5";"4";"1";"4";"0";"27";"1";"0";"0";"0";"-";"4";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"-";"0";"0";"1";"4";"0";"0";"11";"4";"0";"0";"0";"0";"-";"1";"15";"4";"0";"0";"0";"3";"0";"25";"1";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"0";"0";"0";"0";"2";"3";"0";"0";"72";"0";"0";"-";"0";"0";"1";"8";"2";"57";"0";"0";"0";"1";"50";"0";"-";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"5";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"-";"-";"-";"-";"-"
"316001";"316001";"37";"5";"2";"2409";"467";"170";"280";"275";"2";"328";"721";"119";"47";"-";"356";"1";"26";"7";"3";"15";"0";"6";"41";"5";"4";"3";"-";"24";"0";"0";"128";"5";"0";"10";"1";"0";"2";"0";"-";"3";"0";"5";"1";"1";"1";"213";"40";"3";"0";"1";"12";"-";"15";"13";"23";"9";"4";"2";"40";"4";"161";"4";"-";"-";"-";"0";"1";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-";"4";"2";"1";"3";"0";"11";"12";"10";"2";"283";"0";"0";"-";"1";"1";"9";"71";"3";"89";"1";"0";"0";"3";"489";"54";"-";"2";"0";"0";"1";"1";"21";"1";"0";"0";"0";"2";"1";"0";"0";"1";"2";"87";"0";"37";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"6";"-";"-";"-";"-";"-"
"316002";"316002";"37";"5";"2";"2596";"702";"124";"238";"256";"4";"466";"694";"78";"34";"-";"545";"4";"50";"13";"6";"18";"2";"2";"50";"2";"6";"4";"-";"17";"1";"0";"86";"6";"0";"9";"1";"2";"2";"0";"-";"0";"2";"5";"2";"0";"0";"185";"40";"2";"0";"0";"2";"-";"22";"10";"22";"19";"1";"3";"42";"3";"130";"4";"-";"-";"-";"2";"1";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"7";"4";"2";"0";"2";"23";"9";"24";"1";"394";"0";"0";"-";"2";"1";"4";"32";"2";"91";"8";"2";"1";"2";"486";"63";"-";"4";"0";"0";"1";"1";"9";"1";"1";"2";"0";"5";"3";"0";"1";"0";"2";"47";"1";"28";"0";"2";"0";"0";"1";"0";"0";"0";"1";"1";"1";"-";"-";"-";"-";"-"
"316003";"316003";"37";"5";"2";"2545";"564";"166";"330";"241";"4";"338";"759";"83";"60";"-";"404";"8";"43";"11";"6";"17";"7";"0";"63";"1";"1";"3";"-";"23";"2";"1";"112";"8";"1";"10";"7";"0";"2";"0";"-";"2";"0";"8";"2";"1";"2";"245";"52";"1";"0";"4";"13";"-";"29";"17";"18";"10";"4";"2";"29";"2";"127";"3";"-";"-";"-";"0";"1";"0";"1";"0";"0";"0";"2";"0";"-";"-";"-";"7";"0";"0";"0";"1";"11";"16";"8";"1";"293";"1";"0";"-";"1";"2";"3";"61";"1";"92";"2";"2";"0";"4";"535";"56";"-";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"2";"2";"0";"0";"0";"2";"70";"2";"46";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"10";"-";"-";"-";"-";"-"
"316004";"316004";"37";"5";"2";"1033";"189";"58";"140";"84";"2";"128";"373";"45";"14";"-";"131";"0";"19";"5";"2";"10";"0";"2";"19";"0";"1";"0";"-";"8";"0";"0";"45";"3";"0";"0";"2";"0";"0";"0";"-";"2";"1";"3";"1";"0";"1";"96";"26";"1";"1";"0";"8";"-";"4";"1";"7";"2";"2";"0";"9";"0";"58";"1";"-";"-";"-";"0";"1";"0";"0";"0";"0";"0";"0";"1";"-";"-";"-";"2";"2";"0";"0";"0";"4";"5";"7";"0";"107";"0";"1";"-";"1";"2";"1";"27";"0";"49";"2";"0";"0";"1";"255";"35";"-";"0";"0";"0";"1";"1";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"-";"-";"-";"-";"-"
"316005";"316005";"37";"5";"2";"318";"69";"11";"12";"31";"0";"78";"107";"2";"8";"-";"56";"0";"4";"1";"0";"4";"0";"0";"4";"0";"0";"0";"-";"2";"0";"0";"5";"2";"0";"2";"0";"0";"0";"0";"-";"0";"0";"1";"2";"0";"0";"3";"6";"0";"0";"0";"0";"-";"2";"1";"4";"6";"3";"0";"1";"1";"12";"1";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"0";"1";"0";"0";"1";"1";"0";"0";"74";"0";"0";"-";"0";"0";"0";"11";"1";"3";"1";"0";"0";"0";"78";"13";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
"316006";"316006";"37";"5";"2";"1446";"284";"65";"146";"111";"4";"224";"536";"55";"21";"-";"231";"2";"20";"2";"3";"2";"2";"0";"21";"1";"0";"0";"-";"6";"0";"1";"48";"5";"0";"1";"2";"1";"0";"1";"-";"2";"1";"5";"2";"2";"6";"108";"17";"0";"0";"1";"2";"-";"5";"2";"12";"8";"3";"0";"18";"0";"63";"0";"-";"-";"-";"0";"2";"0";"2";"0";"0";"0";"0";"0";"-";"-";"-";"4";"0";"2";"0";"0";"15";"13";"4";"0";"184";"1";"1";"-";"1";"1";"8";"33";"5";"66";"3";"0";"0";"0";"364";"55";"-";"1";"0";"0";"1";"0";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"47";"1";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
"316007";"316007";"37";"5";"2";"397";"74";"21";"33";"27";"0";"82";"149";"6";"5";"-";"57";"1";"6";"1";"0";"3";"0";"2";"4";"0";"0";"0";"-";"1";"0";"0";"18";"1";"0";"0";"1";"0";"0";"0";"-";"0";"0";"1";"1";"0";"0";"26";"4";"0";"0";"0";"1";"-";"4";"1";"1";"1";"0";"0";"0";"1";"18";"1";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"0";"0";"1";"1";"2";"3";"2";"0";"73";"0";"0";"-";"0";"2";"2";"3";"2";"30";"1";"0";"0";"0";"96";"13";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
"316008";"316008";"37";"5";"2";"804";"151";"33";"59";"56";"3";"163";"307";"22";"10";"-";"109";"1";"10";"5";"2";"5";"1";"4";"11";"1";"2";"0";"-";"7";"1";"0";"25";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"3";"1";"0";"0";"47";"6";"0";"0";"1";"1";"-";"4";"2";"8";"0";"0";"0";"1";"0";"41";"0";"-";"-";"-";"0";"3";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"2";"1";"0";"0";"0";"6";"6";"4";"0";"144";"0";"0";"-";"1";"0";"2";"28";"4";"47";"4";"0";"0";"1";"178";"42";"-";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"5";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1";"-";"-";"-";"-";"-"
"316010";"316010";"37";"5";"2";"1352";"240";"34";"123";"109";"3";"250";"536";"29";"28";"-";"191";"3";"16";"4";"1";"5";"0";"5";"14";"0";"1";"0";"-";"5";"2";"0";"20";"1";"0";"3";"1";"0";"2";"0";"-";"1";"0";"1";"1";"0";"1";"89";"21";"1";"0";"2";"6";"-";"8";"3";"11";"7";"0";"1";"6";"0";"72";"1";"-";"-";"-";"0";"1";"2";"0";"0";"0";"0";"0";"0";"-";"-";"-";"3";"0";"0";"1";"0";"4";"12";"16";"1";"212";"1";"0";"-";"1";"2";"5";"29";"4";"122";"5";"0";"1";"0";"309";"58";"-";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"23";"0";"23";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"2";"-";"-";"-";"-";"-"
"316011";"316011";"37";"5";"2";"725";"123";"23";"53";"49";"0";"148";"297";"16";"16";"-";"101";"0";"6";"1";"0";"4";"0";"0";"9";"2";"0";"0";"-";"2";"0";"0";"18";"0";"0";"3";"0";"0";"0";"0";"-";"1";"1";"2";"1";"0";"0";"28";"11";"1";"0";"3";"5";"-";"4";"0";"7";"5";"0";"0";"6";"0";"27";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"3";"2";"0";"0";"2";"11";"5";"0";"124";"0";"0";"-";"1";"2";"9";"12";"5";"74";"2";"0";"0";"0";"170";"22";"-";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"10";"1";"14";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
"316013";"316013";"37";"5";"2";"1234";"257";"56";"85";"90";"1";"256";"463";"17";"9";"-";"205";"2";"13";"5";"1";"10";"0";"8";"11";"0";"2";"0";"-";"3";"1";"0";"48";"2";"0";"2";"0";"0";"0";"0";"-";"1";"0";"2";"1";"3";"2";"57";"17";"0";"0";"0";"2";"-";"11";"7";"2";"6";"2";"1";"11";"0";"49";"1";"-";"-";"-";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-";"3";"6";"2";"0";"0";"4";"2";"5";"0";"232";"2";"0";"-";"2";"0";"2";"14";"2";"131";"1";"1";"0";"1";"254";"55";"-";"1";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
"316014";"316014";"37";"5";"2";"599";"77";"22";"45";"34";"2";"125";"275";"13";"6";"-";"56";"0";"6";"0";"0";"3";"0";"4";"8";"0";"0";"0";"-";"2";"0";"0";"18";"1";"0";"1";"0";"0";"0";"0";"-";"1";"0";"0";"0";"0";"0";"34";"10";"0";"0";"0";"0";"-";"4";"3";"2";"2";"0";"0";"4";"0";"19";"0";"-";"-";"-";"0";"2";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"1";"0";"1";"0";"3";"5";"4";"0";"110";"0";"0";"-";"0";"2";"0";"9";"2";"73";"1";"0";"0";"3";"159";"26";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"12";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
"316015";"316015";"37";"5";"2";"519";"102";"19";"34";"32";"2";"123";"197";"6";"4";"-";"80";"0";"5";"1";"2";"5";"0";"1";"7";"1";"0";"0";"-";"1";"1";"0";"14";"1";"0";"2";"0";"0";"0";"0";"-";"0";"0";"2";"0";"1";"1";"25";"3";"1";"0";"0";"1";"-";"3";"4";"1";"2";"1";"0";"2";"0";"18";"1";"-";"-";"-";"0";"1";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"2";"0";"0";"0";"1";"7";"7";"0";"106";"0";"0";"-";"1";"0";"1";"7";"2";"47";"0";"0";"0";"1";"125";"13";"-";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
"316017";"316017";"37";"5";"2";"1620";"361";"65";"138";"148";"7";"290";"555";"32";"24";"-";"277";"1";"14";"6";"6";"6";"0";"14";"27";"6";"4";"0";"-";"4";"1";"1";"53";"2";"0";"3";"1";"0";"0";"0";"-";"0";"0";"2";"3";"0";"4";"97";"27";"0";"0";"2";"3";"-";"17";"7";"17";"8";"0";"1";"14";"1";"82";"1";"-";"-";"-";"0";"3";"0";"0";"2";"0";"0";"0";"2";"-";"-";"-";"1";"2";"0";"0";"0";"5";"4";"12";"1";"262";"3";"0";"-";"2";"2";"6";"34";"3";"99";"3";"0";"0";"7";"341";"58";"-";"0";"0";"0";"0";"0";"3";"0";"1";"0";"1";"0";"0";"0";"1";"0";"3";"23";"0";"22";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"-";"-";"-";"-";"-"
"316018";"316018";"37";"5";"2";"399";"72";"9";"29";"20";"0";"84";"165";"9";"11";"-";"54";"0";"6";"1";"2";"3";"0";"1";"4";"0";"1";"0";"-";"1";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"0";"1";"0";"1";"21";"5";"0";"0";"0";"1";"-";"2";"1";"2";"0";"0";"0";"4";"0";"11";"0";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"0";"0";"0";"0";"0";"1";"7";"0";"75";"0";"0";"-";"1";"1";"0";"5";"6";"32";"1";"0";"0";"1";"99";"19";"-";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"9";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"-";"-";"-";"-";"-"
"316019";"316019";"37";"5";"2";"1076";"218";"23";"81";"86";"2";"198";"412";"39";"17";"-";"185";"2";"7";"4";"1";"7";"0";"5";"7";"0";"0";"0";"-";"4";"0";"0";"16";"2";"0";"0";"0";"1";"0";"0";"-";"1";"0";"1";"2";"0";"2";"51";"17";"0";"0";"2";"5";"-";"9";"8";"11";"4";"1";"1";"10";"2";"38";"2";"-";"-";"-";"0";"0";"0";"1";"0";"0";"1";"0";"0";"-";"-";"-";"2";"2";"0";"0";"1";"6";"10";"7";"0";"170";"0";"0";"-";"3";"3";"2";"23";"7";"72";"3";"0";"0";"2";"257";"40";"-";"0";"0";"0";"1";"1";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"32";"0";"12";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"2";"-";"-";"-";"-";"-"
"316021";"316021";"37";"5";"2";"1618";"317";"76";"107";"136";"15";"265";"608";"64";"30";"-";"237";"3";"29";"6";"1";"3";"0";"1";"34";"1";"2";"0";"-";"7";"0";"1";"45";"4";"1";"15";"1";"0";"2";"0";"-";"0";"0";"3";"0";"0";"5";"68";"24";"1";"1";"2";"3";"-";"11";"1";"15";"9";"0";"3";"13";"3";"80";"1";"-";"-";"-";"0";"12";"0";"1";"0";"0";"0";"1";"1";"-";"-";"-";"5";"0";"0";"0";"0";"5";"86";"7";"0";"162";"0";"0";"-";"0";"1";"9";"28";"5";"265";"7";"0";"0";"0";"258";"35";"-";"2";"2";"0";"1";"3";"5";"0";"1";"0";"0";"1";"0";"0";"2";"0";"2";"44";"1";"24";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"3";"-";"-";"-";"-";"-"
"316022";"316022";"37";"5";"2";"609";"92";"29";"35";"68";"1";"117";"233";"20";"14";"-";"53";"2";"13";"2";"0";"5";"1";"0";"14";"1";"1";"0";"-";"4";"1";"0";"11";"5";"0";"7";"1";"0";"0";"0";"-";"0";"0";"1";"0";"1";"0";"26";"5";"0";"0";"1";"1";"-";"3";"1";"7";"5";"0";"0";"9";"0";"42";"1";"-";"-";"-";"0";"1";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"1";"2";"0";"0";"3";"34";"3";"0";"73";"0";"0";"-";"0";"0";"12";"14";"6";"61";"3";"0";"0";"0";"127";"10";"-";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"16";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"-";"-";"-";"-";"-"
"316023";"316023";"37";"5";"2";"632";"115";"16";"44";"44";"5";"160";"230";"10";"8";"-";"75";"1";"11";"1";"1";"8";"1";"0";"15";"0";"2";"0";"-";"2";"0";"0";"6";"3";"0";"2";"2";"0";"0";"1";"-";"1";"1";"1";"0";"0";"3";"25";"10";"0";"0";"1";"2";"-";"3";"0";"2";"5";"0";"0";"6";"1";"27";"0";"-";"-";"-";"0";"5";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"1";"0";"0";"0";"0";"2";"80";"3";"0";"74";"0";"0";"-";"2";"1";"6";"18";"5";"46";"5";"1";"0";"3";"134";"9";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"8";"0";"6";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
"316024";"316024";"37";"5";"2";"548";"82";"20";"38";"31";"4";"130";"224";"14";"5";"-";"60";"0";"3";"3";"2";"6";"0";"1";"7";"0";"0";"0";"-";"4";"0";"0";"14";"1";"0";"1";"0";"0";"0";"0";"-";"1";"0";"2";"0";"0";"1";"26";"5";"0";"0";"0";"3";"-";"3";"0";"4";"2";"0";"0";"5";"1";"16";"0";"-";"-";"-";"0";"3";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"4";"1";"4";"0";"0";"4";"41";"3";"0";"73";"0";"0";"-";"1";"2";"9";"11";"1";"96";"1";"0";"0";"0";"91";"12";"-";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"10";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-"
