"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Stemmeberettigede";"FV2001 - Afgivne stemmer";"FV2001 - Blanke stemmer";"FV2001 - Andre ugyldige stemmer";"FV2001 - Gyldige stemmer";"FV2001 - A. Socialdemokratiet";"FV2001 - B. Det Radikale Venstre";"FV2001 - C. Det Konservative Folkeparti";"FV2001 - D. Centrum-Demokraterne";"FV2001 - F. Socialistisk Folkeparti";"FV2001 - O. Dansk Folkeparti";"FV2001 - Q. Kristeligt Folkeparti";"FV2001 - V. Venstre, Danmarks Liberale Parti";"FV2001 - Z. Fremskridtspartiet";"FV2001 - Ø. Enhedslisten - De Rød-Grønne";"FV2001 - 1. Uden for partierne"
"429006";"429006";"54";"10";"2";"1768";"1502";"9";"0";"1493";"522";"64";"155";"19";"63";"216";"16";"412";"5";"21";"-"
"429007";"429007";"54";"10";"2";"1521";"1350";"21";"4";"1325";"326";"75";"155";"19";"65";"208";"9";"447";"5";"16";"-"
"429008";"429008";"54";"10";"2";"606";"545";"4";"0";"541";"144";"32";"54";"7";"16";"108";"10";"158";"7";"5";"-"
"429009";"429009";"54";"10";"2";"687";"587";"5";"2";"580";"172";"29";"66";"12";"23";"94";"7";"162";"7";"8";"-"
"429010";"429010";"54";"10";"2";"327";"294";"1";"0";"293";"62";"9";"26";"3";"14";"36";"4";"136";"2";"1";"-"
"431001";"431001";"58";"10";"2";"97";"91";"0";"0";"91";"10";"3";"12";"2";"7";"10";"0";"39";"0";"8";"-"
"431002";"431002";"58";"10";"2";"1358";"1160";"11";"4";"1145";"347";"44";"159";"10";"65";"130";"13";"345";"6";"26";"-"
"431003";"431003";"58";"10";"2";"350";"324";"1";"0";"323";"70";"13";"58";"3";"16";"49";"1";"100";"4";"9";"-"
"431004";"431004";"58";"10";"2";"692";"635";"1";"1";"633";"190";"46";"84";"13";"48";"50";"8";"174";"4";"16";"-"
"431005";"431005";"58";"10";"2";"556";"494";"3";"1";"490";"117";"24";"84";"9";"18";"81";"6";"145";"1";"5";"-"
"431006";"431006";"58";"10";"2";"3831";"3269";"40";"4";"3225";"1012";"158";"486";"53";"206";"359";"35";"797";"36";"83";"-"
"431007";"431007";"58";"10";"2";"1342";"1175";"15";"4";"1156";"312";"54";"153";"18";"63";"153";"28";"352";"8";"15";"-"
"431008";"431008";"58";"10";"2";"500";"462";"4";"1";"457";"75";"30";"59";"4";"34";"56";"10";"165";"5";"19";"-"
"431009";"431009";"58";"10";"2";"120";"106";"1";"0";"105";"14";"8";"11";"1";"7";"6";"1";"50";"3";"4";"-"
"431010";"431010";"58";"10";"2";"776";"691";"8";"2";"681";"180";"30";"88";"19";"53";"62";"12";"221";"1";"15";"-"
"431011";"431011";"58";"10";"2";"1947";"1737";"23";"2";"1712";"511";"73";"285";"23";"71";"225";"22";"473";"8";"21";"-"
"431012";"431012";"58";"10";"2";"1056";"953";"13";"1";"939";"275";"50";"92";"6";"80";"113";"16";"280";"6";"21";"-"
"431013";"431013";"58";"10";"2";"263";"234";"5";"1";"228";"47";"7";"24";"1";"16";"24";"2";"98";"3";"6";"-"
"431014";"431014";"58";"10";"2";"403";"363";"5";"2";"356";"82";"16";"52";"3";"17";"35";"5";"136";"3";"7";"-"
"433001";"433001";"54";"10";"2";"780";"698";"6";"7";"685";"168";"47";"82";"12";"48";"63";"11";"234";"2";"18";"-"
"433002";"433002";"54";"10";"2";"1895";"1681";"27";"3";"1651";"493";"104";"258";"21";"101";"153";"23";"462";"5";"31";"-"
"433003";"433003";"54";"10";"2";"873";"746";"15";"4";"727";"204";"31";"108";"7";"24";"103";"10";"211";"9";"20";"-"
"433004";"433004";"54";"10";"2";"405";"363";"1";"1";"361";"101";"22";"40";"4";"10";"44";"3";"126";"4";"7";"-"
"433005";"433005";"54";"10";"2";"456";"405";"6";"0";"399";"79";"24";"46";"6";"16";"66";"6";"141";"2";"13";"-"
"435001";"435001";"56";"10";"2";"836";"719";"12";"0";"707";"154";"22";"74";"14";"32";"86";"14";"293";"9";"9";"-"
"435002";"435002";"56";"10";"2";"169";"146";"3";"0";"143";"24";"3";"20";"2";"18";"17";"1";"51";"2";"5";"-"
"435003";"435003";"56";"10";"2";"890";"787";"5";"5";"777";"237";"30";"74";"8";"47";"100";"16";"252";"6";"7";"-"
"435004";"435004";"56";"10";"2";"257";"230";"3";"0";"227";"49";"8";"23";"3";"14";"47";"6";"66";"6";"5";"-"
"435005";"435005";"56";"10";"2";"762";"660";"9";"0";"651";"168";"13";"77";"9";"44";"98";"8";"212";"2";"20";"-"
"435006";"435006";"56";"10";"2";"349";"311";"4";"0";"307";"79";"11";"25";"1";"22";"55";"3";"108";"0";"3";"-"
"435007";"435007";"56";"10";"2";"514";"461";"1";"1";"459";"114";"25";"58";"8";"40";"44";"10";"152";"0";"8";"-"
"435008";"435008";"56";"10";"2";"426";"368";"6";"1";"361";"93";"13";"32";"4";"30";"54";"10";"111";"1";"13";"-"
"435009";"435009";"56";"10";"2";"431";"406";"5";"0";"401";"105";"23";"45";"5";"25";"52";"8";"128";"0";"10";"-"
"437001";"437001";"58";"10";"2";"692";"624";"3";"3";"618";"134";"30";"57";"12";"39";"86";"21";"226";"3";"10";"-"
"437002";"437002";"58";"10";"2";"2504";"2165";"18";"2";"2145";"552";"96";"299";"33";"66";"269";"26";"784";"6";"14";"-"
"437003";"437003";"58";"10";"2";"572";"503";"5";"1";"497";"99";"34";"52";"10";"32";"75";"7";"172";"5";"11";"-"
"439001";"439001";"53";"10";"2";"2833";"2509";"23";"7";"2479";"753";"126";"438";"28";"161";"284";"25";"587";"21";"56";"-"
"439002";"439002";"53";"10";"2";"320";"299";"3";"0";"296";"95";"8";"36";"1";"28";"29";"5";"85";"4";"5";"-"
"439003";"439003";"53";"10";"2";"645";"592";"0";"0";"592";"171";"18";"77";"12";"37";"71";"6";"181";"4";"15";"-"
"439004";"439004";"53";"10";"2";"232";"215";"0";"0";"215";"45";"15";"20";"3";"38";"26";"2";"57";"1";"8";"-"
"439005";"439005";"53";"10";"2";"431";"400";"3";"0";"397";"131";"18";"50";"3";"35";"47";"4";"100";"1";"8";"-"
"439006";"439006";"53";"10";"2";"378";"337";"2";"1";"334";"85";"20";"38";"3";"24";"40";"5";"106";"4";"9";"-"
"439007";"439007";"53";"10";"2";"339";"312";"2";"0";"310";"95";"19";"26";"0";"30";"24";"4";"102";"0";"10";"-"
"439008";"439008";"53";"10";"2";"610";"563";"4";"0";"559";"125";"18";"67";"6";"45";"63";"11";"205";"7";"12";"-"
"439009";"439009";"53";"10";"2";"832";"740";"12";"1";"727";"201";"38";"102";"12";"48";"91";"13";"200";"9";"13";"-"
"439010";"439010";"53";"10";"2";"1712";"1574";"10";"4";"1560";"429";"82";"269";"19";"95";"157";"23";"445";"8";"33";"-"
"441001";"441001";"53";"10";"2";"821";"750";"7";"1";"742";"204";"23";"96";"8";"39";"119";"7";"237";"3";"6";"-"
"441002";"441002";"53";"10";"2";"1157";"1061";"7";"5";"1049";"307";"29";"177";"14";"47";"178";"18";"264";"4";"11";"-"
"441003";"441003";"53";"10";"2";"338";"305";"5";"0";"300";"61";"14";"59";"8";"15";"47";"9";"80";"1";"6";"-"
"441004";"441004";"53";"10";"2";"2288";"2069";"25";"3";"2041";"691";"55";"362";"26";"61";"267";"24";"523";"8";"24";"-"
"443001";"443001";"58";"10";"2";"2026";"1725";"13";"4";"1708";"477";"33";"362";"129";"77";"216";"30";"358";"6";"20";"-"
"443002";"443002";"58";"10";"2";"592";"512";"7";"1";"504";"151";"7";"88";"34";"33";"46";"4";"130";"4";"7";"-"
"445001";"445001";"54";"10";"2";"4988";"4323";"30";"18";"4275";"1618";"249";"423";"46";"276";"504";"69";"1010";"15";"65";"-"
"445002";"445002";"54";"10";"2";"4727";"4270";"27";"8";"4235";"1589";"201";"426";"52";"199";"522";"75";"1100";"25";"46";"-"
"445003";"445003";"54";"10";"2";"1327";"1198";"11";"2";"1185";"342";"82";"141";"17";"34";"147";"25";"386";"3";"8";"-"
"445005";"445005";"54";"10";"2";"949";"847";"11";"3";"833";"215";"35";"68";"17";"47";"114";"25";"300";"4";"8";"-"
"445006";"445006";"54";"10";"2";"3074";"2832";"17";"5";"2810";"655";"150";"414";"37";"177";"289";"60";"990";"6";"32";"-"
"447001";"447001";"53";"10";"2";"4236";"3680";"31";"7";"3642";"1625";"130";"325";"33";"242";"418";"36";"745";"32";"56";"-"
"449001";"449001";"56";"10";"2";"1351";"1202";"11";"4";"1187";"294";"46";"131";"12";"67";"157";"15";"432";"10";"23";"-"
"449002";"449002";"56";"10";"2";"5075";"4352";"27";"19";"4306";"1600";"140";"580";"53";"275";"502";"59";"992";"18";"87";"-"
"449003";"449003";"56";"10";"2";"5731";"4857";"46";"13";"4798";"1624";"225";"613";"60";"373";"591";"46";"1135";"30";"101";"-"
"449004";"449004";"56";"10";"2";"2023";"1725";"17";"8";"1700";"536";"57";"187";"20";"96";"241";"15";"500";"14";"34";"-"
"451001";"451001";"54";"10";"2";"2125";"1855";"22";"8";"1825";"647";"101";"171";"22";"71";"219";"36";"528";"11";"19";"-"
"451002";"451002";"54";"10";"2";"996";"904";"10";"2";"892";"205";"46";"96";"20";"40";"110";"14";"326";"7";"28";"-"
"451003";"451003";"54";"10";"2";"301";"277";"0";"1";"276";"75";"14";"32";"3";"14";"38";"3";"91";"5";"1";"-"
"451004";"451004";"54";"10";"2";"295";"270";"2";"0";"268";"69";"17";"20";"3";"22";"30";"2";"96";"3";"6";"-"
"451005";"451005";"54";"10";"2";"241";"227";"6";"0";"221";"60";"18";"17";"6";"11";"16";"5";"81";"1";"6";"-"
"461001";"461001";"50";"10";"2";"8626";"6816";"69";"15";"6732";"2086";"496";"953";"151";"701";"638";"87";"1308";"26";"286";"-"
"461002";"461002";"50";"10";"2";"6933";"5786";"49";"13";"5724";"2332";"288";"690";"93";"507";"636";"67";"866";"21";"224";"-"
"461003";"461003";"50";"10";"2";"3053";"2508";"20";"3";"2485";"1019";"99";"324";"54";"204";"301";"32";"366";"14";"72";"-"
"461004";"461004";"50";"10";"2";"7709";"6461";"52";"11";"6398";"1894";"397";"1231";"134";"464";"545";"116";"1435";"29";"153";"-"
"461005";"461005";"50";"10";"2";"5534";"4352";"30";"9";"4313";"1734";"188";"586";"48";"350";"555";"61";"637";"22";"132";"-"
"461006";"461006";"50";"10";"2";"2138";"1965";"9";"6";"1950";"706";"61";"347";"18";"73";"268";"15";"424";"7";"31";"-"
"461007";"461007";"50";"10";"2";"2974";"2611";"15";"8";"2588";"1049";"65";"418";"35";"134";"398";"29";"387";"22";"51";"-"
"461008";"461008";"50";"10";"2";"329";"301";"1";"1";"299";"84";"12";"50";"7";"25";"27";"1";"86";"2";"5";"-"
"461009";"461009";"50";"10";"2";"1366";"1175";"6";"3";"1166";"400";"52";"192";"16";"70";"132";"23";"248";"5";"28";"-"
"461010";"461010";"50";"10";"2";"278";"251";"4";"0";"247";"68";"5";"36";"3";"16";"36";"8";"65";"2";"8";"-"
"461011";"461011";"51";"10";"2";"6732";"5657";"56";"5";"5596";"1627";"433";"836";"164";"671";"429";"93";"1108";"15";"220";"-"
"461012";"461012";"51";"10";"2";"8016";"6506";"45";"24";"6437";"2873";"213";"763";"86";"510";"788";"74";"891";"42";"197";"-"
"461013";"461013";"51";"10";"2";"826";"733";"3";"2";"728";"193";"22";"140";"8";"39";"107";"13";"186";"4";"16";"-"
"461014";"461014";"51";"10";"2";"4770";"4071";"23";"7";"4041";"1486";"117";"724";"53";"203";"540";"49";"790";"25";"54";"-"
"461015";"461015";"51";"10";"2";"327";"307";"2";"0";"305";"64";"14";"111";"4";"9";"43";"6";"49";"0";"5";"-"
"461016";"461016";"51";"10";"2";"2223";"1941";"11";"5";"1925";"651";"52";"515";"32";"103";"220";"22";"299";"7";"24";"-"
"461017";"461017";"51";"10";"2";"5122";"4554";"26";"10";"4518";"1625";"162";"977";"51";"256";"533";"55";"751";"23";"85";"-"
"461018";"461018";"51";"10";"2";"4524";"4057";"17";"9";"4031";"1280";"163";"906";"44";"219";"466";"51";"823";"13";"66";"-"
"461019";"461019";"51";"10";"2";"3114";"2644";"8";"5";"2631";"800";"114";"591";"31";"126";"294";"42";"575";"5";"53";"-"
"461020";"461020";"51";"10";"2";"3624";"3282";"21";"5";"3256";"982";"135";"751";"48";"158";"413";"37";"674";"16";"42";"-"
"461021";"461021";"51";"10";"2";"1614";"1422";"9";"3";"1410";"396";"69";"264";"25";"96";"187";"29";"313";"3";"28";"-"
"461022";"461022";"51";"10";"2";"416";"375";"1";"0";"374";"86";"19";"59";"8";"20";"60";"6";"107";"1";"8";"-"
"461023";"461023";"52";"10";"2";"8451";"7060";"63";"12";"6985";"1848";"550";"1197";"148";"717";"504";"119";"1603";"19";"280";"-"
"461024";"461024";"52";"10";"2";"4852";"4348";"21";"7";"4320";"781";"348";"1132";"79";"283";"283";"65";"1253";"5";"91";"-"
"461025";"461025";"52";"10";"2";"5586";"4746";"27";"13";"4706";"1605";"257";"866";"83";"366";"463";"70";"868";"15";"113";"-"
"461026";"461026";"52";"10";"2";"8277";"7185";"37";"21";"7127";"2161";"301";"1532";"99";"376";"812";"123";"1628";"20";"75";"-"
"461027";"461027";"52";"10";"2";"364";"328";"0";"0";"328";"71";"12";"63";"3";"28";"49";"25";"71";"3";"3";"-"
"461028";"461028";"52";"10";"2";"3276";"2917";"12";"2";"2903";"694";"119";"687";"46";"141";"313";"60";"777";"12";"54";"-"
"461029";"461029";"52";"10";"2";"4847";"4193";"23";"7";"4163";"1151";"223";"833";"57";"295";"472";"92";"926";"16";"98";"-"
"461030";"461030";"52";"10";"2";"6908";"5907";"29";"4";"5874";"1799";"274";"1205";"100";"384";"661";"73";"1272";"14";"92";"-"
"461031";"461031";"52";"10";"2";"2771";"2435";"11";"8";"2416";"566";"114";"543";"31";"138";"273";"46";"650";"10";"45";"-"
"461032";"461032";"52";"10";"2";"667";"616";"3";"0";"613";"122";"15";"164";"4";"40";"76";"11";"170";"2";"9";"-"
"461033";"461033";"52";"10";"2";"2886";"2606";"12";"4";"2590";"857";"108";"505";"45";"157";"276";"36";"558";"7";"41";"-"
"461034";"461034";"52";"10";"2";"477";"442";"3";"0";"439";"110";"19";"89";"5";"21";"44";"12";"123";"2";"14";"-"
"461035";"461035";"50";"10";"2";"5511";"3703";"20";"17";"3666";"1838";"99";"305";"27";"339";"483";"46";"402";"25";"102";"-"
"461036";"461036";"50";"10";"2";"3592";"2990";"16";"6";"2968";"1053";"158";"430";"46";"268";"284";"50";"558";"22";"99";"-"
"471001";"471001";"55";"10";"2";"570";"515";"4";"0";"511";"134";"12";"98";"4";"13";"79";"6";"158";"5";"2";"-"
"471002";"471002";"55";"10";"2";"816";"738";"6";"2";"730";"196";"37";"86";"12";"29";"104";"15";"239";"4";"8";"-"
"471003";"471003";"55";"10";"2";"480";"421";"6";"0";"415";"110";"5";"83";"5";"15";"51";"6";"133";"2";"5";"-"
"471004";"471004";"55";"10";"2";"663";"600";"4";"0";"596";"168";"20";"80";"4";"27";"117";"8";"160";"5";"7";"-"
"471005";"471005";"55";"10";"2";"1870";"1690";"10";"2";"1678";"524";"57";"295";"28";"62";"203";"12";"478";"4";"15";"-"
"471006";"471006";"55";"10";"2";"1721";"1477";"9";"3";"1465";"519";"49";"251";"16";"54";"165";"10";"379";"6";"16";"-"
"471007";"471007";"55";"10";"2";"499";"447";"4";"1";"442";"111";"16";"38";"2";"11";"62";"4";"190";"4";"4";"-"
"471008";"471008";"55";"10";"2";"653";"606";"8";"0";"598";"144";"24";"93";"10";"33";"75";"5";"195";"5";"14";"-"
"471009";"471009";"55";"10";"2";"606";"535";"4";"0";"531";"131";"11";"79";"3";"18";"96";"4";"184";"4";"1";"-"
"471010";"471010";"55";"10";"2";"348";"311";"1";"0";"310";"95";"18";"39";"2";"17";"34";"9";"92";"0";"4";"-"
"473001";"473001";"58";"10";"2";"5286";"4649";"59";"19";"4571";"1273";"230";"571";"75";"332";"471";"77";"1437";"28";"77";"-"
"473002";"473002";"58";"10";"2";"502";"461";"5";"0";"456";"114";"25";"55";"7";"36";"68";"4";"135";"0";"12";"-"
"473003";"473003";"58";"10";"2";"667";"582";"5";"0";"577";"138";"18";"70";"6";"23";"92";"12";"209";"3";"6";"-"
"473004";"473004";"58";"10";"2";"260";"223";"2";"0";"221";"42";"14";"29";"8";"8";"17";"4";"96";"1";"2";"-"
"473005";"473005";"58";"10";"2";"659";"565";"4";"1";"560";"115";"18";"73";"6";"25";"92";"8";"208";"1";"14";"-"
"473006";"473006";"58";"10";"2";"429";"382";"2";"0";"380";"82";"10";"50";"3";"16";"37";"8";"164";"1";"9";"-"
"473007";"473007";"58";"10";"2";"380";"336";"4";"0";"332";"83";"16";"47";"6";"15";"49";"8";"97";"0";"11";"-"
"473008";"473008";"58";"10";"2";"226";"204";"1";"1";"202";"35";"8";"22";"2";"14";"22";"6";"92";"0";"1";"-"
"475001";"475001";"57";"10";"2";"3257";"2725";"32";"4";"2689";"964";"127";"254";"31";"232";"341";"37";"620";"18";"65";"-"
"475002";"475002";"57";"10";"2";"541";"494";"3";"2";"489";"113";"29";"52";"5";"31";"80";"9";"162";"4";"4";"-"
"475003";"475003";"57";"10";"2";"492";"440";"9";"3";"428";"129";"11";"40";"1";"26";"68";"3";"139";"2";"9";"-"
"475004";"475004";"57";"10";"2";"740";"640";"5";"3";"632";"186";"40";"52";"12";"40";"109";"2";"179";"3";"9";"-"
"475005";"475005";"57";"10";"2";"169";"147";"2";"2";"143";"45";"8";"3";"1";"21";"10";"0";"45";"0";"10";"-"
"477001";"477001";"56";"10";"2";"1726";"1477";"13";"5";"1459";"415";"74";"166";"15";"76";"186";"24";"471";"7";"25";"-"
"477002";"477002";"56";"10";"2";"1802";"1597";"20";"4";"1573";"466";"100";"183";"20";"116";"166";"44";"441";"10";"27";"-"
"477003";"477003";"56";"10";"2";"1724";"1517";"27";"3";"1487";"391";"68";"167";"27";"127";"196";"19";"445";"11";"36";"-"
"479001";"479001";"57";"10";"2";"11307";"9574";"86";"38";"9450";"2768";"507";"1122";"144";"918";"999";"129";"2474";"42";"347";"-"
"479002";"479002";"57";"10";"2";"2814";"2354";"24";"10";"2320";"944";"100";"197";"34";"214";"296";"29";"431";"12";"63";"-"
"479003";"479003";"57";"10";"2";"5167";"4372";"29";"15";"4328";"1590";"219";"393";"45";"386";"577";"58";"912";"20";"128";"-"
"479004";"479004";"57";"10";"2";"854";"780";"7";"0";"773";"191";"44";"81";"9";"47";"124";"11";"245";"6";"15";"-"
"479005";"479005";"57";"10";"2";"3016";"2690";"13";"6";"2671";"609";"161";"333";"34";"176";"321";"33";"939";"15";"50";"-"
"479006";"479006";"57";"10";"2";"70";"60";"0";"0";"60";"9";"5";"6";"2";"0";"9";"1";"22";"1";"5";"-"
"479007";"479007";"57";"10";"2";"1755";"1626";"8";"4";"1614";"345";"96";"188";"30";"153";"168";"26";"549";"10";"49";"-"
"479008";"479008";"57";"10";"2";"797";"709";"3";"0";"706";"195";"36";"58";"7";"52";"94";"6";"237";"3";"18";"-"
"479009";"479009";"57";"10";"2";"1738";"1576";"14";"4";"1558";"390";"101";"119";"21";"181";"197";"23";"470";"8";"48";"-"
"479010";"479010";"57";"10";"2";"2736";"2533";"19";"3";"2511";"581";"129";"402";"42";"182";"253";"35";"847";"9";"31";"-"
"479011";"479011";"57";"10";"2";"2250";"2004";"13";"6";"1985";"793";"72";"161";"34";"103";"286";"16";"496";"6";"18";"-"
"481001";"481001";"57";"10";"2";"714";"608";"7";"3";"598";"155";"39";"48";"8";"27";"85";"5";"218";"3";"10";"-"
"481002";"481002";"57";"10";"2";"1215";"1069";"14";"1";"1054";"276";"58";"122";"16";"43";"159";"9";"343";"9";"19";"-"
"481003";"481003";"57";"10";"2";"690";"605";"12";"0";"593";"135";"33";"59";"7";"22";"90";"9";"210";"7";"21";"-"
"481004";"481004";"57";"10";"2";"726";"614";"10";"0";"604";"147";"27";"63";"1";"25";"141";"5";"179";"8";"8";"-"
"483001";"483001";"55";"10";"2";"1086";"969";"10";"8";"951";"307";"31";"142";"7";"43";"139";"13";"252";"7";"10";"-"
"483002";"483002";"55";"10";"2";"1079";"957";"11";"1";"945";"251";"27";"123";"8";"32";"147";"15";"318";"10";"14";"-"
"483003";"483003";"55";"10";"2";"1798";"1650";"12";"3";"1635";"405";"77";"320";"35";"72";"168";"30";"496";"8";"24";"-"
"483004";"483004";"55";"10";"2";"615";"566";"4";"0";"562";"184";"12";"101";"5";"23";"69";"6";"149";"8";"5";"-"
"483005";"483005";"55";"10";"2";"1259";"1153";"5";"4";"1144";"344";"48";"176";"13";"39";"150";"13";"341";"11";"9";"-"
"483006";"483006";"55";"10";"2";"2501";"2199";"14";"3";"2182";"728";"55";"393";"17";"76";"284";"17";"582";"14";"16";"-"
"485001";"485001";"55";"10";"2";"1256";"1153";"21";"2";"1130";"304";"44";"132";"16";"78";"139";"28";"365";"7";"17";"-"
"485002";"485002";"55";"10";"2";"1473";"1286";"8";"1";"1277";"358";"61";"164";"12";"71";"132";"39";"420";"6";"14";"-"
"485003";"485003";"55";"10";"2";"1675";"1508";"13";"0";"1495";"469";"56";"228";"23";"140";"144";"20";"393";"5";"17";"-"
"485004";"485004";"55";"10";"2";"920";"799";"5";"2";"792";"223";"26";"131";"4";"30";"96";"7";"264";"5";"6";"-"
"485005";"485005";"55";"10";"2";"396";"356";"2";"1";"353";"96";"11";"37";"3";"22";"46";"10";"122";"2";"4";"-"
"487001";"487001";"57";"10";"2";"268";"236";"4";"0";"232";"70";"16";"23";"9";"13";"27";"7";"56";"2";"9";"-"
"487002";"487002";"57";"10";"2";"585";"495";"6";"1";"488";"131";"24";"66";"9";"31";"77";"9";"130";"4";"7";"-"
"487003";"487003";"57";"10";"2";"971";"844";"5";"1";"838";"258";"34";"86";"8";"36";"105";"19";"276";"5";"11";"-"
"487004";"487004";"57";"10";"2";"426";"375";"5";"2";"368";"90";"19";"31";"11";"34";"38";"3";"135";"1";"6";"-"
"487005";"487005";"57";"10";"2";"565";"498";"7";"1";"490";"111";"37";"46";"5";"22";"62";"3";"192";"5";"7";"-"
"489001";"489001";"53";"10";"2";"2142";"1932";"19";"6";"1907";"694";"62";"248";"21";"61";"278";"14";"502";"14";"13";"-"
"489002";"489002";"53";"10";"2";"378";"335";"5";"0";"330";"60";"13";"63";"5";"12";"70";"7";"91";"6";"3";"-"
"489003";"489003";"53";"10";"2";"481";"435";"3";"1";"431";"155";"7";"40";"9";"15";"79";"6";"116";"1";"3";"-"
"489004";"489004";"53";"10";"2";"679";"618";"4";"2";"612";"162";"31";"68";"10";"38";"89";"7";"189";"8";"10";"-"
"491001";"491001";"55";"10";"2";"4579";"4073";"39";"10";"4024";"1169";"136";"688";"61";"244";"626";"65";"942";"31";"62";"-"
"493001";"493001";"58";"10";"2";"893";"770";"1";"2";"767";"305";"18";"96";"36";"48";"84";"14";"149";"2";"15";"-"
"493002";"493002";"58";"10";"2";"675";"565";"0";"1";"564";"198";"7";"72";"17";"29";"65";"4";"158";"9";"5";"-"
"493003";"493003";"58";"10";"2";"459";"393";"3";"0";"390";"85";"12";"51";"12";"24";"45";"4";"146";"3";"8";"-"
"493004";"493004";"58";"10";"2";"780";"652";"3";"1";"648";"119";"19";"96";"31";"18";"89";"13";"242";"5";"16";"-"
"493005";"493005";"58";"10";"2";"303";"257";"1";"0";"256";"66";"8";"33";"5";"11";"32";"7";"94";"0";"0";"-"
"495001";"495001";"56";"10";"2";"166";"145";"2";"1";"142";"32";"6";"19";"1";"7";"13";"2";"58";"1";"3";"-"
"495002";"495002";"56";"10";"2";"614";"553";"5";"1";"547";"171";"27";"39";"3";"39";"69";"8";"180";"6";"5";"-"
"495003";"495003";"56";"10";"2";"797";"730";"15";"1";"714";"208";"23";"81";"9";"47";"76";"8";"249";"6";"7";"-"
"495004";"495004";"56";"10";"2";"208";"178";"1";"0";"177";"39";"10";"19";"1";"12";"24";"2";"63";"3";"4";"-"
"495005";"495005";"56";"10";"2";"223";"205";"2";"0";"203";"49";"8";"14";"4";"16";"35";"3";"69";"1";"4";"-"
"495006";"495006";"56";"10";"2";"660";"589";"6";"1";"582";"154";"30";"59";"3";"33";"76";"4";"209";"6";"8";"-"
"495007";"495007";"56";"10";"2";"428";"390";"4";"0";"386";"96";"16";"35";"3";"19";"57";"1";"148";"6";"5";"-"
"495008";"495008";"56";"10";"2";"430";"400";"5";"1";"394";"101";"17";"46";"8";"19";"36";"7";"144";"3";"13";"-"
"495009";"495009";"56";"10";"2";"217";"195";"1";"0";"194";"41";"6";"21";"4";"7";"35";"1";"73";"4";"2";"-"
"495010";"495010";"56";"10";"2";"1289";"1106";"17";"1";"1088";"285";"36";"140";"6";"31";"160";"10";"405";"10";"5";"-"
"497001";"497001";"53";"10";"2";"1279";"1152";"5";"0";"1147";"341";"64";"167";"21";"49";"112";"19";"357";"8";"9";"-"
"497002";"497002";"53";"10";"2";"2793";"2552";"22";"6";"2524";"763";"127";"414";"26";"130";"294";"43";"665";"13";"49";"-"
"497003";"497003";"53";"10";"2";"1778";"1590";"15";"4";"1571";"395";"70";"273";"29";"91";"210";"28";"444";"5";"26";"-"
"497004";"497004";"53";"10";"2";"760";"695";"9";"2";"684";"153";"32";"102";"14";"50";"87";"12";"222";"2";"10";"-"
"499001";"499001";"55";"10";"2";"2172";"1886";"11";"8";"1867";"556";"62";"300";"19";"54";"278";"31";"546";"13";"8";"-"
"499002";"499002";"55";"10";"2";"539";"486";"1";"1";"484";"110";"25";"70";"3";"22";"64";"17";"159";"2";"12";"-"
"499003";"499003";"55";"10";"2";"604";"539";"1";"2";"536";"163";"20";"50";"6";"36";"64";"10";"166";"3";"18";"-"
"499004";"499004";"55";"10";"2";"638";"562";"10";"0";"552";"126";"20";"94";"2";"17";"94";"10";"179";"4";"6";"-"
"501001";"501001";"62";"11";"3";"2017";"1802";"13";"4";"1785";"543";"74";"168";"19";"56";"276";"29";"591";"18";"11";"-"
"501002";"501002";"62";"11";"3";"801";"735";"9";"3";"723";"197";"27";"44";"12";"19";"117";"3";"296";"6";"2";"-"
"501003";"501003";"62";"11";"3";"1259";"1145";"7";"1";"1137";"321";"43";"77";"15";"34";"169";"20";"433";"9";"16";"-"
