"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1988 - Stemmeberettigede";"FV1988 - Afgivne stemmer";"FV1988 - Blanke stemmer";"FV1988 - Andre ugyldige stemmer";"FV1988 - Gyldige stemmer";"FV1988 - A. Socialdemokratiet";"FV1988 - B. Det Radikale Venstre";"FV1988 - C. Det Konservative Folkeparti";"FV1988 - F. Socialistisk Folkeparti";"FV1988 - G. De Grønne";"FV1988 - K. Danmarks Kommunistiske Parti";"FV1988 - M. Centrum-Demokraterne";"FV1988 - P. Fælles Kurs";"FV1988 - Q. Kristeligt Folkeparti";"FV1988 - V. Venstre, Danmarks Liberale Parti";"FV1988 - Y. Venstresocialisterne";"FV1988 - Z. Fremskridtspartiet";"FV1988 - 1. Uden for partierne";"FV1988 - 2. Uden for partierne";"FV1988 - 3. Uden for partierne"
"361001";"361001";"44";"8";"2";"1363";"1214";"5";"3";"1206";"463";"39";"239";"121";"11";"12";"67";"35";"6";"99";"5";"109";"-";"-";"-"
"361002";"361002";"44";"8";"2";"504";"433";"1";"2";"430";"167";"20";"79";"44";"12";"1";"16";"11";"2";"32";"2";"44";"-";"-";"-"
"361003";"361003";"44";"8";"2";"1204";"1082";"1";"1";"1080";"424";"51";"237";"79";"11";"1";"66";"17";"4";"89";"8";"93";"-";"-";"-"
"361004";"361004";"44";"8";"2";"814";"717";"7";"4";"706";"319";"35";"92";"52";"7";"1";"28";"24";"4";"65";"2";"77";"-";"-";"-"
"361005";"361005";"44";"8";"2";"250";"221";"1";"1";"219";"55";"11";"28";"14";"0";"1";"7";"5";"2";"56";"2";"38";"-";"-";"-"
"361006";"361006";"44";"8";"2";"458";"409";"0";"0";"409";"115";"22";"73";"32";"11";"3";"12";"11";"3";"92";"1";"34";"-";"-";"-"
"363001";"363001";"46";"8";"2";"4674";"4113";"31";"6";"4076";"1952";"149";"830";"332";"38";"17";"120";"57";"38";"239";"15";"289";"-";"-";"-"
"363002";"363002";"46";"8";"2";"70";"62";"1";"1";"60";"17";"1";"10";"1";"0";"0";"3";"1";"10";"11";"0";"6";"-";"-";"-"
"363003";"363003";"46";"8";"2";"940";"821";"3";"3";"815";"380";"36";"133";"79";"5";"3";"21";"20";"1";"62";"4";"71";"-";"-";"-"
"363004";"363004";"46";"8";"2";"428";"400";"2";"0";"398";"177";"13";"55";"36";"5";"2";"12";"11";"14";"47";"0";"26";"-";"-";"-"
"363005";"363005";"46";"8";"2";"878";"796";"1";"1";"794";"415";"30";"132";"51";"7";"4";"18";"11";"4";"59";"1";"62";"-";"-";"-"
"363007";"363007";"46";"8";"2";"926";"808";"9";"0";"799";"303";"44";"128";"75";"7";"0";"32";"14";"8";"131";"3";"54";"-";"-";"-"
"363106";"363106";"46";"8";"2";"792";"693";"3";"0";"690";"279";"24";"105";"64";"3";"5";"22";"12";"10";"90";"4";"72";"-";"-";"-"
"363107";"363107";"46";"8";"2";"396";"347";"1";"0";"346";"143";"7";"52";"35";"0";"0";"5";"25";"5";"30";"0";"44";"-";"-";"-"
"365002";"365002";"44";"8";"2";"687";"624";"7";"0";"617";"149";"28";"113";"75";"24";"8";"24";"27";"3";"82";"2";"82";"-";"-";"-"
"365004";"365004";"44";"8";"2";"542";"477";"5";"0";"472";"133";"34";"73";"54";"12";"4";"15";"7";"1";"107";"2";"30";"-";"-";"-"
"365006";"365006";"44";"8";"2";"1609";"1401";"14";"6";"1381";"607";"60";"204";"94";"13";"2";"57";"31";"14";"174";"2";"123";"-";"-";"-"
"365007";"365007";"44";"8";"2";"1204";"1065";"7";"2";"1056";"259";"64";"173";"126";"20";"12";"44";"28";"6";"224";"7";"93";"-";"-";"-"
"365101";"365101";"44";"8";"2";"2440";"2155";"16";"3";"2136";"799";"135";"463";"184";"22";"11";"96";"31";"16";"206";"8";"165";"-";"-";"-"
"365103";"365103";"44";"8";"2";"525";"453";"3";"1";"449";"124";"30";"65";"40";"7";"4";"19";"14";"2";"88";"2";"54";"-";"-";"-"
"365106";"365106";"44";"8";"2";"290";"264";"2";"3";"259";"75";"13";"37";"26";"1";"7";"10";"6";"0";"51";"0";"33";"-";"-";"-"
"365107";"365107";"44";"8";"2";"397";"348";"2";"0";"346";"94";"31";"45";"32";"8";"3";"12";"4";"2";"69";"3";"43";"-";"-";"-"
"365109";"365109";"44";"8";"2";"499";"450";"0";"0";"450";"106";"28";"71";"48";"7";"3";"25";"11";"3";"104";"1";"43";"-";"-";"-"
"365110";"365110";"44";"8";"2";"690";"589";"2";"0";"587";"141";"39";"83";"68";"13";"2";"32";"22";"2";"81";"3";"101";"-";"-";"-"
"365112";"365112";"44";"8";"2";"52";"48";"0";"0";"48";"13";"4";"4";"3";"0";"2";"6";"4";"0";"10";"0";"2";"-";"-";"-"
"367101";"367101";"45";"8";"2";"689";"587";"1";"2";"584";"212";"19";"148";"84";"11";"3";"17";"14";"5";"24";"1";"46";"-";"-";"-"
"367102";"367102";"45";"8";"2";"710";"544";"8";"3";"533";"257";"17";"77";"70";"5";"0";"14";"21";"8";"20";"0";"44";"-";"-";"-"
"367103";"367103";"45";"8";"2";"1747";"1530";"6";"0";"1524";"933";"33";"149";"183";"15";"7";"41";"48";"13";"25";"4";"73";"-";"-";"-"
"367104";"367104";"45";"8";"2";"1726";"1501";"5";"7";"1489";"884";"41";"151";"210";"8";"8";"36";"26";"15";"43";"1";"66";"-";"-";"-"
"367105";"367105";"45";"8";"2";"1466";"1293";"4";"2";"1287";"719";"33";"218";"132";"6";"9";"33";"23";"13";"35";"2";"64";"-";"-";"-"
"367106";"367106";"45";"8";"2";"1214";"1076";"10";"1";"1065";"545";"54";"167";"148";"1";"4";"30";"19";"24";"33";"2";"38";"-";"-";"-"
"367107";"367107";"45";"8";"2";"1576";"1426";"7";"5";"1414";"839";"46";"183";"141";"9";"11";"36";"26";"14";"40";"1";"68";"-";"-";"-"
"367108";"367108";"45";"8";"2";"525";"470";"3";"2";"465";"273";"12";"58";"66";"1";"1";"13";"5";"3";"10";"0";"23";"-";"-";"-"
"367109";"367109";"45";"8";"2";"713";"641";"2";"1";"638";"401";"12";"72";"48";"4";"7";"15";"18";"2";"13";"1";"45";"-";"-";"-"
"367110";"367110";"45";"8";"2";"1072";"959";"4";"2";"953";"505";"22";"145";"119";"10";"5";"36";"8";"4";"31";"1";"67";"-";"-";"-"
"367111";"367111";"45";"8";"2";"945";"844";"7";"3";"834";"519";"28";"87";"106";"9";"3";"11";"21";"1";"11";"2";"36";"-";"-";"-"
"367112";"367112";"45";"8";"2";"393";"351";"1";"1";"349";"207";"10";"34";"24";"1";"1";"4";"2";"3";"22";"1";"40";"-";"-";"-"
"369001";"369001";"47";"8";"2";"2077";"1739";"12";"3";"1724";"598";"73";"437";"219";"28";"17";"43";"36";"37";"104";"13";"119";"-";"-";"-"
"369002";"369002";"47";"8";"2";"3219";"2738";"17";"4";"2717";"1251";"103";"446";"338";"26";"15";"104";"49";"43";"126";"13";"203";"-";"-";"-"
"369003";"369003";"47";"8";"2";"3602";"3118";"18";"6";"3094";"1465";"136";"557";"276";"21";"6";"148";"46";"51";"187";"4";"197";"-";"-";"-"
"369004";"369004";"47";"8";"2";"1906";"1581";"17";"6";"1558";"758";"64";"288";"154";"17";"6";"49";"30";"19";"63";"3";"107";"-";"-";"-"
"369005";"369005";"47";"8";"2";"2186";"1956";"11";"3";"1942";"861";"112";"410";"172";"25";"15";"80";"26";"24";"119";"4";"94";"-";"-";"-"
"369006";"369006";"47";"8";"2";"642";"584";"6";"0";"578";"219";"30";"91";"63";"6";"1";"19";"11";"4";"91";"2";"41";"-";"-";"-"
"369007";"369007";"47";"8";"2";"1254";"1140";"14";"2";"1124";"490";"45";"166";"134";"13";"7";"50";"16";"12";"89";"5";"97";"-";"-";"-"
"369008";"369008";"47";"8";"2";"807";"708";"9";"1";"698";"272";"46";"106";"47";"3";"2";"22";"14";"11";"75";"6";"94";"-";"-";"-"
"369009";"369009";"47";"8";"2";"996";"880";"8";"2";"870";"294";"53";"112";"87";"5";"3";"40";"24";"6";"152";"2";"92";"-";"-";"-"
"369010";"369010";"47";"8";"2";"545";"464";"6";"0";"458";"205";"17";"50";"57";"3";"3";"18";"20";"0";"38";"0";"47";"-";"-";"-"
"369011";"369011";"47";"8";"2";"2689";"2419";"12";"3";"2404";"843";"132";"531";"208";"21";"9";"131";"39";"35";"275";"4";"176";"-";"-";"-"
"371001";"371001";"46";"8";"2";"1660";"1426";"15";"2";"1409";"486";"69";"301";"113";"19";"3";"63";"33";"8";"174";"7";"133";"-";"-";"-"
"371002";"371002";"46";"8";"2";"1120";"985";"14";"2";"969";"350";"64";"153";"65";"12";"4";"30";"23";"11";"160";"6";"91";"-";"-";"-"
"371003";"371003";"46";"8";"2";"827";"711";"6";"3";"702";"213";"61";"116";"43";"4";"3";"21";"14";"9";"141";"1";"76";"-";"-";"-"
"371004";"371004";"46";"8";"2";"891";"783";"6";"1";"776";"257";"44";"125";"62";"9";"3";"23";"13";"3";"148";"4";"85";"-";"-";"-"
"373020";"373020";"43";"8";"2";"2814";"2487";"16";"2";"2469";"967";"116";"596";"264";"15";"9";"125";"24";"35";"135";"8";"175";"-";"-";"-"
"373021";"373021";"43";"8";"2";"2796";"2282";"14";"3";"2265";"733";"106";"614";"331";"35";"28";"66";"43";"33";"124";"17";"135";"-";"-";"-"
"373022";"373022";"43";"8";"2";"4251";"3595";"21";"4";"3570";"1431";"155";"597";"606";"58";"38";"136";"103";"56";"152";"27";"211";"-";"-";"-"
"373023";"373023";"43";"8";"2";"4675";"3981";"22";"3";"3956";"1411";"194";"874";"544";"46";"29";"214";"83";"69";"203";"15";"274";"-";"-";"-"
"373024";"373024";"43";"8";"2";"3193";"2742";"14";"1";"2727";"1099";"105";"540";"403";"25";"13";"111";"53";"34";"128";"4";"212";"-";"-";"-"
"373025";"373025";"43";"8";"2";"2744";"2354";"18";"2";"2334";"1037";"107";"439";"242";"21";"8";"103";"32";"50";"102";"9";"184";"-";"-";"-"
"373026";"373026";"43";"8";"2";"2805";"2510";"6";"2";"2502";"678";"162";"725";"244";"30";"4";"175";"23";"36";"237";"11";"177";"-";"-";"-"
"373027";"373027";"43";"8";"2";"2320";"2032";"12";"2";"2018";"596";"130";"537";"187";"22";"4";"119";"31";"44";"168";"3";"177";"-";"-";"-"
"373028";"373028";"43";"8";"2";"4028";"3141";"19";"9";"3113";"1191";"126";"568";"553";"28";"31";"131";"85";"32";"115";"12";"241";"-";"-";"-"
"373029";"373029";"43";"8";"2";"618";"543";"2";"0";"541";"154";"31";"120";"83";"15";"1";"25";"15";"1";"49";"1";"46";"-";"-";"-"
"373030";"373030";"43";"8";"2";"557";"516";"5";"0";"511";"123";"24";"145";"56";"2";"3";"25";"6";"3";"78";"4";"42";"-";"-";"-"
"373031";"373031";"43";"8";"2";"626";"550";"5";"0";"545";"159";"30";"106";"65";"4";"6";"20";"8";"6";"73";"1";"67";"-";"-";"-"
"373032";"373032";"43";"8";"2";"1436";"1266";"4";"1";"1261";"321";"73";"327";"142";"16";"8";"95";"11";"32";"107";"2";"127";"-";"-";"-"
"373033";"373033";"43";"8";"2";"437";"382";"1";"0";"381";"66";"8";"82";"41";"8";"2";"16";"8";"3";"104";"1";"42";"-";"-";"-"
"373034";"373034";"43";"8";"2";"395";"362";"1";"2";"359";"93";"14";"72";"33";"5";"3";"14";"12";"0";"78";"3";"32";"-";"-";"-"
"373035";"373035";"43";"8";"2";"1473";"1321";"7";"1";"1313";"328";"75";"390";"132";"24";"13";"65";"14";"16";"132";"5";"119";"-";"-";"-"
"375001";"375001";"47";"8";"2";"515";"428";"4";"1";"423";"130";"21";"58";"44";"6";"4";"11";"14";"1";"92";"1";"41";"-";"-";"-"
"375002";"375002";"47";"8";"2";"1103";"942";"8";"2";"932";"315";"46";"139";"93";"5";"4";"46";"29";"3";"136";"1";"115";"-";"-";"-"
"375003";"375003";"47";"8";"2";"2071";"1841";"15";"3";"1823";"639";"127";"315";"142";"11";"10";"75";"43";"18";"278";"3";"162";"-";"-";"-"
"375005";"375005";"47";"8";"2";"492";"430";"3";"0";"427";"133";"28";"42";"52";"11";"0";"22";"11";"4";"78";"2";"44";"-";"-";"-"
"375006";"375006";"47";"8";"2";"584";"489";"2";"2";"485";"162";"21";"70";"56";"5";"5";"15";"11";"5";"86";"1";"48";"-";"-";"-"
"375007";"375007";"47";"8";"2";"377";"332";"3";"0";"329";"95";"25";"51";"23";"1";"1";"11";"8";"0";"76";"1";"37";"-";"-";"-"
"375008";"375008";"47";"8";"2";"634";"568";"4";"0";"564";"212";"30";"91";"49";"9";"4";"27";"14";"5";"58";"2";"63";"-";"-";"-"
"375009";"375009";"47";"8";"2";"690";"597";"11";"0";"586";"212";"41";"86";"63";"6";"0";"23";"19";"10";"54";"0";"72";"-";"-";"-"
"375010";"375010";"47";"8";"2";"1045";"929";"8";"1";"920";"367";"46";"133";"90";"10";"6";"28";"17";"2";"111";"4";"106";"-";"-";"-"
"377001";"377001";"42";"8";"2";"3229";"2801";"13";"6";"2782";"803";"144";"652";"357";"34";"20";"134";"51";"7";"276";"12";"292";"-";"-";"-"
"377002";"377002";"42";"8";"2";"553";"483";"4";"0";"479";"117";"29";"75";"81";"9";"9";"16";"15";"0";"83";"0";"45";"-";"-";"-"
"377003";"377003";"42";"8";"2";"603";"524";"3";"1";"520";"119";"22";"85";"76";"17";"17";"10";"14";"11";"97";"5";"47";"-";"-";"-"
"377004";"377004";"42";"8";"2";"936";"818";"4";"0";"814";"234";"53";"155";"77";"12";"7";"43";"25";"3";"126";"2";"77";"-";"-";"-"
"379001";"379001";"45";"8";"2";"643";"565";"2";"0";"563";"233";"13";"103";"36";"3";"1";"11";"20";"1";"80";"3";"59";"-";"-";"-"
"379002";"379002";"45";"8";"2";"559";"490";"3";"3";"484";"129";"27";"98";"31";"8";"5";"12";"14";"5";"84";"2";"69";"-";"-";"-"
"379003";"379003";"45";"8";"2";"210";"183";"2";"0";"181";"46";"12";"20";"14";"4";"0";"6";"5";"3";"52";"0";"19";"-";"-";"-"
"379005";"379005";"45";"8";"2";"1581";"1358";"4";"2";"1352";"608";"36";"188";"117";"14";"1";"27";"41";"13";"161";"2";"144";"-";"-";"-"
"379007";"379007";"45";"8";"2";"451";"384";"3";"2";"379";"174";"10";"56";"34";"7";"1";"8";"5";"3";"41";"0";"40";"-";"-";"-"
"379008";"379008";"45";"8";"2";"789";"687";"6";"1";"680";"290";"31";"111";"54";"6";"4";"36";"16";"4";"61";"2";"65";"-";"-";"-"
"379009";"379009";"45";"8";"2";"591";"532";"5";"0";"527";"256";"22";"61";"40";"2";"2";"16";"12";"5";"67";"1";"43";"-";"-";"-"
"379010";"379010";"45";"8";"2";"258";"226";"0";"0";"226";"90";"9";"16";"13";"5";"0";"6";"10";"4";"32";"3";"38";"-";"-";"-"
"381001";"381001";"45";"8";"2";"384";"352";"2";"0";"350";"147";"13";"39";"37";"0";"3";"12";"8";"12";"50";"0";"29";"-";"-";"-"
"381002";"381002";"45";"8";"2";"369";"314";"0";"0";"314";"108";"16";"77";"17";"0";"1";"6";"4";"12";"37";"2";"34";"-";"-";"-"
"381003";"381003";"45";"8";"2";"515";"457";"1";"0";"456";"198";"21";"61";"45";"4";"3";"10";"8";"4";"57";"0";"45";"-";"-";"-"
"381004";"381004";"45";"8";"2";"584";"515";"5";"1";"509";"230";"20";"54";"54";"4";"0";"7";"16";"2";"79";"1";"42";"-";"-";"-"
"381005";"381005";"45";"8";"2";"1147";"1004";"12";"3";"989";"403";"38";"149";"72";"3";"3";"26";"26";"7";"154";"0";"108";"-";"-";"-"
"383001";"383001";"46";"8";"2";"2638";"2309";"18";"6";"2285";"876";"126";"426";"236";"16";"16";"67";"48";"15";"271";"4";"184";"-";"-";"-"
"383002";"383002";"46";"8";"2";"1881";"1439";"10";"4";"1425";"687";"47";"175";"219";"14";"5";"34";"32";"8";"58";"3";"143";"-";"-";"-"
"383003";"383003";"46";"8";"2";"1048";"922";"5";"3";"914";"317";"30";"110";"99";"9";"6";"43";"31";"25";"181";"4";"59";"-";"-";"-"
"385001";"385001";"42";"8";"2";"2335";"2024";"11";"0";"2013";"544";"113";"363";"243";"25";"12";"92";"61";"24";"352";"9";"175";"-";"-";"-"
"385002";"385002";"42";"8";"2";"2503";"2196";"13";"1";"2182";"599";"149";"455";"216";"28";"20";"98";"68";"16";"340";"7";"186";"-";"-";"-"
"387001";"387001";"46";"8";"2";"2014";"1675";"10";"14";"1651";"818";"64";"307";"148";"7";"6";"45";"29";"10";"109";"5";"103";"-";"-";"-"
"387002";"387002";"46";"8";"2";"919";"804";"5";"2";"797";"287";"33";"139";"65";"6";"5";"27";"24";"12";"107";"2";"90";"-";"-";"-"
"387003";"387003";"46";"8";"2";"748";"661";"8";"1";"652";"263";"28";"83";"51";"3";"4";"19";"11";"6";"133";"1";"50";"-";"-";"-"
"387005";"387005";"46";"8";"2";"607";"552";"2";"1";"549";"211";"23";"56";"38";"7";"0";"14";"15";"4";"115";"1";"65";"-";"-";"-"
"387006";"387006";"46";"8";"2";"614";"536";"4";"2";"530";"200";"26";"71";"42";"4";"3";"14";"9";"4";"94";"2";"61";"-";"-";"-"
"387007";"387007";"46";"8";"2";"639";"573";"3";"0";"570";"216";"29";"104";"50";"2";"2";"16";"9";"8";"83";"5";"46";"-";"-";"-"
"387104";"387104";"46";"8";"2";"1810";"1644";"16";"4";"1624";"792";"65";"249";"128";"8";"3";"54";"15";"11";"147";"2";"150";"-";"-";"-"
"389001";"389001";"42";"8";"2";"3524";"3017";"37";"9";"2971";"916";"131";"678";"294";"32";"13";"184";"69";"30";"405";"9";"210";"-";"-";"-"
"389002";"389002";"42";"8";"2";"1765";"1551";"9";"3";"1539";"430";"52";"339";"166";"22";"18";"94";"56";"8";"202";"8";"144";"-";"-";"-"
"389003";"389003";"42";"8";"2";"906";"796";"3";"3";"790";"188";"42";"157";"92";"8";"5";"40";"18";"2";"169";"2";"67";"-";"-";"-"
"389004";"389004";"42";"8";"2";"971";"828";"3";"1";"824";"201";"46";"158";"127";"8";"5";"37";"23";"8";"119";"6";"86";"-";"-";"-"
"389005";"389005";"42";"8";"2";"883";"765";"3";"0";"762";"173";"50";"162";"91";"18";"11";"35";"28";"6";"125";"12";"51";"-";"-";"-"
"391005";"391005";"47";"8";"2";"1071";"961";"3";"2";"956";"352";"52";"117";"105";"11";"7";"45";"17";"9";"170";"4";"67";"-";"-";"-"
"391101";"391101";"47";"8";"2";"1650";"1449";"4";"3";"1442";"611";"65";"298";"130";"8";"11";"44";"38";"14";"99";"3";"121";"-";"-";"-"
"391104";"391104";"47";"8";"2";"816";"740";"3";"2";"735";"250";"54";"119";"51";"10";"2";"26";"18";"5";"135";"0";"65";"-";"-";"-"
"391105";"391105";"47";"8";"2";"264";"232";"1";"0";"231";"92";"9";"25";"19";"1";"0";"3";"6";"2";"58";"0";"16";"-";"-";"-"
"391106";"391106";"47";"8";"2";"221";"199";"3";"1";"195";"56";"9";"35";"13";"0";"1";"8";"3";"4";"50";"0";"16";"-";"-";"-"
"391107";"391107";"47";"8";"2";"333";"289";"2";"0";"287";"91";"22";"49";"31";"4";"0";"16";"12";"0";"47";"2";"13";"-";"-";"-"
"391108";"391108";"47";"8";"2";"1003";"878";"3";"0";"875";"277";"59";"131";"91";"10";"1";"31";"20";"10";"149";"2";"94";"-";"-";"-"
"393001";"393001";"43";"8";"2";"2098";"1867";"13";"1";"1853";"625";"88";"282";"208";"23";"12";"108";"41";"28";"256";"9";"173";"-";"-";"-"
"393002";"393002";"43";"8";"2";"449";"393";"3";"0";"390";"99";"15";"50";"56";"9";"1";"18";"7";"11";"92";"2";"30";"-";"-";"-"
"393003";"393003";"43";"8";"2";"513";"445";"5";"0";"440";"121";"29";"67";"50";"2";"3";"24";"13";"3";"75";"2";"51";"-";"-";"-"
"393004";"393004";"43";"8";"2";"2163";"1875";"6";"6";"1863";"655";"88";"309";"237";"19";"7";"102";"42";"14";"213";"7";"170";"-";"-";"-"
"393005";"393005";"43";"8";"2";"736";"653";"5";"2";"646";"168";"44";"93";"91";"8";"4";"41";"17";"8";"104";"6";"62";"-";"-";"-"
"395001";"395001";"47";"8";"2";"1465";"1293";"15";"2";"1276";"401";"65";"232";"126";"11";"1";"61";"22";"5";"274";"4";"74";"-";"-";"-"
"395002";"395002";"47";"8";"2";"2089";"1855";"22";"3";"1830";"551";"101";"426";"131";"19";"3";"74";"25";"17";"292";"5";"186";"-";"-";"-"
"395003";"395003";"47";"8";"2";"390";"336";"0";"0";"336";"106";"9";"52";"31";"3";"1";"4";"19";"1";"77";"0";"33";"-";"-";"-"
"395004";"395004";"47";"8";"2";"1143";"989";"4";"4";"981";"400";"34";"139";"99";"6";"15";"47";"51";"8";"59";"2";"121";"-";"-";"-"
"397001";"397001";"44";"8";"2";"4377";"3725";"28";"15";"3682";"1406";"186";"892";"381";"47";"22";"181";"75";"36";"232";"15";"209";"-";"-";"-"
"397002";"397002";"44";"8";"2";"2974";"2586";"17";"6";"2563";"1238";"103";"432";"301";"34";"12";"98";"40";"20";"90";"4";"191";"-";"-";"-"
"397003";"397003";"44";"8";"2";"1601";"1456";"10";"1";"1445";"445";"78";"341";"154";"17";"18";"98";"22";"13";"161";"7";"91";"-";"-";"-"
"397004";"397004";"44";"8";"2";"1959";"1725";"14";"0";"1711";"725";"76";"293";"175";"23";"10";"81";"39";"7";"124";"15";"143";"-";"-";"-"
"397005";"397005";"44";"8";"2";"736";"627";"3";"2";"622";"178";"26";"162";"77";"12";"6";"33";"18";"7";"52";"1";"50";"-";"-";"-"
"397006";"397006";"44";"8";"2";"965";"822";"1";"0";"821";"247";"27";"177";"110";"9";"1";"34";"27";"8";"99";"5";"77";"-";"-";"-"
"397007";"397007";"44";"8";"2";"175";"148";"0";"0";"148";"28";"1";"43";"8";"1";"1";"19";"0";"0";"20";"0";"27";"-";"-";"-"
"397008";"397008";"44";"8";"2";"736";"642";"1";"0";"641";"189";"34";"82";"79";"7";"5";"28";"23";"7";"110";"1";"76";"-";"-";"-"
"397009";"397009";"44";"8";"2";"1589";"1406";"8";"4";"1394";"613";"55";"237";"110";"6";"8";"63";"31";"7";"147";"2";"115";"-";"-";"-"
"397010";"397010";"44";"8";"2";"296";"266";"3";"1";"262";"72";"6";"38";"26";"4";"1";"11";"11";"2";"52";"1";"38";"-";"-";"-"
"401001";"401001";"49";"9";"2";"1612";"1330";"12";"3";"1315";"489";"45";"139";"162";"20";"12";"26";"19";"51";"217";"4";"131";"-";"-";"-"
"401002";"401002";"49";"9";"2";"1297";"1073";"12";"2";"1059";"302";"30";"133";"88";"17";"8";"21";"18";"79";"240";"0";"123";"-";"-";"-"
"401003";"401003";"49";"9";"2";"437";"379";"2";"2";"375";"88";"23";"37";"22";"7";"1";"7";"9";"13";"119";"1";"48";"-";"-";"-"
"401004";"401004";"49";"9";"2";"764";"667";"4";"0";"663";"128";"17";"66";"53";"7";"2";"18";"13";"63";"208";"2";"86";"-";"-";"-"
"401005";"401005";"49";"9";"2";"693";"607";"6";"1";"600";"162";"21";"91";"77";"12";"2";"14";"14";"32";"100";"5";"70";"-";"-";"-"
"401006";"401006";"49";"9";"2";"1426";"1238";"10";"0";"1228";"320";"45";"111";"111";"21";"3";"22";"25";"129";"311";"1";"129";"-";"-";"-"
"403001";"403001";"48";"9";"2";"1559";"1318";"16";"1";"1301";"548";"30";"142";"110";"7";"6";"18";"25";"53";"230";"0";"132";"-";"-";"-"
"403002";"403002";"48";"9";"2";"1508";"1314";"18";"2";"1294";"347";"37";"120";"98";"13";"9";"30";"9";"85";"367";"5";"174";"-";"-";"-"
"403003";"403003";"48";"9";"2";"1369";"1227";"10";"1";"1216";"428";"31";"138";"95";"4";"5";"41";"29";"70";"249";"1";"125";"-";"-";"-"
"403005";"403005";"48";"9";"2";"587";"528";"5";"2";"521";"162";"15";"48";"37";"12";"2";"16";"11";"22";"139";"2";"55";"-";"-";"-"
"405001";"405001";"49";"9";"2";"2979";"2383";"13";"1";"2369";"824";"88";"225";"178";"28";"12";"76";"55";"126";"471";"1";"285";"-";"-";"-"
"405003";"405003";"49";"9";"2";"895";"757";"8";"1";"748";"191";"39";"62";"64";"21";"2";"18";"10";"38";"205";"4";"94";"-";"-";"-"
"405004";"405004";"49";"9";"2";"812";"687";"3";"3";"681";"188";"20";"52";"56";"8";"1";"22";"9";"47";"180";"1";"97";"-";"-";"-"
"405005";"405005";"49";"9";"2";"970";"810";"4";"2";"804";"230";"24";"82";"52";"18";"1";"28";"13";"37";"209";"3";"107";"-";"-";"-"
"405102";"405102";"49";"9";"2";"932";"786";"1";"4";"781";"226";"36";"90";"106";"16";"7";"19";"16";"33";"147";"5";"80";"-";"-";"-"
"405105";"405105";"49";"9";"2";"240";"200";"1";"1";"198";"54";"8";"9";"23";"3";"2";"3";"6";"16";"59";"0";"15";"-";"-";"-"
"407001";"407001";"48";"9";"2";"11947";"10085";"87";"23";"9975";"4132";"293";"1240";"1111";"99";"56";"365";"143";"393";"1315";"21";"807";"-";"-";"-"
"409001";"409001";"49";"9";"2";"2739";"2354";"34";"3";"2317";"721";"83";"207";"183";"21";"8";"51";"33";"153";"544";"5";"308";"-";"-";"-"
"409003";"409003";"49";"9";"2";"795";"669";"4";"2";"663";"246";"21";"79";"47";"11";"3";"11";"6";"10";"153";"1";"75";"-";"-";"-"
"409004";"409004";"49";"9";"2";"593";"535";"3";"1";"531";"182";"20";"26";"41";"8";"4";"12";"8";"29";"142";"0";"59";"-";"-";"-"
"409005";"409005";"49";"9";"2";"1145";"997";"7";"2";"988";"291";"26";"97";"92";"10";"0";"22";"13";"58";"264";"3";"112";"-";"-";"-"
"411001";"411001";"49";"9";"2";"85";"73";"1";"0";"72";"14";"8";"9";"18";"1";"0";"2";"0";"0";"12";"3";"5";"-";"-";"-"
"421001";"421001";"54";"10";"2";"5211";"4400";"27";"10";"4363";"1627";"236";"836";"467";"37";"24";"107";"86";"76";"424";"13";"429";"1";"-";"-"
"421002";"421002";"54";"10";"2";"1387";"1189";"7";"0";"1182";"378";"82";"202";"114";"12";"5";"24";"17";"14";"205";"3";"126";"0";"-";"-"
"421003";"421003";"54";"10";"2";"695";"612";"3";"0";"609";"171";"24";"98";"75";"7";"0";"15";"25";"0";"118";"3";"73";"0";"-";"-"
"421004";"421004";"54";"10";"2";"766";"670";"3";"0";"667";"205";"35";"71";"50";"5";"3";"20";"14";"13";"139";"2";"109";"1";"-";"-"
"421005";"421005";"54";"10";"2";"233";"202";"0";"0";"202";"45";"12";"26";"11";"1";"2";"11";"4";"3";"50";"2";"35";"0";"-";"-"
"421006";"421006";"54";"10";"2";"43";"38";"0";"0";"38";"2";"1";"9";"0";"0";"0";"2";"0";"0";"22";"1";"1";"0";"-";"-"
"423001";"423001";"55";"10";"2";"2558";"2172";"19";"3";"2150";"850";"127";"392";"199";"26";"8";"68";"39";"28";"225";"6";"182";"0";"-";"-"
"423002";"423002";"55";"10";"2";"306";"263";"1";"0";"262";"59";"25";"31";"27";"3";"2";"9";"7";"2";"70";"0";"27";"0";"-";"-"
"423003";"423003";"55";"10";"2";"374";"325";"2";"1";"322";"108";"21";"39";"20";"6";"0";"7";"8";"0";"76";"1";"36";"0";"-";"-"
"423004";"423004";"55";"10";"2";"333";"308";"0";"0";"308";"59";"19";"32";"16";"3";"3";"8";"2";"4";"121";"0";"41";"0";"-";"-"
"423005";"423005";"55";"10";"2";"462";"419";"1";"1";"417";"101";"27";"68";"35";"2";"4";"12";"10";"2";"91";"0";"65";"0";"-";"-"
"423006";"423006";"55";"10";"2";"691";"596";"4";"0";"592";"178";"54";"76";"31";"4";"2";"21";"17";"9";"106";"0";"94";"0";"-";"-"
