"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2011 - Personlige stemmer i alt";"FV2011 - A - personlige stemmer i alt";"FV2011 - B - personlige stemmer i alt";"FV2011 - C - personlige stemmer i alt";"FV2011 - F - personlige stemmer i alt";"FV2011 - I - personlige stemmer i alt";"FV2011 - K - personlige stemmer i alt";"FV2011 - O - personlige stemmer i alt";"FV2011 - V - personlige stemmer i alt";"FV2011 - Ø - personlige stemmer i alt";"FV2011 - UP - personlige stemmer i alt";"FV2011 - A-01";"FV2011 - A-02";"FV2011 - A-03";"FV2011 - A-04";"FV2011 - A-05";"FV2011 - A-06";"FV2011 - A-07";"FV2011 - A-08";"FV2011 - A-09";"FV2011 - A-10";"FV2011 - A-11";"FV2011 - A-12";"FV2011 - A-13";"FV2011 - B-01";"FV2011 - B-02";"FV2011 - B-03";"FV2011 - B-04";"FV2011 - B-05";"FV2011 - B-06";"FV2011 - B-07";"FV2011 - B-08";"FV2011 - B-09";"FV2011 - B-10";"FV2011 - B-11";"FV2011 - B-12";"FV2011 - C-01";"FV2011 - C-02";"FV2011 - C-03";"FV2011 - C-04";"FV2011 - C-05";"FV2011 - C-06";"FV2011 - C-07";"FV2011 - C-08";"FV2011 - C-09";"FV2011 - C-10";"FV2011 - C-11";"FV2011 - C-12";"FV2011 - C-13";"FV2011 - F-01";"FV2011 - F-02";"FV2011 - F-03";"FV2011 - F-04";"FV2011 - F-05";"FV2011 - F-06";"FV2011 - F-07";"FV2011 - F-08";"FV2011 - F-09";"FV2011 - F-10";"FV2011 - F-11";"FV2011 - F-12";"FV2011 - F-13";"FV2011 - I-01";"FV2011 - I-02";"FV2011 - I-03";"FV2011 - I-04";"FV2011 - I-05";"FV2011 - I-06";"FV2011 - I-07";"FV2011 - I-08";"FV2011 - I-09";"FV2011 - I-10";"FV2011 - I-11";"FV2011 - I-12";"FV2011 - K-01";"FV2011 - K-02";"FV2011 - K-03";"FV2011 - K-04";"FV2011 - K-05";"FV2011 - K-06";"FV2011 - K-07";"FV2011 - K-08";"FV2011 - K-09";"FV2011 - K-10";"FV2011 - K-11";"FV2011 - K-12";"FV2011 - K-13";"FV2011 - O-01";"FV2011 - O-02";"FV2011 - O-03";"FV2011 - O-04";"FV2011 - O-05";"FV2011 - O-06";"FV2011 - O-07";"FV2011 - O-08";"FV2011 - O-09";"FV2011 - O-10";"FV2011 - O-11";"FV2011 - O-12";"FV2011 - O-13";"FV2011 - V-01";"FV2011 - V-02";"FV2011 - V-03";"FV2011 - V-04";"FV2011 - V-05";"FV2011 - V-06";"FV2011 - V-07";"FV2011 - V-08";"FV2011 - V-09";"FV2011 - V-10";"FV2011 - V-11";"FV2011 - V-12";"FV2011 - V-13";"FV2011 - Ø-01";"FV2011 - Ø-02";"FV2011 - Ø-03";"FV2011 - Ø-04";"FV2011 - Ø-05";"FV2011 - Ø-06";"FV2011 - Ø-07";"FV2011 - Ø-08";"FV2011 - Ø-09";"FV2011 - Ø-10";"FV2011 - Ø-11";"FV2011 - Ø-12";"FV2011 - UP-01";"FV2011 - UP-02";"FV2011 - UP-03";"FV2011 - UP-04";"FV2011 - UP-05";"FV2011 - UP-06"
"461016";"461016";"42";"6";"2";"1085";"399";"43";"100";"101";"35";"3";"113";"250";"38";"3";"11";"110";"94";"11";"1";"160";"11";"1";"-";"-";"-";"-";"-";"7";"28";"1";"7";"-";"-";"-";"-";"-";"-";"-";"-";"16";"1";"52";"29";"1";"0";"0";"1";"-";"-";"-";"-";"-";"35";"5";"2";"19";"1";"18";"16";"5";"-";"-";"-";"-";"-";"2";"3";"1";"4";"25";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"2";"1";"0";"0";"-";"-";"-";"-";"37";"11";"35";"5";"0";"2";"4";"19";"-";"-";"-";"-";"-";"14";"78";"18";"4";"4";"121";"1";"10";"-";"-";"-";"-";"-";"16";"18";"0";"0";"0";"0";"0";"4";"-";"-";"-";"-";"1";"2";"-";"-";"-";"-"
"461017";"461017";"42";"6";"2";"1967";"808";"67";"150";"181";"41";"7";"197";"440";"75";"1";"17";"281";"189";"18";"5";"263";"31";"4";"-";"-";"-";"-";"-";"11";"41";"0";"15";"-";"-";"-";"-";"-";"-";"-";"-";"32";"2";"62";"47";"1";"0";"0";"6";"-";"-";"-";"-";"-";"82";"2";"1";"52";"0";"33";"7";"4";"-";"-";"-";"-";"-";"3";"4";"1";"1";"32";"-";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"0";"4";"0";"1";"0";"-";"-";"-";"-";"61";"12";"69";"4";"1";"1";"6";"43";"-";"-";"-";"-";"-";"32";"119";"45";"7";"11";"208";"3";"15";"-";"-";"-";"-";"-";"31";"26";"2";"0";"2";"1";"0";"13";"-";"-";"-";"-";"1";"0";"-";"-";"-";"-"
"461018";"461018";"42";"6";"2";"1825";"688";"91";"185";"120";"59";"3";"168";"455";"56";"0";"16";"201";"162";"16";"1";"252";"38";"2";"-";"-";"-";"-";"-";"15";"58";"2";"16";"-";"-";"-";"-";"-";"-";"-";"-";"57";"2";"70";"53";"2";"1";"0";"0";"-";"-";"-";"-";"-";"57";"1";"0";"35";"0";"12";"7";"8";"-";"-";"-";"-";"-";"6";"15";"1";"7";"30";"-";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"0";"0";"2";"0";"0";"-";"-";"-";"-";"54";"15";"55";"12";"4";"1";"0";"27";"-";"-";"-";"-";"-";"35";"121";"46";"12";"8";"207";"2";"24";"-";"-";"-";"-";"-";"21";"26";"1";"3";"0";"1";"1";"3";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"461019";"461019";"42";"6";"2";"1356";"455";"48";"168";"98";"43";"6";"141";"364";"33";"0";"8";"122";"116";"8";"2";"168";"31";"0";"-";"-";"-";"-";"-";"4";"32";"3";"9";"-";"-";"-";"-";"-";"-";"-";"-";"72";"0";"41";"54";"1";"0";"0";"0";"-";"-";"-";"-";"-";"40";"1";"1";"36";"1";"13";"4";"2";"-";"-";"-";"-";"-";"8";"7";"1";"3";"24";"-";"-";"-";"-";"-";"-";"-";"1";"1";"0";"0";"0";"2";"2";"0";"0";"-";"-";"-";"-";"43";"8";"52";"5";"2";"1";"2";"28";"-";"-";"-";"-";"-";"33";"103";"22";"18";"9";"159";"3";"17";"-";"-";"-";"-";"-";"14";"15";"0";"0";"3";"0";"0";"1";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"461020";"461020";"42";"6";"2";"1501";"541";"49";"120";"119";"47";"3";"196";"394";"32";"0";"11";"163";"136";"11";"2";"192";"25";"1";"-";"-";"-";"-";"-";"5";"38";"2";"4";"-";"-";"-";"-";"-";"-";"-";"-";"21";"0";"50";"46";"1";"0";"0";"2";"-";"-";"-";"-";"-";"42";"5";"1";"41";"2";"25";"3";"0";"-";"-";"-";"-";"-";"5";"6";"1";"5";"30";"-";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"0";"1";"0";"1";"0";"-";"-";"-";"-";"52";"33";"60";"12";"0";"2";"0";"37";"-";"-";"-";"-";"-";"35";"78";"24";"3";"5";"215";"2";"32";"-";"-";"-";"-";"-";"17";"11";"0";"1";"0";"0";"2";"1";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"461021";"461021";"42";"6";"2";"689";"204";"34";"66";"51";"18";"4";"88";"192";"31";"1";"2";"53";"65";"4";"1";"65";"12";"2";"-";"-";"-";"-";"-";"3";"20";"5";"6";"-";"-";"-";"-";"-";"-";"-";"-";"16";"0";"17";"28";"3";"0";"0";"2";"-";"-";"-";"-";"-";"16";"4";"2";"16";"1";"6";"4";"2";"-";"-";"-";"-";"-";"2";"4";"0";"0";"12";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"3";"1";"0";"0";"-";"-";"-";"-";"18";"23";"19";"6";"0";"3";"1";"18";"-";"-";"-";"-";"-";"21";"71";"13";"4";"3";"72";"0";"8";"-";"-";"-";"-";"-";"13";"12";"0";"2";"1";"0";"2";"1";"-";"-";"-";"-";"1";"0";"-";"-";"-";"-"
"461022";"461022";"42";"6";"2";"170";"47";"13";"10";"8";"7";"0";"25";"48";"12";"0";"1";"7";"10";"3";"1";"17";"7";"1";"-";"-";"-";"-";"-";"10";"0";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1";"5";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"2";"1";"1";"2";"1";"1";"0";"0";"-";"-";"-";"-";"-";"1";"2";"1";"1";"2";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"2";"4";"8";"3";"0";"0";"2";"6";"-";"-";"-";"-";"-";"12";"11";"3";"2";"0";"18";"0";"2";"-";"-";"-";"-";"-";"6";"4";"0";"0";"0";"1";"0";"1";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"461023";"461023";"43";"6";"2";"2923";"763";"303";"269";"324";"147";"10";"215";"681";"211";"0";"12";"101";"185";"11";"9";"415";"27";"3";"-";"-";"-";"-";"-";"69";"176";"9";"49";"-";"-";"-";"-";"-";"-";"-";"-";"20";"3";"130";"105";"5";"2";"2";"2";"-";"-";"-";"-";"-";"142";"31";"7";"62";"5";"39";"22";"16";"-";"-";"-";"-";"-";"10";"15";"8";"30";"84";"-";"-";"-";"-";"-";"-";"-";"2";"2";"0";"1";"0";"2";"2";"0";"1";"-";"-";"-";"-";"86";"19";"89";"2";"3";"2";"4";"10";"-";"-";"-";"-";"-";"34";"257";"46";"56";"13";"265";"3";"7";"-";"-";"-";"-";"-";"120";"30";"4";"4";"1";"2";"4";"46";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"461024";"461024";"43";"6";"2";"1581";"292";"147";"189";"134";"89";"2";"86";"596";"46";"0";"5";"29";"65";"7";"2";"161";"18";"5";"-";"-";"-";"-";"-";"15";"106";"4";"22";"-";"-";"-";"-";"-";"-";"-";"-";"13";"1";"91";"80";"4";"0";"0";"0";"-";"-";"-";"-";"-";"62";"16";"1";"22";"0";"19";"9";"5";"-";"-";"-";"-";"-";"11";"26";"1";"8";"43";"-";"-";"-";"-";"-";"-";"-";"1";"1";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"39";"7";"23";"9";"1";"0";"1";"6";"-";"-";"-";"-";"-";"27";"147";"31";"152";"9";"224";"2";"4";"-";"-";"-";"-";"-";"26";"2";"0";"0";"0";"0";"0";"18";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"461025";"461025";"43";"6";"2";"2036";"785";"168";"137";"214";"67";"10";"153";"379";"118";"5";"12";"87";"291";"16";"4";"338";"33";"4";"-";"-";"-";"-";"-";"48";"78";"8";"34";"-";"-";"-";"-";"-";"-";"-";"-";"17";"1";"61";"52";"4";"0";"0";"2";"-";"-";"-";"-";"-";"100";"17";"3";"50";"5";"23";"15";"1";"-";"-";"-";"-";"-";"12";"7";"5";"13";"30";"-";"-";"-";"-";"-";"-";"-";"1";"0";"1";"0";"0";"4";"1";"0";"3";"-";"-";"-";"-";"52";"19";"59";"6";"0";"1";"6";"10";"-";"-";"-";"-";"-";"34";"128";"29";"47";"6";"134";"0";"1";"-";"-";"-";"-";"-";"58";"24";"3";"3";"0";"0";"2";"28";"-";"-";"-";"-";"2";"3";"-";"-";"-";"-"
"461026";"461026";"43";"6";"2";"3269";"1167";"152";"314";"288";"95";"12";"296";"861";"81";"3";"22";"80";"553";"20";"6";"421";"64";"1";"-";"-";"-";"-";"-";"24";"104";"8";"16";"-";"-";"-";"-";"-";"-";"-";"-";"28";"2";"119";"164";"1";"0";"0";"0";"-";"-";"-";"-";"-";"131";"14";"0";"78";"6";"28";"22";"9";"-";"-";"-";"-";"-";"14";"16";"3";"7";"55";"-";"-";"-";"-";"-";"-";"-";"0";"5";"1";"0";"1";"0";"5";"0";"0";"-";"-";"-";"-";"97";"28";"109";"23";"0";"1";"6";"32";"-";"-";"-";"-";"-";"106";"194";"66";"72";"20";"399";"2";"2";"-";"-";"-";"-";"-";"35";"14";"1";"3";"1";"1";"1";"25";"-";"-";"-";"-";"1";"2";"-";"-";"-";"-"
"461027";"461027";"43";"6";"2";"136";"42";"5";"8";"14";"2";"0";"12";"46";"7";"0";"0";"5";"21";"1";"0";"11";"4";"0";"-";"-";"-";"-";"-";"0";"4";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"6";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"7";"1";"2";"3";"0";"0";"1";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"2";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"5";"1";"5";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"10";"12";"5";"0";"2";"17";"0";"0";"-";"-";"-";"-";"-";"5";"0";"0";"0";"0";"0";"0";"2";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"461028";"461028";"43";"6";"2";"1416";"405";"86";"123";"94";"41";"17";"143";"465";"41";"1";"14";"23";"179";"3";"4";"144";"36";"2";"-";"-";"-";"-";"-";"3";"62";"7";"14";"-";"-";"-";"-";"-";"-";"-";"-";"18";"0";"56";"47";"0";"1";"0";"1";"-";"-";"-";"-";"-";"47";"3";"3";"25";"0";"8";"8";"0";"-";"-";"-";"-";"-";"5";"4";"3";"1";"28";"-";"-";"-";"-";"-";"-";"-";"1";"3";"1";"1";"0";"6";"2";"0";"3";"-";"-";"-";"-";"44";"13";"48";"9";"2";"2";"9";"16";"-";"-";"-";"-";"-";"68";"110";"37";"50";"20";"179";"0";"1";"-";"-";"-";"-";"-";"28";"0";"2";"2";"0";"0";"2";"7";"-";"-";"-";"-";"0";"1";"-";"-";"-";"-"
"461029";"461029";"43";"6";"2";"1774";"606";"112";"146";"164";"62";"8";"157";"444";"71";"4";"15";"47";"242";"8";"2";"247";"44";"1";"-";"-";"-";"-";"-";"10";"76";"5";"21";"-";"-";"-";"-";"-";"-";"-";"-";"13";"0";"75";"53";"3";"0";"1";"1";"-";"-";"-";"-";"-";"71";"11";"4";"43";"2";"16";"14";"3";"-";"-";"-";"-";"-";"3";"2";"5";"13";"39";"-";"-";"-";"-";"-";"-";"-";"1";"2";"0";"0";"0";"0";"4";"1";"0";"-";"-";"-";"-";"54";"24";"48";"7";"1";"0";"9";"14";"-";"-";"-";"-";"-";"48";"156";"25";"34";"16";"159";"1";"5";"-";"-";"-";"-";"-";"35";"5";"2";"0";"0";"2";"2";"25";"-";"-";"-";"-";"1";"3";"-";"-";"-";"-"
"461030";"461030";"43";"6";"2";"2534";"943";"150";"217";"216";"79";"8";"233";"581";"100";"7";"20";"71";"412";"16";"5";"379";"37";"3";"-";"-";"-";"-";"-";"24";"96";"5";"25";"-";"-";"-";"-";"-";"-";"-";"-";"20";"0";"89";"97";"4";"1";"2";"4";"-";"-";"-";"-";"-";"102";"18";"5";"56";"2";"20";"6";"7";"-";"-";"-";"-";"-";"10";"12";"1";"11";"45";"-";"-";"-";"-";"-";"-";"-";"1";"2";"2";"1";"1";"0";"1";"0";"0";"-";"-";"-";"-";"84";"27";"75";"13";"4";"2";"4";"24";"-";"-";"-";"-";"-";"57";"153";"46";"49";"20";"253";"2";"1";"-";"-";"-";"-";"-";"46";"9";"2";"2";"6";"2";"2";"31";"-";"-";"-";"-";"7";"0";"-";"-";"-";"-"
"461031";"461031";"43";"6";"2";"935";"241";"62";"90";"62";"24";"4";"88";"331";"32";"1";"8";"13";"85";"10";"0";"112";"12";"1";"-";"-";"-";"-";"-";"9";"43";"5";"5";"-";"-";"-";"-";"-";"-";"-";"-";"13";"0";"35";"39";"1";"0";"1";"1";"-";"-";"-";"-";"-";"31";"1";"2";"17";"2";"4";"5";"0";"-";"-";"-";"-";"-";"1";"5";"1";"3";"14";"-";"-";"-";"-";"-";"-";"-";"0";"1";"0";"0";"0";"1";"0";"1";"1";"-";"-";"-";"-";"28";"12";"32";"5";"0";"0";"6";"5";"-";"-";"-";"-";"-";"53";"80";"22";"27";"16";"131";"2";"0";"-";"-";"-";"-";"-";"11";"2";"1";"1";"0";"1";"3";"13";"-";"-";"-";"-";"1";"0";"-";"-";"-";"-"
"461032";"461032";"43";"6";"2";"317";"65";"9";"33";"12";"16";"1";"35";"136";"10";"0";"0";"6";"24";"4";"0";"26";"4";"1";"-";"-";"-";"-";"-";"1";"4";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"17";"11";"0";"1";"0";"1";"-";"-";"-";"-";"-";"8";"1";"0";"1";"0";"2";"0";"0";"-";"-";"-";"-";"-";"2";"3";"1";"0";"10";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"12";"2";"7";"3";"0";"2";"4";"5";"-";"-";"-";"-";"-";"33";"21";"13";"8";"8";"53";"0";"0";"-";"-";"-";"-";"-";"6";"0";"0";"0";"0";"0";"1";"3";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"461033";"461033";"43";"6";"2";"1361";"524";"68";"78";"151";"45";"1";"134";"326";"32";"2";"12";"29";"293";"5";"3";"151";"28";"3";"-";"-";"-";"-";"-";"11";"46";"3";"8";"-";"-";"-";"-";"-";"-";"-";"-";"12";"0";"39";"24";"2";"0";"0";"1";"-";"-";"-";"-";"-";"60";"11";"4";"49";"10";"11";"6";"0";"-";"-";"-";"-";"-";"2";"12";"0";"6";"25";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"1";"-";"-";"-";"-";"36";"15";"57";"0";"0";"2";"6";"18";"-";"-";"-";"-";"-";"48";"78";"31";"33";"18";"116";"1";"1";"-";"-";"-";"-";"-";"16";"5";"2";"0";"0";"0";"0";"9";"-";"-";"-";"-";"0";"2";"-";"-";"-";"-"
"461034";"461034";"43";"6";"2";"176";"50";"8";"24";"16";"2";"0";"15";"56";"5";"0";"1";"2";"19";"0";"0";"26";"1";"1";"-";"-";"-";"-";"-";"0";"7";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"11";"13";"0";"0";"0";"0";"-";"-";"-";"-";"-";"6";"0";"0";"4";"1";"3";"1";"1";"-";"-";"-";"-";"-";"0";"0";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"4";"3";"4";"1";"0";"0";"0";"3";"-";"-";"-";"-";"-";"14";"15";"3";"1";"4";"18";"1";"0";"-";"-";"-";"-";"-";"2";"1";"0";"0";"0";"0";"0";"2";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"461035";"461035";"41";"6";"2";"1833";"915";"110";"35";"207";"18";"10";"146";"146";"245";"1";"27";"52";"144";"31";"4";"624";"25";"8";"-";"-";"-";"-";"-";"53";"39";"2";"16";"-";"-";"-";"-";"-";"-";"-";"-";"8";"1";"9";"9";"1";"1";"1";"5";"-";"-";"-";"-";"-";"100";"5";"5";"49";"12";"10";"4";"22";"-";"-";"-";"-";"-";"1";"1";"1";"6";"9";"-";"-";"-";"-";"-";"-";"-";"0";"2";"0";"0";"0";"8";"0";"0";"0";"-";"-";"-";"-";"59";"13";"43";"16";"1";"0";"5";"9";"-";"-";"-";"-";"-";"9";"64";"11";"3";"2";"55";"1";"1";"-";"-";"-";"-";"-";"101";"121";"3";"1";"2";"1";"3";"13";"-";"-";"-";"-";"1";"0";"-";"-";"-";"-"
"461036";"461036";"41";"6";"2";"1250";"525";"84";"68";"153";"41";"3";"91";"190";"94";"1";"9";"56";"108";"11";"1";"312";"23";"5";"-";"-";"-";"-";"-";"28";"35";"3";"18";"-";"-";"-";"-";"-";"-";"-";"-";"9";"0";"27";"29";"0";"1";"2";"0";"-";"-";"-";"-";"-";"65";"9";"4";"26";"5";"23";"14";"7";"-";"-";"-";"-";"-";"7";"7";"5";"5";"17";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"2";"1";"0";"0";"-";"-";"-";"-";"24";"12";"34";"10";"0";"1";"4";"6";"-";"-";"-";"-";"-";"12";"91";"15";"11";"6";"53";"0";"2";"-";"-";"-";"-";"-";"50";"32";"2";"1";"0";"2";"1";"6";"-";"-";"-";"-";"1";"0";"-";"-";"-";"-"
"479001";"479001";"47";"6";"2";"3810";"1263";"237";"307";"459";"118";"19";"318";"696";"388";"5";"32";"106";"83";"20";"634";"343";"42";"3";"-";"-";"-";"-";"-";"116";"95";"8";"18";"-";"-";"-";"-";"-";"-";"-";"-";"5";"0";"67";"26";"200";"4";"2";"3";"-";"-";"-";"-";"-";"121";"13";"10";"26";"22";"6";"249";"12";"-";"-";"-";"-";"-";"13";"11";"7";"7";"80";"-";"-";"-";"-";"-";"-";"-";"11";"1";"1";"1";"2";"2";"1";"0";"0";"-";"-";"-";"-";"54";"2";"111";"8";"56";"3";"13";"71";"-";"-";"-";"-";"-";"252";"203";"103";"1";"40";"88";"6";"3";"-";"-";"-";"-";"-";"188";"8";"13";"8";"1";"0";"166";"4";"-";"-";"-";"-";"1";"4";"-";"-";"-";"-"
"479002";"479002";"47";"6";"2";"1005";"432";"35";"48";"137";"12";"6";"120";"111";"102";"2";"8";"26";"26";"4";"272";"82";"12";"2";"-";"-";"-";"-";"-";"12";"20";"1";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1";"15";"5";"24";"0";"0";"1";"-";"-";"-";"-";"-";"25";"5";"3";"5";"7";"4";"86";"2";"-";"-";"-";"-";"-";"0";"1";"1";"1";"9";"-";"-";"-";"-";"-";"-";"-";"3";"2";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"8";"5";"38";"0";"19";"2";"7";"41";"-";"-";"-";"-";"-";"42";"35";"9";"1";"2";"19";"3";"0";"-";"-";"-";"-";"-";"55";"2";"0";"1";"0";"1";"43";"0";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-"
"479003";"479003";"47";"6";"2";"1894";"743";"97";"98";"265";"41";"13";"185";"276";"171";"5";"26";"74";"46";"13";"390";"175";"15";"4";"-";"-";"-";"-";"-";"50";"35";"2";"10";"-";"-";"-";"-";"-";"-";"-";"-";"5";"1";"28";"7";"53";"2";"0";"2";"-";"-";"-";"-";"-";"78";"4";"5";"11";"9";"1";"154";"3";"-";"-";"-";"-";"-";"4";"2";"2";"7";"26";"-";"-";"-";"-";"-";"-";"-";"8";"0";"0";"0";"0";"5";"0";"0";"0";"-";"-";"-";"-";"19";"11";"53";"2";"39";"0";"12";"49";"-";"-";"-";"-";"-";"111";"84";"23";"4";"7";"42";"3";"2";"-";"-";"-";"-";"-";"73";"11";"3";"7";"0";"2";"70";"5";"-";"-";"-";"-";"2";"3";"-";"-";"-";"-"
"479004";"479004";"47";"6";"2";"337";"81";"23";"16";"39";"8";"0";"47";"94";"28";"1";"1";"5";"7";"1";"39";"25";"2";"1";"-";"-";"-";"-";"-";"7";"15";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"2";"1";"13";"0";"0";"0";"-";"-";"-";"-";"-";"18";"1";"0";"5";"2";"0";"13";"0";"-";"-";"-";"-";"-";"1";"2";"0";"0";"5";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"2";"3";"20";"0";"7";"1";"2";"12";"-";"-";"-";"-";"-";"51";"15";"7";"0";"5";"16";"0";"0";"-";"-";"-";"-";"-";"13";"0";"1";"0";"0";"0";"13";"1";"-";"-";"-";"-";"0";"1";"-";"-";"-";"-"
"479005";"479005";"47";"6";"2";"1196";"319";"89";"120";"92";"47";"1";"127";"345";"56";"0";"8";"24";"23";"3";"171";"80";"9";"1";"-";"-";"-";"-";"-";"42";"41";"3";"3";"-";"-";"-";"-";"-";"-";"-";"-";"4";"0";"30";"15";"64";"1";"0";"6";"-";"-";"-";"-";"-";"21";"0";"1";"6";"1";"2";"61";"0";"-";"-";"-";"-";"-";"0";"9";"2";"5";"31";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"14";"8";"55";"0";"31";"1";"3";"15";"-";"-";"-";"-";"-";"132";"93";"54";"4";"7";"52";"1";"2";"-";"-";"-";"-";"-";"29";"1";"1";"0";"0";"0";"25";"0";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"479006";"479006";"47";"6";"2";"21";"9";"1";"0";"1";"2";"0";"4";"4";"0";"0";"0";"0";"1";"0";"7";"1";"0";"0";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"3";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"2";"2";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"479007";"479007";"47";"6";"2";"752";"196";"57";"66";"88";"36";"2";"58";"213";"36";"0";"6";"19";"16";"2";"77";"68";"7";"1";"-";"-";"-";"-";"-";"15";"32";"6";"4";"-";"-";"-";"-";"-";"-";"-";"-";"5";"0";"9";"19";"32";"1";"0";"0";"-";"-";"-";"-";"-";"22";"1";"3";"0";"1";"1";"58";"2";"-";"-";"-";"-";"-";"3";"5";"0";"1";"27";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"7";"3";"23";"0";"11";"2";"1";"11";"-";"-";"-";"-";"-";"81";"66";"28";"1";"11";"24";"1";"1";"-";"-";"-";"-";"-";"12";"3";"0";"0";"0";"1";"18";"2";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"479008";"479008";"47";"6";"2";"361";"94";"15";"20";"34";"8";"3";"52";"104";"31";"0";"0";"6";"9";"0";"48";"27";"4";"0";"-";"-";"-";"-";"-";"6";"7";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"3";"0";"17";"0";"0";"0";"-";"-";"-";"-";"-";"11";"0";"0";"2";"5";"1";"15";"0";"-";"-";"-";"-";"-";"1";"1";"0";"0";"6";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"3";"2";"19";"1";"14";"0";"0";"13";"-";"-";"-";"-";"-";"51";"18";"11";"0";"7";"16";"1";"0";"-";"-";"-";"-";"-";"20";"0";"0";"1";"0";"1";"9";"0";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-"
"479009";"479009";"47";"6";"2";"733";"249";"38";"33";"80";"28";"3";"62";"203";"36";"1";"4";"16";"22";"2";"114";"84";"5";"2";"-";"-";"-";"-";"-";"24";"13";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"12";"3";"18";"0";"0";"0";"-";"-";"-";"-";"-";"22";"2";"0";"4";"2";"2";"48";"0";"-";"-";"-";"-";"-";"1";"2";"1";"3";"21";"-";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"3";"1";"18";"1";"18";"0";"3";"18";"-";"-";"-";"-";"-";"77";"66";"25";"6";"0";"26";"2";"1";"-";"-";"-";"-";"-";"11";"0";"0";"0";"0";"0";"24";"1";"-";"-";"-";"-";"1";"0";"-";"-";"-";"-"
