"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Personlige stemmer i alt";"FV2001 - A - personlige stemmer i alt";"FV2001 - B - personlige stemmer i alt";"FV2001 - C - personlige stemmer i alt";"FV2001 - D - personlige stemmer i alt";"FV2001 - F - personlige stemmer i alt";"FV2001 - O - personlige stemmer i alt";"FV2001 - Q - personlige stemmer i alt";"FV2001 - V - personlige stemmer i alt";"FV2001 - Z - personlige stemmer i alt";"FV2001 - Ø - personlige stemmer i alt";"FV2001 - UP - personlige stemmer i alt";"FV2001 - A-01";"FV2001 - A-02";"FV2001 - A-03";"FV2001 - A-04";"FV2001 - A-05";"FV2001 - A-06";"FV2001 - A-07";"FV2001 - A-08";"FV2001 - A-09";"FV2001 - A-10";"FV2001 - B-01";"FV2001 - B-02";"FV2001 - B-03";"FV2001 - B-04";"FV2001 - B-05";"FV2001 - B-06";"FV2001 - B-07";"FV2001 - B-08";"FV2001 - B-09";"FV2001 - C-01";"FV2001 - C-02";"FV2001 - C-03";"FV2001 - C-04";"FV2001 - C-05";"FV2001 - C-06";"FV2001 - C-07";"FV2001 - C-08";"FV2001 - C-09";"FV2001 - C-10";"FV2001 - D-01";"FV2001 - D-02";"FV2001 - D-03";"FV2001 - D-04";"FV2001 - D-05";"FV2001 - D-06";"FV2001 - D-07";"FV2001 - D-08";"FV2001 - D-09";"FV2001 - F-01";"FV2001 - F-02";"FV2001 - F-03";"FV2001 - F-04";"FV2001 - F-05";"FV2001 - F-06";"FV2001 - F-07";"FV2001 - F-08";"FV2001 - F-09";"FV2001 - F-10";"FV2001 - O-01";"FV2001 - O-02";"FV2001 - O-03";"FV2001 - O-04";"FV2001 - O-05";"FV2001 - O-06";"FV2001 - O-07";"FV2001 - O-08";"FV2001 - O-09";"FV2001 - O-10";"FV2001 - Q-01";"FV2001 - Q-02";"FV2001 - Q-03";"FV2001 - Q-04";"FV2001 - Q-05";"FV2001 - Q-06";"FV2001 - Q-07";"FV2001 - Q-08";"FV2001 - Q-09";"FV2001 - Q-10";"FV2001 - Q-11";"FV2001 - V-01";"FV2001 - V-02";"FV2001 - V-03";"FV2001 - V-04";"FV2001 - V-05";"FV2001 - V-06";"FV2001 - V-07";"FV2001 - V-08";"FV2001 - V-09";"FV2001 - V-10";"FV2001 - Z-01";"FV2001 - Z-02";"FV2001 - Z-03";"FV2001 - Z-04";"FV2001 - Z-05";"FV2001 - Z-06";"FV2001 - Z-07";"FV2001 - Z-08";"FV2001 - Z-09";"FV2001 - Ø-01";"FV2001 - Ø-02";"FV2001 - Ø-03";"FV2001 - Ø-04";"FV2001 - Ø-05";"FV2001 - Ø-06";"FV2001 - Ø-07";"FV2001 - Ø-08";"FV2001 - Ø-09";"FV2001 - Ø-10";"FV2001 - UP-01"
"561004";"561004";"67";"12";"3";"1353";"638";"14";"35";"7";"55";"116";"10";"450";"6";"22";"-";"27";"242";"354";"15";"-";"-";"-";"-";"-";"-";"6";"3";"3";"2";"-";"-";"-";"-";"-";"3";"1";"26";"5";"-";"-";"-";"-";"-";"-";"2";"1";"4";"-";"-";"-";"-";"-";"-";"4";"0";"48";"3";"-";"-";"-";"-";"-";"-";"23";"55";"26";"12";"-";"-";"-";"-";"-";"-";"0";"0";"5";"5";"-";"-";"-";"-";"-";"-";"-";"76";"3";"93";"278";"-";"-";"-";"-";"-";"-";"1";"5";"0";"0";"-";"-";"-";"-";"-";"4";"17";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"561005";"561005";"67";"12";"3";"2070";"940";"17";"67";"3";"67";"219";"30";"676";"8";"43";"-";"34";"308";"575";"23";"-";"-";"-";"-";"-";"-";"6";"6";"2";"3";"-";"-";"-";"-";"-";"2";"1";"60";"4";"-";"-";"-";"-";"-";"-";"1";"0";"2";"-";"-";"-";"-";"-";"-";"3";"1";"60";"3";"-";"-";"-";"-";"-";"-";"30";"123";"49";"17";"-";"-";"-";"-";"-";"-";"2";"1";"9";"18";"-";"-";"-";"-";"-";"-";"-";"84";"15";"97";"480";"-";"-";"-";"-";"-";"-";"1";"4";"0";"3";"-";"-";"-";"-";"-";"2";"41";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561006";"561006";"67";"12";"3";"2056";"843";"20";"95";"5";"64";"160";"20";"804";"6";"39";"-";"25";"305";"488";"25";"-";"-";"-";"-";"-";"-";"6";"7";"0";"7";"-";"-";"-";"-";"-";"3";"0";"86";"6";"-";"-";"-";"-";"-";"-";"1";"2";"2";"-";"-";"-";"-";"-";"-";"5";"2";"53";"4";"-";"-";"-";"-";"-";"-";"21";"81";"38";"20";"-";"-";"-";"-";"-";"-";"2";"0";"11";"7";"-";"-";"-";"-";"-";"-";"-";"103";"6";"166";"529";"-";"-";"-";"-";"-";"-";"0";"3";"1";"2";"-";"-";"-";"-";"-";"5";"33";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"561007";"561007";"67";"12";"3";"1649";"767";"8";"32";"4";"56";"213";"15";"511";"14";"29";"-";"31";"292";"424";"20";"-";"-";"-";"-";"-";"-";"6";"0";"0";"2";"-";"-";"-";"-";"-";"4";"1";"24";"3";"-";"-";"-";"-";"-";"-";"0";"1";"3";"-";"-";"-";"-";"-";"-";"2";"2";"49";"3";"-";"-";"-";"-";"-";"-";"23";"98";"67";"25";"-";"-";"-";"-";"-";"-";"0";"0";"7";"8";"-";"-";"-";"-";"-";"-";"-";"87";"7";"88";"329";"-";"-";"-";"-";"-";"-";"1";"13";"0";"0";"-";"-";"-";"-";"-";"5";"24";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561008";"561008";"67";"12";"3";"673";"167";"3";"21";"2";"10";"52";"10";"395";"3";"10";"-";"5";"80";"73";"9";"-";"-";"-";"-";"-";"-";"1";"2";"0";"0";"-";"-";"-";"-";"-";"1";"0";"18";"2";"-";"-";"-";"-";"-";"-";"1";"0";"1";"-";"-";"-";"-";"-";"-";"0";"0";"10";"0";"-";"-";"-";"-";"-";"-";"8";"24";"13";"7";"-";"-";"-";"-";"-";"-";"0";"0";"5";"5";"-";"-";"-";"-";"-";"-";"-";"69";"3";"67";"256";"-";"-";"-";"-";"-";"-";"0";"2";"1";"0";"-";"-";"-";"-";"-";"1";"9";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561010";"561010";"67";"12";"3";"109";"16";"3";"3";"0";"1";"12";"2";"72";"0";"0";"-";"0";"5";"11";"0";"-";"-";"-";"-";"-";"-";"0";"3";"0";"0";"-";"-";"-";"-";"-";"1";"0";"2";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"2";"6";"3";"1";"-";"-";"-";"-";"-";"-";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"12";"4";"12";"44";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561011";"561011";"67";"12";"3";"1529";"467";"12";"74";"6";"28";"100";"22";"795";"6";"19";"-";"7";"155";"295";"10";"-";"-";"-";"-";"-";"-";"8";"1";"0";"3";"-";"-";"-";"-";"-";"5";"0";"67";"2";"-";"-";"-";"-";"-";"-";"0";"1";"5";"-";"-";"-";"-";"-";"-";"1";"0";"25";"2";"-";"-";"-";"-";"-";"-";"12";"40";"31";"17";"-";"-";"-";"-";"-";"-";"1";"1";"16";"4";"-";"-";"-";"-";"-";"-";"-";"113";"10";"150";"522";"-";"-";"-";"-";"-";"-";"0";"4";"1";"1";"-";"-";"-";"-";"-";"2";"15";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"561012";"561012";"67";"12";"3";"749";"193";"10";"29";"0";"17";"55";"0";"438";"4";"3";"-";"10";"80";"96";"7";"-";"-";"-";"-";"-";"-";"5";"4";"0";"1";"-";"-";"-";"-";"-";"1";"0";"28";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"1";"15";"1";"-";"-";"-";"-";"-";"-";"7";"24";"18";"6";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"62";"8";"62";"306";"-";"-";"-";"-";"-";"-";"0";"3";"1";"0";"-";"-";"-";"-";"-";"0";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561013";"561013";"67";"12";"3";"223";"47";"0";"7";"1";"4";"15";"5";"137";"4";"3";"-";"1";"26";"19";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"7";"0";"-";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"0";"0";"4";"0";"-";"-";"-";"-";"-";"-";"2";"8";"3";"2";"-";"-";"-";"-";"-";"-";"0";"0";"3";"2";"-";"-";"-";"-";"-";"-";"-";"32";"3";"23";"79";"-";"-";"-";"-";"-";"-";"0";"2";"2";"0";"-";"-";"-";"-";"-";"0";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561014";"561014";"67";"12";"3";"90";"14";"0";"1";"0";"2";"9";"2";"62";"0";"0";"-";"2";"8";"4";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"1";"1";"-";"-";"-";"-";"-";"-";"0";"7";"2";"0";"-";"-";"-";"-";"-";"-";"0";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"20";"3";"9";"30";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561015";"561015";"67";"12";"3";"2621";"904";"14";"99";"7";"55";"231";"29";"1244";"11";"27";"-";"23";"360";"488";"33";"-";"-";"-";"-";"-";"-";"8";"4";"1";"1";"-";"-";"-";"-";"-";"2";"0";"88";"9";"-";"-";"-";"-";"-";"-";"2";"2";"3";"-";"-";"-";"-";"-";"-";"1";"2";"49";"3";"-";"-";"-";"-";"-";"-";"23";"97";"71";"40";"-";"-";"-";"-";"-";"-";"1";"0";"17";"11";"-";"-";"-";"-";"-";"-";"-";"147";"20";"243";"834";"-";"-";"-";"-";"-";"-";"1";"4";"3";"3";"-";"-";"-";"-";"-";"3";"24";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561016";"561016";"67";"12";"3";"2402";"568";"23";"174";"6";"30";"148";"14";"1421";"2";"16";"-";"26";"237";"290";"15";"-";"-";"-";"-";"-";"-";"9";"10";"1";"3";"-";"-";"-";"-";"-";"3";"1";"165";"5";"-";"-";"-";"-";"-";"-";"4";"0";"2";"-";"-";"-";"-";"-";"-";"1";"0";"27";"2";"-";"-";"-";"-";"-";"-";"22";"62";"44";"20";"-";"-";"-";"-";"-";"-";"5";"0";"0";"9";"-";"-";"-";"-";"-";"-";"-";"164";"44";"221";"992";"-";"-";"-";"-";"-";"-";"0";"1";"1";"0";"-";"-";"-";"-";"-";"4";"12";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561017";"561017";"67";"12";"3";"435";"139";"2";"9";"1";"6";"27";"5";"239";"1";"6";"-";"2";"54";"78";"5";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"5";"3";"-";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"1";"0";"5";"0";"-";"-";"-";"-";"-";"-";"6";"9";"8";"4";"-";"-";"-";"-";"-";"-";"2";"0";"2";"1";"-";"-";"-";"-";"-";"-";"-";"28";"3";"24";"184";"-";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"0";"6";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561018";"561018";"67";"12";"3";"208";"52";"1";"10";"0";"4";"18";"0";"121";"0";"2";"-";"2";"27";"21";"2";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"8";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"4";"0";"-";"-";"-";"-";"-";"-";"3";"10";"4";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"17";"4";"20";"80";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561019";"561019";"67";"12";"3";"137";"28";"1";"2";"0";"2";"15";"0";"87";"1";"1";"-";"1";"20";"6";"1";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"0";"12";"2";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"17";"2";"18";"50";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561020";"561020";"67";"12";"3";"984";"337";"6";"35";"0";"19";"64";"4";"511";"2";"6";"-";"12";"155";"156";"14";"-";"-";"-";"-";"-";"-";"2";"2";"2";"0";"-";"-";"-";"-";"-";"2";"0";"31";"2";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"1";"18";"0";"-";"-";"-";"-";"-";"-";"11";"28";"21";"4";"-";"-";"-";"-";"-";"-";"1";"0";"1";"2";"-";"-";"-";"-";"-";"-";"-";"95";"69";"7";"340";"-";"-";"-";"-";"-";"-";"0";"1";"0";"1";"-";"-";"-";"-";"-";"1";"5";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561021";"561021";"67";"12";"3";"1276";"551";"10";"39";"6";"38";"158";"26";"431";"6";"11";"-";"23";"195";"320";"13";"-";"-";"-";"-";"-";"-";"5";"4";"0";"1";"-";"-";"-";"-";"-";"3";"0";"32";"4";"-";"-";"-";"-";"-";"-";"1";"4";"1";"-";"-";"-";"-";"-";"-";"5";"0";"32";"1";"-";"-";"-";"-";"-";"-";"17";"82";"42";"17";"-";"-";"-";"-";"-";"-";"1";"2";"9";"14";"-";"-";"-";"-";"-";"-";"-";"48";"8";"77";"298";"-";"-";"-";"-";"-";"-";"0";"2";"1";"3";"-";"-";"-";"-";"-";"2";"8";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"561022";"561022";"67";"12";"3";"1199";"401";"11";"45";"3";"24";"118";"7";"576";"6";"8";"-";"9";"137";"243";"12";"-";"-";"-";"-";"-";"-";"4";"5";"0";"2";"-";"-";"-";"-";"-";"1";"0";"42";"2";"-";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"1";"0";"21";"2";"-";"-";"-";"-";"-";"-";"10";"62";"28";"18";"-";"-";"-";"-";"-";"-";"0";"1";"4";"2";"-";"-";"-";"-";"-";"-";"-";"59";"7";"96";"414";"-";"-";"-";"-";"-";"-";"0";"3";"2";"1";"-";"-";"-";"-";"-";"1";"6";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"561023";"561023";"67";"12";"3";"1448";"637";"13";"32";"5";"42";"125";"5";"570";"7";"12";"-";"17";"247";"359";"14";"-";"-";"-";"-";"-";"-";"4";"6";"1";"2";"-";"-";"-";"-";"-";"3";"1";"24";"4";"-";"-";"-";"-";"-";"-";"3";"0";"2";"-";"-";"-";"-";"-";"-";"3";"2";"36";"1";"-";"-";"-";"-";"-";"-";"14";"64";"41";"6";"-";"-";"-";"-";"-";"-";"0";"0";"3";"2";"-";"-";"-";"-";"-";"-";"-";"58";"5";"96";"411";"-";"-";"-";"-";"-";"-";"0";"4";"1";"2";"-";"-";"-";"-";"-";"0";"12";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"561024";"561024";"67";"12";"3";"950";"336";"4";"25";"4";"35";"84";"11";"437";"2";"12";"-";"8";"134";"183";"11";"-";"-";"-";"-";"-";"-";"2";"1";"0";"1";"-";"-";"-";"-";"-";"0";"0";"25";"0";"-";"-";"-";"-";"-";"-";"2";"0";"2";"-";"-";"-";"-";"-";"-";"2";"1";"30";"2";"-";"-";"-";"-";"-";"-";"10";"34";"25";"15";"-";"-";"-";"-";"-";"-";"2";"0";"4";"5";"-";"-";"-";"-";"-";"-";"-";"40";"5";"43";"349";"-";"-";"-";"-";"-";"-";"0";"2";"0";"0";"-";"-";"-";"-";"-";"1";"11";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"563001";"563001";"67";"12";"3";"902";"235";"11";"88";"6";"40";"58";"5";"426";"5";"28";"-";"6";"97";"124";"8";"-";"-";"-";"-";"-";"-";"6";"5";"0";"0";"-";"-";"-";"-";"-";"2";"2";"78";"6";"-";"-";"-";"-";"-";"-";"0";"4";"2";"-";"-";"-";"-";"-";"-";"3";"1";"36";"0";"-";"-";"-";"-";"-";"-";"5";"31";"16";"6";"-";"-";"-";"-";"-";"-";"5";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"55";"3";"58";"310";"-";"-";"-";"-";"-";"-";"0";"3";"2";"0";"-";"-";"-";"-";"-";"5";"20";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"563002";"563002";"67";"12";"3";"114";"33";"2";"12";"0";"7";"5";"1";"51";"0";"3";"-";"0";"19";"13";"1";"-";"-";"-";"-";"-";"-";"2";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"11";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"1";"0";"4";"2";"-";"-";"-";"-";"-";"-";"0";"3";"1";"1";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"8";"0";"4";"39";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"565001";"565001";"69";"12";"3";"4264";"1593";"36";"109";"12";"42";"249";"92";"2101";"16";"14";"-";"16";"1545";"7";"25";"-";"-";"-";"-";"-";"-";"5";"10";"9";"12";"-";"-";"-";"-";"-";"5";"6";"78";"20";"-";"-";"-";"-";"-";"-";"1";"9";"2";"-";"-";"-";"-";"-";"-";"2";"16";"19";"5";"-";"-";"-";"-";"-";"-";"189";"33";"23";"4";"-";"-";"-";"-";"-";"-";"4";"29";"50";"9";"-";"-";"-";"-";"-";"-";"-";"1519";"19";"256";"307";"-";"-";"-";"-";"-";"-";"6";"7";"2";"1";"-";"-";"-";"-";"-";"4";"3";"7";"-";"-";"-";"-";"-";"-";"-";"-"
"565002";"565002";"69";"12";"3";"956";"323";"10";"21";"2";"6";"63";"6";"515";"9";"1";"-";"4";"317";"1";"1";"-";"-";"-";"-";"-";"-";"1";"0";"5";"4";"-";"-";"-";"-";"-";"0";"0";"10";"11";"-";"-";"-";"-";"-";"-";"0";"2";"0";"-";"-";"-";"-";"-";"-";"0";"1";"5";"0";"-";"-";"-";"-";"-";"-";"41";"3";"11";"8";"-";"-";"-";"-";"-";"-";"1";"3";"2";"0";"-";"-";"-";"-";"-";"-";"-";"390";"4";"38";"83";"-";"-";"-";"-";"-";"-";"2";"7";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"565003";"565003";"69";"12";"3";"879";"250";"2";"20";"4";"3";"64";"16";"514";"6";"0";"-";"1";"245";"1";"3";"-";"-";"-";"-";"-";"-";"0";"0";"1";"1";"-";"-";"-";"-";"-";"4";"0";"13";"3";"-";"-";"-";"-";"-";"-";"0";"4";"0";"-";"-";"-";"-";"-";"-";"0";"1";"2";"0";"-";"-";"-";"-";"-";"-";"43";"10";"8";"3";"-";"-";"-";"-";"-";"-";"0";"6";"9";"1";"-";"-";"-";"-";"-";"-";"-";"391";"5";"45";"73";"-";"-";"-";"-";"-";"-";"3";"1";"2";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"565004";"565004";"69";"12";"3";"384";"62";"5";"10";"1";"2";"36";"9";"253";"5";"1";"-";"0";"62";"0";"0";"-";"-";"-";"-";"-";"-";"1";"0";"4";"0";"-";"-";"-";"-";"-";"1";"0";"5";"4";"-";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"1";"1";"0";"0";"-";"-";"-";"-";"-";"-";"27";"4";"4";"1";"-";"-";"-";"-";"-";"-";"1";"3";"4";"1";"-";"-";"-";"-";"-";"-";"-";"185";"2";"21";"45";"-";"-";"-";"-";"-";"-";"1";"3";"0";"1";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"565005";"565005";"69";"12";"3";"440";"108";"6";"3";"0";"3";"37";"9";"273";"0";"1";"-";"1";"104";"1";"2";"-";"-";"-";"-";"-";"-";"0";"2";"3";"1";"-";"-";"-";"-";"-";"1";"0";"2";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"1";"2";"0";"-";"-";"-";"-";"-";"-";"25";"6";"4";"2";"-";"-";"-";"-";"-";"-";"4";"0";"5";"0";"-";"-";"-";"-";"-";"-";"-";"190";"2";"35";"46";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"567001";"567001";"68";"12";"3";"354";"53";"4";"9";"0";"3";"17";"8";"258";"1";"1";"-";"0";"39";"4";"10";"-";"-";"-";"-";"-";"-";"1";"2";"0";"1";"-";"-";"-";"-";"-";"2";"2";"5";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"3";"0";"-";"-";"-";"-";"-";"-";"1";"3";"7";"6";"-";"-";"-";"-";"-";"-";"0";"0";"8";"0";"-";"-";"-";"-";"-";"-";"-";"118";"3";"82";"55";"-";"-";"-";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"567002";"567002";"68";"12";"3";"696";"139";"12";"18";"1";"9";"34";"23";"457";"2";"1";"-";"1";"88";"6";"44";"-";"-";"-";"-";"-";"-";"3";"6";"0";"3";"-";"-";"-";"-";"-";"2";"1";"13";"2";"-";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"1";"0";"6";"2";"-";"-";"-";"-";"-";"-";"2";"12";"10";"10";"-";"-";"-";"-";"-";"-";"3";"0";"20";"0";"-";"-";"-";"-";"-";"-";"-";"323";"0";"97";"37";"-";"-";"-";"-";"-";"-";"0";"0";"2";"0";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"567003";"567003";"68";"12";"3";"286";"27";"1";"8";"0";"2";"13";"3";"231";"1";"0";"-";"3";"21";"0";"3";"-";"-";"-";"-";"-";"-";"0";"1";"0";"0";"-";"-";"-";"-";"-";"4";"0";"3";"1";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"2";"-";"-";"-";"-";"-";"-";"0";"2";"6";"5";"-";"-";"-";"-";"-";"-";"1";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"127";"3";"59";"42";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"567004";"567004";"68";"12";"3";"531";"91";"4";"9";"1";"3";"37";"6";"375";"3";"2";"-";"1";"66";"9";"15";"-";"-";"-";"-";"-";"-";"0";"3";"0";"1";"-";"-";"-";"-";"-";"3";"0";"4";"2";"-";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"2";"1";"-";"-";"-";"-";"-";"-";"5";"12";"7";"13";"-";"-";"-";"-";"-";"-";"1";"0";"5";"0";"-";"-";"-";"-";"-";"-";"-";"148";"8";"131";"88";"-";"-";"-";"-";"-";"-";"1";"0";"1";"1";"-";"-";"-";"-";"-";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"567005";"567005";"68";"12";"3";"428";"61";"9";"8";"0";"6";"24";"2";"315";"3";"0";"-";"4";"40";"4";"13";"-";"-";"-";"-";"-";"-";"0";"2";"1";"6";"-";"-";"-";"-";"-";"0";"0";"8";"0";"-";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"0";"6";"0";"-";"-";"-";"-";"-";"-";"4";"5";"7";"8";"-";"-";"-";"-";"-";"-";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"108";"12";"141";"54";"-";"-";"-";"-";"-";"-";"0";"0";"3";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"567006";"567006";"68";"12";"3";"424";"66";"6";"15";"4";"7";"17";"10";"297";"0";"2";"-";"0";"50";"0";"16";"-";"-";"-";"-";"-";"-";"1";"4";"0";"1";"-";"-";"-";"-";"-";"2";"1";"10";"2";"-";"-";"-";"-";"-";"-";"0";"3";"1";"-";"-";"-";"-";"-";"-";"1";"0";"5";"1";"-";"-";"-";"-";"-";"-";"4";"7";"0";"6";"-";"-";"-";"-";"-";"-";"0";"0";"10";"0";"-";"-";"-";"-";"-";"-";"-";"152";"4";"88";"53";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"567007";"567007";"68";"12";"3";"593";"110";"6";"26";"2";"8";"26";"6";"408";"0";"1";"-";"6";"73";"5";"26";"-";"-";"-";"-";"-";"-";"0";"4";"0";"2";"-";"-";"-";"-";"-";"10";"0";"14";"2";"-";"-";"-";"-";"-";"-";"0";"1";"1";"-";"-";"-";"-";"-";"-";"0";"0";"6";"2";"-";"-";"-";"-";"-";"-";"2";"5";"9";"10";"-";"-";"-";"-";"-";"-";"0";"0";"6";"0";"-";"-";"-";"-";"-";"-";"-";"150";"15";"154";"89";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"569001";"569001";"69";"12";"3";"1505";"450";"16";"39";"3";"20";"100";"18";"830";"5";"24";"-";"7";"434";"4";"5";"-";"-";"-";"-";"-";"-";"0";"9";"5";"2";"-";"-";"-";"-";"-";"4";"2";"20";"13";"-";"-";"-";"-";"-";"-";"0";"2";"1";"-";"-";"-";"-";"-";"-";"1";"4";"12";"3";"-";"-";"-";"-";"-";"-";"42";"34";"18";"6";"-";"-";"-";"-";"-";"-";"3";"0";"15";"0";"-";"-";"-";"-";"-";"-";"-";"443";"13";"220";"154";"-";"-";"-";"-";"-";"-";"4";"0";"0";"1";"-";"-";"-";"-";"-";"1";"7";"16";"-";"-";"-";"-";"-";"-";"-";"-"
