"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Personlige stemmer i alt";"FV2001 - A - personlige stemmer i alt";"FV2001 - B - personlige stemmer i alt";"FV2001 - C - personlige stemmer i alt";"FV2001 - D - personlige stemmer i alt";"FV2001 - F - personlige stemmer i alt";"FV2001 - O - personlige stemmer i alt";"FV2001 - Q - personlige stemmer i alt";"FV2001 - V - personlige stemmer i alt";"FV2001 - Z - personlige stemmer i alt";"FV2001 - Ø - personlige stemmer i alt";"FV2001 - UP - personlige stemmer i alt";"FV2001 - A-01";"FV2001 - A-02";"FV2001 - A-03";"FV2001 - A-04";"FV2001 - A-05";"FV2001 - A-06";"FV2001 - A-07";"FV2001 - A-08";"FV2001 - A-09";"FV2001 - A-10";"FV2001 - B-01";"FV2001 - B-02";"FV2001 - B-03";"FV2001 - B-04";"FV2001 - B-05";"FV2001 - B-06";"FV2001 - B-07";"FV2001 - B-08";"FV2001 - B-09";"FV2001 - C-01";"FV2001 - C-02";"FV2001 - C-03";"FV2001 - C-04";"FV2001 - C-05";"FV2001 - C-06";"FV2001 - C-07";"FV2001 - C-08";"FV2001 - C-09";"FV2001 - C-10";"FV2001 - D-01";"FV2001 - D-02";"FV2001 - D-03";"FV2001 - D-04";"FV2001 - D-05";"FV2001 - D-06";"FV2001 - D-07";"FV2001 - D-08";"FV2001 - D-09";"FV2001 - F-01";"FV2001 - F-02";"FV2001 - F-03";"FV2001 - F-04";"FV2001 - F-05";"FV2001 - F-06";"FV2001 - F-07";"FV2001 - F-08";"FV2001 - F-09";"FV2001 - F-10";"FV2001 - O-01";"FV2001 - O-02";"FV2001 - O-03";"FV2001 - O-04";"FV2001 - O-05";"FV2001 - O-06";"FV2001 - O-07";"FV2001 - O-08";"FV2001 - O-09";"FV2001 - O-10";"FV2001 - Q-01";"FV2001 - Q-02";"FV2001 - Q-03";"FV2001 - Q-04";"FV2001 - Q-05";"FV2001 - Q-06";"FV2001 - Q-07";"FV2001 - Q-08";"FV2001 - Q-09";"FV2001 - Q-10";"FV2001 - Q-11";"FV2001 - V-01";"FV2001 - V-02";"FV2001 - V-03";"FV2001 - V-04";"FV2001 - V-05";"FV2001 - V-06";"FV2001 - V-07";"FV2001 - V-08";"FV2001 - V-09";"FV2001 - V-10";"FV2001 - Z-01";"FV2001 - Z-02";"FV2001 - Z-03";"FV2001 - Z-04";"FV2001 - Z-05";"FV2001 - Z-06";"FV2001 - Z-07";"FV2001 - Z-08";"FV2001 - Z-09";"FV2001 - Ø-01";"FV2001 - Ø-02";"FV2001 - Ø-03";"FV2001 - Ø-04";"FV2001 - Ø-05";"FV2001 - Ø-06";"FV2001 - Ø-07";"FV2001 - Ø-08";"FV2001 - Ø-09";"FV2001 - Ø-10";"FV2001 - UP-01"
"101038";"101038";"11";"2";"1";"1302";"319";"292";"42";"13";"196";"120";"17";"149";"1";"148";"5";"168";"27";"16";"3";"31";"44";"21";"9";"-";"-";"4";"16";"249";"2";"0";"15";"1";"5";"-";"6";"9";"7";"7";"2";"1";"9";"1";"-";"-";"1";"4";"4";"0";"1";"2";"1";"-";"-";"95";"67";"1";"0";"19";"4";"9";"1";"-";"-";"2";"4";"2";"0";"16";"8";"3";"85";"-";"-";"10";"4";"3";"-";"-";"-";"-";"-";"-";"-";"-";"77";"34";"8";"19";"11";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"64";"6";"39";"8";"4";"9";"13";"5";"-";"-";"5"
"101040";"101040";"11";"2";"1";"2283";"699";"331";"123";"33";"252";"335";"26";"339";"8";"125";"12";"359";"39";"31";"18";"81";"136";"28";"7";"-";"-";"4";"14";"282";"6";"2";"20";"1";"2";"-";"9";"17";"4";"31";"13";"2";"41";"6";"-";"-";"1";"8";"20";"1";"1";"0";"2";"-";"-";"101";"94";"5";"1";"34";"4";"11";"2";"-";"-";"9";"42";"5";"6";"54";"7";"4";"208";"-";"-";"13";"9";"4";"-";"-";"-";"-";"-";"-";"-";"-";"174";"66";"15";"65";"19";"-";"-";"-";"-";"-";"4";"1";"3";"-";"-";"-";"-";"-";"-";"60";"1";"30";"11";"2";"5";"14";"2";"-";"-";"12"
"101042";"101042";"15";"3";"1";"1459";"450";"140";"130";"9";"216";"133";"20";"158";"8";"195";"-";"193";"208";"10";"9";"9";"21";"-";"-";"-";"-";"25";"37";"54";"2";"3";"19";"-";"-";"-";"4";"3";"0";"3";"108";"12";"-";"-";"-";"-";"5";"2";"2";"0";"-";"-";"-";"-";"-";"16";"160";"22";"9";"4";"5";"-";"-";"-";"-";"2";"6";"80";"0";"41";"4";"-";"-";"-";"-";"11";"1";"8";"-";"-";"-";"-";"-";"-";"-";"-";"10";"23";"28";"33";"64";"-";"-";"-";"-";"-";"1";"1";"0";"5";"1";"0";"-";"-";"-";"67";"9";"9";"103";"2";"5";"-";"-";"-";"-";"-"
"101044";"101044";"15";"3";"1";"1416";"377";"190";"140";"19";"202";"122";"32";"132";"7";"195";"-";"190";"148";"11";"6";"11";"11";"-";"-";"-";"-";"28";"54";"68";"6";"6";"28";"-";"-";"-";"3";"0";"0";"11";"114";"12";"-";"-";"-";"-";"3";"0";"10";"6";"-";"-";"-";"-";"-";"17";"133";"29";"11";"5";"7";"-";"-";"-";"-";"9";"7";"67";"7";"27";"5";"-";"-";"-";"-";"15";"12";"5";"-";"-";"-";"-";"-";"-";"-";"-";"13";"30";"24";"28";"37";"-";"-";"-";"-";"-";"0";"1";"3";"1";"2";"0";"-";"-";"-";"60";"4";"19";"96";"11";"5";"-";"-";"-";"-";"-"
"101046";"101046";"16";"3";"1";"671";"261";"41";"74";"6";"68";"106";"17";"48";"2";"48";"-";"39";"131";"60";"7";"6";"18";"-";"-";"-";"-";"14";"9";"5";"7";"1";"5";"-";"-";"-";"10";"0";"0";"1";"59";"4";"-";"-";"-";"-";"2";"3";"1";"0";"-";"-";"-";"-";"-";"13";"15";"34";"3";"2";"1";"-";"-";"-";"-";"28";"12";"55";"6";"1";"4";"-";"-";"-";"-";"10";"2";"5";"-";"-";"-";"-";"-";"-";"-";"-";"11";"21";"4";"6";"6";"-";"-";"-";"-";"-";"0";"0";"1";"0";"1";"0";"-";"-";"-";"26";"2";"9";"5";"4";"2";"-";"-";"-";"-";"-"
"101048";"101048";"16";"3";"1";"1350";"380";"133";"99";"22";"175";"160";"24";"112";"10";"235";"-";"104";"170";"71";"3";"16";"16";"-";"-";"-";"-";"19";"35";"30";"29";"4";"16";"-";"-";"-";"3";"2";"1";"3";"82";"8";"-";"-";"-";"-";"11";"2";"4";"5";"-";"-";"-";"-";"-";"15";"41";"105";"8";"3";"3";"-";"-";"-";"-";"38";"13";"81";"4";"5";"19";"-";"-";"-";"-";"19";"1";"4";"-";"-";"-";"-";"-";"-";"-";"-";"13";"47";"24";"19";"9";"-";"-";"-";"-";"-";"1";"3";"4";"0";"2";"0";"-";"-";"-";"108";"7";"16";"72";"24";"8";"-";"-";"-";"-";"-"
"101050";"101050";"16";"3";"1";"927";"354";"52";"85";"4";"115";"136";"13";"107";"1";"60";"-";"26";"152";"56";"102";"8";"10";"-";"-";"-";"-";"17";"12";"7";"7";"2";"7";"-";"-";"-";"4";"0";"1";"0";"70";"10";"-";"-";"-";"-";"2";"2";"0";"0";"-";"-";"-";"-";"-";"24";"20";"64";"3";"2";"2";"-";"-";"-";"-";"25";"18";"76";"3";"4";"10";"-";"-";"-";"-";"6";"3";"4";"-";"-";"-";"-";"-";"-";"-";"-";"9";"53";"10";"20";"15";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"-";"-";"-";"34";"6";"8";"6";"4";"2";"-";"-";"-";"-";"-"
"101052";"101052";"12";"2";"1";"3746";"1086";"458";"204";"37";"421";"563";"65";"658";"7";"225";"22";"395";"56";"41";"156";"145";"230";"41";"22";"-";"-";"13";"32";"372";"10";"5";"11";"5";"10";"-";"13";"28";"56";"7";"15";"4";"79";"2";"-";"-";"2";"10";"14";"1";"8";"2";"0";"-";"-";"183";"153";"4";"4";"8";"8";"60";"1";"-";"-";"18";"121";"9";"4";"6";"8";"7";"390";"-";"-";"20";"35";"10";"-";"-";"-";"-";"-";"-";"-";"-";"395";"103";"31";"108";"21";"-";"-";"-";"-";"-";"1";"5";"1";"-";"-";"-";"-";"-";"-";"81";"1";"34";"11";"1";"86";"5";"6";"-";"-";"22"
"101054";"101054";"12";"2";"1";"1307";"319";"204";"80";"22";"168";"165";"28";"233";"0";"82";"6";"130";"13";"12";"36";"64";"44";"10";"10";"-";"-";"3";"20";"158";"10";"2";"6";"1";"4";"-";"4";"13";"23";"3";"5";"2";"29";"1";"-";"-";"0";"9";"2";"2";"8";"1";"0";"-";"-";"103";"37";"2";"4";"3";"2";"17";"0";"-";"-";"2";"32";"5";"1";"2";"1";"2";"120";"-";"-";"9";"15";"4";"-";"-";"-";"-";"-";"-";"-";"-";"149";"36";"7";"36";"5";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"39";"0";"10";"5";"3";"18";"5";"2";"-";"-";"6"
"101056";"101056";"8";"2";"1";"1393";"407";"198";"50";"13";"205";"178";"18";"235";"3";"81";"5";"100";"23";"21";"2";"25";"210";"18";"8";"-";"-";"2";"7";"158";"6";"0";"1";"1";"23";"-";"4";"10";"1";"1";"7";"7";"19";"1";"-";"-";"0";"4";"4";"0";"1";"4";"0";"-";"-";"132";"65";"3";"1";"0";"0";"4";"0";"-";"-";"11";"20";"16";"1";"2";"4";"5";"119";"-";"-";"5";"12";"1";"-";"-";"-";"-";"-";"-";"-";"-";"107";"85";"6";"32";"5";"-";"-";"-";"-";"-";"1";"0";"2";"-";"-";"-";"-";"-";"-";"36";"1";"7";"3";"1";"0";"30";"3";"-";"-";"5"
"101058";"101058";"8";"2";"1";"1719";"574";"170";"88";"17";"230";"253";"16";"266";"5";"95";"5";"102";"32";"41";"6";"53";"314";"20";"6";"-";"-";"5";"10";"139";"1";"1";"0";"1";"13";"-";"12";"9";"5";"2";"6";"17";"37";"0";"-";"-";"0";"5";"2";"2";"0";"7";"1";"-";"-";"138";"73";"5";"1";"4";"4";"5";"0";"-";"-";"4";"37";"23";"1";"1";"5";"4";"178";"-";"-";"5";"9";"2";"-";"-";"-";"-";"-";"-";"-";"-";"99";"109";"12";"39";"7";"-";"-";"-";"-";"-";"5";"0";"0";"-";"-";"-";"-";"-";"-";"39";"3";"3";"13";"2";"2";"30";"3";"-";"-";"5"
"101060";"101060";"13";"2";"1";"1578";"403";"175";"71";"19";"228";"272";"16";"299";"4";"83";"8";"100";"17";"84";"3";"60";"119";"14";"6";"-";"-";"3";"17";"143";"2";"1";"3";"0";"6";"-";"14";"14";"7";"0";"3";"1";"28";"4";"-";"-";"0";"11";"4";"1";"1";"1";"1";"-";"-";"144";"58";"11";"4";"1";"2";"7";"1";"-";"-";"3";"18";"2";"0";"2";"3";"4";"240";"-";"-";"2";"14";"0";"-";"-";"-";"-";"-";"-";"-";"-";"121";"21";"12";"135";"10";"-";"-";"-";"-";"-";"2";"2";"0";"-";"-";"-";"-";"-";"-";"14";"2";"12";"40";"1";"2";"12";"0";"-";"-";"8"
"101062";"101062";"8";"2";"1";"2619";"831";"263";"122";"35";"291";"444";"28";"440";"12";"142";"11";"155";"46";"39";"2";"92";"453";"31";"13";"-";"-";"7";"12";"202";"4";"0";"4";"1";"33";"-";"9";"16";"6";"2";"8";"20";"59";"2";"-";"-";"1";"17";"3";"0";"2";"10";"2";"-";"-";"202";"68";"6";"0";"4";"2";"6";"3";"-";"-";"11";"39";"58";"6";"6";"3";"4";"317";"-";"-";"7";"18";"3";"-";"-";"-";"-";"-";"-";"-";"-";"159";"191";"21";"54";"15";"-";"-";"-";"-";"-";"5";"1";"6";"-";"-";"-";"-";"-";"-";"45";"2";"19";"11";"4";"2";"57";"2";"-";"-";"11"
"101064";"101064";"13";"2";"1";"3115";"764";"463";"173";"35";"422";"388";"42";"648";"14";"151";"15";"217";"48";"214";"7";"68";"163";"34";"13";"-";"-";"12";"40";"388";"6";"2";"3";"3";"9";"-";"39";"31";"7";"1";"12";"2";"73";"8";"-";"-";"1";"18";"5";"1";"1";"5";"4";"-";"-";"258";"105";"38";"2";"4";"1";"11";"3";"-";"-";"7";"35";"3";"0";"2";"4";"4";"333";"-";"-";"17";"21";"4";"-";"-";"-";"-";"-";"-";"-";"-";"256";"53";"16";"303";"20";"-";"-";"-";"-";"-";"6";"5";"3";"-";"-";"-";"-";"-";"-";"36";"8";"12";"69";"8";"5";"9";"4";"-";"-";"15"
"101066";"101066";"13";"2";"1";"1295";"320";"211";"67";"12";"158";"158";"16";"279";"2";"65";"7";"102";"20";"79";"2";"47";"53";"11";"6";"-";"-";"4";"14";"177";"9";"0";"4";"0";"3";"-";"18";"10";"4";"0";"4";"2";"28";"1";"-";"-";"1";"6";"3";"0";"0";"1";"1";"-";"-";"99";"35";"14";"0";"2";"1";"7";"0";"-";"-";"0";"11";"0";"0";"0";"1";"5";"141";"-";"-";"8";"7";"1";"-";"-";"-";"-";"-";"-";"-";"-";"104";"14";"12";"139";"10";"-";"-";"-";"-";"-";"1";"0";"1";"-";"-";"-";"-";"-";"-";"26";"1";"11";"18";"2";"0";"5";"2";"-";"-";"7"
"101068";"101068";"6";"2";"1";"2657";"641";"452";"160";"31";"357";"286";"29";"525";"10";"157";"9";"166";"38";"25";"5";"255";"96";"46";"10";"-";"-";"2";"43";"382";"11";"1";"8";"2";"3";"-";"17";"13";"2";"7";"10";"0";"94";"17";"-";"-";"1";"11";"4";"1";"1";"5";"8";"-";"-";"222";"92";"5";"16";"2";"5";"14";"1";"-";"-";"7";"10";"4";"0";"5";"5";"28";"227";"-";"-";"6";"13";"10";"-";"-";"-";"-";"-";"-";"-";"-";"170";"231";"12";"93";"19";"-";"-";"-";"-";"-";"4";"3";"3";"-";"-";"-";"-";"-";"-";"43";"6";"32";"4";"57";"4";"8";"3";"-";"-";"9"
"101070";"101070";"6";"2";"1";"1267";"442";"142";"46";"16";"159";"168";"16";"195";"5";"71";"7";"110";"21";"16";"3";"208";"65";"11";"8";"-";"-";"2";"17";"115";"4";"0";"2";"1";"1";"-";"3";"7";"2";"2";"4";"0";"26";"2";"-";"-";"0";"4";"4";"1";"1";"2";"4";"-";"-";"94";"42";"3";"13";"1";"2";"4";"0";"-";"-";"2";"5";"0";"0";"1";"3";"21";"136";"-";"-";"3";"8";"5";"-";"-";"-";"-";"-";"-";"-";"-";"88";"74";"5";"22";"6";"-";"-";"-";"-";"-";"1";"2";"2";"-";"-";"-";"-";"-";"-";"20";"2";"10";"8";"26";"1";"0";"4";"-";"-";"7"
"101072";"101072";"6";"2";"1";"4198";"978";"796";"245";"55";"537";"473";"60";"801";"2";"228";"23";"260";"75";"32";"10";"341";"162";"63";"35";"-";"-";"12";"83";"647";"29";"0";"5";"5";"15";"-";"21";"17";"6";"4";"16";"2";"166";"13";"-";"-";"1";"17";"14";"2";"0";"6";"15";"-";"-";"310";"143";"8";"34";"8";"7";"22";"5";"-";"-";"14";"28";"10";"7";"9";"10";"57";"338";"-";"-";"18";"19";"23";"-";"-";"-";"-";"-";"-";"-";"-";"261";"322";"21";"161";"36";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"74";"9";"25";"11";"73";"12";"16";"8";"-";"-";"23"
"101074";"101074";"3";"1";"1";"2044";"712";"73";"101";"15";"278";"244";"26";"458";"13";"122";"2";"324";"89";"44";"11";"244";"-";"-";"-";"-";"-";"19";"33";"7";"1";"13";"-";"-";"-";"-";"27";"3";"11";"3";"57";"-";"-";"-";"-";"-";"4";"6";"5";"-";"-";"-";"-";"-";"-";"83";"14";"16";"156";"9";"-";"-";"-";"-";"-";"52";"9";"19";"164";"-";"-";"-";"-";"-";"-";"13";"1";"1";"11";"-";"-";"-";"-";"-";"-";"-";"325";"74";"59";"-";"-";"-";"-";"-";"-";"-";"4";"1";"2";"1";"1";"0";"3";"1";"-";"65";"6";"5";"6";"7";"12";"16";"5";"-";"-";"2"
"101076";"101076";"3";"1";"1";"1163";"360";"25";"57";"16";"156";"138";"16";"318";"7";"66";"4";"183";"36";"15";"4";"122";"-";"-";"-";"-";"-";"7";"12";"1";"0";"5";"-";"-";"-";"-";"12";"2";"6";"7";"30";"-";"-";"-";"-";"-";"1";"10";"5";"-";"-";"-";"-";"-";"-";"46";"15";"10";"80";"5";"-";"-";"-";"-";"-";"27";"9";"11";"91";"-";"-";"-";"-";"-";"-";"7";"3";"0";"6";"-";"-";"-";"-";"-";"-";"-";"200";"51";"67";"-";"-";"-";"-";"-";"-";"-";"2";"1";"0";"0";"0";"0";"4";"0";"-";"35";"8";"2";"1";"3";"16";"0";"1";"-";"-";"4"
"101078";"101078";"3";"1";"1";"3229";"1213";"101";"134";"29";"446";"390";"18";"650";"21";"219";"8";"726";"87";"67";"11";"322";"-";"-";"-";"-";"-";"24";"42";"4";"1";"30";"-";"-";"-";"-";"31";"7";"15";"10";"71";"-";"-";"-";"-";"-";"5";"15";"9";"-";"-";"-";"-";"-";"-";"117";"31";"23";"265";"10";"-";"-";"-";"-";"-";"91";"30";"22";"247";"-";"-";"-";"-";"-";"-";"10";"1";"0";"7";"-";"-";"-";"-";"-";"-";"-";"443";"134";"73";"-";"-";"-";"-";"-";"-";"-";"1";"0";"2";"1";"1";"1";"11";"4";"-";"101";"15";"7";"13";"19";"39";"20";"5";"-";"-";"8"
"101080";"101080";"14";"3";"1";"1715";"621";"99";"226";"14";"190";"208";"37";"223";"3";"94";"-";"56";"221";"8";"303";"12";"21";"-";"-";"-";"-";"50";"28";"15";"2";"0";"4";"-";"-";"-";"6";"4";"26";"0";"165";"25";"-";"-";"-";"-";"3";"6";"5";"0";"-";"-";"-";"-";"-";"78";"66";"31";"8";"1";"6";"-";"-";"-";"-";"1";"11";"107";"69";"7";"13";"-";"-";"-";"-";"27";"4";"6";"-";"-";"-";"-";"-";"-";"-";"-";"29";"134";"17";"32";"11";"-";"-";"-";"-";"-";"0";"0";"0";"1";"1";"1";"-";"-";"-";"34";"1";"8";"6";"41";"4";"-";"-";"-";"-";"-"
"101082";"101082";"14";"3";"1";"1208";"499";"54";"133";"5";"124";"164";"17";"155";"6";"51";"-";"48";"180";"10";"242";"6";"13";"-";"-";"-";"-";"24";"11";"9";"4";"1";"5";"-";"-";"-";"4";"1";"10";"1";"110";"7";"-";"-";"-";"-";"1";"1";"2";"1";"-";"-";"-";"-";"-";"55";"37";"14";"6";"9";"3";"-";"-";"-";"-";"9";"13";"78";"42";"2";"20";"-";"-";"-";"-";"11";"0";"6";"-";"-";"-";"-";"-";"-";"-";"-";"17";"85";"21";"22";"10";"-";"-";"-";"-";"-";"1";"1";"0";"0";"4";"0";"-";"-";"-";"21";"1";"5";"2";"21";"1";"-";"-";"-";"-";"-"
"101084";"101084";"14";"3";"1";"1364";"606";"54";"95";"11";"121";"231";"20";"178";"6";"42";"-";"33";"185";"3";"362";"9";"14";"-";"-";"-";"-";"21";"17";"5";"4";"2";"5";"-";"-";"-";"3";"2";"12";"4";"68";"6";"-";"-";"-";"-";"2";"0";"7";"2";"-";"-";"-";"-";"-";"51";"43";"17";"5";"3";"2";"-";"-";"-";"-";"11";"15";"122";"66";"4";"13";"-";"-";"-";"-";"12";"2";"6";"-";"-";"-";"-";"-";"-";"-";"-";"25";"88";"16";"30";"19";"-";"-";"-";"-";"-";"2";"0";"0";"0";"4";"0";"-";"-";"-";"15";"1";"0";"3";"19";"4";"-";"-";"-";"-";"-"
"101086";"101086";"9";"2";"1";"1824";"346";"303";"139";"21";"172";"188";"16";"541";"7";"75";"16";"100";"21";"16";"2";"60";"84";"61";"2";"-";"-";"3";"33";"234";"14";"1";"6";"9";"3";"-";"23";"24";"7";"8";"8";"1";"39";"29";"-";"-";"3";"11";"2";"0";"0";"4";"1";"-";"-";"101";"51";"3";"3";"0";"2";"5";"7";"-";"-";"14";"16";"1";"1";"2";"3";"5";"146";"-";"-";"6";"6";"4";"-";"-";"-";"-";"-";"-";"-";"-";"208";"37";"7";"94";"195";"-";"-";"-";"-";"-";"1";"1";"5";"-";"-";"-";"-";"-";"-";"23";"20";"14";"6";"1";"2";"5";"4";"-";"-";"16"
"101088";"101088";"14";"3";"1";"1091";"350";"58";"122";"7";"127";"151";"32";"177";"7";"60";"-";"27";"118";"3";"186";"5";"11";"-";"-";"-";"-";"26";"14";"11";"4";"0";"3";"-";"-";"-";"3";"4";"17";"1";"85";"12";"-";"-";"-";"-";"2";"2";"2";"1";"-";"-";"-";"-";"-";"66";"39";"15";"4";"2";"1";"-";"-";"-";"-";"5";"8";"86";"40";"3";"9";"-";"-";"-";"-";"20";"6";"6";"-";"-";"-";"-";"-";"-";"-";"-";"19";"79";"20";"40";"19";"-";"-";"-";"-";"-";"1";"1";"0";"2";"3";"0";"-";"-";"-";"25";"4";"6";"9";"15";"1";"-";"-";"-";"-";"-"
"101090";"101090";"10";"2";"1";"2208";"433";"520";"125";"33";"343";"224";"22";"277";"7";"217";"7";"163";"98";"17";"6";"54";"62";"25";"8";"-";"-";"8";"38";"433";"17";"12";"3";"2";"7";"-";"12";"21";"11";"6";"30";"0";"38";"7";"-";"-";"1";"17";"11";"1";"0";"3";"0";"-";"-";"123";"167";"3";"5";"7";"12";"22";"4";"-";"-";"3";"15";"5";"0";"1";"29";"5";"166";"-";"-";"3";"16";"3";"-";"-";"-";"-";"-";"-";"-";"-";"93";"27";"94";"44";"19";"-";"-";"-";"-";"-";"4";"1";"2";"-";"-";"-";"-";"-";"-";"136";"14";"28";"13";"7";"7";"6";"6";"-";"-";"7"
"101092";"101092";"11";"2";"1";"594";"172";"86";"20";"7";"89";"68";"11";"99";"0";"42";"0";"85";"9";"12";"5";"16";"30";"10";"5";"-";"-";"0";"3";"66";"1";"0";"11";"1";"4";"-";"0";"0";"0";"9";"0";"1";"10";"0";"-";"-";"1";"2";"2";"1";"0";"0";"1";"-";"-";"55";"26";"1";"0";"5";"0";"2";"0";"-";"-";"0";"5";"2";"0";"6";"0";"0";"55";"-";"-";"5";"6";"0";"-";"-";"-";"-";"-";"-";"-";"-";"69";"12";"0";"15";"3";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"22";"1";"12";"5";"0";"2";"0";"0";"-";"-";"0"
"101094";"101094";"16";"3";"1";"1806";"652";"70";"143";"18";"178";"362";"41";"177";"16";"149";"-";"73";"358";"145";"29";"18";"29";"-";"-";"-";"-";"20";"15";"10";"18";"3";"4";"-";"-";"-";"16";"3";"4";"2";"105";"13";"-";"-";"-";"-";"8";"3";"5";"2";"-";"-";"-";"-";"-";"27";"31";"107";"7";"0";"6";"-";"-";"-";"-";"94";"28";"190";"12";"9";"29";"-";"-";"-";"-";"25";"4";"12";"-";"-";"-";"-";"-";"-";"-";"-";"29";"72";"21";"31";"24";"-";"-";"-";"-";"-";"0";"1";"12";"1";"2";"0";"-";"-";"-";"86";"15";"22";"10";"14";"2";"-";"-";"-";"-";"-"
"101096";"101096";"13";"2";"1";"1011";"244";"158";"60";"15";"123";"129";"10";"202";"5";"61";"4";"73";"19";"52";"2";"39";"45";"11";"3";"-";"-";"3";"10";"136";"6";"0";"1";"1";"1";"-";"20";"11";"5";"3";"2";"0";"15";"4";"-";"-";"0";"3";"8";"0";"2";"2";"0";"-";"-";"70";"41";"3";"1";"1";"4";"3";"0";"-";"-";"3";"13";"3";"0";"0";"2";"2";"106";"-";"-";"3";"5";"2";"-";"-";"-";"-";"-";"-";"-";"-";"80";"18";"6";"92";"6";"-";"-";"-";"-";"-";"2";"1";"2";"-";"-";"-";"-";"-";"-";"9";"2";"9";"34";"2";"2";"3";"0";"-";"-";"4"
"101098";"101098";"13";"2";"1";"1453";"317";"193";"94";"16";"230";"180";"27";"308";"5";"80";"3";"92";"29";"79";"2";"48";"49";"12";"6";"-";"-";"6";"10";"164";"1";"0";"6";"2";"4";"-";"22";"17";"0";"0";"6";"0";"46";"3";"-";"-";"0";"8";"5";"1";"0";"2";"0";"-";"-";"138";"60";"20";"2";"1";"4";"2";"3";"-";"-";"2";"14";"0";"2";"2";"2";"2";"156";"-";"-";"11";"16";"0";"-";"-";"-";"-";"-";"-";"-";"-";"114";"16";"3";"165";"10";"-";"-";"-";"-";"-";"2";"2";"1";"-";"-";"-";"-";"-";"-";"14";"3";"5";"47";"2";"4";"5";"0";"-";"-";"3"
"147001";"147001";"17";"3";"1";"2249";"512";"206";"694";"28";"193";"145";"44";"294";"5";"128";"-";"50";"372";"10";"4";"53";"23";"-";"-";"-";"-";"45";"71";"34";"5";"5";"46";"-";"-";"-";"8";"15";"6";"3";"567";"95";"-";"-";"-";"-";"6";"1";"19";"2";"-";"-";"-";"-";"-";"17";"73";"29";"8";"5";"61";"-";"-";"-";"-";"9";"23";"49";"24";"4";"36";"-";"-";"-";"-";"34";"2";"8";"-";"-";"-";"-";"-";"-";"-";"-";"84";"40";"46";"107";"17";"-";"-";"-";"-";"-";"2";"0";"1";"0";"0";"2";"-";"-";"-";"56";"22";"14";"13";"7";"16";"-";"-";"-";"-";"-"
"147002";"147002";"17";"3";"1";"2274";"506";"224";"813";"28";"114";"151";"41";"295";"5";"97";"-";"41";"371";"4";"10";"64";"16";"-";"-";"-";"-";"43";"78";"29";"6";"9";"59";"-";"-";"-";"7";"11";"9";"1";"658";"127";"-";"-";"-";"-";"7";"3";"17";"1";"-";"-";"-";"-";"-";"8";"55";"11";"7";"1";"32";"-";"-";"-";"-";"8";"17";"66";"14";"5";"41";"-";"-";"-";"-";"28";"6";"7";"-";"-";"-";"-";"-";"-";"-";"-";"73";"48";"40";"120";"14";"-";"-";"-";"-";"-";"2";"0";"1";"0";"0";"2";"-";"-";"-";"50";"23";"7";"6";"3";"8";"-";"-";"-";"-";"-"
"147003";"147003";"18";"3";"1";"2653";"754";"154";"729";"38";"169";"302";"41";"332";"8";"126";"-";"58";"613";"19";"10";"27";"27";"-";"-";"-";"-";"39";"42";"15";"7";"42";"9";"-";"-";"-";"8";"20";"2";"3";"654";"42";"-";"-";"-";"-";"9";"5";"18";"6";"-";"-";"-";"-";"-";"15";"64";"22";"61";"1";"6";"-";"-";"-";"-";"10";"43";"190";"30";"9";"20";"-";"-";"-";"-";"26";"7";"8";"-";"-";"-";"-";"-";"-";"-";"-";"47";"35";"22";"208";"20";"-";"-";"-";"-";"-";"1";"1";"1";"1";"1";"3";"-";"-";"-";"45";"1";"13";"7";"6";"54";"-";"-";"-";"-";"-"
"147004";"147004";"18";"3";"1";"2615";"680";"125";"901";"32";"132";"272";"48";"340";"4";"81";"-";"36";"580";"14";"14";"19";"17";"-";"-";"-";"-";"34";"42";"10";"2";"26";"11";"-";"-";"-";"7";"18";"4";"3";"813";"56";"-";"-";"-";"-";"3";"1";"26";"2";"-";"-";"-";"-";"-";"12";"44";"24";"44";"6";"2";"-";"-";"-";"-";"13";"39";"178";"28";"2";"12";"-";"-";"-";"-";"34";"5";"9";"-";"-";"-";"-";"-";"-";"-";"-";"20";"39";"35";"223";"23";"-";"-";"-";"-";"-";"0";"1";"1";"0";"1";"1";"-";"-";"-";"34";"2";"6";"2";"1";"36";"-";"-";"-";"-";"-"
