"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1994 - Stemmeberettigede";"FV1994 - Afgivne stemmer";"FV1994 - Blanke stemmer";"FV1994 - Andre ugyldige stemmer";"FV1994 - Gyldige stemmer";"FV1994 - A. Socialdemokratiet";"FV1994 - B. Det Radikale Venstre";"FV1994 - C. Det Konservative Folkeparti";"FV1994 - D. Centrum-Demokraterne";"FV1994 - F. Socialistisk Folkeparti";"FV1994 - Q. Kristeligt Folkeparti";"FV1994 - V. Venstre, Danmarks Liberale Parti";"FV1994 - Z. Fremskridtspartiet";"FV1994 - Ø. Enhedslisten - De Rød-Grønne";"FV1994 - 1. Uden for partierne";"FV1994 - 2. Uden for partierne";"FV1994 - 3. Uden for partierne";"FV1994 - 4. Uden for partierne";"FV1994 - 5. Uden for partierne"
"801004";"801004";"102";"17";"3";"664";"556";"3";"2";"551";"177";"17";"46";"7";"25";"12";"210";"47";"9";"0";"1";"0";"-";"-"
"801005";"801005";"102";"17";"3";"822";"719";"4";"0";"715";"228";"23";"72";"27";"22";"27";"248";"64";"4";"0";"0";"0";"-";"-"
"801006";"801006";"102";"17";"3";"944";"744";"6";"2";"736";"265";"16";"46";"12";"15";"9";"277";"91";"4";"1";"0";"0";"-";"-"
"801007";"801007";"102";"17";"3";"339";"270";"3";"1";"266";"94";"19";"21";"4";"11";"6";"93";"17";"1";"0";"0";"0";"-";"-"
"803001";"803001";"98";"17";"3";"2310";"1880";"15";"2";"1863";"715";"76";"199";"39";"75";"84";"466";"192";"17";"0";"0";"0";"-";"-"
"803002";"803002";"98";"17";"3";"1193";"1010";"4";"2";"1004";"345";"46";"112";"17";"42";"25";"280";"119";"18";"0";"0";"0";"-";"-"
"803003";"803003";"98";"17";"3";"560";"456";"3";"1";"452";"149";"12";"49";"10";"15";"8";"121";"77";"11";"0";"0";"0";"-";"-"
"803004";"803004";"98";"17";"3";"910";"747";"3";"0";"744";"236";"28";"75";"13";"41";"25";"216";"91";"19";"0";"0";"0";"-";"-"
"803005";"803005";"98";"17";"3";"1383";"1165";"8";"0";"1157";"398";"31";"79";"31";"47";"53";"321";"173";"22";"1";"0";"1";"-";"-"
"805010";"805010";"96";"17";"3";"9230";"7737";"53";"21";"7663";"3312";"278";"944";"212";"458";"155";"1571";"620";"109";"0";"1";"3";"-";"-"
"805034";"805034";"96";"17";"3";"563";"482";"2";"0";"480";"137";"22";"58";"10";"19";"8";"173";"49";"4";"0";"0";"0";"-";"-"
"805036";"805036";"96";"17";"3";"357";"295";"2";"0";"293";"62";"11";"25";"1";"14";"7";"112";"53";"7";"0";"0";"1";"-";"-"
"805040";"805040";"96";"17";"3";"742";"633";"3";"0";"630";"214";"30";"44";"12";"37";"25";"204";"54";"10";"0";"0";"0";"-";"-"
"805050";"805050";"96";"17";"3";"1009";"836";"8";"4";"824";"328";"42";"74";"19";"52";"16";"187";"78";"28";"0";"0";"0";"-";"-"
"805054";"805054";"96";"17";"3";"169";"144";"0";"0";"144";"47";"3";"12";"1";"1";"3";"55";"19";"3";"0";"0";"0";"-";"-"
"805056";"805056";"96";"17";"3";"558";"471";"2";"0";"469";"160";"9";"34";"6";"29";"9";"148";"64";"10";"0";"0";"0";"-";"-"
"805060";"805060";"96";"17";"3";"285";"245";"0";"0";"245";"60";"9";"24";"4";"14";"5";"88";"37";"4";"0";"0";"0";"-";"-"
"805070";"805070";"96";"17";"3";"1187";"961";"5";"3";"953";"303";"44";"98";"22";"39";"27";"298";"104";"18";"0";"0";"0";"-";"-"
"805074";"805074";"96";"17";"3";"336";"269";"3";"2";"264";"72";"10";"22";"4";"13";"7";"94";"37";"5";"0";"0";"0";"-";"-"
"805076";"805076";"96";"17";"3";"252";"204";"2";"0";"202";"65";"7";"16";"9";"12";"9";"54";"24";"6";"0";"0";"0";"-";"-"
"805080";"805080";"96";"17";"3";"694";"605";"4";"1";"600";"184";"25";"54";"9";"26";"21";"204";"62";"15";"0";"0";"0";"-";"-"
"807001";"807001";"96";"17";"3";"711";"616";"4";"0";"612";"204";"21";"47";"21";"20";"27";"190";"71";"11";"0";"0";"0";"-";"-"
"807002";"807002";"96";"17";"3";"1620";"1312";"11";"3";"1298";"544";"44";"106";"37";"67";"19";"310";"147";"24";"0";"0";"0";"-";"-"
"807003";"807003";"96";"17";"3";"3585";"2999";"27";"3";"2969";"1002";"132";"345";"78";"150";"131";"823";"272";"35";"0";"1";"0";"-";"-"
"807004";"807004";"96";"17";"3";"1146";"915";"6";"1";"908";"310";"18";"81";"21";"48";"30";"277";"94";"26";"1";"0";"2";"-";"-"
"807005";"807005";"96";"17";"3";"2544";"2237";"18";"2";"2217";"927";"68";"233";"57";"105";"53";"599";"153";"21";"1";"0";"0";"-";"-"
"807006";"807006";"96";"17";"3";"1123";"947";"6";"1";"940";"303";"26";"85";"31";"49";"18";"314";"97";"17";"0";"0";"0";"-";"-"
"807007";"807007";"96";"17";"3";"298";"267";"1";"0";"266";"75";"9";"22";"5";"9";"10";"105";"27";"3";"0";"0";"1";"-";"-"
"807008";"807008";"96";"17";"3";"458";"402";"4";"1";"397";"139";"9";"24";"7";"31";"8";"126";"47";"6";"0";"0";"0";"-";"-"
"809001";"809001";"103";"17";"3";"3216";"2606";"12";"2";"2592";"745";"75";"360";"75";"49";"149";"826";"273";"39";"0";"0";"1";"-";"-"
"809002";"809002";"103";"17";"3";"655";"528";"2";"2";"524";"113";"21";"77";"21";"19";"23";"191";"51";"8";"0";"0";"0";"-";"-"
"809003";"809003";"103";"17";"3";"747";"629";"4";"0";"625";"234";"23";"70";"15";"16";"19";"187";"47";"14";"0";"0";"0";"-";"-"
"809004";"809004";"103";"17";"3";"528";"438";"2";"1";"435";"127";"18";"52";"8";"6";"13";"173";"30";"7";"1";"0";"0";"-";"-"
"809005";"809005";"103";"17";"3";"885";"742";"3";"1";"738";"199";"30";"71";"9";"26";"32";"293";"72";"6";"0";"0";"0";"-";"-"
"811001";"811001";"98";"17";"3";"3263";"2649";"23";"5";"2621";"860";"105";"320";"89";"89";"87";"813";"234";"24";"0";"0";"0";"-";"-"
"811002";"811002";"98";"17";"3";"1120";"906";"6";"2";"898";"276";"28";"91";"24";"36";"16";"339";"81";"5";"2";"0";"0";"-";"-"
"811003";"811003";"98";"17";"3";"918";"735";"4";"0";"731";"184";"30";"68";"16";"29";"29";"284";"81";"10";"0";"0";"0";"-";"-"
"811004";"811004";"98";"17";"3";"1035";"852";"6";"1";"845";"237";"29";"92";"17";"42";"28";"288";"98";"12";"0";"0";"2";"-";"-"
"813001";"813001";"95";"17";"3";"19891";"16166";"94";"38";"16034";"7587";"433";"1893";"452";"894";"231";"2902";"1314";"320";"3";"4";"1";"-";"-"
"813006";"813006";"95";"17";"3";"3388";"2842";"12";"4";"2826";"953";"88";"297";"88";"109";"254";"677";"333";"26";"0";"1";"0";"-";"-"
"813007";"813007";"95";"17";"3";"777";"660";"2";"0";"658";"249";"22";"66";"20";"28";"16";"173";"70";"14";"0";"0";"0";"-";"-"
"813008";"813008";"95";"17";"3";"1647";"1371";"5";"0";"1366";"475";"45";"119";"41";"54";"52";"423";"130";"26";"1";"0";"0";"-";"-"
"813009";"813009";"95";"17";"3";"1429";"1285";"5";"0";"1280";"356";"52";"202";"42";"32";"35";"447";"92";"22";"0";"0";"0";"-";"-"
"815001";"815001";"102";"17";"3";"4269";"3593";"32";"10";"3551";"1506";"128";"465";"93";"122";"39";"871";"282";"43";"1";"0";"1";"-";"-"
"815002";"815002";"102";"17";"3";"586";"474";"3";"0";"471";"236";"13";"40";"13";"27";"5";"95";"33";"9";"0";"0";"0";"-";"-"
"815003";"815003";"102";"17";"3";"478";"393";"0";"2";"391";"179";"19";"41";"3";"11";"10";"104";"23";"1";"0";"0";"0";"-";"-"
"815004";"815004";"102";"17";"3";"533";"455";"3";"1";"451";"201";"19";"12";"11";"17";"3";"138";"43";"7";"0";"0";"0";"-";"-"
"815005";"815005";"102";"17";"3";"345";"275";"1";"0";"274";"102";"8";"25";"7";"10";"6";"92";"18";"6";"0";"0";"0";"-";"-"
"815006";"815006";"102";"17";"3";"202";"176";"1";"0";"175";"67";"2";"14";"0";"7";"1";"51";"31";"2";"0";"0";"0";"-";"-"
"815007";"815007";"102";"17";"3";"1000";"810";"5";"0";"805";"311";"42";"74";"24";"23";"12";"240";"71";"8";"0";"0";"0";"-";"-"
"815008";"815008";"102";"17";"3";"746";"585";"2";"0";"583";"227";"17";"47";"14";"22";"4";"167";"79";"6";"0";"0";"0";"-";"-"
"817001";"817001";"99";"17";"3";"1603";"1362";"4";"6";"1352";"566";"69";"109";"36";"53";"40";"336";"123";"19";"1";"0";"0";"-";"-"
"817002";"817002";"99";"17";"3";"297";"243";"1";"2";"240";"77";"12";"16";"8";"13";"11";"71";"25";"6";"1";"0";"0";"-";"-"
"817003";"817003";"99";"17";"3";"2252";"1943";"11";"8";"1924";"787";"99";"206";"57";"98";"44";"471";"128";"33";"1";"0";"0";"-";"-"
"817004";"817004";"99";"17";"3";"2262";"1871";"12";"3";"1856";"748";"71";"240";"36";"75";"17";"397";"231";"40";"0";"0";"1";"-";"-"
"817005";"817005";"99";"17";"3";"643";"543";"0";"0";"543";"197";"24";"48";"14";"25";"9";"159";"62";"5";"0";"0";"0";"-";"-"
"817006";"817006";"99";"17";"3";"1150";"954";"3";"3";"948";"374";"36";"64";"18";"29";"14";"266";"128";"19";"0";"0";"0";"-";"-"
"819001";"819001";"97";"17";"3";"781";"665";"8";"1";"656";"165";"30";"89";"19";"22";"65";"187";"74";"5";"0";"0";"0";"-";"-"
"819002";"819002";"97";"17";"3";"775";"624";"3";"1";"620";"236";"30";"54";"14";"19";"21";"138";"99";"7";"0";"1";"1";"-";"-"
"819003";"819003";"97";"17";"3";"5249";"4010";"17";"6";"3987";"1598";"128";"511";"95";"131";"163";"713";"612";"34";"0";"1";"1";"-";"-"
"819005";"819005";"97";"17";"3";"300";"272";"2";"0";"270";"101";"10";"23";"15";"13";"4";"71";"32";"1";"0";"0";"0";"-";"-"
"819006";"819006";"97";"17";"3";"1032";"873";"4";"0";"869";"281";"40";"106";"42";"44";"20";"218";"98";"20";"0";"0";"0";"-";"-"
"819007";"819007";"97";"17";"3";"1467";"1196";"12";"1";"1183";"316";"70";"139";"16";"22";"45";"436";"130";"9";"0";"0";"0";"-";"-"
"819008";"819008";"97";"17";"3";"702";"582";"4";"0";"578";"171";"22";"73";"19";"25";"13";"188";"57";"10";"0";"0";"0";"-";"-"
"819009";"819009";"97";"17";"3";"292";"236";"1";"0";"235";"63";"11";"15";"8";"7";"8";"68";"51";"4";"0";"0";"0";"-";"-"
"819010";"819010";"97";"17";"3";"425";"343";"0";"0";"343";"96";"19";"39";"9";"10";"12";"94";"60";"4";"0";"0";"0";"-";"-"
"821001";"821001";"97";"17";"3";"12669";"10308";"50";"26";"10232";"4118";"586";"1271";"279";"659";"281";"2160";"680";"196";"1";"1";"0";"-";"-"
"821002";"821002";"97";"17";"3";"2705";"2203";"4";"2";"2197";"717";"120";"171";"46";"58";"97";"709";"252";"26";"1";"0";"0";"-";"-"
"821003";"821003";"97";"17";"3";"1680";"1347";"4";"0";"1343";"449";"72";"84";"28";"46";"43";"484";"113";"23";"0";"0";"1";"-";"-"
"821004";"821004";"97";"17";"3";"1379";"1191";"4";"2";"1185";"306";"85";"123";"43";"44";"44";"415";"109";"15";"0";"0";"1";"-";"-"
"821005";"821005";"97";"17";"3";"1194";"1037";"4";"2";"1031";"328";"67";"95";"26";"75";"16";"278";"93";"53";"0";"0";"0";"-";"-"
"821106";"821106";"97";"17";"3";"2793";"2506";"11";"0";"2495";"1002";"127";"303";"84";"96";"53";"633";"172";"25";"0";"0";"0";"-";"-"
"821107";"821107";"97";"17";"3";"4431";"3784";"27";"3";"3754";"1480";"208";"447";"103";"152";"73";"961";"279";"50";"1";"0";"0";"-";"-"
"823001";"823001";"102";"17";"3";"1295";"1149";"10";"1";"1138";"395";"60";"146";"36";"45";"25";"341";"81";"7";"2";"0";"0";"-";"-"
"823002";"823002";"102";"17";"3";"399";"346";"0";"0";"346";"92";"20";"26";"3";"17";"12";"131";"36";"9";"0";"0";"0";"-";"-"
"823003";"823003";"102";"17";"3";"689";"580";"2";"3";"575";"187";"24";"67";"9";"26";"16";"170";"67";"8";"1";"0";"0";"-";"-"
"823004";"823004";"102";"17";"3";"554";"479";"3";"0";"476";"134";"25";"36";"7";"19";"8";"177";"60";"9";"0";"0";"1";"-";"-"
"823005";"823005";"102";"17";"3";"400";"346";"2";"0";"344";"107";"19";"30";"10";"17";"11";"88";"50";"12";"0";"0";"0";"-";"-"
"823006";"823006";"102";"17";"3";"296";"265";"1";"0";"264";"47";"12";"22";"4";"7";"18";"130";"21";"3";"0";"0";"0";"-";"-"
"823007";"823007";"102";"17";"3";"293";"254";"2";"0";"252";"63";"5";"29";"10";"8";"4";"105";"22";"4";"2";"0";"0";"-";"-"
"823008";"823008";"102";"17";"3";"7220";"5915";"40";"9";"5866";"2448";"223";"793";"173";"260";"106";"1326";"435";"92";"10";"0";"0";"-";"-"
"825005";"825005";"95";"17";"3";"700";"576";"1";"1";"574";"177";"21";"56";"16";"24";"14";"179";"73";"14";"0";"0";"0";"-";"-"
"825015";"825015";"95";"17";"3";"770";"591";"3";"0";"588";"221";"25";"64";"17";"19";"24";"165";"49";"4";"0";"0";"0";"-";"-"
"825020";"825020";"95";"17";"3";"408";"324";"1";"1";"322";"107";"7";"44";"7";"6";"24";"69";"48";"10";"0";"0";"0";"-";"-"
"827001";"827001";"103";"17";"3";"3832";"3021";"23";"20";"2978";"1201";"102";"255";"54";"132";"42";"949";"204";"36";"0";"0";"3";"-";"-"
"827002";"827002";"103";"17";"3";"435";"365";"2";"0";"363";"141";"8";"26";"4";"15";"5";"130";"29";"5";"0";"0";"0";"-";"-"
"827003";"827003";"103";"17";"3";"873";"725";"2";"1";"722";"211";"13";"35";"12";"28";"20";"308";"85";"10";"0";"0";"0";"-";"-"
"827004";"827004";"103";"17";"3";"390";"325";"3";"0";"322";"86";"14";"15";"2";"8";"7";"152";"31";"7";"0";"0";"0";"-";"-"
"827005";"827005";"103";"17";"3";"349";"290";"1";"0";"289";"83";"10";"10";"2";"11";"7";"132";"32";"2";"0";"0";"0";"-";"-"
"827006";"827006";"103";"17";"3";"1424";"1153";"6";"0";"1147";"323";"95";"86";"24";"103";"17";"356";"95";"48";"0";"0";"0";"-";"-"
"827007";"827007";"103";"17";"3";"798";"648";"3";"4";"641";"165";"21";"41";"6";"28";"16";"294";"57";"13";"0";"0";"0";"-";"-"
"829001";"829001";"98";"17";"3";"3392";"2789";"14";"8";"2767";"875";"152";"216";"98";"133";"104";"817";"309";"58";"1";"2";"2";"-";"-"
"829002";"829002";"98";"17";"3";"1012";"833";"5";"3";"825";"248";"48";"67";"18";"30";"18";"287";"86";"20";"0";"0";"3";"-";"-"
"829003";"829003";"98";"17";"3";"2336";"1920";"13";"2";"1905";"610";"78";"242";"48";"67";"41";"585";"200";"32";"0";"1";"1";"-";"-"
"831001";"831001";"103";"17";"3";"2869";"2451";"15";"7";"2429";"1052";"102";"294";"51";"107";"36";"579";"176";"31";"0";"0";"1";"-";"-"
"831002";"831002";"103";"17";"3";"441";"395";"4";"1";"390";"106";"18";"23";"10";"21";"10";"158";"39";"5";"0";"0";"0";"-";"-"
"831003";"831003";"103";"17";"3";"522";"451";"3";"0";"448";"148";"10";"20";"7";"19";"6";"174";"60";"4";"0";"0";"0";"-";"-"
"831004";"831004";"103";"17";"3";"598";"493";"2";"1";"490";"189";"12";"64";"18";"21";"7";"129";"41";"9";"0";"0";"0";"-";"-"
"831005";"831005";"103";"17";"3";"318";"273";"1";"0";"272";"74";"17";"16";"6";"10";"4";"106";"28";"11";"0";"0";"0";"-";"-"
"831006";"831006";"103";"17";"3";"733";"619";"2";"1";"616";"236";"32";"36";"18";"33";"12";"173";"64";"12";"0";"0";"0";"-";"-"
"831007";"831007";"103";"17";"3";"185";"172";"1";"0";"171";"31";"5";"14";"0";"3";"4";"97";"15";"2";"0";"0";"0";"-";"-"
"833001";"833001";"103";"17";"3";"386";"327";"1";"0";"326";"68";"4";"35";"7";"9";"30";"141";"28";"4";"0";"0";"0";"-";"-"
"833002";"833002";"103";"17";"3";"964";"844";"2";"0";"842";"258";"43";"118";"26";"21";"39";"286";"46";"5";"0";"0";"0";"-";"-"
"833003";"833003";"103";"17";"3";"621";"539";"4";"1";"534";"133";"42";"36";"11";"14";"24";"197";"74";"3";"0";"0";"0";"-";"-"
"833004";"833004";"103";"17";"3";"352";"302";"3";"1";"298";"91";"9";"19";"6";"7";"12";"122";"29";"3";"0";"0";"0";"-";"-"
"833005";"833005";"103";"17";"3";"377";"309";"3";"0";"306";"61";"10";"20";"12";"11";"11";"131";"43";"6";"1";"0";"0";"-";"-"
"833006";"833006";"103";"17";"3";"636";"517";"7";"1";"509";"156";"24";"54";"9";"16";"20";"142";"77";"11";"0";"0";"0";"-";"-"
"833007";"833007";"103";"17";"3";"772";"626";"5";"0";"621";"202";"26";"45";"17";"14";"11";"204";"84";"17";"1";"0";"0";"-";"-"
"835001";"835001";"98";"17";"3";"2408";"1920";"8";"1";"1911";"808";"71";"229";"52";"55";"83";"413";"172";"27";"0";"0";"1";"-";"-"
"835002";"835002";"98";"17";"3";"2412";"1994";"12";"2";"1980";"1123";"49";"152";"36";"115";"30";"243";"192";"40";"0";"0";"0";"-";"-"
"835003";"835003";"98";"17";"3";"929";"767";"7";"5";"755";"222";"30";"122";"26";"50";"10";"164";"112";"17";"0";"1";"1";"-";"-"
"835004";"835004";"98";"17";"3";"1064";"887";"6";"3";"878";"259";"34";"108";"27";"40";"15";"281";"96";"18";"0";"0";"0";"-";"-"
"835006";"835006";"98";"17";"3";"602";"491";"8";"0";"483";"119";"25";"67";"10";"27";"32";"146";"52";"5";"0";"0";"0";"-";"-"
"835007";"835007";"98";"17";"3";"566";"483";"3";"3";"477";"167";"13";"52";"7";"20";"15";"135";"62";"6";"0";"0";"0";"-";"-"
"837001";"837001";"102";"17";"3";"310";"252";"0";"0";"252";"90";"10";"16";"5";"14";"2";"75";"33";"7";"0";"0";"0";"-";"-"
"837002";"837002";"102";"17";"3";"794";"677";"2";"0";"675";"318";"32";"43";"17";"35";"8";"138";"75";"9";"0";"0";"0";"-";"-"
"837003";"837003";"102";"17";"3";"1259";"1048";"5";"0";"1043";"485";"32";"110";"28";"31";"16";"226";"98";"17";"0";"0";"0";"-";"-"
"837004";"837004";"102";"17";"3";"384";"319";"3";"0";"316";"125";"24";"30";"4";"16";"3";"75";"37";"2";"0";"0";"0";"-";"-"
"837005";"837005";"102";"17";"3";"1512";"1274";"11";"2";"1261";"551";"70";"101";"30";"62";"15";"288";"118";"26";"0";"0";"0";"-";"-"
"837006";"837006";"102";"17";"3";"316";"276";"0";"1";"275";"123";"12";"19";"13";"16";"2";"33";"54";"3";"0";"0";"0";"-";"-"
"837007";"837007";"102";"17";"3";"504";"424";"3";"1";"420";"211";"8";"40";"10";"20";"3";"85";"38";"5";"0";"0";"0";"-";"-"
"837008";"837008";"102";"17";"3";"1594";"1375";"8";"3";"1364";"685";"39";"130";"40";"55";"35";"261";"104";"15";"0";"0";"0";"-";"-"
"839001";"839001";"97";"17";"3";"2576";"2132";"20";"4";"2108";"778";"78";"164";"58";"51";"102";"704";"152";"21";"0";"0";"0";"-";"-"
"839002";"839002";"97";"17";"3";"885";"760";"7";"1";"752";"218";"48";"54";"24";"23";"38";"286";"56";"5";"0";"0";"0";"-";"-"
"839004";"839004";"97";"17";"3";"615";"497";"2";"1";"494";"148";"22";"37";"14";"13";"28";"176";"51";"5";"0";"0";"0";"-";"-"
"839005";"839005";"97";"17";"3";"685";"552";"0";"1";"551";"189";"14";"35";"20";"21";"18";"181";"63";"10";"0";"0";"0";"-";"-"
"839006";"839006";"97";"17";"3";"452";"391";"2";"1";"388";"151";"15";"34";"9";"28";"11";"96";"36";"8";"0";"0";"0";"-";"-"
"839007";"839007";"97";"17";"3";"896";"764";"5";"1";"758";"262";"28";"53";"23";"10";"20";"264";"92";"4";"1";"1";"0";"-";"-"
"839008";"839008";"97";"17";"3";"979";"802";"3";"1";"798";"271";"31";"52";"6";"14";"41";"282";"93";"8";"0";"0";"0";"-";"-"
"841001";"841001";"95";"17";"3";"8539";"6675";"43";"11";"6621";"2819";"198";"655";"139";"211";"62";"1799";"601";"134";"2";"0";"1";"-";"-"
"841002";"841002";"95";"17";"3";"157";"122";"1";"0";"121";"35";"10";"12";"2";"7";"0";"32";"21";"2";"0";"0";"0";"-";"-"
"841003";"841003";"95";"17";"3";"1534";"1265";"9";"2";"1254";"474";"33";"128";"36";"43";"31";"373";"122";"14";"0";"0";"0";"-";"-"
"843001";"843001";"102";"17";"3";"887";"710";"3";"1";"706";"286";"32";"62";"16";"43";"10";"195";"52";"10";"0";"0";"0";"-";"-"
"843002";"843002";"102";"17";"3";"447";"371";"5";"0";"366";"156";"7";"28";"7";"12";"1";"119";"28";"8";"0";"0";"0";"-";"-"
"843003";"843003";"102";"17";"3";"351";"304";"2";"2";"300";"73";"23";"36";"12";"23";"4";"102";"20";"7";"0";"0";"0";"-";"-"
"843004";"843004";"102";"17";"3";"716";"592";"3";"0";"589";"247";"21";"33";"20";"21";"13";"164";"61";"9";"0";"0";"0";"-";"-"
"843005";"843005";"102";"17";"3";"285";"248";"1";"0";"247";"99";"8";"19";"2";"11";"2";"65";"31";"10";"0";"0";"0";"-";"-"
"843006";"843006";"102";"17";"3";"1470";"1223";"11";"3";"1209";"470";"44";"89";"47";"49";"8";"343";"136";"21";"2";"0";"0";"-";"-"
"843007";"843007";"102";"17";"3";"2455";"2119";"12";"1";"2106";"710";"150";"264";"80";"171";"26";"501";"133";"70";"0";"0";"1";"-";"-"
"843008";"843008";"102";"17";"3";"299";"254";"2";"0";"252";"79";"8";"9";"7";"13";"6";"82";"36";"12";"0";"0";"0";"-";"-"
"843009";"843009";"102";"17";"3";"306";"249";"1";"0";"248";"77";"9";"19";"5";"24";"0";"90";"12";"12";"0";"0";"0";"-";"-"
"845001";"845001";"103";"17";"3";"4889";"4075";"28";"7";"4040";"1410";"164";"505";"140";"181";"63";"1181";"350";"45";"1";"0";"0";"-";"-"
"845002";"845002";"103";"17";"3";"1409";"1237";"16";"2";"1219";"311";"48";"161";"48";"54";"21";"426";"135";"14";"0";"0";"1";"-";"-"
"845003";"845003";"103";"17";"3";"587";"497";"3";"0";"494";"139";"17";"34";"7";"25";"13";"166";"84";"9";"0";"0";"0";"-";"-"
"845004";"845004";"103";"17";"3";"1193";"994";"10";"1";"983";"302";"33";"106";"28";"43";"22";"301";"138";"10";"0";"0";"0";"-";"-"
"845005";"845005";"103";"17";"3";"446";"377";"2";"1";"374";"113";"19";"29";"9";"15";"11";"135";"35";"7";"0";"0";"1";"-";"-"
"845006";"845006";"103";"17";"3";"406";"352";"2";"1";"349";"86";"12";"40";"6";"17";"10";"129";"47";"2";"0";"0";"0";"-";"-"
"847001";"847001";"96";"17";"3";"6549";"5461";"39";"10";"5412";"2140";"205";"788";"149";"246";"137";"1240";"416";"85";"1";"0";"5";"-";"-"
"847002";"847002";"96";"17";"3";"405";"340";"3";"2";"335";"91";"6";"21";"5";"6";"10";"141";"47";"7";"1";"0";"0";"-";"-"
"847003";"847003";"96";"17";"3";"1065";"891";"7";"0";"884";"320";"20";"82";"17";"28";"30";"288";"91";"7";"0";"0";"1";"-";"-"
"847004";"847004";"96";"17";"3";"771";"638";"1";"0";"637";"245";"21";"53";"9";"26";"34";"190";"51";"8";"0";"0";"0";"-";"-"
"847005";"847005";"96";"17";"3";"460";"377";"3";"0";"374";"126";"8";"25";"12";"18";"14";"108";"54";"9";"0";"0";"0";"-";"-"
"847006";"847006";"96";"17";"3";"721";"570";"3";"0";"567";"201";"24";"35";"4";"17";"26";"178";"75";"7";"0";"0";"0";"-";"-"
"847007";"847007";"96";"17";"3";"458";"398";"5";"0";"393";"109";"15";"32";"10";"5";"5";"166";"45";"6";"0";"0";"0";"-";"-"
"847008";"847008";"96";"17";"3";"668";"548";"5";"1";"542";"181";"28";"41";"14";"21";"9";"181";"60";"6";"0";"1";"0";"-";"-"
"847009";"847009";"96";"17";"3";"683";"547";"5";"0";"542";"206";"15";"44";"9";"19";"23";"161";"55";"9";"0";"0";"1";"-";"-"
"847010";"847010";"96";"17";"3";"1470";"1181";"8";"1";"1172";"358";"21";"81";"24";"22";"141";"381";"127";"12";"0";"0";"5";"-";"-"
"847011";"847011";"96";"17";"3";"447";"386";"1";"0";"385";"125";"9";"26";"10";"20";"14";"127";"49";"4";"0";"0";"1";"-";"-"
"849001";"849001";"99";"17";"3";"3662";"3159";"14";"6";"3139";"1057";"130";"435";"95";"191";"71";"821";"311";"27";"1";"0";"0";"-";"-"
"849002";"849002";"99";"17";"3";"1547";"1355";"8";"2";"1345";"631";"32";"110";"34";"63";"12";"338";"106";"19";"0";"0";"0";"-";"-"
"849003";"849003";"99";"17";"3";"1056";"926";"5";"0";"921";"423";"23";"107";"18";"40";"12";"216";"75";"7";"0";"0";"0";"-";"-"
"849004";"849004";"99";"17";"3";"1048";"898";"6";"0";"892";"372";"23";"87";"16";"43";"21";"232";"86";"12";"0";"0";"0";"-";"-"
"849005";"849005";"99";"17";"3";"884";"755";"1";"1";"753";"230";"24";"78";"30";"39";"26";"257";"62";"7";"0";"0";"0";"-";"-"
"851001";"851001";"99";"17";"3";"4028";"3273";"33";"11";"3229";"1432";"113";"434";"60";"238";"60";"475";"293";"123";"1";"0";"0";"-";"-"
"851002";"851002";"99";"17";"3";"2068";"1637";"9";"3";"1625";"838";"53";"125";"24";"158";"18";"192";"153";"63";"0";"0";"1";"-";"-"
"851003";"851003";"99";"17";"3";"3962";"3269";"18";"12";"3239";"1690";"99";"305";"81";"247";"37";"396";"275";"104";"0";"4";"1";"-";"-"
"851004";"851004";"99";"17";"3";"3951";"3293";"20";"7";"3266";"1593";"80";"390";"75";"192";"46";"508";"311";"68";"2";"0";"1";"-";"-"
"851005";"851005";"99";"17";"3";"2489";"1834";"6";"10";"1818";"1094";"34";"154";"29";"115";"26";"178";"152";"34";"0";"0";"2";"-";"-"
"851006";"851006";"99";"17";"3";"896";"774";"4";"1";"769";"316";"29";"77";"24";"37";"12";"187";"69";"18";"0";"0";"0";"-";"-"
"851007";"851007";"99";"17";"3";"2217";"1897";"6";"1";"1890";"705";"71";"253";"87";"75";"48";"448";"180";"22";"0";"0";"1";"-";"-"
"851008";"851008";"99";"17";"3";"2008";"1752";"10";"4";"1738";"558";"79";"331";"55";"80";"27";"452";"142";"14";"0";"0";"0";"-";"-"
"851009";"851009";"99";"17";"3";"1562";"1315";"6";"2";"1307";"532";"53";"192";"32";"72";"19";"273";"106";"27";"0";"1";"0";"-";"-"
"851010";"851010";"99";"17";"3";"1300";"1087";"4";"3";"1080";"385";"36";"133";"31";"40";"43";"272";"131";"9";"0";"0";"0";"-";"-"
"851011";"851011";"99";"17";"3";"3498";"2872";"16";"10";"2846";"991";"137";"390";"93";"172";"104";"660";"240";"57";"0";"2";"0";"-";"-"
"851012";"851012";"99";"17";"3";"965";"792";"4";"0";"788";"272";"30";"94";"30";"51";"15";"207";"71";"18";"0";"0";"0";"-";"-"
"851013";"851013";"100";"17";"3";"918";"776";"4";"0";"772";"276";"25";"74";"20";"27";"18";"244";"75";"13";"0";"0";"0";"-";"-"
"851014";"851014";"100";"17";"3";"3844";"3085";"25";"5";"3055";"1652";"105";"263";"40";"270";"30";"366";"207";"120";"0";"2";"0";"-";"-"
