"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Stemmeberettigede";"FV2007 - Afgivne stemmer";"FV2007 - Blanke stemmer";"FV2007 - Andre ugyldige stemmer";"FV2007 - Gyldige stemmer";"FV2007 - A. Socialdemokratiet";"FV2007 - B. Det Radikale Venstre";"FV2007 - C. Det Konservative Folkeparti";"FV2007 - F. SF - Socialistisk Folkeparti";"FV2007 - K. Kristendemokraterne";"FV2007 - O. Dansk Folkeparti";"FV2007 - V. Venstre, Danmarks Liberale Parti";"FV2007 - Y. Ny Alliance";"FV2007 - Ø. Enhedslisten - De Rød-Grønne";"FV2007 - 1. Uden for partierne";"FV2007 - 2. Uden for partierne";"FV2007 - 3. Uden for partierne";"FV2007 - 4. Uden for partierne";"FV2007 - 5. Uden for partierne"
"410004";"410004";"45";"6";"2";"1589";"1394";"8";"1";"1385";"376";"75";"159";"96";"6";"230";"400";"36";"7";"0";"-";"-";"-";"-"
"410005";"410005";"45";"6";"2";"1017";"886";"9";"2";"875";"192";"35";"117";"83";"7";"146";"274";"17";"4";"0";"-";"-";"-";"-"
"410006";"410006";"45";"6";"2";"2793";"2404";"13";"11";"2380";"683";"122";"259";"268";"14";"349";"589";"66";"29";"1";"-";"-";"-";"-"
"410007";"410007";"45";"6";"2";"1416";"1274";"5";"2";"1267";"259";"64";"163";"134";"4";"207";"382";"42";"12";"0";"-";"-";"-";"-"
"410008";"410008";"45";"6";"2";"2244";"1953";"12";"8";"1933";"425";"94";"234";"202";"6";"355";"538";"54";"25";"0";"-";"-";"-";"-"
"410009";"410009";"45";"6";"2";"2119";"1798";"11";"3";"1784";"478";"88";"200";"196";"5";"320";"455";"27";"15";"0";"-";"-";"-";"-"
"410010";"410010";"45";"6";"2";"1975";"1725";"12";"3";"1710";"393";"87";"189";"185";"7";"307";"494";"35";"13";"0";"-";"-";"-";"-"
"410011";"410011";"45";"6";"2";"1314";"1110";"5";"2";"1103";"269";"50";"161";"106";"1";"204";"285";"18";"7";"2";"-";"-";"-";"-"
"411001";"411001";"28";"4";"1";"69";"68";"2";"0";"66";"13";"1";"6";"27";"0";"4";"9";"2";"4";"0";"-";"-";"-";"-"
"420001";"420001";"44";"6";"2";"5381";"4466";"28";"12";"4426";"1438";"154";"511";"480";"16";"668";"978";"118";"62";"1";"-";"-";"-";"-"
"420002";"420002";"44";"6";"2";"1336";"1159";"8";"2";"1149";"370";"37";"125";"140";"5";"160";"274";"33";"5";"0";"-";"-";"-";"-"
"420003";"420003";"44";"6";"2";"686";"591";"0";"0";"591";"166";"21";"69";"84";"3";"96";"131";"16";"5";"0";"-";"-";"-";"-"
"420004";"420004";"44";"6";"2";"727";"635";"6";"0";"629";"157";"33";"93";"61";"2";"109";"153";"15";"6";"0";"-";"-";"-";"-"
"420005";"420005";"44";"6";"2";"192";"182";"1";"0";"181";"35";"8";"24";"21";"0";"28";"58";"4";"3";"0";"-";"-";"-";"-"
"420006";"420006";"44";"6";"2";"32";"32";"0";"0";"32";"6";"1";"0";"1";"0";"4";"19";"1";"0";"0";"-";"-";"-";"-"
"420007";"420007";"44";"6";"2";"763";"683";"4";"1";"678";"147";"41";"92";"97";"1";"95";"179";"15";"11";"0";"-";"-";"-";"-"
"420008";"420008";"44";"6";"2";"1954";"1687";"9";"3";"1675";"459";"99";"231";"241";"6";"207";"376";"34";"22";"0";"-";"-";"-";"-"
"420009";"420009";"44";"6";"2";"893";"767";"2";"3";"762";"187";"26";"110";"98";"2";"142";"162";"19";"16";"0";"-";"-";"-";"-"
"420010";"420010";"44";"6";"2";"390";"335";"1";"2";"332";"86";"19";"39";"34";"4";"49";"94";"2";"5";"0";"-";"-";"-";"-"
"420011";"420011";"44";"6";"2";"433";"366";"3";"6";"357";"83";"15";"30";"38";"1";"71";"109";"6";"4";"0";"-";"-";"-";"-"
"420012";"420012";"44";"6";"2";"677";"616";"5";"3";"608";"139";"30";"69";"67";"4";"87";"190";"12";"10";"0";"-";"-";"-";"-"
"420013";"420013";"44";"6";"2";"2589";"2246";"10";"6";"2230";"611";"90";"272";"198";"4";"342";"648";"50";"15";"0";"-";"-";"-";"-"
"420014";"420014";"44";"6";"2";"556";"479";"3";"0";"476";"93";"46";"64";"71";"3";"66";"114";"9";"10";"0";"-";"-";"-";"-"
"420015";"420015";"44";"6";"2";"1274";"1158";"7";"4";"1147";"315";"48";"149";"146";"11";"162";"286";"19";"10";"1";"-";"-";"-";"-"
"420016";"420016";"44";"6";"2";"1516";"1326";"9";"5";"1312";"330";"72";"186";"154";"13";"181";"327";"36";"13";"0";"-";"-";"-";"-"
"420017";"420017";"44";"6";"2";"1750";"1579";"8";"5";"1566";"428";"78";"235";"228";"3";"213";"315";"52";"14";"0";"-";"-";"-";"-"
"420018";"420018";"44";"6";"2";"912";"779";"3";"9";"767";"191";"30";"118";"91";"1";"126";"189";"17";"4";"0";"-";"-";"-";"-"
"420019";"420019";"44";"6";"2";"396";"349";"0";"0";"349";"99";"15";"31";"32";"1";"60";"103";"5";"2";"1";"-";"-";"-";"-"
"420020";"420020";"44";"6";"2";"4549";"3994";"16";"15";"3963";"993";"147";"599";"508";"14";"730";"827";"92";"53";"0";"-";"-";"-";"-"
"420021";"420021";"44";"6";"2";"2374";"2048";"11";"4";"2033";"566";"82";"282";"177";"14";"350";"500";"50";"12";"0";"-";"-";"-";"-"
"420022";"420022";"44";"6";"2";"527";"465";"4";"0";"461";"84";"17";"62";"34";"2";"112";"130";"17";"3";"0";"-";"-";"-";"-"
"420023";"420023";"44";"6";"2";"592";"496";"2";"1";"493";"123";"27";"62";"77";"1";"67";"108";"12";"16";"0";"-";"-";"-";"-"
"420024";"420024";"44";"6";"2";"595";"531";"2";"3";"526";"92";"24";"64";"58";"1";"111";"160";"15";"1";"0";"-";"-";"-";"-"
"430001";"430001";"48";"6";"2";"1256";"1148";"8";"0";"1140";"268";"33";"116";"119";"1";"225";"353";"12";"13";"0";"-";"-";"-";"-"
"430002";"430002";"48";"6";"2";"1070";"872";"3";"5";"864";"220";"45";"97";"86";"4";"115";"263";"20";"14";"0";"-";"-";"-";"-"
"430003";"430003";"48";"6";"2";"1539";"1364";"5";"2";"1357";"320";"42";"121";"134";"3";"196";"516";"19";"6";"0";"-";"-";"-";"-"
"430004";"430004";"48";"6";"2";"852";"735";"7";"0";"728";"139";"27";"70";"97";"4";"111";"249";"20";"10";"1";"-";"-";"-";"-"
"430005";"430005";"48";"6";"2";"88";"82";"0";"0";"82";"8";"5";"8";"11";"0";"12";"24";"4";"10";"0";"-";"-";"-";"-"
"430006";"430006";"48";"6";"2";"1951";"1726";"9";"1";"1716";"477";"73";"244";"185";"1";"271";"397";"54";"14";"0";"-";"-";"-";"-"
"430007";"430007";"48";"6";"2";"4600";"3897";"16";"11";"3870";"1001";"174";"488";"632";"9";"548";"856";"103";"57";"2";"-";"-";"-";"-"
"430008";"430008";"48";"6";"2";"1645";"1481";"8";"6";"1467";"348";"74";"180";"163";"5";"246";"390";"32";"28";"1";"-";"-";"-";"-"
"430009";"430009";"48";"6";"2";"1687";"1445";"10";"5";"1430";"353";"81";"139";"186";"4";"249";"355";"33";"30";"0";"-";"-";"-";"-"
"430010";"430010";"48";"6";"2";"97";"82";"0";"0";"82";"10";"4";"11";"9";"0";"9";"37";"1";"1";"0";"-";"-";"-";"-"
"430011";"430011";"48";"6";"2";"1796";"1577";"11";"2";"1564";"320";"92";"177";"195";"8";"249";"461";"35";"27";"0";"-";"-";"-";"-"
"430012";"430012";"48";"6";"2";"1463";"1267";"10";"3";"1254";"328";"54";"113";"172";"6";"194";"337";"32";"18";"0";"-";"-";"-";"-"
"430013";"430013";"48";"6";"2";"1144";"1013";"7";"4";"1002";"227";"36";"116";"127";"2";"151";"302";"29";"12";"0";"-";"-";"-";"-"
"430014";"430014";"48";"6";"2";"1137";"967";"5";"4";"958";"179";"44";"97";"140";"1";"161";"303";"22";"11";"0";"-";"-";"-";"-"
"430015";"430015";"48";"6";"2";"5529";"4778";"36";"17";"4725";"1188";"292";"553";"623";"25";"639";"1232";"104";"69";"0";"-";"-";"-";"-"
"430016";"430016";"48";"6";"2";"868";"786";"4";"0";"782";"182";"43";"81";"121";"4";"122";"187";"22";"19";"1";"-";"-";"-";"-"
"430017";"430017";"48";"6";"2";"1695";"1462";"15";"8";"1439";"313";"72";"159";"241";"7";"228";"355";"32";"32";"0";"-";"-";"-";"-"
"430018";"430018";"48";"6";"2";"1751";"1477";"16";"3";"1458";"364";"93";"146";"185";"6";"223";"390";"30";"21";"0";"-";"-";"-";"-"
"430019";"430019";"48";"6";"2";"1768";"1569";"7";"1";"1561";"402";"108";"156";"210";"10";"257";"363";"37";"17";"1";"-";"-";"-";"-"
"430020";"430020";"48";"6";"2";"2651";"2415";"18";"6";"2391";"624";"123";"323";"258";"10";"317";"638";"69";"27";"2";"-";"-";"-";"-"
"430021";"430021";"48";"6";"2";"1382";"1225";"3";"1";"1221";"330";"82";"149";"120";"0";"172";"319";"37";"12";"0";"-";"-";"-";"-"
"430022";"430022";"48";"6";"2";"2972";"2678";"11";"4";"2663";"756";"153";"364";"303";"6";"355";"620";"64";"41";"1";"-";"-";"-";"-"
"440001";"440001";"46";"6";"2";"2818";"2487";"6";"8";"2473";"646";"110";"380";"342";"6";"398";"492";"69";"29";"1";"-";"-";"-";"-"
"440002";"440002";"46";"6";"2";"295";"277";"0";"0";"277";"68";"16";"33";"55";"0";"31";"64";"7";"3";"0";"-";"-";"-";"-"
"440003";"440003";"46";"6";"2";"640";"596";"0";"1";"595";"166";"17";"61";"95";"0";"82";"151";"11";"12";"0";"-";"-";"-";"-"
"440004";"440004";"46";"6";"2";"216";"197";"0";"0";"197";"39";"19";"25";"42";"0";"23";"39";"5";"5";"0";"-";"-";"-";"-"
"440005";"440005";"46";"6";"2";"429";"392";"2";"1";"389";"121";"14";"36";"66";"0";"62";"77";"6";"7";"0";"-";"-";"-";"-"
"440006";"440006";"46";"6";"2";"402";"347";"4";"1";"342";"64";"14";"43";"61";"1";"61";"93";"3";"2";"0";"-";"-";"-";"-"
"440007";"440007";"46";"6";"2";"405";"376";"1";"1";"374";"71";"20";"48";"58";"1";"46";"108";"15";"7";"0";"-";"-";"-";"-"
"440008";"440008";"46";"6";"2";"621";"567";"4";"0";"563";"111";"28";"63";"75";"3";"105";"148";"17";"13";"0";"-";"-";"-";"-"
"440009";"440009";"46";"6";"2";"833";"743";"3";"1";"739";"194";"24";"86";"104";"5";"121";"178";"16";"11";"0";"-";"-";"-";"-"
"440010";"440010";"46";"6";"2";"1735";"1571";"5";"1";"1565";"405";"71";"248";"190";"4";"243";"366";"28";"10";"0";"-";"-";"-";"-"
"440011";"440011";"46";"6";"2";"800";"726";"4";"1";"721";"195";"21";"94";"77";"1";"140";"181";"10";"2";"0";"-";"-";"-";"-"
"440012";"440012";"46";"6";"2";"1213";"1087";"13";"1";"1073";"263";"44";"167";"103";"10";"220";"245";"15";"4";"2";"-";"-";"-";"-"
"440013";"440013";"46";"6";"2";"316";"284";"0";"0";"284";"53";"18";"46";"29";"3";"54";"71";"5";"5";"0";"-";"-";"-";"-"
"440014";"440014";"46";"6";"2";"2435";"2177";"17";"3";"2157";"637";"71";"331";"196";"9";"343";"521";"34";"14";"1";"-";"-";"-";"-"
"440015";"440015";"46";"6";"2";"4404";"3786";"33";"13";"3740";"1364";"131";"343";"590";"12";"553";"633";"66";"48";"0";"-";"-";"-";"-"
"450001";"450001";"46";"6";"2";"1359";"1208";"5";"0";"1203";"250";"49";"141";"150";"4";"216";"353";"28";"11";"1";"-";"-";"-";"-"
"450002";"450002";"46";"6";"2";"4994";"4193";"18";"11";"4164";"1362";"156";"462";"645";"8";"570";"808";"86";"67";"0";"-";"-";"-";"-"
"450003";"450003";"46";"6";"2";"6180";"5303";"31";"14";"5258";"1636";"239";"579";"832";"14";"719";"1043";"111";"83";"2";"-";"-";"-";"-"
"450004";"450004";"46";"6";"2";"2307";"2004";"12";"3";"1989";"518";"72";"221";"264";"7";"343";"506";"36";"22";"0";"-";"-";"-";"-"
"450005";"450005";"46";"6";"2";"838";"741";"4";"2";"735";"140";"17";"71";"92";"3";"132";"245";"18";"17";"0";"-";"-";"-";"-"
"450006";"450006";"46";"6";"2";"2250";"1982";"11";"2";"1969";"595";"68";"192";"195";"3";"369";"498";"41";"7";"1";"-";"-";"-";"-"
"450007";"450007";"46";"6";"2";"395";"340";"4";"3";"333";"82";"10";"47";"22";"0";"75";"91";"6";"0";"0";"-";"-";"-";"-"
"450008";"450008";"46";"6";"2";"473";"428";"2";"0";"426";"133";"17";"38";"41";"1";"83";"104";"6";"3";"0";"-";"-";"-";"-"
"450009";"450009";"46";"6";"2";"708";"644";"3";"1";"640";"166";"31";"62";"77";"1";"128";"150";"13";"10";"2";"-";"-";"-";"-"
"450010";"450010";"46";"6";"2";"1362";"1173";"7";"1";"1165";"282";"32";"124";"80";"2";"202";"420";"17";"5";"1";"-";"-";"-";"-"
"450011";"450011";"46";"6";"2";"1059";"927";"7";"0";"920";"249";"44";"88";"100";"3";"134";"264";"20";"17";"1";"-";"-";"-";"-"
"450012";"450012";"46";"6";"2";"970";"832";"4";"1";"827";"195";"35";"85";"93";"6";"118";"272";"14";"8";"1";"-";"-";"-";"-"
"450013";"450013";"46";"6";"2";"899";"807";"7";"0";"800";"181";"23";"74";"87";"0";"138";"279";"8";"10";"0";"-";"-";"-";"-"
"461001";"461001";"41";"6";"2";"8460";"6844";"40";"14";"6790";"1703";"526";"882";"1517";"49";"664";"993";"209";"247";"0";"-";"-";"-";"-"
"461002";"461002";"41";"6";"2";"7159";"6036";"24";"16";"5996";"2007";"382";"604";"1176";"27";"753";"700";"161";"185";"1";"-";"-";"-";"-"
"461003";"461003";"41";"6";"2";"2958";"2457";"10";"3";"2444";"853";"133";"242";"492";"6";"319";"265";"66";"68";"0";"-";"-";"-";"-"
"461004";"461004";"41";"6";"2";"7525";"6322";"37";"11";"6274";"1581";"475";"1032";"1048";"34";"681";"1080";"195";"148";"0";"-";"-";"-";"-"
"461005";"461005";"41";"6";"2";"5583";"4439";"23";"12";"4404";"1535";"209";"414";"879";"24";"635";"500";"90";"117";"1";"-";"-";"-";"-"
"461006";"461006";"41";"6";"2";"2099";"1911";"12";"1";"1898";"642";"39";"291";"200";"2";"338";"333";"32";"21";"0";"-";"-";"-";"-"
"461007";"461007";"41";"6";"2";"3454";"2959";"14";"9";"2936";"960";"97";"321";"420";"15";"579";"456";"54";"34";"0";"-";"-";"-";"-"
"461008";"461008";"41";"6";"2";"334";"302";"0";"0";"302";"59";"10";"53";"47";"2";"49";"65";"11";"6";"0";"-";"-";"-";"-"
"461009";"461009";"41";"6";"2";"1972";"1672";"10";"1";"1661";"496";"63";"229";"259";"2";"263";"278";"46";"25";"0";"-";"-";"-";"-"
"461010";"461010";"41";"6";"2";"283";"246";"1";"0";"245";"53";"10";"46";"29";"1";"45";"48";"6";"7";"0";"-";"-";"-";"-"
"461011";"461011";"42";"6";"2";"6831";"5875";"24";"18";"5833";"1345";"540";"811";"1375";"14";"491";"823";"218";"216";"0";"-";"-";"-";"-"
"461012";"461012";"42";"6";"2";"7527";"5991";"24";"20";"5947";"2198";"209";"580";"1180";"10";"896";"593";"124";"150";"7";"-";"-";"-";"-"
"461013";"461013";"42";"6";"2";"852";"778";"4";"1";"773";"183";"28";"161";"92";"3";"143";"144";"10";"9";"0";"-";"-";"-";"-"
"461014";"461014";"42";"6";"2";"4830";"4203";"26";"8";"4169";"1325";"126";"666";"507";"14";"698";"711";"71";"51";"0";"-";"-";"-";"-"
"461015";"461015";"42";"6";"2";"307";"285";"1";"1";"283";"53";"12";"91";"28";"1";"40";"53";"3";"2";"0";"-";"-";"-";"-"
"461016";"461016";"42";"6";"2";"2612";"2245";"13";"1";"2231";"643";"72";"492";"256";"4";"348";"353";"47";"16";"0";"-";"-";"-";"-"
"461017";"461017";"42";"6";"2";"4916";"4348";"15";"9";"4324";"1327";"194";"702";"562";"21";"676";"708";"79";"55";"0";"-";"-";"-";"-"
"461018";"461018";"42";"6";"2";"4476";"4067";"15";"5";"4047";"1126";"185";"791";"470";"8";"553";"773";"90";"51";"0";"-";"-";"-";"-"
"461019";"461019";"42";"6";"2";"3278";"2857";"10";"12";"2835";"775";"96";"572";"312";"16";"446";"533";"48";"37";"0";"-";"-";"-";"-"
"461020";"461020";"42";"6";"2";"3546";"3203";"16";"1";"3186";"891";"129";"584";"321";"18";"537";"618";"64";"24";"0";"-";"-";"-";"-"
"461021";"461021";"42";"6";"2";"1851";"1660";"8";"6";"1646";"381";"72";"297";"166";"6";"291";"372";"40";"21";"0";"-";"-";"-";"-"
"461022";"461022";"42";"6";"2";"386";"345";"0";"2";"343";"76";"13";"55";"36";"1";"54";"87";"13";"8";"0";"-";"-";"-";"-"
"461023";"461023";"43";"6";"2";"9187";"7809";"35";"19";"7755";"1756";"766";"1266";"1513";"37";"642";"1183";"305";"286";"1";"-";"-";"-";"-"
"461024";"461024";"43";"6";"2";"3984";"3717";"13";"6";"3698";"574";"328";"955";"457";"7";"312";"812";"185";"68";"0";"-";"-";"-";"-"
"461025";"461025";"43";"6";"2";"5451";"4688";"23";"11";"4654";"1329";"313";"674";"829";"31";"577";"658";"122";"120";"1";"-";"-";"-";"-"
"461026";"461026";"43";"6";"2";"8145";"7294";"28";"18";"7248";"1910";"325";"1323";"899";"22";"1075";"1436";"192";"64";"2";"-";"-";"-";"-"
"461027";"461027";"43";"6";"2";"358";"323";"2";"0";"321";"59";"18";"56";"51";"9";"45";"72";"8";"3";"0";"-";"-";"-";"-"
"461028";"461028";"43";"6";"2";"3342";"3028";"13";"14";"3001";"648";"138";"611";"309";"44";"421";"721";"74";"35";"0";"-";"-";"-";"-"
"461029";"461029";"43";"6";"2";"4674";"4111";"25";"8";"4078";"1008";"253";"726";"561";"23";"531";"773";"127";"73";"3";"-";"-";"-";"-"
"461030";"461030";"43";"6";"2";"6701";"5862";"21";"9";"5832";"1601";"330";"965";"786";"20";"834";"1055";"151";"89";"1";"-";"-";"-";"-"
"461031";"461031";"43";"6";"2";"2318";"2069";"6";"4";"2059";"409";"112";"391";"239";"14";"288";"501";"72";"33";"0";"-";"-";"-";"-"
"461032";"461032";"43";"6";"2";"698";"625";"6";"1";"618";"108";"39";"127";"66";"2";"99";"158";"10";"9";"0";"-";"-";"-";"-"
"461033";"461033";"43";"6";"2";"3366";"3004";"17";"3";"2984";"895";"128";"447";"374";"13";"449";"568";"76";"32";"2";"-";"-";"-";"-"
"461034";"461034";"43";"6";"2";"467";"420";"2";"2";"416";"78";"27";"78";"60";"0";"50";"111";"5";"7";"0";"-";"-";"-";"-"
"461035";"461035";"41";"6";"2";"5313";"3958";"13";"22";"3923";"1596";"135";"184";"896";"10";"565";"326";"69";"141";"1";"-";"-";"-";"-"
"461036";"461036";"41";"6";"2";"3584";"3025";"18";"5";"3002";"974";"172";"347";"544";"9";"391";"395";"89";"81";"0";"-";"-";"-";"-"
"479001";"479001";"47";"6";"2";"11334";"9526";"69";"23";"9434";"2480";"524";"1172";"1698";"26";"1225";"1761";"240";"307";"1";"-";"-";"-";"-"
"479002";"479002";"47";"6";"2";"2717";"2320";"7";"11";"2302";"765";"103";"188";"397";"9";"372";"370";"44";"53";"1";"-";"-";"-";"-"
"479003";"479003";"47";"6";"2";"5244";"4355";"24";"15";"4316";"1417";"213";"352";"724";"25";"647";"741";"96";"99";"2";"-";"-";"-";"-"
"479004";"479004";"47";"6";"2";"819";"743";"3";"0";"740";"145";"42";"69";"109";"1";"164";"176";"17";"16";"1";"-";"-";"-";"-"
"479005";"479005";"47";"6";"2";"3074";"2786";"13";"1";"2772";"538";"182";"398";"296";"9";"428";"788";"78";"55";"0";"-";"-";"-";"-"
"479006";"479006";"47";"6";"2";"62";"52";"0";"0";"52";"8";"4";"9";"10";"0";"7";"14";"0";"0";"0";"-";"-";"-";"-"
"479007";"479007";"47";"6";"2";"1927";"1791";"8";"3";"1780";"360";"102";"254";"244";"1";"227";"494";"44";"54";"0";"-";"-";"-";"-"
"479008";"479008";"47";"6";"2";"832";"751";"3";"1";"747";"163";"42";"57";"94";"2";"143";"200";"23";"23";"0";"-";"-";"-";"-"
"479009";"479009";"47";"6";"2";"1896";"1694";"5";"2";"1687";"382";"124";"157";"241";"9";"236";"448";"50";"39";"1";"-";"-";"-";"-"
"479010";"479010";"47";"6";"2";"2808";"2586";"9";"4";"2573";"573";"169";"396";"265";"10";"328";"732";"67";"32";"1";"-";"-";"-";"-"
"479011";"479011";"47";"6";"2";"2206";"1942";"12";"2";"1928";"624";"58";"160";"231";"8";"336";"457";"33";"21";"0";"-";"-";"-";"-"
"479014";"479014";"47";"6";"2";"1022";"919";"3";"2";"914";"246";"29";"87";"139";"1";"131";"251";"12";"17";"1";"-";"-";"-";"-"
"479016";"479016";"47";"6";"2";"1521";"1390";"3";"5";"1382";"266";"116";"121";"260";"3";"164";"300";"43";"109";"0";"-";"-";"-";"-"
"479017";"479017";"47";"6";"2";"1997";"1702";"7";"2";"1693";"470";"66";"165";"214";"9";"283";"424";"25";"36";"1";"-";"-";"-";"-"
"479019";"479019";"47";"6";"2";"2169";"1924";"10";"3";"1911";"436";"108";"190";"305";"6";"261";"472";"38";"94";"1";"-";"-";"-";"-"
"479021";"479021";"47";"6";"2";"995";"892";"6";"2";"884";"179";"36";"100";"119";"5";"125";"287";"16";"17";"0";"-";"-";"-";"-"
"479023";"479023";"47";"6";"2";"1236";"1061";"6";"1";"1054";"250";"54";"95";"135";"3";"193";"277";"37";"10";"0";"-";"-";"-";"-"
"479025";"479025";"47";"6";"2";"1117";"958";"7";"1";"950";"225";"35";"103";"125";"4";"172";"253";"15";"15";"3";"-";"-";"-";"-"
"479027";"479027";"47";"6";"2";"1414";"1248";"4";"1";"1243";"282";"83";"130";"197";"14";"167";"316";"33";"21";"0";"-";"-";"-";"-"
"480001";"480001";"45";"6";"2";"3300";"2794";"15";"2";"2777";"759";"97";"387";"340";"6";"500";"617";"49";"21";"1";"-";"-";"-";"-"
"480002";"480002";"45";"6";"2";"584";"504";"2";"1";"501";"98";"19";"81";"63";"2";"83";"135";"16";"3";"1";"-";"-";"-";"-"
"480003";"480003";"45";"6";"2";"1156";"981";"7";"2";"972";"203";"41";"134";"110";"1";"186";"258";"28";"11";"0";"-";"-";"-";"-"
"480004";"480004";"45";"6";"2";"1007";"874";"9";"1";"864";"203";"29";"109";"78";"0";"182";"243";"13";"7";"0";"-";"-";"-";"-"
"480005";"480005";"45";"6";"2";"1605";"1416";"10";"2";"1404";"367";"49";"148";"149";"2";"293";"360";"28";"8";"0";"-";"-";"-";"-"
"480006";"480006";"45";"6";"2";"3730";"3215";"14";"3";"3198";"930";"102";"427";"315";"5";"506";"833";"60";"19";"1";"-";"-";"-";"-"
"480007";"480007";"45";"6";"2";"1021";"884";"3";"4";"877";"196";"17";"116";"80";"4";"175";"268";"10";"10";"1";"-";"-";"-";"-"
"480008";"480008";"45";"6";"2";"972";"892";"6";"1";"885";"187";"44";"104";"122";"6";"141";"252";"17";"12";"0";"-";"-";"-";"-"
"480009";"480009";"45";"6";"2";"1130";"989";"7";"0";"982";"276";"30";"147";"99";"2";"165";"234";"15";"14";"0";"-";"-";"-";"-"
"480010";"480010";"45";"6";"2";"1070";"942";"4";"1";"937";"205";"33";"106";"97";"4";"184";"267";"29";"12";"0";"-";"-";"-";"-"
"480011";"480011";"45";"6";"2";"1921";"1767";"10";"9";"1748";"391";"88";"334";"193";"4";"219";"457";"46";"16";"0";"-";"-";"-";"-"
"480012";"480012";"45";"6";"2";"1222";"1085";"9";"0";"1076";"272";"55";"183";"83";"4";"178";"280";"14";"7";"0";"-";"-";"-";"-"
"480013";"480013";"45";"6";"2";"3176";"2743";"15";"7";"2721";"765";"78";"484";"268";"5";"428";"633";"44";"16";"0";"-";"-";"-";"-"
"482001";"482001";"47";"6";"2";"3315";"2784";"19";"8";"2757";"806";"113";"272";"427";"10";"462";"556";"51";"60";"0";"-";"-";"-";"-"
"482002";"482002";"47";"6";"2";"541";"480";"3";"1";"476";"103";"21";"52";"59";"4";"89";"127";"8";"13";"0";"-";"-";"-";"-"
"482003";"482003";"47";"6";"2";"461";"405";"2";"1";"402";"100";"13";"40";"65";"1";"74";"92";"9";"8";"0";"-";"-";"-";"-"
"482004";"482004";"47";"6";"2";"694";"601";"3";"1";"597";"158";"37";"57";"69";"2";"125";"130";"11";"8";"0";"-";"-";"-";"-"
"482005";"482005";"47";"6";"2";"155";"143";"2";"1";"140";"31";"4";"7";"36";"0";"13";"23";"11";"15";"0";"-";"-";"-";"-"
"482006";"482006";"47";"6";"2";"689";"564";"3";"0";"561";"126";"28";"55";"50";"0";"94";"185";"7";"16";"0";"-";"-";"-";"-"
"482007";"482007";"47";"6";"2";"1161";"987";"10";"5";"972";"228";"38";"87";"81";"2";"195";"295";"26";"20";"0";"-";"-";"-";"-"
"482008";"482008";"47";"6";"2";"636";"554";"3";"1";"550";"112";"23";"50";"53";"1";"118";"167";"8";"18";"0";"-";"-";"-";"-"
"482009";"482009";"47";"6";"2";"665";"556";"4";"1";"551";"108";"25";"63";"63";"1";"163";"114";"12";"2";"0";"-";"-";"-";"-"
"482010";"482010";"47";"6";"2";"208";"178";"1";"0";"177";"40";"10";"19";"30";"0";"22";"36";"11";"9";"0";"-";"-";"-";"-"
"482011";"482011";"47";"6";"2";"554";"472";"5";"3";"464";"107";"22";"39";"59";"1";"113";"107";"6";"10";"0";"-";"-";"-";"-"
"482012";"482012";"47";"6";"2";"995";"840";"5";"3";"832";"212";"36";"85";"76";"7";"155";"239";"16";"6";"0";"-";"-";"-";"-"
"482013";"482013";"47";"6";"2";"387";"316";"4";"0";"312";"56";"13";"28";"42";"3";"63";"86";"12";"9";"0";"-";"-";"-";"-"
"482014";"482014";"47";"6";"2";"537";"454";"4";"1";"449";"111";"19";"29";"60";"0";"77";"129";"6";"17";"1";"-";"-";"-";"-"
"492001";"492001";"48";"6";"2";"1996";"1716";"7";"5";"1704";"437";"50";"361";"185";"6";"302";"316";"30";"17";"0";"-";"-";"-";"-"
"492002";"492002";"48";"6";"2";"557";"487";"1";"0";"486";"131";"14";"78";"74";"2";"58";"109";"8";"12";"0";"-";"-";"-";"-"
"492003";"492003";"48";"6";"2";"430";"364";"1";"0";"363";"62";"25";"40";"35";"0";"55";"123";"9";"14";"0";"-";"-";"-";"-"
"492004";"492004";"48";"6";"2";"689";"572";"1";"1";"570";"115";"18";"78";"42";"5";"96";"204";"9";"3";"0";"-";"-";"-";"-"
"492005";"492005";"48";"6";"2";"290";"245";"1";"1";"243";"50";"5";"34";"17";"0";"43";"90";"0";"4";"0";"-";"-";"-";"-"
"492006";"492006";"48";"6";"2";"853";"733";"2";"3";"728";"251";"32";"89";"78";"4";"88";"161";"14";"11";"0";"-";"-";"-";"-"
"492007";"492007";"48";"6";"2";"619";"512";"4";"0";"508";"130";"13";"68";"43";"1";"79";"155";"11";"8";"0";"-";"-";"-";"-"
"510001";"510001";"61";"7";"2";"2320";"1998";"9";"1";"1988";"442";"39";"123";"208";"35";"349";"758";"26";"8";"-";"-";"-";"-";"-"
"510002";"510002";"61";"7";"2";"735";"613";"2";"3";"608";"93";"15";"40";"62";"10";"111";"259";"14";"4";"-";"-";"-";"-";"-"
"510003";"510003";"61";"7";"2";"225";"188";"1";"1";"186";"22";"6";"17";"21";"1";"42";"70";"6";"1";"-";"-";"-";"-";"-"
"510004";"510004";"61";"7";"2";"288";"239";"2";"0";"237";"35";"5";"11";"23";"0";"36";"118";"9";"0";"-";"-";"-";"-";"-"
