"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1984 - Stemmeberettigede";"FV1984 - Afgivne stemmer";"FV1984 - Blanke stemmer";"FV1984 - Andre ugyldige stemmer";"FV1984 - Gyldige stemmer";"FV1984 - A. Socialdemokratiet";"FV1984 - B. Det Radikale Venstre";"FV1984 - C. Det Konservative Folkeparti";"FV1984 - E. Danmarks Retsforbund";"FV1984 - F. Socialistisk Folkeparti";"FV1984 - I. Internationalen";"FV1984 - K. Danmarks Kommunistiske Parti";"FV1984 - L. Marxistisk-Leninistisk Parti";"FV1984 - M. Centrum-Demokraterne";"FV1984 - Q. Kristeligt Folkeparti";"FV1984 - V. Venstre, Danmarks Liberale Parti";"FV1984 - Y. Venstresocialisterne";"FV1984 - Z. Fremskridtspartiet";"FV1984 - 1. Uden for partierne";"FV1984 - 2. Uden for partierne";"FV1984 - 3. Uden for partierne"
"267001";"267001";"35";"6";"2";"2274";"2027";"19";"2";"2006";"622";"151";"524";"28";"199";"3";"20";"2";"86";"42";"207";"57";"65";"-";"-";"-"
"267002";"267002";"35";"6";"2";"2309";"2128";"12";"1";"2115";"581";"128";"535";"34";"263";"1";"10";"1";"135";"29";"277";"39";"82";"-";"-";"-"
"267003";"267003";"35";"6";"2";"977";"913";"11";"1";"901";"222";"53";"261";"6";"83";"0";"2";"0";"51";"19";"143";"32";"29";"-";"-";"-"
"267004";"267004";"35";"6";"2";"2785";"2559";"9";"2";"2548";"728";"138";"810";"46";"275";"1";"8";"0";"153";"27";"244";"33";"85";"-";"-";"-"
"267105";"267105";"35";"6";"2";"238";"208";"1";"0";"207";"53";"14";"52";"4";"10";"0";"0";"0";"10";"2";"43";"2";"17";"-";"-";"-"
"269002";"269002";"34";"6";"2";"373";"344";"6";"0";"338";"79";"18";"76";"10";"48";"0";"5";"0";"11";"1";"70";"6";"14";"-";"-";"-"
"269003";"269003";"34";"6";"2";"404";"374";"2";"0";"372";"105";"29";"90";"9";"25";"0";"1";"0";"26";"3";"54";"12";"18";"-";"-";"-"
"269004";"269004";"34";"6";"2";"3730";"3357";"22";"2";"3333";"862";"209";"1107";"68";"403";"2";"8";"0";"208";"31";"284";"40";"111";"-";"-";"-"
"269005";"269005";"34";"6";"2";"4729";"4205";"27";"9";"4169";"1180";"256";"1291";"72";"554";"2";"19";"1";"202";"43";"287";"78";"184";"-";"-";"-"
"269101";"269101";"34";"6";"2";"181";"163";"1";"1";"161";"38";"8";"50";"1";"27";"0";"0";"0";"7";"1";"22";"2";"5";"-";"-";"-"
"269102";"269102";"34";"6";"2";"2236";"2050";"14";"4";"2032";"537";"137";"651";"35";"230";"0";"11";"0";"131";"25";"165";"37";"73";"-";"-";"-"
"269107";"269107";"34";"6";"2";"193";"171";"1";"0";"170";"37";"5";"35";"0";"24";"0";"0";"0";"7";"3";"43";"4";"12";"-";"-";"-"
"269108";"269108";"34";"6";"2";"171";"161";"0";"0";"161";"33";"11";"39";"2";"18";"0";"2";"0";"6";"1";"42";"4";"3";"-";"-";"-"
"271001";"271001";"34";"6";"2";"967";"893";"5";"2";"886";"224";"30";"261";"16";"77";"0";"3";"0";"42";"6";"154";"15";"58";"-";"-";"-"
"271002";"271002";"34";"6";"2";"1709";"1583";"14";"4";"1565";"331";"101";"552";"33";"136";"0";"5";"0";"139";"15";"167";"15";"71";"-";"-";"-"
"271003";"271003";"34";"6";"2";"1587";"1477";"13";"0";"1464";"455";"80";"373";"21";"126";"0";"7";"0";"79";"29";"233";"16";"45";"-";"-";"-"
"271004";"271004";"34";"6";"2";"227";"205";"1";"0";"204";"74";"12";"31";"8";"21";"0";"0";"0";"6";"0";"43";"1";"8";"-";"-";"-"
"271005";"271005";"34";"6";"2";"678";"619";"2";"0";"617";"125";"28";"159";"11";"73";"1";"1";"0";"28";"6";"129";"21";"35";"-";"-";"-"
"271006";"271006";"34";"6";"2";"883";"814";"4";"0";"810";"247";"50";"236";"10";"65";"0";"5";"0";"47";"3";"104";"21";"22";"-";"-";"-"
"271007";"271007";"34";"6";"2";"150";"130";"1";"0";"129";"26";"13";"21";"0";"16";"1";"6";"0";"10";"2";"32";"0";"2";"-";"-";"-"
"301001";"301001";"37";"7";"2";"501";"455";"2";"0";"453";"125";"34";"74";"7";"28";"0";"0";"0";"15";"13";"127";"9";"21";"0";"-";"-"
"301002";"301002";"37";"7";"2";"859";"765";"4";"0";"761";"263";"37";"169";"17";"79";"1";"7";"0";"27";"20";"83";"15";"43";"0";"-";"-"
"301003";"301003";"37";"7";"2";"385";"344";"2";"0";"342";"53";"22";"62";"4";"22";"0";"0";"0";"15";"79";"65";"1";"19";"0";"-";"-"
"301004";"301004";"37";"7";"2";"663";"592";"5";"1";"586";"239";"33";"115";"5";"62";"1";"8";"0";"19";"12";"63";"6";"23";"0";"-";"-"
"301005";"301005";"37";"7";"2";"1348";"1198";"4";"0";"1194";"513";"72";"207";"22";"120";"0";"11";"0";"59";"23";"93";"15";"58";"1";"-";"-"
"301006";"301006";"37";"7";"2";"808";"703";"4";"0";"699";"236";"28";"134";"23";"75";"2";"2";"0";"24";"22";"96";"32";"25";"0";"-";"-"
"301107";"301107";"37";"7";"2";"803";"702";"5";"1";"696";"225";"35";"167";"9";"68";"0";"6";"0";"29";"12";"95";"12";"38";"0";"-";"-"
"303002";"303002";"39";"7";"2";"1325";"1164";"13";"2";"1149";"387";"73";"278";"16";"101";"1";"6";"0";"69";"36";"117";"22";"43";"0";"-";"-"
"303003";"303003";"39";"7";"2";"599";"534";"4";"0";"530";"189";"15";"120";"11";"40";"1";"2";"0";"28";"23";"67";"8";"25";"1";"-";"-"
"303101";"303101";"39";"7";"2";"326";"290";"1";"2";"287";"68";"20";"60";"2";"13";"0";"1";"1";"14";"35";"52";"7";"14";"0";"-";"-"
"303103";"303103";"39";"7";"2";"2668";"2281";"8";"7";"2266";"594";"100";"606";"39";"171";"1";"13";"0";"148";"245";"257";"23";"68";"1";"-";"-"
"303108";"303108";"39";"7";"2";"372";"333";"0";"0";"333";"111";"10";"77";"4";"29";"0";"1";"2";"14";"13";"55";"9";"8";"0";"-";"-"
"305001";"305001";"37";"7";"2";"2417";"2094";"19";"3";"2072";"575";"241";"538";"21";"153";"1";"5";"1";"90";"35";"276";"40";"96";"0";"-";"-"
"305002";"305002";"37";"7";"2";"2555";"2199";"20";"4";"2175";"713";"199";"549";"26";"167";"2";"22";"0";"72";"47";"240";"43";"95";"0";"-";"-"
"305003";"305003";"37";"7";"2";"1601";"1391";"12";"3";"1376";"381";"147";"312";"17";"111";"1";"5";"1";"53";"20";"235";"37";"56";"0";"-";"-"
"305004";"305004";"37";"7";"2";"2264";"1972";"12";"1";"1959";"540";"202";"440";"32";"174";"1";"9";"0";"82";"68";"298";"32";"81";"0";"-";"-"
"307001";"307001";"40";"7";"2";"2717";"2382";"19";"3";"2360";"632";"123";"587";"41";"154";"1";"16";"1";"97";"73";"500";"37";"98";"0";"-";"-"
"307103";"307103";"40";"7";"2";"1479";"1299";"11";"5";"1283";"362";"66";"292";"16";"93";"0";"2";"0";"69";"27";"273";"24";"59";"0";"-";"-"
"307105";"307105";"40";"7";"2";"440";"398";"1";"0";"397";"102";"22";"87";"5";"37";"0";"7";"0";"5";"22";"78";"14";"18";"0";"-";"-"
"309001";"309001";"38";"7";"2";"2119";"1878";"20";"7";"1851";"670";"60";"457";"23";"138";"0";"7";"0";"87";"27";"316";"10";"56";"0";"-";"-"
"309002";"309002";"38";"7";"2";"1185";"1056";"9";"3";"1044";"278";"50";"230";"16";"89";"2";"4";"0";"37";"26";"238";"23";"49";"2";"-";"-"
"309003";"309003";"38";"7";"2";"365";"324";"4";"1";"319";"106";"10";"78";"5";"25";"0";"0";"0";"13";"2";"57";"6";"16";"1";"-";"-"
"309004";"309004";"38";"7";"2";"689";"640";"0";"1";"639";"202";"39";"128";"21";"53";"3";"1";"0";"22";"11";"118";"3";"38";"0";"-";"-"
"311004";"311004";"40";"7";"2";"1282";"1151";"10";"2";"1139";"335";"74";"271";"14";"107";"1";"6";"0";"63";"19";"179";"12";"57";"1";"-";"-"
"311101";"311101";"40";"7";"2";"665";"576";"1";"2";"573";"186";"36";"141";"3";"42";"0";"1";"1";"32";"8";"94";"6";"23";"0";"-";"-"
"311102";"311102";"40";"7";"2";"330";"290";"1";"1";"288";"78";"14";"66";"1";"15";"0";"1";"0";"12";"1";"75";"7";"18";"0";"-";"-"
"311104";"311104";"40";"7";"2";"302";"262";"3";"1";"258";"59";"16";"54";"1";"17";"0";"3";"0";"16";"4";"65";"7";"16";"0";"-";"-"
"311105";"311105";"40";"7";"2";"943";"803";"3";"0";"800";"168";"38";"189";"12";"78";"0";"1";"0";"32";"10";"170";"27";"75";"0";"-";"-"
"311107";"311107";"40";"7";"2";"195";"174";"0";"0";"174";"40";"5";"41";"3";"8";"0";"1";"0";"9";"2";"53";"2";"10";"0";"-";"-"
"311111";"311111";"40";"7";"2";"627";"551";"2";"3";"546";"123";"40";"106";"11";"43";"0";"1";"0";"28";"8";"140";"16";"30";"0";"-";"-"
"311113";"311113";"40";"7";"2";"225";"198";"3";"0";"195";"35";"6";"42";"2";"14";"1";"1";"0";"17";"7";"54";"6";"10";"0";"-";"-"
"313001";"313001";"39";"7";"2";"7628";"6903";"48";"10";"6845";"2162";"490";"1753";"93";"711";"3";"29";"1";"393";"307";"634";"126";"139";"4";"-";"-"
"313003";"313003";"39";"7";"2";"1093";"979";"13";"1";"965";"286";"78";"224";"14";"73";"1";"6";"1";"45";"14";"157";"28";"38";"0";"-";"-"
"313004";"313004";"39";"7";"2";"471";"429";"4";"0";"425";"125";"39";"86";"4";"27";"0";"1";"0";"15";"4";"97";"3";"23";"1";"-";"-"
"313005";"313005";"39";"7";"2";"712";"631";"8";"0";"623";"179";"49";"120";"11";"55";"0";"2";"0";"27";"16";"124";"13";"27";"0";"-";"-"
"315001";"315001";"36";"7";"2";"3485";"2970";"20";"4";"2946";"1124";"280";"652";"34";"368";"1";"29";"1";"88";"78";"119";"101";"71";"0";"-";"-"
"315002";"315002";"36";"7";"2";"5613";"4867";"33";"6";"4828";"1596";"479";"1258";"54";"669";"1";"32";"0";"170";"106";"260";"92";"110";"1";"-";"-"
"315003";"315003";"36";"7";"2";"5317";"4719";"32";"6";"4681";"1632";"452";"1132";"59";"682";"1";"24";"1";"197";"75";"212";"117";"96";"1";"-";"-"
"315004";"315004";"36";"7";"2";"2001";"1849";"12";"3";"1834";"482";"222";"519";"22";"191";"2";"1";"0";"76";"38";"195";"44";"42";"0";"-";"-"
"315005";"315005";"36";"7";"2";"525";"458";"3";"1";"454";"126";"43";"117";"5";"36";"0";"3";"1";"18";"8";"76";"4";"17";"0";"-";"-"
"315006";"315006";"36";"7";"2";"3031";"2764";"19";"2";"2743";"744";"310";"752";"41";"319";"0";"15";"0";"110";"49";"261";"55";"87";"0";"-";"-"
"315007";"315007";"36";"7";"2";"754";"672";"4";"1";"667";"188";"111";"125";"6";"57";"0";"2";"0";"36";"10";"94";"16";"22";"0";"-";"-"
"315008";"315008";"36";"7";"2";"1302";"1189";"8";"2";"1179";"208";"189";"330";"14";"120";"0";"5";"0";"43";"10";"198";"28";"34";"0";"-";"-"
"317001";"317001";"38";"7";"2";"260";"242";"1";"2";"239";"66";"14";"59";"3";"20";"0";"0";"0";"11";"3";"49";"1";"13";"0";"-";"-"
"317002";"317002";"38";"7";"2";"952";"869";"5";"3";"861";"264";"60";"198";"10";"91";"0";"1";"0";"49";"9";"134";"19";"26";"0";"-";"-"
"317003";"317003";"38";"7";"2";"401";"350";"0";"0";"350";"110";"23";"81";"3";"28";"1";"2";"0";"16";"3";"68";"3";"12";"0";"-";"-"
"317004";"317004";"38";"7";"2";"529";"465";"4";"1";"460";"137";"22";"111";"7";"46";"0";"0";"0";"15";"4";"91";"8";"19";"0";"-";"-"
"317005";"317005";"38";"7";"2";"1350";"1187";"9";"5";"1173";"373";"65";"248";"16";"96";"0";"1";"0";"46";"27";"248";"13";"40";"0";"-";"-"
"317006";"317006";"38";"7";"2";"266";"241";"3";"0";"238";"93";"15";"58";"2";"23";"0";"1";"0";"14";"0";"22";"2";"8";"0";"-";"-"
"317107";"317107";"38";"7";"2";"104";"91";"0";"0";"91";"18";"7";"11";"4";"17";"0";"0";"0";"7";"1";"18";"3";"4";"1";"-";"-"
"319003";"319003";"38";"7";"2";"562";"502";"5";"0";"497";"165";"26";"102";"15";"38";"0";"2";"0";"27";"7";"84";"5";"25";"1";"-";"-"
"319004";"319004";"38";"7";"2";"442";"381";"7";"1";"373";"87";"27";"78";"6";"35";"1";"3";"0";"19";"23";"58";"7";"29";"0";"-";"-"
"319005";"319005";"38";"7";"2";"436";"402";"0";"0";"402";"94";"34";"89";"7";"51";"0";"5";"0";"15";"11";"64";"15";"17";"0";"-";"-"
"319006";"319006";"38";"7";"2";"658";"603";"4";"1";"598";"172";"29";"132";"10";"52";"0";"1";"0";"17";"14";"131";"15";"25";"0";"-";"-"
"319007";"319007";"38";"7";"2";"485";"419";"6";"6";"407";"96";"21";"73";"5";"37";"0";"4";"0";"19";"7";"107";"5";"32";"1";"-";"-"
"319102";"319102";"38";"7";"2";"3303";"2861";"15";"6";"2840";"838";"171";"718";"38";"261";"2";"13";"0";"190";"58";"421";"33";"97";"0";"-";"-"
"321001";"321001";"36";"7";"2";"1236";"1103";"7";"1";"1095";"248";"94";"217";"10";"130";"2";"13";"1";"50";"22";"208";"40";"60";"0";"-";"-"
"321002";"321002";"36";"7";"2";"1329";"1191";"7";"2";"1182";"390";"120";"252";"23";"120";"0";"4";"0";"47";"32";"139";"15";"40";"0";"-";"-"
"321003";"321003";"36";"7";"2";"1389";"1248";"8";"2";"1238";"401";"92";"282";"11";"122";"0";"11";"0";"48";"22";"187";"23";"39";"0";"-";"-"
"323001";"323001";"38";"7";"2";"3114";"2722";"12";"5";"2705";"869";"178";"801";"35";"311";"2";"22";"1";"128";"74";"177";"26";"80";"1";"-";"-"
"323002";"323002";"38";"7";"2";"2546";"2200";"17";"6";"2177";"1005";"84";"466";"23";"339";"2";"5";"0";"69";"29";"78";"19";"57";"1";"-";"-"
"323003";"323003";"38";"7";"2";"802";"743";"1";"0";"742";"227";"58";"135";"13";"69";"0";"4";"0";"35";"7";"159";"8";"27";"0";"-";"-"
"323004";"323004";"38";"7";"2";"1606";"1429";"8";"0";"1421";"532";"111";"300";"22";"144";"2";"6";"0";"63";"18";"158";"9";"56";"0";"-";"-"
"323005";"323005";"38";"7";"2";"2943";"2590";"9";"1";"2580";"782";"191";"614";"39";"329";"1";"6";"0";"145";"35";"317";"38";"82";"1";"-";"-"
"323006";"323006";"38";"7";"2";"645";"555";"3";"0";"552";"155";"46";"104";"14";"61";"1";"2";"0";"34";"8";"92";"6";"29";"0";"-";"-"
"323007";"323007";"38";"7";"2";"2971";"2515";"18";"5";"2492";"974";"165";"580";"32";"326";"2";"18";"0";"101";"35";"181";"25";"53";"0";"-";"-"
"325001";"325001";"41";"7";"2";"5862";"5100";"35";"7";"5058";"2172";"214";"1173";"77";"725";"2";"30";"2";"195";"71";"225";"58";"113";"1";"-";"-"
"325002";"325002";"41";"7";"2";"5619";"4911";"31";"9";"4871";"2455";"139";"785";"70";"913";"2";"49";"2";"92";"52";"145";"56";"109";"2";"-";"-"
"325003";"325003";"41";"7";"2";"1837";"1641";"15";"1";"1625";"650";"87";"372";"24";"180";"0";"10";"0";"78";"20";"137";"14";"53";"0";"-";"-"
"325004";"325004";"41";"7";"2";"1815";"1623";"11";"3";"1609";"518";"72";"416";"17";"145";"0";"4";"0";"84";"30";"233";"14";"75";"1";"-";"-"
"325005";"325005";"41";"7";"2";"234";"205";"1";"0";"204";"46";"13";"40";"4";"13";"0";"0";"1";"4";"3";"61";"3";"16";"0";"-";"-"
"327001";"327001";"37";"7";"2";"4252";"3593";"31";"7";"3555";"1393";"374";"808";"38";"354";"2";"15";"0";"110";"53";"263";"50";"93";"2";"-";"-"
"327002";"327002";"37";"7";"2";"900";"784";"6";"1";"777";"177";"71";"228";"18";"66";"0";"8";"0";"32";"9";"128";"18";"21";"1";"-";"-"
"329002";"329002";"39";"7";"2";"639";"577";"5";"0";"572";"167";"39";"111";"9";"42";"1";"2";"0";"21";"12";"144";"5";"19";"0";"-";"-"
"329003";"329003";"39";"7";"2";"460";"415";"1";"0";"414";"111";"40";"95";"0";"16";"0";"1";"0";"25";"7";"98";"9";"12";"0";"-";"-"
"329004";"329004";"39";"7";"2";"3362";"3054";"33";"5";"3016";"1250";"159";"744";"32";"291";"2";"6";"0";"145";"37";"251";"21";"77";"1";"-";"-"
"329005";"329005";"39";"7";"2";"995";"899";"8";"1";"890";"212";"64";"168";"8";"124";"0";"2";"0";"39";"13";"188";"28";"44";"0";"-";"-"
"329006";"329006";"39";"7";"2";"4662";"4160";"33";"3";"4124";"1735";"213";"906";"49";"416";"4";"12";"4";"188";"60";"403";"39";"92";"3";"-";"-"
"329008";"329008";"39";"7";"2";"941";"872";"11";"2";"859";"238";"90";"209";"15";"88";"0";"1";"1";"30";"16";"118";"41";"12";"0";"-";"-"
"329009";"329009";"39";"7";"2";"1025";"928";"8";"0";"920";"311";"61";"234";"7";"87";"2";"3";"0";"37";"11";"119";"16";"31";"1";"-";"-"
"329010";"329010";"39";"7";"2";"918";"843";"16";"2";"825";"261";"60";"187";"12";"76";"0";"6";"0";"46";"14";"129";"12";"22";"0";"-";"-"
"329011";"329011";"39";"7";"2";"445";"407";"3";"2";"402";"123";"17";"84";"9";"37";"1";"0";"0";"24";"7";"84";"8";"8";"0";"-";"-"
"329012";"329012";"39";"7";"2";"794";"732";"3";"0";"729";"237";"59";"157";"11";"49";"0";"0";"0";"35";"12";"131";"11";"27";"0";"-";"-"
"329013";"329013";"39";"7";"2";"970";"878";"4";"8";"866";"258";"54";"186";"13";"101";"1";"2";"0";"42";"9";"155";"15";"29";"1";"-";"-"
"329014";"329014";"39";"7";"2";"619";"561";"5";"2";"554";"184";"39";"126";"7";"36";"0";"3";"0";"25";"7";"102";"6";"19";"0";"-";"-"
"329102";"329102";"39";"7";"2";"4883";"4319";"37";"6";"4276";"1497";"270";"1125";"47";"419";"3";"22";"1";"179";"72";"460";"68";"112";"1";"-";"-"
"331001";"331001";"40";"7";"2";"2493";"2155";"15";"4";"2136";"746";"104";"595";"33";"238";"2";"9";"2";"85";"40";"165";"45";"69";"3";"-";"-"
"331002";"331002";"40";"7";"2";"213";"178";"2";"0";"176";"43";"6";"61";"2";"5";"0";"1";"0";"7";"10";"31";"0";"10";"0";"-";"-"
"331003";"331003";"40";"7";"2";"999";"907";"5";"0";"902";"226";"42";"197";"23";"99";"1";"4";"0";"48";"16";"187";"14";"44";"1";"-";"-"
"331005";"331005";"40";"7";"2";"2549";"2194";"15";"2";"2177";"706";"109";"564";"30";"233";"0";"3";"1";"76";"28";"292";"30";"103";"2";"-";"-"
"331007";"331007";"40";"7";"2";"132";"109";"1";"0";"108";"23";"2";"33";"1";"7";"0";"0";"0";"1";"1";"25";"0";"13";"2";"-";"-"
"331008";"331008";"40";"7";"2";"603";"550";"4";"1";"545";"160";"34";"117";"5";"38";"0";"0";"0";"25";"8";"123";"10";"24";"1";"-";"-"
"331010";"331010";"40";"7";"2";"1221";"1091";"3";"0";"1088";"259";"68";"282";"20";"105";"0";"9";"0";"42";"37";"200";"27";"39";"0";"-";"-"
"333005";"333005";"41";"7";"2";"810";"708";"6";"0";"702";"186";"41";"163";"8";"47";"0";"3";"0";"41";"13";"135";"15";"49";"1";"-";"-"
"333006";"333006";"41";"7";"2";"714";"647";"5";"1";"641";"137";"35";"158";"11";"49";"0";"2";"0";"31";"14";"172";"5";"27";"0";"-";"-"
"333007";"333007";"41";"7";"2";"1177";"1053";"5";"1";"1047";"224";"38";"236";"46";"70";"0";"11";"0";"51";"14";"269";"19";"69";"0";"-";"-"
"333008";"333008";"41";"7";"2";"425";"396";"2";"2";"392";"98";"18";"81";"6";"39";"0";"3";"0";"28";"13";"88";"2";"16";"0";"-";"-"
"333101";"333101";"41";"7";"2";"5531";"4822";"30";"5";"4787";"1851";"203";"1230";"52";"497";"2";"40";"2";"206";"83";"375";"78";"168";"0";"-";"-"
"333102";"333102";"41";"7";"2";"5895";"5044";"49";"9";"4986";"1767";"184";"1298";"64";"587";"4";"42";"0";"195";"117";"423";"134";"169";"2";"-";"-"
"333103";"333103";"41";"7";"2";"4570";"3635";"15";"5";"3615";"1475";"115";"709";"60";"519";"3";"26";"6";"146";"71";"261";"82";"141";"1";"-";"-"
"333104";"333104";"41";"7";"2";"3107";"2701";"10";"4";"2687";"1007";"161";"645";"32";"333";"1";"27";"0";"122";"57";"190";"46";"66";"0";"-";"-"
"333106";"333106";"41";"7";"2";"3077";"2840";"14";"2";"2824";"811";"142";"909";"40";"248";"2";"33";"1";"197";"39";"299";"30";"71";"2";"-";"-"
"335001";"335001";"40";"7";"2";"1040";"909";"8";"0";"901";"298";"74";"202";"10";"64";"0";"3";"0";"40";"17";"155";"8";"30";"0";"-";"-"
"335002";"335002";"40";"7";"2";"3956";"3481";"23";"14";"3444";"1039";"218";"1030";"35";"315";"0";"22";"0";"160";"85";"411";"40";"88";"1";"-";"-"
"335003";"335003";"40";"7";"2";"3074";"2722";"19";"4";"2699";"778";"190";"705";"43";"256";"0";"8";"0";"121";"86";"387";"49";"76";"0";"-";"-"
"335004";"335004";"40";"7";"2";"1696";"1499";"6";"4";"1489";"470";"76";"423";"8";"124";"0";"0";"0";"83";"30";"203";"19";"51";"2";"-";"-"
"335005";"335005";"40";"7";"2";"823";"731";"5";"2";"724";"176";"61";"173";"7";"41";"0";"1";"0";"39";"18";"170";"3";"35";"0";"-";"-"
"337001";"337001";"39";"7";"2";"1438";"1252";"12";"0";"1240";"408";"73";"279";"18";"113";"2";"6";"0";"73";"34";"198";"8";"27";"1";"-";"-"
"337003";"337003";"39";"7";"2";"237";"218";"2";"2";"214";"58";"25";"40";"1";"9";"1";"2";"0";"12";"1";"46";"9";"10";"0";"-";"-"
"337004";"337004";"39";"7";"2";"857";"738";"4";"0";"734";"210";"51";"155";"8";"50";"2";"3";"0";"48";"33";"118";"15";"41";"0";"-";"-"
"337005";"337005";"39";"7";"2";"568";"517";"5";"1";"511";"139";"41";"121";"12";"40";"0";"0";"0";"30";"14";"83";"9";"22";"0";"-";"-"
"337007";"337007";"39";"7";"2";"487";"446";"5";"0";"441";"135";"38";"95";"7";"34";"0";"2";"0";"17";"18";"82";"7";"6";"0";"-";"-"
"339001";"339001";"37";"7";"2";"525";"462";"2";"2";"458";"138";"31";"82";"3";"55";"0";"3";"0";"11";"4";"93";"23";"15";"0";"-";"-"
"339002";"339002";"37";"7";"2";"1920";"1736";"12";"3";"1721";"580";"210";"395";"16";"120";"1";"2";"0";"68";"35";"208";"23";"63";"0";"-";"-"
"339003";"339003";"37";"7";"2";"1244";"1133";"11";"2";"1120";"272";"193";"188";"17";"99";"1";"7";"1";"31";"23";"225";"25";"38";"0";"-";"-"
"339004";"339004";"37";"7";"2";"904";"832";"7";"4";"821";"277";"103";"162";"7";"78";"1";"3";"0";"19";"20";"107";"10";"34";"0";"-";"-"
"341001";"341001";"36";"7";"2";"354";"314";"2";"1";"311";"68";"21";"96";"7";"39";"0";"0";"0";"17";"5";"37";"11";"10";"0";"-";"-"
"341002";"341002";"36";"7";"2";"2888";"2493";"19";"7";"2467";"831";"184";"643";"33";"202";"3";"8";"0";"101";"65";"291";"34";"71";"1";"-";"-"
"341004";"341004";"36";"7";"2";"806";"733";"6";"2";"725";"314";"51";"126";"6";"74";"0";"2";"0";"37";"15";"78";"6";"16";"0";"-";"-"
"341006";"341006";"36";"7";"2";"1367";"1213";"9";"4";"1200";"473";"102";"261";"7";"109";"2";"9";"0";"52";"30";"93";"24";"38";"0";"-";"-"
"341007";"341007";"36";"7";"2";"486";"451";"4";"1";"446";"179";"36";"80";"6";"38";"1";"2";"0";"13";"8";"69";"4";"10";"0";"-";"-"
"341008";"341008";"36";"7";"2";"494";"433";"3";"1";"429";"99";"33";"91";"10";"40";"0";"1";"0";"5";"10";"96";"16";"28";"0";"-";"-"
"343001";"343001";"37";"7";"2";"1149";"1022";"3";"6";"1013";"294";"111";"217";"9";"91";"0";"8";"0";"38";"7";"170";"34";"34";"0";"-";"-"
"343002";"343002";"37";"7";"2";"2071";"1833";"19";"5";"1809";"558";"225";"427";"39";"159";"0";"6";"0";"56";"19";"203";"38";"79";"0";"-";"-"
"343003";"343003";"37";"7";"2";"480";"413";"0";"1";"412";"116";"45";"60";"9";"40";"0";"1";"0";"11";"8";"99";"2";"21";"0";"-";"-"
"343004";"343004";"37";"7";"2";"893";"786";"5";"2";"779";"257";"71";"149";"6";"80";"1";"2";"1";"35";"11";"123";"8";"35";"0";"-";"-"
"343005";"343005";"37";"7";"2";"967";"808";"9";"0";"799";"287";"73";"149";"15";"102";"1";"8";"0";"20";"12";"91";"7";"33";"1";"-";"-"
"343006";"343006";"37";"7";"2";"2032";"1800";"12";"5";"1783";"494";"201";"444";"33";"125";"1";"7";"0";"60";"18";"299";"26";"75";"0";"-";"-"
"345001";"345001";"36";"7";"2";"2340";"2099";"12";"2";"2085";"651";"198";"433";"34";"218";"1";"7";"1";"76";"43";"302";"60";"60";"1";"-";"-"
"345003";"345003";"36";"7";"2";"1090";"976";"6";"1";"969";"251";"137";"211";"11";"98";"0";"3";"0";"39";"11";"127";"37";"44";"0";"-";"-"
"345005";"345005";"36";"7";"2";"1005";"920";"5";"1";"914";"272";"90";"200";"10";"69";"1";"2";"0";"40";"50";"121";"22";"37";"0";"-";"-"
"345102";"345102";"36";"7";"2";"572";"522";"3";"0";"519";"144";"32";"108";"6";"66";"0";"5";"0";"10";"16";"92";"17";"23";"0";"-";"-"
"345104";"345104";"36";"7";"2";"1365";"1211";"7";"1";"1203";"401";"108";"256";"13";"123";"0";"1";"0";"59";"19";"167";"16";"40";"0";"-";"-"
"351002";"351002";"42";"8";"2";"3251";"2866";"29";"8";"2829";"1275";"93";"634";"38";"227";"3";"8";"1";"115";"39";"279";"33";"84";"-";"-";"-"
"351003";"351003";"42";"8";"2";"1965";"1792";"18";"2";"1772";"661";"98";"437";"25";"172";"4";"9";"1";"62";"33";"183";"37";"50";"-";"-";"-"
"351004";"351004";"42";"8";"2";"619";"552";"9";"5";"538";"163";"49";"95";"22";"55";"0";"2";"1";"18";"11";"84";"13";"25";"-";"-";"-"
"351006";"351006";"42";"8";"2";"1810";"1629";"12";"4";"1613";"457";"96";"469";"12";"132";"3";"1";"0";"78";"31";"236";"22";"76";"-";"-";"-"
"351008";"351008";"42";"8";"2";"563";"498";"5";"0";"493";"150";"24";"84";"8";"46";"1";"7";"0";"24";"10";"97";"22";"20";"-";"-";"-"
"353001";"353001";"42";"8";"2";"808";"756";"2";"1";"753";"207";"54";"172";"6";"67";"0";"1";"0";"27";"10";"136";"18";"55";"-";"-";"-"
"353002";"353002";"42";"8";"2";"1441";"1319";"7";"3";"1309";"347";"85";"365";"10";"111";"1";"1";"0";"90";"25";"198";"19";"57";"-";"-";"-"
"353003";"353003";"42";"8";"2";"1746";"1513";"10";"2";"1501";"418";"100";"389";"14";"119";"3";"2";"1";"70";"20";"286";"20";"59";"-";"-";"-"
"353004";"353004";"42";"8";"2";"1172";"1050";"6";"0";"1044";"256";"59";"215";"15";"86";"1";"2";"1";"54";"25";"232";"31";"67";"-";"-";"-"
"355001";"355001";"46";"8";"2";"873";"796";"1";"2";"793";"337";"40";"150";"17";"59";"0";"3";"0";"18";"6";"126";"7";"30";"-";"-";"-"
