"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1979 - Stemmeberettigede";"FV1979 - Afgivne stemmer";"FV1979 - Blanke stemmer";"FV1979 - Andre ugyldige stemmer";"FV1979 - Gyldige stemmer";"FV1979 - A. Socialdemokratiet";"FV1979 - B. Det Radikale Venstre";"FV1979 - C. Det Konservative Folkeparti";"FV1979 - E. Danmarks Retsforbund";"FV1979 - F. Socialistisk Folkeparti";"FV1979 - K. Danmarks Kommunistiske Parti";"FV1979 - M. Centrum-Demokraterne";"FV1979 - Q. Kristeligt Folkeparti";"FV1979 - R. Arbejderpartiet KAP";"FV1979 - V. Venstre, Danmarks Liberale Parti";"FV1979 - Y. Venstresocialisterne";"FV1979 - Z. Fremskridtspartiet";"FV1979 - 1. Uden for partierne";"FV1979 - 2. Uden for partierne"
"183002";"183002";"23";"4";"2";"2646";"2306";"7";"4";"2295";"864";"126";"319";"94";"222";"82";"68";"6";"12";"69";"168";"265";"-";"-"
"183003";"183003";"23";"4";"2";"3080";"2572";"7";"4";"2561";"1079";"158";"312";"102";"252";"81";"92";"14";"14";"76";"109";"272";"-";"-"
"183004";"183004";"23";"4";"2";"2535";"1820";"7";"6";"1807";"923";"43";"75";"57";"220";"108";"14";"12";"34";"30";"95";"196";"-";"-"
"183005";"183005";"23";"4";"2";"3154";"2618";"20";"2";"2596";"963";"151";"430";"88";"169";"80";"102";"30";"14";"99";"90";"380";"-";"-"
"185001";"185001";"27";"4";"2";"3479";"2929";"13";"4";"2912";"1228";"124";"258";"104";"292";"131";"125";"20";"16";"92";"124";"398";"-";"-"
"185002";"185002";"27";"4";"2";"5035";"4425";"38";"9";"4378";"1941";"284";"460";"154";"394";"155";"156";"48";"13";"158";"171";"444";"-";"-"
"185003";"185003";"27";"4";"2";"5460";"4632";"19";"9";"4604";"2257";"251";"423";"173";"418";"164";"102";"63";"22";"126";"237";"368";"-";"-"
"185004";"185004";"27";"4";"2";"4016";"3514";"25";"9";"3480";"1584";"188";"489";"123";"228";"83";"134";"65";"12";"120";"147";"307";"-";"-"
"185005";"185005";"27";"4";"2";"3656";"3207";"15";"5";"3187";"1269";"187";"472";"90";"234";"74";"118";"51";"11";"168";"162";"351";"-";"-"
"185006";"185006";"27";"4";"2";"9453";"8286";"24";"14";"8248";"4265";"420";"860";"292";"712";"222";"180";"59";"31";"228";"393";"586";"-";"-"
"187001";"187001";"23";"4";"2";"2211";"1876";"14";"2";"1860";"690";"132";"323";"67";"149";"20";"57";"16";"4";"91";"93";"218";"-";"-"
"187002";"187002";"23";"4";"2";"2820";"2495";"18";"1";"2476";"854";"195";"521";"91";"173";"53";"86";"9";"6";"86";"82";"320";"-";"-"
"187003";"187003";"23";"4";"2";"3107";"2825";"18";"4";"2803";"947";"258";"673";"103";"192";"30";"129";"25";"7";"134";"70";"235";"-";"-"
"189001";"189001";"22";"4";"2";"8873";"8012";"46";"14";"7952";"2253";"813";"1660";"191";"558";"134";"425";"79";"38";"673";"461";"667";"-";"-"
"189002";"189002";"22";"4";"2";"2454";"2266";"13";"0";"2253";"546";"237";"505";"70";"125";"39";"107";"33";"11";"215";"158";"207";"-";"-"
"189003";"189003";"22";"4";"2";"703";"629";"2";"0";"627";"166";"47";"122";"20";"42";"17";"29";"8";"4";"75";"47";"50";"-";"-"
"201001";"201001";"31";"5";"2";"2057";"1845";"8";"2";"1835";"458";"125";"495";"56";"96";"25";"74";"22";"5";"217";"78";"184";"-";"-"
"201002";"201002";"31";"5";"2";"2538";"2256";"12";"7";"2237";"827";"147";"307";"57";"177";"74";"76";"28";"7";"239";"100";"198";"-";"-"
"201003";"201003";"31";"5";"2";"2565";"2334";"17";"4";"2313";"771";"173";"402";"72";"134";"26";"107";"30";"7";"344";"68";"179";"-";"-"
"201004";"201004";"31";"5";"2";"2864";"2498";"14";"3";"2481";"692";"134";"458";"64";"119";"39";"142";"38";"8";"367";"80";"340";"-";"-"
"201005";"201005";"31";"5";"2";"2053";"1874";"8";"1";"1865";"485";"158";"414";"57";"82";"11";"73";"31";"6";"276";"56";"216";"-";"-"
"201006";"201006";"31";"5";"2";"1816";"1669";"4";"1";"1664";"473";"165";"364";"59";"105";"21";"83";"19";"4";"205";"52";"114";"-";"-"
"205005";"205005";"30";"5";"2";"1089";"974";"1";"2";"971";"171";"74";"239";"15";"49";"9";"57";"24";"2";"142";"47";"142";"-";"-"
"205101";"205101";"30";"5";"2";"5735";"5060";"26";"7";"5027";"1224";"421";"1206";"132";"310";"65";"226";"58";"24";"620";"271";"470";"-";"-"
"205102";"205102";"30";"5";"2";"3023";"2728";"16";"3";"2709";"847";"191";"471";"73";"170";"40";"96";"40";"21";"349";"165";"246";"-";"-"
"205103";"205103";"30";"5";"2";"5752";"4613";"31";"12";"4570";"1338";"353";"875";"147";"303";"91";"170";"65";"29";"524";"252";"423";"-";"-"
"207001";"207001";"31";"5";"2";"3690";"3337";"16";"5";"3316";"764";"244";"807";"74";"205";"29";"195";"46";"14";"427";"142";"369";"-";"-"
"207101";"207101";"31";"5";"2";"6970";"6171";"28";"7";"6136";"1814";"424";"888";"173";"592";"216";"180";"47";"65";"527";"719";"491";"-";"-"
"208002";"208002";"30";"5";"2";"6145";"5358";"31";"7";"5320";"1463";"371";"1006";"123";"295";"84";"197";"95";"17";"854";"185";"630";"-";"-"
"208003";"208003";"30";"5";"2";"6019";"5263";"30";"6";"5227";"1745";"348";"900";"184";"417";"90";"196";"52";"20";"503";"262";"510";"-";"-"
"209001";"209001";"32";"5";"2";"3746";"3210";"26";"5";"3179";"1363";"135";"554";"86";"204";"53";"89";"51";"16";"301";"74";"253";"-";"-"
"209002";"209002";"32";"5";"2";"2730";"2214";"11";"4";"2199";"808";"119";"420";"68";"135";"36";"75";"27";"9";"209";"55";"238";"-";"-"
"209003";"209003";"32";"5";"2";"3073";"2697";"19";"6";"2672";"940";"161";"452";"78";"167";"33";"112";"31";"10";"303";"67";"318";"-";"-"
"209004";"209004";"32";"5";"2";"725";"622";"3";"1";"618";"186";"37";"103";"22";"41";"14";"32";"4";"1";"90";"8";"80";"-";"-"
"209005";"209005";"32";"5";"2";"550";"490";"3";"3";"484";"109";"18";"64";"7";"32";"7";"20";"9";"0";"128";"21";"69";"-";"-"
"211001";"211001";"32";"5";"2";"2794";"2415";"11";"4";"2400";"1215";"80";"260";"33";"142";"44";"66";"61";"11";"192";"43";"253";"-";"-"
"211002";"211002";"32";"5";"2";"3676";"3126";"11";"3";"3112";"1425";"125";"326";"63";"225";"60";"103";"64";"14";"290";"100";"317";"-";"-"
"211003";"211003";"32";"5";"2";"2275";"1941";"18";"3";"1920";"886";"58";"189";"45";"128";"31";"67";"42";"9";"189";"36";"240";"-";"-"
"211004";"211004";"32";"5";"2";"1755";"1512";"5";"0";"1507";"551";"47";"205";"39";"75";"18";"66";"40";"7";"165";"31";"263";"-";"-"
"211005";"211005";"32";"5";"2";"1205";"1054";"7";"2";"1045";"414";"40";"95";"21";"46";"17";"27";"18";"9";"162";"33";"163";"-";"-"
"213001";"213001";"30";"5";"2";"2137";"1841";"14";"2";"1825";"489";"81";"318";"42";"94";"25";"83";"55";"13";"231";"43";"351";"-";"-"
"213002";"213002";"30";"5";"2";"1807";"1533";"14";"1";"1518";"485";"103";"187";"48";"93";"30";"45";"36";"8";"227";"61";"195";"-";"-"
"213004";"213004";"30";"5";"2";"2714";"2293";"12";"3";"2278";"752";"120";"267";"47";"122";"17";"88";"162";"14";"360";"40";"289";"-";"-"
"213006";"213006";"30";"5";"2";"3017";"2507";"15";"8";"2484";"816";"127";"373";"55";"129";"39";"104";"88";"10";"299";"49";"395";"-";"-"
"213007";"213007";"30";"5";"2";"907";"758";"6";"1";"751";"181";"23";"90";"25";"55";"9";"31";"17";"4";"191";"15";"110";"-";"-"
"215001";"215001";"32";"5";"2";"4288";"3683";"12";"0";"3671";"1169";"212";"521";"74";"152";"30";"207";"75";"13";"639";"64";"515";"-";"-"
"215002";"215002";"32";"5";"2";"734";"643";"2";"0";"641";"213";"27";"59";"16";"35";"8";"33";"25";"7";"95";"21";"102";"-";"-"
"215003";"215003";"32";"5";"2";"390";"335";"2";"0";"333";"70";"21";"32";"6";"21";"4";"9";"6";"1";"97";"9";"57";"-";"-"
"215004";"215004";"32";"5";"2";"1759";"1533";"7";"0";"1526";"384";"99";"194";"28";"97";"27";"80";"23";"4";"316";"44";"230";"-";"-"
"215005";"215005";"32";"5";"2";"1524";"1346";"7";"2";"1337";"346";"92";"228";"33";"86";"10";"54";"11";"3";"241";"25";"208";"-";"-"
"215006";"215006";"32";"5";"2";"1474";"1250";"8";"5";"1237";"356";"71";"142";"42";"66";"13";"38";"35";"7";"215";"40";"212";"-";"-"
"215007";"215007";"32";"5";"2";"1025";"881";"6";"2";"873";"286";"56";"137";"29";"56";"24";"31";"13";"4";"105";"34";"98";"-";"-"
"217001";"217001";"29";"5";"2";"7156";"5835";"42";"18";"5775";"2667";"241";"704";"157";"403";"194";"115";"69";"48";"349";"374";"454";"-";"-"
"217002";"217002";"29";"5";"2";"10063";"8587";"43";"23";"8521";"4772";"336";"746";"237";"638";"268";"146";"67";"31";"383";"356";"541";"-";"-"
"217003";"217003";"29";"5";"2";"5122";"4285";"36";"13";"4236";"2041";"196";"525";"123";"328";"102";"97";"40";"19";"280";"146";"339";"-";"-"
"217004";"217004";"29";"5";"2";"2868";"2406";"20";"6";"2380";"869";"124";"430";"78";"160";"31";"97";"31";"9";"202";"86";"263";"-";"-"
"217005";"217005";"29";"5";"2";"2755";"2340";"18";"9";"2313";"805";"155";"404";"57";"143";"23";"108";"20";"6";"261";"83";"248";"-";"-"
"217006";"217006";"29";"5";"2";"965";"837";"2";"0";"835";"291";"50";"106";"26";"34";"8";"31";"18";"4";"121";"36";"110";"-";"-"
"217007";"217007";"29";"5";"2";"980";"826";"4";"2";"820";"235";"41";"124";"16";"41";"7";"43";"15";"5";"162";"32";"99";"-";"-"
"217008";"217008";"29";"5";"2";"626";"530";"8";"0";"522";"208";"13";"63";"13";"27";"14";"20";"18";"2";"52";"12";"80";"-";"-"
"217009";"217009";"29";"5";"2";"2675";"2292";"14";"10";"2268";"750";"138";"427";"69";"148";"42";"78";"24";"9";"244";"106";"233";"-";"-"
"217010";"217010";"29";"5";"2";"3103";"2686";"16";"5";"2665";"862";"167";"550";"61";"173";"44";"90";"43";"9";"271";"115";"280";"-";"-"
"217011";"217011";"29";"5";"2";"4202";"3757";"27";"10";"3720";"1213";"286";"782";"105";"231";"68";"149";"38";"7";"380";"151";"310";"-";"-"
"219001";"219001";"31";"5";"2";"3927";"3370";"24";"10";"3336";"1255";"149";"484";"89";"229";"73";"111";"88";"21";"445";"133";"259";"-";"-"
"219002";"219002";"31";"5";"2";"4725";"4104";"26";"3";"4075";"1477";"247";"643";"94";"200";"82";"177";"137";"20";"594";"119";"285";"-";"-"
"219003";"219003";"31";"5";"2";"2180";"1908";"11";"2";"1895";"564";"110";"305";"34";"113";"41";"79";"83";"10";"329";"77";"150";"-";"-"
"219004";"219004";"31";"5";"2";"520";"450";"2";"0";"448";"130";"32";"60";"13";"31";"2";"19";"6";"5";"92";"26";"32";"-";"-"
"219005";"219005";"31";"5";"2";"984";"875";"9";"1";"865";"256";"53";"126";"14";"59";"24";"39";"9";"4";"115";"74";"92";"-";"-"
"219006";"219006";"31";"5";"2";"1454";"1288";"8";"1";"1279";"364";"101";"170";"40";"67";"18";"49";"34";"0";"233";"49";"154";"-";"-"
"219007";"219007";"31";"5";"2";"418";"386";"2";"0";"384";"93";"22";"44";"8";"17";"6";"20";"4";"2";"82";"13";"73";"-";"-"
"219008";"219008";"31";"5";"2";"1538";"1368";"7";"2";"1359";"386";"85";"250";"37";"65";"11";"73";"64";"0";"235";"42";"111";"-";"-"
"219009";"219009";"31";"5";"2";"1040";"897";"6";"3";"888";"226";"68";"183";"34";"55";"9";"42";"7";"5";"128";"45";"86";"-";"-"
"219010";"219010";"31";"5";"2";"736";"680";"7";"0";"673";"180";"51";"120";"23";"37";"22";"22";"7";"2";"101";"28";"80";"-";"-"
"219011";"219011";"31";"5";"2";"2674";"2400";"17";"2";"2381";"873";"146";"378";"50";"129";"42";"80";"85";"16";"316";"66";"200";"-";"-"
"219012";"219012";"31";"5";"2";"3610";"3005";"20";"5";"2980";"1223";"144";"412";"94";"199";"59";"95";"86";"16";"329";"94";"229";"-";"-"
"221001";"221001";"32";"5";"2";"5594";"4640";"27";"9";"4604";"1932";"179";"510";"102";"265";"97";"140";"91";"31";"504";"113";"640";"-";"-"
"223001";"223001";"30";"5";"2";"3884";"3421";"14";"6";"3401";"926";"228";"1010";"66";"146";"38";"130";"34";"16";"375";"81";"351";"-";"-"
"223002";"223002";"30";"5";"2";"4392";"3999";"18";"5";"3976";"1244";"329";"973";"70";"210";"38";"135";"24";"6";"509";"125";"313";"-";"-"
"223003";"223003";"30";"5";"2";"2925";"2670";"15";"3";"2652";"333";"208";"1016";"46";"101";"27";"124";"7";"8";"378";"86";"318";"-";"-"
"223004";"223004";"30";"5";"2";"387";"358";"2";"1";"355";"91";"11";"96";"9";"10";"8";"11";"2";"0";"59";"16";"42";"-";"-"
"223107";"223107";"30";"5";"2";"3486";"3076";"17";"2";"3057";"676";"185";"1010";"59";"130";"13";"146";"30";"11";"390";"90";"317";"-";"-"
"225001";"225001";"32";"5";"2";"965";"865";"4";"1";"860";"285";"37";"97";"35";"54";"28";"34";"12";"4";"142";"29";"103";"-";"-"
"225002";"225002";"32";"5";"2";"2228";"1978";"19";"3";"1956";"822";"95";"269";"58";"140";"32";"58";"30";"12";"217";"64";"159";"-";"-"
"225003";"225003";"32";"5";"2";"469";"395";"5";"0";"390";"138";"16";"41";"10";"15";"12";"20";"3";"3";"54";"8";"70";"-";"-"
"225104";"225104";"32";"5";"2";"340";"300";"2";"0";"298";"157";"13";"17";"16";"18";"9";"5";"1";"2";"28";"11";"21";"-";"-"
"225105";"225105";"32";"5";"2";"883";"787";"8";"0";"779";"275";"35";"73";"34";"31";"21";"18";"8";"5";"124";"87";"68";"-";"-"
"227003";"227003";"30";"5";"2";"830";"747";"2";"0";"745";"180";"32";"136";"19";"38";"4";"21";"16";"3";"134";"45";"117";"-";"-"
"227004";"227004";"30";"5";"2";"3758";"3148";"10";"9";"3129";"1019";"232";"512";"88";"297";"69";"105";"24";"10";"259";"199";"315";"-";"-"
"227005";"227005";"30";"5";"2";"3038";"2608";"10";"6";"2592";"759";"241";"497";"95";"198";"53";"90";"37";"11";"264";"110";"237";"-";"-"
"227006";"227006";"30";"5";"2";"3225";"2817";"16";"3";"2798";"889";"175";"631";"72";"165";"32";"139";"23";"12";"286";"81";"293";"-";"-"
"229001";"229001";"32";"5";"2";"1693";"1477";"10";"3";"1464";"486";"80";"219";"31";"54";"17";"60";"30";"5";"239";"41";"202";"-";"-"
"229002";"229002";"32";"5";"2";"780";"671";"3";"1";"667";"188";"47";"74";"10";"32";"6";"24";"12";"1";"161";"18";"94";"-";"-"
"229003";"229003";"32";"5";"2";"1234";"1087";"9";"0";"1078";"335";"54";"100";"25";"57";"16";"33";"27";"3";"212";"54";"162";"-";"-"
"231001";"231001";"32";"5";"2";"1211";"1062";"8";"3";"1051";"329";"47";"149";"28";"41";"13";"28";"9";"0";"218";"34";"155";"-";"-"
"231002";"231002";"32";"5";"2";"1148";"989";"10";"2";"977";"362";"49";"129";"22";"27";"13";"34";"11";"0";"206";"12";"112";"-";"-"
"231003";"231003";"32";"5";"2";"728";"654";"7";"1";"646";"209";"32";"85";"26";"25";"11";"33";"11";"2";"106";"16";"90";"-";"-"
"231004";"231004";"32";"5";"2";"356";"317";"1";"0";"316";"49";"14";"59";"5";"6";"8";"2";"2";"1";"116";"3";"51";"-";"-"
"233001";"233001";"31";"5";"2";"494";"447";"3";"0";"444";"110";"30";"61";"18";"15";"6";"19";"6";"0";"96";"16";"67";"-";"-"
"233002";"233002";"31";"5";"2";"3777";"3313";"16";"5";"3292";"1145";"191";"487";"73";"141";"29";"136";"38";"20";"490";"91";"451";"-";"-"
"233003";"233003";"31";"5";"2";"684";"616";"1";"1";"614";"169";"22";"113";"9";"33";"9";"34";"4";"5";"126";"20";"70";"-";"-"
"235001";"235001";"31";"5";"2";"2177";"1973";"18";"2";"1953";"613";"134";"327";"45";"130";"21";"103";"15";"2";"287";"68";"208";"-";"-"
"235002";"235002";"31";"5";"2";"832";"750";"5";"1";"744";"195";"57";"118";"27";"53";"17";"37";"11";"7";"76";"49";"97";"-";"-"
"235003";"235003";"31";"5";"2";"3988";"3575";"15";"8";"3552";"1250";"244";"603";"98";"204";"28";"196";"42";"4";"385";"93";"405";"-";"-"
"235004";"235004";"31";"5";"2";"417";"367";"1";"0";"366";"108";"24";"42";"7";"26";"3";"12";"6";"1";"68";"12";"57";"-";"-"
"235005";"235005";"31";"5";"2";"413";"367";"8";"3";"356";"97";"16";"43";"12";"18";"6";"10";"4";"5";"63";"25";"57";"-";"-"
"237001";"237001";"31";"5";"2";"4696";"4216";"26";"1";"4189";"1431";"214";"759";"128";"285";"72";"259";"31";"22";"405";"116";"467";"-";"-"
"237002";"237002";"31";"5";"2";"2917";"2579";"15";"5";"2559";"1004";"149";"384";"87";"198";"51";"139";"19";"13";"184";"66";"265";"-";"-"
"251001";"251001";"35";"6";"2";"1602";"1409";"9";"2";"1398";"439";"131";"135";"41";"48";"12";"75";"22";"5";"291";"54";"144";"0";"1"
"251002";"251002";"35";"6";"2";"1450";"1238";"12";"1";"1225";"427";"116";"146";"33";"69";"24";"64";"10";"3";"154";"34";"145";"0";"0"
"251003";"251003";"35";"6";"2";"884";"762";"4";"1";"757";"207";"43";"104";"30";"34";"12";"34";"14";"4";"144";"30";"99";"0";"2"
"251004";"251004";"35";"6";"2";"931";"835";"5";"0";"830";"281";"40";"96";"31";"46";"15";"43";"15";"1";"117";"34";"110";"1";"0"
"253001";"253001";"34";"6";"2";"984";"860";"8";"2";"850";"290";"57";"89";"24";"35";"11";"9";"17";"2";"113";"47";"156";"0";"0"
"253002";"253002";"34";"6";"2";"2578";"2287";"12";"2";"2273";"640";"185";"480";"61";"113";"27";"107";"19";"2";"235";"54";"350";"0";"0"
"253003";"253003";"34";"6";"2";"3566";"3112";"16";"2";"3094";"1057";"182";"510";"106";"237";"67";"129";"19";"11";"224";"119";"433";"0";"0"
"253004";"253004";"34";"6";"2";"4436";"3997";"21";"3";"3973";"1275";"292";"781";"104";"235";"66";"207";"26";"14";"343";"100";"530";"0";"0"
"253005";"253005";"34";"6";"2";"3000";"2662";"14";"4";"2644";"839";"187";"508";"80";"163";"31";"129";"39";"4";"222";"62";"380";"0";"0"
"253006";"253006";"34";"6";"2";"1767";"1526";"8";"4";"1514";"486";"125";"242";"55";"94";"29";"62";"30";"4";"154";"39";"194";"0";"0"
"253007";"253007";"34";"6";"2";"2921";"2617";"16";"3";"2598";"1012";"186";"378";"73";"147";"35";"127";"36";"15";"236";"62";"290";"1";"0"
"253008";"253008";"34";"6";"2";"2145";"1934";"14";"2";"1918";"725";"152";"334";"65";"129";"40";"66";"5";"10";"158";"47";"187";"0";"0"
"253009";"253009";"34";"6";"2";"3010";"2481";"10";"2";"2469";"1035";"101";"285";"137";"220";"64";"59";"23";"16";"100";"81";"346";"1";"1"
"253010";"253010";"34";"6";"2";"1453";"1208";"8";"0";"1200";"439";"50";"128";"42";"113";"75";"35";"10";"7";"45";"103";"153";"0";"0"
"255001";"255001";"33";"6";"2";"1308";"1171";"11";"2";"1158";"342";"88";"148";"28";"63";"36";"38";"11";"3";"210";"63";"128";"0";"0"
"255002";"255002";"33";"6";"2";"369";"335";"2";"2";"331";"72";"24";"74";"11";"12";"5";"10";"3";"2";"53";"7";"57";"1";"0"
"255003";"255003";"33";"6";"2";"3397";"3097";"12";"7";"3078";"869";"190";"678";"68";"188";"58";"149";"16";"8";"283";"98";"473";"0";"0"
"255004";"255004";"33";"6";"2";"1429";"1301";"14";"4";"1283";"480";"82";"222";"36";"89";"12";"46";"13";"0";"128";"45";"130";"0";"0"
"257001";"257001";"35";"6";"2";"2415";"2162";"18";"6";"2138";"843";"184";"282";"66";"142";"43";"48";"31";"12";"222";"127";"137";"1";"0"
"257002";"257002";"35";"6";"2";"317";"265";"0";"0";"265";"84";"24";"21";"16";"21";"11";"9";"20";"0";"25";"10";"24";"0";"0"
"257003";"257003";"35";"6";"2";"1760";"1557";"16";"3";"1538";"612";"107";"187";"56";"84";"21";"54";"15";"5";"174";"69";"154";"0";"0"
"259001";"259001";"34";"6";"2";"7268";"6247";"43";"18";"6186";"2729";"346";"935";"151";"356";"239";"186";"75";"43";"418";"168";"539";"0";"1"
"259002";"259002";"34";"6";"2";"4396";"3778";"38";"11";"3729";"1882";"184";"397";"85";"293";"181";"94";"42";"34";"184";"111";"240";"1";"1"
"259003";"259003";"34";"6";"2";"559";"468";"1";"0";"467";"169";"28";"58";"10";"18";"16";"14";"3";"3";"63";"21";"64";"0";"0"
"259004";"259004";"34";"6";"2";"1238";"1097";"4";"2";"1091";"397";"59";"133";"21";"49";"15";"42";"17";"3";"186";"28";"141";"0";"0"
"259005";"259005";"34";"6";"2";"2177";"1824";"7";"10";"1807";"875";"71";"156";"45";"164";"79";"49";"11";"10";"97";"46";"204";"0";"0"
"259006";"259006";"34";"6";"2";"2747";"2409";"5";"3";"2401";"987";"160";"274";"81";"161";"63";"105";"19";"7";"199";"44";"300";"0";"1"
"259007";"259007";"34";"6";"2";"2550";"2224";"14";"8";"2202";"912";"99";"228";"74";"126";"50";"71";"29";"10";"295";"85";"223";"0";"0"
"259008";"259008";"34";"6";"2";"933";"827";"4";"0";"823";"293";"47";"106";"20";"35";"15";"25";"11";"3";"114";"17";"137";"0";"0"
"259009";"259009";"34";"6";"2";"2372";"2078";"12";"3";"2063";"889";"134";"246";"66";"150";"71";"75";"28";"4";"144";"70";"186";"0";"0"
"261001";"261001";"35";"6";"2";"1368";"1227";"14";"0";"1213";"426";"125";"180";"35";"67";"18";"38";"19";"1";"156";"43";"104";"1";"0"
"261002";"261002";"35";"6";"2";"396";"352";"2";"1";"349";"135";"22";"35";"4";"17";"4";"14";"5";"1";"74";"6";"32";"0";"0"
"261003";"261003";"35";"6";"2";"1174";"1072";"7";"3";"1062";"321";"128";"109";"29";"79";"27";"31";"3";"8";"169";"74";"84";"0";"0"
"261004";"261004";"35";"6";"2";"1812";"1622";"10";"3";"1609";"545";"158";"184";"51";"70";"20";"62";"54";"6";"256";"45";"158";"0";"0"
"261005";"261005";"35";"6";"2";"854";"783";"5";"3";"775";"233";"82";"93";"13";"40";"16";"24";"27";"1";"143";"35";"67";"1";"0"
"263001";"263001";"35";"6";"2";"1240";"1210";"9";"2";"1199";"419";"97";"186";"38";"50";"5";"47";"16";"1";"161";"48";"130";"1";"0"
"263002";"263002";"35";"6";"2";"1987";"1759";"9";"1";"1749";"688";"163";"213";"42";"118";"27";"54";"30";"8";"194";"61";"150";"1";"0"
"263003";"263003";"35";"6";"2";"782";"674";"4";"2";"668";"195";"50";"88";"10";"24";"18";"31";"23";"2";"117";"33";"77";"0";"0"
"263004";"263004";"35";"6";"2";"293";"260";"4";"0";"256";"72";"27";"18";"1";"12";"2";"7";"3";"1";"68";"12";"33";"0";"0"
"263005";"263005";"35";"6";"2";"1144";"1035";"4";"0";"1031";"377";"80";"108";"19";"62";"19";"40";"14";"4";"151";"36";"120";"1";"0"
"265001";"265001";"33";"6";"2";"4203";"3560";"23";"5";"3532";"1256";"283";"595";"104";"214";"110";"103";"82";"10";"241";"294";"238";"2";"0"
"265002";"265002";"33";"6";"2";"4659";"4114";"21";"5";"4088";"1217";"382";"906";"96";"219";"91";"175";"88";"10";"416";"148";"336";"4";"0"
"265003";"265003";"33";"6";"2";"9350";"7865";"41";"14";"7810";"4036";"547";"665";"228";"599";"232";"159";"111";"52";"366";"350";"460";"5";"0"
"265004";"265004";"33";"6";"2";"3964";"3393";"20";"12";"3361";"1511";"271";"337";"89";"252";"99";"69";"73";"13";"202";"183";"259";"3";"0"
"265005";"265005";"33";"6";"2";"5429";"4614";"21";"9";"4584";"2229";"326";"483";"169";"298";"145";"114";"71";"22";"211";"165";"347";"4";"0"
"265006";"265006";"33";"6";"2";"3629";"3257";"10";"1";"3246";"781";"357";"751";"84";"170";"48";"148";"46";"7";"383";"169";"301";"1";"0"
"265007";"265007";"33";"6";"2";"2423";"2225";"13";"6";"2206";"755";"239";"377";"46";"129";"20";"111";"35";"4";"243";"65";"181";"1";"0"
"265008";"265008";"33";"6";"2";"1296";"1156";"7";"0";"1149";"399";"110";"183";"26";"53";"13";"52";"14";"2";"134";"33";"130";"0";"0"
"265009";"265009";"33";"6";"2";"902";"792";"2";"3";"787";"255";"64";"136";"13";"40";"11";"22";"17";"1";"102";"32";"92";"2";"0"
"267001";"267001";"35";"6";"2";"2147";"1889";"21";"2";"1866";"702";"127";"268";"42";"98";"30";"62";"37";"10";"234";"69";"187";"0";"0"
"267002";"267002";"35";"6";"2";"2135";"1877";"14";"1";"1862";"630";"112";"198";"76";"136";"31";"84";"33";"5";"280";"59";"218";"0";"0"
"267003";"267003";"35";"6";"2";"980";"869";"9";"4";"856";"278";"56";"99";"18";"48";"16";"40";"7";"4";"153";"31";"106";"0";"0"
"267004";"267004";"35";"6";"2";"2599";"2315";"15";"2";"2298";"816";"139";"316";"82";"167";"26";"103";"19";"4";"283";"52";"290";"1";"0"
"267105";"267105";"35";"6";"2";"223";"205";"3";"0";"202";"71";"11";"22";"10";"3";"1";"5";"1";"0";"40";"3";"35";"0";"0"
"269002";"269002";"34";"6";"2";"357";"322";"1";"2";"319";"100";"24";"45";"8";"16";"6";"8";"0";"1";"67";"7";"37";"0";"0"
