"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2013 - Stemmeberettigede";"KV2013 - Afgivne stemmer";"KV2013 - Blanke stemmer";"KV2013 - Andre ugyldige stemmer";"KV2013 - Gyldige stemmer";"KV2013 - A";"KV2013 - B";"KV2013 - C";"KV2013 - F";"KV2013 - I";"KV2013 - K";"KV2013 - J";"KV2013 - G";"KV2013 - O";"KV2013 - M";"KV2013 - N";"KV2013 - H";"KV2013 - V";"KV2013 - U";"KV2013 - S";"KV2013 - Z";"KV2013 - Ø";"KV2013 - L";"KV2013 - R";"KV2013 - Å";"KV2013 - D";"KV2013 - P";"KV2013 - E";"KV2013 - T";"KV2013 - W";"KV2013 - 01";"KV2013 - 04";"KV2013 - 05";"KV2013 - Q";"KV2013 - 02";"KV2013 - Æ";"KV2013 - 03";"KV2013 - 06";"KV2013 - Y"
"159009";"159009";"15";"2";"1";"4180";"2946";"53";"5";"2888";"959";"216";"192";"284";"113";"-";"54";"-";"267";"-";"-";"-";"428";"-";"-";"-";"375";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"159010";"159010";"15";"2";"1";"4719";"3261";"53";"8";"3200";"1247";"164";"193";"198";"137";"-";"6";"-";"336";"-";"-";"-";"580";"-";"-";"-";"339";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"159011";"159011";"15";"2";"1";"3091";"1778";"20";"12";"1746";"594";"117";"138";"167";"83";"-";"5";"-";"164";"-";"-";"-";"267";"-";"-";"-";"211";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161001";"161001";"20";"2";"1";"2399";"1834";"23";"8";"1803";"514";"58";"76";"143";"38";"-";"-";"43";"240";"-";"-";"-";"604";"-";"-";"-";"87";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161002";"161002";"20";"2";"1";"2780";"1804";"27";"7";"1770";"470";"68";"51";"126";"28";"-";"-";"30";"293";"-";"-";"-";"586";"-";"-";"-";"114";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161003";"161003";"20";"2";"1";"4486";"2656";"52";"13";"2591";"854";"88";"93";"157";"49";"-";"-";"88";"428";"-";"-";"-";"621";"-";"-";"-";"202";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161004";"161004";"20";"2";"1";"3586";"2185";"29";"15";"2141";"905";"44";"36";"111";"21";"-";"-";"73";"444";"-";"-";"-";"307";"-";"-";"-";"198";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161005";"161005";"20";"2";"1";"1481";"1225";"14";"0";"1211";"212";"34";"29";"37";"17";"-";"-";"15";"133";"-";"-";"-";"689";"-";"-";"-";"44";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161006";"161006";"20";"2";"1";"2765";"1970";"25";"8";"1937";"624";"40";"116";"105";"27";"-";"-";"67";"332";"-";"-";"-";"482";"-";"-";"-";"142";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163001";"163001";"16";"2";"1";"2456";"1487";"13";"5";"1469";"902";"39";"62";"87";"28";"-";"-";"-";"162";"-";"-";"-";"83";"-";"-";"-";"106";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163002";"163002";"16";"2";"1";"4731";"3197";"35";"11";"3151";"1824";"129";"223";"230";"61";"-";"-";"-";"261";"-";"-";"-";"238";"-";"-";"-";"185";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163003";"163003";"16";"2";"1";"5020";"3555";"45";"12";"3498";"1826";"121";"274";"304";"101";"-";"-";"-";"265";"-";"-";"-";"363";"-";"-";"-";"244";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163004";"163004";"16";"2";"1";"5281";"4198";"28";"12";"4158";"2640";"83";"360";"198";"50";"-";"-";"-";"298";"-";"-";"-";"323";"-";"-";"-";"206";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163005";"163005";"16";"2";"1";"3884";"2438";"43";"10";"2385";"1412";"41";"123";"157";"34";"-";"-";"-";"235";"-";"-";"-";"157";"-";"-";"-";"226";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165001";"165001";"19";"2";"1";"4732";"3252";"68";"19";"3165";"1017";"147";"342";"276";"79";"9";"-";"-";"342";"-";"-";"-";"360";"-";"-";"-";"580";"5";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165002";"165002";"19";"2";"1";"3600";"2748";"51";"8";"2689";"1044";"94";"274";"203";"77";"2";"-";"-";"432";"-";"-";"-";"253";"-";"-";"-";"303";"4";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165003";"165003";"19";"2";"1";"3734";"2316";"20";"14";"2282";"934";"116";"111";"256";"58";"3";"-";"-";"315";"-";"-";"-";"134";"-";"-";"-";"342";"10";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165004";"165004";"19";"2";"1";"4172";"2386";"41";"15";"2330";"1017";"62";"82";"154";"43";"11";"-";"-";"456";"-";"-";"-";"117";"-";"-";"-";"372";"4";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165005";"165005";"19";"2";"1";"4871";"3413";"41";"16";"3356";"1475";"140";"184";"305";"87";"2";"-";"-";"346";"-";"-";"-";"324";"-";"-";"-";"482";"5";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167001";"167001";"17";"2";"1";"4502";"3048";"61";"9";"2978";"858";"96";"273";"217";"65";"-";"-";"-";"508";"-";"53";"312";"302";"-";"-";"-";"279";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167002";"167002";"17";"2";"1";"3565";"2363";"30";"3";"2330";"730";"62";"120";"117";"62";"-";"-";"-";"507";"-";"49";"318";"203";"-";"-";"-";"157";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167003";"167003";"17";"2";"1";"4741";"3160";"45";"10";"3105";"1058";"61";"168";"202";"48";"-";"-";"-";"617";"-";"160";"271";"221";"-";"-";"-";"281";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167004";"167004";"17";"2";"1";"4834";"3532";"40";"16";"3476";"1191";"88";"187";"250";"59";"-";"-";"-";"689";"-";"88";"342";"258";"-";"-";"-";"301";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167005";"167005";"17";"2";"1";"5380";"3974";"50";"8";"3916";"1195";"109";"278";"206";"93";"-";"-";"-";"741";"-";"34";"499";"464";"-";"-";"-";"275";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167006";"167006";"17";"2";"1";"5541";"4026";"61";"9";"3956";"1481";"77";"266";"208";"79";"-";"-";"-";"736";"-";"34";"450";"345";"-";"-";"-";"270";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167007";"167007";"17";"2";"1";"6023";"4148";"68";"4";"4076";"1309";"75";"318";"186";"55";"-";"-";"-";"860";"-";"28";"557";"454";"-";"-";"-";"221";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167008";"167008";"17";"2";"1";"5585";"3288";"40";"10";"3238";"1115";"57";"222";"183";"58";"-";"-";"-";"580";"-";"30";"403";"190";"-";"-";"-";"380";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169001";"169001";"19";"2";"1";"3610";"1869";"21";"13";"1835";"625";"72";"660";"60";"20";"0";"-";"-";"173";"9";"-";"-";"75";"-";"-";"-";"141";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169002";"169002";"19";"2";"1";"3572";"2579";"32";"10";"2537";"719";"100";"1107";"89";"32";"4";"-";"-";"260";"4";"-";"-";"89";"-";"-";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169003";"169003";"19";"2";"1";"2614";"2052";"18";"4";"2030";"488";"57";"1094";"61";"19";"5";"-";"-";"154";"5";"-";"-";"52";"-";"-";"-";"95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169004";"169004";"19";"2";"1";"2287";"1705";"12";"5";"1688";"434";"53";"815";"55";"20";"2";"-";"-";"187";"2";"-";"-";"52";"-";"-";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169005";"169005";"19";"2";"1";"1688";"1395";"14";"2";"1379";"394";"50";"637";"54";"11";"0";"-";"-";"108";"1";"-";"-";"51";"-";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169006";"169006";"19";"2";"1";"5284";"3088";"39";"17";"3032";"942";"117";"1194";"104";"46";"11";"-";"-";"300";"15";"-";"-";"106";"-";"-";"-";"197";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169007";"169007";"19";"2";"1";"3388";"2380";"26";"4";"2350";"829";"59";"870";"55";"22";"3";"-";"-";"316";"7";"-";"-";"72";"-";"-";"-";"117";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169008";"169008";"19";"2";"1";"3099";"2020";"17";"10";"1993";"564";"73";"766";"63";"32";"4";"-";"-";"273";"3";"-";"-";"65";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169009";"169009";"19";"2";"1";"1971";"1527";"14";"3";"1510";"363";"42";"624";"40";"13";"1";"-";"-";"119";"4";"-";"-";"248";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169010";"169010";"19";"2";"1";"2444";"1516";"9";"5";"1502";"583";"61";"486";"68";"20";"3";"-";"-";"160";"3";"-";"-";"61";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169011";"169011";"19";"2";"1";"3589";"2612";"30";"3";"2579";"602";"94";"981";"178";"39";"4";"-";"-";"316";"7";"-";"-";"226";"-";"-";"-";"132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169012";"169012";"19";"2";"1";"3078";"2494";"29";"5";"2460";"557";"102";"1040";"122";"32";"3";"-";"-";"216";"2";"-";"-";"295";"-";"-";"-";"91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169013";"169013";"19";"2";"1";"642";"506";"4";"0";"502";"68";"97";"202";"24";"8";"0";"-";"-";"45";"0";"-";"-";"36";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173001";"173001";"14";"2";"1";"5277";"3556";"66";"10";"3480";"746";"256";"706";"255";"153";"-";"-";"-";"237";"-";"-";"19";"747";"-";"-";"-";"228";"-";"-";"13";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173002";"173002";"14";"2";"1";"4783";"3368";"51";"15";"3302";"967";"196";"590";"251";"119";"-";"-";"-";"291";"-";"-";"21";"505";"-";"-";"-";"250";"-";"-";"6";"106";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173003";"173003";"14";"2";"1";"5247";"3602";"42";"14";"3546";"698";"202";"1102";"203";"201";"-";"-";"-";"171";"-";"-";"27";"548";"-";"-";"-";"202";"-";"-";"1";"191";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173004";"173004";"14";"2";"1";"5382";"3854";"62";"14";"3778";"729";"323";"957";"257";"211";"-";"-";"-";"170";"-";"-";"21";"839";"-";"-";"-";"187";"-";"-";"11";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173005";"173005";"14";"2";"1";"1133";"909";"7";"4";"898";"150";"76";"193";"98";"61";"-";"-";"-";"27";"-";"-";"3";"192";"-";"-";"-";"72";"-";"-";"1";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173006";"173006";"14";"2";"1";"5003";"4048";"39";"7";"4002";"612";"381";"1210";"285";"221";"-";"-";"-";"104";"-";"-";"11";"946";"-";"-";"-";"155";"-";"-";"4";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173007";"173007";"14";"2";"1";"3699";"3018";"39";"14";"2965";"704";"263";"781";"220";"116";"-";"-";"-";"118";"-";"-";"17";"550";"-";"-";"-";"144";"-";"-";"3";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173008";"173008";"14";"2";"1";"4152";"3091";"39";"8";"3044";"691";"229";"639";"249";"103";"-";"-";"-";"198";"-";"-";"28";"652";"-";"-";"-";"173";"-";"-";"5";"77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173009";"173009";"14";"2";"1";"2218";"1893";"29";"8";"1856";"462";"258";"371";"150";"68";"-";"-";"-";"65";"-";"-";"10";"335";"-";"-";"-";"97";"-";"-";"4";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173010";"173010";"14";"2";"1";"4925";"3624";"39";"17";"3568";"950";"257";"884";"311";"123";"-";"-";"-";"180";"-";"-";"21";"535";"-";"-";"-";"209";"-";"-";"3";"95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175001";"175001";"16";"2";"1";"3390";"2387";"49";"8";"2330";"859";"118";"240";"180";"44";"-";"-";"8";"341";"-";"-";"-";"274";"-";"-";"-";"266";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175002";"175002";"16";"2";"1";"1688";"1013";"17";"6";"990";"575";"14";"26";"32";"3";"-";"-";"0";"141";"-";"-";"-";"52";"-";"-";"-";"147";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175003";"175003";"16";"2";"1";"4619";"3074";"55";"7";"3012";"1289";"135";"349";"227";"59";"-";"-";"14";"319";"-";"-";"-";"315";"-";"-";"-";"305";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175004";"175004";"16";"2";"1";"4202";"2629";"53";"8";"2568";"1373";"61";"124";"125";"27";"-";"-";"6";"359";"-";"-";"-";"209";"-";"-";"-";"284";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175005";"175005";"16";"2";"1";"2882";"1816";"26";"8";"1782";"980";"46";"101";"101";"30";"-";"-";"4";"248";"-";"-";"-";"122";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175006";"175006";"16";"2";"1";"3783";"2753";"42";"9";"2702";"1229";"112";"289";"175";"44";"-";"-";"22";"318";"-";"-";"-";"279";"-";"-";"-";"234";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175007";"175007";"16";"2";"1";"3000";"2127";"25";"3";"2099";"1014";"43";"135";"113";"45";"-";"-";"11";"331";"-";"-";"-";"224";"-";"-";"-";"183";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175008";"175008";"16";"2";"1";"4409";"3070";"47";"7";"3016";"1286";"113";"297";"139";"60";"-";"-";"13";"478";"-";"-";"-";"349";"-";"-";"-";"281";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175009";"175009";"16";"2";"1";"1500";"994";"12";"2";"980";"464";"46";"73";"60";"17";"-";"-";"0";"150";"-";"-";"-";"71";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183001";"183001";"18";"2";"1";"1268";"967";"12";"2";"953";"415";"22";"83";"42";"21";"-";"-";"-";"133";"-";"-";"-";"196";"-";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183002";"183002";"18";"2";"1";"2900";"2107";"25";"14";"2068";"1058";"38";"70";"145";"19";"-";"-";"-";"334";"-";"-";"-";"293";"-";"-";"-";"111";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183003";"183003";"18";"2";"1";"3823";"2620";"35";"16";"2569";"1326";"81";"72";"298";"27";"-";"-";"-";"335";"-";"-";"-";"283";"-";"-";"-";"147";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183004";"183004";"18";"2";"1";"3867";"2193";"17";"32";"2144";"1226";"89";"31";"420";"14";"-";"-";"-";"174";"-";"-";"-";"83";"-";"-";"-";"107";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183005";"183005";"18";"2";"1";"4564";"3155";"28";"25";"3102";"1524";"80";"95";"215";"60";"-";"-";"-";"555";"-";"-";"-";"445";"-";"-";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185001";"185001";"12";"1";"1";"4696";"3410";"52";"10";"3348";"1050";"82";"149";"171";"53";"-";"-";"-";"755";"-";"-";"4";"841";"-";"-";"-";"173";"-";"-";"-";"32";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185002";"185002";"12";"1";"1";"5334";"4009";"42";"4";"3963";"1434";"164";"249";"205";"66";"-";"-";"-";"553";"-";"-";"2";"997";"-";"-";"-";"217";"-";"-";"-";"57";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185003";"185003";"12";"1";"1";"5131";"3380";"44";"12";"3324";"1512";"155";"143";"197";"48";"-";"-";"-";"515";"-";"-";"11";"478";"-";"-";"-";"215";"-";"-";"-";"48";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185004";"185004";"12";"1";"1";"4337";"2955";"34";"10";"2911";"1243";"121";"124";"192";"65";"-";"-";"-";"401";"-";"-";"12";"463";"-";"-";"-";"250";"-";"-";"-";"35";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185005";"185005";"12";"1";"1";"3920";"2805";"45";"8";"2752";"1020";"102";"138";"186";"48";"-";"-";"-";"356";"-";"-";"9";"685";"-";"-";"-";"147";"-";"-";"-";"51";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185006";"185006";"12";"1";"1";"9052";"6026";"91";"25";"5910";"2618";"161";"255";"400";"69";"-";"-";"-";"940";"-";"-";"31";"875";"-";"-";"-";"497";"-";"-";"-";"56";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187001";"187001";"18";"2";"1";"3902";"2471";"28";"16";"2427";"474";"102";"1127";"215";"55";"-";"-";"11";"275";"-";"-";"-";"168";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187002";"187002";"18";"2";"1";"3310";"2690";"28";"18";"2644";"618";"49";"1444";"73";"50";"-";"-";"6";"234";"-";"-";"-";"170";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187003";"187003";"18";"2";"1";"4119";"3175";"35";"15";"3125";"653";"36";"1738";"109";"48";"-";"-";"38";"336";"-";"-";"-";"167";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190001";"190001";"25";"3";"1";"7676";"6041";"53";"27";"5961";"2347";"446";"1031";"128";"211";"-";"-";"-";"328";"-";"-";"-";"1138";"-";"-";"-";"332";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190002";"190002";"25";"3";"1";"2654";"2241";"19";"4";"2218";"800";"184";"397";"56";"90";"-";"-";"-";"59";"-";"-";"-";"481";"-";"-";"-";"151";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190003";"190003";"25";"3";"1";"3465";"2948";"21";"10";"2917";"1094";"310";"455";"40";"145";"-";"-";"-";"123";"-";"-";"-";"632";"-";"-";"-";"118";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190004";"190004";"25";"3";"1";"966";"771";"9";"5";"757";"358";"42";"64";"53";"20";"-";"-";"-";"29";"-";"-";"-";"135";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190005";"190005";"25";"3";"1";"4358";"3591";"18";"13";"3560";"1488";"151";"346";"72";"162";"-";"-";"-";"160";"-";"-";"-";"985";"-";"-";"-";"196";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190006";"190006";"25";"3";"1";"5649";"4543";"49";"17";"4477";"1784";"226";"399";"90";"217";"-";"-";"-";"201";"-";"-";"-";"1295";"-";"-";"-";"265";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190007";"190007";"25";"3";"1";"4155";"2751";"44";"22";"2685";"1324";"82";"128";"85";"75";"-";"-";"-";"232";"-";"-";"-";"477";"-";"-";"-";"282";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"201001";"201001";"26";"3";"1";"2005";"1695";"14";"4";"1677";"163";"100";"301";"109";"56";"-";"-";"11";"43";"3";"-";"-";"258";"-";"-";"-";"44";"-";"500";"-";"86";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"201002";"201002";"26";"3";"1";"3708";"2865";"41";"5";"2819";"594";"155";"839";"243";"79";"-";"-";"22";"164";"13";"-";"-";"330";"-";"-";"-";"152";"-";"31";"-";"191";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"201003";"201003";"26";"3";"1";"4227";"3549";"30";"10";"3509";"638";"273";"959";"267";"79";"-";"-";"66";"129";"13";"-";"-";"527";"-";"-";"-";"129";"-";"37";"-";"377";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"201004";"201004";"26";"3";"1";"3799";"3071";"42";"13";"3016";"536";"129";"725";"110";"79";"-";"-";"14";"132";"45";"-";"-";"791";"-";"-";"-";"143";"-";"115";"-";"194";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"201005";"201005";"26";"3";"1";"4120";"3463";"26";"8";"3429";"448";"240";"1029";"150";"124";"-";"-";"74";"124";"14";"-";"-";"622";"-";"-";"-";"82";"-";"25";"-";"462";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210001";"210001";"22";"3";"1";"4704";"3589";"41";"7";"3541";"971";"189";"386";"126";"155";"-";"-";"-";"245";"-";"-";"-";"987";"-";"-";"-";"141";"300";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210002";"210002";"22";"3";"1";"3502";"2788";"34";"4";"2750";"609";"219";"471";"118";"171";"-";"-";"-";"139";"-";"-";"-";"805";"-";"-";"-";"80";"101";"-";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210003";"210003";"22";"3";"1";"3729";"2771";"30";"3";"2738";"830";"325";"263";"119";"150";"-";"-";"-";"185";"-";"-";"-";"650";"-";"-";"-";"142";"23";"-";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210004";"210004";"22";"3";"1";"3615";"2744";"46";"3";"2695";"1024";"339";"182";"168";"108";"-";"-";"-";"181";"-";"-";"-";"484";"-";"-";"-";"144";"23";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210005";"210005";"22";"3";"1";"3629";"2563";"26";"3";"2534";"710";"163";"145";"154";"101";"-";"-";"-";"203";"-";"-";"-";"691";"-";"-";"-";"134";"46";"-";"-";"187";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210006";"210006";"22";"3";"1";"3812";"2752";"19";"3";"2730";"737";"125";"149";"81";"99";"-";"-";"-";"310";"-";"-";"-";"835";"-";"-";"-";"98";"45";"-";"-";"251";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210007";"210007";"22";"3";"1";"3158";"2335";"24";"5";"2306";"695";"152";"153";"144";"88";"-";"-";"-";"223";"-";"-";"-";"636";"-";"-";"-";"120";"48";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210008";"210008";"22";"3";"1";"913";"723";"8";"0";"715";"133";"38";"58";"29";"57";"-";"-";"-";"41";"-";"-";"-";"324";"-";"-";"-";"15";"8";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210009";"210009";"22";"3";"1";"3144";"2257";"30";"2";"2225";"728";"208";"132";"155";"84";"-";"-";"-";"167";"-";"-";"-";"528";"-";"-";"-";"125";"36";"-";"-";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217001";"217001";"21";"3";"1";"10162";"6925";"96";"32";"6797";"1681";"319";"1738";"340";"141";"1";"60";"13";"692";"-";"-";"110";"413";"-";"-";"-";"647";"597";"-";"-";"7";"-";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"217002";"217002";"21";"3";"1";"8005";"5508";"76";"33";"5399";"1521";"138";"1236";"221";"62";"3";"22";"7";"754";"-";"-";"91";"234";"-";"-";"-";"442";"489";"-";"-";"9";"-";"-";"163";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"217003";"217003";"21";"3";"1";"6028";"4277";"62";"12";"4203";"1025";"158";"928";"212";"70";"1";"27";"9";"573";"-";"-";"47";"234";"-";"-";"-";"303";"267";"-";"-";"2";"-";"-";"345";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
