"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2005 - Stemmeberettigede";"KV2005 - Afgivne stemmer";"KV2005 - Blanke stemmer";"KV2005 - Andre ugyldige stemmer";"KV2005 - Gyldige stemmer";"KV2005 - A";"KV2005 - B";"KV2005 - C";"KV2005 - F";"KV2005 - I";"KV2005 - J";"KV2005 - K";"KV2005 - G";"KV2005 - M";"KV2005 - O";"KV2005 - N";"KV2005 - U";"KV2005 - S";"KV2005 - H";"KV2005 - Y";"KV2005 - V";"KV2005 - Z";"KV2005 - Ø";"KV2005 - R";"KV2005 - Å";"KV2005 - L";"KV2005 - D";"KV2005 - P";"KV2005 - E";"KV2005 - 1";"KV2005 - 2";"KV2005 - 3";"KV2005 - Æ";"KV2005 - Q";"KV2005 - T";"KV2005 - W"
"159011";"159011";"25";"4";"2";"2970";"1778";"12";"4";"1762";"720";"142";"127";"137";"-";"-";"8";"-";"-";"132";"-";"-";"-";"-";"-";"313";"-";"179";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161001";"161001";"23";"4";"2";"2324";"1602";"14";"1";"1587";"661";"51";"176";"134";"-";"-";"-";"98";"-";"140";"-";"-";"-";"-";"-";"273";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161002";"161002";"23";"4";"2";"2459";"1618";"17";"7";"1594";"661";"56";"205";"110";"-";"-";"-";"53";"-";"166";"-";"-";"-";"-";"-";"307";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161003";"161003";"23";"4";"2";"4182";"2437";"25";"7";"2405";"1169";"85";"199";"188";"-";"-";"-";"100";"-";"240";"-";"-";"-";"-";"-";"352";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161004";"161004";"23";"4";"2";"3541";"2172";"16";"3";"2153";"1317";"49";"91";"164";"-";"-";"-";"64";"-";"257";"-";"-";"-";"-";"-";"159";"-";"52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161005";"161005";"23";"4";"2";"1391";"1095";"13";"1";"1081";"304";"36";"96";"63";"-";"-";"-";"39";"-";"86";"-";"-";"-";"-";"-";"440";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"161006";"161006";"23";"4";"2";"2469";"1506";"15";"9";"1482";"683";"32";"97";"155";"-";"-";"-";"78";"-";"169";"-";"-";"-";"-";"-";"212";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163001";"163001";"28";"4";"2";"2112";"1338";"6";"4";"1328";"893";"38";"70";"122";"-";"-";"14";"-";"-";"94";"-";"-";"-";"-";"-";"60";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163002";"163002";"28";"4";"2";"4724";"3100";"19";"4";"3077";"1880";"137";"243";"243";"-";"-";"40";"-";"-";"220";"-";"-";"-";"-";"-";"225";"-";"89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163003";"163003";"28";"4";"2";"4693";"3156";"20";"12";"3124";"1666";"133";"279";"348";"-";"-";"52";"-";"-";"229";"-";"-";"-";"-";"-";"292";"-";"125";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163004";"163004";"28";"4";"2";"5375";"4045";"17";"10";"4018";"2459";"133";"429";"302";"-";"-";"54";"-";"-";"226";"-";"-";"-";"-";"-";"293";"-";"122";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163005";"163005";"28";"4";"2";"3924";"2341";"35";"3";"2303";"1414";"138";"133";"196";"-";"-";"21";"-";"-";"165";"-";"-";"-";"-";"-";"150";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165001";"165001";"23";"4";"2";"4635";"3211";"32";"13";"3166";"1360";"137";"329";"467";"-";"-";"34";"-";"8";"255";"-";"-";"-";"-";"-";"263";"-";"276";"19";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165002";"165002";"23";"4";"2";"3560";"2677";"19";"11";"2647";"1212";"69";"360";"330";"-";"-";"7";"-";"2";"270";"-";"-";"-";"-";"-";"220";"-";"171";"3";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165003";"165003";"23";"4";"2";"3220";"1928";"22";"16";"1890";"877";"60";"61";"394";"-";"-";"11";"-";"2";"242";"-";"-";"-";"-";"-";"88";"-";"148";"4";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165004";"165004";"23";"4";"2";"4455";"2640";"33";"12";"2595";"1374";"58";"69";"366";"-";"-";"14";"-";"7";"365";"-";"-";"-";"-";"-";"72";"-";"258";"10";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165005";"165005";"23";"4";"2";"4723";"3103";"19";"26";"3058";"1413";"115";"176";"620";"-";"-";"28";"-";"4";"248";"-";"-";"-";"-";"-";"194";"-";"233";"8";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"167001";"167001";"26";"4";"2";"4416";"2734";"37";"4";"2693";"1135";"115";"213";"190";"-";"-";"-";"-";"-";"273";"-";"-";"-";"257";"-";"323";"-";"-";"-";"-";"-";"6";"4";"-";"-";"-";"-";"-";"-";"177";"-"
"167002";"167002";"26";"4";"2";"3397";"2046";"16";"4";"2026";"953";"68";"97";"102";"-";"-";"-";"-";"-";"230";"-";"-";"-";"252";"-";"221";"-";"-";"-";"-";"-";"2";"3";"-";"-";"-";"-";"-";"-";"98";"-"
"167003";"167003";"26";"4";"2";"4491";"2825";"24";"0";"2801";"1576";"83";"89";"183";"-";"-";"-";"-";"-";"262";"-";"-";"-";"218";"-";"207";"-";"-";"-";"-";"-";"2";"4";"-";"-";"-";"-";"-";"-";"177";"-"
"167004";"167004";"26";"4";"2";"4672";"3183";"16";"10";"3157";"1586";"98";"131";"212";"-";"-";"-";"-";"-";"279";"-";"-";"-";"338";"-";"233";"-";"-";"-";"-";"-";"5";"4";"-";"-";"-";"-";"-";"-";"271";"-"
"167005";"167005";"26";"4";"2";"5128";"3430";"32";"9";"3389";"1538";"121";"202";"179";"-";"-";"-";"-";"-";"321";"-";"-";"-";"391";"-";"394";"-";"-";"-";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-";"241";"-"
"167006";"167006";"26";"4";"2";"5419";"3732";"22";"7";"3703";"1963";"82";"152";"152";"-";"-";"-";"-";"-";"323";"-";"-";"-";"440";"-";"340";"-";"-";"-";"-";"-";"6";"1";"-";"-";"-";"-";"-";"-";"244";"-"
"167007";"167007";"26";"4";"2";"5645";"3549";"22";"12";"3515";"1604";"96";"219";"136";"-";"-";"-";"-";"-";"375";"-";"-";"-";"458";"-";"433";"-";"-";"-";"-";"-";"2";"1";"-";"-";"-";"-";"-";"-";"191";"-"
"167008";"167008";"26";"4";"2";"5285";"3008";"25";"19";"2964";"1557";"103";"131";"123";"-";"-";"-";"-";"-";"288";"-";"-";"-";"138";"-";"199";"-";"-";"-";"-";"-";"2";"2";"-";"-";"-";"-";"-";"-";"421";"-"
"169001";"169001";"23";"4";"2";"3433";"1917";"22";"16";"1879";"848";"110";"212";"84";"-";"-";"-";"-";"-";"209";"-";"-";"-";"-";"-";"346";"-";"46";"-";"-";"-";"5";"19";"-";"-";"-";"-";"-";"-";"-";"-"
"169002";"169002";"23";"4";"2";"3429";"2381";"18";"8";"2355";"958";"111";"503";"75";"-";"-";"-";"-";"-";"270";"-";"-";"-";"-";"-";"347";"-";"35";"-";"-";"-";"5";"51";"-";"-";"-";"-";"-";"-";"-";"-"
"169003";"169003";"23";"4";"2";"2620";"1968";"6";"4";"1958";"694";"100";"535";"68";"-";"-";"-";"-";"-";"196";"-";"-";"-";"-";"-";"307";"-";"29";"-";"-";"-";"1";"28";"-";"-";"-";"-";"-";"-";"-";"-"
"169004";"169004";"23";"4";"2";"2135";"1542";"15";"4";"1523";"659";"62";"323";"47";"-";"-";"-";"-";"-";"170";"-";"-";"-";"-";"-";"216";"-";"19";"-";"-";"-";"3";"24";"-";"-";"-";"-";"-";"-";"-";"-"
"169005";"169005";"23";"4";"2";"1705";"1288";"9";"2";"1277";"534";"64";"242";"51";"-";"-";"-";"-";"-";"118";"-";"-";"-";"-";"-";"217";"-";"25";"-";"-";"-";"2";"24";"-";"-";"-";"-";"-";"-";"-";"-"
"169006";"169006";"23";"4";"2";"4761";"2630";"20";"10";"2600";"1239";"181";"335";"102";"-";"-";"-";"-";"-";"293";"-";"-";"-";"-";"-";"321";"-";"70";"-";"-";"-";"4";"55";"-";"-";"-";"-";"-";"-";"-";"-"
"169007";"169007";"23";"4";"2";"3399";"2196";"19";"6";"2171";"1040";"97";"327";"84";"-";"-";"-";"-";"-";"277";"-";"-";"-";"-";"-";"288";"-";"25";"-";"-";"-";"3";"30";"-";"-";"-";"-";"-";"-";"-";"-"
"169008";"169008";"23";"4";"2";"2349";"1429";"15";"5";"1409";"646";"81";"165";"67";"-";"-";"-";"-";"-";"197";"-";"-";"-";"-";"-";"196";"-";"40";"-";"-";"-";"5";"12";"-";"-";"-";"-";"-";"-";"-";"-"
"169009";"169009";"23";"4";"2";"1788";"1284";"7";"4";"1273";"387";"43";"247";"49";"-";"-";"-";"-";"-";"127";"-";"-";"-";"-";"-";"385";"-";"23";"-";"-";"-";"0";"12";"-";"-";"-";"-";"-";"-";"-";"-"
"169010";"169010";"23";"4";"2";"2268";"1353";"18";"13";"1322";"695";"59";"132";"36";"-";"-";"-";"-";"-";"145";"-";"-";"-";"-";"-";"191";"-";"23";"-";"-";"-";"2";"39";"-";"-";"-";"-";"-";"-";"-";"-"
"169011";"169011";"23";"4";"2";"3497";"2268";"32";"4";"2232";"909";"92";"287";"91";"-";"-";"-";"-";"-";"278";"-";"-";"-";"-";"-";"505";"-";"39";"-";"-";"-";"4";"27";"-";"-";"-";"-";"-";"-";"-";"-"
"169012";"169012";"23";"4";"2";"3122";"2262";"21";"6";"2235";"959";"122";"308";"62";"-";"-";"-";"-";"-";"238";"-";"-";"-";"-";"-";"494";"-";"18";"-";"-";"-";"8";"26";"-";"-";"-";"-";"-";"-";"-";"-"
"169013";"169013";"23";"4";"2";"608";"429";"4";"0";"425";"172";"9";"62";"8";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"122";"-";"9";"-";"-";"-";"1";"4";"-";"-";"-";"-";"-";"-";"-";"-"
"171001";"171001";"22";"4";"2";"837";"699";"6";"2";"691";"81";"30";"428";"53";"-";"0";"-";"-";"-";"14";"0";"-";"-";"-";"-";"84";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"171002";"171002";"22";"4";"2";"6914";"5563";"36";"10";"5517";"828";"231";"3312";"273";"-";"3";"-";"-";"-";"104";"3";"-";"-";"-";"-";"759";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173001";"173001";"21";"4";"2";"5197";"3200";"47";"11";"3142";"801";"314";"760";"259";"-";"-";"27";"-";"-";"263";"-";"-";"-";"-";"-";"595";"-";"98";"-";"-";"-";"6";"-";"8";"-";"-";"-";"-";"-";"11";"-"
"173002";"173002";"21";"4";"2";"4775";"3063";"30";"8";"3025";"1039";"246";"604";"243";"-";"-";"28";"-";"-";"279";"-";"-";"-";"-";"-";"419";"-";"115";"-";"-";"-";"4";"-";"34";"-";"-";"-";"-";"-";"14";"-"
"173003";"173003";"21";"4";"2";"4917";"3067";"31";"8";"3028";"703";"273";"898";"237";"-";"-";"30";"-";"-";"183";"-";"-";"-";"-";"-";"544";"-";"125";"-";"-";"-";"5";"-";"13";"-";"-";"-";"-";"-";"17";"-"
"173004";"173004";"21";"4";"2";"4861";"3312";"31";"2";"3279";"669";"348";"938";"273";"-";"-";"58";"-";"-";"192";"-";"-";"-";"-";"-";"651";"-";"119";"-";"-";"-";"7";"-";"15";"-";"-";"-";"-";"-";"9";"-"
"173005";"173005";"21";"4";"2";"1160";"803";"3";"2";"798";"143";"75";"259";"90";"-";"-";"5";"-";"-";"20";"-";"-";"-";"-";"-";"143";"-";"38";"-";"-";"-";"0";"-";"0";"-";"-";"-";"-";"-";"25";"-"
"173006";"173006";"21";"4";"2";"4899";"3649";"30";"8";"3611";"502";"472";"1054";"280";"-";"-";"53";"-";"-";"128";"-";"-";"-";"-";"-";"986";"-";"104";"-";"-";"-";"6";"-";"16";"-";"-";"-";"-";"-";"10";"-"
"173007";"173007";"21";"4";"2";"3536";"2741";"21";"4";"2716";"564";"363";"824";"201";"-";"-";"49";"-";"-";"139";"-";"-";"-";"-";"-";"465";"-";"91";"-";"-";"-";"7";"-";"8";"-";"-";"-";"-";"-";"5";"-"
"173008";"173008";"21";"4";"2";"3963";"2745";"16";"14";"2715";"636";"280";"703";"217";"-";"-";"32";"-";"-";"203";"-";"-";"-";"-";"-";"548";"-";"76";"-";"-";"-";"6";"-";"7";"-";"-";"-";"-";"-";"7";"-"
"173009";"173009";"21";"4";"2";"2147";"1712";"14";"1";"1697";"364";"309";"432";"141";"-";"-";"35";"-";"-";"70";"-";"-";"-";"-";"-";"273";"-";"49";"-";"-";"-";"2";"-";"15";"-";"-";"-";"-";"-";"7";"-"
"173010";"173010";"21";"4";"2";"4910";"3386";"28";"22";"3336";"890";"348";"859";"291";"-";"-";"40";"-";"-";"190";"-";"-";"-";"-";"-";"559";"-";"131";"-";"-";"-";"2";"-";"15";"-";"-";"-";"-";"-";"11";"-"
"175001";"175001";"28";"4";"2";"3203";"2085";"21";"3";"2061";"972";"121";"198";"163";"-";"-";"-";"-";"-";"263";"-";"-";"-";"-";"-";"233";"-";"106";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175002";"175002";"28";"4";"2";"1974";"1167";"5";"5";"1157";"790";"29";"40";"68";"-";"-";"-";"-";"-";"127";"-";"-";"-";"-";"-";"50";"-";"50";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175003";"175003";"28";"4";"2";"4341";"2746";"32";"3";"2711";"1429";"184";"195";"220";"-";"-";"-";"-";"-";"235";"-";"-";"-";"-";"-";"293";"-";"148";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175004";"175004";"28";"4";"2";"4151";"2424";"18";"4";"2402";"1508";"88";"125";"169";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-";"181";"-";"83";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175005";"175005";"28";"4";"2";"2779";"1676";"23";"1";"1652";"981";"45";"95";"127";"-";"-";"-";"-";"-";"194";"-";"-";"-";"-";"-";"127";"-";"72";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175006";"175006";"28";"4";"2";"3603";"2482";"16";"1";"2465";"1260";"107";"251";"192";"-";"-";"-";"-";"-";"227";"-";"-";"-";"-";"-";"319";"-";"103";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175007";"175007";"28";"4";"2";"2908";"1944";"14";"3";"1927";"1143";"71";"105";"124";"-";"-";"-";"-";"-";"205";"-";"-";"-";"-";"-";"182";"-";"92";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175008";"175008";"28";"4";"2";"4236";"2859";"25";"4";"2830";"1477";"164";"221";"172";"-";"-";"-";"-";"-";"342";"-";"-";"-";"-";"-";"340";"-";"107";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175009";"175009";"28";"4";"2";"1376";"894";"9";"1";"884";"486";"42";"79";"58";"-";"-";"-";"-";"-";"104";"-";"-";"-";"-";"-";"74";"-";"37";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"181011";"181011";"21";"4";"2";"3053";"2302";"39";"2";"2261";"143";"252";"170";"66";"-";"-";"-";"-";"-";"25";"5";"-";"-";"-";"-";"1359";"-";"40";"99";"-";"101";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"181012";"181012";"21";"4";"2";"2486";"1817";"10";"3";"1804";"166";"184";"149";"53";"-";"-";"-";"-";"-";"48";"5";"-";"-";"-";"-";"1056";"-";"19";"27";"-";"96";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"181013";"181013";"21";"4";"2";"2593";"2060";"7";"5";"2048";"154";"350";"199";"88";"-";"-";"-";"-";"-";"25";"2";"-";"-";"-";"-";"1041";"-";"25";"46";"-";"115";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"181014";"181014";"21";"4";"2";"2605";"2089";"8";"2";"2079";"147";"245";"165";"94";"-";"-";"-";"-";"-";"29";"9";"-";"-";"-";"-";"1174";"-";"29";"43";"-";"139";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"181015";"181015";"21";"4";"2";"4013";"3031";"12";"11";"3008";"732";"238";"147";"88";"-";"-";"-";"-";"-";"73";"9";"-";"-";"-";"-";"1471";"-";"49";"76";"-";"121";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"181016";"181016";"21";"4";"2";"4053";"3154";"13";"10";"3131";"425";"228";"229";"116";"-";"-";"-";"-";"-";"73";"4";"-";"-";"-";"-";"1773";"-";"36";"86";"-";"153";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"181017";"181017";"21";"4";"2";"1431";"1051";"2";"2";"1047";"64";"74";"127";"27";"-";"-";"-";"-";"-";"23";"0";"-";"-";"-";"-";"575";"-";"7";"118";"-";"31";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"181018";"181018";"21";"4";"2";"3925";"2976";"24";"5";"2947";"215";"244";"261";"108";"-";"-";"-";"-";"-";"65";"4";"-";"-";"-";"-";"1782";"-";"27";"97";"-";"138";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183001";"183001";"23";"4";"2";"1190";"845";"13";"2";"830";"272";"-";"86";"119";"24";"-";"-";"-";"-";"116";"-";"-";"-";"-";"-";"213";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183002";"183002";"23";"4";"2";"2903";"1937";"7";"8";"1922";"972";"-";"168";"191";"22";"-";"-";"-";"-";"249";"-";"-";"-";"-";"-";"320";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183003";"183003";"23";"4";"2";"3781";"2345";"12";"16";"2317";"1207";"-";"157";"300";"66";"-";"-";"-";"-";"258";"-";"-";"-";"-";"-";"329";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183004";"183004";"23";"4";"2";"3373";"1733";"12";"20";"1701";"1157";"-";"28";"260";"76";"-";"-";"-";"-";"119";"-";"-";"-";"-";"-";"61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183005";"183005";"23";"4";"2";"4187";"2805";"21";"14";"2770";"1279";"-";"275";"239";"39";"-";"-";"-";"-";"408";"-";"-";"-";"-";"-";"530";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185001";"185001";"27";"4";"2";"4325";"2671";"17";"5";"2649";"1300";"116";"153";"175";"-";"-";"-";"-";"-";"408";"-";"-";"-";"-";"-";"392";"-";"67";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"31";"-"
"185002";"185002";"27";"4";"2";"5190";"3474";"42";"10";"3422";"1740";"173";"277";"276";"-";"-";"-";"-";"-";"340";"-";"-";"-";"-";"-";"492";"-";"82";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-"
"185003";"185003";"27";"4";"2";"4863";"2865";"29";"13";"2823";"1520";"188";"140";"252";"-";"-";"-";"-";"-";"303";"-";"-";"-";"-";"-";"272";"-";"98";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-"
"185004";"185004";"27";"4";"2";"4040";"2617";"24";"10";"2583";"1433";"154";"148";"232";"-";"-";"-";"-";"-";"231";"-";"-";"-";"-";"-";"251";"-";"91";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"33";"-"
"185005";"185005";"27";"4";"2";"3704";"2325";"28";"3";"2294";"1159";"153";"133";"208";"-";"-";"-";"-";"-";"229";"-";"-";"-";"-";"-";"316";"-";"63";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"27";"-"
"185006";"185006";"27";"4";"2";"8847";"5349";"49";"25";"5275";"3060";"254";"215";"500";"-";"-";"-";"-";"-";"538";"-";"-";"-";"-";"-";"471";"-";"172";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"51";"-"
"187001";"187001";"23";"4";"2";"2587";"1587";"9";"9";"1569";"429";"-";"875";"-";"-";"-";"-";"-";"-";"95";"-";"-";"-";"-";"-";"164";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187002";"187002";"23";"4";"2";"3164";"2459";"13";"15";"2431";"683";"-";"1538";"-";"-";"-";"-";"-";"-";"77";"-";"-";"-";"-";"-";"123";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187003";"187003";"23";"4";"2";"3632";"2849";"21";"7";"2821";"718";"-";"1858";"-";"-";"-";"-";"-";"-";"91";"-";"-";"-";"-";"-";"139";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"189001";"189001";"22";"4";"2";"9195";"7745";"36";"31";"7678";"1299";"493";"1741";"405";"0";"-";"-";"-";"-";"167";"-";"86";"-";"142";"-";"2601";"-";"149";"-";"-";"-";"-";"423";"167";"-";"-";"-";"-";"-";"5";"-"
"189002";"189002";"22";"4";"2";"2538";"2224";"16";"2";"2206";"360";"157";"287";"188";"0";"-";"-";"-";"-";"33";"-";"17";"-";"32";"-";"716";"-";"100";"-";"-";"-";"-";"244";"71";"-";"-";"-";"-";"-";"1";"-"
"189003";"189003";"22";"4";"2";"1106";"975";"6";"2";"967";"145";"92";"162";"57";"0";"-";"-";"-";"-";"9";"-";"8";"-";"20";"-";"386";"-";"21";"-";"-";"-";"-";"33";"34";"-";"-";"-";"-";"-";"0";"-"
"189004";"189004";"22";"4";"2";"965";"818";"4";"1";"813";"215";"31";"86";"107";"1";"-";"-";"-";"-";"11";"-";"6";"-";"7";"-";"268";"-";"15";"-";"-";"-";"-";"46";"20";"-";"-";"-";"-";"-";"0";"-"
"201001";"201001";"31";"5";"2";"2023";"1696";"10";"3";"1683";"100";"82";"200";"112";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"205";"-";"-";"918";"-";"-";"-";"1";"27";"-";"-";"-";"-";"-";"-";"-"
"201002";"201002";"31";"5";"2";"3636";"2737";"15";"10";"2712";"544";"201";"498";"579";"-";"-";"-";"-";"-";"108";"-";"-";"-";"-";"-";"553";"-";"-";"46";"-";"-";"-";"2";"181";"-";"-";"-";"-";"-";"-";"-"
"201003";"201003";"31";"5";"2";"3936";"3152";"28";"4";"3120";"484";"201";"668";"640";"-";"-";"-";"-";"-";"85";"-";"-";"-";"-";"-";"716";"-";"-";"45";"-";"-";"-";"2";"279";"-";"-";"-";"-";"-";"-";"-"
"201004";"201004";"31";"5";"2";"3666";"2707";"17";"7";"2683";"383";"137";"627";"364";"-";"-";"-";"-";"-";"127";"-";"-";"-";"-";"-";"914";"-";"-";"36";"-";"-";"-";"0";"95";"-";"-";"-";"-";"-";"-";"-"
"201005";"201005";"31";"5";"2";"3732";"2931";"19";"10";"2902";"358";"166";"869";"425";"-";"-";"-";"-";"-";"83";"-";"-";"-";"-";"-";"799";"-";"-";"34";"-";"-";"-";"4";"164";"-";"-";"-";"-";"-";"-";"-"
"205001";"205001";"30";"5";"2";"3261";"2471";"18";"6";"2447";"245";"174";"185";"64";"-";"-";"-";"-";"-";"66";"1";"-";"-";"-";"-";"808";"-";"28";"157";"-";"714";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"205002";"205002";"30";"5";"2";"4861";"3653";"29";"15";"3609";"400";"280";"306";"72";"-";"-";"-";"-";"-";"151";"1";"-";"-";"-";"-";"1009";"-";"59";"93";"-";"1238";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"205003";"205003";"30";"5";"2";"3905";"2978";"25";"14";"2939";"432";"168";"245";"53";"-";"-";"-";"-";"-";"130";"1";"-";"-";"-";"-";"841";"-";"16";"76";"-";"976";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"205004";"205004";"30";"5";"2";"2866";"2171";"14";"2";"2155";"189";"174";"175";"62";"-";"-";"-";"-";"-";"64";"1";"-";"-";"-";"-";"612";"-";"25";"83";"-";"766";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"205005";"205005";"30";"5";"2";"1642";"1208";"2";"2";"1204";"64";"89";"205";"30";"-";"-";"-";"-";"-";"28";"2";"-";"-";"-";"-";"488";"-";"17";"60";"-";"220";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"207001";"207001";"31";"5";"2";"4128";"3505";"22";"9";"3474";"834";"136";"240";"378";"13";"-";"-";"-";"-";"83";"-";"204";"-";"0";"-";"1382";"-";"80";"-";"-";"-";"-";"72";"0";"-";"-";"-";"-";"-";"52";"-"
"207002";"207002";"31";"5";"2";"4761";"3975";"25";"13";"3937";"1083";"186";"220";"403";"15";"-";"-";"-";"-";"93";"-";"294";"-";"3";"-";"1329";"-";"101";"-";"-";"-";"-";"103";"0";"-";"-";"-";"-";"-";"107";"-"
"207003";"207003";"31";"5";"2";"4755";"3211";"34";"28";"3149";"873";"100";"94";"334";"4";"-";"-";"-";"-";"106";"-";"455";"-";"10";"-";"775";"-";"226";"-";"-";"-";"-";"117";"0";"-";"-";"-";"-";"-";"55";"-"
"208001";"208001";"30";"5";"2";"4323";"2980";"17";"9";"2954";"789";"199";"520";"211";"-";"-";"-";"-";"27";"191";"-";"-";"-";"26";"-";"943";"-";"43";"-";"3";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"208002";"208002";"30";"5";"2";"3553";"2671";"17";"4";"2650";"508";"245";"634";"165";"-";"-";"-";"-";"40";"108";"-";"-";"-";"28";"-";"885";"-";"37";"-";"0";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"208003";"208003";"30";"5";"2";"3681";"2622";"21";"4";"2597";"717";"300";"419";"195";"-";"-";"-";"-";"86";"147";"-";"-";"-";"35";"-";"603";"-";"90";"-";"3";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"208004";"208004";"30";"5";"2";"3483";"2523";"17";"9";"2497";"822";"283";"295";"223";"-";"-";"-";"-";"117";"137";"-";"-";"-";"27";"-";"497";"-";"94";"-";"0";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"209001";"209001";"32";"5";"2";"5312";"3662";"35";"13";"3614";"1692";"135";"509";"296";"-";"4";"-";"5";"-";"192";"18";"-";"-";"-";"-";"759";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"209002";"209002";"32";"5";"2";"2784";"2041";"20";"6";"2015";"899";"103";"314";"146";"-";"0";"-";"1";"-";"125";"2";"-";"-";"-";"-";"423";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
