"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2017 - Stemmeberettigede";"KV2017 - Afgivne stemmer";"KV2017 - Blanke stemmer";"KV2017 - Andre ugyldige stemmer";"KV2017 - Gyldige stemmer";"KV2017 - A";"KV2017 - B";"KV2017 - C";"KV2017 - F";"KV2017 - I";"KV2017 - J";"KV2017 - K";"KV2017 - M";"KV2017 - G";"KV2017 - N";"KV2017 - O";"KV2017 - H";"KV2017 - S";"KV2017 - V";"KV2017 - U";"KV2017 - Z";"KV2017 - Ø";"KV2017 - L";"KV2017 - Å";"KV2017 - R";"KV2017 - D";"KV2017 - P";"KV2017 - E";"KV2017 - Q";"KV2017 - Å1";"KV2017 - K2";"KV2017 - K1";"KV2017 - Æ";"KV2017 - W";"KV2017 - Y";"KV2017 - T"
"163002";"163002";"16";"2";"1";"6654";"5218";"37";"13";"5168";"3120";"105";"696";"296";"38";"-";"-";"-";"-";"-";"324";"35";"-";"246";"-";"-";"266";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"163003";"163003";"16";"2";"1";"7331";"4779";"62";"33";"4684";"2512";"128";"467";"277";"38";"-";"-";"-";"-";"-";"343";"51";"-";"247";"-";"-";"512";"-";"109";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"165001";"165001";"19";"2";"1";"4820";"3370";"46";"9";"3315";"1156";"144";"333";"283";"78";"-";"-";"-";"-";"10";"360";"-";"-";"268";"-";"-";"433";"-";"236";"-";"-";"5";"-";"-";"-";"-";"-";"9";"-";"-";"-"
"165002";"165002";"19";"2";"1";"3543";"2620";"24";"8";"2588";"1052";"121";"248";"207";"49";"-";"-";"-";"-";"7";"395";"-";"-";"172";"-";"-";"237";"-";"83";"-";"-";"6";"-";"-";"-";"-";"-";"11";"-";"-";"-"
"165003";"165003";"19";"2";"1";"3884";"2388";"31";"21";"2336";"1041";"138";"117";"233";"33";"-";"-";"-";"-";"12";"303";"-";"-";"106";"-";"-";"254";"-";"82";"-";"-";"6";"-";"-";"-";"-";"-";"11";"-";"-";"-"
"165004";"165004";"19";"2";"1";"3976";"2238";"26";"18";"2194";"1007";"76";"79";"157";"34";"-";"-";"-";"-";"0";"421";"-";"-";"70";"-";"-";"254";"-";"84";"-";"-";"1";"-";"-";"-";"-";"-";"11";"-";"-";"-"
"165005";"165005";"19";"2";"1";"5137";"3497";"27";"19";"3451";"1563";"149";"187";"333";"66";"-";"-";"-";"-";"27";"326";"-";"-";"226";"-";"-";"410";"-";"151";"-";"-";"5";"-";"-";"-";"-";"-";"8";"-";"-";"-"
"167001";"167001";"17";"2";"1";"4723";"3021";"52";"2";"2967";"862";"69";"289";"370";"55";"-";"-";"-";"2";"43";"364";"305";"-";"280";"-";"-";"181";"-";"99";"-";"37";"8";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"167002";"167002";"17";"2";"1";"3683";"2348";"37";"2";"2309";"793";"72";"157";"209";"30";"-";"-";"-";"1";"40";"337";"267";"-";"169";"-";"-";"127";"-";"76";"-";"27";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"167003";"167003";"17";"2";"1";"4766";"3041";"49";"12";"2980";"1066";"61";"170";"336";"26";"-";"-";"-";"0";"64";"463";"241";"-";"205";"-";"-";"206";"-";"97";"-";"40";"2";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"167004";"167004";"17";"2";"1";"4884";"3496";"56";"3";"3437";"1122";"74";"235";"490";"33";"-";"-";"-";"1";"60";"483";"325";"-";"275";"-";"-";"186";"-";"100";"-";"46";"4";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"167005";"167005";"17";"2";"1";"5499";"3981";"45";"8";"3928";"1249";"81";"357";"444";"32";"-";"-";"-";"4";"59";"505";"421";"-";"402";"-";"-";"239";"-";"81";"-";"51";"0";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"167006";"167006";"17";"2";"1";"5545";"3802";"54";"8";"3740";"1406";"83";"294";"345";"39";"-";"-";"-";"6";"75";"491";"391";"-";"308";"-";"-";"190";"-";"68";"-";"41";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"167007";"167007";"17";"2";"1";"6309";"4148";"63";"8";"4077";"1414";"69";"378";"325";"40";"-";"-";"-";"4";"129";"581";"451";"-";"373";"-";"-";"193";"-";"69";"-";"48";"1";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"167008";"167008";"17";"2";"1";"5638";"3209";"46";"10";"3153";"1080";"55";"205";"287";"24";"-";"-";"-";"9";"330";"447";"202";"-";"152";"-";"-";"246";"-";"58";"-";"46";"6";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"169001";"169001";"19";"2";"1";"3727";"1808";"25";"13";"1770";"410";"126";"597";"72";"15";"-";"-";"-";"-";"-";"128";"-";"-";"44";"-";"-";"147";"172";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169002";"169002";"19";"2";"1";"3746";"2557";"20";"8";"2529";"658";"48";"1281";"56";"13";"-";"-";"-";"-";"-";"167";"-";"-";"39";"-";"-";"115";"79";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169003";"169003";"19";"2";"1";"2690";"2065";"15";"8";"2042";"437";"40";"1178";"31";"13";"-";"-";"-";"-";"-";"121";"-";"-";"43";"-";"-";"61";"47";"71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169004";"169004";"19";"2";"1";"2254";"1690";"19";"4";"1667";"406";"27";"921";"48";"4";"-";"-";"-";"-";"-";"135";"-";"-";"32";"-";"-";"68";"8";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169005";"169005";"19";"2";"1";"1722";"1404";"7";"11";"1386";"374";"22";"693";"38";"11";"-";"-";"-";"-";"-";"100";"-";"-";"21";"-";"-";"63";"38";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169006";"169006";"19";"2";"1";"5588";"3083";"32";"26";"3025";"709";"138";"1235";"158";"38";"-";"-";"-";"-";"-";"212";"-";"-";"58";"-";"-";"183";"226";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169007";"169007";"19";"2";"1";"3693";"2500";"27";"13";"2460";"670";"47";"1148";"75";"18";"-";"-";"-";"-";"-";"207";"-";"-";"61";"-";"-";"117";"74";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169008";"169008";"19";"2";"1";"3211";"2002";"24";"22";"1956";"509";"71";"883";"59";"12";"-";"-";"-";"-";"-";"198";"-";"-";"37";"-";"-";"85";"57";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169009";"169009";"19";"2";"1";"2031";"1468";"12";"7";"1449";"404";"27";"669";"25";"16";"-";"-";"-";"-";"-";"98";"-";"-";"108";"-";"-";"61";"7";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169010";"169010";"19";"2";"1";"2528";"1416";"16";"15";"1385";"399";"37";"595";"57";"3";"-";"-";"-";"-";"-";"132";"-";"-";"38";"-";"-";"66";"38";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169011";"169011";"19";"2";"1";"3786";"2593";"22";"10";"2561";"584";"48";"1249";"125";"31";"-";"-";"-";"-";"-";"234";"-";"-";"113";"-";"-";"95";"36";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169012";"169012";"19";"2";"1";"3178";"2441";"34";"12";"2395";"488";"54";"1256";"94";"14";"-";"-";"-";"-";"-";"168";"-";"-";"171";"-";"-";"73";"37";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"169013";"169013";"19";"2";"1";"688";"524";"2";"1";"521";"66";"22";"274";"32";"9";"-";"-";"-";"-";"-";"36";"-";"-";"22";"-";"-";"19";"5";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"173001";"173001";"14";"2";"1";"5432";"3514";"51";"6";"3457";"647";"249";"1175";"242";"111";"-";"-";"-";"-";"-";"171";"-";"-";"451";"-";"-";"174";"-";"142";"-";"66";"-";"2";"27";"-";"-";"-";"-";"-";"-";"-"
"173002";"173002";"14";"2";"1";"4973";"3279";"43";"9";"3227";"865";"211";"915";"248";"85";"-";"-";"-";"-";"-";"194";"-";"-";"302";"-";"-";"202";"-";"117";"-";"62";"-";"3";"23";"-";"-";"-";"-";"-";"-";"-"
"173003";"173003";"14";"2";"1";"5307";"3600";"74";"8";"3518";"568";"242";"1417";"275";"167";"-";"-";"-";"-";"-";"107";"-";"-";"358";"-";"-";"155";"-";"143";"-";"56";"-";"2";"28";"-";"-";"-";"-";"-";"-";"-"
"173004";"173004";"14";"2";"1";"5499";"4026";"45";"3";"3978";"660";"297";"1593";"291";"134";"-";"-";"-";"-";"-";"119";"-";"-";"455";"-";"-";"172";"-";"110";"-";"66";"-";"3";"78";"-";"-";"-";"-";"-";"-";"-"
"173005";"173005";"14";"2";"1";"1160";"900";"8";"0";"892";"108";"149";"412";"32";"13";"-";"-";"-";"-";"-";"16";"-";"-";"54";"-";"-";"49";"-";"46";"-";"12";"-";"0";"1";"-";"-";"-";"-";"-";"-";"-"
"173006";"173006";"14";"2";"1";"5039";"4111";"18";"4";"4089";"509";"401";"1676";"350";"161";"-";"-";"-";"-";"-";"83";"-";"-";"577";"-";"-";"137";"-";"113";"-";"68";"-";"3";"11";"-";"-";"-";"-";"-";"-";"-"
"173007";"173007";"14";"2";"1";"3640";"2972";"33";"6";"2933";"552";"290";"1104";"262";"65";"-";"-";"-";"-";"-";"78";"-";"-";"330";"-";"-";"90";"-";"100";"-";"52";"-";"4";"6";"-";"-";"-";"-";"-";"-";"-"
"173008";"173008";"14";"2";"1";"4170";"3027";"60";"5";"2962";"604";"244";"963";"276";"78";"-";"-";"-";"-";"-";"139";"-";"-";"356";"-";"-";"143";"-";"96";"-";"51";"-";"4";"8";"-";"-";"-";"-";"-";"-";"-"
"173009";"173009";"14";"2";"1";"2260";"1917";"20";"4";"1893";"419";"259";"613";"162";"27";"-";"-";"-";"-";"-";"40";"-";"-";"192";"-";"-";"77";"-";"63";"-";"37";"-";"1";"3";"-";"-";"-";"-";"-";"-";"-"
"173010";"173010";"14";"2";"1";"5067";"3662";"43";"16";"3603";"791";"262";"1324";"268";"66";"-";"-";"-";"-";"-";"112";"-";"-";"337";"-";"-";"227";"-";"137";"-";"66";"-";"3";"10";"-";"-";"-";"-";"-";"-";"-"
"175001";"175001";"16";"2";"1";"3387";"2317";"37";"7";"2273";"961";"67";"340";"199";"31";"-";"-";"-";"-";"-";"231";"-";"-";"152";"-";"-";"173";"-";"95";"-";"19";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175002";"175002";"16";"2";"1";"4616";"3072";"35";"12";"3025";"1633";"37";"291";"234";"32";"-";"-";"-";"-";"-";"287";"-";"-";"155";"-";"-";"220";"-";"102";"-";"33";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175003";"175003";"16";"2";"1";"6246";"4230";"46";"15";"4169";"2103";"117";"527";"317";"57";"-";"-";"-";"-";"-";"317";"-";"-";"224";"-";"-";"301";"-";"146";"-";"57";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175004";"175004";"16";"2";"1";"4462";"2424";"28";"25";"2371";"1375";"38";"165";"108";"24";"-";"-";"-";"-";"-";"205";"-";"-";"94";"-";"-";"230";"-";"99";"-";"30";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175005";"175005";"16";"2";"1";"7126";"4686";"67";"24";"4595";"2564";"96";"528";"274";"68";"-";"-";"-";"-";"-";"373";"-";"-";"216";"-";"-";"306";"-";"118";"-";"49";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"175006";"175006";"16";"2";"1";"4693";"3105";"40";"8";"3057";"1472";"78";"460";"147";"67";"-";"-";"-";"-";"-";"276";"-";"-";"183";"-";"-";"214";"-";"120";"-";"39";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183001";"183001";"18";"2";"1";"1482";"1014";"6";"1";"1007";"426";"26";"56";"40";"17";"-";"-";"-";"-";"-";"124";"-";"-";"242";"-";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183002";"183002";"18";"2";"1";"2990";"2022";"25";"8";"1989";"1012";"47";"76";"170";"30";"-";"-";"-";"-";"-";"259";"-";"-";"273";"-";"-";"122";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183003";"183003";"18";"2";"1";"4388";"2613";"18";"21";"2574";"1342";"53";"88";"233";"28";"-";"-";"-";"-";"-";"319";"-";"-";"346";"-";"-";"165";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183004";"183004";"18";"2";"1";"4314";"2026";"28";"28";"1970";"1102";"45";"38";"334";"10";"-";"-";"-";"-";"-";"153";"-";"-";"142";"-";"-";"146";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"183005";"183005";"18";"2";"1";"4273";"2730";"30";"13";"2687";"1385";"60";"147";"162";"53";"-";"-";"-";"-";"-";"296";"-";"-";"403";"-";"-";"181";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185001";"185001";"12";"1";"1";"4775";"3386";"29";"7";"3350";"1232";"86";"261";"178";"66";"-";"-";"-";"-";"-";"731";"-";"-";"503";"-";"-";"149";"-";"51";"-";"93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185002";"185002";"12";"1";"1";"5400";"4016";"38";"6";"3972";"1510";"200";"371";"203";"66";"-";"-";"-";"-";"-";"548";"-";"-";"688";"-";"-";"219";"-";"68";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185003";"185003";"12";"1";"1";"5198";"3378";"36";"17";"3325";"1505";"124";"194";"202";"60";"-";"-";"-";"-";"-";"508";"-";"-";"367";"-";"-";"214";"-";"81";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185004";"185004";"12";"1";"1";"4432";"2937";"31";"7";"2899";"1252";"115";"213";"185";"35";"-";"-";"-";"-";"-";"399";"-";"-";"344";"-";"-";"212";"-";"72";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185005";"185005";"12";"1";"1";"4019";"2771";"30";"6";"2735";"978";"148";"241";"153";"48";"-";"-";"-";"-";"-";"370";"-";"-";"455";"-";"-";"175";"-";"71";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"185006";"185006";"12";"1";"1";"9395";"5851";"94";"25";"5732";"2472";"163";"293";"312";"99";"-";"-";"-";"-";"-";"1009";"-";"-";"596";"-";"-";"438";"-";"154";"-";"196";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187001";"187001";"18";"2";"1";"4190";"2543";"15";"16";"2512";"669";"122";"1194";"46";"41";"-";"-";"-";"-";"-";"217";"-";"-";"119";"-";"-";"104";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187002";"187002";"18";"2";"1";"3464";"2786";"13";"8";"2765";"668";"139";"1497";"48";"40";"-";"-";"-";"-";"-";"226";"-";"-";"78";"-";"-";"69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"187003";"187003";"18";"2";"1";"4371";"3224";"30";"13";"3181";"810";"85";"1628";"54";"52";"-";"-";"-";"-";"-";"328";"-";"-";"104";"-";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190001";"190001";"25";"3";"1";"7656";"5913";"60";"19";"5834";"2418";"400";"1020";"121";"217";"-";"-";"-";"-";"12";"288";"30";"-";"924";"-";"-";"281";"-";"123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190002";"190002";"25";"3";"1";"2731";"2301";"6";"2";"2293";"879";"126";"484";"51";"46";"-";"-";"-";"-";"3";"39";"7";"-";"475";"-";"-";"116";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190003";"190003";"25";"3";"1";"3638";"3079";"20";"6";"3053";"1036";"341";"500";"56";"198";"-";"-";"-";"-";"1";"97";"18";"-";"551";"-";"-";"169";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190004";"190004";"25";"3";"1";"993";"841";"8";"1";"832";"369";"72";"65";"37";"70";"-";"-";"-";"-";"1";"18";"45";"-";"78";"-";"-";"56";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190005";"190005";"25";"3";"1";"4391";"3597";"44";"13";"3540";"1376";"202";"462";"100";"195";"-";"-";"-";"-";"28";"123";"11";"-";"758";"-";"-";"193";"-";"92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190006";"190006";"25";"3";"1";"6253";"4778";"33";"18";"4727";"1844";"311";"513";"116";"285";"-";"-";"-";"-";"32";"179";"17";"-";"981";"-";"-";"313";"-";"136";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"190007";"190007";"25";"3";"1";"5065";"2958";"47";"16";"2895";"1358";"104";"169";"95";"80";"-";"-";"-";"-";"111";"180";"18";"-";"405";"-";"-";"242";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"201001";"201001";"26";"3";"1";"2059";"1700";"12";"9";"1679";"266";"80";"333";"171";"32";"-";"-";"1";"-";"-";"45";"19";"-";"275";"-";"-";"42";"-";"41";"318";"35";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-"
"201002";"201002";"26";"3";"1";"3962";"3010";"46";"15";"2949";"735";"184";"639";"340";"76";"-";"-";"11";"-";"-";"143";"23";"-";"367";"-";"-";"157";"-";"77";"38";"72";"-";"87";"-";"-";"-";"-";"-";"-";"-";"-"
"201003";"201003";"26";"3";"1";"4351";"3672";"64";"13";"3595";"825";"272";"799";"381";"87";"-";"-";"10";"-";"-";"104";"21";"-";"542";"-";"-";"102";"-";"89";"45";"95";"-";"223";"-";"-";"-";"-";"-";"-";"-";"-"
"201004";"201004";"26";"3";"1";"4036";"3153";"53";"23";"3077";"641";"112";"446";"146";"74";"-";"-";"42";"-";"-";"137";"25";"-";"839";"-";"-";"210";"-";"57";"194";"74";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-"
"201005";"201005";"26";"3";"1";"4505";"3804";"43";"18";"3743";"550";"267";"927";"260";"98";"-";"-";"6";"-";"-";"110";"24";"-";"698";"-";"-";"130";"-";"61";"108";"106";"-";"398";"-";"-";"-";"-";"-";"-";"-";"-"
"210001";"210001";"22";"3";"1";"4926";"3675";"37";"9";"3629";"1033";"299";"441";"164";"244";"-";"-";"-";"-";"-";"315";"51";"-";"870";"-";"-";"90";"-";"72";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210002";"210002";"22";"3";"1";"3603";"2808";"21";"6";"2781";"628";"300";"457";"163";"197";"-";"-";"-";"-";"-";"141";"37";"-";"701";"-";"-";"63";"-";"66";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210003";"210003";"22";"3";"1";"3793";"2798";"26";"0";"2772";"798";"421";"220";"161";"197";"-";"-";"-";"-";"-";"132";"21";"-";"605";"-";"-";"88";"-";"94";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210004";"210004";"22";"3";"1";"3857";"2935";"30";"5";"2900";"987";"445";"170";"199";"191";"-";"-";"-";"-";"-";"195";"19";"-";"466";"-";"-";"95";"-";"86";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210005";"210005";"22";"3";"1";"7680";"5335";"53";"15";"5267";"1817";"374";"297";"205";"291";"-";"-";"-";"-";"-";"449";"430";"-";"1107";"-";"-";"124";"-";"96";"-";"77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210007";"210007";"22";"3";"1";"3367";"2473";"16";"14";"2443";"884";"181";"127";"147";"122";"-";"-";"-";"-";"-";"221";"41";"-";"533";"-";"-";"81";"-";"55";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210008";"210008";"22";"3";"1";"971";"737";"7";"0";"730";"152";"47";"81";"22";"75";"-";"-";"-";"-";"-";"35";"36";"-";"236";"-";"-";"16";"-";"20";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"210009";"210009";"22";"3";"1";"3224";"2229";"17";"10";"2202";"874";"205";"141";"174";"84";"-";"-";"-";"-";"-";"107";"44";"-";"417";"-";"-";"77";"-";"64";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"217001";"217001";"21";"3";"1";"10442";"6976";"77";"36";"6863";"1840";"325";"1962";"298";"79";"43";"-";"-";"-";"-";"591";"-";"-";"170";"-";"-";"761";"359";"224";"-";"178";"4";"-";"-";"-";"-";"-";"-";"-";"-";"29"
"217002";"217002";"21";"3";"1";"8130";"5435";"79";"37";"5319";"1672";"177";"1229";"194";"47";"19";"-";"-";"-";"-";"639";"-";"-";"145";"-";"-";"459";"343";"136";"-";"141";"3";"-";"-";"-";"-";"-";"-";"-";"-";"115"
"217003";"217003";"21";"3";"1";"6304";"4206";"39";"13";"4154";"1099";"171";"1061";"166";"57";"24";"-";"-";"-";"-";"406";"-";"-";"110";"-";"-";"314";"199";"89";"-";"113";"7";"-";"-";"-";"-";"-";"-";"-";"-";"338"
"217004";"217004";"21";"3";"1";"4427";"3433";"29";"15";"3389";"696";"158";"1472";"95";"45";"56";"-";"-";"-";"-";"284";"-";"-";"118";"-";"-";"218";"111";"63";"-";"72";"0";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"217005";"217005";"21";"3";"1";"4152";"3050";"30";"10";"3010";"701";"105";"1175";"71";"37";"132";"-";"-";"-";"-";"257";"-";"-";"171";"-";"-";"174";"65";"79";"-";"39";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"217006";"217006";"21";"3";"1";"1096";"839";"11";"1";"827";"152";"39";"312";"18";"12";"16";"-";"-";"-";"-";"88";"-";"-";"49";"-";"-";"54";"36";"28";"-";"22";"1";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"217007";"217007";"21";"3";"1";"1348";"975";"8";"3";"964";"154";"130";"333";"23";"17";"8";"-";"-";"-";"-";"124";"-";"-";"56";"-";"-";"53";"23";"18";"-";"24";"0";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"217008";"217008";"21";"3";"1";"912";"642";"16";"1";"625";"121";"35";"178";"28";"7";"7";"-";"-";"-";"-";"93";"-";"-";"39";"-";"-";"46";"29";"28";"-";"14";"0";"-";"-";"-";"-";"-";"-";"-";"-";"0"
"217009";"217009";"21";"3";"1";"3905";"3065";"35";"9";"3021";"601";"157";"1154";"116";"43";"19";"-";"-";"-";"-";"289";"-";"-";"137";"-";"-";"212";"112";"90";"-";"81";"1";"-";"-";"-";"-";"-";"-";"-";"-";"9"
"217010";"217010";"21";"3";"1";"3634";"2970";"15";"10";"2945";"593";"219";"1215";"99";"80";"7";"-";"-";"-";"-";"133";"-";"-";"172";"-";"-";"193";"75";"100";"-";"57";"0";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"217011";"217011";"21";"3";"1";"5224";"4095";"36";"11";"4048";"958";"226";"1436";"137";"83";"17";"-";"-";"-";"-";"337";"-";"-";"229";"-";"-";"251";"171";"109";"-";"75";"1";"-";"-";"-";"-";"-";"-";"-";"-";"18"
"219001";"219001";"23";"3";"1";"7231";"5034";"71";"17";"4946";"1533";"312";"284";"439";"186";"-";"29";"-";"-";"-";"188";"-";"-";"1314";"-";"-";"350";"-";"136";"-";"175";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219002";"219002";"23";"3";"1";"4846";"3727";"34";"11";"3682";"1266";"254";"145";"295";"84";"-";"22";"-";"-";"-";"118";"-";"-";"1103";"-";"-";"196";"-";"60";"-";"139";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219003";"219003";"23";"3";"1";"688";"537";"4";"1";"532";"101";"29";"27";"18";"19";"-";"0";"-";"-";"-";"29";"-";"-";"240";"-";"-";"20";"-";"19";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219004";"219004";"23";"3";"1";"1228";"1054";"7";"1";"1046";"333";"47";"59";"93";"26";"-";"8";"-";"-";"-";"24";"-";"-";"257";"-";"-";"140";"-";"37";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219005";"219005";"23";"3";"1";"1863";"1440";"17";"2";"1421";"380";"60";"78";"52";"45";"-";"8";"-";"-";"-";"84";"-";"-";"567";"-";"-";"54";"-";"40";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219006";"219006";"23";"3";"1";"4482";"3363";"50";"10";"3303";"969";"159";"170";"194";"102";"-";"34";"-";"-";"-";"166";"-";"-";"1124";"-";"-";"172";"-";"63";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219007";"219007";"23";"3";"1";"1589";"1288";"18";"6";"1264";"273";"162";"82";"58";"33";"-";"4";"-";"-";"-";"41";"-";"-";"479";"-";"-";"53";"-";"35";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219008";"219008";"23";"3";"1";"905";"751";"11";"0";"740";"186";"86";"49";"61";"24";"-";"5";"-";"-";"-";"13";"-";"-";"212";"-";"-";"42";"-";"36";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219009";"219009";"23";"3";"1";"3353";"2644";"24";"13";"2607";"821";"164";"131";"187";"57";"-";"24";"-";"-";"-";"112";"-";"-";"823";"-";"-";"146";"-";"51";"-";"91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219010";"219010";"23";"3";"1";"5718";"3928";"40";"14";"3874";"1201";"196";"214";"286";"69";"-";"28";"-";"-";"-";"248";"-";"-";"1164";"-";"-";"291";"-";"82";"-";"95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219011";"219011";"23";"3";"1";"1668";"1170";"20";"0";"1150";"264";"26";"73";"40";"20";"-";"11";"-";"-";"-";"70";"-";"-";"524";"-";"-";"51";"-";"10";"-";"61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219012";"219012";"23";"3";"1";"3071";"2252";"25";"2";"2225";"503";"72";"189";"86";"51";"-";"11";"-";"-";"-";"119";"-";"-";"976";"-";"-";"98";"-";"37";"-";"83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219013";"219013";"23";"3";"1";"1096";"829";"17";"2";"810";"145";"20";"61";"17";"21";"-";"4";"-";"-";"-";"33";"-";"-";"443";"-";"-";"33";"-";"14";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"219014";"219014";"23";"3";"1";"1069";"791";"6";"0";"785";"183";"21";"16";"30";"14";"-";"3";"-";"-";"-";"55";"-";"-";"398";"-";"-";"24";"-";"13";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"223001";"223001";"22";"3";"1";"5039";"3908";"36";"7";"3865";"406";"275";"1687";"117";"193";"-";"33";"-";"-";"30";"199";"-";"-";"767";"-";"-";"-";"-";"93";"18";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
