"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2009 - Stemmeberettigede";"KV2009 - Afgivne stemmer";"KV2009 - Blanke stemmer";"KV2009 - Andre ugyldige stemmer";"KV2009 - Gyldige stemmer";"KV2009 - A";"KV2009 - B";"KV2009 - C";"KV2009 - F";"KV2009 - I";"KV2009 - J";"KV2009 - K";"KV2009 - M";"KV2009 - G";"KV2009 - N";"KV2009 - O";"KV2009 - H";"KV2009 - S";"KV2009 - V";"KV2009 - U";"KV2009 - Z";"KV2009 - Ø";"KV2009 - L";"KV2009 - Å";"KV2009 - R";"KV2009 - D";"KV2009 - P";"KV2009 - E";"KV2009 - 1";"KV2009 - 2";"KV2009 - 3";"KV2009 - Æ";"KV2009 - W";"KV2009 - Q";"KV2009 - Y";"KV2009 - T"
"329012";"329012";"39";"5";"2";"847";"598";"11";"1";"586";"118";"25";"33";"86";"18";"-";"-";"-";"-";"-";"101";"-";"-";"199";"0";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329013";"329013";"39";"5";"2";"986";"689";"6";"1";"682";"187";"17";"35";"90";"51";"-";"-";"-";"-";"-";"112";"-";"-";"178";"1";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"329014";"329014";"39";"5";"2";"687";"434";"6";"1";"427";"110";"15";"19";"58";"6";"-";"-";"-";"-";"-";"94";"-";"-";"111";"0";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"330001";"330001";"40";"5";"2";"1333";"861";"5";"2";"854";"294";"15";"36";"78";"22";"-";"0";"-";"3";"1";"139";"-";"-";"256";"-";"-";"8";"-";"-";"0";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"330002";"330002";"40";"5";"2";"1210";"821";"4";"0";"817";"218";"10";"49";"99";"11";"-";"2";"-";"2";"2";"118";"-";"-";"298";"-";"-";"7";"-";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330003";"330003";"40";"5";"2";"1239";"874";"10";"5";"859";"213";"12";"36";"86";"19";"-";"0";"-";"2";"0";"106";"-";"-";"377";"-";"-";"6";"-";"-";"2";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330004";"330004";"40";"5";"2";"1475";"1017";"11";"1";"1005";"341";"8";"35";"99";"54";"-";"2";"-";"0";"0";"134";"-";"-";"324";"-";"-";"8";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330005";"330005";"40";"5";"2";"5989";"4038";"24";"4";"4010";"1445";"40";"137";"627";"35";"-";"9";"-";"4";"8";"715";"-";"-";"932";"-";"-";"56";"-";"-";"1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"330006";"330006";"40";"5";"2";"5875";"3491";"30";"5";"3456";"1231";"102";"85";"634";"32";"-";"1";"-";"2";"15";"682";"-";"-";"623";"-";"-";"45";"-";"-";"3";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"330007";"330007";"40";"5";"2";"1919";"1400";"6";"1";"1393";"429";"8";"47";"234";"14";"-";"2";"-";"1";"1";"277";"-";"-";"364";"-";"-";"16";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330008";"330008";"40";"5";"2";"2592";"1728";"11";"1";"1716";"421";"15";"46";"179";"12";"-";"2";"-";"3";"2";"379";"-";"-";"646";"-";"-";"10";"-";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330009";"330009";"40";"5";"2";"4788";"3028";"37";"6";"2985";"1114";"165";"99";"317";"94";"-";"8";"-";"20";"13";"393";"-";"-";"717";"-";"-";"42";"-";"-";"0";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"330010";"330010";"40";"5";"2";"1392";"954";"9";"2";"943";"253";"11";"25";"129";"6";"-";"0";"-";"2";"0";"155";"-";"-";"344";"-";"-";"18";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330011";"330011";"40";"5";"2";"3035";"2134";"18";"3";"2113";"445";"29";"52";"369";"16";"-";"1";"-";"1";"1";"308";"-";"-";"866";"-";"-";"25";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330012";"330012";"40";"5";"2";"179";"148";"1";"0";"147";"45";"0";"6";"10";"0";"-";"0";"-";"0";"0";"55";"-";"-";"25";"-";"-";"4";"-";"-";"2";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330013";"330013";"40";"5";"2";"1068";"761";"6";"0";"755";"148";"9";"26";"66";"6";"-";"0";"-";"0";"4";"135";"-";"-";"344";"-";"-";"15";"-";"-";"0";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"330014";"330014";"40";"5";"2";"376";"265";"2";"0";"263";"56";"4";"3";"23";"0";"-";"0";"-";"3";"0";"50";"-";"-";"119";"-";"-";"5";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330015";"330015";"40";"5";"2";"2244";"1510";"10";"1";"1499";"349";"28";"51";"207";"18";"-";"0";"-";"0";"0";"233";"-";"-";"598";"-";"-";"13";"-";"-";"2";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330016";"330016";"40";"5";"2";"409";"287";"2";"0";"285";"46";"3";"14";"38";"3";"-";"0";"-";"0";"0";"72";"-";"-";"97";"-";"-";"12";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330017";"330017";"40";"5";"2";"157";"132";"2";"0";"130";"36";"1";"2";"31";"0";"-";"0";"-";"0";"0";"30";"-";"-";"25";"-";"-";"5";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330018";"330018";"40";"5";"2";"550";"398";"5";"0";"393";"79";"7";"10";"49";"2";"-";"0";"-";"1";"0";"72";"-";"-";"170";"-";"-";"3";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330019";"330019";"40";"5";"2";"5121";"2620";"31";"6";"2583";"921";"95";"133";"341";"47";"-";"9";"-";"23";"12";"290";"-";"-";"675";"-";"-";"33";"-";"-";"2";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"330020";"330020";"40";"5";"2";"4456";"2898";"26";"3";"2869";"1109";"70";"111";"240";"62";"-";"10";"-";"36";"15";"345";"-";"-";"842";"-";"-";"27";"-";"-";"2";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330021";"330021";"40";"5";"2";"4889";"3331";"32";"4";"3295";"1293";"60";"126";"312";"61";"-";"6";"-";"16";"7";"465";"-";"-";"924";"-";"-";"24";"-";"-";"0";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"330022";"330022";"40";"5";"2";"6218";"3641";"43";"5";"3593";"1352";"269";"122";"363";"59";"-";"8";"-";"21";"8";"472";"-";"-";"879";"-";"-";"34";"-";"-";"1";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"330023";"330023";"40";"5";"2";"710";"473";"9";"1";"463";"143";"5";"21";"38";"5";"-";"0";"-";"3";"2";"78";"-";"-";"167";"-";"-";"1";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330024";"330024";"40";"5";"2";"688";"493";"7";"1";"485";"125";"7";"24";"60";"9";"-";"0";"-";"2";"0";"72";"-";"-";"181";"-";"-";"5";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"330025";"330025";"40";"5";"2";"1919";"1362";"9";"3";"1350";"403";"22";"41";"136";"16";"-";"1";"-";"3";"3";"237";"-";"-";"475";"-";"-";"11";"-";"-";"1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"330026";"330026";"40";"5";"2";"440";"317";"4";"0";"313";"95";"3";"15";"40";"5";"-";"0";"-";"2";"1";"32";"-";"-";"116";"-";"-";"4";"-";"-";"0";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"336001";"336001";"33";"5";"2";"4343";"3087";"33";"1";"3053";"934";"49";"144";"319";"-";"-";"-";"-";"-";"-";"251";"-";"-";"1153";"-";"-";"28";"175";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"336002";"336002";"33";"5";"2";"5099";"3659";"31";"9";"3619";"863";"112";"194";"311";"-";"-";"-";"-";"-";"-";"375";"-";"-";"1406";"-";"-";"18";"340";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"336003";"336003";"33";"5";"2";"4627";"3142";"29";"6";"3107";"1004";"50";"379";"296";"-";"-";"-";"-";"-";"-";"254";"-";"-";"873";"-";"-";"30";"221";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"336004";"336004";"33";"5";"2";"3036";"2252";"16";"2";"2234";"576";"42";"230";"248";"-";"-";"-";"-";"-";"-";"207";"-";"-";"693";"-";"-";"19";"219";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"340001";"340001";"39";"5";"2";"3836";"2479";"24";"10";"2445";"668";"38";"889";"310";"-";"-";"-";"34";"-";"-";"241";"-";"-";"259";"-";"-";"-";"2";"-";"2";"0";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"340002";"340002";"39";"5";"2";"1545";"884";"14";"2";"868";"266";"9";"252";"122";"-";"-";"-";"9";"-";"-";"130";"-";"-";"75";"-";"-";"-";"1";"-";"0";"2";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"340003";"340003";"39";"5";"2";"539";"349";"8";"0";"341";"61";"11";"87";"37";"-";"-";"-";"6";"-";"-";"59";"-";"-";"76";"-";"-";"-";"1";"-";"1";"2";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"340004";"340004";"39";"5";"2";"1216";"814";"9";"1";"804";"359";"10";"97";"73";"-";"-";"-";"8";"-";"-";"87";"-";"-";"166";"-";"-";"-";"2";"-";"1";"0";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"340005";"340005";"39";"5";"2";"4156";"2979";"43";"7";"2929";"1375";"67";"682";"346";"-";"-";"-";"30";"-";"-";"119";"-";"-";"295";"-";"-";"-";"5";"-";"0";"4";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"340006";"340006";"39";"5";"2";"3557";"2718";"29";"4";"2685";"1056";"60";"496";"491";"-";"-";"-";"49";"-";"-";"115";"-";"-";"382";"-";"-";"-";"4";"-";"3";"0";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-"
"340007";"340007";"39";"5";"2";"536";"361";"1";"0";"360";"82";"18";"46";"55";"-";"-";"-";"36";"-";"-";"40";"-";"-";"80";"-";"-";"-";"0";"-";"2";"0";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"340008";"340008";"39";"5";"2";"2429";"1654";"0";"8";"1646";"786";"29";"276";"166";"-";"-";"-";"36";"-";"-";"116";"-";"-";"225";"-";"-";"-";"0";"-";"4";"0";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-"
"340009";"340009";"39";"5";"2";"850";"607";"6";"1";"600";"213";"10";"83";"78";"-";"-";"-";"6";"-";"-";"49";"-";"-";"158";"-";"-";"-";"1";"-";"0";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"340010";"340010";"39";"5";"2";"1905";"1218";"12";"4";"1202";"440";"16";"168";"166";"-";"-";"-";"62";"-";"-";"149";"-";"-";"196";"-";"-";"-";"2";"-";"0";"2";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"340011";"340011";"39";"5";"2";"248";"174";"3";"1";"170";"48";"9";"26";"28";"-";"-";"-";"2";"-";"-";"17";"-";"-";"39";"-";"-";"-";"0";"-";"1";"0";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"340012";"340012";"39";"5";"2";"975";"647";"8";"1";"638";"204";"4";"108";"74";"-";"-";"-";"33";"-";"-";"68";"-";"-";"145";"-";"-";"-";"0";"-";"1";"1";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"340013";"340013";"39";"5";"2";"621";"394";"8";"0";"386";"98";"15";"43";"59";"-";"-";"-";"40";"-";"-";"47";"-";"-";"83";"-";"-";"-";"0";"-";"1";"0";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"350001";"350001";"34";"5";"2";"2932";"2056";"14";"2";"2040";"703";"41";"111";"327";"-";"-";"-";"-";"-";"-";"130";"-";"-";"728";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"350002";"350002";"34";"5";"2";"1928";"1362";"11";"1";"1350";"431";"65";"61";"244";"-";"-";"-";"-";"-";"-";"117";"-";"-";"432";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"350003";"350003";"34";"5";"2";"1291";"944";"11";"2";"931";"290";"28";"36";"184";"-";"-";"-";"-";"-";"-";"89";"-";"-";"304";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"350004";"350004";"34";"5";"2";"1131";"831";"7";"1";"823";"270";"27";"40";"161";"-";"-";"-";"-";"-";"-";"74";"-";"-";"251";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"350005";"350005";"34";"5";"2";"928";"622";"7";"1";"614";"126";"14";"41";"118";"-";"-";"-";"-";"-";"-";"46";"-";"-";"269";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"350006";"350006";"34";"5";"2";"3267";"2435";"17";"2";"2416";"591";"91";"345";"829";"-";"-";"-";"-";"-";"-";"128";"-";"-";"432";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"350008";"350008";"34";"5";"2";"2193";"1529";"17";"0";"1512";"362";"32";"260";"358";"-";"-";"-";"-";"-";"-";"121";"-";"-";"379";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"350009";"350009";"34";"5";"2";"2179";"1580";"17";"3";"1560";"266";"77";"131";"337";"-";"-";"-";"-";"-";"-";"108";"-";"-";"641";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"350011";"350011";"34";"5";"2";"1862";"1515";"15";"4";"1496";"271";"101";"239";"318";"-";"-";"-";"-";"-";"-";"41";"-";"-";"526";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"350012";"350012";"34";"5";"2";"2331";"1596";"27";"4";"1565";"329";"63";"144";"325";"-";"-";"-";"-";"-";"-";"116";"-";"-";"588";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360001";"360001";"29";"5";"2";"700";"482";"2";"2";"478";"173";"2";"26";"57";"2";"-";"-";"-";"-";"-";"69";"-";"-";"138";"-";"-";"11";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360003";"360003";"29";"5";"2";"2304";"1492";"16";"3";"1473";"643";"19";"95";"197";"6";"-";"-";"-";"-";"-";"185";"-";"-";"280";"-";"-";"48";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360005";"360005";"29";"5";"2";"1163";"723";"4";"2";"717";"143";"8";"88";"235";"3";"-";"-";"-";"-";"-";"102";"-";"-";"127";"-";"-";"8";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360008";"360008";"29";"5";"2";"962";"632";"9";"4";"619";"180";"11";"39";"145";"1";"-";"-";"-";"-";"-";"90";"-";"-";"146";"-";"-";"7";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360011";"360011";"29";"5";"2";"1913";"1243";"11";"4";"1228";"348";"18";"183";"277";"4";"-";"-";"-";"-";"-";"145";"-";"-";"234";"-";"-";"17";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360013";"360013";"29";"5";"2";"5699";"3828";"40";"20";"3768";"1586";"43";"444";"533";"13";"-";"-";"-";"-";"-";"316";"-";"-";"688";"-";"-";"140";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360014";"360014";"29";"5";"2";"50";"43";"1";"0";"42";"7";"0";"0";"21";"0";"-";"-";"-";"-";"-";"8";"-";"-";"5";"-";"-";"1";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360019";"360019";"29";"5";"2";"3090";"1871";"22";"5";"1844";"658";"16";"189";"308";"8";"-";"-";"-";"-";"-";"246";"-";"-";"346";"-";"-";"68";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360020";"360020";"29";"5";"2";"11467";"7359";"71";"47";"7241";"1764";"61";"594";"3616";"21";"-";"-";"-";"-";"-";"577";"-";"-";"529";"-";"-";"66";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360026";"360026";"29";"5";"2";"544";"353";"2";"1";"350";"120";"8";"32";"62";"5";"-";"-";"-";"-";"-";"45";"-";"-";"65";"-";"-";"10";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360027";"360027";"29";"5";"2";"460";"345";"0";"2";"343";"60";"93";"13";"80";"0";"-";"-";"-";"-";"-";"39";"-";"-";"46";"-";"-";"12";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360028";"360028";"29";"5";"2";"140";"109";"0";"0";"109";"23";"0";"8";"22";"0";"-";"-";"-";"-";"-";"15";"-";"-";"36";"-";"-";"5";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360029";"360029";"29";"5";"2";"2068";"1293";"12";"2";"1279";"465";"18";"91";"317";"5";"-";"-";"-";"-";"-";"173";"-";"-";"189";"-";"-";"16";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360035";"360035";"29";"5";"2";"2619";"1650";"12";"5";"1633";"411";"15";"179";"419";"5";"-";"-";"-";"-";"-";"249";"-";"-";"335";"-";"-";"19";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360036";"360036";"29";"5";"2";"2410";"1586";"15";"2";"1569";"587";"15";"79";"296";"6";"-";"-";"-";"-";"-";"140";"-";"-";"437";"-";"-";"6";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360037";"360037";"29";"5";"2";"1641";"969";"11";"2";"956";"410";"9";"32";"206";"4";"-";"-";"-";"-";"-";"125";"-";"-";"159";"-";"-";"11";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"360038";"360038";"29";"5";"2";"906";"586";"6";"0";"580";"163";"4";"49";"84";"7";"-";"-";"-";"-";"-";"90";"-";"-";"171";"-";"-";"12";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370001";"370001";"32";"5";"2";"3399";"2075";"29";"2";"2044";"522";"37";"223";"297";"-";"-";"-";"-";"-";"2";"219";"24";"-";"669";"5";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370002";"370002";"32";"5";"2";"816";"548";"4";"1";"543";"121";"11";"31";"84";"-";"-";"-";"-";"-";"0";"66";"3";"-";"215";"3";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370003";"370003";"32";"5";"2";"1606";"977";"6";"4";"967";"241";"15";"59";"115";"-";"-";"-";"-";"-";"1";"101";"10";"-";"403";"6";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370004";"370004";"32";"5";"2";"1911";"1339";"14";"2";"1323";"321";"42";"99";"124";"-";"-";"-";"-";"-";"3";"120";"13";"-";"587";"10";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370005";"370005";"32";"5";"2";"789";"531";"5";"1";"525";"197";"11";"26";"54";"-";"-";"-";"-";"-";"1";"61";"5";"-";"158";"1";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370006";"370006";"32";"5";"2";"1994";"1304";"11";"1";"1292";"324";"28";"83";"211";"-";"-";"-";"-";"-";"2";"152";"15";"-";"461";"2";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370007";"370007";"32";"5";"2";"1310";"842";"8";"1";"833";"223";"22";"36";"97";"-";"-";"-";"-";"-";"1";"79";"11";"-";"346";"6";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370008";"370008";"32";"5";"2";"3661";"2448";"18";"3";"2427";"987";"65";"293";"268";"-";"-";"-";"-";"-";"2";"215";"32";"-";"500";"45";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370009";"370009";"32";"5";"2";"1100";"766";"4";"1";"761";"243";"9";"225";"64";"-";"-";"-";"-";"-";"0";"61";"5";"-";"143";"8";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370010";"370010";"32";"5";"2";"1287";"868";"12";"3";"853";"244";"26";"119";"115";"-";"-";"-";"-";"-";"0";"103";"10";"-";"216";"10";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370011";"370011";"32";"5";"2";"2462";"1744";"22";"4";"1718";"549";"23";"90";"312";"-";"-";"-";"-";"-";"2";"171";"7";"-";"514";"16";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370012";"370012";"32";"5";"2";"474";"278";"7";"1";"270";"55";"8";"21";"38";"-";"-";"-";"-";"-";"0";"33";"2";"-";"102";"4";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370013";"370013";"32";"5";"2";"516";"344";"6";"1";"337";"104";"2";"19";"28";"-";"-";"-";"-";"-";"0";"33";"1";"-";"136";"3";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370014";"370014";"32";"5";"2";"2493";"1714";"15";"1";"1698";"498";"46";"80";"163";"-";"-";"-";"-";"-";"0";"182";"29";"-";"671";"7";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370020";"370020";"32";"5";"2";"3009";"2017";"14";"6";"1997";"775";"76";"162";"244";"-";"-";"-";"-";"-";"1";"166";"34";"-";"512";"15";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370021";"370021";"32";"5";"2";"2873";"1636";"31";"7";"1598";"562";"71";"147";"222";"-";"-";"-";"-";"-";"3";"139";"38";"-";"371";"23";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370022";"370022";"32";"5";"2";"4496";"2509";"35";"9";"2465";"1095";"83";"152";"407";"-";"-";"-";"-";"-";"5";"229";"34";"-";"382";"28";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370023";"370023";"32";"5";"2";"4834";"3097";"26";"4";"3067";"1260";"121";"252";"456";"-";"-";"-";"-";"-";"0";"243";"41";"-";"619";"33";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370024";"370024";"32";"5";"2";"5114";"3368";"23";"6";"3339";"1395";"117";"216";"458";"-";"-";"-";"-";"-";"6";"370";"42";"-";"659";"30";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370025";"370025";"32";"5";"2";"2940";"1838";"17";"9";"1812";"814";"62";"104";"262";"-";"-";"-";"-";"-";"4";"181";"20";"-";"324";"16";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370026";"370026";"32";"5";"2";"2671";"1964";"13";"2";"1949";"605";"149";"199";"218";"-";"-";"-";"-";"-";"0";"140";"24";"-";"570";"21";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370027";"370027";"32";"5";"2";"4234";"2650";"24";"8";"2618";"875";"113";"277";"252";"-";"-";"-";"-";"-";"3";"259";"29";"-";"774";"16";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370028";"370028";"32";"5";"2";"3980";"2233";"23";"11";"2199";"1020";"48";"142";"306";"-";"-";"-";"-";"-";"1";"224";"27";"-";"383";"22";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370029";"370029";"32";"5";"2";"683";"489";"3";"1";"485";"186";"19";"34";"70";"-";"-";"-";"-";"-";"0";"46";"5";"-";"118";"4";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370030";"370030";"32";"5";"2";"580";"421";"0";"1";"420";"101";"13";"45";"49";"-";"-";"-";"-";"-";"0";"31";"11";"-";"164";"0";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370031";"370031";"32";"5";"2";"578";"394";"4";"0";"390";"89";"7";"21";"73";"-";"-";"-";"-";"-";"0";"31";"5";"-";"155";"1";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370032";"370032";"32";"5";"2";"1957";"1440";"11";"5";"1424";"430";"41";"121";"179";"-";"-";"-";"-";"-";"3";"170";"32";"-";"419";"12";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370033";"370033";"32";"5";"2";"467";"281";"3";"3";"275";"52";"8";"29";"37";"-";"-";"-";"-";"-";"1";"27";"1";"-";"116";"1";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"370034";"370034";"32";"5";"2";"472";"341";"4";"0";"337";"96";"7";"21";"33";"-";"-";"-";"-";"-";"0";"32";"6";"-";"131";"5";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376001";"376001";"30";"5";"2";"3599";"2068";"39";"11";"2018";"434";"65";"154";"466";"2";"-";"12";"-";"297";"-";"249";"-";"-";"263";"47";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376002";"376002";"30";"5";"2";"3213";"2022";"25";"2";"1995";"523";"49";"145";"407";"3";"-";"14";"-";"250";"-";"265";"-";"-";"263";"43";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376003";"376003";"30";"5";"2";"3430";"2185";"33";"10";"2142";"611";"38";"183";"333";"0";"-";"13";"-";"261";"-";"299";"-";"-";"361";"34";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"376004";"376004";"30";"5";"2";"3249";"2071";"26";"11";"2034";"585";"51";"142";"401";"1";"-";"18";"-";"257";"-";"241";"-";"-";"288";"31";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
